Burannaya	id=g:570887
Stantsiya Boyarskaya	id=g:571839
Boyarskaya	id=g:571840
Boyarskaya	id=g:571841
Boyarskaya	id=g:571842
Boyarskaya	id=g:571843
Boyarshchino	id=g:571844
Boyarshchina	id=g:571845
Boyarshchina	id=g:571846
Boyarshchina	id=g:571847
Boyarovo	id=g:571848
Boyarovka	id=g:571849
Boyarnikovo	id=g:571850
Boyarkur’ya	id=g:571851
Boyarkino	id=g:571852
Boyarkino	id=g:571853
Boyarkino	id=g:571854
Boyarkino	id=g:571855
Boyarki	id=g:571856
Boyarka	id=g:571857
Boyarka	id=g:571858
Stantsiya Boyarintsevo	id=g:571859
Boyarintsevo	id=g:571860
Boyarinovo	id=g:571861
Kamen’ Boyarin	id=g:571862
Kamen’ Boyarin	id=g:571863
Boyanovichi	id=g:571864
Boyanda	id=g:571865
Bovyrino	id=g:571866
Bovykiny	id=g:571867
Bovshevo	id=g:571868
Bovina	id=g:571869
Botyli	id=g:571870
Botvin’yevo	id=g:571871
Botvinskiy	id=g:571872
Botvinskaya Dacha	id=g:571873
Botvinshchina	id=g:571874
Botvino	id=g:571875
Botsmanovo	id=g:571876
Botovo	id=g:571877
Botovo	id=g:571878
Botovo	id=g:571879
Botovo	id=g:571880
Botovo	id=g:571881
Botovka	id=g:571882
Botogovo	id=g:571883
Botnya	id=g:571884
Botnya	id=g:571885
Botnevo	id=g:571886
Botlikhskiy Rayon	id=g:571887
Botlikh	id=g:571888
Botköl	id=g:571889
Botkovo	id=g:571890
Stantsiya Botkino	id=g:571891
Botino	id=g:571892
Botino	id=g:571893
Botevy	id=g:571894
Botayki	id=g:571895
Botanovo	id=g:571896
Botanikha	id=g:571897
Botalovo	id=g:571898
Bostilovo	id=g:571899
Bostanzhoglovo	id=g:571900
Langvatn	id=g:571901
Razvaliny Bosoy	id=g:571902
Bosoy	id=g:571903
Bosov	id=g:571904
Boloto Boskansalmek-Suo	id=g:571905
Bosino	id=g:571906
Boshkatovo	id=g:571907
Boshino	id=g:571908
Bosharovo	id=g:571909
Borzynino	id=g:571910
Borzyni	id=g:571911
Borzaykasy	id=g:571912
Borzoy	id=g:571913
Borzovka	id=g:571914
Borzovka	id=g:571915
Borzino	id=g:571916
Borzikovskiy	id=g:571917
Bereznetsovo	id=g:571918
Borzënovka	id=g:571919
Borzënkov	id=g:571920
Borzënki	id=g:571921
Bor Zaretskiy	id=g:571922
Barzanikha	id=g:571923
Borzakovo	id=g:571924
Borysino	id=g:571925
Borykovo	id=g:571926
Barykovo	id=g:571927
Barykovo	id=g:571928
Bor Yeremeyevskiy	id=g:571929
Boryatino	id=g:571930
Baryatino	id=g:571931
Boryatino	id=g:571932
Baryatino	id=g:571933
Boryatino	id=g:571934
Boryatino	id=g:571935
Boryatino	id=g:571936
Urochishche Bory	id=g:571937
Bory	id=g:571938
Bory	id=g:571939
Bory	id=g:571940
Bory	id=g:571941
Borvisheno	id=g:571942
Mys Borvanka	id=g:571943
Borutino	id=g:571944
Borutikha	id=g:571945
Bor-Usun	id=g:571946
Boruksula	id=g:571947
Bordukovo	id=g:571948
Ozero Boruch’ye	id=g:571949
Bortyush	id=g:571950
Bortsyno	id=g:571951
Bortsy	id=g:571952
Bortsy	id=g:571953
Bortsurmany	id=g:571954
Bortsovskaya	id=g:571955
Bortsovo	id=g:571956
Bortsovo	id=g:571957
Bortsevo	id=g:571958
Bortom	id=g:571959
Bortnoye	id=g:571960
Bortnoye	id=g:571961
Urochishche Bortnovo	id=g:571962
Bol’shoye Bortnoye	id=g:571963
Bortnitsa	id=g:571964
Bortnikovo	id=g:571965
Bortnikovo	id=g:571966
Bortnikovo	id=g:571967
Bortnikovo	id=g:571968
Bortnikovo	id=g:571969
Bortnikovo	id=g:571970
Bortniki	id=g:571971
Bortniki	id=g:571972
Bortniki	id=g:571973
Bortniki	id=g:571974
Bortniki	id=g:571975
Bortniki	id=g:571976
Bortnik	id=g:571977
Bortnevo	id=g:571978
Bortnevo	id=g:571979
Bortnaya Rastopyrina	id=g:571980
Bortishche	id=g:571981
Bortikha	id=g:571982
Bortenevo	id=g:571983
Bortenevo	id=g:571984
Ostrov Borsukovyy	id=g:571985
Borskoye	id=g:571986
Borskoye	id=g:571987
Borskiy Rayon	id=g:571988
Borskiy Rayon	id=g:571989
Ostrova Borshovtsy	id=g:571990
Ostrov Borshovets	id=g:571991
Borshëva	id=g:571992
Borshchino	id=g:571993
Borshchëvskiye Vyselki	id=g:571994
Borshchëvskiye Peski	id=g:571995
Borshchëvskiy	id=g:571996
Borshchëvskiy	id=g:571997
Borshchovoye	id=g:571998
Borshevoye	id=g:571999
Borshchëvoye	id=g:572000
Raz”yezd Borshchëvo	id=g:572001
Borshchëvo	id=g:572002
Borshchëvo	id=g:572003
Borshchëvo	id=g:572004
Borshchëvo	id=g:572005
Borshchëvo	id=g:572006
Borshchovo	id=g:572007
Borshchëvo	id=g:572008
Borshchëvo	id=g:572009
Borshchëvo	id=g:572010
Borshchevnya	id=g:572011
Borshchëvka	id=g:572012
Borshchëvka	id=g:572013
Borshchëvka	id=g:572014
Borshchëvka	id=g:572015
Borshchëvka	id=g:572016
Borshchëvka	id=g:572017
Borshchëvka	id=g:572018
Borshchëvka	id=g:572019
Borshchëvka	id=g:572020
Borshchëvka	id=g:572021
Borshchëvka	id=g:572022
Borshchevichi	id=g:572023
Borshchëvaya	id=g:572024
Borshchov	id=g:572025
Borshchen’	id=g:572026
Borshchanka	id=g:572027
Bor-Sala	id=g:572028
Rakinskaya	id=g:572029
Bor Pudantsev	id=g:572030
Bor-Prudy	id=g:572031
Bor Petreyevskiy	id=g:572032
Borozdyanaya	id=g:572033
Borozdy	id=g:572034
Borozdinovskaya	id=g:572035
Stantsiya Borozdinovka	id=g:572036
Borozdino	id=g:572037
Borozdino	id=g:572038
Borozda	id=g:572039
Borozda	id=g:572040
Borozda	id=g:572041
Urochishche Borovyye	id=g:572042
Borovyye	id=g:572043
Borovyye	id=g:572044
Borovyye	id=g:572045
Borovukha	id=g:572046
Boro Vtoroye	id=g:572047
Ozero Borovskoye	id=g:572048
Ozero Borovoye	id=g:572049
Borovskoye	id=g:572050
Borovskoye	id=g:572051
Borovskoye	id=g:572052
Borovskoye	id=g:572053
Borovskoye	id=g:572054
Borovskoye	id=g:572055
Borovskoy	id=g:572056
Borovskiy	id=g:572057
Borovskiy Rayon	id=g:572058
Sovkhoz Borovskiy	id=g:572059
Borovskiy	id=g:572060
Borovskaya	id=g:572061
Borovskaya	id=g:572062
Borovskaya	id=g:572063
Borovo	id=g:572064
Borovskaya	id=g:572065
Bor	id=g:572066
Bor	id=g:572067
Borovskoye	id=g:572068
Borovsk	id=g:572069
Borovsk	id=g:572070
Borovshchina	id=g:572071
Borovoy Nydybets	id=g:572072
Ozero Borovoye	id=g:572073
Ozero Borovoye	id=g:572074
Ozero Borovoye	id=g:572075
Ozero Borovoye	id=g:572076
Dom Otdykha Borovoye	id=g:572077
Borovoye	id=g:572078
Borovsk	id=g:572079
Borovoye	id=g:572080
Borovoye	id=g:572081
Borovoye	id=g:572082
Borovoye	id=g:572083
Borovoye	id=g:572084
Borovoye	id=g:572085
Borovoye	id=g:572086
Borovoye	id=g:572087
Borovoye	id=g:572088
Ostrov Borovoy	id=g:572089
Borovoy	id=g:572090
Borovoy	id=g:572091
Borovoy	id=g:572092
Borovoy	id=g:572093
Borovoy	id=g:572094
Borovka	id=g:572095
Borovoraka	id=g:572096
Borovnya	id=g:572097
Borovnya	id=g:572098
Ozero Borovno	id=g:572099
Borovno	id=g:572100
Borovno	id=g:572101
Borovna	id=g:572102
Borovlyane	id=g:572103
Buravlevo	id=g:572104
Borovkovo	id=g:572105
Borovkovo	id=g:572106
Borovkovo	id=g:572107
Borovkovo	id=g:572108
Borovkovo	id=g:572109
Borovki	id=g:572110
Borovki	id=g:572111
Borovka	id=g:572112
Borovka	id=g:572113
Borovka	id=g:572114
Borovka	id=g:572115
Borovka	id=g:572116
Borovka	id=g:572117
Borovka	id=g:572118
Borovka	id=g:572119
Borovka	id=g:572120
Borovka	id=g:572121
Borovka	id=g:572122
Borovka	id=g:572123
Borovka	id=g:572124
Borovka	id=g:572125
Borovka	id=g:572126
Borovitsy	id=g:572127
Borovitsy	id=g:572128
Borovitsy	id=g:572129
Borovitsy	id=g:572130
Borovitsa	id=g:572131
Borovitsa	id=g:572132
Borovitsa	id=g:572133
Borovitsa	id=g:572134
Borovitsa	id=g:572135
Borovitsa	id=g:572136
Borovitsa	id=g:572137
Borovitikha	id=g:572138
Borovino	id=g:572139
Borovinka	id=g:572140
Borovinka	id=g:572141
Borovina	id=g:572142
Borovikovskaya	id=g:572143
Borovikovo	id=g:572144
Borovikovo	id=g:572145
Borovikino	id=g:572146
Boroviki	id=g:572147
Boroviki	id=g:572148
Boroviki	id=g:572149
Boroviki	id=g:572150
Borovik	id=g:572151
Borovik	id=g:572152
Borovichskiy Rayon	id=g:572153
Borovichi	id=g:572154
Borovichi	id=g:572155
Borovichi	id=g:572156
Borovichi	id=g:572157
Sovkhoz Borovichanin	id=g:572158
Borovetskoye	id=g:572159
Borovensk	id=g:572160
Borovenka	id=g:572161
Borovenka	id=g:572162
Ozero Borovenets	id=g:572163
Borovchata	id=g:572164
Borovaya Potudan’	id=g:572165
Borovaya Polyanshchina	id=g:572166
Borovaya Kriusha	id=g:572167
Borovaya	id=g:572168
Borovaya	id=g:572169
Borovaya	id=g:572170
Borovaya	id=g:572171
Borovaya	id=g:572172
Borovaya	id=g:572173
Borovaya	id=g:572174
Borovaya	id=g:572175
Borovaya	id=g:572176
Borovaya	id=g:572177
Borovaya	id=g:572178
Borovaya	id=g:572179
Borovaya	id=g:572180
Borovaya	id=g:572181
Borovaya	id=g:572182
Borovatoye	id=g:572183
Borovata	id=g:572184
Boroushenki	id=g:572185
Borstno	id=g:572186
Boro Pervoye	id=g:572187
Boronovskoye Ozero	id=g:572188
Boronovalovo	id=g:572189
Borono-Mikhaylovka	id=g:572190
Boronniki	id=g:572191
Boronkino	id=g:572192
Boronatovo	id=g:572193
Borok-Sulezhskiy	id=g:572194
Borok	id=g:572195
Borok	id=g:572196
Borok	id=g:572197
Borok	id=g:572198
Borok	id=g:572199
Borok	id=g:572200
Borok	id=g:572201
Borok	id=g:572202
Borok	id=g:572203
Borok	id=g:572204
Borok	id=g:572205
Borok	id=g:572206
Borok	id=g:572207
Borok	id=g:572208
Borok	id=g:572209
Borok	id=g:572210
Borok	id=g:572211
Borok	id=g:572212
Borok	id=g:572213
Borok	id=g:572214
Borok	id=g:572215
Borok	id=g:572216
Borok	id=g:572217
Borok	id=g:572218
Borok	id=g:572219
Borok	id=g:572220
Borok	id=g:572221
Borok	id=g:572222
Borok	id=g:572223
Borok	id=g:572224
Borok	id=g:572225
Borok	id=g:572226
Borok	id=g:572227
Borok	id=g:572228
Borok	id=g:572229
Borok	id=g:572230
Borok	id=g:572231
Borok	id=g:572232
Borok	id=g:572233
Borok	id=g:572234
Borok	id=g:572235
Borok	id=g:572236
Borok	id=g:572237
Borok	id=g:572238
Borok	id=g:572239
Borok	id=g:572240
Borok	id=g:572241
Borodynovka	id=g:572242
Bordyanka	id=g:572243
Brody	id=g:572244
Sovkhoz Borodulinskiy	id=g:572245
Borodulino	id=g:572246
Borodulino	id=g:572247
Borodulino	id=g:572248
Borodulichi	id=g:572249
Boroduli	id=g:572250
Borodukhino	id=g:572251
Borodkino	id=g:572252
Borodki	id=g:572253
Borodintsy	id=g:572254
Borodinskoye	id=g:572255
Borodinskiy	id=g:572256
Borodinskaya	id=g:572257
Borodinskaya	id=g:572258
Borodinsk	id=g:572259
Borodinovka	id=g:572260
Borodinov	id=g:572261
Borodino	id=g:572262
Borodino	id=g:572263
Borodino	id=g:572264
Borodkino	id=g:572265
Borodino	id=g:572266
Borodino	id=g:572267
Borodino	id=g:572268
Borodino	id=g:572269
Borodino	id=g:572270
Borodino	id=g:572271
Borodino	id=g:572272
Borodino	id=g:572273
Borodino	id=g:572274
Borodino	id=g:572275
Borodino	id=g:572276
Borodino	id=g:572277
Borodino	id=g:572278
Borodino	id=g:572279
Borodino	id=g:572280
Borodino	id=g:572281
Borodino	id=g:572282
Borodino	id=g:572283
Borodino	id=g:572284
Borodino	id=g:572285
Borodino	id=g:572286
Borodino	id=g:572287
Borodino	id=g:572288
Borodinka	id=g:572289
Borodina	id=g:572290
Borodin	id=g:572291
Borodino	id=g:572292
Borodets Pervyy	id=g:572293
Borodënki	id=g:572294
Trubchevsk	id=g:572295
Ozero Borodayevskoye	id=g:572296
Borodayevka	id=g:572297
Borodava	id=g:572298
Borodashkino	id=g:572299
Borodachi	id=g:572300
Boroda	id=g:572301
Boroda	id=g:572302
Bornyatino	id=g:572303
Bornyakovo	id=g:572304
Bor Nur	id=g:572305
Bornukovo	id=g:572306
Bornovo	id=g:572307
Bornosovo	id=g:572308
Borniki	id=g:572309
Bor Nemchinov	id=g:572310
Bormusovo	id=g:572311
Bormotova	id=g:572312
Bormino	id=g:572313
Bormino	id=g:572314
Ozero Bormat	id=g:572315
Borma	id=g:572316
Bor-Lozava	id=g:572317
Bor-Lënva	id=g:572318
Ozero Borkovskoye	id=g:572319
Boloto Borkovskoye	id=g:572320
Borkovskoye	id=g:572321
Borkovskaya	id=g:572322
Borkovo	id=g:572323
Borkovo	id=g:572324
Bor’kovo	id=g:572325
Borkovo	id=g:572326
Borkovka	id=g:572327
Borkino	id=g:572328
Borkino	id=g:572329
Urochishche Borki	id=g:572330
Borki	id=g:572331
Borki	id=g:572332
Borki	id=g:572333
Borki	id=g:572334
Borki	id=g:572335
Borki	id=g:572336
Borki	id=g:572337
Borki	id=g:572338
Borki	id=g:572339
Borki	id=g:572340
Borki	id=g:572341
Borki	id=g:572342
Borki	id=g:572343
Borki	id=g:572344
Borki	id=g:572345
Borki	id=g:572346
Borki	id=g:572347
Bol’shiye Borki	id=g:572348
Borki	id=g:572349
Borki	id=g:572350
Borki	id=g:572351
Borki	id=g:572352
Borki	id=g:572353
Borki	id=g:572354
Borki	id=g:572355
Borki	id=g:572356
Borki	id=g:572357
Borki	id=g:572358
Borki	id=g:572359
Borki	id=g:572360
Borki	id=g:572361
Borki	id=g:572362
Borki	id=g:572363
Borki	id=g:572364
Borki	id=g:572365
Borki	id=g:572366
Borki	id=g:572367
Borki	id=g:572368
Borki	id=g:572369
Borki	id=g:572370
Borki	id=g:572371
Borki	id=g:572372
Borki	id=g:572373
Borki	id=g:572374
Ozero Borkhino	id=g:572375
Borkhatkino	id=g:572376
Borkanovskaya	id=g:572377
Bor’ka	id=g:572378
Ozero Boris”yavr	id=g:572379
Borisy	id=g:572380
Boristsevo	id=g:572381
Borispol’ye	id=g:572382
Ozero Borisovskoye	id=g:572383
Borisovskoye	id=g:572384
Borisovskoye	id=g:572385
Borisovskoye	id=g:572386
Borisovskoye	id=g:572387
Borisovskoye	id=g:572388
Borisovskoye	id=g:572389
Borisovskoye	id=g:572390
Borisovskiy Rayon	id=g:572391
Ostanovochnyy Punkt Borisovskiy Pereyezd	id=g:572392
Ostrov Borisovskiy	id=g:572393
Borisovskiy	id=g:572394
Borisovo	id=g:572395
Borisovskiy	id=g:572396
Borisovskiy	id=g:572397
Borisovskaya Vtoraya	id=g:572398
Borisovskaya	id=g:572399
Borisovskaya	id=g:572400
Borisovskaya	id=g:572401
Borisovskaya	id=g:572402
Borisovskaya	id=g:572403
Borisovskaya	id=g:572404
Borisovskaya	id=g:572405
Borisovshchina	id=g:572406
Borisovshchina	id=g:572407
Borisovo-Sudskoye	id=g:572408
Borisovo Pole	id=g:572409
Borisovo-Pokrovskoye	id=g:572410
Borisovo-Okolitsy	id=g:572411
Borisovo	id=g:572412
Borisovo	id=g:572413
Borisovo	id=g:572414
Borisovo	id=g:572415
Borisovo	id=g:572416
Borisovo	id=g:572417
Borisovo	id=g:572418
Borilovo Vtoroye	id=g:572419
Borisovo	id=g:572420
Borisovo	id=g:572421
Borisovo	id=g:572422
Borisovo	id=g:572423
Borisovo	id=g:572424
Borisovo	id=g:572425
Borisovo	id=g:572426
Borisovo	id=g:572427
Borisovo	id=g:572428
Borisovo	id=g:572429
Borisovo	id=g:572430
Borisovo	id=g:572431
Borisovo	id=g:572432
Borisovo	id=g:572433
Borisovo	id=g:572434
Borisovo	id=g:572435
Borisovo	id=g:572436
Borisovo	id=g:572437
Borisovo	id=g:572438
Borisovo	id=g:572439
Borisovo	id=g:572440
Borisovo	id=g:572441
Borisovo	id=g:572442
Borisovo	id=g:572443
Borisovo	id=g:572444
Borisovo	id=g:572445
Borisovo	id=g:572446
Borisovo	id=g:572447
Borisovo	id=g:572448
Orekhovo-Borisovo Yuzhnoye	id=g:572449
Borisovo	id=g:572450
Borisovo	id=g:572451
Borisovo	id=g:572452
Borisovo	id=g:572453
Borisovo	id=g:572454
Borisovo	id=g:572455
Borisovo	id=g:572456
Borisovo	id=g:572457
Borisovskoye	id=g:572458
Borisovo	id=g:572459
Borisovo	id=g:572460
Borisovo	id=g:572461
Borisovo	id=g:572462
Borisovo	id=g:572463
Borisovo	id=g:572464
Borisovo	id=g:572465
Borisovo	id=g:572466
Ozero Borisovka	id=g:572467
Borisovka	id=g:572468
Borisovka	id=g:572469
Borisovka	id=g:572470
Borisovka	id=g:572471
Borisovka	id=g:572472
Borisovka	id=g:572473
Borisovka	id=g:572474
Borisovka	id=g:572475
Borisovka	id=g:572476
Borisovka	id=g:572477
Borisovka	id=g:572478
Borisovka	id=g:572479
Borisovka	id=g:572480
Borisovka	id=g:572481
Borisovka	id=g:572482
Borisovka	id=g:572483
Borisovka	id=g:572484
Borisovka	id=g:572485
Borisovka	id=g:572486
Borisovka	id=g:572487
Borisovka	id=g:572488
Borisovka	id=g:572489
Borisovka	id=g:572490
Borisovka	id=g:572491
Borisovka	id=g:572492
Borisovka	id=g:572493
Borisovka	id=g:572494
Borisovka	id=g:572495
Borisovka Vtoraya	id=g:572496
Borisovka	id=g:572497
Borisovka	id=g:572498
Borisovka	id=g:572499
Borisovka	id=g:572500
Borisovka	id=g:572501
Borisovka	id=g:572502
Borisovka	id=g:572503
Borisovaraka	id=g:572504
Borisova Polyana	id=g:572505
Borisova Griva	id=g:572506
Mys Borisova	id=g:572507
Borisova	id=g:572508
Borisova	id=g:572509
Borisova	id=g:572510
Borisov	id=g:572511
Borisoglebskoye	id=g:572512
Borisoglebskoye	id=g:572513
Borisoglebskoye	id=g:572514
Borisoglebskoye	id=g:572515
Borisogleb	id=g:572516
Borisoglebskoye	id=g:572517
Borisoglebskiy Rayon	id=g:572518
Borisoglebskiy Rayon	id=g:572519
Borisoglebskiy	id=g:572520
Borisoglebskiy	id=g:572521
Borisoglebskaya Vozvyshennost’	id=g:572522
Borisoglebsk	id=g:572523
Borisoglebsk	id=g:572524
Borisoglebsk	id=g:572525
Borisoglebovka	id=g:572526
Borisogleb	id=g:572527
Borisogleb	id=g:572528
Boris-Gleb	id=g:572529
Borislovo	id=g:572530
Boris-Lopasnya	id=g:572531
Khutora Boriskovo	id=g:572532
Boriskovo	id=g:572533
Boriskovo	id=g:572534
Boriskovo	id=g:572535
Boriskovo	id=g:572536
Boriskovo	id=g:572537
Boriskovo	id=g:572538
Boriskovo	id=g:572539
Boriskovo	id=g:572540
Boriskovo	id=g:572541
Borisnovo	id=g:572542
Boriskovo	id=g:572543
Boriskino-Igar	id=g:572544
Boriskino	id=g:572545
Boriskino	id=g:572546
Boriskino	id=g:572547
Boriskino	id=g:572548
Borisikha	id=g:572549
Borishchëvo	id=g:572550
Boris-Gleb	id=g:572551
Boris Gleb	id=g:572552
Borisevka	id=g:572553
Borisenko	id=g:572554
Borisenki	id=g:572555
Borisenki	id=g:572556
Urochishche Borisenki	id=g:572557
Boris-di-kost’	id=g:572558
Borinskoye	id=g:572559
Borinskaya	id=g:572560
Borino	id=g:572561
Borinka	id=g:572562
Borino	id=g:572563
Borilovo	id=g:572564
Borikhino	id=g:572565
Borikhino	id=g:572566
Borgustanskaya	id=g:572567
Borgusta	id=g:572568
Bor Gusevskiy	id=g:572569
Borgino	id=g:572570
Boreykovo	id=g:572571
Boreyevo	id=g:572572
Borets Truda	id=g:572573
Boretsk	id=g:572574
Ostanovochnyy Punkt Borets	id=g:572575
Kolkhoz Borets	id=g:572576
Kolkhoz Borets	id=g:572577
Borets	id=g:572578
Borets	id=g:572579
Borets	id=g:572580
Borets	id=g:572581
Boretno	id=g:572582
Borel’	id=g:572583
Bordukovo	id=g:572584
Bordukovo	id=g:572585
Bordukovo	id=g:572586
Borduki	id=g:572587
Bor-Dorki	id=g:572588
Bordayevo	id=g:572589
Bordayevka	id=g:572590
Bordakovskiye Vyselki	id=g:572591
Bordakovo	id=g:572592
Bordakovka	id=g:572593
Borch	id=g:572594
Borbushino	id=g:572595
Bor Bolonov	id=g:572596
Bor Belkova	id=g:572597
Sovkhoz Bor’ba	id=g:572598
Kolkhoz Bor’ba	id=g:572599
Bor’ba	id=g:572600
Bor’ba	id=g:572601
Boranikha	id=g:572602
Borakovo	id=g:572603
Borakhmanka	id=g:572604
Borakh	id=g:572605
Stantsiya Bor	id=g:572606
Stantsiya Bor	id=g:572607
Sovkhoz Bor	id=g:572608
Bor	id=g:572609
Bor	id=g:572610
Bor	id=g:572611
Bor	id=g:572612
Bor	id=g:572613
Bor	id=g:572614
Bor	id=g:572615
Bor	id=g:572616
Bor	id=g:572617
Bor	id=g:572618
Bor	id=g:572619
Bor	id=g:572620
Bor	id=g:572621
Bor	id=g:572622
Bor	id=g:572623
Bor	id=g:572624
Bor	id=g:572625
Bor	id=g:572626
Bor	id=g:572627
Bor	id=g:572628
Bor	id=g:572629
Bor	id=g:572630
Bor	id=g:572631
Bor	id=g:572632
Bor	id=g:572633
Bor	id=g:572634
Bor	id=g:572635
Bor	id=g:572636
Bor	id=g:572637
Bor	id=g:572638
Bor	id=g:572639
Bor	id=g:572640
Bor	id=g:572641
Bor	id=g:572642
Bor	id=g:572643
Bor	id=g:572644
Bor	id=g:572645
Bor	id=g:572646
Bor	id=g:572647
Bor	id=g:572648
Bor	id=g:572649
Bor	id=g:572650
Bor	id=g:572651
Bor	id=g:572652
Bor	id=g:572653
Bor	id=g:572654
Bor	id=g:572655
Bor	id=g:572656
Bor	id=g:572657
Bor	id=g:572658
Bor	id=g:572659
Bor	id=g:572660
Bor	id=g:572661
Bor	id=g:572662
Bor	id=g:572663
Bor	id=g:572664
Bor	id=g:572665
Bor	id=g:572666
Bor	id=g:572667
Bor	id=g:572668
Bor	id=g:572669
Bor	id=g:572670
Bor	id=g:572671
Bor	id=g:572672
Bor	id=g:572673
Bonyakovo	id=g:572674
Bonyakovo	id=g:572675
Bonki	id=g:572676
Bonga	id=g:572677
Bonevo	id=g:572678
Bonema	id=g:572679
Sovkhoz Bondyuzhskiy	id=g:572680
Bondyug	id=g:572681
Bondarskiy Rayon	id=g:572682
Bondarskiy	id=g:572683
Bondari	id=g:572684
Bondari	id=g:572685
Bondari	id=g:572686
Bondarevskiy	id=g:572687
Bondarëvo	id=g:572688
Bondarëvo	id=g:572689
Bondarëvo	id=g:572690
Bondarëvo	id=g:572691
Bondarëvka	id=g:572692
Bondarëv	id=g:572693
Bondarëv	id=g:572694
Bondarëv	id=g:572695
Bondarenovskoye	id=g:572696
Stepnoye	id=g:572697
Bondarenko	id=g:572698
Bondarenko	id=g:572699
Bondarenko	id=g:572700
Bondarenko	id=g:572701
Bondarenka	id=g:572702
Bonchkovskiy	id=g:572703
Bakanovo	id=g:572704
Bonakova	id=g:572705
Bamut	id=g:572706
Bomina	id=g:572707
Bolzhanchik	id=g:572708
Bolyshevo	id=g:572709
Bolyntovo	id=g:572710
Bolynkovka	id=g:572711
Bolychi	id=g:572712
Bolychevo	id=g:572713
Bolyatino	id=g:572714
Bolyachki	id=g:572715
Bolvasovo	id=g:572716
Bolvantsy	id=g:572717
Mys Bolvanskiy Nos	id=g:572718
Mys Bolvanskiy Nos	id=g:572719
Bolvanskaya Guba	id=g:572720
Sopka Bolvanskaya	id=g:572721
Sopka Bolvanskaya	id=g:572722
Bolvanskaya	id=g:572723
Bolvanskaya	id=g:572724
Bolvanskaya	id=g:572725
Bolvanovo	id=g:572726
Bolvankino	id=g:572727
Bolva	id=g:572728
Bolva	id=g:572729
Boltunovo	id=g:572730
Boltunovka	id=g:572731
Boltukha	id=g:572732
Boltino	id=g:572733
Boltinskoye	id=g:572734
Boltino	id=g:572735
Boltino	id=g:572736
Boltino	id=g:572737
Boltinka	id=g:572738
Ostrov Boltin	id=g:572739
Boltayevo	id=g:572740
Boltayevka	id=g:572741
Bolt’	id=g:572742
Bol’sunovo	id=g:572743
Bol’shukha	id=g:572744
Bol’shozero	id=g:572745
Bol’sh-Ozero	id=g:572746
Ostrov Bol’shoy Zyudostinskiy	id=g:572747
Bol’shoy Zvad	id=g:572748
Bol’shoy Zmeinets	id=g:572749
Ostrov Bol’shoy Ziminskiy	id=g:572750
Ostrov Bol’shoy Zhuzhmuy	id=g:572751
Bol’shoy Zhuzhges	id=g:572752
Bol’shoy Zhuravlik	id=g:572753
Ozero Bol’shoye Zherino	id=g:572754
Bol’shoy Zetym	id=g:572755
Ostrov Bol’shoy Zelenets	id=g:572756
Ostrov Bol’shoy Zelenets	id=g:572757
Ostrov Bol’shoy Zelenets	id=g:572758
Zelenets	id=g:572759
Bol’shoy Zelenchuk	id=g:572760
Bol’shoy Zelenchuk	id=g:572761
Bol’shoy Zaykin	id=g:572762
Ostrov Bol’shoy Zayatskiy	id=g:572763
Bol’shoy Zakhod	id=g:572764
Bol’shoy Zaingir’	id=g:572765
Bol’shoy Yuzhnyy	id=g:572766
Bol’shoy Yushatyr’	id=g:572767
Bol’shoy Yuros	id=g:572768
Bol’shoy Yug	id=g:572769
Bol'shoy Yug	id=g:572770
Bol’shoy Yevluk	id=g:572771
Yesaul	id=g:572772
Ozero Bol’shoy Yaurlan	id=g:572773
Bol’shoy Yasnur	id=g:572774
Bol’shoy Yarney	id=g:572775
Ostrov Bol’shoy Yants	id=g:572776
Bol’shoy Yankul’	id=g:572777
Bol’shoy V’yuk	id=g:572778
Ozero Bol’shoy Vyaz	id=g:572779
Bol’shoy V’yas	id=g:572780
Ozero Bol’shoy Vud”yavr	id=g:572781
Ostrov Bol’shoy Voronov	id=g:572782
Bol’shoy Vopets	id=g:572783
Bol’shoy Volok	id=g:572784
Bol'shoy Volmanovskiy	id=g:572785
Kamen’ Bol’shoy Vladychnyy	id=g:572786
Bol’shoy Visim	id=g:572787
Bol’shoy Yerogodskiy Pochinok	id=g:572788
Bol’shoy Verkh	id=g:572789
Venib	id=g:572790
Bol'shoy Vashkor	id=g:572791
Bol’shoy Varyzh	id=g:572792
Bol’shoy Vanchaz	id=g:572793
Bol’shoy Uzhin	id=g:572794
Bol’shoy Uyvay	id=g:572795
Bol’shoy Utyuks	id=g:572796
Bol’shoy Utras	id=g:572797
Bol’shoy Utorgosh	id=g:572798
Bol’shoy Ut	id=g:572799
Uskalyk	id=g:572800
Bol’shoy Urkat	id=g:572801
Bol’shoy Uran	id=g:572802
Bol’shoy Umys	id=g:572803
Bol’shoy Ukhtysh	id=g:572804
Bol’shoy Udryak	id=g:572805
Bol’shoy Ubren’	id=g:572806
Ostrov Bol’shoy Tyuters	id=g:572807
Bol’shoy Turysh	id=g:572808
Bol’shoy Tuder	id=g:572809
Bol’shoy Tsaryn	id=g:572810
Bol’shoy Tsaranur	id=g:572811
Ozero Bol’shoy Treugol’nik	id=g:572812
Bol’shoy Tranzundskiy Reyd	id=g:572813
Bol’shoy Toreshkyubar	id=g:572814
Ozero Bol’shoy Toravey	id=g:572815
Bol’shoy Toman	id=g:572816
Bol’shoy Tolkish	id=g:572817
