Mulligan Creek	id=g:5128141
Old Oaks Country Club	id=g:5129724
Old Oneida Lake Canal	id=g:5129725
Old Orchard Cove	id=g:5129726
Old Orchard Point	id=g:5129727
Old Orchard Road Heliport	id=g:5129728
Old Orchard Shoal	id=g:5129729
Old Orchard Shoal Lighthouse	id=g:5129730
Old Place	id=g:5129731
Old Place Creek	id=g:5129732
Old New York County Courthouse	id=g:5129733
Old Protestant Cemetery	id=g:5129734
Old Quaker Burial Ground	id=g:5129735
Old Quaker Cemetery	id=g:5129736
Old Quaker Cemetery	id=g:5129737
Old Quaker Cemetery	id=g:5129738
Old Quaker Cemetery	id=g:5129739
Old Rang Mountain	id=g:5129740
Old Red Spring	id=g:5129741
Old Rhinebeck Airport	id=g:5129742
Old Roundtop	id=g:5129743
Old Saint James Cemetery	id=g:5129744
Old Saint Josephs Cemetery	id=g:5129745
Old Saint Marys Cemetery	id=g:5129746
Old Saint Patrick's Cathedral Rectory	id=g:5129747
Old Saint Patrick's Convent and Girls School	id=g:5129748
Old Scotch Cemetery	id=g:5129749
Old Scotchtown Cemetery	id=g:5129750
Old Sebago Beach	id=g:5129751
Old Silas Rock	id=g:5129752
Old Slip (historical)	id=g:5129753
Old South Haven Church	id=g:5129754
Old Southampton Cemetery	id=g:5129755
Old Sow	id=g:5129756
Old Springfield Cemetery	id=g:5129757
Old State Hospital Cemetery	id=g:5129758
Old Stone Church	id=g:5129759
Old Stone Fort	id=g:5129760
Old Stone Fort Cemetery	id=g:5129761
Old Stone Fort Museum	id=g:5129762
Old Stone School	id=g:5129763
Old Sugar Hill Cemetery	id=g:5129764
Old Swale Marsh	id=g:5129765
Old Tarrytown Road School	id=g:5129766
Old Town Pond	id=g:5129767
Old Town Station	id=g:5129768
Old United Presbyterian Church Cemetery	id=g:5129769
Old Westbury	id=g:5129770
Old Westbury Cemetery	id=g:5129771
Old Westbury Golf and Country Club	id=g:5129772
Old Westbury Pond	id=g:5129773
Olden-Barneveld Cemetery	id=g:5129774
Olderbark Mountain	id=g:5129775
Oldfield Cemetery	id=g:5129776
Oldport Harbour	id=g:5129777
Oldsville Cemetery	id=g:5129778
Oldtown Cemetery	id=g:5129779
Olean	id=g:5129780
Olean Creek	id=g:5129781
Old Pond	id=g:5129782
Olean Rod and Gun Club	id=g:5129783
City of Olean	id=g:5129784
Town of Olean	id=g:5129785
Olin Cemetery	id=g:5129786
Olin Hall	id=g:5129787
Public School 113	id=g:5129788
Oliphant Hill	id=g:5129789
Town of Olive	id=g:5129790
Olivebridge	id=g:5129791
Oliver Bay	id=g:5129792
Oliver Cemetery	id=g:5129793
Oliver Hill	id=g:5129794
Oliver Island	id=g:5129795
Oliver Pond	id=g:5129796
Oliver Pond	id=g:5129797
Oliver School (historical)	id=g:5129798
Oliverea	id=g:5129799
Olivers Channel	id=g:5129800
Olivers Hill Cemetery	id=g:5129801
Olivers Island	id=g:5129802
Olivet Cemetery	id=g:5129803
Olmstead Brook	id=g:5129804
Olean Raceway	id=g:5129805
Olmstead Cemetery	id=g:5129806
Olmstead Pond	id=g:5129807
Olmstedville	id=g:5129808
Olympic Arena	id=g:5129809
Olympic Bobsled Run	id=g:5129810
Olympic Ski Jump	id=g:5129811
Olympus Lake	id=g:5129812
Omar	id=g:5129813
Omar Cemetery	id=g:5129814
Omi	id=g:5129815
Omni Airpark	id=g:5129816
Omro	id=g:5129817
Onativia	id=g:5129818
Onawasa Creek	id=g:5129819
Olmstead Camp	id=g:5129820
Oncio Pond	id=g:5129821
Onderdonk Lake	id=g:5129822
One Police Plaza Heliport	id=g:5129823
Oneck	id=g:5129824
Oneck Drain	id=g:5129825
Onchiota	id=g:5129826
Oneida Castle	id=g:5129827
Oneida City Hospital Heliport	id=g:5129828
Oneida City Reservoir	id=g:5129829
Oneida Community Cemetery	id=g:5129830
Oneida Corners	id=g:5129831
Oneida County	id=g:5129832
Oneida County Airport	id=g:5129833
Oneida County Cemetery	id=g:5129834
Oneida County Home	id=g:5129835
Oneida Creek	id=g:5129836
Oneida	id=g:5129837
Oneida Lake Beach East	id=g:5129838
Oneida Lake Beach West	id=g:5129839
Oneida Lake Church	id=g:5129840
Oneida River	id=g:5129841
Oneida Lake	id=g:5129842
Oneida Shores County Park	id=g:5129843
Oneida Valley	id=g:5129844
City of Oneida	id=g:5129845
Mount Oneida	id=g:5129846
Isle of the Oneidas	id=g:5129847
Oneido Lake Marina	id=g:5129848
Onemile Creek	id=g:5129849
Oneida Middle School	id=g:5129850
Oneonta Creek	id=g:5129851
Oneonta	id=g:5129852
City of Oneonta	id=g:5129853
Town of Oneonta	id=g:5129854
Onesquethaw Cemetery	id=g:5129855
Onesquethaw Creek	id=g:5129856
Oneonta Municipal Airport	id=g:5129857
Onion Hill	id=g:5129858
Onion River	id=g:5129859
Oniontown	id=g:5129860
Oniontown	id=g:5129861
Onjebonge Pond	id=g:5129862
Onondaga Castle	id=g:5129863
Onondaga Central School	id=g:5129864
Onondaga Community College	id=g:5129865
Onondaga Country Club	id=g:5129866
Onondaga County	id=g:5129867
Onondaga County Sheriffs Department Heliport	id=g:5129868
Onondaga Creek	id=g:5129869
Lake Oniad	id=g:5129870
Onondaga Hill	id=g:5129871
Onondaga Indian Reservation	id=g:5129872
Onondaga Indian School	id=g:5129873
Onondaga Indian School	id=g:5129874
Onondaga Lake	id=g:5129875
Onondaga Lake Seaplane Base	id=g:5129876
Onondaga Park	id=g:5129877
Onondaga Nation Reservation	id=g:5129878
Onondaga Road School	id=g:5129879
Onondaga Sanitarium	id=g:5129880
Onondaga Valley Academy	id=g:5129881
Onondaga Valley Cemetery	id=g:5129882
Mount Onondaga	id=g:5129883
Town of Onondaga	id=g:5129884
Isle of the Onondagas	id=g:5129885
Onoville	id=g:5129886
Ontario	id=g:5129887
Ontario Beach	id=g:5129888
Ontario Beach Park	id=g:5129889
Ontario Center	id=g:5129890
Ontario County	id=g:5129891
Ontario Golf Course	id=g:5129892
Ontario on the Lake	id=g:5129893
Lake Ontario	id=g:5129894
Town of Ontario	id=g:5129895
Onteo Beach	id=g:5129896
Onteora Central School	id=g:5129897
Onteora Lake	id=g:5129898
Onteora Mountain	id=g:5129899
Onteora Park	id=g:5129900
Onteora Pond	id=g:5129901
Onteora Scout Reservoir	id=g:5129902
Oot Park	id=g:5129903
Opalescent River	id=g:5129904
Onondaga Creek Flood Control Dam	id=g:5129905
Open Meadows Church	id=g:5129906
Oppenheim	id=g:5129907
Oppenheim Park	id=g:5129908
Town of Oppenheim	id=g:5129909
Oquaga Creek	id=g:5129910
Open Meadows Cemetery	id=g:5129911
Oquenoc Elementary School	id=g:5129912
Oramel	id=g:5129913
Oran	id=g:5129914
Orange County	id=g:5129915
Orange County Airport	id=g:5129916
Orange Hill	id=g:5129917
Orange Lake	id=g:5129918
Orange Lake	id=g:5129919
Orange Poultry Farm Airport	id=g:5129920
Town of Orange	id=g:5129921
Orange-Rockland Lake	id=g:5129922
Orangeburg	id=g:5129923
Orangeport	id=g:5129924
Orangeport Church	id=g:5129925
Town of Orangetown	id=g:5129926
Orangeville Center	id=g:5129927
Town of Orangeville	id=g:5129928
Orchard Acres Park	id=g:5129929
Orchard Bay	id=g:5129930
Orchard Beach	id=g:5129931
Orchard Knoll	id=g:5129932
Orchard Lake	id=g:5129933
Orchard Neck Creek	id=g:5129934
Oquaga Lake	id=g:5129935
Orchard Park Airport (historical)	id=g:5129936
Orchard Park Country Club	id=g:5129937
Orchard Park Junior High School	id=g:5129938
Orchard Park Reservoir	id=g:5129939
Town of Orchard Park	id=g:5129940
Orchard Point	id=g:5129941
Orchard Street Cemetery	id=g:5129942
Orchard Terrace	id=g:5129943
Orchard Village	id=g:5129944
Orcutt Bay	id=g:5129945
Orcutt Cemetery	id=g:5129946
Ord Falls	id=g:5129947
Ordway Pond	id=g:5129948
Ore Bed Bay	id=g:5129949
Ore Bed Brook	id=g:5129950
Orchard Park	id=g:5129951
Ore Bed Mountain	id=g:5129952
Ore Bed Pond	id=g:5129953
Ore Pond	id=g:5129954
Ore Pond	id=g:5129955
Orebed Creek	id=g:5129956
Ore Bed Hill	id=g:5129957
Orebed Creek	id=g:5129958
Orebed Creek State Forest	id=g:5129959
Orebed Hill	id=g:5129960
Orebed Mountain	id=g:5129961
Orebed Ponds	id=g:5129962
Orebed Swamp	id=g:5129963
Oregon	id=g:5129964
Oregon	id=g:5129965
Oregon Avenue School	id=g:5129966
Oregon Brook	id=g:5129967
Orebed Hill	id=g:5129968
Oregon Hill	id=g:5129969
Oregon Hills	id=g:5129970
Oregon Mountain	id=g:5129971
Oregon Pond	id=g:5129972
Oregon Trail	id=g:5129973
Orendorf Corners	id=g:5129974
Orient	id=g:5129975
Orient Beach	id=g:5129976
Orient Beach State Park	id=g:5129977
Orient Harbor	id=g:5129978
Orient Island	id=g:5129979
Orient Point	id=g:5129980
Orient Point	id=g:5129981
Orient Point Lighthouse	id=g:5129982
Orient Shoal	id=g:5129983
Orient Yacht Club	id=g:5129984
Orienta	id=g:5129985
Orienta Point	id=g:5129986
Oriental Park	id=g:5129987
Oriskany	id=g:5129988
Oriskany Battle Monument	id=g:5129989
Oriskany Creek	id=g:5129990
Oregon Church	id=g:5129991
Orlando	id=g:5129992
Orleans	id=g:5129993
Orleans Cemetery	id=g:5129994
Orleans County	id=g:5129995
Orleans Four Corners	id=g:5129996
Orleans Swamp	id=g:5129997
Town of Orleans	id=g:5129998
Ormiston Corners	id=g:5129999
Ormsbee Pond	id=g:5130000
Orowoc Creek	id=g:5130001
Oriskany Falls	id=g:5130002
Orr Hill	id=g:5130003
Orr Hill	id=g:5130004
Mount Orrey	id=g:5130005
Orrs Corners	id=g:5130006
Orrs Mill	id=g:5130007
Orthopedic Hospital	id=g:5130008
Orvis Hill	id=g:5130009
Orwell	id=g:5130010
Orwell Creek	id=g:5130011
Orowoc Lake	id=g:5130012
Osborn Brook	id=g:5130013
Town of Orwell	id=g:5130014
Miriam Osborn Memorial Home	id=g:5130015
Osborn School	id=g:5130016
Osborne Creek	id=g:5130017
Osborn Lake	id=g:5130018
Osborne Hill	id=g:5130019
Osborne Hill School (historical)	id=g:5130020
Osbourne Bridge	id=g:5130021
Oscaleta Lake	id=g:5130022
Oscars Bay	id=g:5130023
Oscawana	id=g:5130024
Oscawana Brook	id=g:5130025
Osborne Hill	id=g:5130026
Oscawana Island	id=g:5130027
Oscawana Lake	id=g:5130028
Oscawana Park	id=g:5130029
Osceola	id=g:5130030
Town of Osceola	id=g:5130031
Oseetah Lake	id=g:5130032
Osgood Landing	id=g:5130033
Osgood Pond	id=g:5130034
Osgood River	id=g:5130035
Oscawana Corners	id=g:5130036
Oskonsa Falls	id=g:5130037
Ospery Bay	id=g:5130038
Osprey Island	id=g:5130039
Osprey Island	id=g:5130040
Lake Ossi	id=g:5130041
Ossian	id=g:5130042
Ossian Center Cemetery	id=g:5130043
Town of Ossian	id=g:5130044
Ossining	id=g:5130045
Ossining Gospel Assembly Church	id=g:5130046
Ossining Heights Methodist Episcopal Church	id=g:5130047
Ossining Hose Company Number 7	id=g:5130048
Ossining Municipal Building	id=g:5130049
Ossining Post Office	id=g:5130050
Ossining Public Library	id=g:5130051
Ossining Recreation Center	id=g:5130052
Ossining Reservoir	id=g:5130053
Ossining Rifle Range (historical)	id=g:5130054
Ossining Senior High School	id=g:5130055
Ossining Station	id=g:5130056
Ossining United Methodist Church	id=g:5130057
Ossining's Children Center	id=g:5130058
Town of Ossining	id=g:5130059
Ostrander Cemetery	id=g:5130060
Oswayo Creek	id=g:5130061
Lake Osiris	id=g:5130062
Oswegatchie Corners	id=g:5130063
Oswegatchie Creek	id=g:5130064
Oswegatchie	id=g:5130065
Oswegatchie River	id=g:5130066
Town of Oswegatchie	id=g:5130067
Oswego Beach	id=g:5130068
Oswego Bitter	id=g:5130069
Oswego Bitter Cemetery	id=g:5130070
Oswego Canal	id=g:5130071
Oswego Catholic High School	id=g:5130072
Oswego Center	id=g:5130073
Oswego Childrens Home	id=g:5130074
Oswego Church	id=g:5130075
Oswego County	id=g:5130076
Oswego County Airport	id=g:5130077
Oswego County at Pulaski Heliport	id=g:5130078
Oswego Pond	id=g:5130079
Oswego River	id=g:5130080
Oswego	id=g:5130081
City of Oswego	id=g:5130082
Town of Oswego	id=g:5130083
Otego	id=g:5130084
Otego Church	id=g:5130085
Otego Creek	id=g:5130086
Town of Otego	id=g:5130087
Otetiana Point	id=g:5130088
Otis	id=g:5130089
Otis	id=g:5130090
Otis Brook	id=g:5130091
Oswego Speedway	id=g:5130092
Otis Creek	id=g:5130093
Otis Creek	id=g:5130094
Otis Mountain	id=g:5130095
Otisco	id=g:5130096
Otisco Lake	id=g:5130097
Otisco Valley	id=g:5130098
Otisco Valley	id=g:5130099
Otis Ledge	id=g:5130100
Town of Otisco	id=g:5130101
Otisville	id=g:5130102
Otsdawa	id=g:5130103
Otsdawa Creek	id=g:5130104
Otisco Valley Cemetery	id=g:5130105
Otsego Lake	id=g:5130106
Town of Otsego	id=g:5130107
Otselic	id=g:5130108
Otselic Center	id=g:5130109
Otselic Creek	id=g:5130110
Otsego County	id=g:5130111
Otselic River	id=g:5130112
Town of Otselic	id=g:5130113
Otsquago Creek	id=g:5130114
Ottenburgs Ramp	id=g:5130115
Otter Brook	id=g:5130116
Otter Bay	id=g:5130117
Otter Brook	id=g:5130118
Otter Brook	id=g:5130119
Otter Creek	id=g:5130120
Otter Creek	id=g:5130121
Otter Creek	id=g:5130122
Otter Creek	id=g:5130123
Otter Creek	id=g:5130124
Otter Creek	id=g:5130125
Otter Creek	id=g:5130126
Otter Creek	id=g:5130127
Otter Creek	id=g:5130128
Otter Creek Cemetery	id=g:5130129
Otter Hook	id=g:5130130
Otter Kill	id=g:5130131
Otter Kill	id=g:5130132
Otter Kill Golf and Country Club	id=g:5130133
Otter Lake	id=g:5130134
Otter Lake	id=g:5130135
Otter Lake	id=g:5130136
Otter Lake	id=g:5130137
Otter Lake	id=g:5130138
Otter Lake	id=g:5130139
Otter Lake Outlet	id=g:5130140
Otter Creek Preserve	id=g:5130141
Otter Pond	id=g:5130142
Otter Pond	id=g:5130143
Otter Pond	id=g:5130144
Otter Pond	id=g:5130145
Otter Pond	id=g:5130146
Otter Pond	id=g:5130147
Otter Pond	id=g:5130148
Otter Pond	id=g:5130149
Otter Pond	id=g:5130150
Otter Ponds	id=g:5130151
Otto	id=g:5130152
Otto Mills	id=g:5130153
Town of Otto	id=g:5130154
Ottoway Park	id=g:5130155
Ouaquaga	id=g:5130156
Ouaquaga Creek	id=g:5130157
Otter Point	id=g:5130158
Ouleout Church	id=g:5130159
Ouleout Creek	id=g:5130160
Ouaquaga Post Office	id=g:5130161
Ouleout Creek	id=g:5130162
Ouleout School	id=g:5130163
Ouluska Pass	id=g:5130164
Our Lady of Angels Cemetery	id=g:5130165
Our Lady of Angels Cemetery	id=g:5130166
Our Lady Queen of Peace School	id=g:5130167
Our Lady Star of the Sea School	id=g:5130168
Our Lady of Angels Church	id=g:5130169
Our Lady of Fatima Church	id=g:5130170
Our Lady of Fatima Church	id=g:5130171
Our Lady of Fatima School	id=g:5130172
Our Lady of Fatima School	id=g:5130173
Our Lady of Fatima Shrine	id=g:5130174
Our Lady of Good Counsel Church	id=g:5130175
Our Lady of Good Counsel Church	id=g:5130176
Our Lady of Good Counsel School	id=g:5130177
Our Lady of Good Counsel School	id=g:5130178
Our Lady of Grace School	id=g:5130179
Our Lady of Grace School	id=g:5130180
Our Lady of Grace School	id=g:5130181
Our Lady of Grace School	id=g:5130182
Our Lady of Guadalupe School	id=g:5130183
Our Lady of Hope School	id=g:5130184
Our Lady of Hope Seminary (historical)	id=g:5130185
Our Lady of Loretto School	id=g:5130186
Our Lady of Lourdes Camp	id=g:5130187
Our Lady of Lourdes School	id=g:5130188
Our Lady of Lourdes School	id=g:5130189
Our Lady of Lourdes School	id=g:5130190
Our Lady of Lourdes School	id=g:5130191
Our Lady of Lourdes School	id=g:5130192
Our Lady of Lourdes School	id=g:5130193
Our Lady of Lourdes School	id=g:5130194
Our Lady of Mercy Academy	id=g:5130195
Our Lady of Mercy Church	id=g:5130196
Our Lady of Mercy High School	id=g:5130197
Our Lady of Mercy School	id=g:5130198
Our Lady of Mercy School	id=g:5130199
Our Lady of Mount Carmel Church	id=g:5130200
Our Lady of Mount Carmel Church	id=g:5130201
Our Lady of Mount Carmel Church	id=g:5130202
Our Lady of Mount Carmel Roman Catholic Church	id=g:5130203
Our Lady of Mount Carmel School (historical)	id=g:5130204
Our Lady of Mount Carmel-Saint Anthony School (historical)	id=g:5130205
Our Lady of Peace School	id=g:5130206
Our Lady of Peace School	id=g:5130207
Our Lady of Peace School	id=g:5130208
Our Lady of Perpetual Help Church	id=g:5130209
Our Lady of Perpetual Help School	id=g:5130210
Our Lady of Perpetual Help School	id=g:5130211
Our Lady of Perpetual Help School	id=g:5130212
Our Lady of Perpetual Help School	id=g:5130213
Our Lady of Pompeii Roman Catholic Church	id=g:5130214
Our Lady of Pompeii School	id=g:5130215
Our Lady of Providence Convent	id=g:5130216
Our Lady of Sorrows Church	id=g:5130217
Our Lady of Sorrows School	id=g:5130218
Our Lady of Sorrows School	id=g:5130219
Our Lady of Victory Academy of Westchester	id=g:5130220
Our Lady of Victory Parochial School	id=g:5130221
Our Lady of Victory Roman Catholic Church	id=g:5130222
Our Lady of Victory School	id=g:5130223
Our Lady of the Angels School	id=g:5130224
Our Lady of the Isle Cemetery	id=g:5130225
Our Lady of the Lake Church	id=g:5130226
Our Lady of the Rosary Church	id=g:5130227
Our Lady of the Rosary School	id=g:5130228
Our Lady of the Snows School	id=g:5130229
Our Lady of the Valley Church	id=g:5130230
Our Lady of the Wayside Chapel	id=g:5130231
Our Savior Church	id=g:5130232
Our Savior Church	id=g:5130233
Our Saviour Evangelical Lutheran Church	id=g:5130234
Our Saviours Church	id=g:5130235
Outer Harbor Middle Channel	id=g:5130236
Outer Harbor Turning Basin	id=g:5130237
Outer Steamboat Rock	id=g:5130238
Outerbridge Crossing	id=g:5130239
Outerbridge Reach	id=g:5130240
Outlet Bay	id=g:5130241
Outlet Brook	id=g:5130242
Ouleout Valley Cemetery	id=g:5130243
Oven Lake	id=g:5130244
Oven Mountain	id=g:5130245
Oven Mountain Pond	id=g:5130246
Oven Point	id=g:5130247
Overacker Corners	id=g:5130248
Overacre Cemetery	id=g:5130249
Overbeck Hall	id=g:5130250
Overlook	id=g:5130251
Overlook Beach	id=g:5130252
Overlook Manor	id=g:5130253
Overlook Mountain	id=g:5130254
Overlook Primary School	id=g:5130255
Mount Overrocker	id=g:5130256
Overshot Pond	id=g:5130257
Ovid	id=g:5130258
Ovid Airport	id=g:5130259
Ovid Center Cemetery	id=g:5130260
Town of Ovid	id=g:5130261
Owasco	id=g:5130262
Owasco Country Club	id=g:5130263
Owasco Flats	id=g:5130264
Owasco Hill	id=g:5130265
Owasco Inlet	id=g:5130266
Outwater Memorial Park	id=g:5130267
Owasco Lake Station	id=g:5130268
Owasco River	id=g:5130269
Owasco Lake	id=g:5130270
Town of Owasco	id=g:5130271
Owatonna Island	id=g:5130272
Owego	id=g:5130273
Owego Creek	id=g:5130274
Owego Reservoir	id=g:5130275
Town of Owego	id=g:5130276
Owen Hollow	id=g:5130277
Owasco Rural Cemetery	id=g:5130278
Owens Corners	id=g:5130279
Owens Mills	id=g:5130280
Owl Creek	id=g:5130281
Owen Pond	id=g:5130282
Owl Kill	id=g:5130283
Owl Lake	id=g:5130284
Owl Pate Pond	id=g:5130285
Owl Pond	id=g:5130286
Owl Pond	id=g:5130287
Owl Pond	id=g:5130288
Owl Pond	id=g:5130289
Owl Swamp	id=g:5130290
Owls Head	id=g:5130291
Owls Head	id=g:5130292
Owls Head	id=g:5130293
Owls Head	id=g:5130294
Owls Head	id=g:5130295
Owls Head Lookout	id=g:5130296
Owls Head Mountain	id=g:5130297
Owls Head Mountain	id=g:5130298
Owls Head Park	id=g:5130299
Owls Head Pinnacle	id=g:5130300
Owls Head Pond	id=g:5130301
Owls Head Pond	id=g:5130302
Owls Head Pond Outlet	id=g:5130303
Owl Pate	id=g:5130304
Owls Nest	id=g:5130305
Owlsville	id=g:5130306
Owlville Creek	id=g:5130307
Owls Head Range	id=g:5130308
Ox Clove	id=g:5130309
Ox Creek	id=g:5130310
Ox Hollow	id=g:5130311
Owlville School (historical)	id=g:5130312
Ox Kill	id=g:5130313
Oxbow	id=g:5130314
Oxbow	id=g:5130315
Oxbow Hollow	id=g:5130316
Oxbow	id=g:5130317
Oxbow Mountain	id=g:5130318
Oxford	id=g:5130319
Oxford	id=g:5130320
Oxford Station	id=g:5130321
Town of Oxford	id=g:5130322
Oxhead Road School	id=g:5130323
Oxshoe Pond	id=g:5130324
Oyer Mountain	id=g:5130325
Oyster Bay	id=g:5130326
Oyster Bay	id=g:5130327
Oyster Bay Cove	id=g:5130328
Oyster Bay Harbor	id=g:5130329
Oyster Bay National Wildlife Refuge	id=g:5130330
Town of Oyster Bay	id=g:5130331
Oyster Pond	id=g:5130332
Oyster Pond Reef	id=g:5130333
Ozone Park	id=g:5130334
Lake Ozonia	id=g:5130335
P C Rapid Transit Yard	id=g:5130336
P Gay Mountain	id=g:5130337
Paarda Hook	id=g:5130338
Pacama	id=g:5130339
Pace Univeristy Briarcliff Campus	id=g:5130340
Pace University	id=g:5130341
Pace University Pleasantville Campus	id=g:5130342
Pachin Mills	id=g:5130343
Pacific Avenue School	id=g:5130344
Pack Demonstration Forest	id=g:5130345
Pack Forest Lake	id=g:5130346
Sylvia Packard Middle School	id=g:5130347
Packer-Mason Cemetery	id=g:5130348
Packers Pond	id=g:5130349
Packwood Corners	id=g:5130350
Paddy Brown Brook	id=g:5130351
Oxbow Lake	id=g:5130352
Paddy Hill	id=g:5130353
Paddy Hill Creek	id=g:5130354
Paddy Hill	id=g:5130355
Paddy Point	id=g:5130356
Paddy Pond	id=g:5130357
Padelford	id=g:5130358
Padelford Brook	id=g:5130359
Paddy Mountain	id=g:5130360
Padget Brook	id=g:5130361
Padgett Temple	id=g:5130362
Padua High School (historical)	id=g:5130363
Paerdegat	id=g:5130364
Paerdegat Basin	id=g:5130365
Paerdegat Park	id=g:5130366
Page Brook	id=g:5130367
Padlock Lookout Tower	id=g:5130368
Page Brook	id=g:5130369
Page Brook	id=g:5130370
Page Brook	id=g:5130371
Page Brook	id=g:5130372
Page Hill	id=g:5130373
Page Mountain	id=g:5130374
Page Pond	id=g:5130375
Page Pond Brook	id=g:5130376
Page Hill	id=g:5130377
Pages Corner	id=g:5130378
Paideia School 15	id=g:5130379
Paideia School 24	id=g:5130380
Paige Cemetery	id=g:5130381
Paige Elementary School	id=g:5130382
Pail Shop Corners	id=g:5130383
Paine Cemetery	id=g:5130384
Paine Lake	id=g:5130385
Paines Corner	id=g:5130386
Paines Creek	id=g:5130387
Page Pond Hill	id=g:5130388
Paintbed Brook	id=g:5130389
Paines Hollow	id=g:5130390
Painter Hill	id=g:5130391
Painter Mountain	id=g:5130392
Pakanasink Creek	id=g:5130393
Painted Post	id=g:5130394
Palatine Bridge	id=g:5130395
Palatine Bridge Underground Reservoir	id=g:5130396
Palatine Church	id=g:5130397
Town of Palatine	id=g:5130398
Paleface Ski Center	id=g:5130399
Palentown	id=g:5130400
Palentown Cemetery	id=g:5130401
Palenville	id=g:5130402
Palermo	id=g:5130403
Town of Palermo	id=g:5130404
Palisade Boat Club	id=g:5130405
Palisades	id=g:5130406
Palisades	id=g:5130407
Palisades Center Mall Shopping Center	id=g:5130408
Palisades Interstate Park	id=g:5130409
Palisades State Park	id=g:5130410
Palmaghatt Kill	id=g:5130411
Pakatakan Mountain	id=g:5130412
Palmer Airport	id=g:5130413
Palmer Brook	id=g:5130414
Palmer	id=g:5130415
Palmer Brook	id=g:5130416
Palmer Brook Swamp	id=g:5130417
Palmer Cemetery	id=g:5130418
Palmer Cemetery	id=g:5130419
Palmer Cemetery	id=g:5130420
Palmer Creek	id=g:5130421
Palmer Cemetery	id=g:5130422
Palmer Creek	id=g:5130423
Palmer Hill	id=g:5130424
Palmer Hill	id=g:5130425
Palmer Hill	id=g:5130426
Palmer Hollow	id=g:5130427
Palmer Hill	id=g:5130428
Palmer Lake	id=g:5130429
Palmer Lake Creek	id=g:5130430
Palmer Lake	id=g:5130431
Palmer Pond	id=g:5130432
Palmer Pond	id=g:5130433
Palmer Ridge	id=g:5130434
Palmer School	id=g:5130435
Palmer Spring	id=g:5130436
Palmers Pond	id=g:5130437
Palmers Pond	id=g:5130438
Palmertown Mountain	id=g:5130439
Palmerville	id=g:5130440
Palmyra	id=g:5130441
Palmyra Airpark	id=g:5130442
Town of Palmyra	id=g:5130443
Pamelia Center	id=g:5130444
Pamelia Four Corners	id=g:5130445
Town of Pamelia	id=g:5130446
Pamely Cemetery	id=g:5130447
Pan Am Metroport Heliport	id=g:5130448
Panama	id=g:5130449
Panama Rocks	id=g:5130450
Panama Station	id=g:5130451
Lake Panamoka	id=g:5130452
Pancake Hollow Brook	id=g:5130453
Palmer Ledge	id=g:5130454
Pangburn Corners	id=g:5130455
Panorama Bluff	id=g:5130456
Pansy Pond	id=g:5130457
Panther Creek	id=g:5130458
Pancake Shoal	id=g:5130459
Panther Creek	id=g:5130460
Panther Gorge	id=g:5130461
Panther Hill	id=g:5130462
Panther Kill	id=g:5130463
Panther Lake	id=g:5130464
Panther Lake	id=g:5130465
Panther Mountain	id=g:5130466
Panther Mountain	id=g:5130467
Panther Mountain	id=g:5130468
Panther Mountain	id=g:5130469
Panther Mountain	id=g:5130470
Panther Mountain	id=g:5130471
Panther Mountain	id=g:5130472
Panther Mountain	id=g:5130473
Panther Mountain	id=g:5130474
Panther Mountain	id=g:5130475
Panther Mountain	id=g:5130476
Panther Mountain	id=g:5130477
Panther Mountain	id=g:5130478
Panther Mountain Stream	id=g:5130479
Panther Lake	id=g:5130480
Panther Pond	id=g:5130481
Panther Pond	id=g:5130482
Panther Pond	id=g:5130483
Panther Pond	id=g:5130484
Panther Pond	id=g:5130485
Panther Pond	id=g:5130486
Panther Rock Brook	id=g:5130487
Panther Peak	id=g:5130488
Paper Mill Corners	id=g:5130489
Papoose Island	id=g:5130490
Papoose Lake	id=g:5130491
Papscanee Creek	id=g:5130492
Pantigo	id=g:5130493
Para-Tech Airport	id=g:5130494
Paradise	id=g:5130495
Paradise Airport	id=g:5130496
Paradise Beach	id=g:5130497
Paradise Hill	id=g:5130498
Paradise Hill	id=g:5130499
Paradise Island	id=g:5130500
Paradise Lake	id=g:5130501
Paradise Lake	id=g:5130502
Paradise Point	id=g:5130503
Paradise Point	id=g:5130504
Paradise Point	id=g:5130505
Paradise School (historical)	id=g:5130506
Lake Paradise	id=g:5130507
Paradox	id=g:5130508
Paradox Bay	id=g:5130509
Paradox Creek	id=g:5130510
Papscanee Island	id=g:5130511
Paragon Brook	id=g:5130512
Paradox Lake	id=g:5130513
Parce Mountain	id=g:5130514
Parce Pond	id=g:5130515
Parcells Corners	id=g:5130516
Parch Pond	id=g:5130517
Pardee Hollow	id=g:5130518
Parc	id=g:5130519
Pardees Ponds	id=g:5130520
Pardeeville Corners	id=g:5130521
Pardo Point	id=g:5130522
Paris	id=g:5130523
Paris Station	id=g:5130524
Town of Paris	id=g:5130525
Parish	id=g:5130526
Parish Cemetery	id=g:5130527
Parish Center	id=g:5130528
Parish Dock	id=g:5130529
Parish Flat	id=g:5130530
Town of Parish	id=g:5130531
Parishville	id=g:5130532
Parishville Center	id=g:5130533
Town of Parishville	id=g:5130534
Parishville-Hopkinton School	id=g:5130535
Park Avenue Hospital	id=g:5130536
Park Avenue School	id=g:5130537
Park Avenue School	id=g:5130538
Park Avenue School	id=g:5130539
Park Avenue School	id=g:5130540
