Pico Pomer	id=g:3113238
Pedreira	id=g:3114120
Pedregal de Taborneda	id=g:3114121
Monte del Pedregal	id=g:3114122
Pedregal	id=g:3114123
Pedredo	id=g:3114124
Pedreda	id=g:3114125
Pedre	id=g:3114126
Arroyo de Pedrazuela	id=g:3114127
Pedrazales	id=g:3114128
Pedraza de Yeltes	id=g:3114129
Pedraza de Campos	id=g:3114130
Pedraza de Alba	id=g:3114131
Pedraza	id=g:3114132
Pedraza	id=g:3114133
Pedraza	id=g:3114134
Barranco de las Pedratetes	id=g:3114135
Collado de Pedralva	id=g:3114136
Pedralba de la Pradería	id=g:3114137
Pedrajas de San Esteban	id=g:3114138
Río Pedrajas	id=g:3114139
Pedrajas	id=g:3114140
Pedraja de San Esteban	id=g:3114141
Massís del Pedraforca	id=g:3114142
Pedrafigueira	id=g:3114143
Pedra do Frade	id=g:3114144
Punta Pedra de Sal	id=g:3114145
Pedornes	id=g:3114146
Samikola	id=g:3114147
Pedernal	id=g:3114148
Peciña	id=g:3114149
Playa de Pechón	id=g:3114150
Pechón	id=g:3114151
Barranco de los Pechines	id=g:3114152
Pecharromán	id=g:3114153
Río de los Peces	id=g:3114154
Laguna de los Peces	id=g:3114155
Arroyo Peces	id=g:3114156
Os Peares	id=g:3114157
Pazuengos	id=g:3114158
Pazos de Reis	id=g:3114159
Pazos de Borben	id=g:3114160
Pazos de Arriba	id=g:3114161
Pazos de Abajo	id=g:3114162
Pazos	id=g:3114163
Pazos	id=g:3114164
Pazos	id=g:3114165
Pazos	id=g:3114166
Pazos	id=g:3114167
Pazos de Bordén	id=g:3114168
Pazos	id=g:3114169
Pazos	id=g:3114170
Pazos	id=g:3114171
Pazos	id=g:3114172
Pazos	id=g:3114173
Arroyo de Pazo	id=g:3114174
Pazo	id=g:3114175
Pazó	id=g:3114176
Paz	id=g:3114177
Payueta	id=g:3114178
Payo de Ojeda	id=g:3114179
Río Payo	id=g:3114180
Arroyo Payalo	id=g:3114181
Rego de Payal	id=g:3114182
Valdebernardo	id=g:3114183
Pavierna	id=g:3114184
Barranco de Pavet	id=g:3114185
Paúls	id=g:3114186
Paüls	id=g:3114187
Paúles de Lara	id=g:3114188
Paúles del Agua	id=g:3114189
Barranco de los Paúles	id=g:3114190
Paules	id=g:3114191
Paúles	id=g:3114192
Paúles	id=g:3114193
Río Paulejas	id=g:3114194
Paulejas	id=g:3114195
Paúl	id=g:3114196
Collado del Paujal	id=g:3114197
Pau	id=g:3114198
Patones	id=g:3114199
Paternoy	id=g:3114200
Paternáin	id=g:3114201
Arroyo de Patana	id=g:3114202
Pastur	id=g:3114203
Pastrana	id=g:3114204
Pastoriza	id=g:3114205
Pastoriza	id=g:3114206
Pastoriza	id=g:3114207
Pastores	id=g:3114208
Pastor	id=g:3114209
Pasino	id=g:3114210
Pascual Muñoz	id=g:3114211
Pascualgrande	id=g:3114212
Pascuales	id=g:3114213
Pascualcobo	id=g:3114214
Pascualcobo	id=g:3114215
Pascáis	id=g:3114216
Pasarón	id=g:3114217
Pasarón	id=g:3114218
Pasarilla del Rebollar	id=g:3114219
Pasariegos	id=g:3114220
Pasarelos	id=g:3114221
Pasarela	id=g:3114222
Puerto de Pasapán	id=g:3114223
Pasantes	id=g:3114224
Pasantes	id=g:3114225
Passanant	id=g:3114226
Pasai San Pedro	id=g:3114227
Pasai Donibane	id=g:3114228
Pasai Antxo	id=g:3114229
Pasaiako portua	id=g:3114230
Pasaia	id=g:3114231
Pasaje	id=g:3114232
Ribera de la Pasadera	id=g:3114233
Pasada	id=g:3114234
Río Pas	id=g:3114235
Punta del Pas	id=g:3114236
Parzán	id=g:3114237
Partovia	id=g:3114238
Partearroyo	id=g:3114239
Parte	id=g:3114240
Partagoitia	id=g:3114241
Parrillas	id=g:3114242
Arroyo de la Parrilla	id=g:3114243
Parres	id=g:3114244
Parres	id=g:3114245
Parral de Villovela	id=g:3114246
Arroyo del Parral	id=g:3114247
Arroyo de Parráez	id=g:3114248
Cabeza de la Parra	id=g:3114249
Barranco de la Parra	id=g:3114250
Arroyo de la Parra	id=g:3114251
Arroyo de la Parra	id=g:3114252
Parora	id=g:3114253
Parlero	id=g:3114254
Parlavà	id=g:3114255
Parla	id=g:3114256
Páriza	id=g:3114257
Charco de La Paridera	id=g:3114258
Río Parga	id=g:3114259
Parga	id=g:3114260
Parga	id=g:3114261
Parga	id=g:3114262
Parga	id=g:3114263
Parga	id=g:3114264
Parets de Dalt	id=g:3114265
Parets d'Empordà	id=g:3114266
Parets del Vallès	id=g:3114267
Paresotas	id=g:3114269
Pareja	id=g:3114270
Paredesroyas	id=g:3114271
Paredes de Sigüenza	id=g:3114272
Paredes de Nava	id=g:3114273
Paredes de Monte	id=g:3114274
Paredes de Escalona	id=g:3114275
Paredes de Buitrago	id=g:3114276
Paredes	id=g:3114277
Paredes	id=g:3114278
Paredes	id=g:3114279
Paredes	id=g:3114280
Sierra de Pardos	id=g:3114281
Pardos	id=g:3114282
Pardos	id=g:3114283
Pardinilla	id=g:3114284
Pardiñas	id=g:3114285
Pardines	id=g:3114286
Pardina de Campares	id=g:3114287
Pardina Centenero	id=g:3114288
Arroyo Pardillo	id=g:3114289
Pardilla	id=g:3114290
Pardesoa	id=g:3114291
Pardesivil	id=g:3114292
Parderrubias	id=g:3114293
Parderrubias	id=g:3114294
Pardemarín	id=g:3114295
Pardellán	id=g:3114296
Pardavedra	id=g:3114297
Pardavé	id=g:3114298
Punta das Pardas	id=g:3114299
Pardamaza	id=g:3114300
La Peña Parda	id=g:3114301
Parda	id=g:3114302
Parbayón	id=g:3114303
Parayuelo	id=g:3114304
Aeropuerto del Parayas	id=g:3114305
Paranza	id=g:3114306
Loma de los Paraños	id=g:3114307
Paraños	id=g:3114308
Serrat de la Llebre	id=g:3114309
Páramos	id=g:3114310
Páramos	id=g:3114311
Páramo del Sil	id=g:3114312
Páramo del Arroyo	id=g:3114313
Páramo de Boedo	id=g:3114314
Arroyo de Páramo	id=g:3114315
Páramo	id=g:3114316
Páramo	id=g:3114317
Páramo	id=g:3114318
Paramíos	id=g:3114319
Paramio	id=g:3114320
Sierra de la Paramera	id=g:3114321
Paralacuesta	id=g:3114322
Parajís	id=g:3114323
Parajas	id=g:3114324
Paraizás	id=g:3114325
Río de los Paraísos	id=g:3114326
Parafita	id=g:3114327
Paraes	id=g:3114328
Paradinas de San Juan	id=g:3114329
Paradinas de Abajo y Vista Alegre	id=g:3114330
Paradinas	id=g:3114331
Paradiña	id=g:3114332
Paradilla de la Sobarriba	id=g:3114333
Paradilla de Gordón	id=g:3114334
Paradiella	id=g:3114335
Paradellas	id=g:3114336
Paradela de Muces	id=g:3114337
Paradela del Río	id=g:3114338
Paradela de Arriba	id=g:3114339
Paradela de Abeleda	id=g:3114340
Paradela de Abajo	id=g:3114341
Paradela	id=g:3114342
Paradela	id=g:3114343
Paradela	id=g:3114344
Paradela	id=g:3114345
Paradela	id=g:3114346
Paradela	id=g:3114347
Paradela	id=g:3114348
Paradela	id=g:3114349
Paradela	id=g:3114350
Paradela	id=g:3114351
Paradela	id=g:3114352
Paradela	id=g:3114353
Paradela	id=g:3114354
Paradela	id=g:3114355
Paradavella	id=g:3114356
Arroyo de Paradasolana	id=g:3114357
Paradasolana	id=g:3114358
Paradaseca	id=g:3114359
Paradaseca	id=g:3114360
Paradaseca	id=g:3114361
Paradas	id=g:3114362
Paradapiñol	id=g:3114363
Monte de Paradanta	id=g:3114364
Paradanova	id=g:3114365
Parada La Vieja	id=g:3114366
Parada dos Montes	id=g:3114367
Parada de Ventosa	id=g:3114368
Parada de Soto	id=g:3114369
Parada de Rubiales	id=g:3114370
Parada de Riveira	id=g:3114371
Parada de Outeiro	id=g:3114372
Parada do Sil	id=g:3114373
Parada del Monte	id=g:3114374
Parada de Laviote	id=g:3114375
Parada de la Sierra	id=g:3114376
Parada de Arriba	id=g:3114377
Parada de Achas	id=g:3114378
Río Parada	id=g:3114379
Arroyo Parada	id=g:3114380
Arroyo Parada	id=g:3114381
Parada	id=g:3114382
Parada	id=g:3114383
Parada	id=g:3114384
Parada	id=g:3114385
Parada	id=g:3114386
Parada	id=g:3114387
Parada	id=g:3114388
Parada	id=g:3114389
Parada	id=g:3114390
Parada	id=g:3114391
Parada	id=g:3114392
Parada	id=g:3114393
Parada	id=g:3114394
Paracuellos de la Ribera	id=g:3114395
Paracuellos de Jiloca	id=g:3114396
Paracuellos de Jarama	id=g:3114397
Para	id=g:3114398
Para	id=g:3114399
Papucín	id=g:3114400
Barranc del Papiolet	id=g:3114401
Papiolet	id=g:3114402
el Papiol	id=g:3114403
Arroyo de los Papeles	id=g:3114404
Papatrigo	id=g:3114405
Paones	id=g:3114406
Panzares	id=g:3114407
Panzano	id=g:3114408
Arroyo Pantueño	id=g:3114409
Pantón	id=g:3114410
Pantoja	id=g:3114411
Pantiñobre	id=g:3114412
Punta Pantinat	id=g:3114413
Pantín	id=g:3114414
Panticosa	id=g:3114415
Pántaras	id=g:3114416
Pano	id=g:3114417
Panizares	id=g:3114419
Panizales	id=g:3114420
Panizal	id=g:3114421
Paniza	id=g:3114422
Panillo	id=g:3114423
Paniceros	id=g:3114424
Paniceres	id=g:3114425
Paniceres	id=g:3114426
Panicera	id=g:3114427
Pangusión	id=g:3114428
Pangua	id=g:3114429
Fuente de la Pangia	id=g:3114430
Panes	id=g:3114431
Pañeda Vieja	id=g:3114432
Pañeda Nueva	id=g:3114433
Pandozales	id=g:3114434
Pando	id=g:3114435
Pando	id=g:3114436
Pando	id=g:3114437
Pando	id=g:3114438
Pando	id=g:3114439
Pando	id=g:3114440
Pando	id=g:3114441
Pando	id=g:3114442
Pando	id=g:3114443
Pando	id=g:3114444
Pando	id=g:3114445
Pando	id=g:3114446
Pando	id=g:3114447
Pando	id=g:3114448
Pando	id=g:3114449
Pando	id=g:3114450
Pando	id=g:3114451
Coll de Pandis	id=g:3114452
Pandiello	id=g:3114453
Pandiello	id=g:3114454
Pandiello	id=g:3114455
Pandiello	id=g:3114456
Pandenes	id=g:3114457
Pandelo	id=g:3114458
Pandela	id=g:3114459
Pandavenes	id=g:3114460
Serra de Pàndols	id=g:3114461
Río Pancrudo	id=g:3114462
Pancrudo	id=g:3114463
Pancorbo	id=g:3114464
Panchés	id=g:3114465
Pas de Pancha Blanca	id=g:3114466
Pancar	id=g:3114467
Punta dels Peñals	id=g:3114468
Tuc del Pan	id=g:3114469
Coll Pan	id=g:3114470
Partido Judicial de Pamplona	id=g:3114471
Pamplona	id=g:3114472
Pampliega	id=g:3114473
Punta Pampaido	id=g:3114474
Col de Sizern	id=g:3114475
Río Pambre	id=g:3114476
Pambley	id=g:3114477
Platja de Pals	id=g:3114478
Pals	id=g:3114479
Islote Palo Verde	id=g:3114480
Palou	id=g:3114481
Río Palomita	id=g:3114482
Palomita	id=g:3114483
Arroyo del Palomero	id=g:3114484
Arroyo Palomero	id=g:3114485
Palomero	id=g:3114486
Sierra Palomera	id=g:3114487
Palomera	id=g:3114488
Palomeque	id=g:3114489
Sierra de Palomas	id=g:3114490
Puerto de las Palomas	id=g:3114491
Collado de las Palomas	id=g:3114492
Palomares Alto	id=g:3114493
Rivera de Palomares	id=g:3114494
Palomares	id=g:3114495
Palomares	id=g:3114496
Rambla de Palomarejos	id=g:3114497
Río Palomarejas	id=g:3114498
Palomar de Arroyos	id=g:3114499
Punta Paloma	id=g:3114500
Palol de Revardit	id=g:3114501
Palol d'Onyar	id=g:3114502
Palol	id=g:3114503
Sierra del Palo	id=g:3114504
Col de Pao	id=g:3114505
Palo	id=g:3114506
Palmou	id=g:3114507
Palmés	id=g:3114508
Palmerola	id=g:3114509
Palmeira	id=g:3114510
Palmeira	id=g:3114511
Punta de la Palma Marina	id=g:3114512
Pálmaces de Jadraque	id=g:3114513
Pallide	id=g:3114514
Sierra Palleroa	id=g:3114515
Pallejà	id=g:3114516
Palleirós	id=g:3114517
Sierra de Pallaruelos	id=g:3114518
Pallaruelo de Monegros	id=g:3114519
Pallars Sobirá	id=g:3114520
Pallars Jussà	id=g:3114521
les Pallargues	id=g:3114522
els Pallaresos	id=g:3114523
Arroyo de la Palla	id=g:3114524
Balsa del Pall	id=g:3114525
Palera	id=g:3114526
Paleo	id=g:3114527
Palenzuela	id=g:3114528
Palencia de Negrilla	id=g:3114529
Provincia de Palencia	id=g:3114530
Palencia	id=g:3114531
Palazuelos de Villadiego	id=g:3114532
Palazuelos de Muñó	id=g:3114533
Palazuelos de la Sierra	id=g:3114534
Palazuelos de Eresma	id=g:3114535
Palazuelos de Cuesta-Urria	id=g:3114536
Palazuelos	id=g:3114537
Palazuelo de Vedija	id=g:3114538
Palazuelo de Torío	id=g:3114539
Palazuelo de Sayago	id=g:3114540
Palazuelo de Órbigo	id=g:3114541
Palazuelo de la Valcueva	id=g:3114542
Palazuelo de las Cuevas	id=g:3114543
Palazuelo de Eslonza	id=g:3114544
Palazuelo de Boñar	id=g:3114545
Palau-surroca	id=g:3114546
Palausolità	id=g:3114547
Palau-sator	id=g:3114548
Palau Sacosta	id=g:3114549
Palau-saverdera	id=g:3114550
Palau de Noguera	id=g:3114552
el Palau d'Anglesola	id=g:3114553
Palau-borrell	id=g:3114554
Palas de Rey	id=g:3114555
Palanquinos	id=g:3114556
Palanques	id=g:3114557
Arroyo de los Palancones	id=g:3114558
Palancas	id=g:3114559
Palancas	id=g:3114560
Palancares	id=g:3114561
Palancar de Abajo	id=g:3114562
Arroyo del Palancar	id=g:3114563
Arroyo del Palancar	id=g:3114564
Rego Palanca	id=g:3114565
Palamós	id=g:3114566
Palafrugell	id=g:3114567
Palafolls	id=g:3114568
Paladinos del Valle	id=g:3114569
Paladín	id=g:3114570
Paladeperre	id=g:3114571
Palacio Villalones	id=g:3114573
Palaciosrubios	id=g:3114574
Palacios Rubios	id=g:3114575
Palaciosmil	id=g:3114576
Palacios de Sanabria	id=g:3114577
Palacios de Salvatierra	id=g:3114578
Palacios de Rueda	id=g:3114579
Palacios de Ríopisuerga	id=g:3114580
Palacios del Sil	id=g:3114581
Palacios del Pan	id=g:3114582
Palacios de la Valduerna	id=g:3114583
Palacios de la Sierra	id=g:3114584
Palacios del Arzobispo	id=g:3114585
Palacios del Alcor	id=g:3114586
Palacios de Jamuz	id=g:3114587
Estación de Palacios de Goda	id=g:3114588
Palacios de Goda	id=g:3114589
Palacios de Fontecha	id=g:3114590
Palacios de Corneja	id=g:3114591
Palacios de Compludo	id=g:3114592
Palacios de Campos	id=g:3114593
Palacios de Benaver	id=g:3114594
Palacios de Becedas	id=g:3114595
Arroyo de los Palacios	id=g:3114596
Palacios	id=g:3114597
Palacios	id=g:3114598
Palación	id=g:3114599
Palacio de Valdellorma	id=g:3114600
Palacio de Torío	id=g:3114601
Palacio de Heras	id=g:3114602
Palacio de Castronuevo	id=g:3114603
Palacio	id=g:3114604
Palacio	id=g:3114605
Palacio	id=g:3114606
Palacio	id=g:3114607
Palacinos	id=g:3114608
Panxón	id=g:3114609
Arroyo de Pajeras	id=g:3114610
Pia Páxara	id=g:3114611
Risco de Pajaritos	id=g:3114612
Fuente de la Pajarilla	id=g:3114613
Arroyo de Pajarilla	id=g:3114614
Pajares de los Oteros	id=g:3114615
Pajares de la Lampreana	id=g:3114616
Pajares de la Laguna	id=g:3114617
Pajares de Fresno	id=g:3114618
Pajares de Adaja	id=g:3114619
Río Pajares	id=g:3114620
Puerto de Pajares	id=g:3114621
Arroyo de Pajares	id=g:3114622
Pajares	id=g:3114623
Pajares	id=g:3114624
Pajares	id=g:3114625
Pajares	id=g:3114626
Pajares	id=g:3114627
Pajares	id=g:3114628
Pajarejos	id=g:3114629
Pajarejos	id=g:3114630
Pajareiras	id=g:3114631
Loma Pajar	id=g:3114632
Paizás	id=g:3114633
Praia de Paixás	id=g:3114634
Rasos de Peguera	id=g:3114635
Monte Pagoeta	id=g:3114636
Monte Pagochueta	id=g:3114637
Páganos	id=g:3114638
Arroyo de Paeque	id=g:3114639
Padrones de Bureba	id=g:3114640
Padrones	id=g:3114641
Padrón	id=g:3114642
Padrón	id=g:3114643
Serra del Padró	id=g:3114644
Monte Padró	id=g:3114645
Padris	id=g:3114646
Padriñán	id=g:3114647
Padrenda	id=g:3114648
Padrenda	id=g:3114649
Padreiro de Abajo	id=g:3114650
Padreiro	id=g:3114651
Monte Padreda	id=g:3114652
Padreda	id=g:3114653
Padraira	id=g:3114654
Padornelo	id=g:3114655
Padornelo	id=g:3114656
Padornelo	id=g:3114657
Padilla del Ducado	id=g:3114658
Padilla de Hita	id=g:3114659
Padilla de Duero	id=g:3114660
Padilla de Arriba	id=g:3114661
Padilla de Abajo	id=g:3114662
Arroyo Padilla	id=g:3114663
Padiernos	id=g:3114664
Paderne de Allariz	id=g:3114665
Paderne	id=g:3114666
Paderne	id=g:3114667
Paderne	id=g:3114668
Paderne	id=g:3114669
Paderne	id=g:3114670
Paco de Asún	id=g:3114671
Pacios de Rebolín	id=g:3114672
Pacios da Serra	id=g:3114673
Pacios	id=g:3114674
Pacios	id=g:3114675
Pacios	id=g:3114676
Pacios	id=g:3114677
Pacios	id=g:3114678
Pacios	id=g:3114679
Pacios	id=g:3114680
Pacios	id=g:3114681
Pacios	id=g:3114682
Pacio	id=g:3114683
Pacio	id=g:3114684
Ozuela	id=g:3114685
Ozón	id=g:3114686
Ozcáriz	id=g:3114687
Ozanes	id=g:3114688
Ozana	id=g:3114689
Ozaeta	id=g:3114690
Oza de los Ríos	id=g:3114691
Oza Bella	id=g:3114692
Río Oza	id=g:3114693
Bosque de Oza	id=g:3114694
Oza	id=g:3114695
Oza	id=g:3114696
Oyón	id=g:3114697
Oieregi	id=g:3114698
Río Oyarzun	id=g:3114699
Oiartzun	id=g:3114700
Oyardo	id=g:3114701
Oya	id=g:3114702
Oya	id=g:3114703
Ovío	id=g:3114704
Oviñana	id=g:3114705
Oville	id=g:3114706
Ovilla	id=g:3114707
Ovies	id=g:3114708
Ovienes	id=g:3114709
Principado de Asturias	id=g:3114710
Oviedo	id=g:3114711
Río Ovieco	id=g:3114712
Ovés	id=g:3114713
Ovellariza	id=g:3114714
Ovejuela	id=g:3114715
Ove	id=g:3114716
Ovanes	id=g:3114717
Oval	id=g:3114718
Ouzande	id=g:3114719
Ouviaño	id=g:3114720
Ouviaña	id=g:3114721
Outonín	id=g:3114722
Outonáis	id=g:3114723
Río de Outón	id=g:3114724
Outón	id=g:3114725
Outes	id=g:3114726
Galteiros	id=g:3114727
Sierra de Outeiro Mayor	id=g:3114728
Río de Outeiro	id=g:3114729
Outeiro	id=g:3114730
Outeiro	id=g:3114731
Outeiro	id=g:3114732
Outeiro	id=g:3114733
Outeiro	id=g:3114734
Outeiro	id=g:3114735
Outeiro	id=g:3114736
Outeiro	id=g:3114737
Outeiro	id=g:3114738
Outariz	id=g:3114739
Óutara	id=g:3114740
Ousón	id=g:3114741
Ousende	id=g:3114742
Ousá	id=g:3114743
Barranc d'Esplugafreda	id=g:3114744
Ourol	id=g:3114745
Ouría	id=g:3114746
Ouría	id=g:3114747
Pic d’ Ourdissettou	id=g:3114748
Ourantes	id=g:3114749
Estación del Oural	id=g:3114750
Oural	id=g:3114751
Oural	id=g:3114752
Oulego	id=g:3114753
Ouces	id=g:3114754
Oubiña	id=g:3114755
Puerto Otzola	id=g:3114756
Otzaurte	id=g:3114757
Oturía	id=g:3114758
Otura	id=g:3114759
Otur	id=g:3114760
Puerto Otsondo	id=g:3114761
Monte Otsonda	id=g:3114762
Otones de Benjumea	id=g:3114763
Oto	id=g:3114764
Otiñano	id=g:3114765
Otín	id=g:3114766
Otilla	id=g:3114767
Otides	id=g:3114768
Monte Otesón	id=g:3114769
Oteruelos	id=g:3114770
Oteruelo del Valle	id=g:3114771
Oteruelo de la Vega	id=g:3114772
Oteruelo de la Valduerna	id=g:3114773
Oteruelo de la Valdoncina	id=g:3114774
Otero Vaciadores	id=g:3114775
Oteros de Boedo	id=g:3114776
Alto Otero Mayor	id=g:3114777
Otero de Sariegos	id=g:3114778
Otero de Sanabria	id=g:3114779
Otero de Rey	id=g:3114780
Otero de Naraguantes	id=g:3114781
Otero de María Asensio	id=g:3114782
Otero de las Dueñas	id=g:3114783
Otero de Herreros	id=g:3114784
Otero de Guardo	id=g:3114785
Otero de Escarpizo	id=g:3114786
Otero de Curueño	id=g:3114787
Otero de Centenos	id=g:3114788
Otero de Bodas	id=g:3114789
Estación de Otero	id=g:3114790
Otero	id=g:3114791
Otero	id=g:3114792
Otero	id=g:3114793
Otero	id=g:3114794
Otero	id=g:3114795
Otero	id=g:3114796
Otero	id=g:3114797
Otero	id=g:3114798
Otero	id=g:3114799
Otero	id=g:3114800
Otero	id=g:3114801
Otero	id=g:3114802
Outeiro	id=g:3114803
Otero	id=g:3114804
Outeiro	id=g:3114805
Otero	id=g:3114806
Outeiro	id=g:3114807
Oterico	id=g:3114808
Oter	id=g:3114809
Oteo	id=g:3114810
Oteo	id=g:3114811
Oteitza	id=g:3114812
Oteiza	id=g:3114813
Otzerimendi	id=g:3114814
Otazu	id=g:3114815
Otazu	id=g:3114816
Otás	id=g:3114817
Otarelo	id=g:3114818
Outar de Pregos	id=g:3114819
Otano	id=g:3114820
Otañes	id=g:3114821
Otal	id=g:3114822
Ostitz	id=g:3114823
Ossó de Sió	id=g:3114824
Osso	id=g:3114825
Osorno	id=g:3114826
Osornillo	id=g:3114827
Osor	id=g:3114828
Osoño	id=g:3114829
Osonilla	id=g:3114830
Osona	id=g:3114831
Peña del Oso	id=g:3114832
Osmo	id=g:3114833
Osma	id=g:3114834
Osma	id=g:3114835
Osma	id=g:3114836
Río Osia	id=g:3114837
Osia	id=g:3114838
Río Osera	id=g:3114839
Oseira	id=g:3114840
Osera	id=g:3114841
Oselle	id=g:3114842
Oseja de Sajambre	id=g:3114843
Oseja	id=g:3114844
Oseiro	id=g:3114845
Osedo	id=g:3114846
Arroyo Osé	id=g:3114847
Os de Civís	id=g:3114848
Os de Balaguer	id=g:3114849
Oskotz	id=g:3114850
Punta de Osas	id=g:3114851
Osán	id=g:3114852
Fuente de la Osa	id=g:3114853
Fondeadero de la Osa	id=g:3114854
Orzonaga	id=g:3114855
Orzanzurieta	id=g:3114856
Punta do Orzán	id=g:3114857
Enseada do Orzán	id=g:3114858
Orzales	id=g:3114859
Orviz	id=g:3114860
Orusco	id=g:3114861
Orús	id=g:3114862
Oruña	id=g:3114863
Oruxo	id=g:3114864
Ortúzar	id=g:3114865
Urtuella	id=g:3114866
Ortoño	id=g:3114867
Ortoneda	id=g:3114868
Ortoá	id=g:3114869
Orto	id=g:3114870
Río Ortiz	id=g:3114871
Ortilla	id=g:3114872
Ortiguero	id=g:3114873
Ortigueira	id=g:3114874
Ortigosa de Tormes	id=g:3114875
Ortigosa de Pestaño	id=g:3114876
Ortigosa del Ríoalmar	id=g:3114877
Ortigosa del Monte	id=g:3114878
Ortigosa	id=g:3114879
Ortigosa	id=g:3114880
Ortells	id=g:3114881
Cabo Ortega	id=g:3114882
Punta Ortabade	id=g:3114883
Hortsavinyà	id=g:3114884
Orro	id=g:3114885
Orro	id=g:3114886
Òrrius	id=g:3114887
Orrios	id=g:3114888
Sèquia d'Orriols	id=g:3114889
Orriols	id=g:3114890
Islote Orrio de Torres	id=g:3114891
Coll de l'Orri	id=g:3114892
Sierra de Orrea	id=g:3114893
Órrea	id=g:3114894
Orrea	id=g:3114895
Órrea	id=g:3114896
Orrea	id=g:3114897
Serra de Orpinell	id=g:3114898
Sierra de Orpiñas	id=g:3114899
Orpí	id=g:3114900
Orozketa	id=g:3114901
Orozko	id=g:3114902
Orotz-Betelu	id=g:3114903
Oroso	id=g:3114904
Oroso	id=g:3114905
Orós Bajo	id=g:3114906
Orós Alto	id=g:3114907
Orosa	id=g:3114908
Ororbia	id=g:3114909
Orokieta	id=g:3114910
Cabo de Oropesa	id=g:3114911
Orpesa/Oropesa del Mar	id=g:3114912
Oronz	id=g:3114913
Oronoz	id=g:3114914
Orones	id=g:3114915
Río Oroncillo	id=g:3114916
Orón	id=g:3114917
Orol	id=g:3114918
Orois	id=g:3114919
Peña de Oroel	id=g:3114920
Oroel	id=g:3114921
Río del Oro	id=g:3114922
Río de Ouro	id=g:3114923
Oro	id=g:3114924
Ornedillo	id=g:3114925
Orna de Gállego	id=g:3114926
Ormijana	id=g:3114927
Arroyo de Ormazal	id=g:3114928
Ormas	id=g:3114929
Ormaiztegi	id=g:3114930
Orlé	id=g:3114931
Orxais	id=g:3114932
Cerro de Orizqui	id=g:3114933
Orizón	id=g:3114934
Oriz	id=g:3114935
Oristà	id=g:3114936
Orísoain	id=g:3114937
Orís	id=g:3114938
Monte Orión	id=g:3114939
Río Orio	id=g:3114940
Ría de Orio	id=g:3114941
Orio	id=g:3114942
Ría de Oriñón	id=g:3114943
Oriñón	id=g:3114944
Orillés	id=g:3114945
Río Orille	id=g:3114946
Orille de Arriba	id=g:3114947
Orillares	id=g:3114948
Orilla del Río	id=g:3114949
Orihuela del Tremedal	id=g:3114950
Oricin	id=g:3114951
Sierra de Oriche	id=g:3114952
Oricáin	id=g:3114953
Cabo Oyambre	id=g:3114954
Orial	id=g:3114955
Río Oria	id=g:3114956
Oria	id=g:3114957
Organyà	id=g:3114958
Orga	id=g:3114959
Barranco de Orés	id=g:3114960
Orés	id=g:3114961
Orera	id=g:3114962
Oreo	id=g:3114963
Provincia de Ourense	id=g:3114964
Ourense	id=g:3114965
Orenín	id=g:3114966
Orendain	id=g:3114967
Oreña	id=g:3114968
Orellán	id=g:3114969
Orellán	id=g:3114970
Orejo	id=g:3114971
Orexa	id=g:3114972
Oreja	id=g:3114973
Oreitia	id=g:3114974
Ourega	id=g:3114975
Orea	id=g:3114976
Ore	id=g:3114977
Pantano de Ordunte	id=g:3114978
Montes de Ordunte	id=g:3114979
Urduña	id=g:3114980
Ordovaga	id=g:3114981
Ordorika	id=g:3114982
Ordoñana	id=g:3114983
Ordoeste	id=g:3114984
Ordis	id=g:3114985
Ordiales	id=g:3114986
Ordial de la Barca	id=g:3114987
Parque Nacional de Ordesa	id=g:3114988
Parque Nacional de Ordesa	id=g:3114989
Ordes	id=g:3114990
Orderías	id=g:3114991
Ordes	id=g:3114992
Ordejón de Arriba	id=g:3114993
Ordejón de Abajo	id=g:3114994
Ordaliego	id=g:3114995
Ordal	id=g:3114996
Orkoien	id=g:3114997
Orcajo	id=g:3114998
Islote Orcado de Cuevas	id=g:3114999
Orbó	id=g:3115000
Orbita	id=g:3115001
Orbiso	id=g:3115002
Río Órbigo	id=g:3115003
Orbellido	id=g:3115004
Orbazay	id=g:3115005
Orbara	id=g:3115006
Orbaneja-Ríopico	id=g:3115007
Orbaneja del Castillo	id=g:3115008
Orbañanoz	id=g:3115009
Rego de Orbán	id=g:3115010
Orbán	id=g:3115011
Orbaitz	id=g:3115012
Orbaizta	id=g:3115013
Orbaelle	id=g:3115014
Sierra de Orba	id=g:3115015
Orazo	id=g:3115016
Orante	id=g:3115017
Arroyo de la Oraña de Ameneiro	id=g:3115018
Orán	id=g:3115019
Orallo	id=g:3115020
Oquina	id=g:3115021
Oquillas	id=g:3115022
Pico Oqueta	id=g:3115023
Oquendo	id=g:3115024
Oporto	id=g:3115025
Opio	id=g:3115026
Opacua	id=g:3115027
Onzonilla	id=g:3115028
Illa de Onza	id=g:3115029
Monte Onyi	id=g:3115030
l'Onyar	id=g:3115031
Ontoria	id=g:3115032
Ensenada de Ontón	id=g:3115033
Ontón	id=g:3115034
Manantial de Ontinente	id=g:3115035
Sierra de Ontiñena	id=g:3115036
Ontiñena	id=g:3115037
Ontinar del Salz	id=g:3115038
Mar de Ontígola	id=g:3115039
Ontaneda	id=g:3115040
Ontalvilla de Valcorba	id=g:3115041
