Shibatou	id=g:6414646
Villas Hotel Shanghai	id=g:6519333
Go Far Hualian Hotel Beihai	id=g:6519334
Xiao Tianma Hotel	id=g:6519336
Qin Wang Hotel Shaoxing	id=g:6519337
Xin Ji Yuan Hotel	id=g:6519338
Qiandaohu Hotel Tianlin	id=g:6519339
Historic City Garden Hotel	id=g:6519342
Jin Guo Hotel Dalian	id=g:6519353
Sofitel Lakeside Hefei	id=g:6519354
Kailai Hotel Dongguan	id=g:6519367
Harbour Hotel	id=g:6519369
Foma Hotel	id=g:6519372
Dalian Golden Luck Hotel	id=g:6519375
Xi Ya Hotel	id=g:6519376
Shanghai Jun Xing Holiday Hotel	id=g:6519380
Days Hotel Shanghai	id=g:6519381
Sunday Sunny Resort Hangzhou	id=g:6519382
Home Inn Dalian Tianjinjie	id=g:6519383
Dalian Haiqiao Hotel	id=g:6519384
White Building Hotel Hebei	id=g:6519386
Zhejiang Western Dragon Hotel	id=g:6519392
Shandong Silver Plaza Quancheng	id=g:6519393
Litian Hotel Jinan	id=g:6519395
Southern Airline Intl Club Hote	id=g:6519396
Yi Zheng Hotel Jinan	id=g:6519397
Zhenjiang Emperor Hotel	id=g:6519400
Dalian Sunjoy Hotel	id=g:6519403
Hna Intl Ap Convention Center	id=g:6519408
Garden Hotel Suzhou	id=g:6519410
Winnerway Hotel Dongguan	id=g:6519411
Dynasty Hotel Qingdao China	id=g:6519413
Anji Lijing Resort Hotel	id=g:6519415
Jincheng Grand Hotel	id=g:6519418
Lizeyuan International Hotel Pingyao	id=g:6519420
Asset Business Boutique Hotel	id=g:6519421
Grand Skylight Gardens Hotel	id=g:6519422
Bo Tao Wan Hotel	id=g:6519424
Sheng Xian Ju Hotel	id=g:6519425
Causeway Bay Hotel	id=g:6519428
Laffitte Chatdan Hotel Beijing	id=g:6519429
Jin Qiao International Garden H	id=g:6519430
River Bank Hotel Chengdu	id=g:6519434
Changzhou Zhongyou Internationa	id=g:6519438
Honglin Hotel Nanning	id=g:6519442
Xiang Yang Hotel Lu Wan Shanghai	id=g:6519447
Rocks Hotel Macau	id=g:6519448
Xiaolangdi Hotel Zhengzhou	id=g:6519450
Xiamen West Bay Hotel	id=g:6519452
Dynasty Hotel Wenzhou	id=g:6519460
Somerset Olympic Tower  Serviced Residence	id=g:6519462
Jinghai Hotel Yantai	id=g:6519467
Bai Lu Hotel	id=g:6519468
Sofitel Executive Resort	id=g:6519482
Hangzhou Wide Holiday Dunhuang	id=g:6519483
Hangzhou Dong Mao Hotel	id=g:6519484
Hangzhou Qian Tang Hotel	id=g:6519485
West Lake Hotel Hangzhou	id=g:6519486
88 Hao E Ling Gong Yuan Hotel	id=g:6519487
Huangjia Grand Hotel Chongqing	id=g:6519488
Golden Sun Hotel Tianshui	id=g:6519489
Yuan Yang Hotel	id=g:6519491
Chenlong Business Hotel	id=g:6519494
Gaosu Shenzhou Hotel Xi An	id=g:6519502
Super 8 Hotel Wenzhou Xing Ron	id=g:6519504
Ka Ying Hotel Guangzhou	id=g:6519507
Xin Long Treasure Island Hotel	id=g:6519509
Ying Bin Hotel Of The Yellow Ri	id=g:6519510
New Jingdu Hotel Ningbo	id=g:6519511
Longhai Hotel Xi An	id=g:6519512
Beijing Longqiang Hotel	id=g:6519519
Argyle Ryden International Hote	id=g:6519528
Shanghai Xin Dongfang Hotel  Ch	id=g:6519529
Jinhui Jasper Hotel Shenzhen	id=g:6519530
Sheng Tang Hotel Guangzhou	id=g:6519538
Minhang Hotel Chengdu	id=g:6519542
Grand City Hotel	id=g:6519549
Yunlai Hotel Guangzhou	id=g:6519551
Dragon Union Hotel Zhuhai	id=g:6519557
Kangjia Business Hotel	id=g:6519558
Dalian Central Plaza Hotel	id=g:6519559
Zhuji Zhen Yue Hotel	id=g:6519566
Chengdu Yadu Hotel	id=g:6519567
Yunma Hotel Harbin	id=g:6519568
Bridge Hotel Shanghai	id=g:6519570
Hui Jing Lou Hotel	id=g:6519571
Shanghai Lintong Hotel	id=g:6519572
Phoenix Hotel	id=g:6519573
Han Guang Men Hotel Xi An	id=g:6519574
Hna Hotel Kunming	id=g:6519576
Sofitel Zhongshan Golf Resort	id=g:6519582
Luxury Serviced Residence  Beijing	id=g:6519592
Shenzhen Minland Hotel	id=g:6519599
Dalian Shun Fa Hotel	id=g:6519606
Best Orient Hotel Beijing	id=g:6519611
Zhuhai Bihai Hotel	id=g:6519614
Zhuhai Popoko Hotel	id=g:6519615
Communication Business Hotel	id=g:6519618
Hangzhou Overseas Chinese	id=g:6519619
Panyu Xiangjiang Hotel Guangzhou	id=g:6519622
Beihai Liyuan International Hot	id=g:6519623
Nicenotes Garden Hotel	id=g:6519625
Fuzhou Paul Holiday Hotel	id=g:6519626
Jjxx Holley Hotel	id=g:6519628
Resort Joylife Hotel	id=g:6519629
Jiu Jiu Holiday Hotel	id=g:6519631
Hangzhou Merchant Marco Hotel	id=g:6519632
Milan Hotel Hangzhou	id=g:6519634
Guangxi Hotel Shanghai	id=g:6519635
Haigang Hotel Shaoxing	id=g:6519640
Sanya Maintint Hotel Sanya	id=g:6519651
Fujian Hai Lian Business Hotel	id=g:6519655
Qinghai Xi Ning Hotel	id=g:6519657
Xin Hui Hotel Shanghai	id=g:6519659
Xinhong Hotel	id=g:6519660
Shanghai Nan Ya Hotel	id=g:6519661
Chenguang Grand Hotel Xingtai	id=g:6519665
Tianfeng Hotel Nanjing	id=g:6519667
Four Points Daning Shanghai	id=g:6519669
Tianhong Hotel Hangzhou	id=g:6519671
Shanghai Gan Yuan Hotel	id=g:6519672
Dong Hu Hotel	id=g:6519674
Xiamen He Yun Hotel	id=g:6519678
Windsor Evergreen Hotel Shanghai	id=g:6519679
Blossom Hotel Hangzhou	id=g:6519680
Xinzuo Lihao City Hotel Hangzhou	id=g:6519684
Orient Sunseed Hotel	id=g:6519696
Shan Shui Grand Hotel	id=g:6519698
Jinhaitang Hotel Leshan	id=g:6519706
Jishan Hotel Shaoxing	id=g:6519713
Golden Bridge Hotel	id=g:6519719
Xin Wen Hotel	id=g:6519720
Jiuyu Hotel	id=g:6519722
Jintian International Hotel	id=g:6519723
Hefei Wangjiang Hotel	id=g:6519724
Garden Holiday Islands Business	id=g:6519726
Yin Du Hotel	id=g:6519727
Hangzhou Xihu State Guesthouse	id=g:6519731
Liaoning Zhengxie Hotel	id=g:6519732
Hangzhou Jin Yu Business Hotel	id=g:6519733
Hangzhou Wan Hotel	id=g:6519734
Grand Hotel	id=g:6519737
Wuhu Guoxin Hotel Wuhu	id=g:6519740
Hu Bin Hotel Wenzhou	id=g:6519741
Harbin Victories Hotel	id=g:6519749
Yitinghujing Hotel Xiamen	id=g:6519757
Tibet Brahmaputra Grand Hotel	id=g:6519759
Shanghai Grand Pacific Hotel Lb	id=g:6519765
Hengtai Hotel	id=g:6519766
Shanghai Post And Telecommunica	id=g:6519767
Hu Jiang Hotel Shanghai	id=g:6519769
Guilin Plaza Hotel	id=g:6519779
Jingjincity Regal Hot Spring Re	id=g:6519780
Interotel Tianjin	id=g:6519786
Jiaxing Shimao Garden Hotel	id=g:6519790
Fenghua Xikou Tao Yuan Hotel	id=g:6519791
D D  Centre Tianjin	id=g:6519794
Jun Sheng Hotel	id=g:6519795
Green Hotel Shenyang	id=g:6519801
Zhuhai Te Qu Lou Hotel	id=g:6519807
Heng Shan Cheng Hotel	id=g:6519818
Hirun Intl Business Hotel	id=g:6519820
Sinoway Hotel Harbin	id=g:6519822
Beijing Redwine Garden Hotel	id=g:6519828
Southern Hotel	id=g:6519829
Guangdong Guesthouse Guangzhou	id=g:6519837
Tongxiang Zi Ye Hotel	id=g:6519839
Shenghua Hotel Chengde	id=g:6519841
Yunshan Hotel Chengde	id=g:6519842
Phoenix Mountain Hotel Guangzhou	id=g:6519843
Jing An Regalia Court Shanghai	id=g:6519849
Shanghai Lindon Business Hotel	id=g:6519850
Shanghai Zhongya Hotel	id=g:6519852
Xingyi Aviation Hotel Guizhou	id=g:6519861
Beijing Csn Hotel	id=g:6519870
Tsinghua Unisplendour Intl Cn	id=g:6519871
S8 Hotel Tongxiang Shang Cheng	id=g:6519876
The Third Space Paradise Hotel	id=g:6519878
Haikou Treasure Island Hotel	id=g:6519887
International Service Apartment	id=g:6519888
Home Inn Shanghai Zhabei Park	id=g:6519889
The Branch Of Jin Xiu Hotel	id=g:6519890
Shanghai Yin Fa Hotel	id=g:6519894
North Latitudes 40 Hotel Beijing	id=g:6519897
Howard Johnson Plaza Ningbo	id=g:6519898
Sofitel Galaxy Nanjing	id=g:6519899
Ningbo Sun And Moon Hotel	id=g:6519900
Dacheng Hotel Chengdu	id=g:6519908
Mi Lano Hotel	id=g:6519911
Huangpu Hotel Nanjing	id=g:6519917
Nanning Xinhua Hotel	id=g:6519922
Holley International Hotel Changsha	id=g:6519924
Willow Hotel	id=g:6519926
Wuhan Kingdom Hotel	id=g:6519927
Xian Ju Fu Holiday Hotel	id=g:6519929
Chengdu Newshulian Hotel	id=g:6519930
Baihua Resort Hotel Guangzhou	id=g:6519934
Chengdu Wangfujing Home Office	id=g:6519936
Hangzhou Fu Yuan Hotel	id=g:6519937
Shunli Shanhai Hotel	id=g:6519938
Shanghai Yuanhuyuan Hotel	id=g:6519940
Paradise Hotel Nanjing	id=g:6519945
Nice Hotel Chongqing	id=g:6519949
He Xing Hotel Guangzhou	id=g:6519954
Xiyu Business Hotel Chengdu	id=g:6519969
Beijing Jiayuan Hotel	id=g:6519970
Wu Liang Ye Grand Hotel	id=g:6519971
Shanghai Yingdu Hotel	id=g:6519972
South Commercial Center Hotel	id=g:6519973
Super 8 Hotel Fuzhou Ya Tai	id=g:6519974
Peak City Hotel Chongqing	id=g:6519977
Shanghai Simi Hotel	id=g:6519978
Xi An Hotel Xiamen	id=g:6519980
Manhattan Bund Business Hotel	id=g:6519987
Yuejia Yibao Hotel Xiamen	id=g:6519990
Tibet Post Hotel	id=g:6519992
Wan Xing Hotel Min Zhu Road	id=g:6519993
Beijing Chateau De Luze	id=g:6519997
Cixi International Hotel	id=g:6519999
Days Hotel Golden Peacock Spa	id=g:6520001
Tianjin Tian Bo Hotel	id=g:6520005
Super 8 Hotel Hohhot Yi Ju	id=g:6520009
Hangzhou Lin Quan Villa	id=g:6520011
Wonhurg International Hotel	id=g:6520012
Luoyang Shenjian Hotel	id=g:6520022
Hongsheng Grand Hotel	id=g:6520024
Hufang Hotel	id=g:6520028
Kai Hao Hotel Shanghai	id=g:6520029
Yu Ning Hotel	id=g:6520030
Guilin Paradise Yangshuo Resort	id=g:6520032
Super 8 Hotel Shanghai Jia He	id=g:6520033
Shanghai Ying Feng Hotel	id=g:6520034
Watin Business Hotel	id=g:6520035
Three Gorges Dam Area Reception	id=g:6520037
Dingshan Garden Hotel Nanjing	id=g:6520045
Yu Sheng Yuan International	id=g:6520054
Yin Cheng Hotel	id=g:6520055
Zhongxia Hotel	id=g:6520057
Seasons Hotel Taipei	id=g:6520061
Xin Yu Jian Feng Hotel	id=g:6520062
Hangzhou Holiday Wuyang Hotel	id=g:6520064
Gentleman Hotel Suzhou	id=g:6520066
Yun Gang Business Hotel	id=g:6520070
Phenix Hotel Chongqing	id=g:6520072
Days Hotel Huizhou	id=g:6520076
Guangzhou Rundu Hotel	id=g:6520080
Riverview Hotel Meizhou	id=g:6520084
Qingdao Sunny World Hotel	id=g:6520098
Qinhuangdao Zhongmei Hotel	id=g:6520101
Dong Hai Hotel	id=g:6520104
Chenzhou Huatian Hotel	id=g:6520105
Super 8 Hotel Ruian Wansong	id=g:6520110
Somerset Grand Shanghai	id=g:6520111
Tingfeng Hotel	id=g:6520112
Shanghai Gong Yuan Hotel	id=g:6520113
An Ting Villa Hotel Shanghai	id=g:6520114
Homeland Hotel	id=g:6520115
Tianjin East Asia Hotel	id=g:6520116
Yuncheng Tulip Hotel	id=g:6520118
Tong Bao International Hotel	id=g:6520120
Grand Hotel Shenzhen	id=g:6520129
Pattaya Seaview  Hotel	id=g:6520131
Ri Hang Hotel	id=g:6520132
Zeng Cheng Hotel Guangzhou	id=g:6520136
Hna Resort Kangle Garden	id=g:6520137
Beijing Xinyuan Hotel	id=g:6520145
Chao Yang Hotel Beijing	id=g:6520146
Liaoning Mansion Shenyang	id=g:6520154
Hangzhou Liu Ying Hotel	id=g:6520155
Xinxin Hotel Hangzhou	id=g:6520156
Days Hotel And Suites Hangzhou	id=g:6520157
Cui Dao Resort Guangzhou	id=g:6520159
Guangzhou Hotel	id=g:6520160
Hostun Hotel	id=g:6520162
Shanghai International House Fo	id=g:6520169
The Westin Guangzhou	id=g:6520173
Beijing Tian Yi Hotel	id=g:6520177
Guo Bin Garden Hotel	id=g:6520182
Raystar Hotel	id=g:6520184
Tianjin Ocean Hotel	id=g:6520188
Jinjiang Garden Hotel Changchun	id=g:6520192
Philharmonic Hotel Of Sccm Chengdu	id=g:6520197
Howard Johnson Regel Court Hot	id=g:6520201
Holiday Garden Hotel	id=g:6520204
Beijing Zhong An Hotel	id=g:6520205
Ascott Shanghai Pudong	id=g:6520207
Zhengyi Hotel Beijing	id=g:6520209
Macat Hotel	id=g:6520219
Yong Gang Hotel Ningbo	id=g:6520222
Hollyear International Hotel	id=g:6520226
Xian Xi Shao Men Hotel	id=g:6520227
Golden Hotel	id=g:6520230
Tian Di Holiday Hotel	id=g:6520232
King Garden Hotel Guangzhou	id=g:6520243
Tianyou International Hotel Chengdu	id=g:6520249
National Hotel Sichuan	id=g:6520252
Sofitel Xanadu Resort Hangzhou	id=g:6520254
Xia Yuan Hotel	id=g:6520255
Jin Ye Hotel Fuzhou	id=g:6520258
Huachen International Hotel Hangzhou	id=g:6520259
Sentosa Hotel Apartment	id=g:6520263
Treasure Island Hotel Sanya	id=g:6520267
Tibet Wujing Hotel	id=g:6520279
Garment Group Holiday Hotel Hon	id=g:6520282
Xie Tong Hotel	id=g:6520283
Tian Xiang Hotel Shanghai	id=g:6520284
Xinghua Hotel Shanghai	id=g:6520286
Best Western New Century Htl	id=g:6520287
Wistaria Hotel Shanghai	id=g:6520290
Fuyang Xin Yu Holiday Hotel	id=g:6520295
Bw Pudong Sunshine Hotel	id=g:6520296
Shanghai Shengda Hotel	id=g:6520297
Yiquan Hotel Zhenjiang	id=g:6520298
Luoyang Jinshuiwan Hotel	id=g:6520302
Jiudu Hotel Yibin	id=g:6520311
Kaining Seven Star Hotel	id=g:6520314
Dongyi Hotel	id=g:6520316
Tian He Yu Hotel Dalian	id=g:6520317
Best Western Fuzhou Fortune	id=g:6520322
Hangzhou Phoenix Vacation Land	id=g:6520326
Fujing International Hotel	id=g:6520327
Wan Heng Holiday Hotel	id=g:6520340
Sun Moon Lake Hotel Dalian	id=g:6520342
Cygnet Hotel Chongqing	id=g:6520344
Shanghai Hexinyuan Sanatorivm	id=g:6520345
Conference Exhibition Hotel Pud	id=g:6520347
Minnan Hotel	id=g:6520351
Sun Island Golf Hotspring Resor	id=g:6520353
Huajing Grand Hotel Shanghai	id=g:6520354
Shanghai Yunfeng Hotel	id=g:6520355
Shanghai Gino Hotel	id=g:6520356
Sofitel Fizi West Coast Hainan	id=g:6520357
Hotel Nikko Tianjin	id=g:6520359
Sheraton Ningbo Hotel	id=g:6520364
Orient Dynasty Hotel Xinjiang	id=g:6520366
Urumqi Mingyuan Newtimes Hotel	id=g:6520367
Country Garden Phoenix City Hot	id=g:6520371
Tongshi Travel Villa Wuzhishan	id=g:6520376
Anhui Huangshan Building Hefei	id=g:6520377
Jiang Long Hotel	id=g:6520382
Jiayuguan Hotel	id=g:6520383
Fasten Hotel Jiangyin	id=g:6520386
Sunshine Hotel Jiaxing	id=g:6520388
New Era Hotel	id=g:6520394
Jiangyin International Hotel	id=g:6520400
Shanghai Airlines Travel Hotel	id=g:6520403
Home Inn Tianjin Binjiang Road	id=g:6520404
Jinpei Hotel Taizhou	id=g:6520414
Yuehua Hotel Quanzhou	id=g:6520415
Eden International Hotel Jinzhong	id=g:6520417
Jin Cheng Lv You Hotel Lanzhou	id=g:6520420
Super 8 Hotel Tianjin Jian Gon	id=g:6520428
Yuhuayuan Seaview Hotel	id=g:6520430
Jiayuguan Chang Cheng Hotel	id=g:6520431
Dalian Feng Yuan Hotel	id=g:6520439
Golden Spring Hotel Kunming	id=g:6520442
Bei Da Shan Hai Hotel Qingdao	id=g:6520443
Beijing Jinlin Mansion	id=g:6520445
Home Inn Beijing Qianmen	id=g:6520446
Beijing Science And Technology	id=g:6520447
Qing Hua Hotel Hangzhou	id=g:6520448
Shanghai Tian Ran Ju Business H	id=g:6520452
Home Inn Chengdu Renmin Park	id=g:6520453
Jinjiang Flower Hotel	id=g:6520456
Emperor Hotel Zhongshan	id=g:6520461
Bright Phearl Garden Hotel Hailuogou	id=g:6520462
Xi An Fukai Hotel	id=g:6520465
Shang Dong International Hotel	id=g:6520478
Yi He Hotel	id=g:6520479
Hedong Hotel Shenzhen	id=g:6520480
Lijiang Dianxi Mingzhu Hotel	id=g:6520486
Shanghai Piao Ying Hotel	id=g:6520487
New World Hotel Shenyang	id=g:6520488
Ning Hai Hot Spring Hotel	id=g:6520503
It World Hotel	id=g:6520504
Hua Hai Business Hotel	id=g:6520505
Hai Li Sheng Hotel Zhoushan	id=g:6520510
Nansha Seaport Hotel Guangzhou	id=g:6520512
Qionghai Jin Fu Rong Resort	id=g:6520519
The Sovereign Hotel	id=g:6520524
L Hotel Nina Et Convention Ctr	id=g:6520527
Lanxi International Hotel	id=g:6520530
Home Inn Beijing Beiwei Road	id=g:6520532
Home Inn Beijing Xinxingqiao	id=g:6520533
Beijing Haohuagong Conference H	id=g:6520534
Shanghai Hebei Hotel	id=g:6520536
Pudong Baoan Int L Hotel Shanghai	id=g:6520539
Kimtay Plaza Cixi	id=g:6520541
Shi Ta Hotel Yangzhou	id=g:6520548
Pu Tuo Hua Qiao Hotel Zhoushan	id=g:6520549
Heng Tong Fortune Center Hotel	id=g:6520551
Maoming International Hotel	id=g:6520561
Home Inn Beijing Grandsight Gar	id=g:6520572
Great Central Hotel Chongqing	id=g:6520576
Chaohu International Hotel	id=g:6520586
H C Aviation Hotel	id=g:6520591
Torch Hotel	id=g:6520592
Shanxi Business Hotel Shanghai	id=g:6520597
Shanghai Hua Yang Hotel	id=g:6520598
Super 8 Htl Suzhou Hong De Shi	id=g:6520600
Citadines Shanghai Jinqiao	id=g:6520603
Shanghai Hangtian Shenzhou Hote	id=g:6520604
Jinhui Hotel Shanghai	id=g:6520605
Shanghai Guanlong Hotel	id=g:6520608
Shanghai Haibin Hotel	id=g:6520609
Hua Xia New World Club	id=g:6520610
Ramada Encore Hotel Wuxi	id=g:6520611
Tongji Garden Apartment Hotel Shanghai	id=g:6520621
Bi Bo Yuan Kunshan	id=g:6520623
Wuyi Phoenix Hotel	id=g:6520627
Xiang Dian International Hotel	id=g:6520635
Grand Oriental Hotel	id=g:6520641
Hua Qiao Hotel Zhaoqing	id=g:6520643
Marine Holiday Hotel Shenzhen	id=g:6520668
Tibet Hotel	id=g:6520671
Greentree Inn Suzhou Wuzhong	id=g:6520685
Shanghai Sheshan Forest Hotel	id=g:6520691
Hai Wai Hai Hotel Hangzhou	id=g:6520694
Greentree Inn Wuxi Jiefang	id=g:6520696
Jin Yu Sunshine Hotel	id=g:6520700
Beijing Tiantian Holiday Hotel	id=g:6520701
Shenyang Guest House	id=g:6520705
Electricity Mansion Zhangye	id=g:6520715
Home Inn Tianjin Railway Statio	id=g:6520717
Home Inn Tianjin Shiyijing Road	id=g:6520719
Oriental Hotel Quzhou	id=g:6520720
Zheng Zhou Airport Hotspring Ho	id=g:6520723
Shang Yu International Hotel	id=g:6520724
A Dan Ge Hotel Lijiang	id=g:6520728
Dunhuang Hotel	id=g:6520731
Super 8 Hotel Suzhou Hongdeyua	id=g:6520735
Taizhou Xianju Oriental Hotel	id=g:6520751
Xi Lai Xiao Zhuang Hotel Zhoushan	id=g:6520757
Days Hotel Xian	id=g:6520765
Beijing Jingshui Hotel	id=g:6520768
Super 8 Hotel Yizhuang Tianbao	id=g:6520769
Yi Yu Hotel Beijing	id=g:6520770
Yun Hai Hotel Ningbo	id=g:6520771
Jiu Long International Hotel	id=g:6520774
Tian Yi New Business Hotel	id=g:6520776
Zhongdu Hotel Pingyao	id=g:6520783
Tian Xi Hotel Hunan	id=g:6520784
Shanghai Minfang Hotel	id=g:6520786
Greentree Inn Shenzhen Dongmen	id=g:6520787
Shanghai Jiangcheng Hotel	id=g:6520794
Century Kingdom Hotel	id=g:6520797
Jinxin Hotel	id=g:6520802
Home Inn Beijing Caishiko	id=g:6520803
Huaan Conifer Hotel Shenzhen	id=g:6520809
Grand Bayview Hotel Xiangshan	id=g:6520812
Kailai Hotel	id=g:6520813
Tianjin Hopeway Business Hotel	id=g:6520816
Sunrise Hotel Shanghai	id=g:6520828
New Jianlong Hotel Luoyang	id=g:6520832
Nanjing Phoenix Palace Hotel	id=g:6520835
Yueda International Hotel Yancheng	id=g:6520840
Sanya Orient Bay View Hotel	id=g:6520856
Gofar Garden Paris Hotel	id=g:6520865
Shanxi Huanghe Jingdu Grand Hot	id=g:6520867
Changsha Wu Hua Hotel	id=g:6520868
Zhong Tian Business Hotel	id=g:6520882
Tao Le Hotel Kelamayi	id=g:6520888
Longhill Business Hotel Hangzhou	id=g:6520896
Dujiang Guyan Erwang Temple Hot	id=g:6520897
Jingang Hotel Xuzhou	id=g:6520904
Star Lake Hotel Zhaoqing	id=g:6520906
Hua Ting Hotel	id=g:6520907
Home Inn Shanghai Luxun Park	id=g:6520909
Howard Johnson Hotel Songjiang	id=g:6520925
Shanghai Huatian Jiari Hotel	id=g:6520926
Shanghai Zhongyue Yuanjing Hote	id=g:6520927
Dazheng Hotel Guiyang	id=g:6520928
Bao Dao Exhibition Center Hotel	id=g:6520935
Sha Shan Holiday Resort Ningbo	id=g:6520952
Rui Xin Dong Xu Hotel Liaoning	id=g:6520956
Fanyang Downtown Resort Hotel	id=g:6520966
Super 8 Hotel Yangtse River Qi	id=g:6520970
Boao Golden Coast Hot Spring Ho	id=g:6520974
Shenzhen East Lake Hotel	id=g:6520982
Caiyuan Hotel Xianyang	id=g:6520983
Pearl Hotel Jinan	id=g:6520987
Taiyuan Li Yin Hotel	id=g:6520993
Tibet Hongshan Hotel Lhasa	id=g:6520997
Shan Wei Friendship Hotel	id=g:6521000
Sunshine Holiday Hotel Ruian	id=g:6521004
Beijing Nuolin Hotel	id=g:6521006
Xing He Hotel	id=g:6521007
Shanghai Xiangmihu Hotel	id=g:6521012
Jia Hua Hotel	id=g:6521013
Home Inn Shanghai Shanxi Road	id=g:6521014
Tianmu Lake Huatian Resort	id=g:6521021
Gorden Bay Great Hotel Taiyuan	id=g:6521023
Palace Hotel Shenzhen	id=g:6521029
Sanya Huayuan Hot Spring Seavie	id=g:6521037
Golden Leave Hotel Anji	id=g:6521042
Home Inn Tianjin Duolundao	id=g:6521045
Dijing Wenquan Hotel Tianjin	id=g:6521046
Taihu Valley Hotel Huzhou	id=g:6521047
Silver Seas International Hotel	id=g:6521050
Guangdong Olympic Hotel	id=g:6521053
Home Inn Shenzhen Luohukou An	id=g:6521054
Yi Fa Hotel Beijing	id=g:6521063
Jingguang Centre Apartment Beijing	id=g:6521066
Taipei Lotty Hotel	id=g:6521069
Hangzhou Richful Green Hotel	id=g:6521070
Great Wall Hotel Qinhuangdao	id=g:6521073
Somerset Grand Fortune Garden	id=g:6521076
Lijiang Jian Nan Chun Wen Yuan	id=g:6521083
Jiangtian Hotel Shanghai	id=g:6521084
Beijing Yang Qiao Hotel	id=g:6521088
Springdale Serviced Residence	id=g:6521089
Communications Hotel Changchun	id=g:6521092
Super 8 Hotel Beijing Fang Zhu	id=g:6521094
Beijing Zhongyu Hotel	id=g:6521098
Greentree Inn Nantong Qingnian	id=g:6521107
Quzhou Hotel	id=g:6521109
Home Inn Beijing Dongzhimen	id=g:6521116
Jinting Hotel Shanghai	id=g:6521118
Broadway Hotel Shanghai	id=g:6521119
Shanghai Xinghualou Hotel	id=g:6521120
Fowin Hotel Hunan	id=g:6521128
Jing Li Hotel	id=g:6521129
Kingland Service Apartment Shanghai	id=g:6521130
Jinhui Hotel Nanjing	id=g:6521131
Nanfang Yiyuan Hotel	id=g:6521136
Ping Hu Mansion Hotel	id=g:6521137
Guangzhou Yixin Hotel	id=g:6521139
Jinci Hotel Taiyuan	id=g:6521142
Shanghai Hong Zhu Garden	id=g:6521151
Red Bay Great Hotel Taiyuan	id=g:6521165
Grand Mercure Shijiazhuang	id=g:6521174
Tf Hollyear Hotel	id=g:6521178
Zhouzhuang Hotel	id=g:6521181
Qufu Queli Hotel	id=g:6521187
Zhi Yuan Holiday Hotel Sanya	id=g:6521189
Weifang Fuwah Hotel	id=g:6521196
Bell Tower Hotel Xian	id=g:6521197
Forbidden City  Hotel	id=g:6521198
Beijing Guwan City Hotel	id=g:6521199
City View Hotel	id=g:6521200
Greentree Inn Jingan Hotel	id=g:6521202
Shanghai Lan Gong Hotel	id=g:6521204
Cang Lang Yuan Hotel Suzhou	id=g:6521205
Tongli Lakeview Hotel	id=g:6521206
Shanghai Fishery Mansions	id=g:6521211
Mei Gui Hotel	id=g:6521212
Songjiang New Century Grand Hot	id=g:6521215
Su Zhou Oriental Harbour Suzhou	id=g:6521217
Jiuquan Hotel	id=g:6521219
Shunjie Hotel Shangyu	id=g:6521237
Scholars Inn Suzhou Panlong	id=g:6521240
Mei Lun Hotel Ningde	id=g:6521242
Horizon Hotel Yunnan	id=g:6521243
Lihua Hotel Chongqing	id=g:6521255
Jia Wei Hotel Shanghai	id=g:6521259
Home Inn Shanghai Beihong Road	id=g:6521260
Media Hotel Huangshan	id=g:6521265
Yunnan Palace Hotel Kunming	id=g:6521266
Chen Long Hotel Qinhuangdao	id=g:6521267
Ming Zhu Yin Fa Hotel Heyuan	id=g:6521271
Beijing Huaqiao Hotel	id=g:6521274
Home Inn Beijing Xiaoxitian	id=g:6521275
Chicago Suites International	id=g:6521276
Silver Lake Resort Hotel Shenzhen	id=g:6521277
Minnan International Hotel Zhangjiajie	id=g:6521279
Cixi Xilaidun Hotel	id=g:6521281
Shenzhen Hai Lian Hotel	id=g:6521286
Anqing Hotel	id=g:6521287
New Yangtze Hotel Jiangyin	id=g:6521289
Pudong Zhongyou Hotel Shanghai	id=g:6521296
Beijing Royal Garden Hotel	id=g:6521301
Beijing Zhengxie Hotel	id=g:6521302
Minshan Century Hotel Guang An	id=g:6521306
Jin Du Hotel	id=g:6521307
Luqiou Holiday Hotel Deqing	id=g:6521312
Jiaxing Guesthouse	id=g:6521320
Dongguan Cinese Hotel	id=g:6521326
Sanya Haitian Grand Hotel	id=g:6521328
Regale 128 Shanghai	id=g:6521340
Super 8 Hotel Shanghai He Jing	id=g:6521341
Shanghai Hongsen Hotel	id=g:6521343
Hangzhou Honglou Hotel	id=g:6521344
Huafang Jinling International H	id=g:6521347
Yuntai Hotel Lianyungang	id=g:6521353
Super 8 Hotel Nancheng Yitai	id=g:6521360
Tianquan Hotel Zhengzhou	id=g:6521367
Heshan Phoenix Hotel	id=g:6521369
Kempinski Hotel Sanya	id=g:6521370
Wuzhou Guest House	id=g:6521376
Guangzhou Youtian Hotel	id=g:6521377
Lv Zhou Hotel	id=g:6521386
Power Hotel Harbin	id=g:6521388
Home Inn Beijing Chaoyang Park	id=g:6521393
Grand New World Hotel Xian Chin	id=g:6521398
Wanhao Hotel Guangzhou	id=g:6521401
Eden Holiday Hotel	id=g:6521406
Lao Di Fang Hotel	id=g:6521407
New Overseas Chinese Hotel Zhoushan	id=g:6521415
Days Inn Beijing Rose Valley H	id=g:6521417
Shi Feng Hotel Shanghai	id=g:6521419
Xikou Garden Hotel Fenghua	id=g:6521422
