Shelëpovo	id=g:495026
Shalgachëva	id=g:495960
Shaleyevshchina	id=g:495961
Shalenino	id=g:495962
Stantsiya Shalegovo	id=g:495963
Shalegovo	id=g:495964
Stantsiya Shalega	id=g:495965
Shaldovo	id=g:495966
Shaldezh	id=g:495967
Gora Shalbuzdag	id=g:495968
Shalazhi	id=g:495969
Shalayevy	id=g:495970
Shalayevo	id=g:495971
Shalayevo	id=g:495972
Shalayevka	id=g:495973
Shalatoni	id=g:495974
Shalashnaya	id=g:495975
Shalashi	id=g:495976
Shalashi	id=g:495977
Raz”yezd Shalamovo	id=g:495978
Shelomovo	id=g:495979
Shelamovo	id=g:495980
Ozero Shalami	id=g:495981
Shalam	id=g:495982
Shalakusha	id=g:495983
Stantsiya Shalak-Su	id=g:495984
Shalakhovtsy	id=g:495985
Shalakhovo	id=g:495986
Shalakhovo	id=g:495987
Shalakhovo	id=g:495988
Shalagovshchina	id=g:495989
Shalagino	id=g:495990
Shalagino	id=g:495991
Shalabany	id=g:495992
Shala	id=g:495993
Shala	id=g:495994
Shala	id=g:495995
Shakva	id=g:495996
Shakva	id=g:495997
Shakulovo	id=g:495998
Shakulovo	id=g:495999
Shakshozërka	id=g:496000
Shakshino	id=g:496001
Shakshino	id=g:496002
Stantsiya Shaksha	id=g:496003
Shaksha	id=g:496004
Shakovo	id=g:496005
Shaklovo	id=g:496006
Shakitsy	id=g:496007
Shakirovka	id=g:496008
Ozero Shakino	id=g:496009
Shakino	id=g:496010
Shakin	id=g:496011
Shakhun’ya	id=g:496012
Shakhunskiy Rayon	id=g:496013
Shakhtysh	id=g:496014
Shakhty	id=g:496015
Shakhtnyy	id=g:496016
Stantsiya Shakhtnaya	id=g:496017
Shakhtinskiy	id=g:496018
Shakhtërskiy	id=g:496019
Shakhtërskiy	id=g:496020
Shakhtënki	id=g:496021
Shakhtarovo	id=g:496022
Shakhta	id=g:496023
Shakhta	id=g:496024
Stantsiya Shakhrovskiy	id=g:496025
Shakhrovo	id=g:496026
Shakhrovka	id=g:496027
Shakhovtsy	id=g:496028
Shakhovskoy Rayon	id=g:496029
Shakhovskoye	id=g:496030
Shakhovskoye	id=g:496031
Shakhovskoye	id=g:496032
Shakhovskoye	id=g:496033
Shakhovskiy	id=g:496034
Shakhovskaya	id=g:496035
Shakhovo-Knyazhnoye	id=g:496036
Stantsiya Shakhovo	id=g:496037
Shakhovo	id=g:496038
Shakhovo	id=g:496039
Shakhovo	id=g:496040
Shakhovo	id=g:496041
Shakhovo	id=g:496042
Shakhovo	id=g:496043
Shakhovo	id=g:496044
Shakhovo	id=g:496045
Shakhovo	id=g:496046
Shakhovo	id=g:496047
Shakhovo	id=g:496048
Shakhovka	id=g:496049
Shakhovka	id=g:496050
Shakhova	id=g:496051
Shakhnovo	id=g:496052
Shakhnitsy	id=g:496053
Shakh-Nazarov	id=g:496054
Shakhmaykino	id=g:496055
Shakhmatovo	id=g:496056
Shakhmatovo	id=g:496057
Shakhmatovka	id=g:496058
Shakhmanovo	id=g:496059
Shakhlovo	id=g:496060
Shakhe	id=g:496061
Shakhayki	id=g:496064
Shakhan	id=g:496065
Shakhada	id=g:496066
Shakha	id=g:496067
Shakarla	id=g:496068
Ostanovochnyy Punkt Shakali	id=g:496069
Shaitli	id=g:496070
Il’men’ Shaina	id=g:496071
Shaygushi	id=g:496072
Ozero Shai	id=g:496073
Stantsiya Shchegrino	id=g:496074
Shagozero	id=g:496075
Shag-Ozero	id=g:496076
Shagot’	id=g:496077
Shaglino	id=g:496078
Shagirt	id=g:496079
Shagay-Kulbash	id=g:496080
Shagayevo	id=g:496081
Shagayeva Gorushka	id=g:496082
Shagayevo	id=g:496083
Shagary	id=g:496084
Shagarovo	id=g:496085
Shagarovo	id=g:496086
Shagarka	id=g:496087
Ozero Shagara	id=g:496088
Shaganur	id=g:496089
Shaganino	id=g:496090
Shagancheriykhabl'	id=g:496091
Pushkino	id=g:496092
Shaftorka	id=g:496093
Shaftel’	id=g:496094
Sanatoriya Shafranovo	id=g:496095
Shafranovo	id=g:496096
Shafranovo	id=g:496097
Shafeyevskiy	id=g:496098
Shafeyeva	id=g:496099
Shadymo-Ryskino	id=g:496100
Shadym	id=g:496101
Shadygayevo	id=g:496102
Shady	id=g:496103
Ozero Shadrovo	id=g:496104
Shadrasak-Kib’ya	id=g:496105
Shadriny	id=g:496106
Shadrinskaya	id=g:496107
Ozero Shadrino	id=g:496108
Shadrino	id=g:496109
Shadrino	id=g:496110
Shadrino	id=g:496111
Shadrino	id=g:496112
Shadrino	id=g:496113
Shadrino	id=g:496114
Shadrino	id=g:496115
Shadrina	id=g:496116
Shadrina	id=g:496117
Shadrin	id=g:496118
Shadrikha	id=g:496119
Shadrichi	id=g:496120
Urochishche Shadrenki	id=g:496121
Shadrenikha	id=g:496122
Shadomlya	id=g:496123
Shadni	id=g:496124
Shadki	id=g:496125
Shadinino	id=g:496126
Shadeyka	id=g:496127
Shadeyka	id=g:496128
Shadeyevo	id=g:496129
Shadchino	id=g:496130
Shadchino	id=g:496131
Shadchi	id=g:496132
Shadali	id=g:496133
Shada	id=g:496134
Ozero Shachebolka	id=g:496135
Shachebol	id=g:496136
Shacha Molakanskaya	id=g:496137
Shacha	id=g:496138
Shacha	id=g:496139
Shacha	id=g:496140
Shacha	id=g:496141
Shacha	id=g:496142
Shacha	id=g:496143
Shacha	id=g:496144
Shacha	id=g:496145
Shab’yady	id=g:496146
Shabury	id=g:496147
Shabury	id=g:496148
Shaburskaya	id=g:496149
Shaburovo	id=g:496150
Shaburnovo	id=g:496151
Shabunichi	id=g:496152
Shabry	id=g:496153
Ozero Shabordo	id=g:496154
Shabolovka	id=g:496155
Shablykinskiy Rayon	id=g:496156
Shablykino	id=g:496157
Shablykino	id=g:496158
Shablykino	id=g:496159
Shablovka	id=g:496160
Stantsiya Shabliyevskaya	id=g:496161
Shabliyevka	id=g:496162
Shabiz	id=g:496163
Shaberdino	id=g:496164
Shabel’skoye	id=g:496165
Shabdukh	id=g:496166
Shabayevo	id=g:496167
Shabayevo	id=g:496168
Shabashi	id=g:496169
Baraki Shabashguba	id=g:496170
Shaboshi	id=g:496171
Shabarovo	id=g:496172
Shabarka	id=g:496173
Shabarino	id=g:496174
Shabargun	id=g:496175
Shabardenki	id=g:496176
Shabany	id=g:496177
Shabanskiy	id=g:496178
Shabanovskoye	id=g:496179
Shabanov Pochinok	id=g:496180
Shabanovo	id=g:496181
Shabanovo	id=g:496182
Shabanovo	id=g:496183
Shabanovo	id=g:496184
Shchebanovo	id=g:496185
Shabanovka	id=g:496186
Shabanova Gora	id=g:496187
Shabanovo	id=g:496188
Shabanov	id=g:496189
Shabanokhabl'	id=g:496190
Shabanka	id=g:496191
Shabanka	id=g:496192
Shabalyuk	id=g:496193
Shabalyata	id=g:496194
Shabalov	id=g:496195
Shabalinskiy Rayon	id=g:496196
Shabalin Pochinok	id=g:496197
Shabalintsy	id=g:496198
Shabalino	id=g:496199
Shabalino	id=g:496200
Shabagish	id=g:496201
Ozero Shaari-Yarvi	id=g:496202
Ozero Shaari	id=g:496203
Shaami-Yurt	id=g:496204
Ostrov Shaal-Shuari	id=g:496205
Sgoshcha	id=g:496206
Sgor’ye	id=g:496207
Sgorki	id=g:496208
Sgorki	id=g:496209
Sgonniki	id=g:496210
Sezukh	id=g:496211
Sezukh	id=g:496212
Ozero Sezo	id=g:496213
Seziya	id=g:496214
Sezha	id=g:496215
Sezha	id=g:496216
Sezenovo Pervoye	id=g:496217
Sezenëvo	id=g:496218
Seza	id=g:496219
Ozero Yefimozero	id=g:496220
Seyva	id=g:496221
Seyva	id=g:496222
Seytynbet	id=g:496223
Seytyakovo	id=g:496224
Sëyty	id=g:496225
Mel’ Seytsyamyanvel’ksen-Matala	id=g:496226
Seitovka	id=g:496227
Ozero Seyto	id=g:496228
Saytkulovo	id=g:496229
Stantsiya Seyma	id=g:496230
Seyma	id=g:496231
Seym	id=g:496233
Seyd”yavryok	id=g:496234
Ozero Seyd”yavr	id=g:496235
Ozero Seydozero	id=g:496236
Ozero Seydozero	id=g:496237
Sëyda	id=g:496238
Ozero Seyb”yavr	id=g:496239
Seyatel’	id=g:496240
Seyatel’	id=g:496241
Seyatel’	id=g:496242
Sevskoye	id=g:496243
Sevskiy Rayon	id=g:496244
Sevskiy	id=g:496245
Sevsk	id=g:496246
Sevryukovo	id=g:496247
Sevryukovo	id=g:496248
Sevryukovka	id=g:496249
Sevryuki	id=g:496250
Sevryukayevo	id=g:496251
Savost’yany	id=g:496252
Sevast’yanov	id=g:496253
Ozero Sevo	id=g:496254
Sevnya	id=g:496255
Sevka	id=g:496256
Sevin’zya	id=g:496257
Severyukhi	id=g:496258
Severyanka	id=g:496259
Severyanka	id=g:496260
Stantsiya Severyanin	id=g:496261
Severyanin	id=g:496262
Ozero Bol’shoye Severskoye	id=g:496263
Severskoye	id=g:496264
Severskiy Rayon	id=g:496265
Sivers’kyy Donets’	id=g:496266
Severskaya	id=g:496267
Severo-Zapadnyy Ekonomicheskiy Rayon	id=g:496268
Severo-Zadonsk	id=g:496269
Severo-Vostochnyy Farvater	id=g:496270
Severo-Vostochnyye Sady	id=g:496271
Severo-Vostochnyy	id=g:496272
Severo-Vostochnyy	id=g:496273
Severovo	id=g:496274
Severoural’sk	id=g:496275
Zapovednik Severo-Osetinskiy	id=g:496276
Severo-Osetinskaya Naklonnaya Ravnina	id=g:496277
Severomorsk	id=g:496278
Severokubanskiy	id=g:496279
Severo-Kavkazskiy Ekonomicheskiy Rayon	id=g:496280
Severo-Kavkazskiy	id=g:496281
Sovkhoz Severokamskiy	id=g:496282
Severo-Dvinskiy Kanal	id=g:496283
Stantsiya Severodvinsk	id=g:496284
Severodvinsk	id=g:496285
Ostanovochnyy Punkt Seversko-Donetskaya	id=g:496286
Severnyy Yekaterininskiy Kanal	id=g:496287
Vtoroy Severnyy	id=g:496288
Severnyy Tylay	id=g:496289
Tretiy Severnyy	id=g:496290
Mys Severnyy Tranzundskiy	id=g:496291
Severnyy Svet	id=g:496292
Severnyy Rechnoy Vokzal	id=g:496293
Severnyy Rayon	id=g:496294
Severnyy Pult	id=g:496295
Severnyy Ptysh	id=g:496296
Severnyy Port	id=g:496297
Severnyy	id=g:496298
Ostrov Severnyy Oleniy	id=g:496299
Severnyy Nadtey	id=g:496300
Severnyy Mayak	id=g:496301
Gora Severnyy Lyavochorr	id=g:496302
Severnyy Lyamitskiy Stamik	id=g:496303
Kolkhoz Severnyy Luch	id=g:496304
Ostrov Severnyy Krestovyy	id=g:496305
Severnyy Kozlenets	id=g:496306
Severnyy-Kospashskiy	id=g:496307
Severnyy Konets	id=g:496308
Severnyy Kondas	id=g:496309
Severnyy Kommunar	id=g:496310
Ostrov Severnyy Kolovar	id=g:496311
Severnyy Kolchim	id=g:496312
Severnyy Kolchim	id=g:496313
Severnyy Kochkar	id=g:496314
Sovkhoz Severnyy Klyuch	id=g:496315
Severnyy Klyuch	id=g:496316
Stamik Severnyy Kemskiy	id=g:496317
Severnyy Kavkazskiy	id=g:496318
Severnyy Iov	id=g:496319
Mys Severnyy Gusinyy Nos	id=g:496320
Severnyy Gorodok	id=g:496321
Severnyy Gorodok	id=g:496322
Severnyy Gbach	id=g:496323
Severnyy Farvater	id=g:496324
Severnyye Zheleznyye Vorota	id=g:496325
Severnyye Uvaly	id=g:496326
Severnyye Tur’i	id=g:496327
Komsomol’skiy	id=g:496328
Severnyye Lukovitsy	id=g:496329
Banki Severnyye Koshki	id=g:496330
Ostrova Severnyye Goryachinskiye	id=g:496331
Lednik Severnyy Dzhuguturlyuchat	id=g:496332
Severnyy Chus	id=g:496333
Ostrov Severnyy Berëzovyy	id=g:496334
Stantsiya Severnyy	id=g:496335
Sovkhoz Severnyy	id=g:496336
Sovkhoz Severnyy	id=g:496337
Lesopunkt Severnyy	id=g:496338
Lesopunkt Severnyy	id=g:496339
Severnyy	id=g:496340
Severnyy	id=g:496341
Severnyy	id=g:496342
Severnyy	id=g:496343
Severnyy	id=g:496344
Severnyy	id=g:496345
Severnyy	id=g:496346
Severnyy	id=g:496347
Severnyy	id=g:496348
Severnyy	id=g:496349
Severnyy	id=g:496350
Severnyy	id=g:496351
Severnyy	id=g:496352
Severnyy	id=g:496353
Severnyy	id=g:496354
Severnyy	id=g:496355
Severnyy	id=g:496356
Severnyy	id=g:496357
Severnyy	id=g:496358
Severnyy	id=g:496359
Severnyy	id=g:496360
Severnyy	id=g:496361
Severnyy	id=g:496362
Severnyy	id=g:496363
Severnyy	id=g:496364
Severnyy	id=g:496365
Severnyy	id=g:496366
Severnyy	id=g:496367
Severnyy	id=g:496368
Severnyy	id=g:496369
Severnyy	id=g:496370
Severnyy	id=g:496371
Severnoye Ust’ye	id=g:496372
Ozero Severnoye Ulyandy	id=g:496373
Lednik Sofrudzhu Severnoye	id=g:496374
Mys Severnoye Kop’yë	id=g:496375
Severnoye Khattom-Ozero	id=g:496376
Severnyy Yekaterininskiy Kanal	id=g:496377
Ozero Severnoye	id=g:496378
Severnoye	id=g:496379
Severnoye	id=g:496380
Severnoye	id=g:496381
Severnoye	id=g:496382
Severnoye	id=g:496383
Severnoye	id=g:496384
Severnoye	id=g:496385
Severnoye	id=g:496386
Severo-Vostochnyy	id=g:496387
Severno-Kuz’minskaya	id=g:496388
Severnaya Zvezda	id=g:496389
Severnaya Zvezda	id=g:496390
Severnaya-Yu	id=g:496391
Severnaya Yaz'va	id=g:496392
Severnaya Tseb’yuga	id=g:496393
Banka Severnaya Tolbukhinskaya	id=g:496394
Lesopunkt Severnaya Tesovka	id=g:496395
Severnaya Taynaya	id=g:496396
Guba Severnaya Sul’meneva	id=g:496397
Rassukha	id=g:496399
Severnaya Rassokha	id=g:496400
Severnaya Polyana	id=g:496401
Severnaya Pil’va	id=g:496402
Ostrov Severnaya Perkh-Luda	id=g:496403
Severnaya Mylva	id=g:496404
Banka Severnaya Martinmatala	id=g:496405
Severnaya Lop’ya	id=g:496406
Severnaya Kel’tma	id=g:496407
Severnaya Griva	id=g:496408
Severnaya Dvina	id=g:496409
Severnaya	id=g:496410
Severnaya	id=g:496411
Severnaya	id=g:496412
Severnaya	id=g:496413
Severnaya	id=g:496414
Skirvytė	id=g:496415
Severnaya	id=g:496416
Severnaya	id=g:496417
Severnaya	id=g:496418
Severka	id=g:496419
Severka	id=g:496420
Severka	id=g:496421
Severin	id=g:496422
Severiki	id=g:496423
Severets	id=g:496424
Severa	id=g:496425
Kolkhoz Sever	id=g:496426
Kolkhoz Sever	id=g:496427
Kolkhoz Sever	id=g:496428
Sever	id=g:496429
Sevenki	id=g:496430
Sevdyuga	id=g:496431
Sevast’yantsevo	id=g:496432
Sevast’yanovskiy	id=g:496433
Sevast’yanovo	id=g:496434
Sevast’yanovo	id=g:496435
Sevost’yanovo	id=g:496436
Sevast’yanovka	id=g:496437
Sevast’yanov	id=g:496438
Sevast’yan-Navolok	id=g:496439
Sevastopol’skiy	id=g:496441
Sevastopol’skaya	id=g:496442
Sevastopol’	id=g:496443
Sevastopol’	id=g:496444
Seval’nikha	id=g:496445
Seval’nev	id=g:496446
Sevadybashevo	id=g:496447
Sevady	id=g:496448
Seva	id=g:496449
Seva	id=g:496450
Sev	id=g:496451
Setyakovo	id=g:496452
Ostanovochnyy Punkt Setun’	id=g:496453
Setun’	id=g:496454
Setun’	id=g:496455
Setun’	id=g:496456
Setukha	id=g:496457
Setraki	id=g:496458
Set’pnëvo	id=g:496459
Setovka	id=g:496460
Setolovo	id=g:496461
Setnoye	id=g:496462
Seymitsa	id=g:496463
Mys Set’navolok	id=g:496464
Setki	id=g:496465
Setkasy	id=g:496466
Setka	id=g:496467
Setka	id=g:496468
Setishche	id=g:496469
Setinka	id=g:496470
Setigory	id=g:496471
Setenëva	id=g:496472
Ses-Yaga	id=g:496473
Sestry	id=g:496474
Sëstry	id=g:496475
Ozero Sestroretskiy Razliv	id=g:496476
Sestroretskiy Rayon	id=g:496477
Sestroretsk	id=g:496478
Sestrinskiy Vtoroy	id=g:496479
Sestrënki	id=g:496480
Sestrënki	id=g:496481
Sestrënki	id=g:496482
Sestrënka	id=g:496483
Sestrënka	id=g:496484
Sestrënka	id=g:496485
Sestra-Yël’	id=g:496486
Sestra	id=g:496487
Sestra	id=g:496488
Sestra	id=g:496489
Sestra	id=g:496490
Sestra	id=g:496491
Sestra	id=g:496492
Sespel’	id=g:496493
Seslav’ye	id=g:496494
Seslavskoye	id=g:496495
Seslavl’	id=g:496496
Seslavino-Vishnevoy	id=g:496497
Seslavino	id=g:496498
Ostrov Seskar	id=g:496499
Mys Sesil’ Kharmsuort	id=g:496500
Stantsiya Seshchinskaya	id=g:496501
Seshcha	id=g:496502
Seshcha	id=g:496503
Serzhonki	id=g:496504
Serzhen'-Yurt	id=g:496505
Serzha	id=g:496506
Serzevo	id=g:496507
Ostrov Seryy	id=g:496508
Ozero Ser’yer-To	id=g:496509
Seryakushi	id=g:496510
Seryakovo	id=g:496511
Seryaki	id=g:496512
Seryaki	id=g:496513
Ozero Seryak	id=g:496514
Serva	id=g:496515
Ozero Serutskoye	id=g:496516
Sertyakino	id=g:496517
Ozero Sertsey	id=g:496518
Sertolovo	id=g:496519
Sertkasy	id=g:496520
Sertin	id=g:496521
Sertil’	id=g:496522
Serteyka	id=g:496523
Serteya	id=g:496524
Serskoye	id=g:496525
Serpukhovskiy Rayon	id=g:496526
Serpukhov	id=g:496527
Serpovoye	id=g:496528
Serpovka	id=g:496529
Serpovka	id=g:496530
Serpokrylovo	id=g:496531
Serpogorskoye	id=g:496532
Serp i Molot	id=g:496533
Serpizhino	id=g:496534
Serpiyevka	id=g:496535
Ostanovochnyy Punkt Serp i Molot	id=g:496536
Kolkhoz Serp i Molot	id=g:496537
Kolkhoz Serp i Molot	id=g:496538
Kolkhoz Serp i Molot	id=g:496539
Serp i Molot	id=g:496540
Serp i Molot	id=g:496541
Serp i Molot	id=g:496542
Serpeysk	id=g:496543
Serpeyka	id=g:496544
Serpeyevskiy	id=g:496545
Serpeyevka	id=g:496546
Serpa-Beze	id=g:496547
Serp	id=g:496548
Serp	id=g:496549
Seroye	id=g:496550
Serovo	id=g:496551
Serovo	id=g:496552
Serovka	id=g:496553
Serovka	id=g:496554
Seromakhi	id=g:496555
Stantsiya Seroglazovo	id=g:496556
Seroglazka	id=g:496557
Stantsiya Sernyye Vody	id=g:496558
Mys Sernyy	id=g:496559
Sernurskiy Rayon	id=g:496560
Sernur	id=g:496561
Ozero Serno-Yarvi	id=g:496562
Sernovodskoye	id=g:496563
Sernovodsk	id=g:496564
Sernovodskiy	id=g:496565
Sernovodskiy	id=g:496566
Stantsiya Sernovodsk	id=g:496567
Sernovodsk	id=g:496568
Gora Sernaya	id=g:496569
Sermyud-Yaga	id=g:496570
Sermyatka	id=g:496571
Sermino	id=g:496572
Sermino	id=g:496573
Surmenëvo	id=g:496574
Serman	id=g:496575
Sermaksa	id=g:496576
Serkovskiy	id=g:496577
Serkovskiy	id=g:496578
Serkovo	id=g:496579
Serkovo	id=g:496580
Serkovo	id=g:496581
Serkovo	id=g:496582
Serkovo	id=g:496583
Serkovo	id=g:496584
Serkovo	id=g:496585
Serkovo	id=g:496586
Serkovo	id=g:496587
Serkovo	id=g:496588
Serkovka	id=g:496589
Serkino	id=g:496590
Serki	id=g:496591
Serkhlovo	id=g:496592
Serka Vtoraya	id=g:496593
Serka Pervaya	id=g:496594
Serizha	id=g:496595
Serino	id=g:496596
Serikovo	id=g:496597
Sergushkino	id=g:496598
Ozero Sergozero	id=g:496599
Ozero Sergozero	id=g:496600
Sergozero	id=g:496601
Sergozerka	id=g:496602
Sergeyevskoye	id=g:496603
Ser’govskiy	id=g:496604
Sergovo	id=g:496605
Sergovo	id=g:496606
Sergovitsy	id=g:496607
Urochishche Sergoruch’ye	id=g:496608
Sergokalinskiy Rayon	id=g:496609
Sergokala	id=g:496610
Sergo-Ivanovskoye	id=g:496611
Stantsiya Sergo-Ivanovskaya	id=g:496612
Sergiyevy-Gorki	id=g:496613
Sergiyevskoye	id=g:496614
Sergiyevskoye	id=g:496615
Sergiyevskoye	id=g:496616
Sergiyevskoye	id=g:496617
Sergiyevo	id=g:496618
Sergiyevskoye	id=g:496619
Sergiyevskoye	id=g:496620
Sergiyevskoye	id=g:496621
Sergiyevskoye	id=g:496622
Sergiyevskoye	id=g:496623
Sergiyevskoye	id=g:496624
Sergiyevskoye	id=g:496625
Sergiyevskoye	id=g:496626
Sergiyevskoye	id=g:496627
Sergiyevskiy Rayon	id=g:496628
Sergiyevskiy Borovok	id=g:496629
Sergiyevskiy	id=g:496630
Sergiyevskiy	id=g:496631
Stantsiya Sergiyev Skit	id=g:496632
Sergiyevskaya	id=g:496633
Sergiyevskaya	id=g:496634
Sergiyevskaya	id=g:496635
Sergiyevskaya	id=g:496636
Sergiyevsk	id=g:496637
Sergiyev Posad	id=g:496638
Sergiyevo-Polivanovo	id=g:496639
Sergiyevo	id=g:496640
Sergiyevo	id=g:496641
Sergiyevo	id=g:496642
Sergiyevo	id=g:496643
Sergiyevo	id=g:496644
Sergiyevka Vtoraya	id=g:496645
Sergiyevka Vtoraya	id=g:496646
Sergiyevka	id=g:496647
Sergiyevka	id=g:496648
Sergiyevka	id=g:496649
Sergiyevka	id=g:496650
Sergiyevka	id=g:496651
Sergiyevka	id=g:496652
Sergiyevka	id=g:496653
Sergiyevka	id=g:496654
Sergiyevka	id=g:496655
Sergiyevka	id=g:496656
Sergiyevka	id=g:496657
Sergiyevka Vtoraya	id=g:496658
Sergiyevka	id=g:496659
Sergiyevka	id=g:496660
Sergeyevka	id=g:496661
Sergiyevka	id=g:496662
Sergiyevka	id=g:496663
Sergiyevka	id=g:496664
Sergiyevka	id=g:496665
Sergiyevka	id=g:496666
Sergiyevka	id=g:496667
Sergiyevka	id=g:496668
Sergiyevka	id=g:496669
Sergiyevskoye	id=g:496670
Sergiy	id=g:496671
Sergiopol’	id=g:496672
Sergintsy	id=g:496673
Sovkhoz Serginskiy	id=g:496674
Kolkhoz Serginskiy	id=g:496675
Sergino	id=g:496676
Ser'gino	id=g:496677
Sergino	id=g:496678
Sergino	id=g:496679
Sergino	id=g:496680
Sergino	id=g:496681
Sergino	id=g:496682
Sergino	id=g:496683
Sergino	id=g:496684
Ozero Sergey-Ty	id=g:496685
Sergeytsevo	id=g:496686
Sergeytsevo	id=g:496687
Sergeytsevo	id=g:496688
Sergeykovo	id=g:496689
Sergeykovo	id=g:496690
Sergiyevskoye	id=g:496691
Sergeyevskoye	id=g:496692
Sergeyevskoye	id=g:496693
Sergeyevskiy	id=g:496694
Sergeyevskiy	id=g:496695
Sergeyevskiy	id=g:496696
Sergeyevskiy	id=g:496697
Sergeyevskaya Baza	id=g:496698
Sergeyevskaya	id=g:496699
Sergeyevskaya	id=g:496700
Sergeyevskaya Vereteya	id=g:496701
Sergeyevskaya	id=g:496702
Sergeyevsk	id=g:496703
Sergeyevo-Shchel’ya	id=g:496704
Sergeyevo-Rzhavka	id=g:496705
Sergeyevo	id=g:496706
Sergeyevo	id=g:496707
Sergeyevo	id=g:496708
Sergeyevo	id=g:496709
Razvaliny Sergeyevo	id=g:496710
Sergeyevo	id=g:496711
Sergeyeva	id=g:496712
Sergeyevo	id=g:496713
Sergeyevo	id=g:496714
Sergeyevo	id=g:496715
Sergeyevo	id=g:496716
Sergeyevo	id=g:496717
Sergeyevo	id=g:496718
Sergeyevo	id=g:496719
Sergeyevo	id=g:496720
Sergeyevo	id=g:496721
Sergeyevo	id=g:496722
Sergeyevo	id=g:496723
Sergeyevo	id=g:496724
Sergeyevo	id=g:496725
Sergeyevo Pervoye	id=g:496726
Sergeyevo	id=g:496727
Sergeyevka Vtoraya	id=g:496728
Sergeyevka Vtoraya	id=g:496729
Sergeyevka Pervaya	id=g:496730
Sergeyevka	id=g:496731
Sergeyevka	id=g:496732
Sergeyevka	id=g:496733
Sergeyevka	id=g:496734
Sergeyevka	id=g:496735
Sergeyevka	id=g:496736
Sergeyevka	id=g:496737
Sergeyevka	id=g:496738
Sergeyevka	id=g:496739
Sergeyevka	id=g:496740
Sergeyevka	id=g:496741
Sergeyevka	id=g:496742
Sergeyevka	id=g:496743
Sergeyevka	id=g:496744
Sergeyevka	id=g:496745
Sergeyevka	id=g:496746
Sergeyevka	id=g:496747
Sergeyevka	id=g:496748
Sergeyevka	id=g:496749
Sergeyevka	id=g:496750
Sergeyevka	id=g:496751
Sergeyevka	id=g:496752
Sergeyevka	id=g:496753
Sergeyevka	id=g:496754
Sergeyevka	id=g:496755
Sergiyevka	id=g:496756
Sergeyevka	id=g:496757
Sergeyevka	id=g:496758
Razvaliny Sergeyevka	id=g:496759
Sergeyevka	id=g:496760
Sergiyevka	id=g:496761
Verkhnyaya Sergeyevka	id=g:496762
Sergeyevka	id=g:496763
Sergiyevka Pervaya	id=g:496764
Sergeyevka	id=g:496765
Sergeyevka	id=g:496766
Sergeyevka	id=g:496767
Sergeyevka	id=g:496768
Sergeyevka	id=g:496769
Sergeyevka	id=g:496770
Sergeyevka	id=g:496771
Sergeyevka	id=g:496772
Sergeyevka	id=g:496773
Matveyevka	id=g:496774
Sergeyevka	id=g:496775
Sergeyevka	id=g:496776
Sergeyevka	id=g:496777
Sergeyevka	id=g:496778
Sergeyevka	id=g:496779
Sergeyevka	id=g:496780
Sergeyevka	id=g:496781
Sergeyevka	id=g:496782
Sergeyevka	id=g:496783
Sergeyevka	id=g:496784
Sergeyevka	id=g:496785
Sergeyevka	id=g:496786
Sergeyevka	id=g:496787
Sergeyevka	id=g:496788
Sergeyevitsa	id=g:496789
Sergeyeva	id=g:496790
Sergeyevo	id=g:496791
Sergeyev	id=g:496792
Sergëvka	id=g:496793
Sergevan’	id=g:496794
Sergeikha	id=g:496795
Sergashinskiy	id=g:496796
Serga Ruchey	id=g:496797
Serganikha	id=g:496798
Sergachskiy Rayon	id=g:496799
Sergachi	id=g:496800
Sergachenki	id=g:496801
Sergach	id=g:496802
Serga	id=g:496803
Urpalanjoki	id=g:496804
Serga	id=g:496805
Serga	id=g:496806
Porog Serezhnyy	id=g:496807
Serëzhino	id=g:496808
Serëzhino	id=g:496809
Serëzhino	id=g:496810
Serezhinka	id=g:496811
Serezhan’	id=g:496812
Stantsiya Serëzha	id=g:496813
Serëzha	id=g:496814
Serëzha	id=g:496815
Sereteno	id=g:496816
Serenskoye	id=g:496817
Sereno-Zavod	id=g:496818
Seren Bor	id=g:496819
Serena	id=g:496820
Serëmukha	id=g:496821
Ozero Seremo	id=g:496822
Ozero Seremo	id=g:496823
Serëgovo	id=g:496824
Serëgovo	id=g:496825
Seregizh	id=g:496826
Serëgin Sad	id=g:496827
Serëgino	id=g:496828
Serëgin	id=g:496829
Ostrov Serëdysh	id=g:496831
Seredskaya	id=g:496832
Ostrov Seredovoy	id=g:496833
Seredokhino	id=g:496834
Seredogoshch’	id=g:496835
Serëdochka	id=g:496836
Serednyaya	id=g:496837
Serednya	id=g:496838
Serednya	id=g:496839
Serednyaya	id=g:496840
Serednikovo	id=g:496841
Serednikovo	id=g:496842
Serednikovo	id=g:496843
Srednik	id=g:496844
Serednik	id=g:496845
Seredneye	id=g:496846
Seredneye	id=g:496847
Sredneye	id=g:496848
Serednëvo	id=g:496849
Serednëvo	id=g:496850
Seredkinskiy	id=g:496851
Serëdkino	id=g:496852
Serëdki	id=g:496853
Serëdka	id=g:496854
Serëdka	id=g:496855
Serëdka	id=g:496856
Serëdka	id=g:496857
Serëdka	id=g:496858
Seredka	id=g:496859
Serëdka	id=g:496860
Seredinskoye	id=g:496861
Seredinskiy	id=g:496862
Seredinovka	id=g:496863
Seredinovka	id=g:496864
Seredinovka	id=g:496865
Seredina	id=g:496866
