Citadellshamnen	id=g:2718385
Bredträsket	id=g:2719375
Bredträsk	id=g:2719376
Bredträsk	id=g:2719377
Bredträsk	id=g:2719378
Bredtjärn	id=g:2719379
Bredtjärn	id=g:2719380
Bredtjärn	id=g:2719381
Bredtjärn	id=g:2719382
Bredtjärn	id=g:2719383
Bredtjärn	id=g:2719384
Bredtjärn	id=g:2719385
Bredtjärn	id=g:2719386
Bredsund	id=g:2719387
Bredstorp	id=g:2719388
Bredstorp	id=g:2719389
Bredstorp	id=g:2719390
Bredskär	id=g:2719391
Bredsjön	id=g:2719392
Bredsjön	id=g:2719393
Bredsjön	id=g:2719394
Bredsjön	id=g:2719395
Bredsjön	id=g:2719396
Bredsjön	id=g:2719397
Bredsjön	id=g:2719398
Bredsjön	id=g:2719399
Bredsjön	id=g:2719400
Bredsjön	id=g:2719401
Bredsjön	id=g:2719402
Bredsjön	id=g:2719403
Bredsjön	id=g:2719404
Bredsjön	id=g:2719405
Bredsjön	id=g:2719406
Bredsjön	id=g:2719407
Bredsjön	id=g:2719408
Bredsjön	id=g:2719409
Bredsjön	id=g:2719410
Bredsjön	id=g:2719411
Bredsjön	id=g:2719412
Bredsjön	id=g:2719413
Bredsjön	id=g:2719414
Bredsjön	id=g:2719415
Bredsjön	id=g:2719416
Bredsjöhöjden	id=g:2719417
Bredsjöhögen	id=g:2719418
Bredsjöberget	id=g:2719419
Bredsjöån	id=g:2719420
Bredsjö	id=g:2719421
Bredsjö	id=g:2719422
Bredshult	id=g:2719423
Bredshult	id=g:2719424
Bredselet	id=g:2719425
Bredselet	id=g:2719426
Bredsele	id=g:2719427
Bredsätra	id=g:2719428
Bredsätra	id=g:2719429
Bredsäter	id=g:2719430
Bredsäter	id=g:2719431
Bredsäter	id=g:2719432
Bredsandsudden	id=g:2719433
Bredsand	id=g:2719434
Bredsand	id=g:2719435
Bredreven	id=g:2719436
Bred-Mylsen	id=g:2719437
Bredmossen	id=g:2719438
Bredmossen	id=g:2719439
Bredmossen	id=g:2719440
Bredmossen	id=g:2719441
Bredmossen	id=g:2719442
Bredmossen	id=g:2719443
Bredlien	id=g:2719444
Bredkärr	id=g:2719445
Bredkälen	id=g:2719446
Bredinge	id=g:2719447
Bredhult	id=g:2719448
Bredhult	id=g:2719449
Bredhult	id=g:2719450
Bredhult	id=g:2719451
Bredhälla	id=g:2719452
Bredgrund	id=g:2719453
Bredgrund	id=g:2719454
Bredgräsberg	id=g:2719455
Bredgräsåsen	id=g:2719456
Bredgården	id=g:2719457
Bredfjället	id=g:2719458
Bredestad	id=g:2719459
Bredene	id=g:2719460
Bredebolet	id=g:2719461
Bredebäckshult	id=g:2719462
Breddarp	id=g:2719463
Bredbysjön	id=g:2719464
Bredbyn	id=g:2719465
Bredbyn	id=g:2719466
Bredbyn	id=g:2719468
Bredbomyren	id=g:2719469
Bredberget	id=g:2719470
Bredbådan	id=g:2719471
Bredbäck	id=g:2719472
Bredaviksudde	id=g:2719473
Bredavik	id=g:2719474
Bredavik	id=g:2719475
Bredåvålarna	id=g:2719476
Bredasund	id=g:2719477
Bredåsjön	id=g:2719478
Bredasjön	id=g:2719479
Bredasjön	id=g:2719480
Bredasjön	id=g:2719481
Bredasjön	id=g:2719482
Bredasjö	id=g:2719483
Bredåsen	id=g:2719484
Bredaryd	id=g:2719485
Bredared	id=g:2719486
Bredared	id=g:2719487
Bredared	id=g:2719488
Bredared	id=g:2719489
Bredånger	id=g:2719490
Bredänge	id=g:2719491
Bredäng	id=g:2719492
Bredäng	id=g:2719493
Bredanäs	id=g:2719494
Bredan	id=g:2719495
Bredalycke	id=g:2719496
Bredal	id=g:2719497
Bredal	id=g:2719498
Bredåkra Kyrka	id=g:2719499
Breda Kråkor	id=g:2719500
Bredåkra	id=g:2719501
Bredåker	id=g:2719502
Bredåker	id=g:2719503
Bredåker	id=g:2719504
Bredahult	id=g:2719505
Bredahorva	id=g:2719506
Bredagölen	id=g:2719507
Breda Gapet	id=g:2719508
Bredabäck	id=g:2719509
Bred	id=g:2719510
Bred	id=g:2719511
Breasen	id=g:2719512
Breås	id=g:2719513
Breared	id=g:2719514
Breared	id=g:2719515
Breanäs	id=g:2719516
Breafall	id=g:2719517
Breabäck	id=g:2719518
Bråxvik	id=g:2719519
Braxträsket	id=g:2719520
Braxträsk	id=g:2719521
Braxstad	id=g:2719522
Braxsjön	id=g:2719523
Bråxnäs	id=g:2719524
Braxnäs	id=g:2719525
Braxetjärn	id=g:2719526
Braxenvik	id=g:2719527
Braxentjärn	id=g:2719528
Braxengölen	id=g:2719529
Braxenbor	id=g:2719530
Braxenbol	id=g:2719531
Braxenån	id=g:2719532
Braxbolet	id=g:2719533
Bråviken	id=g:2719534
Bråvalla	id=g:2719535
Bråvalla	id=g:2719536
Bräunberget	id=g:2719537
Brattskuruberg	id=g:2719538
Brattsjö	id=g:2719539
Brattsbacka	id=g:2719540
Brattsand	id=g:2719541
Brattrikojorna	id=g:2719542
Brattriet	id=g:2719543
Brattorp	id=g:2719544
Brattorp	id=g:2719545
Brattön	id=g:2719546
Brattön	id=g:2719547
Brattön	id=g:2719548
Brattö	id=g:2719549
Brättne	id=g:2719550
Brattmyrberget	id=g:2719551
Brattmon	id=g:2719552
Brattlifjället	id=g:2719553
Brattlidfjället	id=g:2719554
Brattland	id=g:2719555
Bråttjärn	id=g:2719556
Brättingstorp	id=g:2719557
Brättingen	id=g:2719558
Brattiken	id=g:2719559
Brattheden	id=g:2719560
Bratthall	id=g:2719561
Brattforsmo	id=g:2719562
Brattforshyttan	id=g:2719563
Brattforsheden	id=g:2719564
Brattforsheden	id=g:2719565
Brattforsen	id=g:2719566
Brattforsen	id=g:2719567
Brattforsberg	id=g:2719568
Brattfors	id=g:2719569
Brattfors	id=g:2719570
Brattfors	id=g:2719571
Brattfors	id=g:2719572
Brattfors	id=g:2719573
Brattfors	id=g:2719574
Brattfors	id=g:2719575
Brattfjället	id=g:2719576
Brattfallet	id=g:2719577
Brättesvallen	id=g:2719578
Bratterud	id=g:2719579
Bråttensby	id=g:2719580
Bratten	id=g:2719581
Brättehagen	id=g:2719582
Bratteggen	id=g:2719583
Brattefors	id=g:2719584
Bratteby	id=g:2719585
Bratteborg	id=g:2719586
Bratteborg	id=g:2719587
Bratteborg	id=g:2719588
Brattby	id=g:2719589
Brattberget	id=g:2719590
Brattberget	id=g:2719591
Brattberget	id=g:2719592
Brattberget	id=g:2719593
Brattberg	id=g:2719594
Brättberg	id=g:2719595
Brattberg	id=g:2719596
Brattbäckvålen	id=g:2719597
Brattbackstjärn	id=g:2719598
Brattbacksberget	id=g:2719599
Brattbacksån	id=g:2719600
Brattbäcken	id=g:2719601
Brattbacken	id=g:2719602
Brattbäcken	id=g:2719603
Brattbäck	id=g:2719604
Brattåsruet	id=g:2719605
Brattåsholmen	id=g:2719606
Brattåsen	id=g:2719607
Brattåsen	id=g:2719608
Brattåsen	id=g:2719609
Brattåsen	id=g:2719610
Brattåsen	id=g:2719611
Brattåsen	id=g:2719612
Brattåsen	id=g:2719613
Brattåsen	id=g:2719614
Brattås	id=g:2719615
Brattås	id=g:2719616
Brattås	id=g:2719617
Brattås	id=g:2719618
Brattåkersberget	id=g:2719619
Brattåker	id=g:2719620
Brattåker	id=g:2719621
Bråtsjön	id=g:2719622
Bråtö	id=g:2719623
Bråtnäs	id=g:2719624
Bråthöjden	id=g:2719625
Bråthöjden	id=g:2719626
Bråtfall	id=g:2719627
Bråten	id=g:2719628
Bråten	id=g:2719629
Bråten	id=g:2719630
Bråten	id=g:2719631
Bråten	id=g:2719632
Bråten	id=g:2719633
Bråten	id=g:2719634
Bråten	id=g:2719635
Bråten	id=g:2719636
Bråten	id=g:2719637
Bråten	id=g:2719638
Bråten	id=g:2719639
Bråten	id=g:2719640
Bråten	id=g:2719641
Bråten	id=g:2719642
Bråten	id=g:2719643
Bråten	id=g:2719644
Bråten	id=g:2719645
Bråten	id=g:2719646
Bråten	id=g:2719647
Bråten	id=g:2719648
Bråten	id=g:2719649
Bråten	id=g:2719650
Bråtekollserud	id=g:2719651
Bråte	id=g:2719652
Bråtdalsberget	id=g:2719653
Bråtberget	id=g:2719654
Bråtaslätt	id=g:2719655
Bråtasjön	id=g:2719656
Bråtasjön	id=g:2719657
Bråtås	id=g:2719658
Bråtarna	id=g:2719659
Bråtared	id=g:2719660
Bråtåkra	id=g:2719661
Bråtagärde	id=g:2719662
Bråtabron	id=g:2719663
Bråta	id=g:2719664
Bråta	id=g:2719665
Bråta	id=g:2719666
Bråt	id=g:2719667
Bråstorp	id=g:2719668
Brastorp	id=g:2719669
Brastad	id=g:2719670
Brasta	id=g:2719671
Bråsstorp	id=g:2719672
Brassberget	id=g:2719673
Brassberg	id=g:2719674
Brasmerud	id=g:2719675
Braslugnet	id=g:2719676
Braskhult	id=g:2719677
Bräskafors	id=g:2719678
Brasjön	id=g:2719679
Braseröd	id=g:2719680
Brasäter	id=g:2719681
Bråsäter	id=g:2719682
Brårum	id=g:2719683
Brårud	id=g:2719684
Brårud	id=g:2719685
Brantsjön	id=g:2719686
Brantsfjället	id=g:2719687
Brantsbo	id=g:2719688
Bräntlandet	id=g:2719689
Bränt-Kullsjöliden	id=g:2719690
Branthult	id=g:2719691
Branthälla	id=g:2719692
Branthäll	id=g:2719693
Brantevik	id=g:2719694
Brantestad	id=g:2719695
Bränteknuva	id=g:2719696
Branteberg	id=g:2719697
Bräntberget	id=g:2719698
Brantåsen	id=g:2719699
Brantåsa	id=g:2719700
Brantåsa	id=g:2719701
Brantås	id=g:2719702
Brantafors	id=g:2719703
Brånstorp	id=g:2719704
Brånstad	id=g:2719705
Brånsta	id=g:2719706
Brånsta	id=g:2719707
Bränslen	id=g:2719708
Brånserydsjön	id=g:2719709
Branseröd	id=g:2719710
Brånsån	id=g:2719711
Brånö	id=g:2719712
Brännudden	id=g:2719713
Brännudden	id=g:2719714
Brännträsket	id=g:2719715
Bränntorp	id=g:2719716
Bränntorp	id=g:2719717
Bränntorp	id=g:2719718
Bränntorp	id=g:2719719
Bränntorp	id=g:2719720
Bränntjärnliden	id=g:2719721
Bränntjärn	id=g:2719722
Bränntjärn	id=g:2719723
Bränntjärn	id=g:2719724
Bränntjärn	id=g:2719725
Brännslida	id=g:2719726
Brännskär	id=g:2719727
Brännskär	id=g:2719728
Brännsjön	id=g:2719729
Brännsjön	id=g:2719730
Brännsågen	id=g:2719731
Brännön	id=g:2719732
Brännögård	id=g:2719733
Brännogård	id=g:2719734
Brännö	id=g:2719735
Brännö	id=g:2719736
Brännö	id=g:2719737
Brännmyra	id=g:2719738
Brännmossen	id=g:2719739
Brännlyckan	id=g:2719740
Brännlund	id=g:2719741
Brännliden	id=g:2719742
Brännliden	id=g:2719743
Brännliden	id=g:2719744
Brännland	id=g:2719745
Brännland	id=g:2719746
Brännkyrka	id=g:2719747
Brännkullen	id=g:2719748
Brännknölen	id=g:2719749
Brännklumpen	id=g:2719750
Brännklitten	id=g:2719751
Brännkärr	id=g:2719752
Bränningshöjden	id=g:2719753
Bränningshöjden	id=g:2719754
Bränningshöjden	id=g:2719755
Bränningestrand	id=g:2719756
Bränningen	id=g:2719757
Bränningeberg	id=g:2719758
Bränninge	id=g:2719759
Bränninge	id=g:2719760
Brännhult	id=g:2719761
Brånnholmen	id=g:2719762
Brånnholme	id=g:2719763
Brännforssund	id=g:2719764
Brännforsliden	id=g:2719765
Brännfors	id=g:2719766
Brännfors	id=g:2719767
Brännflåten	id=g:2719768
Brännestaden	id=g:2719769
Brånnestad	id=g:2719770
Brånnestad	id=g:2719771
Brännestad	id=g:2719772
Brännered	id=g:2719773
Brännemossen	id=g:2719774
Brännemo	id=g:2719775
Brännelund	id=g:2719776
Bränn-Ekeby	id=g:2719777
Brännehylte	id=g:2719778
Brännefjäll	id=g:2719779
Branneby	id=g:2719780
Brännebrona	id=g:2719781
Brannebrona	id=g:2719782
Brännebro	id=g:2719783
Brannebol	id=g:2719784
Brännebo	id=g:2719785
Bränneberg	id=g:2719786
Bränneberg	id=g:2719787
Bränneberg	id=g:2719788
Brännebacken	id=g:2719789
Brännebacken	id=g:2719790
Brännebacka	id=g:2719791
Bränne	id=g:2719792
Bränne	id=g:2719793
Bränndalsbodarna	id=g:2719794
Brännbyn	id=g:2719795
Brännberget	id=g:2719796
Brännberget	id=g:2719797
Brännberget	id=g:2719798
Brännberget	id=g:2719799
Brännberget	id=g:2719800
Brännberget	id=g:2719801
Brännberget	id=g:2719802
Brännberget	id=g:2719803
Brännberg	id=g:2719804
Brännberg	id=g:2719805
Brännberg	id=g:2719806
Brännäsudden	id=g:2719807
Brännåsen	id=g:2719808
Brännåsen	id=g:2719809
Brännåsen	id=g:2719810
Brännäs	id=g:2719811
Brännäs	id=g:2719812
Brännås	id=g:2719813
Brannäs	id=g:2719814
Brännarp	id=g:2719815
Brännarp	id=g:2719816
Brännared	id=g:2719817
Brännarebygd	id=g:2719818
Brännan	id=g:2719819
Brännan	id=g:2719820
Brännan	id=g:2719821
Brännan	id=g:2719822
Brännan	id=g:2719823
Brännan	id=g:2719824
Brännan	id=g:2719825
Brännan	id=g:2719826
Brännamåla	id=g:2719827
Brännamåla	id=g:2719828
Brännåker	id=g:2719829
Brannaberg	id=g:2719830
Bränna	id=g:2719831
Bränna	id=g:2719832
Bränna	id=g:2719833
Bränna	id=g:2719834
Bränna	id=g:2719835
Bränna	id=g:2719836
Bränna	id=g:2719837
Bränna	id=g:2719838
Bränna	id=g:2719839
Bränna	id=g:2719840
Bränna	id=g:2719841
Brånhult	id=g:2719842
Brånhult	id=g:2719843
Brånhult	id=g:2719844
Brängen	id=g:2719845
Brånet	id=g:2719846
Brånestad	id=g:2719847
Bråneryd	id=g:2719848
Brånefall	id=g:2719849
Bråne	id=g:2719850
Bråne	id=g:2719851
Brandtorn	id=g:2719852
Brandtorn	id=g:2719853
Brandtjäl	id=g:2719854
Brandstorp	id=g:2719855
Brandstorp	id=g:2719856
Brandstorp	id=g:2719857
Brandstorp	id=g:2719858
Brandstorp	id=g:2719859
Brandstorp	id=g:2719860
Brandstaholm	id=g:2719861
Brandstad	id=g:2719862
Brandsöl	id=g:2719863
Brandsnäs	id=g:2719864
Brandsmo	id=g:2719865
Brandskog	id=g:2719866
Brändskog	id=g:2719867
Brandskärgården	id=g:2719868
Brändsjön	id=g:2719869
Brandsjön	id=g:2719870
Brandsjöhult	id=g:2719871
Brandshult	id=g:2719872
Brandsfjorden	id=g:2719873
Brandsbol	id=g:2719874
Brandsbol	id=g:2719875
Brandsbol	id=g:2719876
Brandsbol	id=g:2719877
Brandsbo	id=g:2719878
Brandsberga	id=g:2719879
Brändön	id=g:2719880
Brändö	id=g:2719881
Brandmyr	id=g:2719882
Brändliden	id=g:2719883
Brändklumpen	id=g:2719884
Brandholmssund	id=g:2719885
Brandfjärden	id=g:2719886
Brändetorp	id=g:2719887
Bränderyd	id=g:2719888
Bränderås	id=g:2719889
Bränden	id=g:2719890
Brändekulla	id=g:2719892
Brändeborgsfjord	id=g:2719893
Brändeborg	id=g:2719894
Brandeborg	id=g:2719895
Brändebo	id=g:2719896
Brändebo	id=g:2719897
Brändbo	id=g:2719898
Brändbo	id=g:2719899
Brandbo	id=g:2719900
Brandbergsåsen	id=g:2719901
Brandberget	id=g:2719902
Brandberget	id=g:2719903
Brandberget	id=g:2719904
Brändberget	id=g:2719905
Brändberget	id=g:2719906
Brändåsen	id=g:2719907
Brändåsen	id=g:2719908
Brandänge	id=g:2719909
Brändäng	id=g:2719910
Brändan	id=g:2719911
Brändan	id=g:2719912
Brändan	id=g:2719913
Brändamåla	id=g:2719914
Brandalsund	id=g:2719915
Brandalssund	id=g:2719916
Brandala	id=g:2719917
Brandåkersudd	id=g:2719918
Brändahall	id=g:2719919
Brändaberg	id=g:2719920
Brånberget	id=g:2719921
Brånberg	id=g:2719922
Brånberg	id=g:2719923
Branåsen	id=g:2719924
Branäs	id=g:2719925
Brånäs	id=g:2719926
Branäs	id=g:2719927
Brånäs	id=g:2719928
Brånarna	id=g:2719929
Brånarna	id=g:2719930
Brånäng	id=g:2719931
Brånändan	id=g:2719932
Brånan	id=g:2719933
Brånalt	id=g:2719934
Brånaliden	id=g:2719935
Brånaliden	id=g:2719936
Brånahult	id=g:2719937
Brånaberget	id=g:2719938
Brånaberget	id=g:2719939
Brånaberget	id=g:2719940
Brånaberg	id=g:2719941
Brana	id=g:2719942
Bråna	id=g:2719943
Bråna	id=g:2719944
Bråna	id=g:2719945
Bråna	id=g:2719946
Bråna	id=g:2719947
Brån	id=g:2719948
Bramstorp	id=g:2719949
Bramstorp	id=g:2719950
Bramstorp	id=g:2719951
Bramsön	id=g:2719952
Bramsöfjärden	id=g:2719953
Brämskär	id=g:2719954
Brämösundet	id=g:2719955
Brämön	id=g:2719956
Brämmesås	id=g:2719957
Brammåsen	id=g:2719958
Brämhult	id=g:2719959
Bråmåbo	id=g:2719960
Brålanda	id=g:2719961
Bråland	id=g:2719962
Bråland	id=g:2719963
Bråland	id=g:2719964
Bräkne-Hoby	id=g:2719965
Bräkneån	id=g:2719966
Brakkfjället	id=g:2719967
Brakkfjället	id=g:2719968
Bräkesås	id=g:2719969
Bräkentorpasjön	id=g:2719970
Bräkentorp	id=g:2719971
Brakarebol	id=g:2719972
Bräkarberg	id=g:2719973
Brajaure	id=g:2719974
Bräiratjåkke	id=g:2719975
Bråhult	id=g:2719976
Bråhovda	id=g:2719977
Brahehus	id=g:2719978
Brahegård	id=g:2719979
Braheberg	id=g:2719980
Brahälla	id=g:2719981
Bragnum	id=g:2719982
Bragnum	id=g:2719983
Bragnum	id=g:2719984
Bragnum	id=g:2719985
Bragdebo	id=g:2719986
Brågarp	id=g:2719987
Bråfors	id=g:2719988
Bråfall	id=g:2719989
Brådom	id=g:2719990
Brådal	id=g:2719991
Bräckvallen	id=g:2719992
Bräcksta	id=g:2719993
Bräcksta	id=g:2719994
Bracksjöberget	id=g:2719995
Bracksele	id=g:2719996
Brackköping	id=g:2719997
Bräcketorp	id=g:2719998
Bräcketjärn	id=g:2719999
Bräcke Kommun	id=g:2720000
Bräckefjärden	id=g:2720001
Bräcke	id=g:2720002
Bräcke	id=g:2720003
Bräcke	id=g:2720004
Bräcke	id=g:2720005
Bräcke	id=g:2720006
Bräcke	id=g:2720007
Bräcke	id=g:2720008
Bräcke	id=g:2720009
Bräcke	id=g:2720010
Bräcke	id=g:2720011
Bräcke	id=g:2720012
Bräcke	id=g:2720013
Bräcke	id=g:2720014
Bräcke	id=g:2720015
Bräckavik	id=g:2720016
Bräckås	id=g:2720017
Bräckan	id=g:2720018
Bräckan	id=g:2720019
Bräckan	id=g:2720020
Bräckan	id=g:2720021
Bråborg	id=g:2720022
Bråbodamosse	id=g:2720023
Bråbo	id=g:2720024
Braberg	id=g:2720025
Bråbacka	id=g:2720026
Braåsen	id=g:2720027
Braås	id=g:2720028
Braås	id=g:2720029
Bråarpssjön	id=g:2720030
Bråån	id=g:2720031
Boxviks Kile	id=g:2720032
Boxvike Vette	id=g:2720033
Boxtorp	id=g:2720034
Boxhult	id=g:2720035
Boxholms Kommun	id=g:2720036
Boxholm	id=g:2720037
Boxholm	id=g:2720038
Boxefall	id=g:2720039
Boxbotjärn	id=g:2720040
Boxbol	id=g:2720041
Bovrången	id=g:2720042
Bovikstorp	id=g:2720043
Bovikshöjden	id=g:2720044
Boviksfjärden	id=g:2720045
Boviksfjärden	id=g:2720046
Boviken	id=g:2720047
Boviken	id=g:2720048
Boviken	id=g:2720049
Boviken	id=g:2720050
Boviken	id=g:2720051
Bovik	id=g:2720052
Bovik	id=g:2720053
Bovik	id=g:2720054
Boviggen	id=g:2720055
Bovattnet	id=g:2720056
Bovallstrand	id=g:2720057
Bovallen	id=g:2720058
Bovallen	id=g:2720059
Bovallen	id=g:2720060
Bovallarna	id=g:2720061
Bourreastjahke	id=g:2720062
Boudden	id=g:2720063
Botvide	id=g:2720064
Botvide	id=g:2720065
Botveskär	id=g:2720066
Botvaldavik	id=g:2720067
Botvalda	id=g:2720068
Botvalda	id=g:2720069
Botungen	id=g:2720070
Bottorp	id=g:2720071
Bottorp	id=g:2720072
Böttö	id=g:2720073
Bottner	id=g:2720074
Bottnen	id=g:2720075
Bottnefjorden	id=g:2720076
Böttnebo	id=g:2720077
Bottnaryd	id=g:2720078
Bottnanstorp	id=g:2720079
Bottnansmåla	id=g:2720080
Bottnane	id=g:2720081
Bottna	id=g:2720082
Bottna	id=g:2720083
Bottna	id=g:2720084
Bottjärn	id=g:2720085
Böttestadtorp	id=g:2720086
Böttestad	id=g:2720087
Bötterum	id=g:2720088
Bottenviken	id=g:2720089
Bottensjön	id=g:2720090
Bottensjön	id=g:2720091
Bottenholmen	id=g:2720092
Bottenfjärden	id=g:2720093
Bottenbo	id=g:2720094
Bottenån	id=g:2720095
Botten	id=g:2720096
Botten	id=g:2720097
Botten	id=g:2720098
Botten	id=g:2720099
Bottebo	id=g:2720100
Bottberget	id=g:2720101
Bötsle	id=g:2720102
Bötsjön	id=g:2720103
Botorpstrom	id=g:2720104
Botorp	id=g:2720105
Botorp	id=g:2720106
Botorp	id=g:2720107
Botorp	id=g:2720108
Botorp	id=g:2720109
Botorp	id=g:2720110
Botmossen	id=g:2720111
Botlöt	id=g:2720112
Botleholme	id=g:2720113
Botkyrka Kommun	id=g:2720114
Botkyrka	id=g:2720115
Botjärn	id=g:2720116
Botjärn	id=g:2720117
Botjärn	id=g:2720118
Botjärn	id=g:2720119
Botjärn	id=g:2720120
Botjärn	id=g:2720121
Bötinge	id=g:2720122
Botiltorp	id=g:2720123
Botilsäter	id=g:2720124
Botillelund	id=g:2720125
Botillabo	id=g:2720126
Botildenlund	id=g:2720127
Botilarp	id=g:2720128
Böthölsberg	id=g:2720129
Botholmsvik	id=g:2720130
Bötholen	id=g:2720131
Botgärde	id=g:2720132
Botestorp	id=g:2720133
Boteryd	id=g:2720134
Boterstena	id=g:2720135
Boters	id=g:2720136
Boteredssjön	id=g:2720137
Botentorp	id=g:2720138
Boten	id=g:2720139
Bötelsforsen	id=g:2720140
Botelnäset	id=g:2720141
Boteå	id=g:2720142
Botberget	id=g:2720143
Botbergen	id=g:2720144
Botberga	id=g:2720145
Botbenning	id=g:2720146
Botasjö	id=g:2720147
Botåsen	id=g:2720148
Botarve	id=g:2720149
Botarve	id=g:2720150
Botaren	id=g:2720151
Botarbo	id=g:2720152
Bötån	id=g:2720153
Botamåla	id=g:2720154
Botalbäck	id=g:2720155
Böta Kvarn	id=g:2720156
Botåker	id=g:2720157
Botäckt	id=g:2720158
Bötåberget	id=g:2720159
Botaån	id=g:2720160
Böta	id=g:2720161
Bosundet	id=g:2720162
Bostorp	id=g:2720163
Bostorp	id=g:2720164
Bostorp	id=g:2720165
Bostorp	id=g:2720166
Bösteshult	id=g:2720167
Bostebygd	id=g:2720168
Böstebol	id=g:2720169
Böste	id=g:2720170
Bostället	id=g:2720171
Bostället	id=g:2720172
Bösta	id=g:2720173
Bossmåla	id=g:2720174
Bösslan	id=g:2720175
Bössjövarden	id=g:2720176
Bössjön	id=g:2720177
Bössjarp	id=g:2720178
Bösshult	id=g:2720179
Bossgården	id=g:2720180
Bössgård	id=g:2720181
Bosselberg	id=g:2720182
Bosselberg	id=g:2720183
Bosseldal	id=g:2720184
Bössbo	id=g:2720185
Bössarviken	id=g:2720186
Bossarby	id=g:2720187
Bosön	id=g:2720188
Bosöfjärden	id=g:2720189
Bösö	id=g:2720190
Boslätten	id=g:2720191
Boskvarnasjön	id=g:2720192
Boskvarn	id=g:2720193
Boskulla	id=g:2720194
Bosknösen	id=g:2720195
Böskestorp	id=g:2720196
Böske	id=g:2720197
Boskär	id=g:2720198
Boskapsön	id=g:2720199
Bosjön	id=g:2720200
Bosjön	id=g:2720201
Bosjön	id=g:2720202
Bosjön	id=g:2720203
Bosjön	id=g:2720204
Bosjön	id=g:2720205
Bosjön	id=g:2720206
Bosjön	id=g:2720207
Bosjön	id=g:2720208
Bösjön	id=g:2720209
Bosjön	id=g:2720210
Bosjön	id=g:2720211
Bosjön	id=g:2720212
Bosjön	id=g:2720213
Bosjön	id=g:2720214
Bosjökloster	id=g:2720215
Böshult	id=g:2720216
Bosgården	id=g:2720217
Bosgården	id=g:2720218
Bosgården	id=g:2720219
Bosgården	id=g:2720220
Bosgården	id=g:2720221
Bosgården	id=g:2720222
Bosgård	id=g:2720223
Bosgård	id=g:2720224
Bosgård	id=g:2720225
Bosgård	id=g:2720226
Bosgård	id=g:2720227
Bosgård	id=g:2720228
Bosebyn	id=g:2720229
Bosebyn	id=g:2720230
Bosebygd	id=g:2720231
Bosebo	id=g:2720232
Bösebo	id=g:2720233
Bosebo	id=g:2720234
Bösebo	id=g:2720235
Boseberget	id=g:2720236
Boseberg	id=g:2720237
Bosberg	id=g:2720238
Bosatorp	id=g:2720239
Bosaryd	id=g:2720240
Bosaryd	id=g:2720241
Bosarve	id=g:2720242
Bosarpasjön	id=g:2720243
Bosarp	id=g:2720244
Bösarp	id=g:2720245
Bosarp	id=g:2720246
Bosarp	id=g:2720247
Bösarp	id=g:2720248
Bosarp	id=g:2720249
Bösarp	id=g:2720250
Bösarp	id=g:2720251
Bosarp	id=g:2720252
Bosarp	id=g:2720253
Bosarp	id=g:2720254
Bosared	id=g:2720255
Bosand	id=g:2720256
Bosån	id=g:2720257
Bösalt	id=g:2720258
Bösakulla	id=g:2720259
Borydsjön	id=g:2720260
Boryd	id=g:2720261
Borup	id=g:2720262
Borum	id=g:2720263
Bortomta	id=g:2720264
Börtnan	id=g:2720265
Bortjärn	id=g:2720266
Börtingberget	id=g:2720267
Börtingberg	id=g:2720268
Börtebohult	id=g:2720269
Börtberget	id=g:2720270
Bortberg	id=g:2720271
Bortan	id=g:2720272
Börta	id=g:2720273
Borstträsket	id=g:2720274
Borstträskberget	id=g:2720275
Borstrulla	id=g:2720276
Börstorpsviken	id=g:2720277
Börstorp	id=g:2720278
Börstorp	id=g:2720279
Börstorp	id=g:2720280
Börstorp	id=g:2720281
Borstingen	id=g:2720282
Börstil	id=g:2720283
Börstig	id=g:2720284
Borsthult	id=g:2720285
Borsten	id=g:2720286
Borstbäcken	id=g:2720287
Borstån	id=g:2720288
Borstahusen	id=g:2720289
Börstad	id=g:2720290
Börstad	id=g:2720291
Börsta	id=g:2720292
Borssjön	id=g:2720293
Borsöknasjön	id=g:2720294
Borsökna	id=g:2720295
Borsö	id=g:2720296
Borsö	id=g:2720297
Borsnäs	id=g:2720298
Borsna	id=g:2720299
Börslycke	id=g:2720300
Börsle	id=g:2720301
Borshult	id=g:2720302
Börshult	id=g:2720303
Börshult	id=g:2720304
Börshult	id=g:2720305
Borshorva	id=g:2720306
Börsflåg	id=g:2720307
Börseryd	id=g:2720308
Borserud	id=g:2720309
Börsen	id=g:2720310
Börselidshöjden	id=g:2720311
Börsebo	id=g:2720312
Börsebo	id=g:2720313
Börsebo	id=g:2720314
Borsbo	id=g:2720315
Borsaskögle	id=g:2720316
Börsås	id=g:2720317
Börsås	id=g:2720318
Borsänget	id=g:2720319
Borsån	id=g:2720320
Börrum	id=g:2720321
Borrud	id=g:2720322
Borrsjön	id=g:2720323
Borrsjön	id=g:2720324
Borrsjön	id=g:2720325
Borrsjöån	id=g:2720326
Borrsjö	id=g:2720327
Borrlövsta	id=g:2720328
Börringesjön	id=g:2720329
Börringekloster	id=g:2720330
Börringe	id=g:2720331
Borringe	id=g:2720332
Borrie	id=g:2720333
Borrholmen	id=g:2720334
Borrestad	id=g:2720335
Borred	id=g:2720336
Borreboda	id=g:2720337
Borreboda	id=g:2720338
Borrby Strandbad	id=g:2720339
Borrbygård	id=g:2720340
Borrby	id=g:2720341
Borrberget	id=g:2720342
