Poisevo	id=g:507640
Nizhneukanskiy	id=g:508554
Pochinok-Kuchuk	id=g:508555
Pochinok Kom	id=g:508556
Khokhlovo	id=g:508557
Pochinok	id=g:508558
Pochinok-Bybyt’	id=g:508559
Pochinok-Bolotov	id=g:508560
Pochinok-Aleshok	id=g:508561
Pochinok Aleksandrovskiy	id=g:508562
Pochinok	id=g:508563
Pochinok	id=g:508564
Pochinok	id=g:508565
Pochinok	id=g:508566
Pochinok	id=g:508567
Pochinok	id=g:508568
Pochinok	id=g:508569
Pochinok	id=g:508570
Pochinok	id=g:508571
Pochinok	id=g:508572
Pochinok	id=g:508573
Pochinok	id=g:508574
Pochinok	id=g:508575
Pochinok	id=g:508576
Pochinok	id=g:508577
Pochinok	id=g:508578
Pochinok	id=g:508579
Pochinok	id=g:508580
Pochinok	id=g:508581
Pochinok	id=g:508582
Pochinok	id=g:508583
Urochishche Pochinki	id=g:508584
Pochinok	id=g:508585
Pochinok	id=g:508586
Pochinok	id=g:508587
Pochinok	id=g:508588
Pochinok	id=g:508589
Pochinok	id=g:508590
Pochinok	id=g:508591
Pochinok	id=g:508592
Pochinok	id=g:508593
Pochinok	id=g:508594
Pochinok	id=g:508595
Pochinok	id=g:508596
Pochinok	id=g:508597
Pochinok	id=g:508598
Pochinok	id=g:508599
Pochinok	id=g:508600
Pochinok	id=g:508601
Pochinok	id=g:508602
Pochinok	id=g:508603
Pochinok	id=g:508604
Pochinok	id=g:508605
Pochinok	id=g:508606
Pochinok	id=g:508607
Pochinok	id=g:508608
Pochinok	id=g:508609
Pochinnyy	id=g:508610
Pochinnaya Sopka	id=g:508611
Pochinkovskiy Rayon	id=g:508612
Pochinkovskiy Rayon	id=g:508613
Pochinok-Ineli	id=g:508614
Pochinki	id=g:508616
Pochinki	id=g:508617
Pochinok	id=g:508618
Pochinki	id=g:508619
Pochinok	id=g:508620
Pochinki	id=g:508621
Pochinki	id=g:508622
Pochinki	id=g:508623
Pochinki	id=g:508624
Pochinki	id=g:508625
Pochinki	id=g:508626
Pochinki	id=g:508627
Pochinki	id=g:508628
Pochinki	id=g:508629
Pochinki	id=g:508630
Pochinki	id=g:508631
Pochinki	id=g:508632
Pochinki	id=g:508633
Pochinki	id=g:508634
Pochinki	id=g:508635
Pochinki	id=g:508636
Pochinki	id=g:508637
Pochinki	id=g:508638
Pochinnikovo	id=g:508639
Pochinino	id=g:508640
Pochinichi	id=g:508641
Pochezer’ye	id=g:508642
Pochezërskaya	id=g:508643
Pocheshur	id=g:508644
Pochernyayevo	id=g:508645
Pochernyayevo	id=g:508646
Pochepskoye	id=g:508647
Pochepskiy Rayon	id=g:508648
Pochepok	id=g:508649
Pochepnoye	id=g:508650
Pochepalovo	id=g:508651
Pochëp	id=g:508652
Pochëp	id=g:508653
Pochëp	id=g:508654
Pochëp	id=g:508655
Pochëp	id=g:508656
Pochenicheno	id=g:508657
Pachoga	id=g:508658
Pochayevo	id=g:508659
Pochayevo	id=g:508660
Pochayevo	id=g:508661
Pochayevka	id=g:508662
Pochap	id=g:508663
Pochap	id=g:508664
Ozero Pocha	id=g:508665
Pocha	id=g:508666
Pocha	id=g:508667
Pocha	id=g:508668
Pocha	id=g:508669
Pobuzh	id=g:508670
Pobozheyevka	id=g:508671
Poboyki	id=g:508672
Poboyka	id=g:508673
Poboishnya	id=g:508674
Poboishche	id=g:508675
Poboishche	id=g:508676
Poboishche	id=g:508677
Pobochnoye	id=g:508678
Pobochiy	id=g:508679
Pobezhalovo	id=g:508680
Poberezh’ye	id=g:508681
Pobegaylovka	id=g:508682
Ozero Pobednoye	id=g:508683
Pobednoye	id=g:508684
Pobeditel’	id=g:508685
Pobedinskaya	id=g:508686
Pobedino	id=g:508687
Pobedino	id=g:508688
Pobedilovo	id=g:508689
Pobedikha	id=g:508690
Pobeda Oktyabrya	id=g:508691
Pobeda	id=g:508692
Sovkhoz Pobeda	id=g:508693
Sovkhoz Pobeda	id=g:508694
Pobeda Kolkhoz	id=g:508695
Pobeda Kolkhoz	id=g:508696
Kolkhoz Pobeda	id=g:508697
Pobeda Kolkhoz	id=g:508698
Kolkhoz Pobeda	id=g:508699
Kolkhoz Pobeda	id=g:508700
Kolkhoz Pobeda	id=g:508701
Kolkhoz Pobeda	id=g:508702
Kolkhoz Pobeda	id=g:508703
Kolkhoz Pobeda	id=g:508704
Kolkhoz Pobeda	id=g:508705
Kolkhoz Pobeda	id=g:508706
Kolkhoz Pobeda	id=g:508707
Kolkhoz Pobeda	id=g:508708
Kolkhoz Pobeda	id=g:508709
Kolkhoz Pobeda	id=g:508710
Pobeda	id=g:508711
Pobeda	id=g:508712
Pobeda	id=g:508713
Pobeda	id=g:508714
Pobeda	id=g:508715
Pobeda	id=g:508716
Pobeda	id=g:508717
Pobeda	id=g:508718
Pobeda	id=g:508719
Bozhedarovka	id=g:508720
Pobeda	id=g:508721
Pobeda	id=g:508722
Pobeda	id=g:508723
Pobeda	id=g:508724
Pobeda	id=g:508725
Pobeda	id=g:508726
Pobeda	id=g:508727
Pobeda	id=g:508728
Pobeda	id=g:508729
Pobeda	id=g:508730
Pnevskoye Boloto	id=g:508731
Pnëvo	id=g:508732
Rybzavod Pnëvo	id=g:508733
Pnëvo	id=g:508734
Pnëvo	id=g:508735
Pnëvo	id=g:508736
Pnëvo	id=g:508737
Pnëvna	id=g:508738
Pnëvka	id=g:508739
Pnëva	id=g:508740
Plyustovka	id=g:508741
Plyussa	id=g:508742
Plyussa	id=g:508743
Plyusninskoye	id=g:508744
Plyuskovo	id=g:508745
Plyuskovo	id=g:508746
Plyuskovo	id=g:508747
Plyushevo	id=g:508748
Plyushchiny	id=g:508749
Stantsiya Plyushchëvo	id=g:508750
Ryazanskiy	id=g:508751
Plyushchëvo	id=g:508752
Plyushchëvo	id=g:508753
Plyushchëvo	id=g:508754
Plyushchëvo	id=g:508755
Plyushchëvo	id=g:508756
Plyushchany	id=g:508757
Plyusa	id=g:508758
Plyukhino	id=g:508759
Plyasyni	id=g:508760
Plyasovo-Yurasovo	id=g:508761
Plyasovo-Snezhkovo	id=g:508762
Plyasovatka	id=g:508763
Gora Plyakho	id=g:508764
Pluzhkovo	id=g:508765
Pluttsy	id=g:508766
Plutno	id=g:508767
Plutna	id=g:508768
Plutino	id=g:508769
Plugozëm	id=g:508770
Stantsiya Ploty	id=g:508771
Ploty	id=g:508772
Ploty	id=g:508773
Plota	id=g:508774
Plotvyanka	id=g:508775
Ozero Plotvitsa	id=g:508776
Ozero Plotva	id=g:508777
Plotskoye	id=g:508778
Plotskoye	id=g:508779
Plotsko-Bukreyevka	id=g:508780
Plotskinino	id=g:508781
Plotskaya	id=g:508782
Plotovka	id=g:508783
Plotovinka	id=g:508784
Plotovets	id=g:508785
Plotno-Pushkarskaya Sloboda	id=g:508786
Plotnitskiy	id=g:508787
Plotnikov Vtoroy	id=g:508788
Plotnikov Pervyy	id=g:508789
Plotnikovo	id=g:508790
Plotnikovo	id=g:508791
Plotnikova Gorka	id=g:508792
Plotnikov	id=g:508793
Plotniki	id=g:508794
Plotniki	id=g:508795
Plotki	id=g:508796
Plotki	id=g:508797
Plotki	id=g:508798
Plotka	id=g:508799
Zabeynovskaya	id=g:508800
Plotitsino Vtoroye	id=g:508801
Plotitsino Pervoye	id=g:508802
Plotitsino	id=g:508803
Ozero Plotichno	id=g:508804
Plotichno	id=g:508805
Plotina	id=g:508806
Plotinka	id=g:508807
Plotinka	id=g:508808
Plotina	id=g:508809
Plotina	id=g:508810
Plotich’ye	id=g:508811
Plotich’ya	id=g:508812
Ozero Plotichnoye	id=g:508813
Plotichno	id=g:508814
Plotichno	id=g:508815
Plotichno	id=g:508816
Plotbishche	id=g:508817
Plotavtsevo	id=g:508818
Plotavo-Tolstoye	id=g:508819
Plotavka	id=g:508820
Plotavets	id=g:508821
Plotavets	id=g:508822
Plotavets	id=g:508823
Plotavets	id=g:508824
Plotavets	id=g:508825
Plotava	id=g:508826
Plotava	id=g:508827
Plota	id=g:508828
Plota	id=g:508829
Plota	id=g:508830
Ploskoye	id=g:508831
Ploskoye	id=g:508832
Plosskiy	id=g:508833
Plosskaya	id=g:508834
Ploskusha	id=g:508835
Ploskusha	id=g:508836
Ploskozero	id=g:508837
Ploskoye Vtoroye	id=g:508838
Ploskoye Pervoye	id=g:508839
Ozero Plotskoye	id=g:508840
Ploskoye	id=g:508841
Ploskoye	id=g:508842
Ploskoye	id=g:508843
Ploskoye	id=g:508844
Ploskoye	id=g:508845
Ploskoye	id=g:508846
Ploskoye	id=g:508847
Ploskoye	id=g:508848
Ploskoye	id=g:508849
Ploskoye	id=g:508850
Ploskoye	id=g:508851
Ploskoye	id=g:508852
Ploskoye	id=g:508853
Ploskoye	id=g:508854
Ploskoye	id=g:508855
Ploskoye	id=g:508856
Ploskoye	id=g:508857
Ploskaya	id=g:508858
Ploskoye	id=g:508859
Ploskoye	id=g:508860
Ploskoye	id=g:508861
Ploskoye	id=g:508862
Ploskoye	id=g:508863
Ploskoye	id=g:508864
Ploskoye	id=g:508865
Ploskoye Vtoroye	id=g:508866
Ploskoye	id=g:508867
Ploskovo	id=g:508868
Ploskovo	id=g:508869
Ploskovo	id=g:508870
Ploskovo	id=g:508871
Ploskovo	id=g:508872
Ploskovo	id=g:508873
Ploskovo	id=g:508874
Ploskovo	id=g:508875
Ploskovo	id=g:508876
Ploskovo	id=g:508877
Ploskovo	id=g:508878
Ploskovo	id=g:508879
Ploskovo	id=g:508880
Ploskovo	id=g:508881
Ploskovo	id=g:508882
Ploskovo	id=g:508883
Ploskovo	id=g:508884
Ploskovo	id=g:508885
Ploskovo	id=g:508886
Ploskosh’	id=g:508887
Ploskoparamonova	id=g:508888
Ploskiy Ruchey	id=g:508889
Ostrov Ploskiy Progonnyy	id=g:508890
Gora Ploskiye-Tundry	id=g:508891
Ploskiye Nivy	id=g:508892
Ploskiy Bor	id=g:508893
Ostrov Ploskiy	id=g:508894
Ostrov Ploskiy	id=g:508895
Ostrov Ploskiy	id=g:508896
Ostrov Ploskiy	id=g:508897
Ostrov Ploskiy Gorelyy	id=g:508898
Ploskiy	id=g:508899
Ploskiy	id=g:508900
Plaksino	id=g:508901
Russkiye Ploski	id=g:508902
Ploski	id=g:508903
Ploski	id=g:508904
Ploskaya Vershina	id=g:508905
Ploskaya Kuz’minka	id=g:508906
Ploskaya Dubrava	id=g:508907
Stantsiya Ploskaya	id=g:508908
Gora Ploskaya	id=g:508909
Ploskaya	id=g:508910
Ploskaya	id=g:508911
Ploskaya	id=g:508912
Ploskaya	id=g:508913
Ploskaya	id=g:508914
Ploskaya	id=g:508915
Ploskaya	id=g:508916
Ploskaya	id=g:508917
Ploskaya	id=g:508918
Ploskaya	id=g:508919
Ploska	id=g:508920
Ploska	id=g:508921
Ploshchad’	id=g:508922
Ploshcha	id=g:508923
Plokhovo	id=g:508924
Plody	id=g:508925
Plodovoye	id=g:508926
Plodovoye	id=g:508927
Plodovitoye	id=g:508928
Plodorodnyy	id=g:508929
Plodorodnoye	id=g:508930
Sovkhoz Plodopitomnik	id=g:508931
Stantsiya Pliyevo	id=g:508932
Pliyevskiy Gorodskiy Okrug	id=g:508933
Poluostrov Plitnyakovyy	id=g:508934
Stantsiya Plitnyaki	id=g:508935
Plissy	id=g:508936
Plisseyevo	id=g:508937
Plisino	id=g:508938
Plishkintsy	id=g:508939
Plishkino	id=g:508940
Plishkino	id=g:508941
Plishkino	id=g:508942
Plishkino	id=g:508943
Plishkino	id=g:508944
Plishki	id=g:508945
Plishkari	id=g:508946
Plintovka	id=g:508947
Pletni	id=g:508948
Pletni	id=g:508949
Stantsiya Pletnëvo	id=g:508950
Pletenëvo	id=g:508951
Pletnëvka	id=g:508952
Urochishche Pletnëvka	id=g:508953
Plet’ma	id=g:508954
Pletilovo	id=g:508955
Pletënka	id=g:508956
Pletenikha	id=g:508957
Pleteni	id=g:508958
Pletenevskaya	id=g:508959
Pletenevo	id=g:508960
Pletenevka	id=g:508961
Plësy	id=g:508962
Plësy	id=g:508963
Plestsy	id=g:508964
Plessy	id=g:508965
Ruchey Plessa	id=g:508966
Stantsiya Plesozero	id=g:508967
Plesozero	id=g:508968
Plesovskiy	id=g:508969
Plesevskaya	id=g:508970
Plesovskaya	id=g:508971
Plesovskaya	id=g:508972
Plëso	id=g:508973
Plëso	id=g:508974
Plëso	id=g:508975
Plëso	id=g:508976
Plëso	id=g:508977
Plëso	id=g:508978
Plëso	id=g:508979
Plëso	id=g:508980
Ploso	id=g:508981
Pleso	id=g:508982
Plesnitsa	id=g:508983
Plesnitsa	id=g:508984
Plesna	id=g:508985
Pleskovka	id=g:508986
Pleskachëvka	id=g:508987
Plesistovskiy	id=g:508988
Pleshkovskaya	id=g:508989
Pleshkovo	id=g:508990
Pleshkovo	id=g:508991
Pleshkovo	id=g:508992
Pleshkovo	id=g:508993
Pleshki	id=g:508994
Pleshkovo	id=g:508995
Pleshkovo	id=g:508996
Pleshkovo	id=g:508997
Pleshkova	id=g:508998
Pleshkova	id=g:508999
Pleshkino	id=g:509000
Pleshkino	id=g:509001
Pleshki	id=g:509002
Pleshki	id=g:509003
Pleshivtsevo	id=g:509004
Pleshivitsa	id=g:509005
Gora Pleshivaya	id=g:509006
Pleshiva	id=g:509007
Ozero Pleshcheyevo	id=g:509008
Pleshcheyevo	id=g:509009
Pleshcheyevo	id=g:509010
Pleshcheyevo	id=g:509011
Pleshcheyevo	id=g:509012
Pleshcheyevo	id=g:509013
Pleshchëvka	id=g:509014
Pleshcheyevka	id=g:509015
Pleshchevitsy	id=g:509016
Pleshanovo	id=g:509017
Pleshanovo	id=g:509018
Pleshakovskiy	id=g:509019
Pleshakovskiy	id=g:509020
Pleshakovo	id=g:509021
Pleshakovo	id=g:509022
Pleshakov	id=g:509023
Plesetskiy Rayon	id=g:509024
Stantsiya Plesetskaya	id=g:509025
Plesetsk	id=g:509026
Plesenskoye	id=g:509027
Plesenka	id=g:509028
Plës	id=g:509029
Plëss	id=g:509030
Plës	id=g:509031
Plës	id=g:509032
Plenitsyno	id=g:509033
Plenishnik	id=g:509034
Plemyannikovo	id=g:509035
Pleloye	id=g:509036
Plelovtsy	id=g:509037
Plekhovo	id=g:509038
Plekhova	id=g:509039
Plekhany	id=g:509040
Plekhanovo	id=g:509041
Plekhanovo	id=g:509042
Plekhanovo	id=g:509043
Plekhanovo	id=g:509044
Plekhanovo	id=g:509045
Plekhanovo	id=g:509046
Plekhanovo	id=g:509047
Plekhanovo	id=g:509048
Ozero Plavucheye	id=g:509049
Plavstroy	id=g:509050
Plavskiy Rayon	id=g:509051
Plavsk	id=g:509052
Plavno	id=g:509053
Plavno	id=g:509054
Plavnitsy	id=g:509055
Plavnitsa	id=g:509056
Plavnichnaya	id=g:509057
Sovkhoz Plavnenskiy	id=g:509058
Plavnenskiy	id=g:509059
Plavnenskiy	id=g:509060
Plavna	id=g:509061
Plavlya	id=g:509062
Plavkovo	id=g:509063
Stantsiya Plavitsa	id=g:509064
Plavitsa	id=g:509065
Plavitsa	id=g:509066
Plavitsa	id=g:509067
Plavitsa	id=g:509068
Plavishchi	id=g:509069
Plavi	id=g:509070
Plavezhma	id=g:509071
Plavenki	id=g:509072
Plava	id=g:509073
Plautino	id=g:509075
Plautino	id=g:509076
Stantsiya Plautin	id=g:509077
Plattsovka	id=g:509078
Plattsevo	id=g:509079
Plotovskoy Kordon	id=g:509080
Platovka	id=g:509081
Platovo-Knyazevskiy	id=g:509082
Platava	id=g:509083
Platovo	id=g:509084
Platovo	id=g:509085
Stantsiya Platovka	id=g:509086
Platovo	id=g:509087
Platovka	id=g:509088
Platovets	id=g:509089
Platov	id=g:509090
Platov	id=g:509091
Sovkhoz Platoshinskiy	id=g:509092
Platoshino	id=g:509093
Platonovskiy	id=g:509094
Platonovskaya	id=g:509095
Platonovo	id=g:509096
Platonovo	id=g:509097
Platonovo	id=g:509098
Platonovo	id=g:509099
Platonovo	id=g:509100
Platonovka	id=g:509101
Platonovka	id=g:509102
Platonovka	id=g:509103
Platonovka	id=g:509104
Platonovka	id=g:509105
Platonovka	id=g:509106
Platonovka	id=g:509107
Platonov	id=g:509108
Platonov	id=g:509109
Platono-Petrovka	id=g:509110
Gora Platon-Gora	id=g:509111
Platonenki	id=g:509112
Platnirovskaya	id=g:509113
Plotkovo	id=g:509114
Stantsiya Platitsynskiy	id=g:509115
Platishino	id=g:509116
Stantsiya Platishchenka	id=g:509117
Platyner’	id=g:509118
Plotichno	id=g:509119
Platava	id=g:509120
Platonovo	id=g:509121
Platanikha	id=g:509122
Plata	id=g:509123
Plastunovskaya	id=g:509124
Plastunka	id=g:509125
Plastovoye	id=g:509126
Plastovo	id=g:509127
Ozero Plastovka	id=g:509128
Plastinka	id=g:509129
Plastinina	id=g:509130
Plaskusha	id=g:509131
Plaskusha	id=g:509132
Plaskovskiy	id=g:509133
Plaskinino	id=g:509134
Plashkino	id=g:509135
Plashkino	id=g:509136
Planovyy	id=g:509137
Planovyy	id=g:509138
Planovskoye	id=g:509139
Kolkhoz Planeta	id=g:509140
Ostanovochnyy Punkt Planërnaya	id=g:509141
Plan	id=g:509142
Plan	id=g:509143
Plakunovo	id=g:509144
Stantsiya Plakun	id=g:509145
Plaksino	id=g:509146
Plaksino	id=g:509147
Plaksino	id=g:509148
Plaksino	id=g:509149
Plaksino	id=g:509150
Plaksino	id=g:509151
Plaksino	id=g:509152
Plaksino	id=g:509153
Urochishche Plaksina	id=g:509154
Stantsiya Plakseyka	id=g:509155
Plakhovo	id=g:509156
Plakhino	id=g:509157
Plakhino	id=g:509158
Ardashevskiy	id=g:509159
Ozero Pkhovo	id=g:509160
Pkhovo	id=g:509161
Pkhiya	id=g:509162
Pizya	id=g:509163
Pizozerka	id=g:509164
Pizni Meriya	id=g:509165
Ozero Piz’ma-Yarvi	id=g:509166
Ozero Pizma	id=g:509167
Piz’ma	id=g:509168
Pizma	id=g:509169
Piz'ma	id=g:509170
Pizipovo	id=g:509171
Pizhmar	id=g:509172
Pizhma	id=g:509173
Pizhma	id=g:509174
Pizhma	id=g:509175
Pizhma	id=g:509176
Pizhma	id=g:509177
Pizhil	id=g:509178
Pizhil	id=g:509179
Chizhikovo	id=g:509180
Pizhemskaya	id=g:509181
Pizhanskiy Rayon	id=g:509182
Pizhanka	id=g:509183
Pizhanka	id=g:509184
Pizhanchurga	id=g:509185
Pizery	id=g:509186
Pizenery	id=g:509187
Pizenery	id=g:509188
Ozero Pizemskoye	id=g:509189
Piz'	id=g:509190
Piytsiyëki	id=g:509191
Piyevskoye Lesnichestvo	id=g:509192
Urochishche Piyerunkursiniska	id=g:509193
Piyenzhungi	id=g:509194
Piyen-Tulola	id=g:509195
Piyen-Përtsyukkya	id=g:509196
Ozero Piyeni-Siyeppi-Yarvi	id=g:509197
Piyeni-Ryuttyu	id=g:509198
Ozero Piyeni Pyukhya-Yarvi	id=g:509199
Ozero Piyeni-Nupa-Yarvi	id=g:509200
Ozero Piyeni-Kontto-Yarvi	id=g:509201
Ostrov Piyeni Il’yes-Sari	id=g:509202
Ozero Piyeni	id=g:509203
Piyen-Gero	id=g:509204
Ozero Piyeli-Yarvi	id=g:509205
Ozero Piyavochnoye	id=g:509206
P’yavochnoye	id=g:509207
Piyavochnoye	id=g:509208
Piyala	id=g:509209
Piv”yu	id=g:509210
Parizh	id=g:509211
Pivrilovka	id=g:509212
Pivovarovo	id=g:509213
Pivovarovo	id=g:509214
Pivovarovo	id=g:509215
Pivkino	id=g:509216
Piukova	id=g:509217
Pityayevo	id=g:509218
Ostrov Pityayev	id=g:509219
Pityakovo	id=g:509220
Pitushkino	id=g:509221
Ostrov Pittari	id=g:509222
Ozero Pitsoyn-Yarvi	id=g:509223
Pitsa	id=g:509224
Pitsa	id=g:509225
Pitomsha	id=g:509226
Pitomnik	id=g:509227
Ozero Pitkya-Yarvi	id=g:509228
Pitkyayarvi	id=g:509229
Pitkya-Yarvi	id=g:509230
Gora Pitkyavara	id=g:509231
Ostrov Pitkya-Sari	id=g:509232
Pitkyarantskiy Rayon	id=g:509233
Pitkyaranta	id=g:509234
Ostrov Pitkyapasi	id=g:509235
Mys Pitkya-Niyemi	id=g:509236
Banka Pitkyanen	id=g:509237
Ostrov Pitkyaluoto	id=g:509238
Pitkyakoski	id=g:509240
Guba Pit’kova	id=g:509241
Reyd Pitkopasskiy	id=g:509242
Mys Pitkinen Nos	id=g:509243
Pitkelëvo	id=g:509244
Pitkelëvo	id=g:509245
Ozero Pitka-Yarvi	id=g:509246
Pitkanen	id=g:509247
Ozero Pitka-Lambi	id=g:509248
Pitka-Koski	id=g:509249
Pitishevo	id=g:509250
Pitishevo	id=g:509251
Pitishevo	id=g:509252
Ozero Pitirim	id=g:509253
Ozero Pitino	id=g:509254
Pitim	id=g:509255
Pitim	id=g:509256
Pitertsy	id=g:509257
Piterskoye	id=g:509258
Piterskiy Rayon	id=g:509259
Piterskiy Pervyy	id=g:509260
Piterskiy	id=g:509261
Piterskaya	id=g:509262
Piterkino	id=g:509263
Mys Piterkhed	id=g:509264
Piterka Vtoraya	id=g:509265
Piterka Pervaya	id=g:509266
Stantsiya Piterka	id=g:509267
Piterka	id=g:509268
Piterka	id=g:509269
Piterimka	id=g:509270
Piter	id=g:509271
Pitelinskiy Rayon	id=g:509272
Pitelino	id=g:509273
Staroye Petelino	id=g:509274
Pit’ba	id=g:509275
Pis’yem	id=g:509276
Pistsovo	id=g:509277
Pistsovo	id=g:509278
Novoye Pistsovo	id=g:509279
Ozero Pisto	id=g:509280
Ozero Pistayarvi	id=g:509281
Pista	id=g:509282
Pissa	id=g:509283
Pis’myanka	id=g:509284
Pis’myanka	id=g:509285
Piz’maguba	id=g:509286
Pis’mir’	id=g:509287
Pis’ma	id=g:509288
Pislegova	id=g:509289
Pisleglud	id=g:509290
Pislegi	id=g:509291
Piskuny	id=g:509292
Piskuny	id=g:509293
Piskuny	id=g:509294
Piskunovskoye	id=g:509295
Piskunovskiy	id=g:509296
Piskovo	id=g:509297
Piskovo	id=g:509298
Piskovo	id=g:509299
Peskova	id=g:509300
Piskosenmyaki	id=g:509301
Pisklova	id=g:509302
Piskari	id=g:509303
Stantsiya Piskarëvka	id=g:509304
Piskarëvka	id=g:509305
Piskarëvka	id=g:509306
Piskarëva-Dubrovka	id=g:509307
Piskanitsa	id=g:509308
Piskaly	id=g:509309
Piskal’skiy Vzvoz	id=g:509310
Pishvanov	id=g:509311
Pishtenur	id=g:509312
Pishtanka	id=g:509313
Pishtan’	id=g:509314
Pishnur	id=g:509315
Obgonnyy Punkt Pishlya	id=g:509316
Pishlya	id=g:509317
Pishkova Sloboda	id=g:509318
Pishchulino	id=g:509319
Pishchugino	id=g:509320
Pishchtary	id=g:509321
Pishchino	id=g:509322
Pishchikov	id=g:509323
Pishchi	id=g:509324
Pishchëvo	id=g:509325
Pishchëvo	id=g:509326
Pishchevka	id=g:509327
Pishchal’ye	id=g:509328
Pishchal’ye	id=g:509329
Pishchalovo	id=g:509330
Pishchal’nikovo	id=g:509331
Pishchal’nikova	id=g:509332
Pishchalkino	id=g:509333
Pishchalkino	id=g:509334
Pishchalino	id=g:509335
Bol’shoye Pishchalino	id=g:509336
Pishchalikha	id=g:509337
Pishchalevo	id=g:509338
Piseyevo	id=g:509339
Pis’menka	id=g:509340
Pischugovo	id=g:509341
Pischalino	id=g:509342
Pisarka	id=g:509343
Pisarevka	id=g:509344
Pisarevo	id=g:509345
Pisarevo	id=g:509346
Pisarevo	id=g:509347
Pisarevo	id=g:509348
Pisarevka	id=g:509349
Pisarevo	id=g:509350
Pisarevka	id=g:509351
Pisarevka	id=g:509352
Pisarevka	id=g:509353
Pisarevka	id=g:509354
Pisarevo	id=g:509355
Pisarevka	id=g:509356
Pisarevka	id=g:509357
Pisarevka	id=g:509358
Pisarevka	id=g:509359
Pisarevka	id=g:509360
Pisarevka	id=g:509361
Pisarevka	id=g:509362
Pisarevka	id=g:509363
Banka Pisaren-Kirves	id=g:509364
Kamen’ Pisanyy	id=g:509365
Pisanka	id=g:509366
Pisanoye	id=g:509367
Pisakin	id=g:509368
Kutan Pirdzhan	id=g:509369
Pirzakovo	id=g:509370
Ozero Piryutino	id=g:509371
Pirttipokh’ya	id=g:509372
Pirttiniyemi	id=g:509373
Ozero Pirtozero	id=g:509374
Pirtozero	id=g:509375
Gora Pirtimaa	id=g:509376
Pirtiguba	id=g:509377
Pirta	id=g:509378
Pirozhok	id=g:509379
Pirozhkovo	id=g:509380
Pirozhkovo	id=g:509381
Pirozhkovo	id=g:509382
Pirozhkov	id=g:509383
Pirozhkov	id=g:509384
Pirozhki	id=g:509385
Pirozero	id=g:509386
Pirovo	id=g:509387
Ozero Piros	id=g:509388
Piruss	id=g:509389
Ozero Piro-Lambi	id=g:509390
Pirogovskoye Vodokhranilishche	id=g:509391
Pirogovskiy	id=g:509392
Pirogovo-Zykovo	id=g:509393
Pirogovo	id=g:509394
Pirogovo	id=g:509395
Pirogovo	id=g:509396
Pirogovo	id=g:509397
Pirogovo	id=g:509398
Pirogovo	id=g:509399
Pirogovo	id=g:509400
Pirogovo	id=g:509401
Pirogovo	id=g:509402
Lyakhovo	id=g:509403
Pirogovo	id=g:509404
Pirogovo	id=g:509405
Pirogovo	id=g:509406
Pirogovo	id=g:509407
Pirogovo	id=g:509408
Pirogovo	id=g:509409
Pirogovo	id=g:509410
Pirogovka	id=g:509411
Pirochi	id=g:509412
Pirkovo	id=g:509413
Pirkinichi	id=g:509414
Pirkhonen	id=g:509415
Poluostrov Piritovyy	id=g:509416
Pirinem	id=g:509417
Pirilya	id=g:509418
Lednik Payyera	id=g:509419
Bukhta Piri	id=g:509420
Pirgora	id=g:509421
Ozero Pirenga	id=g:509422
Pirenga	id=g:509423
Pirenga	id=g:509424
Pirdoylya	id=g:509425
Piramidal’nyy	id=g:509426
Piramida	id=g:509427
Pippuri	id=g:509428
Pipilitsa	id=g:509429
Pi-Ozero	id=g:509430
Ozero Piozanets	id=g:509431
Ozero Pionerskoye	id=g:509432
Pionerskoye	id=g:509433
Pionerskoye	id=g:509434
Pionerskiy	id=g:509435
Pionerskiy	id=g:509436
Pionerskiy	id=g:509437
Pionerskiy	id=g:509438
Pionerskiy	id=g:509439
Ostanovochnyy Punkt Pionerskaya	id=g:509440
Pionerovka	id=g:509441
Ostanovochnyy Punkt Pioner	id=g:509442
Kolkhoz Pioner	id=g:509443
Pioner	id=g:509444
Pioner	id=g:509445
Pioner	id=g:509446
Pioner	id=g:509447
Pinzhiyal	id=g:509448
Pinyuga	id=g:509449
Bol’shoy Pinyug	id=g:509450
Pinyug	id=g:509451
Pinyaz’	id=g:509452
Pinyaiz	id=g:509453
Pin’shino	id=g:509455
Stantsiya Pinozero	id=g:509456
Ozero Pinozero	id=g:509457
Ozero Pinozero	id=g:509458
Pinozero	id=g:509459
Pinogor	id=g:509460
Pinnekera	id=g:509461
Ozero Pinko-yarvi	id=g:509462
Pinkhar’	id=g:509463
Ozero Pinkel’yavr	id=g:509464
Ozero Pinis-Yarvi	id=g:509465
Pin’-Guba	id=g:509466
Pin’gosalma	id=g:509467
Pin’gisha	id=g:509468
Pin’gisha	id=g:509469
Ozero Pinezhskoye	id=g:509470
Ozero Pinezhskoye	id=g:509471
Pinezhskiy Rayon	id=g:509472
Pinezhka	id=g:509473
Pinery	id=g:509474
Pinerovka	id=g:509475
Obgonny Punkt Pinery	id=g:509476
Piner	id=g:509477
Pinegskaya Yentala	id=g:509478
Ostrov Pinegina	id=g:509479
Pinega	id=g:509480
Pinega	id=g:509481
Pinega	id=g:509482
Pinega	id=g:509483
Pinega	id=g:509484
Pinega	id=g:509485
Pindushka	id=g:509486
Pindushi	id=g:509487
Pindino	id=g:509488
