Rebo	id=g:7016090
Kigezi	id=g:7021203
Gihone	id=g:7021204
Nyakagezi	id=g:7021205
Muhurwe	id=g:7021206
Rutabanzogeta	id=g:7021207
Kibingo	id=g:7021208
Gatware	id=g:7021209
Gisuma	id=g:7021210
Kijambo	id=g:7021211
Karambo	id=g:7021212
Kiziba	id=g:7021213
Gasuma	id=g:7021214
Kajagamba	id=g:7021215
Nduba	id=g:7021216
Nyabinaga	id=g:7021217
Bushakira	id=g:7021218
Kigarama	id=g:7021219
Karambi	id=g:7021220
Gacumbi	id=g:7021221
Rusebeya	id=g:7021222
Kabuga	id=g:7021223
Kabuliro	id=g:7021224
Gitwa	id=g:7021225
Rusozi	id=g:7021226
Rwambogo	id=g:7021227
Rwamiko	id=g:7021228
Rwabacuma	id=g:7021229
Gisesero	id=g:7021230
Rugali	id=g:7021231
Gabiro	id=g:7021232
Uwakibaba	id=g:7021233
Cyavumu	id=g:7021234
Katabaro	id=g:7021235
Nyamatsinda	id=g:7021236
Birembo	id=g:7021237
Nyakabingo	id=g:7021238
Mubimbi	id=g:7021239
Bitaba	id=g:7021240
Nyagacaca	id=g:7021241
Tangara	id=g:7021242
Buha	id=g:7021243
Nyamunindi	id=g:7021244
Runyinya	id=g:7021245
Gatyazo	id=g:7021246
Wimana	id=g:7021247
Bunyamanza	id=g:7021248
Kanyamugira	id=g:7021249
Saburume	id=g:7021250
Gitwa	id=g:7021251
Butare	id=g:7021252
Gatare	id=g:7021253
Rutovu	id=g:7021254
Kamatare	id=g:7021255
Mohororo	id=g:7021256
Ntangara	id=g:7021257
Kanyankondo	id=g:7021258
Rukanu	id=g:7021259
Matyazo	id=g:7021260
Cyijima	id=g:7021261
Nyakabingo	id=g:7021262
Uwingabe	id=g:7021263
Butera	id=g:7021264
Nyirakigumira	id=g:7021265
Mwega	id=g:7021266
Munimba	id=g:7021267
Nyakabingo	id=g:7021268
Kankoni	id=g:7021269
Kabahaho	id=g:7021270
Mbogo	id=g:7021271
Gashwi	id=g:7021272
Ngange	id=g:7021273
Kayenzi	id=g:7021274
Murama	id=g:7021275
Nyabihanga	id=g:7021276
Buhoro	id=g:7021277
Gasuma	id=g:7021278
Rupango	id=g:7021279
Bugumba	id=g:7021280
Kabahiga	id=g:7021281
Kaduha	id=g:7021282
Kinyinya	id=g:7021283
Buhabwa	id=g:7021284
Gitambi	id=g:7021285
Kabiguzi	id=g:7021286
Murambi	id=g:7021287
Rukukumbo	id=g:7021288
Gashashi	id=g:7021289
Gasharu	id=g:7021290
Ruhamagaliro	id=g:7021291
Kagarama	id=g:7021292
Gaseke	id=g:7021293
Mbuga	id=g:7021294
Kanunda	id=g:7021295
Ntumba	id=g:7021296
Kirambi	id=g:7021297
Kigugu	id=g:7021298
Rumamfu	id=g:7021299
Nyarusange	id=g:7021300
Ruhingo	id=g:7021301
Mukuracebe	id=g:7021302
Nyasagahara	id=g:7021303
Bugeza	id=g:7021304
Rushyarara	id=g:7021305
Byahi	id=g:7021306
Mugohe	id=g:7021307
Lyasagahara	id=g:7021308
Rambira	id=g:7021309
Gasharu	id=g:7021310
Kigoya	id=g:7021311
Kigote	id=g:7021312
Bitega	id=g:7021313
Kagarama	id=g:7021314
Lyakayumbu	id=g:7021315
Murambi	id=g:7021316
Gisagara	id=g:7021317
Kabuyaga	id=g:7021318
Gitwa	id=g:7021319
Rugano	id=g:7021320
Micyamu	id=g:7021321
Kadasomwa	id=g:7021322
Nyakabingo	id=g:7021323
Lyanyagahangara	id=g:7021324
Rubyiniro	id=g:7021325
Kabuga	id=g:7021326
Nyakiyaga	id=g:7021327
Kabakunzi	id=g:7021328
Mpanga	id=g:7021329
Mugohe	id=g:7021330
Maseka	id=g:7021331
Karambi	id=g:7021332
Kajumiro	id=g:7021333
Gitwa	id=g:7021334
Kamahongo	id=g:7021335
Gasovu	id=g:7021336
Kankoronko	id=g:7021337
Kagarama	id=g:7021338
Rusambu	id=g:7021339
Rubonal	id=g:7021340
Rwera	id=g:7021341
Murambi	id=g:7021342
Nyagahinga	id=g:7021343
Gitindo	id=g:7021344
Rwankuba	id=g:7021345
Kunga	id=g:7021346
Kanazi	id=g:7021347
Gasayo	id=g:7021348
Kirambira	id=g:7021349
Kanzu	id=g:7021350
Karambo	id=g:7021351
Runyenga	id=g:7021352
Gisura	id=g:7021353
Mwasa	id=g:7021354
Kabanga	id=g:7021355
Bunyenga	id=g:7021356
Nyakiliba	id=g:7021357
Gakomeye	id=g:7021358
Rubona	id=g:7021359
Kibare	id=g:7021360
Nkomane	id=g:7021361
Kigandi	id=g:7021362
Mubira	id=g:7021363
Muhilimbo	id=g:7021364
Rushyarara	id=g:7021365
Tundwe	id=g:7021366
Nyagacaca	id=g:7021367
Cyavumu	id=g:7021368
Kajaba	id=g:7021369
Gahabwa	id=g:7021370
Ruginga	id=g:7021371
Mukinja	id=g:7021372
Kagano	id=g:7021373
Nyabitare	id=g:7021374
Nyamateme	id=g:7021375
Buzibira	id=g:7021376
Kajumiro	id=g:7021377
Bugarama	id=g:7021378
Muyange	id=g:7021379
Gikuyu	id=g:7021380
Gikomero	id=g:7021381
Karugo	id=g:7021382
Bizenga	id=g:7021383
Ruyogoro	id=g:7021384
Manyenga	id=g:7021385
Rugarama	id=g:7021386
Akaruruma	id=g:7021387
Nyakagezi	id=g:7021388
Murwa	id=g:7021389
Gasayo	id=g:7021390
Kibuye	id=g:7021391
Munini	id=g:7021392
Munyinya	id=g:7021393
Nyagisasa	id=g:7021394
Mutovu	id=g:7021395
Mukarange	id=g:7021396
Munanira	id=g:7021397
Kabekera	id=g:7021398
Ruyogoro	id=g:7021399
Kagano	id=g:7021400
Kagarama	id=g:7021401
Kagarama	id=g:7021402
Gitwa	id=g:7021403
Bunyangurube	id=g:7021404
Rwengero	id=g:7021405
Nyirabatungo	id=g:7021406
Ruhinamayi	id=g:7021407
Kajabo	id=g:7021408
Mikingo	id=g:7021409
Kanyege	id=g:7021410
Kazongorero	id=g:7021411
Kinunga	id=g:7021412
Kavune	id=g:7021413
Gagayo	id=g:7021415
Nyaruhondo	id=g:7021416
Murenge	id=g:7021417
Rwisovu	id=g:7021418
Nyabusamba	id=g:7021419
Gafunzo	id=g:7021420
Kamateke	id=g:7021421
Rwumanuka	id=g:7021422
Gitwa	id=g:7021423
Bunyangurwe	id=g:7021424
Kabuye	id=g:7021425
Nyabitekeli	id=g:7021426
Rugabano	id=g:7021427
Gasharu	id=g:7021428
Mpombo	id=g:7021429
Nyamavugo	id=g:7021430
Rugomero	id=g:7021431
Mariba	id=g:7021432
Rwonga	id=g:7021433
Gacyamo	id=g:7021434
Cyabaraba	id=g:7021435
Andawanda	id=g:7021436
Nyakiliba	id=g:7021437
Bisoro	id=g:7021438
Muremure	id=g:7021439
Cyimanzi	id=g:7021440
Korwe	id=g:7021441
Nyabageni	id=g:7021442
Nyagatwa	id=g:7021443
Mugera	id=g:7021444
Rusebeya	id=g:7021445
Amaraga	id=g:7021446
Bunyenyezi	id=g:7021447
Kanjongo	id=g:7021448
Ruhengeri	id=g:7021449
Kamasera	id=g:7021450
Gisuma	id=g:7021451
Kirene	id=g:7021452
Gasumo	id=g:7021453
Rushondi	id=g:7021454
Gasayo	id=g:7021455
Ntabo	id=g:7021456
Mugera	id=g:7021457
Rambura	id=g:7021458
Bikunda	id=g:7021459
Cyato	id=g:7021460
Muyange	id=g:7021461
Gahanga	id=g:7021462
Kijibamba	id=g:7021463
Gitaba	id=g:7021464
Cyogo	id=g:7021465
Cyesha	id=g:7021466
Rukohwa	id=g:7021467
Kivoga	id=g:7021468
Gitaba	id=g:7021469
Karango	id=g:7021470
Cyamazi	id=g:7021471
Munini	id=g:7021472
Gitaba	id=g:7021473
Nyamakara	id=g:7021474
Gisheke	id=g:7021475
Kadasomwa	id=g:7021476
Murenge	id=g:7021477
Nyagahembe	id=g:7021478
Bweranyange	id=g:7021479
Rwamukondo	id=g:7021480
Rugeregere	id=g:7021481
Bwankeli	id=g:7021482
Maryohe	id=g:7021483
Kavumu	id=g:7021484
Nyamugali	id=g:7021485
Rudehero	id=g:7021486
Mutuntu	id=g:7021487
Gatobotobo	id=g:7021488
Ngoboka	id=g:7021489
Rugeyo	id=g:7021490
Nyarwungo	id=g:7021491
Rugabe	id=g:7021492
Munini	id=g:7021493
Rugomero	id=g:7021494
Bugomba	id=g:7021495
Bagarama	id=g:7021496
Nyakabingo	id=g:7021497
Gasharu	id=g:7021498
Cyato	id=g:7021499
Murambi	id=g:7021500
Nyirashyushya	id=g:7021501
Kaninda	id=g:7021502
Gashiru	id=g:7021503
Nyakibingo	id=g:7021504
Nyakagano	id=g:7021505
Mashuhera	id=g:7021506
Nyarusange	id=g:7021507
Gatagara	id=g:7021508
Kaneke	id=g:7021509
Murambi	id=g:7021510
Kadasomwa	id=g:7021511
Cyeshero	id=g:7021512
Nyarubasha	id=g:7021513
Rugomero	id=g:7021514
Karehe	id=g:7021515
Rugote	id=g:7021516
Kabere	id=g:7021517
Matyazo	id=g:7021518
Masumo	id=g:7021519
Wabuhili	id=g:7021520
Mugina	id=g:7021521
Gashamugali	id=g:7021522
Gasasa	id=g:7021523
Rubayi	id=g:7021524
Kibavu	id=g:7021525
Mwambu	id=g:7021526
Gisuma	id=g:7021527
Rushwati	id=g:7021528
Bigeyo	id=g:7021529
Kigarama	id=g:7021530
Mataba	id=g:7021531
Bisumo	id=g:7021532
Cyato	id=g:7021533
Gashihe	id=g:7021534
Nyamugali	id=g:7021535
Kampundu	id=g:7021536
Nyakarenzwa	id=g:7021537
Nyirakiduguli	id=g:7021538
Rugaja	id=g:7021539
Gatoke	id=g:7021540
Gikombe	id=g:7021541
Kaburamira	id=g:7021542
Ruzibira	id=g:7021543
Nyamanziba	id=g:7021544
Bigeyo	id=g:7021545
Nyamihondo	id=g:7021546
Kabahande	id=g:7021547
Kadoboli	id=g:7021548
Bavungira	id=g:7021549
Mpumbu	id=g:7021550
Kabaya	id=g:7021551
Ntsinduka	id=g:7021552
Gashihe	id=g:7021553
Kamatsira	id=g:7021554
Ntsinduka	id=g:7021555
Gikombe	id=g:7021556
Nyehonga	id=g:7021557
Gituntu	id=g:7021558
Nyakabingo	id=g:7021559
Rwasa	id=g:7021560
Nyirakesha	id=g:7021561
Bukeye	id=g:7021562
Rwabagoyi	id=g:7021563
Kagarama	id=g:7021564
Gasebeya	id=g:7021565
Nyamateka	id=g:7021566
Gaseke	id=g:7021567
Rundwe	id=g:7021568
Nyanza	id=g:7021569
Mabuye	id=g:7021570
Gahisi	id=g:7021571
Mutongo	id=g:7021572
Kibingo	id=g:7021573
Gasharu	id=g:7021574
Rugomero	id=g:7021575
Kagera	id=g:7021576
Ruvumbu	id=g:7021577
Mpishyi	id=g:7021578
Bwanama	id=g:7021579
Kayogoro	id=g:7021580
Cyongoroka	id=g:7021581
Rushahaga	id=g:7021582
Rukore	id=g:7021583
Yove	id=g:7021584
Nyarutovu	id=g:7021585
Gasumo	id=g:7021586
Gakenke	id=g:7021587
Bushenge	id=g:7021588
Gasumo	id=g:7021589
Banda	id=g:7021590
Mucuzi	id=g:7021591
Kavumu	id=g:7021592
Nyabushamba	id=g:7021593
Rwamahwa	id=g:7021594
Nyirabanda	id=g:7021595
Buyungwe	id=g:7021596
Buninda	id=g:7021597
Karambo	id=g:7021598
Kagimbu	id=g:7021599
Kizinga	id=g:7021600
Bururi	id=g:7021601
Rusengese	id=g:7021602
Ribiha	id=g:7021603
Gihunga	id=g:7021604
Nyagashenyi	id=g:7021605
Rusambu	id=g:7021606
Yove	id=g:7021607
Ruganza	id=g:7021608
Lyamarumba	id=g:7021609
Kanazi	id=g:7021610
Ruheru	id=g:7021611
Gahira	id=g:7021612
Kamonyi	id=g:7021613
Kigenge	id=g:7021614
Lyakigaju	id=g:7021615
Gasasane	id=g:7021616
Nyacuyaga	id=g:7021617
Rugomero	id=g:7021618
Kadashya	id=g:7021619
Gatindo	id=g:7021620
Kigabiro	id=g:7021621
Kirabacuta	id=g:7021622
Lyabahunga	id=g:7021623
Gaseke	id=g:7021624
Marais de Kamiranzovu	id=g:7021625
Uwimana	id=g:7021626
Giko	id=g:7021627
Rukoma	id=g:7021628
Gaseke	id=g:7021629
Bagondo	id=g:7021630
Save	id=g:7021631
Gatindo	id=g:7021632
Cyongoroka	id=g:7021633
Kigogo	id=g:7021634
Ruhabwanduru	id=g:7021635
Susa	id=g:7021636
Uwanyangura	id=g:7021637
Kamatenge	id=g:7021638
Kabuye	id=g:7021639
Manzi	id=g:7021640
Nyagatongo	id=g:7021641
Ishuraga	id=g:7021642
Runyerere	id=g:7021643
Kanenge	id=g:7021644
Nyagatongo	id=g:7021645
Mwiyando	id=g:7021647
Ruganda	id=g:7021648
Kagabiro	id=g:7021649
Nyirabatungwanigabuno	id=g:7021650
Rubyiro	id=g:7021702
Titi	id=g:7021703
Nyanzali	id=g:7021704
Rwanya	id=g:7021705
Akanyaru	id=g:7021706
Rwerere	id=g:7021707
Uwurutiti	id=g:7021708
Gakoko	id=g:7021709
Gitinda	id=g:7021710
Ruhonge	id=g:7021711
Mafuni	id=g:7021712
Rushwati	id=g:7021713
Gaswi	id=g:7021714
Mabende	id=g:7021715
Karambi	id=g:7021716
Kabahyamugera	id=g:7021717
Bivumu	id=g:7021718
Turonzi	id=g:7021719
Gatate	id=g:7021720
Gasarenda	id=g:7021721
Uwarwubatsi	id=g:7021722
Rwanyanzu	id=g:7021723
Gasarenda	id=g:7021724
Rutagara	id=g:7021725
Gatare	id=g:7021726
Rugomero	id=g:7021727
Uwicurangiro	id=g:7021728
Cyabafi	id=g:7021729
Akabushishi	id=g:7021730
Gatovu	id=g:7021731
Kibugazi	id=g:7021732
Mukungu	id=g:7021733
Uwingongo	id=g:7021734
Nyabihu	id=g:7021735
Nyiramabonde	id=g:7021736
Gahande	id=g:7021737
Rugete	id=g:7021738
Uwabumenyi	id=g:7021739
Kimina	id=g:7021740
Urugongo	id=g:7021741
Gahira	id=g:7021742
Ruhunge	id=g:7021743
Ruhondo	id=g:7021744
Nyirabikeli	id=g:7021745
Kagano	id=g:7021746
Gasasa	id=g:7021747
Kimina	id=g:7021748
Nynarungo	id=g:7021749
Nyirabisura	id=g:7021750
Vumwe	id=g:7021751
Akanyaru	id=g:7021752
Rwufe	id=g:7021753
Uwarwego	id=g:7021754
Uwintabire	id=g:7021755
Buninda	id=g:7021756
Uwurushwati	id=g:7021757
Nkumbure	id=g:7021758
Uwurunazi	id=g:7021759
Uwasempabuka	id=g:7021760
Uwanyakanyeli	id=g:7021761
Rwetinka	id=g:7021762
Gahembe	id=g:7021763
Bigazi	id=g:7021764
Ryandagijimana	id=g:7021765
Kintobo	id=g:7021766
Ngigi	id=g:7021767
Gahira	id=g:7021768
Nkomero	id=g:7021769
Ryamugambi	id=g:7021770
Kagano	id=g:7021771
Kibwije	id=g:7021772
Mukaka	id=g:7021773
Uwabahimane	id=g:7021774
Rugomero	id=g:7021775
Uwanyiramuganza	id=g:7021776
Uwabahima	id=g:7021777
Uwinka	id=g:7021778
Rugomero	id=g:7021779
Uwarutabura	id=g:7021780
Kibwije	id=g:7021781
Umwumba	id=g:7021782
Gihunga	id=g:7021783
Kamonyi	id=g:7021784
Rushubi	id=g:7021785
Rukungu	id=g:7021786
Akabutembo	id=g:7021787
Akagereke	id=g:7021788
Rwanya	id=g:7021789
Biraro	id=g:7021790
Usine à thé de Kitabi	id=g:7021791
Cyumushyika	id=g:7021792
Nkomane	id=g:7021793
Kigali	id=g:7021794
Urogomero	id=g:7021795
Nyiranzovu	id=g:7021796
Uwimisigati	id=g:7021797
Rwanya	id=g:7021798
Muhunda	id=g:7021799
Rukwekwe	id=g:7021800
Gaseke	id=g:7021801
Cyuruhwa	id=g:7021802
Uwingugu	id=g:7021803
Kibingo	id=g:7021804
Akanyandwi	id=g:7021805
Rugusa	id=g:7021806
Uwarugarama	id=g:7021807
Rugomero	id=g:7021808
Cyarugonya	id=g:7021809
Akangugu	id=g:7021810
Gisunzu	id=g:7021811
Macu	id=g:7021812
Mulirantuku	id=g:7021813
Kamana	id=g:7021814
Uwingongo	id=g:7021815
Hayiro	id=g:7021816
Akamana	id=g:7021817
Ruhanga	id=g:7021818
Ruhanga	id=g:7021819
Rugote	id=g:7021820
Uwibigote	id=g:7021821
Gisarenda	id=g:7021822
Gisarenda	id=g:7021823
Rubuye	id=g:7021824
Rwamanungu	id=g:7021825
Uwabakara	id=g:7021826
Uwabisonga	id=g:7021827
Uwakagoro	id=g:7021828
Uwuranuzi	id=g:7021829
Rugote	id=g:7021830
Agatoki	id=g:7021831
Bunyangurube	id=g:7021832
Nyirarushuza	id=g:7021833
Nyabihu	id=g:7021834
Kabere	id=g:7021835
Kaniga	id=g:7021836
Titi	id=g:7021837
Humwe	id=g:7021838
Bushirasoni	id=g:7021839
Gakoko	id=g:7021840
Shaba	id=g:7021841
Bitaba	id=g:7021842
Muyange	id=g:7021843
Rugomero	id=g:7021844
Kabere	id=g:7021845
Cyabacuzi	id=g:7021846
Bitare	id=g:7021847
Mukondo	id=g:7021848
Shaba	id=g:7021849
Uwinka	id=g:7021850
Gatare	id=g:7021851
Huye	id=g:7021852
Rugogwe	id=g:7021853
Uwakabanda	id=g:7021854
Cyanyamudongo	id=g:7021855
Nyirakarando	id=g:7021856
Kabingo	id=g:7021857
Uwisuli	id=g:7021858
Kibuye	id=g:7021859
Akabakene	id=g:7021860
Ruhande	id=g:7021861
Gifurwe	id=g:7021862
Mugaseke	id=g:7021863
Kamuganza	id=g:7021864
Urusenyi	id=g:7021865
Rugaragara	id=g:7021866
Umuganza	id=g:7021867
Nyarwotsi	id=g:7021868
Ruhondo	id=g:7021869
Gakono	id=g:7021870
Cyamashuhe	id=g:7021871
Kabakamba	id=g:7021872
Agatonga	id=g:7021873
Ruseke	id=g:7021874
Uwisaga	id=g:7021875
Rucyacya	id=g:7021876
Uwisaga	id=g:7021877
Uwingunzu	id=g:7021878
Rukore	id=g:7021879
Nganzo	id=g:7021880
Uwagitika	id=g:7021881
Uwingabo	id=g:7021882
Nyiranjajagiro	id=g:7021883
Nyakiliba	id=g:7021884
Kimina	id=g:7021885
Uwibiti	id=g:7021886
Kabingo	id=g:7021887
Buramba	id=g:7021888
Kabingo	id=g:7021889
Uwanyiramaliza	id=g:7021890
Gasiza	id=g:7021891
Rugerero	id=g:7021892
Runazi	id=g:7021893
Ryagahuma	id=g:7021894
Kintama	id=g:7021895
Kivumu	id=g:7021896
Nyakagezi	id=g:7021897
Gasharu	id=g:7021898
Rwanyamugre	id=g:7021899
Baserera	id=g:7021900
Gamurizo	id=g:7021901
Mitsinda	id=g:7021902
Urugomero	id=g:7021903
Ruyove	id=g:7021904
Kavumu	id=g:7021905
Cyaruhogo	id=g:7021906
Mironzi	id=g:7021907
Uwababanda	id=g:7021908
Muwarutasi	id=g:7021909
Cyasengogoro	id=g:7021910
Rusuzumiro	id=g:7021911
Bitaba	id=g:7021912
Uwarusasa	id=g:7021913
Kivumu	id=g:7021914
Kibingo	id=g:7021915
Misundwe	id=g:7021916
Bihutu	id=g:7021917
Bikamba	id=g:7021918
Kintare	id=g:7021919
Nyirakintare	id=g:7021920
Rukwekwe	id=g:7021921
Ruhondo	id=g:7021922
Ruganza	id=g:7021923
Nyirakayange	id=g:7021924
Gakuta	id=g:7021925
Basubira	id=g:7021926
Kibili	id=g:7021927
Murambi	id=g:7021928
Rwibihunyira	id=g:7021929
Kanazi	id=g:7021930
Kabere	id=g:7021931
Ruseke	id=g:7021932
Akamazi	id=g:7021933
Rugomero	id=g:7021934
Gatare	id=g:7021935
Rubumbuli	id=g:7021936
Kiramutsa	id=g:7021937
Ryabushishi	id=g:7021938
Ruhondo	id=g:7021939
Bitaba	id=g:7021940
Muyira	id=g:7021941
Gaseseme	id=g:7021942
Rutiti	id=g:7021943
Muraba	id=g:7021944
Rwasemuhunde	id=g:7021945
Akanyamurunga	id=g:7021946
Rukore	id=g:7021947
Uwinzira	id=g:7021948
Muwimpundu	id=g:7021949
Uwagafu	id=g:7021950
Akabakindi	id=g:7021951
Gambiriro	id=g:7021952
Kabali	id=g:7021953
Gikeli	id=g:7021954
Urugomero	id=g:7021955
Nkomero	id=g:7021956
Nyabitare	id=g:7021957
Migendo	id=g:7021958
Gatare	id=g:7021959
Ryamacumu	id=g:7021960
Karanka	id=g:7021961
Gashya	id=g:7021962
Mont Gahiro	id=g:7021963
Mazimeru	id=g:7021964
Cyurukore	id=g:7021965
Bigugu	id=g:7021966
Murushubi	id=g:7021967
Ngara	id=g:7021968
Samiyonga	id=g:7021969
Agashunzi	id=g:7021970
Uwamubaji	id=g:7021971
Akazibaziba	id=g:7021972
Nyahitare	id=g:7021973
Rwabigonde	id=g:7021974
Bigugu	id=g:7021975
Kigwene	id=g:7021976
Rambyanyana	id=g:7021977
Rukomansyo	id=g:7021978
Ruhonaka	id=g:7021979
Mihunda	id=g:7021980
Akamabumba	id=g:7021981
Rukaburacumu	id=g:7021982
Uwubutare	id=g:7021983
Gatare	id=g:7021984
Kaganza	id=g:7021985
Gituntu	id=g:7021986
Cyabutati	id=g:7021987
Murambi	id=g:7021988
Karamirabagenzi	id=g:7021989
Mutobwe	id=g:7021990
Nyabimata	id=g:7021991
Nyiramayezi	id=g:7021992
Cyumuzi	id=g:7021993
Agasekera	id=g:7021994
Icyasebakobwa	id=g:7021995
Urushikore	id=g:7021996
Agasito	id=g:7021997
Rwerere	id=g:7021998
Nyagishayo	id=g:7021999
Nyabirondo	id=g:7022000
Rusemanyenzi	id=g:7022001
Rugomero	id=g:7022002
Ruganza	id=g:7022003
Kabere	id=g:7022004
Rugarama	id=g:7022005
Gihemvu	id=g:7022006
Nyabirondo	id=g:7022007
Nyamuraga	id=g:7022008
Agasugi	id=g:7022009
Gashinge	id=g:7022010
Muhuhuli	id=g:7022011
Kaburantwa	id=g:7022012
Muwimbogo	id=g:7022013
Mataba	id=g:7022014
Nyiragase	id=g:7022015
Bihembe	id=g:7022016
Akarambo	id=g:7022017
Gashyiga	id=g:7022018
Bikenyera	id=g:7022019
Nyarunazi	id=g:7022020
Kivomo	id=g:7022021
Uwamarembo	id=g:7022022
Kadimba	id=g:7022023
Mugote	id=g:7022024
Ruhinga	id=g:7022025
Mugashyikilizo	id=g:7022026
Ruhondo	id=g:7022027
Bugina	id=g:7022028
Rwarukaka	id=g:7022029
Rwanyiramvumba	id=g:7022030
Uwurusugi	id=g:7022031
Kibambwa	id=g:7022032
Urushabarara	id=g:7022033
Uwankunzingoma	id=g:7022034
Rwabiye	id=g:7022035
Gisekera	id=g:7022036
Karambi	id=g:7022037
Mukaka	id=g:7022038
Save	id=g:7022039
Rutenga	id=g:7022040
Mubumbano	id=g:7022041
Muyira	id=g:7022042
Gitare	id=g:7022043
Nyabikondo	id=g:7022044
Kibabara	id=g:7022045
Nyampfubyi	id=g:7022046
Nyabinyenga	id=g:7022047
Rubindi	id=g:7022048
Murambi	id=g:7022049
Uwagatare	id=g:7022050
Ruheru	id=g:7022051
Rushaya	id=g:7022052
Urugomero	id=g:7022053
Gahotora	id=g:7022054
Kibarara	id=g:7022055
Gitita	id=g:7022056
Uwaruhigi	id=g:7022057
Kibyibushye	id=g:7022058
Ruhongore	id=g:7022059
Kirundyi	id=g:7022060
Mutubuye	id=g:7022061
Busenyi	id=g:7022062
Kibumbuli	id=g:7022063
Rubindi	id=g:7022064
Gahotora	id=g:7022065
Gyabakunzi	id=g:7022066
Birarabikenyeye	id=g:7022067
Mishungero	id=g:7022068
Gambiliro	id=g:7022069
Cyabakunzi	id=g:7022070
Rusagara	id=g:7022071
Shenye	id=g:7022072
Uwarutanga	id=g:7022073
Rushishi	id=g:7022074
Nshenyi	id=g:7022075
Runazi	id=g:7022076
Ngarama	id=g:7022077
Ryanyaruja	id=g:7022078
Kivuruga	id=g:7022080
Janja	id=g:7022081
Murugogwe	id=g:7032417
Mwanyirandalimana	id=g:7032418
Uwigisura	id=g:7032419
Gitita	id=g:7032420
Zirambi	id=g:7032421
Nyacyonga	id=g:7032422
Ruganza	id=g:7032423
Nyiramuneli	id=g:7032424
Ruyenzi	id=g:7032425
Uwababehe	id=g:7032426
Nyamavune	id=g:7032427
Uwamigena	id=g:7032428
Nyakagezi	id=g:7032429
Mutumba	id=g:7032430
Muturiro	id=g:7032431
Uwanyiranzogera	id=g:7032432
Rugote	id=g:7032433
Rukarakara	id=g:7032434
Uwinyana	id=g:7032435
Gisuma	id=g:7032436
Mudasomwa	id=g:7032437
Tambananga	id=g:7032438
Gisanze	id=g:7032439
Bukinga	id=g:7032440
Uwamateke	id=g:7032441
Ikidubugu	id=g:7032442
Gakaranka	id=g:7032443
Kagomogomo	id=g:7032444
Nyarubumba	id=g:7032445
Uwamakumba	id=g:7032446
Uwumusebeya	id=g:7032447
Nyakagezi	id=g:7032448
Gitwa	id=g:7032449
Uwagahuro	id=g:7032450
Uwamashinge	id=g:7032451
Gakomansyo	id=g:7032452
Rugote	id=g:7032453
Mwaro	id=g:7032454
Cyivugiza	id=g:7032455
Rutabo	id=g:7032456
Uwarwambali	id=g:7032457
Uwabakina	id=g:7032458
Busanze	id=g:7032459
Uwimbogo	id=g:7032460
Uwabanyama	id=g:7032461
Uwabana	id=g:7032462
Murugogwe	id=g:7032463
Mubuga	id=g:7032464
Kirwa	id=g:7032465
Gatwaro	id=g:7032466
Bitare	id=g:7032467
Munnyangali	id=g:7032468
Bugarama	id=g:7032469
Wantotwe	id=g:7032470
Bwuje	id=g:7032471
Ruzibanduru	id=g:7032584
Mulindi	id=g:7032585
Rugeme	id=g:7032586
Gatovu	id=g:7032587
Kagarama	id=g:7032588
Gisugusugu	id=g:7032589
Kanyirangore	id=g:7032590
Kabugu	id=g:7032591
Nyakayuya	id=g:7032592
Nyagahembe	id=g:7032593
Nyarudeli	id=g:7032594
Kamagimbo	id=g:7032595
Suro	id=g:7032596
Rwumuya	id=g:7032597
Muva	id=g:7032598
Kigaga	id=g:7032599
Bugumira	id=g:7032600
Kajabu	id=g:7032601
Kasenjara	id=g:7032602
Mirara	id=g:7032603
Gakombe	id=g:7032604
Kanyinya	id=g:7032605
Kivogo	id=g:7032606
Kinyaga	id=g:7032607
Rwenje	id=g:7032608
Hepfu	id=g:7032609
Bunyesha	id=g:7032610
Gasharu	id=g:7032611
Mariba	id=g:7032612
Tombora	id=g:7032613
Karusimbi	id=g:7032614
Bugarura	id=g:7032615
Kazungu	id=g:7032616
Nyakagezi	id=g:7032617
Gahongo	id=g:7032618
Rweya	id=g:7032619
Gitwa	id=g:7032620
Gashya	id=g:7032621
Gasharu	id=g:7032622
Karambo	id=g:7032623
Kubagiramenyo	id=g:7032624
Kangazi	id=g:7032625
Mparwe	id=g:7032626
Impara	id=g:7032627
Burege	id=g:7032628
Cyibumba	id=g:7032629
Munyange	id=g:7032630
Kabona	id=g:7032631
Nyabiranga	id=g:7032632
Gitwa	id=g:7032633
Busekanka	id=g:7032634
Nzikwa	id=g:7032635
Murambi	id=g:7032636
Kamanyenga	id=g:7032637
Rusebeya	id=g:7032638
Gisheke	id=g:7032639
Bigoga	id=g:7032640
Buzi	id=g:7032641
Karora	id=g:7032642
Rugabano	id=g:7032643
Kamucyamo	id=g:7032644
Nyabyunyu	id=g:7032645
Gitwa	id=g:7032646
Gikombe	id=g:7032647
Muramba	id=g:7032648
Karama	id=g:7032649
Mashoroza	id=g:7032650
Nyamukingo	id=g:7032651
Kivoga	id=g:7032652
Kigarama	id=g:7032653
Nyamahembe	id=g:7032654
Ruhinga	id=g:7032655
Kabulindi	id=g:7032656
Murama	id=g:7032657
Île Bweramata	id=g:7032658
Gakomeye	id=g:7032659
Gitwa	id=g:7032660
Gashenyi	id=g:7032661
