Katakwi	id=g:231947
Kabobo	id=g:232989
Kabobo	id=g:232990
Kabkwaryi	id=g:232991
Kabizi	id=g:232992
Kabiti	id=g:232993
Kabiso	id=g:232994
Kabiseke	id=g:232995
Kabirizi	id=g:232996
Kabira Point	id=g:232997
Kabiramorok	id=g:232998
Kabira Mission	id=g:232999
Kabirabira	id=g:233000
Kabira	id=g:233001
Kabira	id=g:233002
Kabira	id=g:233003
Kabira	id=g:233004
Kabira	id=g:233005
Kabira	id=g:233006
Kabingo	id=g:233007
Kabingo	id=g:233008
Kabingo	id=g:233009
Kabingo	id=g:233010
Kabindula	id=g:233011
Kabimba	id=g:233012
Kabikokwa	id=g:233013
Kabiga	id=g:233014
Kabezi	id=g:233015
Kaberendi	id=g:233016
Kabere	id=g:233017
Kaberamaido County	id=g:233018
Kaberamaido	id=g:233019
Kaberaba	id=g:233020
Kabende	id=g:233021
Kabende	id=g:233022
Kabende	id=g:233023
Kabembe	id=g:233024
Kabembe	id=g:233025
Kabelangole	id=g:233026
Kabelakit	id=g:233027
Kabchogin	id=g:233028
Kabazimu Island	id=g:233029
Kabatoro	id=g:233030
Kabatego	id=g:233031
Kabataluka	id=g:233032
Kabatakumi	id=g:233033
Kabata	id=g:233034
Kabat	id=g:233035
Kabasuma	id=g:233036
Kabasongya	id=g:233037
Kabasegwa	id=g:233038
Kabasanda	id=g:233039
Kabarwa	id=g:233040
Kabarole	id=g:233041
Lake Kabarogi	id=g:233042
Kabaroge	id=g:233043
Tomb of Kabarega	id=g:233044
Kabare	id=g:233045
Kabare	id=g:233046
Kabare	id=g:233047
Kabaraga	id=g:233048
Kabanyolo	id=g:233049
Kabango	id=g:233050
Kabango	id=g:233051
Kabanga	id=g:233052
Kabandi	id=g:233053
Kabanda	id=g:233054
Kabambo	id=g:233055
Kabamba	id=g:233056
Kabama	id=g:233057
Kabalu	id=g:233058
Kabalongo	id=g:233059
Lake Kabaleka	id=g:233060
Kabale Island	id=g:233061
Kabalega Falls National Park	id=g:233062
Kabalega Falls	id=g:233063
Kabale	id=g:233064
Kabale	id=g:233065
Kabale	id=g:233066
Kabale	id=g:233067
Kabale	id=g:233068
Kabale	id=g:233069
Kabale	id=g:233070
Kabale	id=g:233071
Kabale	id=g:233072
Kabale	id=g:233073
Kabale	id=g:233074
Kabale	id=g:233075
Kabale	id=g:233076
Kabale	id=g:233077
Kabale	id=g:233078
Kabale	id=g:233079
Kabalang	id=g:233080
Kabaigarire	id=g:233081
Kabahesi	id=g:233082
Kabahesi	id=g:233083
Kabahango	id=g:233084
Tomb of Kabagonza	id=g:233085
Kabagole	id=g:233086
Kabagole	id=g:233087
Kabaganja Island	id=g:233088
Kabagala Point	id=g:233089
Kabaga	id=g:233090
Kababito	id=g:233091
Kazi	id=g:233092
Kaabong	id=g:233093
Jwamba	id=g:233094
Jurei	id=g:233095
Jungwe	id=g:233096
Jungo	id=g:233097
Jungo	id=g:233098
Junda	id=g:233099
Junda	id=g:233100
Jumba	id=g:233101
Jumangabo	id=g:233102
Juma	id=g:233103
Juko	id=g:233104
Jukari	id=g:233105
Jugula	id=g:233106
Jugangoma	id=g:233107
Jubiya Forest	id=g:233108
Jopangira	id=g:233109
Jopakubi	id=g:233110
Jonam County	id=g:233111
Joliya	id=g:233112
Jinja	id=g:233113
Jinja	id=g:233114
Jinja	id=g:233115
Jimbi	id=g:233116
Jie County	id=g:233117
Jeza	id=g:233118
Jemba	id=g:233119
Jelele	id=g:233121
Jatat	id=g:233122
Janya	id=g:233123
Jantsohachu	id=g:233124
Jantangiri	id=g:233125
Jandira	id=g:233126
Jandira	id=g:233127
Janda	id=g:233128
Jana Island	id=g:233129
Jakawai	id=g:233130
Jaka	id=g:233131
Jacksons Summit	id=g:233132
Izumu	id=g:233133
Izizi	id=g:233134
Izira	id=g:233135
Izinga Island	id=g:233136
Izinga Island	id=g:233137
Izeru	id=g:233138
Izeru	id=g:233139
Iyolwa	id=g:233140
Iyingo	id=g:233141
Iyi	id=g:233142
Iyagizo	id=g:233143
Iwemba	id=g:233144
Iwemba	id=g:233145
Iwal	id=g:233146
Iwafia	id=g:233147
Ivu	id=g:233148
Ivare	id=g:233149
Itwara Forest	id=g:233150
Itwara	id=g:233151
Ituba	id=g:233152
Itozho	id=g:233153
Itor	id=g:233154
Itolo	id=g:233155
Itojo	id=g:233156
Isojo	id=g:233157
Itendero	id=g:233158
Itemba	id=g:233159
Itegyero	id=g:233160
Itegyero	id=g:233161
Itara	id=g:233162
Itanda	id=g:233163
Itamya	id=g:233164
Itama	id=g:233165
Itam	id=g:233166
Itakaibolu	id=g:233167
Isya	id=g:233168
Isunga	id=g:233169
Isunga	id=g:233170
Isu	id=g:233171
Isozi	id=g:233172
Isomazoli	id=g:233173
Isioro	id=g:233174
Isingiro County	id=g:233175
Isinde	id=g:233176
Isi	id=g:233177
Isi	id=g:233178
Ishura	id=g:233179
Ishingiro	id=g:233180
Ishaya	id=g:233181
Ishasha	id=g:233183
Ishasha	id=g:233184
Ishanze	id=g:233185
Ishagama	id=g:233186
Ishagama	id=g:233187
Tomb of Isansa	id=g:233188
Isangwe	id=g:233189
Isamba Island	id=g:233190
Isagara	id=g:233191
Isa	id=g:233192
Isa	id=g:233193
Iryango	id=g:233194
Irwaniro	id=g:233195
Irundu	id=g:233196
Irumba	id=g:233197
Iru	id=g:233198
Irongo	id=g:233199
Iriri	id=g:233200
Iriri	id=g:233201
Iriova	id=g:233202
Iringita	id=g:233203
Iringa	id=g:233204
Iringa	id=g:233205
Irimbi	id=g:233206
Irimbi	id=g:233207
Irimbi	id=g:233208
Irimba	id=g:233209
Iria	id=g:233210
Irera	id=g:233211
Irenga	id=g:233212
Iremerya	id=g:233213
Iremera	id=g:233214
Iremera	id=g:233215
Irembezi	id=g:233216
Irashagye	id=g:233217
Irangara Island	id=g:233218
Iramva	id=g:233219
Iramba Island	id=g:233220
Iragaza	id=g:233221
Irabi	id=g:233222
Ipife	id=g:233223
Inyi	id=g:233224
Inve	id=g:233225
Inula	id=g:233226
Inomo	id=g:233227
Inner Rock	id=g:233228
Indiga	id=g:233229
Inde	id=g:233230
Imvetre	id=g:233231
Imvenga	id=g:233232
Impenetrable Forest	id=g:233233
Imbamba	id=g:233234
Imagit	id=g:233235
Ilo	id=g:233236
Ilak	id=g:233237
Ikumbya	id=g:233238
Ikumbagaza	id=g:233239
Ikumba	id=g:233240
Ikulwe Farm	id=g:233241
Ikulwe	id=g:233242
Ikona	id=g:233243
Ikole	id=g:233244
Ikoba	id=g:233245
Iki Iki	id=g:233246
Ikanda	id=g:233248
Ikanda	id=g:233249
Ikamiro	id=g:233250
Ije	id=g:233251
Ihungu	id=g:233252
Ihunga	id=g:233253
Ihunga	id=g:233254
Ihunga	id=g:233255
Ihunga	id=g:233256
Ihunga	id=g:233257
Ihunga	id=g:233258
Ihunga	id=g:233259
Ihimbo Forest	id=g:233260
Ihihizo	id=g:233261
Igwe	id=g:233262
Igwe	id=g:233263
Igwanzura	id=g:233264
Igurua	id=g:233265
Igotero	id=g:233266
Igorora	id=g:233267
Igorora	id=g:233268
Igola	id=g:233269
Igisi	id=g:233270
Igasa	id=g:233271
Igara County	id=g:233272
Iganga	id=g:233273
Iganga	id=g:233274
Iganga	id=g:233275
Igalalo Bay	id=g:233276
Idome	id=g:233277
Idokwe Bay	id=g:233278
Idia	id=g:233279
Icum	id=g:233280
Ichwabitengo	id=g:233281
Icheme	id=g:233282
Ibung	id=g:233283
Ibulanku	id=g:233284
Ibuje	id=g:233285
Ibuje	id=g:233286
Ibuga	id=g:233287
Iborogya Falls	id=g:233288
Ibonde	id=g:233289
Iboke	id=g:233290
Ibok	id=g:233291
Ibimbo	id=g:233292
Ibare	id=g:233293
Ibare	id=g:233294
Ibare	id=g:233295
Ibaralibe	id=g:233296
Ibanda	id=g:233297
Ibanda	id=g:233298
Ibanda	id=g:233299
Ibana	id=g:233300
Ibambalo	id=g:233301
Ibamba	id=g:233302
Ibalya	id=g:233303
Ibale	id=g:233304
Ibale	id=g:233305
Hunter Rock	id=g:233306
Humiya	id=g:233307
Howa	id=g:233308
Hondwa	id=g:233309
Hoimo	id=g:233310
Hoima	id=g:233311
Hoima	id=g:233312
Hindagi	id=g:233313
Hima	id=g:233314
Hima	id=g:233315
Hema	id=g:233316
Harugali	id=g:233317
Haragatwe	id=g:233318
Hannington Bay	id=g:233319
Hankondo	id=g:233320
Hamukunga	id=g:233321
Hambuga	id=g:233322
Halo	id=g:233323
Hakitengya	id=g:233324
Hakibale	id=g:233325
Hakekuba	id=g:233326
Gyete	id=g:233327
Gwetom	id=g:233328
Gwetom	id=g:233329
Gwetengiri	id=g:233330
Gweri	id=g:233331
Gwera Bay	id=g:233332
Gwengdiya	id=g:233333
Gwatiro	id=g:233334
Gwase	id=g:233335
Gwarushenyi	id=g:233336
Gwanaku	id=g:233337
Gurumu	id=g:233338
Gurumenzi	id=g:233339
Guragado	id=g:233340
Gung Gung Ngai	id=g:233341
Gunda	id=g:233342
Gunda	id=g:233343
Gulwe	id=g:233344
Guluka	id=g:233345
Gulu	id=g:233346
Gulibi	id=g:233347
Gulamubiri	id=g:233348
Gulama	id=g:233349
Gulama	id=g:233350
Gulama	id=g:233351
Murua Gugoi	id=g:233352
Greth	id=g:233353
Greek River	id=g:233354
Grant Bay	id=g:233355
Fort Grant	id=g:233356
Fort Grant	id=g:233357
Goza	id=g:233358
Goula	id=g:233359
Got Gweno	id=g:233360
Gosola	id=g:233361
Goru Point	id=g:233362
Goru	id=g:233363
Gortheg	id=g:233364
Gorotoa	id=g:233365
Goromi	id=g:233366
Goromi	id=g:233367
Goringa	id=g:233368
Gorilla Sanctuary	id=g:233369
Gorduru	id=g:233370
Gordons Mruli	id=g:233371
Goragung Rapids	id=g:233372
Gonve	id=g:233373
Gomero	id=g:233374
Gomero	id=g:233375
Gombe	id=g:233376
Gombe	id=g:233377
Gombe	id=g:233378
Gombe	id=g:233379
Gombe	id=g:233380
Gombe	id=g:233381
Gombe	id=g:233382
Gomba County	id=g:233383
Goma	id=g:233384
Goma	id=g:233385
Golomolo	id=g:233386
Golola	id=g:233387
Goli	id=g:233388
Goli	id=g:233389
Goli	id=g:233390
Gogonyo	id=g:233391
Gogonya	id=g:233392
Godelola	id=g:233393
Gobero Bay	id=g:233394
Gobero	id=g:233395
Gobero	id=g:233396
Giyaguya	id=g:233397
Gisosi	id=g:233398
Gisita	id=g:233399
Giro	id=g:233400
Girigiroi	id=g:233401
Giri	id=g:233402
Gimbi	id=g:233403
Gimara	id=g:233404
Giligili	id=g:233405
Giligili	id=g:233406
Gihondo	id=g:233407
Lake Gigati	id=g:233408
Ggwanga	id=g:233409
Ggoli	id=g:233410
Geyero	id=g:233411
Getom	id=g:233412
Getanyang	id=g:233413
Mount Gessi	id=g:233414
Geremech	id=g:233415
Lake George	id=g:233416
Fort George	id=g:233417
Lake Geme	id=g:233418
Gegede	id=g:233419
Gazi	id=g:233420
Gayaza	id=g:233421
Gayaza	id=g:233422
Gayaza	id=g:233423
Gayaza	id=g:233424
Gayaza	id=g:233425
Gayaza	id=g:233426
Gayaza	id=g:233427
Gayaza	id=g:233428
Gayaza	id=g:233429
Gayaza	id=g:233430
Gayaza	id=g:233431
Gayaza	id=g:233432
Gayaza	id=g:233433
Gayaza	id=g:233434
Gayaza	id=g:233435
Gayaza	id=g:233436
Gayaza	id=g:233437
Lake Gawa	id=g:233438
Gavu	id=g:233439
Gavu	id=g:233440
Gavu	id=g:233441
Garegere	id=g:233442
Gantama	id=g:233443
Gantama	id=g:233444
Gangu	id=g:233445
Gangu	id=g:233446
Gangu	id=g:233447
Gangama	id=g:233448
Ganda	id=g:233449
Gambuze	id=g:233450
Gambirana	id=g:233451
Gamba	id=g:233452
Gamba	id=g:233453
Gama	id=g:233454
Galiraya	id=g:233455
Galijula	id=g:233456
Galatiya	id=g:233457
Galanga Point	id=g:233458
Gala	id=g:233459
Gakaididai	id=g:233460
Gaira	id=g:233461
Gadumire	id=g:233462
Gadumire	id=g:233463
Gabichunchu	id=g:233464
Gabi	id=g:233465
Gaba	id=g:233466
Gaba	id=g:233467
Gaba	id=g:233468
Funve Island	id=g:233469
Funve	id=g:233470
Fundu	id=g:233471
Fumbya	id=g:233472
Fumbya	id=g:233473
Fuluma	id=g:233474
Fululu	id=g:233475
Fort Portal	id=g:233476
Fort Banda	id=g:233477
Foroforo	id=g:233478
Fondu	id=g:233479
Fishermans Point	id=g:233480
Feilding Bay	id=g:233481
Fajao	id=g:233482
Fada	id=g:233483
Ewuyo	id=g:233484
Ewadri	id=g:233485
Evisivitakura	id=g:233486
Etori	id=g:233487
Ethe	id=g:233488
Etam	id=g:233489
Eseka	id=g:233490
Erute County	id=g:233491
Erute	id=g:233492
Erute	id=g:233493
Erusi II	id=g:233494
Erusi East	id=g:233495
Erusi	id=g:233496
Erudzi	id=g:233497
Eruba	id=g:233498
Eru	id=g:233499
Erima	id=g:233500
Erezeli	id=g:233501
Eradji	id=g:233502
Era Central Forest Reserve	id=g:233503
Era	id=g:233504
Entebbe Harbour	id=g:233505
Entebbe Bay	id=g:233506
Entebbe Animal and Bird Sanctuary	id=g:233507
Entebbe	id=g:233508
Enguri	id=g:233509
Tomb of Engoma	id=g:233510
Enengo	id=g:233511
Enangayembwa	id=g:233512
Emushanzi	id=g:233513
Emuleva	id=g:233514
Emerikit	id=g:233515
Emerikit	id=g:233516
Emeng	id=g:233517
Elephant Sanctuary	id=g:233518
Ekulonya	id=g:233519
Ekoit	id=g:233520
Ekobatum	id=g:233521
Ekitsagaza	id=g:233522
Ekiringura	id=g:233523
Ekininga	id=g:233524
Ejomi	id=g:233525
Ejemoruno	id=g:233526
Ega	id=g:233527
Fort Edward	id=g:233528
Edrivu	id=g:233529
Echuya Forest	id=g:233530
Echinyabu	id=g:233531
Eba	id=g:233532
East Nangeya Forest	id=g:233533
East Madi County	id=g:233534
Eastern Province	id=g:233535
East Acholi District	id=g:233536
Dusozwa	id=g:233537
Dusandala	id=g:233538
Dure	id=g:233539
Dura Station	id=g:233540
Durama	id=g:233541
Dura	id=g:233542
Duol	id=g:233543
Dungulilia	id=g:233544
Dunga	id=g:233545
Diimu Point	id=g:233546
Dumu	id=g:233547
Diima	id=g:233548
Dumbu	id=g:233549
Dukonge	id=g:233550
Tomb of Duhaga	id=g:233551
Tomb of Duhaga	id=g:233552
Dufile	id=g:233553
Dufile	id=g:233554
Dubona	id=g:233555
Draju	id=g:233556
Doya	id=g:233557
Dopeth	id=g:233558
Dokolo County	id=g:233559
Dokolo	id=g:233560
Dokolo	id=g:233561
Dokolo	id=g:233562
Dokolo	id=g:233563
Dokolo	id=g:233564
Dokolo	id=g:233565
Dokolo	id=g:233566
Doko	id=g:233567
Dogoro	id=g:233568
Dodoth County	id=g:233569
Dodos	id=g:233570
Doche	id=g:233571
Diragana	id=g:233572
Diowa	id=g:233573
Dyarasongole	id=g:233574
Dyangei	id=g:233575
Dyabalume Island	id=g:233576
Dwiua	id=g:233577
Dwimbi	id=g:233578
Dwengo	id=g:233579
Dwasendwe Island	id=g:233580
Dwanga Muto	id=g:233581
Dwanga Mukulu	id=g:233582
Dwamanyanja	id=g:233583
Dwalina	id=g:233584
Dwabarasi	id=g:233585
Duweru Island	id=g:233586
Duwach	id=g:233588
Dinzira Island	id=g:233589
Dingbulungbulu	id=g:233590
Didima	id=g:233591
Fort De Winton	id=g:233592
Dewe	id=g:233593
Dembe	id=g:233594
Delu	id=g:233595
Delphi	id=g:233596
Dei	id=g:233597
Degiya	id=g:233598
Degeya Swamp	id=g:233599
Degeya	id=g:233600
Degeya	id=g:233601
Degeya	id=g:233602
Degaya	id=g:233603
Debeza	id=g:233604
Davula Estate	id=g:233605
Davide	id=g:233606
Dava	id=g:233607
Danze	id=g:233608
Danya	id=g:233609
Dangali	id=g:233610
Dangala	id=g:233611
Damba Lighthouse	id=g:233612
Damba Island	id=g:233613
Damba Channel	id=g:233614
Damba	id=g:233615
Dalamba	id=g:233616
Dakum	id=g:233617
Dakabela	id=g:233618
Daje	id=g:233619
Dagusi Passage	id=g:233620
Dagusi Island	id=g:233621
Dagala	id=g:233622
Dagala	id=g:233623
Daga	id=g:233624
Dadira	id=g:233625
Dadasi	id=g:233626
Dacha	id=g:233627
Dabazi	id=g:233628
Dabara	id=g:233629
Dabani	id=g:233630
Dabani	id=g:233631
Curu	id=g:233632
Cilio	id=g:233633
Chyogo	id=g:233634
Chwagere	id=g:233635
Chut	id=g:233636
Churo	id=g:233637
Chumu	id=g:233638
Chuchu	id=g:233639
Chuchu	id=g:233640
Chuchu	id=g:233641
Chua County	id=g:233642
Chosan	id=g:233643
Chosa Bay	id=g:233644
Choro	id=g:233645
Chonyo	id=g:233646
Chondo	id=g:233647
Cholom	id=g:233648
Cholol	id=g:233649
Choja	id=g:233650
Chogo	id=g:233651
Chobi	id=g:233652
Chivare	id=g:233653
Chitwe	id=g:233654
Chitanda	id=g:233655
Chiruruma	id=g:233656
Chirongu	id=g:233657
Chimuli	id=g:233658
Chimondo	id=g:233659
Chikunda	id=g:233660
Chikomero	id=g:233661
Chikoba	id=g:233662
Chiko	id=g:233663
Chikarara	id=g:233664
Chijonjo	id=g:233665
Lake Chibwera	id=g:233666
Chibingo	id=g:233667
Chiawanti	id=g:233668
Chezho	id=g:233669
Chewiro	id=g:233670
Chevunje Estate	id=g:233671
Chesebere	id=g:233672
Chesebere	id=g:233673
Cherekula	id=g:233674
Cheptui	id=g:233675
Cheptui	id=g:233676
Chenkoni	id=g:233677
Chelima Forest	id=g:233678
Chele	id=g:233679
Chekoba	id=g:233680
Chei	id=g:233681
Chebonet	id=g:233682
Chebonet	id=g:233683
Lake Chazhengye	id=g:233684
Charabanga	id=g:233686
Chapmans Farm	id=g:233687
Chapeth	id=g:233688
Chankoko	id=g:233689
Chanka	id=g:233690
Chanjojo	id=g:233691
Changeny	id=g:233692
Chamwasha	id=g:233693
Chamsokera	id=g:233694
Chamidako	id=g:233695
Chamburara	id=g:233696
Chambura	id=g:233697
Chamatum	id=g:233698
Chalanga	id=g:233699
Chakwala	id=g:233700
Chakolomun	id=g:233701
Chakali	id=g:233702
Chahi Forest	id=g:233703
Chahi	id=g:233704
Lake Chahafi	id=g:233705
Chabkarere	id=g:233706
Chabiwa	id=g:233707
Chabahinga	id=g:233708
Mpigi District	id=g:233709
Central Bugisu County	id=g:233710
Chegere	id=g:233711
Cawente	id=g:233712
Canon Apollo College	id=g:233713
Calyabong	id=g:233714
The Caldera	id=g:233715
Byezitile	id=g:233716
Byesika	id=g:233717
Byero	id=g:233718
Byasa	id=g:233719
Byante Forest	id=g:233720
Byante	id=g:233721
Byante	id=g:233722
Byanamira	id=g:233723
Byamutunda Estate	id=g:233724
Byakabanda	id=g:233725
Bya Estate	id=g:233726
Bwongyera	id=g:233727
Bwolemera	id=g:233728
Bwobo	id=g:233729
Bwizibwera	id=g:233730
Bwizi	id=g:233731
Bwite	id=g:233732
Bwire	id=g:233733
Bwijanga	id=g:233734
Bwigule	id=g:233735
Bwigi Island	id=g:233736
Bweyongede	id=g:233737
Bweyogerere	id=g:233738
Bweyo	id=g:233739
Bweyo	id=g:233740
Bweyale	id=g:233741
Bweyale	id=g:233742
Bweyale	id=g:233743
Bweya	id=g:233744
Bweya	id=g:233745
Bweya	id=g:233746
Bwewemba	id=g:233747
Bwesa	id=g:233748
Bwerura	id=g:233749
Bwerenga	id=g:233750
Bweranyangi	id=g:233751
Bweramule	id=g:233752
Bwera	id=g:233753
Bwera	id=g:233754
Bwera	id=g:233755
Bwenyege	id=g:233756
Bwentama	id=g:233757
Bwenkwanzi	id=g:233758
Bwenkwanzi	id=g:233759
Bwengyerero	id=g:233760
Bwengara	id=g:233761
Bwenderwa	id=g:233762
Bwendero	id=g:233763
Bwendero	id=g:233764
Bwende	id=g:233765
Bwembe Point	id=g:233766
Bwembe Bay	id=g:233767
Bwema Island	id=g:233768
Bwegire	id=g:233769
Bwayuya	id=g:233770
Bwawamala	id=g:233771
Bwato	id=g:233772
Bwasanku	id=g:233773
Bwasa	id=g:233774
Lake Bwara	id=g:233776
Bwanzha	id=g:233777
Bwanswa	id=g:233778
Bwanjebe	id=g:233779
Bwanja	id=g:233780
Bwangyiro	id=g:233781
Bwangamba	id=g:233782
Bwanalaki	id=g:233783
Bwamulamira	id=g:233784
Bwamulamira	id=g:233785
Bwami	id=g:233786
Bwambara	id=g:233787
Bwamba Pass	id=g:233788
Bwamba County	id=g:233789
Bwalumuli	id=g:233790
Bwalilo	id=g:233791
Bwala	id=g:233792
Bwala	id=g:233793
Bwala	id=g:233794
Bwakasa	id=g:233795
Bwaka	id=g:233796
Bwajale	id=g:233797
Bwaise	id=g:233798
Bwahwa	id=g:233799
Bwahwa	id=g:233800
Bwagwe Point	id=g:233801
Bwacapila	id=g:233802
Bwabiye	id=g:233803
Buzzi	id=g:233804
Buziri Island	id=g:233805
Buziranjovu Island	id=g:233806
Buzinga	id=g:233807
Buzinga	id=g:233808
Buzimba	id=g:233809
Buzibadzi	id=g:233810
Buzheringi	id=g:233811
Buzhaga	id=g:233812
Buzhaga	id=g:233813
Buzami	id=g:233814
Buyunze	id=g:233815
Buyunga	id=g:233816
Buyundo	id=g:233817
Buyunda	id=g:233818
Buyumba	id=g:233819
Buyuki	id=g:233820
Buyuge	id=g:233821
Buyovu Island	id=g:233822
Buyonjo	id=g:233823
Buyonga	id=g:233824
Buyondo	id=g:233825
Buyondo	id=g:233826
Buyomba	id=g:233827
Buyola	id=g:233828
Buyoga	id=g:233829
Buyoga	id=g:233830
Buyobo	id=g:233831
Buyobe	id=g:233832
Buyiri	id=g:233833
Buyira	id=g:233834
Buyinja	id=g:233835
Buyindi	id=g:233836
Buyenzi	id=g:233837
Buyenvu	id=g:233838
Buyenje	id=g:233839
Buyende	id=g:233840
Buyembe	id=g:233841
Buyemba	id=g:233842
Buyemba	id=g:233843
Buyege	id=g:233844
Buye	id=g:233845
Buye	id=g:233846
Buyayu	id=g:233847
Buyanza	id=g:233848
Buyanja	id=g:233849
Buyanja	id=g:233850
Buyange Island	id=g:233851
Buyange	id=g:233852
Buyanga	id=g:233853
Buyana	id=g:233854
Buyamba	id=g:233855
Buyamba	id=g:233856
Buyale	id=g:233857
Buyala	id=g:233858
Buyagazu	id=g:233859
Buyaga County	id=g:233860
Buyaga Bay	id=g:233861
Buyaga	id=g:233862
Buyaga	id=g:233863
Buyaga	id=g:233864
Buyaga	id=g:233865
Buyabi	id=g:233866
Buwuni	id=g:233867
Buwungiro	id=g:233868
Buwunga	id=g:233869
Buwumba	id=g:233870
Buwuka Point	id=g:233871
Buwuka Bay	id=g:233872
Buwuja	id=g:233873
Buwoya	id=g:233874
Buwongo	id=g:233875
Buwongo	id=g:233876
Buwonda	id=g:233877
Buwolya	id=g:233878
Buwolya	id=g:233879
Buwologoma	id=g:233880
Buwola	id=g:233881
Buwola	id=g:233882
Buwola	id=g:233883
Buwiri	id=g:233884
Buwere	id=g:233885
Buwenge	id=g:233886
Buwenda	id=g:233887
Buwenda	id=g:233888
Buwembe	id=g:233889
Buwekwa	id=g:233890
Buwekula County	id=g:233891
Buwe	id=g:233892
Buwayo	id=g:233893
Buwaya	id=g:233894
Buwaya	id=g:233895
Buwaya	id=g:233896
Buwaya	id=g:233897
Buwate	id=g:233898
Buwasyu	id=g:233899
Buwanku	id=g:233900
Buwangire	id=g:233901
Buwanga	id=g:233902
Buwanga	id=g:233903
Buwanfu	id=g:233904
Buwanda	id=g:233905
Buwanda	id=g:233906
Buwanda	id=g:233907
Buwana	id=g:233908
Buwambo	id=g:233909
Buwama	id=g:233910
Buwalira	id=g:233911
Buwalasi	id=g:233912
Buwalasi	id=g:233913
Buwaiswa	id=g:233914
Buwaga	id=g:233915
Buwabwala	id=g:233916
Buvumbo Swamp	id=g:233917
Buvuma Island	id=g:233918
Buvuma County	id=g:233919
Buvuma Channel	id=g:233920
Buvulunguti	id=g:233921
Buvule	id=g:233922
Buvu Island	id=g:233923
Buvu	id=g:233924
Buvi	id=g:233925
Buuka Forest	id=g:233926
Butwala	id=g:233927
Butwa	id=g:233928
Bututi	id=g:233929
Bututi	id=g:233930
Buturume Island	id=g:233931
Butuntumula	id=g:233932
Butundu	id=g:233933
Butundu	id=g:233934
Butumbizi	id=g:233935
Butula	id=g:233936
Butukuru	id=g:233937
Butubiri	id=g:233938
Butu	id=g:233939
Butte	id=g:233940
Butongole	id=g:233941
Butologo Hills	id=g:233942
Butolo	id=g:233943
Butokebulamu	id=g:233944
Butogo	id=g:233945
Butobole	id=g:233946
Butobole	id=g:233947
Butiti	id=g:233948
Butiti	id=g:233949
Butiti	id=g:233950
Butiru	id=g:233951
Butiriku	id=g:233952
Butinde	id=g:233953
Butimba	id=g:233954
Butikwa	id=g:233955
Butiki	id=g:233956
Butiabuli	id=g:233957
Butiaba Harbour	id=g:233958
Buteza	id=g:233959
Butiaba	id=g:233960
Butesa	id=g:233961
Butesa	id=g:233962
Buterere	id=g:233963
Buterere	id=g:233964
Butenzi	id=g:233965
Butenge	id=g:233966
Butenga	id=g:233967
Butenga	id=g:233968
Butende	id=g:233969
Butende	id=g:233970
Butende	id=g:233971
Butende	id=g:233972
Butembe Bunya County	id=g:233973
Butembe	id=g:233974
Butemba	id=g:233975
Butemba	id=g:233976
Butema	id=g:233977
Butema	id=g:233978
Buteka	id=g:233979
Butegwa	id=g:233980
Butebo	id=g:233981
Butebo	id=g:233982
Butebe	id=g:233983
Butebe	id=g:233984
Buteba	id=g:233985
Butayunja	id=g:233986
Butayunja	id=g:233987
Butayunja	id=g:233988
Butatulwa	id=g:233989
Butaswa	id=g:233990
Butara	id=g:233991
Butara	id=g:233992
Butansi	id=g:233993
Butangazi	id=g:233994
Butangala	id=g:233995
Butanga	id=g:233996
Butandiga	id=g:233997
Butamira	id=g:233998
Butamira	id=g:233999
Butambala County	id=g:234000
Butalo	id=g:234001
Butali	id=g:234002
Butale Point	id=g:234003
Butaleja	id=g:234004
Butale	id=g:234005
Butale	id=g:234006
Butale	id=g:234007
Butale	id=g:234008
Butakola	id=g:234009
Butajjula	id=g:234010
Butagasi	id=g:234011
Buta	id=g:234012
Butacho	id=g:234013
Butaba	id=g:234014
Buswale	id=g:234015
Buswa	id=g:234016
Buswa	id=g:234017
Buswa	id=g:234018
Busunju	id=g:234019
Busunju	id=g:234020
Busungwe Island	id=g:234021
Busungiri	id=g:234022
Busundo	id=g:234023
Busumbu	id=g:234024
Busumbi	id=g:234025
Busulumba	id=g:234026
Busulani	id=g:234027
Busula	id=g:234028
Busuju County	id=g:234029
Busuju	id=g:234030
Busubizi	id=g:234031
Busubi	id=g:234032
Busu	id=g:234033
Bussi Island	id=g:234034
Busowa Falls	id=g:234035
Busowa	id=g:234036
Busowa	id=g:234037
Busoro	id=g:234038
Busoni	id=g:234039
Busongora County	id=g:234040
Busonga	id=g:234041
Busomba	id=g:234042
Busolwe	id=g:234043
Busolosolo	id=g:234044
Busolonganyi Estate	id=g:234045
Busoke	id=g:234046
Busobo	id=g:234048
Busoba	id=g:234049
Busiza	id=g:234050
Busiu	id=g:234051
Busitema	id=g:234052
Busiro County	id=g:234053
Busiro	id=g:234054
Busiro	id=g:234055
Busiriva	id=g:234056
Busira	id=g:234057
Businzigo	id=g:234058
Businsi	id=g:234059
Businoko Point	id=g:234060
Busini	id=g:234061
Busingiro	id=g:234062
Busingiro	id=g:234063
Busindi	id=g:234064
Busimo	id=g:234065
Busimo	id=g:234066
Busimbi	id=g:234067
Busimba	id=g:234068
Namutumba District	id=g:234069
Busikho	id=g:234070
Busika	id=g:234071
Busika	id=g:234072
Busiga	id=g:234073
Busibo	id=g:234074
