Mirenda	id=g:422478
Ramba	id=g:423573
Kiremba	id=g:423574
Ngoma	id=g:423575
Kinama	id=g:423576
Kabuye	id=g:423577
Nyarwedeka	id=g:423578
Ganga	id=g:423579
Rukingiro	id=g:423580
Gaseru	id=g:423581
Gahabwa	id=g:423582
Kabezi	id=g:423583
Kayengwe	id=g:423584
Nyagonga	id=g:423585
Rtyazo	id=g:423586
Kirinzi	id=g:423587
Nyabage	id=g:423588
Gitenga	id=g:423589
Gasenyi	id=g:423590
Ntobo	id=g:423591
Mutambu	id=g:423592
Mutambu	id=g:423593
Gasenyi	id=g:423594
Ngambwe	id=g:423595
Bureau de commune Mutambu	id=g:423596
Bubanza	id=g:423597
Gakombero	id=g:423598
Mine désaffectées Mutambu	id=g:423599
Mwaza	id=g:423600
Kanyamazi	id=g:423601
Kabezi	id=g:423602
Kabezi	id=g:423603
Kinonko	id=g:423604
Murambi	id=g:423605
Kabezi	id=g:423606
Kabezi	id=g:423607
Croix Gomvyi	id=g:423608
Gomvyi	id=g:423609
Mugongo	id=g:423610
Bureau de commune Kabezi	id=g:423611
Mpinga	id=g:423612
Nyabisogi	id=g:423613
Nyankara	id=g:423614
Cumba	id=g:423615
Kivungwe	id=g:423616
Mine désaffectées Gakara	id=g:423617
Gomvyi	id=g:423618
Gatwe	id=g:423619
Gakara	id=g:423620
Kivungwe	id=g:423621
Mubanga	id=g:423622
Nyadembwe	id=g:423623
Nyamavuya	id=g:423624
Karonge	id=g:423625
Mine désaffectées Rutovu	id=g:423626
Masama	id=g:423627
Rutovu	id=g:423628
Muramvya	id=g:423629
Buhinda	id=g:423630
Musha	id=g:423631
Birayi	id=g:423632
Migera	id=g:423633
Ruhinga	id=g:423634
Mihigina	id=g:423635
Karindamisa	id=g:423636
Nyamarangara	id=g:423637
Burazi	id=g:423638
Kazibaziba	id=g:423639
Canda	id=g:423640
Rugobe	id=g:423641
Rutonde	id=g:423642
Bwago	id=g:423643
Gasasira	id=g:423644
Karonge	id=g:423645
Rurambira	id=g:423646
Keru	id=g:423647
Gasebeyi	id=g:423648
Kirasa	id=g:423649
Nyamitanga	id=g:423650
École normale Mutumba	id=g:423651
Rubura	id=g:423652
Mutumba	id=g:423653
Mutumba	id=g:423654
Mutumba	id=g:423655
Nyaruvumba	id=g:423656
Busenge	id=g:423657
Rurambira	id=g:423658
Kavobo	id=g:423659
Gihondo	id=g:423660
Kirasa	id=g:423661
Nyarurambi	id=g:423662
Nyabibembe	id=g:423663
Nyakarangara	id=g:423664
Gashawe	id=g:423665
Gatwenzi	id=g:423666
Higiro	id=g:423667
Heha	id=g:423668
Cankere	id=g:423669
Gabaniro	id=g:423670
Muhuta	id=g:423671
Kinyamaganga	id=g:423672
Nyarumanga	id=g:423673
Masara	id=g:423674
Gikongoro	id=g:423675
Mukobwe	id=g:423676
Buyenzi	id=g:423677
Gitaza	id=g:423678
Gitundo	id=g:423679
Nyabugume	id=g:423680
Rugombero	id=g:423681
Rugombero	id=g:423682
Nyamusenyi	id=g:423683
Mugoboka	id=g:423684
Buyenzi	id=g:423685
Gakuvo	id=g:423686
Bureau de commune Buyenzi	id=g:423687
Buyenzi	id=g:423688
Kirombwe	id=g:423689
Nyambwa	id=g:423690
Nyamihesu	id=g:423691
Bitwe	id=g:423692
Buyenzi	id=g:423693
Mubone	id=g:423694
Nyabwayi	id=g:423695
Ginge	id=g:423696
Gatororongo	id=g:423697
Nyabihume	id=g:423698
Murago	id=g:423699
Buringa	id=g:423700
Mubanga	id=g:423701
Muhuta	id=g:423702
Tabi	id=g:423703
Kibingo	id=g:423704
Mubanga	id=g:423705
Kinama	id=g:423706
Rutongo	id=g:423707
Nyarugati	id=g:423708
Rutongo	id=g:423709
Batoza	id=g:423710
Kibingo	id=g:423711
Rutunga	id=g:423712
Kinyovu	id=g:423713
Muhoma	id=g:423714
Musinzira	id=g:423715
Nzakwe	id=g:423716
Nkuba	id=g:423717
Nyange	id=g:423718
Gahuni	id=g:423719
Nyangushwa	id=g:423720
Kavugambwe	id=g:423721
Ruteme	id=g:423722
Nyaruyaga	id=g:423723
Nyaruhongoka	id=g:423724
Mutwe	id=g:423725
Rutambiro	id=g:423726
Cashi	id=g:423727
Buraniro	id=g:423728
Monge	id=g:423729
Gitwaro	id=g:423730
Bihinge	id=g:423731
Kizuga	id=g:423732
Mugendo	id=g:423733
Gishinge	id=g:423734
Nyabungere	id=g:423735
Nyabugume	id=g:423736
Saga	id=g:423737
Rusakiro	id=g:423738
Kayombe	id=g:423739
Rukere	id=g:423740
Ruhuha	id=g:423741
Mahuba	id=g:423742
Janda	id=g:423743
Makombe	id=g:423744
Karambira	id=g:423745
Muhurazi	id=g:423746
Kagona	id=g:423747
Mihogoro	id=g:423748
Burangwa	id=g:423749
Kirundo	id=g:423750
Muhanda	id=g:423751
Bihindi	id=g:423752
Bugarama	id=g:423753
Kaburantwa	id=g:423754
Magara	id=g:423755
Gitwe	id=g:423756
Gishirwe	id=g:423757
Nyabusoro	id=g:423758
Nyamivari	id=g:423759
Ntebe	id=g:423760
Kiganza	id=g:423761
Kantumvya	id=g:423762
Nkukwe	id=g:423763
Ruzibazi	id=g:423764
Gisangazuba	id=g:423765
Midodo	id=g:423766
Gipfizi	id=g:423767
Kirugura	id=g:423768
Muhuzu	id=g:423769
Maramvya	id=g:423770
Nkomero	id=g:423771
Kibande	id=g:423772
Rutumo	id=g:423773
Kirehe	id=g:423774
Kabarambi	id=g:423775
Kiyonzo	id=g:423776
Donzi	id=g:423777
Buhanza	id=g:423778
Kigezi	id=g:423779
Karonge	id=g:423780
Gatare	id=g:423781
Magara	id=g:423782
Kigutu	id=g:423783
Kisizwa	id=g:423784
Ruvumu	id=g:423785
Nkoma	id=g:423786
Mutoyi	id=g:423787
Kirambi	id=g:423788
Gisogwe	id=g:423789
Kimanda	id=g:423790
Gasenyi	id=g:423791
Kirimbi	id=g:423792
Makamba	id=g:423793
Mwaro	id=g:423794
Nyagahwabare	id=g:423795
Bureau de commune Makamba	id=g:423796
Kibuba	id=g:423797
Mwaro	id=g:423798
Kigozi	id=g:423799
Tribunaux Kayokwe	id=g:423800
Rwintare	id=g:423801
Rushanga	id=g:423802
Butora	id=g:423803
Nyakirwa	id=g:423804
Gitsiro	id=g:423805
Matara	id=g:423806
Bisha	id=g:423807
Kibogoye	id=g:423808
Gitarurwa	id=g:423809
Rukina	id=g:423810
Nyambaba	id=g:423811
Rwintare	id=g:423812
Mutumba	id=g:423813
Mutumba	id=g:423814
Gikozi	id=g:423815
Bubari	id=g:423816
Gatwaro	id=g:423817
Kanyunya	id=g:423818
Rukina	id=g:423819
Kigozi	id=g:423820
Kivoga	id=g:423821
Nyamabuye	id=g:423822
Nyakarambo	id=g:423823
Murungurira	id=g:423824
Kayokwe	id=g:423825
Rubuga	id=g:423826
Kagoma	id=g:423827
Nyamugari	id=g:423828
Bureau de commune Kayokwe	id=g:423829
Kizi	id=g:423830
Kayokwe	id=g:423831
Bureau de arrondissement Mwaro	id=g:423832
Bureau de zone Rukina	id=g:423833
Nyamiyaga	id=g:423834
Hôpital Kayokwe	id=g:423835
Nyakararo	id=g:423836
École normale Kayokwe	id=g:423837
Nkingu	id=g:423838
Nyagitongati	id=g:423839
Sanatorium Kayokwe	id=g:423840
Kibumbu	id=g:423841
Karama	id=g:423842
Kanyinya	id=g:423843
Ndayi	id=g:423844
Nyandirika	id=g:423845
Rwonga	id=g:423846
Kayokwe	id=g:423847
Mutobo	id=g:423848
Rweza	id=g:423849
Bukwavu	id=g:423850
Ruyenzi	id=g:423851
Kiyange	id=g:423852
Nyamigongo	id=g:423853
Nyakibuye	id=g:423854
Karambi	id=g:423855
Gashikinzi	id=g:423856
Ruramba	id=g:423857
Mutobo	id=g:423858
Nyarumanga	id=g:423859
Twe	id=g:423860
Nyarusasa	id=g:423861
Muzi	id=g:423862
Rutongati	id=g:423863
Gitega	id=g:423864
Gahororo	id=g:423865
Gatare	id=g:423866
Butegama	id=g:423867
Bikanka	id=g:423868
Buburu	id=g:423869
Ngara	id=g:423870
Maronge	id=g:423871
Murwampore	id=g:423872
Murenjero	id=g:423873
Kidumbugu	id=g:423874
Rurambi	id=g:423875
Mugero	id=g:423876
Nyabikona	id=g:423877
Kiyange	id=g:423878
Nyagitongati	id=g:423879
Station météorologique Buburu	id=g:423880
Kanyami	id=g:423881
Nyagatika	id=g:423882
Nyagatovu	id=g:423883
Nyagashiba	id=g:423884
Gitara	id=g:423885
Baziro	id=g:423886
Kanyami	id=g:423887
Ndava	id=g:423888
Musimbwe	id=g:423889
Bwakira	id=g:423890
Centre agronomique Gisozi	id=g:423891
Bibuye	id=g:423892
Kironge	id=g:423893
Gahera	id=g:423894
Ruhinga	id=g:423895
Kigasare	id=g:423896
Banda	id=g:423897
Gisozi	id=g:423898
Kagoma	id=g:423899
Nyamiyaga	id=g:423900
Maramvya	id=g:423901
Rwuya	id=g:423902
Mayuyu	id=g:423903
Mayuyu	id=g:423904
Bariza	id=g:423905
Gisozi	id=g:423906
Nyarumanga	id=g:423907
Gishanga	id=g:423908
Runzanga	id=g:423909
Kaburungu	id=g:423910
Nyamugari	id=g:423911
Nyamugari	id=g:423912
Nyakigano	id=g:423913
Bisoro	id=g:423914
Bisoro	id=g:423915
Bureau de commune Bisoro	id=g:423916
Shaga	id=g:423917
Nkingu	id=g:423918
Isigi	id=g:423919
Nyarutwenzi	id=g:423920
Gitwa	id=g:423921
Mubira	id=g:423922
Kirika	id=g:423923
Musuti	id=g:423924
Nyagasasa	id=g:423925
Nyagasasa	id=g:423926
Sambwe	id=g:423927
Gatongati	id=g:423928
Nyamigende	id=g:423929
Bigugo	id=g:423930
Kiremera	id=g:423931
Ruyange	id=g:423932
Kibimba	id=g:423933
Uwibiti	id=g:423934
Gashiha	id=g:423935
Mukike	id=g:423936
Gatwe	id=g:423937
Kivoga	id=g:423938
Kariba	id=g:423939
Rwogo	id=g:423940
Gasumo	id=g:423941
Nkenke	id=g:423942
Mugendo Ruko	id=g:423943
Kivoga	id=g:423944
Katazimiza	id=g:423945
Musivya	id=g:423946
Uwurugo	id=g:423947
Rorero	id=g:423948
Nkukwe	id=g:423949
Mugendo Ndengo	id=g:423950
Musumba	id=g:423951
Rugara	id=g:423952
Ruzibazi	id=g:423953
Rugata	id=g:423954
Munini	id=g:423955
Masha	id=g:423956
Uwinryame	id=g:423957
Kayenzi	id=g:423958
Ruko	id=g:423959
Mugumya	id=g:423960
Mukungu	id=g:423961
Buzirabuye	id=g:423962
Munanira	id=g:423963
Nyakerera	id=g:423964
Kabuye	id=g:423965
Gakaranka	id=g:423966
Nyagikanga	id=g:423967
Mashunzi	id=g:423968
Mushwabure	id=g:423969
Cigome	id=g:423970
Kigabiro	id=g:423971
Rushanga	id=g:423972
Mukike	id=g:423973
Nyarubanda	id=g:423974
Rukere	id=g:423975
Kibatama	id=g:423976
Nyabikonge	id=g:423977
Munini	id=g:423978
Kivumu	id=g:423979
Kayenzi	id=g:423980
Bwayi	id=g:423981
Bisoro	id=g:423982
Kivumu	id=g:423983
Nyambuye	id=g:423984
Bisoro	id=g:423985
Bureau de commune Bisoro	id=g:423986
Mirango	id=g:423987
Nyabisazi	id=g:423988
Munanira	id=g:423989
Gashishima	id=g:423990
Bisoro	id=g:423991
Kidundwa	id=g:423992
Rutara	id=g:423993
Gitaramuka	id=g:423994
Coma	id=g:423995
Nyamayenzi	id=g:423996
Nyakimonyi	id=g:423997
Kirehe	id=g:423998
Gisasa	id=g:423999
Gasozwa	id=g:424000
Nyarurambi	id=g:424001
Mutumba	id=g:424002
Mahonda	id=g:424003
Nyagasumira	id=g:424004
Nyarushushu	id=g:424005
Baziro	id=g:424006
Ringira	id=g:424007
Ntentamaza	id=g:424008
Kavumu	id=g:424009
Mabaya	id=g:424010
Zingati	id=g:424011
Gahagaze	id=g:424012
Bisoro	id=g:424013
Kamiranzoge	id=g:424014
Ntentamaza	id=g:424015
Gasenyi	id=g:424016
Kanyinya	id=g:424017
Mahwane	id=g:424018
Nyagishiha	id=g:424019
Muyange	id=g:424020
Kavumu	id=g:424021
Donge Burasira	id=g:424022
Kariba	id=g:424023
Mugamba	id=g:424024
Bureau de commune Mugamba	id=g:424025
Bigugo	id=g:424026
Mugamba	id=g:424027
Mugamba	id=g:424028
Muramba	id=g:424029
Mutobo	id=g:424030
Mugamba	id=g:424031
Uwinzovu	id=g:424032
Kagomogomo	id=g:424033
Kagongo	id=g:424034
Nyagitwenzi	id=g:424035
Ruhinga	id=g:424036
Nyanza	id=g:424037
Kiganda	id=g:424038
Musagara	id=g:424039
Gasivya	id=g:424040
Kirinzi	id=g:424041
Munini	id=g:424042
Vyuya	id=g:424043
Ijuru	id=g:424044
Namba	id=g:424045
Nyakibuye	id=g:424046
Shanga	id=g:424047
Nyatubuye	id=g:424048
Gasenyi	id=g:424049
Gataka	id=g:424050
Buburu	id=g:424051
Gitanga	id=g:424052
Gwiyagiro	id=g:424053
Donge	id=g:424054
Tora	id=g:424055
Rukobe	id=g:424056
Bukirasazi	id=g:424057
Mpota	id=g:424058
Nyagashiha	id=g:424059
Ruhinga	id=g:424060
Nonya	id=g:424061
Kibezi	id=g:424062
Musarara	id=g:424063
Murenda	id=g:424064
Kiryama	id=g:424065
Mpota	id=g:424066
Kibezi	id=g:424067
Nyarutumba	id=g:424068
Kiroha	id=g:424069
Ntunda	id=g:424070
Gasibe	id=g:424071
Kagoma	id=g:424072
Gihanjo	id=g:424073
Karembwe	id=g:424074
Vyuya	id=g:424075
Vyuya	id=g:424076
Ruhongore	id=g:424077
Gicungwe	id=g:424078
Bureau de zone Vyuya	id=g:424079
Taba	id=g:424080
Kiganda	id=g:424081
Kamonge	id=g:424082
Damba	id=g:424083
Gitaramuka	id=g:424084
Donge Ruzi	id=g:424085
Gitumba	id=g:424086
Manga	id=g:424087
Ngoma	id=g:424088
Musasa	id=g:424089
Nyanzurwe	id=g:424090
Gifugutu	id=g:424091
Ndava	id=g:424092
Ntega	id=g:424093
Muyange	id=g:424094
Rusarenda	id=g:424095
Kigina	id=g:424096
Mugomera	id=g:424097
Kararo	id=g:424098
Gasibe	id=g:424099
Kinyamanga	id=g:424100
Gitamo	id=g:424101
Kamira	id=g:424102
Kivogera	id=g:424103
Musho	id=g:424104
Muzimu	id=g:424105
Kinyoni	id=g:424106
Kibozi	id=g:424107
Nyarumanga	id=g:424108
Kaboro	id=g:424109
Bigera	id=g:424110
Rukanka	id=g:424111
Gisenyi	id=g:424112
Maguge	id=g:424113
Nyazuba	id=g:424114
Gatabo	id=g:424115
Bitezi	id=g:424116
Gishanga	id=g:424117
Kwishwi	id=g:424118
Murango	id=g:424119
Gisenyi	id=g:424120
Mwumba	id=g:424121
Bitezi	id=g:424122
Nyetasha	id=g:424123
Mwumba	id=g:424124
Kibarazi	id=g:424125
Gitara	id=g:424126
Cunda	id=g:424127
Mugano	id=g:424128
Mugongo	id=g:424129
Matana	id=g:424130
Mujigo	id=g:424131
Gihara	id=g:424132
Magamba	id=g:424133
Munago	id=g:424134
Simba	id=g:424135
Kurugina	id=g:424136
Bihanga	id=g:424137
Rubirizi	id=g:424138
Kiyange	id=g:424139
Kibiri	id=g:424140
Kayokwe	id=g:424141
Muyange	id=g:424142
Nyaruswanga	id=g:424143
Kibenga	id=g:424144
Migende	id=g:424145
Mabogwe	id=g:424146
Gasanda	id=g:424147
Nyamitore	id=g:424148
Mumuri	id=g:424149
Gasenyi	id=g:424150
Karoba	id=g:424151
Kagamba	id=g:424152
Rushuru	id=g:424153
Nyakibari	id=g:424154
Bisoro	id=g:424155
Makera	id=g:424156
Bungere	id=g:424157
Vyoga	id=g:424158
Musama	id=g:424159
Kaganda	id=g:424160
Gikobe	id=g:424161
Bigugo	id=g:424162
Nyamiroroma	id=g:424163
Migera	id=g:424164
Nyakigezi	id=g:424165
Jugwe	id=g:424166
Waga	id=g:424167
Rusagara	id=g:424168
Masare	id=g:424169
Muhurika	id=g:424170
Benja	id=g:424171
Kabundugu	id=g:424172
Janja	id=g:424173
Muzenga	id=g:424174
Rtye	id=g:424175
Rukinya	id=g:424176
Bihomvora	id=g:424177
Nyabisindu	id=g:424178
Gasenyi	id=g:424179
Gatwaro	id=g:424180
Rutobo	id=g:424181
Nyamiguta	id=g:424182
Janja	id=g:424183
Kamabuye	id=g:424184
Nyamirambo	id=g:424185
Gasenyi	id=g:424186
Inajaga	id=g:424187
Rugege	id=g:424188
Musongati	id=g:424189
Kanyinya	id=g:424190
Ntunda	id=g:424191
Kiruhura	id=g:424192
Kirba	id=g:424193
Saswe	id=g:424194
Mwamira	id=g:424195
Mukigozi	id=g:424196
Bitaka	id=g:424197
Gatega	id=g:424198
Kironge	id=g:424199
Buga	id=g:424200
Baziro	id=g:424201
Marembo	id=g:424202
Munywero	id=g:424203
Kibugazi	id=g:424204
Musanganya	id=g:424205
Bukoro	id=g:424206
Nyamutobo	id=g:424207
Murago	id=g:424208
Budida	id=g:424209
Nyaburuma	id=g:424210
Nyarubenga	id=g:424211
Kivoga	id=g:424212
Maramvya	id=g:424213
Maramvya	id=g:424214
Maramvya	id=g:424215
Cimba	id=g:424216
Bikingi	id=g:424217
Musenyi	id=g:424218
Maramvya	id=g:424219
Kigara	id=g:424220
Rundari	id=g:424221
Nyagonga	id=g:424222
Muhumya	id=g:424223
Nkondo	id=g:424224
Nyamporogotwe	id=g:424225
Nyagugo	id=g:424226
Kayogoro	id=g:424227
Murehe	id=g:424228
Murindwe	id=g:424229
Gasaraga	id=g:424230
Rutovu	id=g:424231
Musave	id=g:424232
Nyabiraba	id=g:424233
Bureau de zone Nyabiraba	id=g:424234
Rwezamenyo	id=g:424235
Muhororo	id=g:424236
Nyabiraba	id=g:424237
Gasave	id=g:424238
Nyabiraba	id=g:424239
Nyamazi	id=g:424240
Matutu	id=g:424241
Kibenga	id=g:424242
Kamoye	id=g:424243
Muyange	id=g:424244
Nyabiraba	id=g:424245
Kabumba	id=g:424246
Rutanganika	id=g:424247
Kanyangwa	id=g:424248
Nyamugari	id=g:424249
Nyakigi	id=g:424250
Musumba	id=g:424251
Gitaba	id=g:424252
Mudogo	id=g:424253
Mago	id=g:424254
Biziya	id=g:424255
Kinyame	id=g:424256
Bucana	id=g:424257
Biziya	id=g:424258
Bandaguro	id=g:424259
Kibere	id=g:424260
Nyakirera	id=g:424261
Nyagasozi	id=g:424262
Yanza	id=g:424263
Nyarusange	id=g:424264
Bureau de zone Nyarusange	id=g:424265
Nyarusange	id=g:424266
Muzima	id=g:424267
Rwanda	id=g:424268
Nyamuswaga	id=g:424269
Masango	id=g:424270
Gasagara	id=g:424271
Gitega	id=g:424272
Gatwaro	id=g:424273
Kaboza	id=g:424274
Munwango	id=g:424275
Rwintamba	id=g:424276
Mavuvu	id=g:424277
Kibande	id=g:424278
Kabagenzi	id=g:424279
Gahahe	id=g:424280
Murama	id=g:424281
Ngobwe	id=g:424282
Bihomvora	id=g:424283
Kabimba	id=g:424284
Mwaro Mavuvu	id=g:424285
Mujejuru	id=g:424286
Kabukaro	id=g:424287
Kabingo	id=g:424288
Nyakivumu	id=g:424289
Gahe	id=g:424290
Nyabisiga	id=g:424291
Kinama	id=g:424292
Kinyeregete	id=g:424293
Mugozi	id=g:424294
Kanyabisiga	id=g:424295
Gihororo	id=g:424296
Mugaruro	id=g:424297
Muzima	id=g:424298
Nyakagege	id=g:424299
Muhagaze	id=g:424300
Murangara	id=g:424301
Muyange	id=g:424302
Masenga	id=g:424303
Gisenyi	id=g:424304
Kigabiro	id=g:424305
Murenda	id=g:424306
Rubamvye	id=g:424307
Gakombe	id=g:424308
Kabimba	id=g:424309
Runaniro	id=g:424310
Burarana	id=g:424311
Kanka	id=g:424312
Kinyonza	id=g:424313
Gihoro	id=g:424314
Mikore	id=g:424315
Gitenga	id=g:424316
Gisoma	id=g:424317
Bureau de commune Makebuko	id=g:424318
Makebuko	id=g:424319
Makebuko	id=g:424320
Mukoni	id=g:424321
Gatare	id=g:424322
Muhororo	id=g:424323
Ndonyi	id=g:424324
Uwimpfizi	id=g:424325
Jerijeri	id=g:424326
Gishubi	id=g:424327
Cugaro	id=g:424328
Munyinya	id=g:424329
Gatwaro	id=g:424330
Murambi	id=g:424331
Makebuko	id=g:424332
Ntangaro	id=g:424333
Nyakwezi	id=g:424334
Rukiga	id=g:424335
Muramba	id=g:424336
Bakashi	id=g:424337
Ntita	id=g:424338
Mwumba	id=g:424339
Mwaro Ngundu	id=g:424340
Buhabwa	id=g:424341
Ruyengo	id=g:424342
Kariba	id=g:424343
Bukwavu	id=g:424344
Muhororo	id=g:424345
Gishubi	id=g:424346
Murenge	id=g:424347
Nyabitanga	id=g:424348
Bugarama	id=g:424349
Kiguruka	id=g:424350
Mugozi	id=g:424351
Kejari	id=g:424352
Mwanzari	id=g:424353
Gishubi	id=g:424354
Bureau de commune Nyabiraba	id=g:424355
Nyabiraba	id=g:424356
Nyamurenge	id=g:424357
Nyabiraba	id=g:424358
Kirambi	id=g:424359
Nyabiraba	id=g:424360
Karambi	id=g:424361
Ruhande	id=g:424362
Gahembe	id=g:424363
Nyabisindu	id=g:424364
Bukirasazi	id=g:424365
Remera	id=g:424366
Nyaruzwa	id=g:424367
Nyacijima	id=g:424368
Ndimo	id=g:424369
Bureau d’arrondissement Bukirasazi	id=g:424370
Gatoza	id=g:424371
Nkingu	id=g:424372
Kavumu	id=g:424373
Curiza	id=g:424374
Musenyi	id=g:424375
Gikombe	id=g:424376
Nyamuzizima	id=g:424377
Kabugoza	id=g:424378
Ntunda	id=g:424379
Ryansoro	id=g:424380
Gitaramuka	id=g:424381
Kagege	id=g:424382
Nyamagandika	id=g:424383
Musenga	id=g:424384
Nyamagandika	id=g:424385
Bugumbasha	id=g:424386
Nyakararo	id=g:424387
Gitaramuka	id=g:424388
Rweza	id=g:424389
Bugumbasha	id=g:424390
Nyangwa	id=g:424391
Nyangwa	id=g:424392
Rweza	id=g:424393
Kibuye	id=g:424394
Butobwe	id=g:424395
Nyamuswaga	id=g:424396
Rweza	id=g:424397
Muhuzu	id=g:424398
Nyangwa	id=g:424399
Kibenga	id=g:424400
Shekera	id=g:424401
Nyakigina	id=g:424402
Kirinzi	id=g:424403
Kigufi	id=g:424404
Rurimbi	id=g:424405
Buhanga	id=g:424406
Gashingura	id=g:424407
Rushubi	id=g:424408
Gashuru	id=g:424409
Muyange	id=g:424410
Mazege	id=g:424411
Mwaka	id=g:424412
Rwatwenzi	id=g:424413
Nyamutukura	id=g:424414
Kirimbi	id=g:424415
Mpunge	id=g:424416
Gatsiro	id=g:424417
Gasenyi	id=g:424418
Muhororo	id=g:424419
Buhanda	id=g:424420
Kibaya	id=g:424421
Nyamukurura	id=g:424422
Goga	id=g:424423
Muringa	id=g:424424
Nyabitanga	id=g:424425
Nyamugari	id=g:424426
Ruhinda	id=g:424427
Kivoga	id=g:424428
Migezi	id=g:424429
Matyinyana	id=g:424430
Kinyonzo	id=g:424431
Kibuye	id=g:424432
Nyamirama	id=g:424433
Mugasa	id=g:424434
Muvumero	id=g:424435
Mwunba	id=g:424436
Maramuya	id=g:424437
Buzirambenga	id=g:424438
Kibuye	id=g:424439
Kibuye	id=g:424440
Bugondo	id=g:424441
Source captée Matyinyana	id=g:424442
Nyabihona	id=g:424443
Kibuye	id=g:424444
Tema	id=g:424445
Mumivo	id=g:424446
Kinyinya	id=g:424447
Kavumu	id=g:424448
Ntagisivya	id=g:424449
Kigomera	id=g:424450
Ndago	id=g:424451
Rusaga	id=g:424452
Borne Mumivo	id=g:424453
Nyakarambo	id=g:424454
Mahonda	id=g:424455
Kumuka	id=g:424456
Gikobe	id=g:424457
Gatongati	id=g:424458
Kabondo	id=g:424459
Gasebuzi	id=g:424460
Ntita	id=g:424461
Ntita	id=g:424462
Buhogo	id=g:424463
Kiryama	id=g:424464
Kwinzero	id=g:424465
Museno	id=g:424466
Rugoma	id=g:424467
Nyabigogwe	id=g:424468
Ntita	id=g:424469
Bihahe	id=g:424470
Mpingwe	id=g:424471
Kigomera	id=g:424472
Mikwaro	id=g:424473
Gasongati	id=g:424474
Gikuka	id=g:424475
Gitega	id=g:424476
Bukirasazi	id=g:424477
Kibagara	id=g:424478
Bureau de commune Bukirasazi	id=g:424479
Rutare	id=g:424480
Murambi	id=g:424481
Karambi	id=g:424482
Buterama	id=g:424483
Burunga	id=g:424484
Gahorera	id=g:424485
Gikombe	id=g:424486
Nyakanazi	id=g:424487
Murenge	id=g:424488
Kibagara	id=g:424489
Nyambuye	id=g:424490
Migano	id=g:424491
Cewe	id=g:424492
Nyagifuruguta	id=g:424493
Mpunju	id=g:424494
Rwinyana	id=g:424495
Nkondo	id=g:424496
Bukirasazi	id=g:424497
Kampogota	id=g:424498
Buraza	id=g:424499
Musenyi	id=g:424500
Nyarwonga	id=g:424501
Musasa	id=g:424502
Muyuga	id=g:424503
Bukirasazi	id=g:424504
Murama	id=g:424505
Bugega	id=g:424506
Bukirasazi	id=g:424507
Gicumbi	id=g:424508
Sakinyonga	id=g:424509
Shaya	id=g:424510
Gitaramuka	id=g:424511
Nyamagezi	id=g:424512
Nyentambwe	id=g:424513
Mujejuru	id=g:424514
Nyarubunyo	id=g:424515
Mucunda	id=g:424516
Muremera	id=g:424517
Gishanga	id=g:424518
Nyamisure	id=g:424519
Manenge	id=g:424520
Ryansoro	id=g:424521
Bibate	id=g:424522
Mihogoro	id=g:424523
Kivumu	id=g:424524
Rugabano	id=g:424525
Nyamugari	id=g:424526
Nyamabuye	id=g:424527
Mutukura	id=g:424528
Cumba	id=g:424529
Bubaji	id=g:424530
Kidida	id=g:424531
Nyakarenda	id=g:424532
Rugege	id=g:424533
Nyamugari	id=g:424534
Rugabano	id=g:424535
Rweza	id=g:424536
Nyamugari	id=g:424537
Kindoro	id=g:424538
Mukuzanyana	id=g:424539
Muguramo	id=g:424540
Cogo	id=g:424541
Kabuyenge	id=g:424542
Wabivumu	id=g:424543
Magamba	id=g:424544
Mponyi	id=g:424545
Nyabisagi	id=g:424546
Maza	id=g:424547
Kangozi	id=g:424548
Akagogo	id=g:424549
Rurenzwa	id=g:424550
Nyabisumo	id=g:424551
Rukoki	id=g:424552
Nyabikenke	id=g:424553
Ntunda	id=g:424554
Nyamasase	id=g:424555
Kibere	id=g:424556
Mahonda	id=g:424557
Gasebeyi	id=g:424558
Ndava	id=g:424559
Gisura	id=g:424560
Kamusase	id=g:424561
Karunyinya	id=g:424562
Ngoro	id=g:424563
Rutunda	id=g:424564
Gikwazo	id=g:424565
Kibenga	id=g:424566
Nyangoma	id=g:424567
Kayenzi	id=g:424568
Mugihehe	id=g:424569
Jerama	id=g:424570
Ndava	id=g:424571
Gakuba	id=g:424572
Kabumbe	id=g:424573
Gatwaro	id=g:424574
Ndava	id=g:424575
Rabiro	id=g:424576
Musebeyi	id=g:424577
Ndava	id=g:424578
Kanzanga	id=g:424579
Nyabucokwe	id=g:424580
Bunyuka	id=g:424581
Musagara	id=g:424582
Kabumbe	id=g:424583
Ndava	id=g:424584
Nyamutobo	id=g:424585
Nyakararo	id=g:424586
Kango	id=g:424587
Gatare	id=g:424588
Buhanda	id=g:424589
Burenza	id=g:424590
Kivubo	id=g:424591
Kamiranzovu	id=g:424592
Rutoke	id=g:424593
Bisinde	id=g:424594
Muremera	id=g:424595
Curabugufi	id=g:424596
Mumizi	id=g:424597
Kanyinya	id=g:424598
Ngoma	id=g:424599
Gasumo	id=g:424600
Nyabigugo	id=g:424601
Kirangara	id=g:424602
Musenga	id=g:424603
Kigina	id=g:424604
Nyabihuru	id=g:424605
Rusohanya	id=g:424606
Mikanira	id=g:424607
Bugarama	id=g:424608
Buhoro	id=g:424609
Buhoro	id=g:424610
Ndaro	id=g:424611
