Cisy	id=g:3101270
Błotnica	id=g:3103198
Błotnica	id=g:3103199
Błotnica Strzelecka	id=g:3103200
Błotnica	id=g:3103201
Błotnica	id=g:3103202
Błotnica	id=g:3103203
Błotnica	id=g:3103204
Błotnia	id=g:3103205
Jezioro Błotne	id=g:3103206
Błota	id=g:3103207
Błota	id=g:3103208
Błońsko	id=g:3103209
Błonie	id=g:3103210
Błonie	id=g:3103211
Błonie	id=g:3103212
Błonice	id=g:3103213
Błonia	id=g:3103214
Błonawy	id=g:3103215
Błomica	id=g:3103216
Błogocice	id=g:3103217
Błogie Szlacheckie	id=g:3103218
Błogie Stare	id=g:3103219
Błogie Rządowe	id=g:3103220
Błogie Nowe	id=g:3103221
Nadleśnictwo Błogie	id=g:3103222
Błogie	id=g:3103223
Błocko	id=g:3103224
Błociszewo	id=g:3103225
Bliżyce	id=g:3103226
Bliżyce	id=g:3103227
Blizocin	id=g:3103228
Blizno	id=g:3103229
Blizno	id=g:3103230
Bliźniew	id=g:3103231
Bliziny	id=g:3103232
Blizin	id=g:3103233
Bliżewo	id=g:3103234
Blizawy	id=g:3103235
Blizanów	id=g:3103236
Bliszczyce	id=g:3103237
Blinno	id=g:3103238
Blinek	id=g:3103239
Bługowiec	id=g:3103240
Błeszyn	id=g:3103241
Błeszno	id=g:3103242
Błenna	id=g:3103243
Błękwit	id=g:3103244
Bledzianów	id=g:3103245
Bledzewo	id=g:3103246
Bledzew	id=g:3103247
Pustynia Błędowska	id=g:3103248
Błędowo	id=g:3103249
Błędowo	id=g:3103250
Błędów	id=g:3103251
Błędów	id=g:3103252
Błędów	id=g:3103253
Szlaga Mlyn	id=g:3103254
Blazejowice Dolne	id=g:3103255
Błażejowice	id=g:3103256
Błażejewo	id=g:3103257
Błażejewo	id=g:3103258
Błażejewko	id=g:3103259
Bławaty	id=g:3103260
Błaszki	id=g:3103261
Blanowice	id=g:3103262
Błaki	id=g:3103263
Błądzonka	id=g:3103264
Błądzin	id=g:3103265
Jezioro Błądzimskie	id=g:3103266
Błądzikowo	id=g:3103267
Bladowo	id=g:3103268
Bładnice Górne	id=g:3103269
Bładnice	id=g:3103270
Bładnice Dolne	id=g:3103271
Błądkowo	id=g:3103272
Blachownia Śląska	id=g:3103273
Blachownia	id=g:3103274
Biskupów	id=g:3103275
Biskupnica	id=g:3103276
Biskupin	id=g:3103277
Biskupin	id=g:3103278
Biskupiec Pomorski	id=g:3103279
Biskupie	id=g:3103280
Biskupie	id=g:3103281
Biskupiczki	id=g:3103282
Biskupice Zabaryczne	id=g:3103283
Biskupice Ołoboczne	id=g:3103284
Biskupice Oławskie	id=g:3103285
Biskupice Okręcie	id=g:3103286
Nowe Biskupice	id=g:3103287
Biskupice Krzemionka	id=g:3103288
Biskupice Jeziorne	id=g:3103289
Biskupice Dłlużyńskie	id=g:3103290
Biskupice	id=g:3103291
Biskupice	id=g:3103292
Biskupice	id=g:3103293
Biskupice	id=g:3103294
Biskupice	id=g:3103295
Biskupice	id=g:3103296
Biskupice	id=g:3103297
Biskupice	id=g:3103298
Biskupice	id=g:3103299
Biskupice	id=g:3103300
Biskupice	id=g:3103301
Biskupice	id=g:3103302
Biskupice	id=g:3103303
Biskupice	id=g:3103304
Biskupice	id=g:3103305
Biskupice	id=g:3103306
Biskupice	id=g:3103307
Biskupice	id=g:3103308
Biskupia Wola	id=g:3103309
Jezioro Binowskie	id=g:3103310
Binowo	id=g:3103311
Binkowo	id=g:3103312
Binków	id=g:3103313
Binino	id=g:3103314
Biniew	id=g:3103315
Bingerstwo	id=g:3103316
Binduga	id=g:3103317
Bińcze	id=g:3103318
Bilska Wola-Kolonia	id=g:3103319
Bilno	id=g:3103320
Bilew	id=g:3103321
Bilczew	id=g:3103322
Bilczew	id=g:3103323
Bijasowice	id=g:3103324
Bigosy	id=g:3103325
Bieżywody	id=g:3103326
Bieżyn	id=g:3103327
Bieżyce	id=g:3103328
Bieżuń	id=g:3103329
Bieżeń	id=g:3103330
Biezdrowo	id=g:3103331
Bietowo	id=g:3103332
Bieszkówko	id=g:3103333
Bieszkowice	id=g:3103334
Bieszków	id=g:3103335
Bieszki	id=g:3103336
Biestrzynnik	id=g:3103337
Biestrzyków Wielki	id=g:3103338
Biestrzyków Mały	id=g:3103339
Biestrzykowice	id=g:3103340
Biesowice	id=g:3103341
Bieślin	id=g:3103342
Biesiekierz Rudny	id=g:3103343
Biesiekierz Nawojowy	id=g:3103344
Biesiekierz Górzewo	id=g:3103345
Biesiekierz	id=g:3103346
Biesiec	id=g:3103347
Biesiec	id=g:3103348
Bierzyn	id=g:3103349
Jezioro Bierzwnik	id=g:3103350
Bierzwnik	id=g:3103351
Bierzwnica	id=g:3103352
Bierzwienna Krótka	id=g:3103353
Bierzwienna Kolonia	id=g:3103354
Bierzwienna Długa	id=g:3103355
Bierzwienna	id=g:3103356
Bierzów	id=g:3103357
Bierzów	id=g:3103358
Bierzgłowo	id=g:3103359
Bierzglin	id=g:3103360
Bierzewice	id=g:3103361
Biery	id=g:3103362
Bierutowice	id=g:3103363
Bierutów	id=g:3103364
Bieruń	id=g:3103365
Bieruńsko	id=g:3103366
Bieruń Nowy	id=g:3103367
Biertułtowy	id=g:3103368
Biertowice	id=g:3103369
Biernów	id=g:3103370
Biernatowo	id=g:3103371
Biernatowo	id=g:3103372
Biernatów	id=g:3103373
Biernatki	id=g:3103374
Biernatki	id=g:3103375
Biernatki	id=g:3103376
Biernatki	id=g:3103377
Biernacice	id=g:3103378
Biernacice	id=g:3103379
Biernacice	id=g:3103380
Bierna	id=g:3103381
Bierlska Wola	id=g:3103382
Bierkowo	id=g:3103383
Bierkowice	id=g:3103384
Bierkowice	id=g:3103385
Bierdzany	id=g:3103386
Bierawka	id=g:3103387
Bierawa	id=g:3103388
Bieńkówka	id=g:3103389
Bienkówka	id=g:3103390
Bieńkówka	id=g:3103391
Bieńkowice	id=g:3103392
Bieniowice	id=g:3103393
Bieniów Górny	id=g:3103394
Bieniów	id=g:3103395
Bieniec	id=g:3103396
Bieniczki	id=g:3103397
Bienice	id=g:3103398
Bieniądzice	id=g:3103399
Biernatów	id=g:3103400
Bielszowice	id=g:3103401
Bielsko-Biała	id=g:3103402
Jezioro Bielsko	id=g:3103403
Bielsko	id=g:3103404
Bielsko	id=g:3103405
Bielsko	id=g:3103406
Bielsko	id=g:3103407
Bielskie Województwo	id=g:3103408
Jezioro Bielskie	id=g:3103409
Bielsk	id=g:3103410
Bielsk	id=g:3103411
Bielowizna	id=g:3103412
Bielowicko	id=g:3103413
Bielnik Drugi	id=g:3103414
Bielnik I	id=g:3103415
Bielnik	id=g:3103416
Bielkowski Zbiornik Wodny	id=g:3103417
Bielkowo	id=g:3103418
Bielkowo	id=g:3103419
Bielkowo	id=g:3103420
Bielkówko	id=g:3103421
Bielki	id=g:3103422
Bielki	id=g:3103423
Bielino	id=g:3103424
Bielinek	id=g:3103425
Bielina	id=g:3103426
Bielin	id=g:3103427
Bielikowo	id=g:3103428
Bieliki	id=g:3103429
Bielice	id=g:3103430
Bielice	id=g:3103431
Bielice	id=g:3103432
Bielice	id=g:3103433
Bielice	id=g:3103434
Bielice	id=g:3103435
Bielice	id=g:3103436
Bielice	id=g:3103437
Bielica	id=g:3103438
Bielica	id=g:3103439
Bielica	id=g:3103440
Bielica	id=g:3103441
Bielewo	id=g:3103442
Bielejewo	id=g:3103443
Biele	id=g:3103444
Biele	id=g:3103445
Biele	id=g:3103446
Bielczyny	id=g:3103447
Bielawy Gołuskie	id=g:3103448
Bielawy	id=g:3103449
Bielawy	id=g:3103450
Bielawy	id=g:3103451
Bielawy	id=g:3103452
Bielawy	id=g:3103453
Bielawy	id=g:3103454
Bielawy	id=g:3103455
Bielawy	id=g:3103456
Bielawy	id=g:3103457
Bielawy	id=g:3103458
Bielawy	id=g:3103459
Bielawy	id=g:3103460
Bielawy	id=g:3103461
Bielawy	id=g:3103462
Bielawy	id=g:3103463
Bielawy	id=g:3103464
Bielawy	id=g:3103465
Bielawy	id=g:3103466
Bielawskie Błoto	id=g:3103467
Bielawska Wieś	id=g:3103468
Bielawki	id=g:3103469
Bielawki	id=g:3103470
Bielawka	id=g:3103471
Bielawka	id=g:3103472
Jezioro Bielaway	id=g:3103473
Bielawa Górna	id=g:3103474
Bielawa Dolna	id=g:3103475
Bielawa	id=g:3103476
Bielany Wrocławskie	id=g:3103477
Bielany	id=g:3103478
Bielany	id=g:3103479
Bielanki	id=g:3103480
Bielanka	id=g:3103481
Bielanka	id=g:3103482
Biela	id=g:3103483
Biela	id=g:3103484
Biegodzin	id=g:3103485
Bieganowo	id=g:3103486
Bieganowo	id=g:3103487
Bieganowo	id=g:3103488
Bieganów	id=g:3103489
Bieganów	id=g:3103490
Bieganinek	id=g:3103491
Bieganin	id=g:3103492
Biegane	id=g:3103493
Biedźiadów	id=g:3103494
Biedrzychowice Dolne	id=g:3103495
Biedrzychowice	id=g:3103496
Biedrzychowice	id=g:3103497
Biedrzychowa	id=g:3103498
Biedrzychów	id=g:3103499
Biedrusko	id=g:3103500
Biedkowo	id=g:3103501
Biedaszki	id=g:3103502
Bieczyny	id=g:3103503
Bieczyno	id=g:3103504
Biecz	id=g:3103505
Bięcino	id=g:3103506
Biechowo	id=g:3103507
Biechowo	id=g:3103508
Biechówko	id=g:3103509
Biechów	id=g:3103510
Biebrza	id=g:3103511
Biebrowo	id=g:3103512
Biebrówek	id=g:3103513
Bicz	id=g:3103514
Bichniów	id=g:3103515
Bibiela	id=g:3103516
Bibice	id=g:3103517
Bibianna	id=g:3103518
Bibianki	id=g:3103519
Bialy Zdrój	id=g:3103520
Biały Zdroj	id=g:3103521
Białyszewo Towarzystwo	id=g:3103522
Białyszewo	id=g:3103523
Biały Szarlej	id=g:3103524
Biały Potok	id=g:3103525
Biały Kościół	id=g:3103526
Biały Kamień	id=g:3103527
Biały Kał	id=g:3103528
Biały Dwór	id=g:3103529
Biały Dwór	id=g:3103530
Biały Bór	id=g:3103531
Białybór	id=g:3103532
Białuń	id=g:3103533
Jezioro Bialskie	id=g:3103534
Góry Bialskie	id=g:3103535
Bialska	id=g:3103537
Białozewin	id=g:3103538
Białowieżyn	id=g:3103539
Białowieża	id=g:3103540
Białowieża	id=g:3103541
Białowice	id=g:3103542
Białowąs	id=g:3103543
Białotarsk	id=g:3103544
Białośliwie	id=g:3103545
Białoskóry	id=g:3103546
Białopole	id=g:3103547
Białokury	id=g:3103548
Białokoszyce	id=g:3103549
Jezioro Białokoskie	id=g:3103550
Białogórzyno	id=g:3103551
Białogórze	id=g:3103552
Białogóry	id=g:3103553
Białogóra	id=g:3103554
Białogarda	id=g:3103555
Białogard	id=g:3103556
Białocin	id=g:3103557
Białocin	id=g:3103558
Białochowo	id=g:3103559
Białobrzezie	id=g:3103560
Białobrzeg	id=g:3103561
Białobrzeg	id=g:3103562
Białoboki	id=g:3103563
Białobłoty	id=g:3103564
Białobłoty	id=g:3103565
Białla	id=g:3103566
Białla	id=g:3103567
Białkowo	id=g:3103568
Białkowo	id=g:3103569
Białkow Kościelny	id=g:3103570
Białkowice	id=g:3103571
Białkow Górny	id=g:3103572
Białków	id=g:3103573
Białkow	id=g:3103574
Białki	id=g:3103575
Białka	id=g:3103576
Białka	id=g:3103577
Białężynek	id=g:3103578
Białężyn	id=g:3103579
Białe Piątkowo	id=g:3103580
Białek	id=g:3103581
Białęgi	id=g:3103582
Białęgi	id=g:3103583
Białęcino	id=g:3103584
Białe Błoto	id=g:3103585
Białe Błota	id=g:3103586
Białe Błoto	id=g:3103587
Białe Błota	id=g:3103588
Białe Błota	id=g:3103589
Białe Błota	id=g:3103590
Jezioro Białe	id=g:3103591
Jezioro Białe	id=g:3103592
Jezioro Białe	id=g:3103593
Jezioro Białe	id=g:3103594
Jezioro Białe	id=g:3103595
Białcz Stary	id=g:3103596
Białcz Nowy	id=g:3103597
Białcz	id=g:3103598
Białcz	id=g:3103599
Biała Woda	id=g:3103600
Biała Woda	id=g:3103601
Biała Wisełka	id=g:3103602
Biała Wieś	id=g:3103603
Biała Wielka	id=g:3103604
Biała Towarzystwo	id=g:3103605
Bialasy	id=g:3103606
Biała Rzeka	id=g:3103607
Biała Rządowa	id=g:3103608
Biała Przemsza	id=g:3103609
Biała Pierwsza	id=g:3103610
Biała Panieńska	id=g:3103611
Biała Oksza	id=g:3103612
Biała Nyska	id=g:3103613
Biała Lądecka	id=g:3103614
Biała Góra	id=g:3103615
Biała Górna	id=g:3103616
Biała Góra	id=g:3103617
Biała Góra	id=g:3103618
Biała Góra	id=g:3103619
Biała Góra	id=g:3103620
Biała Druga	id=g:3103621
Białachowo	id=g:3103622
Biała Błotna	id=g:3103623
Biała Bagno	id=g:3103624
Jezioro Biała	id=g:3103625
Biała	id=g:3103626
Biała	id=g:3103627
Biała	id=g:3103628
Biała	id=g:3103629
Biała	id=g:3103630
Biała	id=g:3103631
Biała	id=g:3103632
Biała	id=g:3103634
Biała	id=g:3103635
Biała	id=g:3103636
Biała	id=g:3103637
Biała	id=g:3103638
Biała	id=g:3103639
Biała	id=g:3103640
Biała	id=g:3103641
Biała	id=g:3103642
Biała	id=g:3103643
Biała	id=g:3103644
Biała	id=g:3103645
Biadki	id=g:3103646
Biadaszki	id=g:3103647
Biadacz	id=g:3103648
Beznazwa	id=g:3103649
Beznatka	id=g:3103650
Bezki	id=g:3103651
Jezioro Betyń	id=g:3103652
Bętlewo	id=g:3103653
Betkowo	id=g:3103654
Bestwinka	id=g:3103655
Bestwina	id=g:3103656
Bestwin	id=g:3103657
Beśnica	id=g:3103658
Besk Stary	id=g:3103659
Besk Nowy	id=g:3103660
Vrešt’ovský Beskyd	id=g:3103661
Beskid Mały	id=g:3103662
Beskid Makowski	id=g:3103663
Beskidek	id=g:3103664
Siodło Beskid	id=g:3103665
Besiekiery	id=g:3103666
Jezioro Berzyńskie	id=g:3103667
Bertowo	id=g:3103668
Bertolin	id=g:3103669
Bernardowo	id=g:3103670
Bernardów	id=g:3103671
Bernardówka	id=g:3103672
Bernacice	id=g:3103673
Berkowa	id=g:3103674
Berkanowo	id=g:3103675
Bereska	id=g:3103676
Beresie Małe	id=g:3103677
Beresie Duże	id=g:3103678
Benowo	id=g:3103679
Benignowo	id=g:3103680
Benice	id=g:3103681
Benice	id=g:3103682
Bendorzyn	id=g:3103683
Benczyn	id=g:3103684
Bemowizna	id=g:3103685
Bełzcna	id=g:3103686
Bełzatka	id=g:3103687
Staw Bełtno	id=g:3103688
Bełtno	id=g:3103689
Bełsznica	id=g:3103690
Bełszewo Nowe	id=g:3103691
Bełszewo	id=g:3103692
Belny	id=g:3103693
Belno	id=g:3103694
Bełk	id=g:3103695
Bełk	id=g:3103696
Beleń	id=g:3103697
Belęcin Stary	id=g:3103698
Belęcin Nowy	id=g:3103699
Belęcin	id=g:3103700
Bełdówka	id=g:3103701
Bełdówka	id=g:3103702
Bełdówek	id=g:3103703
Bełdów	id=g:3103704
Bełczyna	id=g:3103705
Bełczyna	id=g:3103706
Bełcze	id=g:3103707
Bełchatówek	id=g:3103708
Bełchatów	id=g:3103709
Beksznica	id=g:3103710
Beksza	id=g:3103711
Bęków	id=g:3103712
Beka	id=g:3103713
Będzyn	id=g:3103714
Będzymin	id=g:3103715
Będźmirowice	id=g:3103716
Będzino	id=g:3103717
Jezioro Będzin	id=g:3103718
Będzin	id=g:3103719
Będzieszyn	id=g:3103720
Bedziechowo	id=g:3103721
Będziechów	id=g:3103722
Będzelin	id=g:3103723
Będusz	id=g:3103724
Będów	id=g:3103725
Będoszka Wielka	id=g:3103726
Bedoń Wieś	id=g:3103727
Nowy Bedoń	id=g:3103728
Bedoń	id=g:3103729
Będominek	id=g:3103730
Będomin	id=g:3103731
Bednarze	id=g:3103732
Bednarże	id=g:3103733
Bednary	id=g:3103734
Bednary	id=g:3103735
Bedlno	id=g:3103736
Będlino	id=g:3103737
Będlewo	id=g:3103738
Będkowka	id=g:3103739
Będkowice	id=g:3103740
Będkowice	id=g:3103741
Będków	id=g:3103742
Będków	id=g:3103743
Jezioro Będgoszcz	id=g:3103744
Jezioro Będargowo	id=g:3103745
Będargowo	id=g:3103746
Będargowo	id=g:3103747
Będargowo	id=g:3103748
Bęczkowice	id=g:3103750
Bęczarka	id=g:3103751
Bechy	id=g:3103752
Bechcice	id=g:3103753
Bębnów	id=g:3103754
Bębnikat	id=g:3103755
Bebło	id=g:3103756
Bebelno	id=g:3103757
Bazylia	id=g:3103758
Bażany	id=g:3103759
Bażanowice	id=g:3103760
Bożanów	id=g:3103761
Bawół	id=g:3103762
Bauda	id=g:3103763
Batyń	id=g:3103764
Batorowo	id=g:3103765
Batorów	id=g:3103766
Lasówka	id=g:3103767
Batkowo	id=g:3103768
Baszków	id=g:3103769
Baszków	id=g:3103770
Baszewice	id=g:3103771
Barzowice	id=g:3103772
Barzkowice	id=g:3103773
Barycz	id=g:3103774
Barycz	id=g:3103775
Barycz	id=g:3103776
Barwino	id=g:3103777
Barwinek	id=g:3103778
Barwik	id=g:3103779
Barwice	id=g:3103780
Barwałd Średni	id=g:3103781
Barwałd Górny	id=g:3103782
Barwałd Dolny	id=g:3103783
Barwałd	id=g:3103784
Baruchowo	id=g:3103785
Bartoszylas	id=g:3103787
Bartoszowice	id=g:3103788
Bartoszowa	id=g:3103789
Bartoszkowo	id=g:3103790
Bartoszewice	id=g:3103791
Bartolino	id=g:3103792
Bartodzieje Włośćiańskie	id=g:3103793
Bartodzieje Wielkie	id=g:3103794
Bartodzieje Podleśne	id=g:3103795
Bartodzieje Małe	id=g:3103796
Bartodzieje Dwór	id=g:3103797
Bartodzieje Bankowe	id=g:3103798
Nadleśnictwo Bartodzieje	id=g:3103799
Bartodzieje	id=g:3103800
Bartodzieje	id=g:3103801
Bartodzieje	id=g:3103802
Bartochów	id=g:3103803
Bartłomiejowice	id=g:3103804
Bartkówka	id=g:3103805
Bartkowice	id=g:3103806
Bartkowa Stajnia	id=g:3103807
Bartków	id=g:3103808
Jezioro Bartężek	id=g:3103809
Bartężek	id=g:3103810
Bartel Wielki	id=g:3103811
Barnówko	id=g:3103812
Barnowiec	id=g:3103813
Barnisław	id=g:3103814
Barnimie	id=g:3103815
Barnim	id=g:3103816
Barnasiówka	id=g:3103817
Barłożno	id=g:3103818
Barłozna Wolsztyńska	id=g:3103819
Barłomino	id=g:3103820
Barłogi	id=g:3103821
Barłogi	id=g:3103822
Barłogi	id=g:3103823
Barlinek	id=g:3103824
Jezioro Barlineckie	id=g:3103825
Barlewickie Jezioro	id=g:3103826
Barlewice	id=g:3103827
Barkowo	id=g:3103828
Barkowo	id=g:3103829
Barkowice Mokre	id=g:3103830
Barkowice	id=g:3103831
Barkoczyn	id=g:3103832
Barkocin	id=g:3103833
Bargowie	id=g:3103834
Bargów	id=g:3103835
Bargły	id=g:3103836
Bargłówka	id=g:3103837
Bargędzino	id=g:3103838
Bardzynska Huta	id=g:3103839
Bardzynin	id=g:3103840
Bardzlino	id=g:3103841
Góry Bardzkie	id=g:3103842
Bardzinin	id=g:3103843
Bardyny	id=g:3103844
Bardy	id=g:3103845
Bardo	id=g:3103846
Bardo	id=g:3103847
Bardno	id=g:3103848
Barczyzna	id=g:3103849
Barczygłów	id=g:3103850
Barczkowice	id=g:3103851
Barczew	id=g:3103852
Barcino	id=g:3103853
Barcinek	id=g:3103854
Barcin-Wieś	id=g:3103855
Barcin	id=g:3103856
Stary Barcik	id=g:3103857
Barcikowo	id=g:3103858
Barcikowiczki	id=g:3103859
Barcikowice	id=g:3103860
Barcik Nowy	id=g:3103861
Barcik	id=g:3103862
Barcice	id=g:3103863
Barchnowy	id=g:3103864
Barchlin	id=g:3103865
Barbarka	id=g:3103866
Barbarka	id=g:3103867
Barbarka	id=g:3103868
Barany	id=g:3103869
Baranowo	id=g:3103870
Baranówko	id=g:3103871
Baranówka	id=g:3103872
Baranówka	id=g:3103873
Baranowice	id=g:3103874
Baranowice	id=g:3103875
Baranów	id=g:3103876
Baranów	id=g:3103877
Baranów	id=g:3103878
Barania Góra	id=g:3103879
Bańska Wyżna	id=g:3103880
Baniów	id=g:3103881
Banino	id=g:3103882
Baniewice	id=g:3103883
Banie	id=g:3103884
Bańgów	id=g:3103885
Bałuty	id=g:3103886
Bałucz	id=g:3103887
Bałoszyce	id=g:3103888
Balków	id=g:3103889
Bałków	id=g:3103890
Balin Mały	id=g:3103891
Balin Duży	id=g:3103892
Balin	id=g:3103893
Balin	id=g:3103894
Balin	id=g:3103895
Balice	id=g:3103896
Balice	id=g:3103897
Balewskie Jezioro	id=g:3103898
Balewo	id=g:3103899
Balewo	id=g:3103900
Balewko	id=g:3103901
Baldwinowice	id=g:3103902
Bałdrzychowska Góra	id=g:3103903
Bałdrzychów	id=g:3103904
Baldram	id=g:3103905
Bałdowo	id=g:3103906
Bałdowo	id=g:3103907
Bałdowice	id=g:3103908
Bałdoń	id=g:3103909
Bałczyna	id=g:3103910
Balczewo	id=g:3103911
Bałcyny	id=g:3103912
Balcarzowice	id=g:3103913
Bąkowski Młyn	id=g:3103914
Bąków Poduchowny	id=g:3103915
Bąkowo Górne	id=g:3103916
Bąkowo dolne	id=g:3103917
Bąkowo	id=g:3103918
Bąkowo	id=g:3103919
Bąkowice	id=g:3103920
Bąków Górny	id=g:3103921
Bąków Dolny	id=g:3103922
Bąkowa Góra	id=g:3103923
Bąków	id=g:3103924
Bąków	id=g:3103925
Bąków	id=g:3103926
Bąki	id=g:3103927
Bąk	id=g:3103928
Bąk	id=g:3103929
Bajerze	id=g:3103930
Bajerowka	id=g:3103931
Bajdy	id=g:3103932
Bagno	id=g:3103933
Bagno	id=g:3103934
Bagno	id=g:3103935
Bagno	id=g:3103936
Bagno	id=g:3103937
Bagno	id=g:3103938
Bagno	id=g:3103939
Bagno	id=g:3103940
Bagnity	id=g:3103941
Bagniewo	id=g:3103942
Bagniewko	id=g:3103943
Bagna	id=g:3103944
Bagna	id=g:3103945
Bagleniec	id=g:3103946
Bagienice Nowe	id=g:3103947
Bagienica	id=g:3103948
Bagicz	id=g:3103949
Bągart	id=g:3103950
Bągart	id=g:3103951
Bądzyn	id=g:3103952
Bądzyn	id=g:3103953
Jezioro Bądze	id=g:3103954
Bądy	id=g:3103955
Bądkowo Kościelne	id=g:3103956
Bądkowo Jeziorne	id=g:3103957
Bądkowo	id=g:3103958
Bądkowo	id=g:3103959
Bądków	id=g:3103960
Bądków	id=g:3103961
Bądki	id=g:3103962
Bądki	id=g:3103963
Bądecz	id=g:3103964
Baczyna	id=g:3103965
Baczyn	id=g:3103966
Bączylas	id=g:3103967
Bączek	id=g:3103968
Bącz	id=g:3103969
Bącka Huta	id=g:3103970
Bachowice	id=g:3103971
Jezioro Bachotek	id=g:3103972
Bachotek	id=g:3103973
Bachorzyn	id=g:3103974
Bachorzewo	id=g:3103975
Bachorzew	id=g:3103976
Kanał Bachorze	id=g:3103977
Bachorza	id=g:3103978
Bachórce	id=g:3103979
Bacharowice	id=g:3103980
Bacha	id=g:3103981
Baby Stare	id=g:3103982
Baby Nowe	id=g:3103983
Baby	id=g:3103984
Baby	id=g:3103985
Baby	id=g:3103986
Baborowo	id=g:3103987
Baborówko	id=g:3103988
Baborów	id=g:3103989
Bąbliniec	id=g:3103990
Bąblinek	id=g:3103991
Bablin	id=g:3103992
Babkowice	id=g:3103993
Babki	id=g:3103994
Babki	id=g:3103995
Babiogórskie Pasmo	id=g:3103996
Babin Holendry	id=g:3103997
Babinek	id=g:3103998
Babin	id=g:3103999
Babin	id=g:3104000
Babin	id=g:3104001
Babimost	id=g:3104002
Babimost	id=g:3104003
Babi Las	id=g:3104004
Babigoszcz	id=g:3104005
Babięty Małe	id=g:3104006
Babienica	id=g:3104007
Babie Ławy	id=g:3104008
Babiec Piaseczny	id=g:3104009
Babiec	id=g:3104010
Babi Dół	id=g:3104011
Babichy	id=g:3104012
Babice Małe	id=g:3104013
Babice Duże	id=g:3104014
Babice	id=g:3104015
Babice	id=g:3104016
Babice	id=g:3104017
Babice	id=g:3104018
Babice	id=g:3104019
Babice	id=g:3104020
Babica	id=g:3104021
Babiak	id=g:3104022
Babia Góra	id=g:3104023
Babczów	id=g:3104024
Baba	id=g:3104025
Azory	id=g:3104026
Jawornica	id=g:3104027
Awajki	id=g:3104028
Aurelów	id=g:3104029
Augustynowo	id=g:3104030
Augustynów	id=g:3104031
Augustynów	id=g:3104032
Augustynów	id=g:3104033
Augustynów	id=g:3104034
Augustynki	id=g:3104035
Augustowo	id=g:3104036
Augustowo	id=g:3104037
Augustowo	id=g:3104038
Augustowo	id=g:3104039
Augustów	id=g:3104040
Augustów	id=g:3104041
Augustów	id=g:3104042
Augustopol	id=g:3104043
Augustopol	id=g:3104044
Atanazyn	id=g:3104045
Arnoldowo	id=g:3104046
Arkuszewo	id=g:3104047
Arkuszewo	id=g:3104048
Arentowo	id=g:3104049
Arcugowo	id=g:3104050
Archidiakonka	id=g:3104051
Apolonka	id=g:3104052
Aplinki	id=g:3104053
Anusin	id=g:3104054
Anusin	id=g:3104055
Antopol	id=g:3104056
Antoniówka	id=g:3104057
Antoniówka	id=g:3104058
Antoniów	id=g:3104059
Antoniów	id=g:3104060
Antoniów	id=g:3104061
Antoniny	id=g:3104062
Antoninów	id=g:3104063
Antoninów	id=g:3104064
Antoninek	id=g:3104065
Antonina	id=g:3104066
Antonina	id=g:3104067
Antonin	id=g:3104068
Antonin	id=g:3104069
Antonin	id=g:3104070
Antoniew Sikawa	id=g:3104071
Antoniewo	id=g:3104072
Antoniewo	id=g:3104073
Antoniewo	id=g:3104074
Antoniewo	id=g:3104075
Antoniewo	id=g:3104076
Antoniew	id=g:3104077
Antoniew	id=g:3104078
Antoniew	id=g:3104079
Antoniew	id=g:3104080
Antoniew	id=g:3104081
Antonielów	id=g:3104082
Antonie	id=g:3104083
Antolin	id=g:3104084
Annowo	id=g:3104085
Annowka	id=g:3104086
Annopole	id=g:3104087
Annopole	id=g:3104088
Annopol	id=g:3104089
Annopol	id=g:3104090
Annolesie	id=g:3104091
Annolesie	id=g:3104092
Annogóra	id=g:3104093
Annapol	id=g:3104094
Ankamaty	id=g:3104095
Anio łowo	id=g:3104096
Anielska Góra	id=g:3104097
Anieliny	id=g:3104098
Anielin-Kazimierzów	id=g:3104099
Anielin	id=g:3104100
Anielin	id=g:3104101
Anielin	id=g:3104102
Anielin	id=g:3104103
Anielin	id=g:3104104
Anielewo	id=g:3104105
Anielewo	id=g:3104106
Anielew	id=g:3104107
Angowice	id=g:3104108
Anglity	id=g:3104109
Andziełówka	id=g:3104110
Andrzejów	id=g:3104111
Andrzejów	id=g:3104112
Andrzejewo	id=g:3104113
Andrzejewo	id=g:3104114
Andrychów	id=g:3104115
Andrespol	id=g:3104116
Anatolin	id=g:3104117
Anastazów	id=g:3104118
Anastazewo	id=g:3104119
Anastazew	id=g:3104120
Anajewo	id=g:3104121
Ameryka	id=g:3104122
Ameryka	id=g:3104123
Amelin	id=g:3104124
Ambrożew	id=g:3104125
Alwernia-Regulice	id=g:3104126
Alwernia	id=g:3104127
Alinowo	id=g:3104128
Aleksandrowo	id=g:3104129
Aleksandrowo	id=g:3104130
Aleksandrowo	id=g:3104131
Aleksandrów Łódzki	id=g:3104132
Aleksandrów Kujawski	id=g:3104133
Aleksandrówka	id=g:3104134
Aleksandrowice	id=g:3104135
Aleksandrowice	id=g:3104136
Aleksandrówek	id=g:3104137
Aleksandrów	id=g:3104138
Aleksandrów	id=g:3104139
Aleksandrów	id=g:3104140
Aleksandrów	id=g:3104141
Aleksandrów	id=g:3104142
Aleksandrów	id=g:3104143
Aleksandrów	id=g:3104144
Aleksandrów	id=g:3104145
Aleksandrów	id=g:3104146
Aleksandrów	id=g:3104147
