Yên Xá	id=g:1560031
Xóm Cây Da	id=g:1561856
Xóm Cây Da	id=g:1561857
Xóm Cây Củi	id=g:1561858
Xóm Cây Chỏ	id=g:1561859
Xóm Cây Cách	id=g:1561860
Xóm Cây	id=g:1561861
Xóm Cầu Xài	id=g:1561862
Xóm Cầu Tre	id=g:1561863
Xóm Cầu Số Năm	id=g:1561864
Xóm Cầu Sắt	id=g:1561865
Xóm Càu Sắc	id=g:1561866
Xóm Cầu Rồng	id=g:1561867
Xóm Cầu Nội	id=g:1561868
Xóm Cầu Ngan	id=g:1561869
Xóm Cầu Mống	id=g:1561870
Xóm Cầu Hin	id=g:1561871
Xóm Cầu Dừa	id=g:1561872
Xóm Câu	id=g:1561873
Xóm Cau	id=g:1561874
Xóm Cầu	id=g:1561875
Xóm Cầu	id=g:1561876
Xóm Cát Thượng	id=g:1561877
Xóm Cát Sông Chinh	id=g:1561878
Xóm Cả Trang	id=g:1561879
Xóm Cà Tông	id=g:1561880
Xóm Cả Thân	id=g:1561881
Xóm Cát	id=g:1561882
Xóm Cá Rô	id=g:1561883
Xóm Cao Mên	id=g:1561884
Xóm Cao	id=g:1561885
Xóm Cạnh Ðền	id=g:1561886
Xóm Cánh	id=g:1561887
Xóm Canh	id=g:1561888
Xóm Căng	id=g:1561889
Xóm Cảng	id=g:1561890
Xóm Cấn Chông Thum	id=g:1561891
Xóm Cả Nai	id=g:1561892
Xóm Cận	id=g:1561893
Xóm Can	id=g:1561894
Xóm Can	id=g:1561895
Xóm Cân	id=g:1561896
Xóm Cân	id=g:1561897
Xóm Càn	id=g:1561898
Xóm Cả Minh	id=g:1561899
Xóm Cá Lóc	id=g:1561900
Xóm Cả Lá	id=g:1561901
Xóm Cái Xếp	id=g:1561902
Xóm Cai Trung	id=g:1561903
Xóm Cái Trầu	id=g:1561904
Xóm Cái Tất	id=g:1561905
Xóm Cai Tài	id=g:1561906
Xóm Cái Nước	id=g:1561907
Xóm Cái Nổ	id=g:1561908
Xóm Cái Nhum (2)	id=g:1561909
Xóm Cái Muôi	id=g:1561910
Xóm Cái Keo	id=g:1561911
Xóm Cái Dứa	id=g:1561912
Xóm Cái Dứa	id=g:1561913
Xóm Cái Ðôi Vàm	id=g:1561914
Xóm Cái Chanh	id=g:1561915
Xóm Cái Cao	id=g:1561916
Xóm Cái Cá	id=g:1561917
Xóm Cái Bè Sâu	id=g:1561918
Xóm Cái Bát	id=g:1561919
Xóm Cải	id=g:1561920
Xóm Cả Huấn	id=g:1561921
Xóm Cá Giầm	id=g:1561922
Xóm Cá Giầm	id=g:1561923
Xóm Cả Gà	id=g:1561924
Xóm Cả Dinh	id=g:1561925
Xóm Cả Chợ	id=g:1561926
Xóm Ca Bơ He	id=g:1561927
Xóm Cá Bông	id=g:1561928
Xóm Ca Bây Nôp	id=g:1561929
Xóm Cà Banh	id=g:1561930
Xóm Cả Bàng	id=g:1561931
Xóm Cả	id=g:1561932
Xóm Cà	id=g:1561933
Xóm Cá	id=g:1561934
Xóm Cả	id=g:1561935
Xóm Cã	id=g:1561936
Xóm Ca	id=g:1561937
Xóm Bương	id=g:1561938
Xóm Bưng Trop	id=g:1561939
Xóm Bưng Tre	id=g:1561940
Xóm Bưng Pha Long	id=g:1561941
Xóm Bưng Lón	id=g:1561942
Xóm Bưng Ðìa (1)	id=g:1561943
Xóm Bưng Cồng	id=g:1561944
Xóm Bưng	id=g:1561945
Xóm Bưng	id=g:1561946
Xóm Bưng	id=g:1561947
Xóm Bún	id=g:1561948
Xóm Bu Chum	id=g:1561949
Xóm Bu	id=g:1561950
Xóm Bouri	id=g:1561951
Xóm Bố Sơn	id=g:1561952
Xóm Bờ Ðâp	id=g:1561953
Xóm Bơ	id=g:1561954
Xóm Bông	id=g:1561955
Xóm Bông	id=g:1561956
Xóm Bông	id=g:1561957
Xóm Bộng	id=g:1561958
Xóm Bốn	id=g:1561959
Xóm Bồ Cồ (2)	id=g:1561960
Xóm Bô	id=g:1561961
Xóm Bò	id=g:1561962
Xóm Bố	id=g:1561963
Xóm Bình Trước	id=g:1561964
Xóm Bình Phước	id=g:1561965
Xóm Bình Nguyên	id=g:1561966
Xóm Bình Long	id=g:1561967
Xóm Bình Hòa	id=g:1561968
Xóm Bình Doãn	id=g:1561969
Xóm Bình Co	id=g:1561970
Xóm Bình Bàu	id=g:1561971
Xóm Bình	id=g:1561972
Xóm Biều	id=g:1561973
Xóm Biện	id=g:1561974
Xóm Biên	id=g:1561975
Xóm Bia	id=g:1561976
Xóm Bẹt	id=g:1561977
Xóm Bếp Bảy	id=g:1561978
Xóm Bèo	id=g:1561979
Xóm Bến Tranh (2)	id=g:1561980
Xóm Bến Tranh (1)	id=g:1561981
Xóm Bến Trại	id=g:1561982
Xóm Bên Sông	id=g:1561983
Xóm Bến San	id=g:1561984
Xóm Bên Ruộng	id=g:1561985
Xóm Bến Oản	id=g:1561986
Xóm Bến Nhứt	id=g:1561987
Xóm Bến Mới	id=g:1561988
Xóm Bến Luông	id=g:1561989
Xóm Bếnh	id=g:1561990
Xóm Bến Gỗ	id=g:1561991
Xóm Bên Ðông	id=g:1561992
Xóm Bến Củi	id=g:1561993
Xóm Bến Cỏ	id=g:1561994
Xóm Bến Bông	id=g:1561995
Xóm Bến Bào	id=g:1561996
Xóm Bén	id=g:1561997
Xóm Bến	id=g:1561998
Xóm Béc Trang	id=g:1561999
Xóm Bể	id=g:1562000
Xóm Ba (2)	id=g:1562001
Xóm Bẩy Giớn	id=g:1562002
Xóm Bà Yến	id=g:1562003
Xóm Bà Xã (1)	id=g:1562004
Xóm Bà Xây	id=g:1562005
Xóm Ba Voi Giả	id=g:1562006
Xóm Bàu Sen	id=g:1562007
Xóm Bàu Sao	id=g:1562008
Xóm Bàu Rừa	id=g:1562009
Xóm Bàu Rộng	id=g:1562010
Xóm Bàu Muồng	id=g:1562011
Xóm Bàu Môn	id=g:1562012
Xóm Bàu Lung	id=g:1562013
Xóm Bàu Ðông	id=g:1562014
Xóm Bàu Dầu	id=g:1562015
Xóm Bàu Ðá	id=g:1562016
Xóm Bầu Chi	id=g:1562017
Xóm Bàu Cả	id=g:1562018
Xóm Bàu Cá	id=g:1562019
Xóm Bàu	id=g:1562020
Xóm Bàu	id=g:1562021
Xóm Bau	id=g:1562022
Xóm Bàu	id=g:1562023
Xóm Ba Trại	id=g:1562024
Xóm Bà Tra	id=g:1562025
Xóm Bà Thiên	id=g:1562026
Xóm Ba Thằng Minh	id=g:1562027
Xóm Bà Tam	id=g:1562028
Xóm Bà Phò	id=g:1562029
Xóm Bà Phó	id=g:1562030
Xóm Bào Thâm	id=g:1562031
Xóm Bảo Sơn	id=g:1562032
Xóm Bào Phong	id=g:1562033
Xóm Bào Năng	id=g:1562034
Xóm Bào Gốc	id=g:1562035
Xóm Bào Ðồn	id=g:1562036
Xóm Bào Công	id=g:1562037
Xóm Bao Ca	id=g:1562038
Xóm Bàn Tăng	id=g:1562039
Xóm Bà Nhì	id=g:1562040
Xóm Bà Nha	id=g:1562041
Xóm Bà Nhã	id=g:1562042
Xóm Ban Goi	id=g:1562043
Xóm Bàng Lăng	id=g:1562044
Xóm Bang Dung	id=g:1562045
Xóm Băng	id=g:1562046
Xóm Ban	id=g:1562047
Xóm Ban	id=g:1562048
Xóm Ban	id=g:1562049
Xóm Bản	id=g:1562050
Xóm Bà Mía	id=g:1562051
Xóm Bà Lý	id=g:1562052
Xóm Ba Luân	id=g:1562053
Xóm Ba Lũ	id=g:1562054
Xóm Bà Lòi	id=g:1562055
Xóm Ba Lét	id=g:1562056
Xóm Bà Keo	id=g:1562057
Xóm Bãi Xép	id=g:1562058
Xóm Bãi Tre	id=g:1562059
Xóm Bãi Trại	id=g:1562060
Xóm Bài Nhì	id=g:1562061
Xóm Bãi Mía	id=g:1562062
Xóm Bái Gi	id=g:1562063
Xóm Bãi Ðiêp (2)	id=g:1562064
Xóm Bãi Ðiêp (1)	id=g:1562065
Xóm Bãi Dấu	id=g:1562066
Xóm Bái Ða	id=g:1562067
Xóm Bãi	id=g:1562068
Xóm Bai	id=g:1562069
Xóm Bà Hương	id=g:1562070
Xóm Bà Giỏi	id=g:1562071
Xóm Bà Giãi	id=g:1562072
Xóm Bà Ðốt	id=g:1562073
Xóm Ba Ðình	id=g:1562074
Xóm Bà Ðiết	id=g:1562075
Xóm Bà Ðả	id=g:1562076
Xóm Bà Côn	id=g:1562077
Xóm Bà Chuổi	id=g:1562078
Xóm Bà Chùa	id=g:1562079
Xóm Bà Chóng	id=g:1562080
Xóm Bà Chà	id=g:1562081
Xóm Bắc Ðông	id=g:1562082
Xóm Bắc Ðao	id=g:1562083
Xóm Bắc Chet (1)	id=g:1562084
Xóm Ba Cây	id=g:1562085
Xóm Ba Cây	id=g:1562086
Xóm Bắc	id=g:1562087
Xóm Bà Bang	id=g:1562088
Xóm Ba Ao	id=g:1562089
Xóm Bà Ai	id=g:1562090
Xóm Bã	id=g:1562091
Xóm Ay Cốt	id=g:1562092
Xóm Ấy	id=g:1562093
Xóm Ấp Lô	id=g:1562094
Xóm Ấp Chanh	id=g:1562095
Xóm An Trạch	id=g:1562096
Xóm An Phú	id=g:1562097
Xóm An Lợi	id=g:1562098
Xóm An Lộc	id=g:1562099
Xóm An Lão	id=g:1562100
Xóm An Ðinh	id=g:1562101
Xóm An Cư	id=g:1562102
Xóm An	id=g:1562103
Xóm Ấm	id=g:1562104
Xóm Ấm	id=g:1562105
Dak Xô Mai	id=g:1562106
Xóm Ái	id=g:1562107
Phu Xo Le	id=g:1562108
Xoài Chết	id=g:1562109
Suối Xoài	id=g:1562110
Sông Xoài	id=g:1562111
Núi Xoài	id=g:1562112
Nam Xo	id=g:1562113
Nậm Xi Tan	id=g:1562114
Dak Xirok	id=g:1562115
Xin Trải	id=g:1562116
Xin Man	id=g:1562117
Xinh Moui Tiai	id=g:1562118
Xinh La	id=g:1562119
Xin Cai	id=g:1562120
Khé Xi Loi	id=g:1562121
Xieng Tran	id=g:1562122
Xieng Tiaro	id=g:1562123
Xieng Tiaran	id=g:1562124
Xieng Teunene	id=g:1562125
Xieng Tayet	id=g:1562126
Xiêng Leng	id=g:1562127
Xích Thổ	id=g:1562128
Xich Thô	id=g:1562129
Xích Thổ	id=g:1562130
Xich Ngọc	id=g:1562131
Xi Binh	id=g:1562132
Nam Xia	id=g:1562133
Dak Xerong	id=g:1562134
Kinh Xẻo Vông	id=g:1562135
Xéo Van Lin	id=g:1562136
Rạch Xẻo Tré	id=g:1562137
Kinh Xẻo Su	id=g:1562138
Rạch Xèo Ruộng	id=g:1562139
Rạch Xẻo Nhán	id=g:1562140
Kinh Xẻo Môn	id=g:1562141
Kinh Xẻo Môn	id=g:1562142
Rạch Xẻo Mát	id=g:1562143
Rạch Xẻo Lứa	id=g:1562144
Rạch Xẻo Cô	id=g:1562145
Rạch Xẻo Chít	id=g:1562146
Rạch Xẻo Bầu	id=g:1562147
Xen Xe	id=g:1562148
Xen Tcha	id=g:1562149
Xen Nâm	id=g:1562150
Xen Luong	id=g:1562151
Yuk Xeni	id=g:1562152
Xen Hin	id=g:1562153
Xen Con	id=g:1562154
Xen Coc	id=g:1562155
Xen Chèo	id=g:1562156
Suối Xem	id=g:1562157
Ga Xe Lữa	id=g:1562158
Phu Xé	id=g:1562159
Nam Xe	id=g:1562160
Dak Xdrô	id=g:1562161
Xay Cap	id=g:1562162
Xá Xuối	id=g:1562163
Xã Xoung	id=g:1562164
Xã Xa Phiên	id=g:1562165
Dak Xa Wong	id=g:1562166
Xá Voi	id=g:1562167
Xã Võ Ðắt	id=g:1562168
Xã Vĩnh Hòa	id=g:1562169
Xã Van Lê	id=g:1562170
Xã Văn Lâm	id=g:1562171
Huôi Xà Vang	id=g:1562172
Xá Tư Dươn	id=g:1562173
Xã Trương (1)	id=g:1562174
Xã Trung Hưng	id=g:1562175
Xã Trảng Bôm	id=g:1562176
Xá Trảng Bào Ôn	id=g:1562177
Xã Tram Da Mi	id=g:1562178
Xã Tồn	id=g:1562179
Xã Thương Làng	id=g:1562180
Xã Thừa Tích	id=g:1562181
Xã Thọ Thành	id=g:1562182
Xã Thới Giao	id=g:1562183
Xã Thi Tính	id=g:1562184
Xã Thiên Tân (1)	id=g:1562185
Xá Thầy Cai	id=g:1562186
Xá Thânh An	id=g:1562187
Xã Thắng Nhứt	id=g:1562188
Xã Thắng Nhí (2)	id=g:1562189
Xã Thắng Nhí (1)	id=g:1562190
Xã Thái Hưng	id=g:1562191
Xã Tân Rài	id=g:1562192
Xã Tân Phát	id=g:1562193
Xã Tân Lợi	id=g:1562194
Xã Tân Lập	id=g:1562195
Xã Tân Khai	id=g:1562196
Xã Tân Hưng	id=g:1562197
Xã Tân Ðiến	id=g:1562198
Xa Tam Thai	id=g:1562199
Xã Tam Phước	id=g:1562200
Xã Tầm Hưng (1)	id=g:1562201
Xã Suối Nhuôm	id=g:1562202
Xã Suối Kiết	id=g:1562203
Xá Suối Cao (2)	id=g:1562204
Xạ Sơn	id=g:1562205
Xã Sông Trao	id=g:1562206
Xã Sông Lũy	id=g:1562207
Xá Sa Nhỏ (2)	id=g:1562208
Xá Sa Nhỏ (1)	id=g:1562209
Xá Rùng Cây (2)	id=g:1562210
Xá Rùng Cây (1)	id=g:1562211
Xa Ron Sa Rak	id=g:1562212
Núi Xa Rong	id=g:1562213
Xá Ràng (3)	id=g:1562214
Xá Ràng (1)	id=g:1562215
Xá Rạch Kiến	id=g:1562216
Xã Poet	id=g:1562217
Xã Phù Sung	id=g:1562218
Xã Phú Riềng	id=g:1562219
Xã Phường Quy (1)	id=g:1562220
Xã Phương Lâm	id=g:1562221
Xã Phước Lợi	id=g:1562222
Xã Phước Lễ	id=g:1562223
Xao Vót	id=g:1562224
Ngòi Xao	id=g:1562225
Khe Xao	id=g:1562226
Dak Xao	id=g:1562227
Xan Xo	id=g:1562228
Kinh Xà Nô	id=g:1562229
Xã Như Lâm	id=g:1562230
Rú Xanh	id=g:1562231
Núi Xanh	id=g:1562232
Hòn Xanh	id=g:1562233
Cù Lao Poulo Gambir	id=g:1562234
Xang Xa Ho	id=g:1562235
Kinh Xáng Tắc Vân	id=g:1562236
Kinh Xáng Nhỏ	id=g:1562237
Kinh Xấng Mới	id=g:1562238
Kinh Xáng Huyên Sử	id=g:1562239
Kinh Xàng Cụt	id=g:1562240
Kinh Xáng Chắc Băng	id=g:1562241
Kinh Xáng	id=g:1562242
Kinh Xáng	id=g:1562243
Kinh Xáng	id=g:1562244
Chư Xang	id=g:1562245
Xan Chắo	id=g:1562246
Xan Cha	id=g:1562247
Xan Bến	id=g:1562248
Xã Nay	id=g:1562249
Ngòi Xan	id=g:1562250
Nam Xán	id=g:1562251
Xã Mường Mán	id=g:1562252
Xã Mươi (3)	id=g:1562253
Xá Mươi (2)	id=g:1562254
Xá Mới (2)	id=g:1562255
Xã Mộc Bài	id=g:1562256
Phu Xam Liệm	id=g:1562257
Xâm Khue	id=g:1562258
Xâm Khố	id=g:1562259
Rạch Xã Mít	id=g:1562260
Xã Minh Thạnh	id=g:1562261
Phu Xam Hòi	id=g:1562262
Xâm Ðông	id=g:1562263
Xâm Bồ	id=g:1562264
Sông Xa Mắt	id=g:1562265
Xa Mát	id=g:1562266
Suối Xà Mách	id=g:1562267
Xã Mách	id=g:1562268
Xá Lưu	id=g:1562269
Xa Loung Pia	id=g:1562270
Xa Loung	id=g:1562271
Xa Loun	id=g:1562272
Xã Long Tân	id=g:1562273
Xã Long Sơn (2)	id=g:1562274
Xã Long Sơn (1)	id=g:1562275
Xã Long Phước	id=g:1562276
Xã Long Mỹ	id=g:1562277
Xã Long Hải	id=g:1562278
Xã Long Diền	id=g:1562279
Xá Lông Công (1)	id=g:1562280
Xã Lộc Thiện	id=g:1562281
Xa Loan	id=g:1562282
Xã Làng Miêt	id=g:1562283
Xá Lâm Vô	id=g:1562284
Xa Lam Dê	id=g:1562285
Xã Ky Mao (1)	id=g:1562286
Kông Xa Krông	id=g:1562287
Xã Kok Sáu	id=g:1562288
Kinh Xã Khánh	id=g:1562289
Phou Xai Lai Leng	id=g:1562290
Phu Xai	id=g:1562291
Huôi Xai	id=g:1562292
Xã Huy Khiêm	id=g:1562293
Xã Hưng Lộc	id=g:1562294
Xạ Hưng	id=g:1562295
Xã Hội Mỹ	id=g:1562296
Xã Hoi	id=g:1562297
Xã Hố Bồ	id=g:1562298
Xa Hố	id=g:1562299
Xã Hiêu Tin	id=g:1562300
Xa Heu	id=g:1562301
Xã Hao Duoc (2)	id=g:1562302
Xã Hao Duoc (1)	id=g:1562303
Xá Gò Nổi (1)	id=g:1562304
Xã Gò	id=g:1562305
Xã Giồng Cái	id=g:1562306
Xã Gia Tân	id=g:1562307
Xã Gia Ray	id=g:1562308
Xá Giang Chanh	id=g:1562309
Xã Gia Lê	id=g:1562310
Xã Gia Kiêm	id=g:1562311
Xá Gia Bình	id=g:1562312
Xã Duy Cần	id=g:1562313
Xa Ðương	id=g:1562314
Xá Dược	id=g:1562315
Núi Xã Dũ	id=g:1562316
Xã Du	id=g:1562317
Xã Dủ	id=g:1562318
Xá Ðồng Găng	id=g:1562319
Xã Ðông Chim (1)	id=g:1562320
Xa Ðộng	id=g:1562321
Xã Do Lai	id=g:1562322
Xã Ðoài (1)	id=g:1562323
Sông Xã Ðiệu	id=g:1562324
Xã Ðiêu	id=g:1562325
Xa Diêm	id=g:1562326
Xã Dak Kia	id=g:1562327
Xã Ðại An (2)	id=g:1562328
Xã Clian	id=g:1562329
Xá Cây Cau	id=g:1562330
Xá Cầu Xe	id=g:1562331
Xá Cầu Lỏi	id=g:1562332
Xà Cầu	id=g:1562333
Suối Xa Cát	id=g:1562334
Xâ Cát	id=g:1562335
Xã Cầm Tâm	id=g:1562336
Xã Cam Mỹ	id=g:1562337
Suối Xa Cam	id=g:1562338
Xá Bung Binh	id=g:1562339
Xá Bơi Lơi	id=g:1562340
Xá Bo Heo	id=g:1562341
Xã Bình Phước	id=g:1562342
Xã Bình Long	id=g:1562343
Xã Bình Lộc	id=g:1562344
Xã Bình Hòa	id=g:1562345
Xã Bình Giả	id=g:1562346
Xã Bình Ba	id=g:1562347
Xá Bến Gò	id=g:1562348
Xã Bảy	id=g:1562349
Xá Bào Trăng	id=g:1562350
Xá Bào Sen	id=g:1562351
Xá Bào Ðưng	id=g:1562352
Khé Xã Bài	id=g:1562353
Xã Bài	id=g:1562354
Xà Ây	id=g:1562355
Xã An Nhứt	id=g:1562356
Xã An Ngãi	id=g:1562357
Xã An Hòa	id=g:1562358
Xã An Hòa	id=g:1562359
Xá An Dức	id=g:1562360
Xã An	id=g:1562361
Nước Xa	id=g:1562362
Núi Xa	id=g:1562363
Núi Xả	id=g:1562364
Houei Xa	id=g:1562365
Ea Wy	id=g:1562366
Ya Wơn	id=g:1562367
Wi Tuc (1)	id=g:1562368
Wi Ta (1)	id=g:1562369
Wi Rao (2)	id=g:1562370
Windjia	id=g:1562371
Ngok Win	id=g:1562372
Wi Mo	id=g:1562373
Wi Kin	id=g:1562374
Wi Kien	id=g:1562375
Wikden (2)	id=g:1562376
Wikden (1)	id=g:1562377
Wikamou	id=g:1562378
Wi Kalh	id=g:1562379
Wi Go (1)	id=g:1562380
Wi Blang	id=g:1562381
Wi Baise (1)	id=g:1562382
Chư Whaé	id=g:1562383
Chư Weit	id=g:1562384
Da War	id=g:1562385
Kong Wan Riom	id=g:1562386
Ngok Wang	id=g:1562387
Vỹ Liệt	id=g:1562388
Vũ Xuyên	id=g:1562389
Vũ Xá	id=g:1562390
Vũ Xá	id=g:1562391
Vũ Xá	id=g:1562392
Vũ Xá	id=g:1562393
Núi Vũ Tương	id=g:1562394
Núi Vũ Trũ	id=g:1562395
Vũ Trù	id=g:1562396
Vù Sái	id=g:1562397
Vườn Thưa	id=g:1562398
Núi Vương Va	id=g:1562399
Vưc Trơn	id=g:1562400
Vực Trô	id=g:1562401
Vực Tràng	id=g:1562402
Vực Tổn	id=g:1562403
Sông Vưc Thuyền	id=g:1562404
Vực Lung	id=g:1562405
Vưc Liêm	id=g:1562406
Vực Bùn	id=g:1562407
Khê Vưc	id=g:1562408
Vũ Oai	id=g:1562409
Vũ Nội	id=g:1562410
Mũi Vung Trich	id=g:1562411
Tỉnh Lào Cai	id=g:1562412
Mũi Vũng Tàu	id=g:1562413
Vũng Tàu	id=g:1562414
Vung No	id=g:1562415
Rạch Vũng Luông	id=g:1562416
Rạch Vũng Liêm	id=g:1562417
Vũng Liêm	id=g:1562418
Baie de Vung Gang	id=g:1562419
Hòn Vụng Chùa	id=g:1562420
Vụng Chùa	id=g:1562421
Suối Vũng Cấm	id=g:1562422
Rạch Vũng Bầu	id=g:1562423
Núi Vung	id=g:1562424
Núi Vung	id=g:1562425
Hòn Vung	id=g:1562426
Hòn Vung	id=g:1562427
Vu Mon	id=g:1562428
Chóp Vum	id=g:1562429
Vù Lùng Sung	id=g:1562430
Vũ Linh	id=g:1562431
Vũ Liêt	id=g:1562432
Vũ Liệt	id=g:1562433
Vũ Lao	id=g:1562434
Vũ Lao	id=g:1562435
Vũ Lao	id=g:1562436
Vũ Lao	id=g:1562437
Vũ Lăng	id=g:1562438
Vu Làng	id=g:1562439
Vũ Lâm	id=g:1562440
Vũ Khê	id=g:1562441
Vui Thương	id=g:1562442
Vui Ni	id=g:1562443
Vũ Hạ	id=g:1562444
Sông Vu Gia	id=g:1562445
Vu Gia	id=g:1562446
Vũ Dương	id=g:1562447
Vụ Dồng	id=g:1562448
Vu Di	id=g:1562449
Vu Con	id=g:1562450
Vũ Chua	id=g:1562451
Vuc Ðao	id=g:1562452
Vụ Cầu	id=g:1562453
Vụ Bản	id=g:1562454
Vu Bản	id=g:1562455
Vụ Bản	id=g:1562456
Vu Ba	id=g:1562457
Núi Vuan Chuc	id=g:1562458
Núi Vua Bà	id=g:1562459
Ngòi Vùa	id=g:1562460
Núi Vú	id=g:1562461
Núi Vu	id=g:1562462
Voy Ðam	id=g:1562463
Võ Xu	id=g:1562464
Võ Xá (3)	id=g:1562465
Võ Xá	id=g:1562466
Võ Xá	id=g:1562467
Vô Vọng	id=g:1562468
Vou Tien	id=g:1562469
Vô Tương	id=g:1562470
Vô Tranh	id=g:1562471
Vô Tranh	id=g:1562472
Võ Thuận	id=g:1562473
Vô Song	id=g:1562474
Núi Vo Quâp	id=g:1562475
Vo Phai	id=g:1562476
Núi Vop	id=g:1562477
Nam Vơi	id=g:1562478
Võ Nhai	id=g:1562479
Vông Xuyên Nội	id=g:1562480
Vòng Tre	id=g:1562481
Võng Thúy	id=g:1562482
Vọng Thê	id=g:1562483
Võng Phàn	id=g:1562484
Vong Nhi	id=g:1562485
Vọng Nguyệt	id=g:1562486
Vong Na	id=g:1562487
Vong Mao Khy	id=g:1562488
Vong Liễu	id=g:1562489
Vong Ky	id=g:1562490
Vọng Hải	id=g:1562491
Vọng Hải	id=g:1562492
Vọng Ðông	id=g:1562493
Vọng Doanh	id=g:1562494
Vô Ngại	id=g:1562495
Sông Vông	id=g:1562496
Sông Vong	id=g:1562497
Rạch Vong	id=g:1562498
Hòn Vông	id=g:1562499
Cao Vọng	id=g:1562500
Bãi Vòng	id=g:1562501
Núi Von Coc	id=g:1562502
Banc du Volta	id=g:1562503
Vô Lang	id=g:1562504
Vô Ky	id=g:1562505
Võ Ký	id=g:1562506
Rạch Vòi Voi	id=g:1562507
Núi Voi Te	id=g:1562508
Ðộng Voi Mệp	id=g:1562509
Voi Bổ	id=g:1562510
Suối Vôi	id=g:1562511
Suối Voi	id=g:1562512
Núi Vôi	id=g:1562513
Núi Voi	id=g:1562514
Núi Voi	id=g:1562515
Núi Voi	id=g:1562516
Vò Huyen	id=g:1562517
Vô Hối	id=g:1562518
Vô Hối	id=g:1562519
Vô Hoạn	id=g:1562520
Võ Giang	id=g:1562521
Võ Ðông	id=g:1562522
Võ Ðịnh	id=g:1562523
Voc Tan	id=g:1562524
Vo Côi	id=g:1562525
Ðộng Vóc Mùng	id=g:1562526
Vò Chang	id=g:1562527
Vồ Bò Hong	id=g:1562528
Núi Võ	id=g:1562529
Vixeh (2)	id=g:1562530
Vixeh (1)	id=g:1562531
Vi Wah	id=g:1562532
Vi Viane	id=g:1562533
Vị Trù	id=g:1562534
Vitring (2)	id=g:1562535
Vitiong	id=g:1562536
Vị Thủy	id=g:1562537
Vị Thanh	id=g:1562538
Vi Pron	id=g:1562539
Vi Phai	id=g:1562540
Vipée	id=g:1562541
Vi Oc	id=g:1562542
Vin Vực Ni	id=g:1562543
Vin Ka Roi	id=g:1562544
Vĩnh Yên Tây	id=g:1562545
Núi Vĩnh Yên	id=g:1562546
Vĩnh Yên	id=g:1562547
Vĩnh Yên	id=g:1562548
Vĩnh Yên	id=g:1562549
Vĩnh Yên	id=g:1562550
Vĩnh Yên	id=g:1562551
Vĩnh Yên	id=g:1562552
Vĩnh Xuyên	id=g:1562553
Vính Xuận (4)	id=g:1562554
Vính Xuận (3)	id=g:1562555
Vính Xuận (2)	id=g:1562556
Vĩnh Xuân	id=g:1562557
Vĩnh Viên (2)	id=g:1562558
Vĩnh Viên (1)	id=g:1562559
Vĩnh Viễn	id=g:1562560
Vị Nhuế	id=g:1562561
Vĩ Nhuế	id=g:1562562
Vĩnh Tuy (3)	id=g:1562563
Vĩnh Tuy (3)	id=g:1562564
Vĩnh Tuy (2)	id=g:1562565
Vĩnh Tuy	id=g:1562566
Ga Vĩnh Tuy	id=g:1562567
Vĩnh Tuy	id=g:1562568
Vĩnh Tuy	id=g:1562569
Vĩnh Tuy	id=g:1562570
Vinh Tuy	id=g:1562571
Vĩnh Tuy	id=g:1562572
Vinh Tứ	id=g:1562573
Vĩnh Trường (1)	id=g:1562574
Vĩnh Trường	id=g:1562575
Vĩnh Trường	id=g:1562576
Vĩnh Trường	id=g:1562577
Tú Trưng	id=g:1562578
Vĩnh Trung	id=g:1562579
Vĩnh Trụ	id=g:1562580
Vình Tru	id=g:1562581
Vĩnh Trinh	id=g:1562582
Vĩnh Trạch	id=g:1562583
Vĩnh Trạch	id=g:1562584
Vĩnh Tr	id=g:1562585
Vĩnh Tr	id=g:1562586
Vĩnh Tr	id=g:1562587
Vĩnh Thực Nùng	id=g:1562588
Vĩnh Thực Nam	id=g:1562589
Ðảo Vình Thực	id=g:1562590
Vĩnh Thuận Ðông	id=g:1562591
Vĩnh Thuận	id=g:1562592
Vĩnh Thuận	id=g:1562593
Vĩnh Thới	id=g:1562594
Vinh Thôn	id=g:1562595
Vĩnh Thọ	id=g:1562596
Vinh Tho	id=g:1562597
Vĩnh Thọ	id=g:1562598
Vinh Thọ	id=g:1562599
Vĩnh Thiện	id=g:1562600
Vĩnh Thi	id=g:1562601
Ga Xép Vĩnh Thế	id=g:1562602
Vinh Thê	id=g:1562603
Vĩnh Thạnh (3)	id=g:1562604
Vinh Thạnh (1)	id=g:1562605
Vĩnh Thành (1)	id=g:1562606
Vinh Thạnh (1)	id=g:1562607
Vĩnh Thạnh Vân	id=g:1562608
Vĩnh Thạnh Trung	id=g:1562609
Vĩnh Thạnh Trung	id=g:1562610
Vĩnh Thạnh	id=g:1562611
Vĩnh Thành	id=g:1562612
Vĩnh Thạnh	id=g:1562613
Vĩnh Thạnh	id=g:1562614
Vĩnh Thạnh	id=g:1562615
Vĩnh Thạnh	id=g:1562616
Vĩnh Thạnh	id=g:1562617
Vĩnh Thạnh	id=g:1562618
Vĩnh Thái	id=g:1562619
Kinh Vĩnh Tế	id=g:1562620
Vĩnh Tế	id=g:1562621
Vĩnh Tây	id=g:1562622
Vĩnh Tân (1)	id=g:1562623
Vĩnh Sơn	id=g:1562624
Vinh Son	id=g:1562625
Vĩnh Qưới	id=g:1562626
Vính Quế	id=g:1562627
