Égalah	id=g:6398012
Ti-n-Touhount	id=g:6699398
Ouirihamija	id=g:6699413
Chin Fassaini	id=g:6699414
Tadis	id=g:6699415
Gougaram	id=g:6699416
Tarzarlé	id=g:6699417
I-n-Tougeultoumt	id=g:6699418
Gharba	id=g:6699419
Tamertak	id=g:6699420
Egadé Anbogara	id=g:6699421
Agadem Boram	id=g:6699422
I-n-Zan	id=g:6699423
Soudwil Iwinès	id=g:6699424
Sétou	id=g:6699425
I-n-Afarafagh	id=g:6699426
Anouzégré	id=g:6699427
Chin Efat	id=g:6699428
Témbarouguén	id=g:6699429
Chin Tarésmin	id=g:6699430
I-n-Médan	id=g:6699431
I-n-Téllémédès	id=g:6699432
Chamouéléki	id=g:6699433
Wanbougaratén	id=g:6699434
I-n-Tiguiez	id=g:6699435
Chin Féssavatén	id=g:6699436
I-n-Taghért	id=g:6699437
Tamouchér	id=g:6699438
Arazérnagh	id=g:6699439
Safi Tajét	id=g:6699440
I-n-Toussan	id=g:6699441
Tazart i-n-Assié	id=g:6699442
I-n-Touérèn	id=g:6699443
I-n-Chérifa	id=g:6699444
Chin Karwassé	id=g:6699445
Adafor	id=g:6699446
Agargaroum Ibagawa	id=g:6699447
Amandar	id=g:6699448
Jirkét	id=g:6699449
Igadou	id=g:6699450
Azékaz	id=g:6699451
Ngroup Roup	id=g:6699452
Torfénatakém	id=g:6699453
Tagalat	id=g:6699454
Allalawa	id=g:6699455
Agraghi	id=g:6699456
Adaghnama	id=g:6699457
Takat	id=g:6699458
Chin Elkamatén	id=g:6699459
Chin Essao	id=g:6699460
Tasnéla	id=g:6699461
Souztabéza	id=g:6699462
Iribakat	id=g:6699463
Barko	id=g:6699464
Guédda	id=g:6699465
Amésdéne	id=g:6699466
Souztabéza	id=g:6699467
I-n-Abano	id=g:6699468
I-n-Salatin	id=g:6699469
I-n-Abora	id=g:6699470
Takajit	id=g:6699471
I-n-Agourgour	id=g:6699472
I-n-Tabajinga	id=g:6699473
Azakwa	id=g:6699474
Wédél	id=g:6699475
Ehézor	id=g:6699476
Tagalat	id=g:6699477
I-n-Tadiné	id=g:6699478
Assalla Ho	id=g:6699479
Assouman	id=g:6699480
Izoubi	id=g:6699481
Adérnaguér	id=g:6699482
Assakafa	id=g:6699483
Abala	id=g:6699484
Jénralila	id=g:6699485
Tofaharas	id=g:6699486
Tagalat	id=g:6699487
Amérkay	id=g:6699488
I-n-Tagarout	id=g:6699489
Tamarit	id=g:6699490
I-n-Tadissi Kourouza	id=g:6699491
Téménala	id=g:6699492
I-n-Tézak	id=g:6699493
Chin Guéfén	id=g:6699494
Akawawas	id=g:6699495
Tagalél	id=g:6699496
Ewa	id=g:6699497
Amaloul	id=g:6699498
Dougoulitan	id=g:6699499
Nassam	id=g:6699500
Tamalwada	id=g:6699501
Touak	id=g:6699502
Jel Jéli	id=g:6699503
I-n-Tayétouft	id=g:6699504
Baréy	id=g:6699505
Matalabo	id=g:6699506
Tadékamout	id=g:6699507
Inadroum	id=g:6699508
Inadroum	id=g:6699509
Zindi	id=g:6699510
Adrar Aguélai	id=g:6699511
Gamba	id=g:6699512
Takrouli	id=g:6699513
Zounou	id=g:6699514
Raboup	id=g:6699515
Irouzarén	id=g:6699516
I-n-Garzéynata	id=g:6699517
Mouléy	id=g:6699518
Ayou	id=g:6699519
Aza i-n-Toumoék	id=g:6699520
Aza i-n-Nidi	id=g:6699521
Goundani	id=g:6699522
Akokou	id=g:6699523
Timokédal	id=g:6699524
Aijip	id=g:6699525
Zaggar	id=g:6699526
Adrar Mérakén	id=g:6699527
Marakna	id=g:6699528
I-n-Touhount	id=g:6699529
Ers	id=g:6699530
Graoufouti	id=g:6699531
I-n-Latarda	id=g:6699532
I-n-Dama	id=g:6699533
Gadab	id=g:6699534
Ilatarda	id=g:6699535
Atalmaguér	id=g:6699536
I-n-Garélli	id=g:6699537
Kernoutam	id=g:6699538
I-n-Tayétouft	id=g:6699539
Tékoubalana	id=g:6699540
Koulaka	id=g:6699541
Taboukou	id=g:6699542
I-n-Tadermin	id=g:6699543
Akinkar	id=g:6699544
Tambourgué	id=g:6699545
Ahazor	id=g:6699546
Inezdan	id=g:6699547
Tachafi	id=g:6699548
Arganakéli	id=g:6699549
Karguét	id=g:6699550
Agargouta	id=g:6699551
Chiliaga	id=g:6699552
Sataféla	id=g:6699553
Ngarsammal	id=g:6699554
Baguénibora	id=g:6699555
Aringuil	id=g:6699556
Adrar Tazomari	id=g:6699557
Darba	id=g:6699558
Zaggar	id=g:6699559
Abaja	id=g:6699560
Adrar Iguinibora	id=g:6699561
Toungamay Touraré	id=g:6699562
Sakay	id=g:6699563
Mouléla	id=g:6699564
Naki	id=g:6699565
I-n-Gawilén	id=g:6699566
Chin Sako	id=g:6699567
Toféad	id=g:6699568
Taghaliti	id=g:6699569
Bakou	id=g:6699570
Takarbané	id=g:6699571
Tounga Abderama	id=g:6699572
Tounga Abdou	id=g:6699573
Adrar Rikoumérikoum	id=g:6699574
Algas	id=g:6699575
Anissa	id=g:6699576
Karaji	id=g:6699577
I-n-Jinjira	id=g:6699578
Tyibalata	id=g:6699579
Garin Vachar	id=g:6699580
Gadiao	id=g:6699581
Akariou	id=g:6699582
Toudoun Waké	id=g:6699583
Karkora	id=g:6699584
Bahu	id=g:6699585
Garin Asséna	id=g:6699586
Abala	id=g:6699587
Kachigal	id=g:6699588
I-n-Guida	id=g:6699589
Kinar	id=g:6699590
Tahaous	id=g:6699591
Tounga Majéma	id=g:6699592
Guidoma	id=g:6699593
Dogon Daji	id=g:6699594
Gaoua Ngourbi	id=g:6699595
Abakama	id=g:6699596
Garin Massalatyi	id=g:6699597
Kossarawa	id=g:6699598
I-n-Kari	id=g:6699599
Adeurnaguér	id=g:6699600
I-n-Diri	id=g:6699601
Toudoun Maykora	id=g:6699602
Makanzata	id=g:6699603
Doutyi	id=g:6699604
Taguéy	id=g:6699605
Doungoula	id=g:6699606
Tindeum	id=g:6699607
Rahin Kalgo	id=g:6699608
Akanzafa	id=g:6699609
Adambaza	id=g:6699610
Goulbi	id=g:6699611
Garin Mahé	id=g:6699612
Tabagor	id=g:6699613
Garin Nguiri	id=g:6699614
Dayabo	id=g:6699615
Aléla	id=g:6699616
Zabarma	id=g:6699617
Garin Zini	id=g:6699618
Tassak Moussa	id=g:6699619
Zabarma	id=g:6699620
Tassak Brahim	id=g:6699621
Akoraji	id=g:6699622
Tégar	id=g:6699623
Douti Angueur	id=g:6699624
Doli	id=g:6699625
Toudoun Souga	id=g:6699626
I-n-Kari	id=g:6699627
Takoukout	id=g:6699628
Ongoy	id=g:6699629
Afagar	id=g:6699630
Anékar	id=g:6699631
Aza	id=g:6699632
Mananou	id=g:6699633
Saloloua	id=g:6699634
Ezak	id=g:6699635
Digani	id=g:6699636
Métékané	id=g:6699637
Aza	id=g:6699638
Sakay	id=g:6699639
Tafalaleuf	id=g:6699640
Adrarnagar	id=g:6699641
Dania	id=g:6699642
Kabala	id=g:6699643
Dikitan	id=g:6699644
Ibaga	id=g:6699645
I-n-Tarazout	id=g:6699646
I-n-Kinkaran	id=g:6699647
Idréfan	id=g:6699648
El Ras	id=g:6699649
Akoko Ouanahéléd	id=g:6699650
Tarfas	id=g:6699651
Kéta	id=g:6699652
Abada	id=g:6699653
Chin Mazazaré	id=g:6699654
Radija	id=g:6699655
Guidi	id=g:6699656
Bila Yagabi	id=g:6699657
Djamaré	id=g:6699658
Nguèl Chaouré	id=g:6699659
Boula Ouaganinga	id=g:6699660
Kankadou	id=g:6699661
Nguèl Tchaouaï	id=g:6699662
Nguèl Nèrgouri	id=g:6699663
Igaoumari	id=g:6699664
Dogordari	id=g:6699665
Laya	id=g:6699666
Nguèl Babandouna	id=g:6699667
Maégordene	id=g:6699668
Adarigon	id=g:6699669
Tiorogui	id=g:6699670
Youdinga	id=g:6699671
Boula Faya	id=g:6699672
Youré	id=g:6699673
Zèrmou	id=g:6699674
Yebé	id=g:6699675
I-N-Tchiboula	id=g:6699676
Albous	id=g:6699677
Agannléra	id=g:6699803
Fantoni Faringa	id=g:6699804
Nguèl Ardo	id=g:6699807
Nguèl Moussa	id=g:6699871
Garinga	id=g:6699872
Kacha Kacha	id=g:6699873
Nguèl Dagouniare	id=g:6699874
Oromi	id=g:6699875
Mabroukay	id=g:6699876
Yiga Adamélim	id=g:6699878
Yagué	id=g:6702224
Tororonga	id=g:6702751
Karangou	id=g:6702752
Kobobaétoussou	id=g:6702753
Jémil	id=g:6704557
Zèrmou	id=g:6704562
Sakawa Sofoua	id=g:6704897
Illias	id=g:6704898
Wourtchi	id=g:6704921
Guidan Hamou	id=g:6704932
Gaohi	id=g:6704933
Agoua Sofoua	id=g:6704966
Jifa	id=g:6704970
Taka-sâba	id=g:6704971
Goulbin Kaba	id=g:6704993
Alhazey	id=g:6705002
Indi	id=g:6705003
Madi	id=g:6705004
Yadi	id=g:6705005
Baraya	id=g:6705006
Maybanda	id=g:6705007
Hali	id=g:6705008
Dan Toudou Barmou	id=g:6705009
Dakourawa	id=g:6705010
Amanawa	id=g:6705011
Katabouché	id=g:6705012
Tadoné	id=g:6705013
Chitouaray	id=g:6705014
Dan Doa	id=g:6705015
Taka Lafia	id=g:6705016
Ido Gaétchi	id=g:6705037
Ita Saboua	id=g:6705038
Gaba Abarchi	id=g:6705039
Dan Gari	id=g:6705062
Guidan Ango	id=g:6705311
Rijial Elhadji	id=g:6705312
Makou	id=g:6705313
Dan Gomi	id=g:6705405
Chafouta	id=g:6705439
Ila	id=g:6705507
Alassane K'ouâmâ	id=g:6705508
Rijia Ado	id=g:6705509
Tambarawa	id=g:6705511
May Kaïhin Gâtarî	id=g:6705512
Guidan Koulka	id=g:6705513
Tâ-jaé Agôlâ	id=g:6705514
Sabon Guéro	id=g:6705731
Guidan Gado	id=g:6705734
Dan Gaïda	id=g:6705735
Guidan Issa	id=g:6705736
Guidan Bawa	id=g:6705738
Mité	id=g:6705740
Sabon Rija	id=g:6705741
Mâlamey	id=g:6705758
Jikirni	id=g:6705759
Koukan Makiji	id=g:6705760
Guidan Bako Karama	id=g:6705810
Guidan Léhida	id=g:6705811
Zongo Yardi	id=g:6705890
Sokop	id=g:6705891
Guidan Aouta	id=g:6705892
Guidan Namaka	id=g:6705893
Zango Makiahi	id=g:6705894
Dan Toudou	id=g:6705901
Oun-wâlâ Ranaou	id=g:6705902
Gahola	id=g:6705903
Magouzou	id=g:6706197
Guidan Sani	id=g:6706198
Dangali	id=g:6706199
Serkin Bougajé	id=g:6706200
Yaboukoulou	id=g:6706201
Chamagani	id=g:6706217
Guidan Bawa	id=g:6706232
Sakata	id=g:6706235
Guidan Gamao	id=g:6706245
Mayahi Dan Tanko	id=g:6706429
Malamawa Kaka	id=g:6706442
Dan Dada	id=g:6706443
Guidan Tcharambé	id=g:6706482
Guidan Lali Bakané	id=g:6706887
Roura	id=g:6706897
Kagadama	id=g:6707282
Mak'érawa	id=g:6707686
Guiéza Magajia	id=g:6707752
Guidan Yérima Sania	id=g:6708462
Guidan Malam	id=g:6708478
Doukou-Doukou	id=g:6708565
K'ochin Foura	id=g:6708591
Toudoun Mayréré	id=g:6708607
Toudou Gangaré	id=g:6708610
Guidan Bawa	id=g:6708611
Rougougoua	id=g:6708612
Dawa Amoulou	id=g:6708690
Koli Liguidabi	id=g:6708691
Guidan Dango	id=g:6708876
Alhazey	id=g:6708883
Tabkin Kalgô	id=g:6708884
Koudouma	id=g:6708890
Toudou Ababa	id=g:6708891
Koufay	id=g:6708892
Dan Kali	id=g:6708895
Rijia Dan Tassaou	id=g:6708896
Guidan Wédel	id=g:6708897
Rijia Boubou	id=g:6708913
Dogon Dawa	id=g:6708914
Bougajé Koré	id=g:6708915
Jibilé	id=g:6708916
Kourbatié	id=g:6708931
Guidan Amani	id=g:6708932
Toudou	id=g:6708933
Zangon Wajé	id=g:6708934
Sa'îda	id=g:6708935
Kakou Tassalao	id=g:6708936
Guidan Mâlam Hassane	id=g:6709135
Majéni	id=g:6709136
Guidan May Chibi	id=g:6709137
Gardawa	id=g:6709139
Dan Moussa	id=g:6709142
Angoual Dassi	id=g:6709144
Tâfouka Samia	id=g:6709145
Tsînin Kibaou	id=g:6709146
Dan Aré	id=g:6709147
Djawalki	id=g:6709291
Madôbey	id=g:6709295
Kandami	id=g:6709296
May Gamba	id=g:6709297
Kâ-k'i Dadani	id=g:6709298
Dan Dawa	id=g:6709451
Guidan Gaïda	id=g:6709544
Dogarawa	id=g:6709545
Tawalala	id=g:6709547
Élou	id=g:6709548
Saguié	id=g:6709549
Guidan Illi	id=g:6709550
Dan Chémâ	id=g:6709551
Dan Gamji	id=g:6709576
Bouläma	id=g:6709577
Guidan Galadima	id=g:6709598
Dan Ourgui	id=g:6709865
Dourougou Gamji	id=g:6709867
Koubdo Sofoua	id=g:6709871
Serkin Bey	id=g:6709873
Koringo	id=g:6710226
Yèl Dawa	id=g:6710250
Dan Dawa Foulani	id=g:6710251
Dan Tabkin Saboua	id=g:6710692
Dan Massami	id=g:6710768
Aréwatawa	id=g:6710770
Koniagou	id=g:6711077
Garin Goudawa	id=g:6711078
Tazouka	id=g:6711079
Dan Gôbirâwâ	id=g:6711080
Tchido	id=g:6711081
Dan Toudou	id=g:6711082
Nagouida Saboua	id=g:6711083
Alkâlî	id=g:6711084
Guidan Neïno	id=g:6711085
Katsinawa Arnâ	id=g:6711086
Bourdimi	id=g:6711087
Garin Magâjî	id=g:6711088
Mak'érawa	id=g:6711089
Malamawa Kantagora	id=g:6711090
Guidan Doki	id=g:6711091
Serkin Yaki Oumarou	id=g:6711092
Dan Badaou	id=g:6711093
K'arian Ali	id=g:6711094
Guidan Ranaou	id=g:6711095
Doundoumo	id=g:6711096
Rijial Dadji	id=g:6711097
Garin Elhadji Abdou	id=g:6711100
Batchaka	id=g:6711101
Sirdawa	id=g:6711102
Batey	id=g:6711106
Guidan Gado	id=g:6711118
Malamawa	id=g:6711119
Gouandôjî	id=g:6711129
Dâd'in Serki	id=g:6711130
Dan Galadima	id=g:6711148
Dan Aïcha	id=g:6711149
Katari	id=g:6711168
Alawa	id=g:6711169
Koufan Bara	id=g:6711170
Guidan Goboro	id=g:6711171
Guidan Aja	id=g:6711172
Zangon Hammi	id=g:6711174
Tabkin Sono	id=g:6711175
Koudatawa	id=g:6711176
Tobana	id=g:6711177
Yantakouba	id=g:6711178
Baousa	id=g:6711179
Guidan Emarvoy	id=g:6711180
Guidan Gargé	id=g:6711181
Tjigéro	id=g:6711231
Karimini	id=g:6711232
Guidan Seydou	id=g:6711233
Tabkin Karé	id=g:6711234
May Sakoni	id=g:6711235
May Kania	id=g:6711236
Guidan Madougou	id=g:6711237
Rijia Dagodi	id=g:6711238
Gobérawa	id=g:6711239
May Sameykou	id=g:6711240
May Gôchî	id=g:6711241
Guidan Anou	id=g:6711242
Djawalki	id=g:6711243
Zango-Amadou	id=g:6711244
Alagamé	id=g:6711245
Guidan Ali	id=g:6711246
Maman Dawa	id=g:6711247
Kéluntadéni	id=g:6711248
Kolarawa	id=g:6711409
Kozoro	id=g:6711410
Toumbourkou	id=g:6711413
Tasey	id=g:6711415
Kataré	id=g:6711416
Guidan Malam Mousa	id=g:6711417
Tapkin Mata	id=g:6711418
Bodawa	id=g:6711419
Chazoumalia	id=g:6711420
Guidan Arouna	id=g:6711421
Kédoukal	id=g:6711541
Nakonawa Sami	id=g:6711565
Matiéra	id=g:6711566
Guidan Tawayé Saboua	id=g:6711643
Madara	id=g:6711644
Dan Dania	id=g:6711663
Serkin Rima	id=g:6711664
Bahawa	id=g:6711665
Dania Banza	id=g:6711666
Soura Janjouna Gata	id=g:6711667
Kabawa	id=g:6711752
Nâ Sallé	id=g:6711753
Rijia Serki	id=g:6712105
Namaroua	id=g:6712106
Kagadama	id=g:6712107
Dania Banza	id=g:6712108
Garin Abou Bakar	id=g:6712109
Saraké Soura	id=g:6712110
Garin Dan Ahi	id=g:6712111
Guidan Amati	id=g:6712233
Guidan Ingo	id=g:6712234
Dan Fâroû	id=g:6712235
Barouana	id=g:6712236
Guidan Sarkin Fawa	id=g:6712239
Guidan Magâjî Arjito	id=g:6712240
Guidan Makad'â	id=g:6712241
Guidan Kaora	id=g:6712242
Guidan Chadou	id=g:6712243
Guidan Alou	id=g:6712244
Dan Goulbi	id=g:6712245
Malamawa Saboua	id=g:6712247
Bangaja	id=g:6712248
Bâ-mou Dan Jari	id=g:6712250
Dakaré	id=g:6712251
Guerin Bouèy	id=g:6712252
Ajia May-Doungou	id=g:6712254
Tambarawa	id=g:6712256
Baradi	id=g:6712257
Kaha Samou	id=g:6712259
Dan Anza	id=g:6712261
Tosa	id=g:6712265
Takima	id=g:6712266
Dan Dasey	id=g:6712267
Kiré	id=g:6712268
Nasali	id=g:6712269
Zango	id=g:6712271
K'oûran Môta	id=g:6712272
Dan Toumbi	id=g:6712273
Farfarou	id=g:6712274
Rijia Koji	id=g:6712275
Eyssénia	id=g:6712276
Guidan Sami	id=g:6712277
Tonkourma	id=g:6712278
Kôwâ Boûta	id=g:6712279
Garin Maroussa	id=g:6712283
Saé Garin Elhadji	id=g:6712284
Saé Saouni	id=g:6712285
Guidan Kassagui	id=g:6712287
Wangarawa	id=g:6712288
Talagawa	id=g:6712289
Garin Chibko	id=g:6712291
Toukoubourî	id=g:6712294
Garin Dan Damaou	id=g:6712299
Saraké Sofoua	id=g:6712312
Loulloub'î	id=g:6712313
Alfacha	id=g:6712314
Sana	id=g:6712315
Majî Dâd'î	id=g:6712316
Kadata	id=g:6712317
Dan Boudé	id=g:6712318
Dogo K'ouria	id=g:6712319
Soura Magâjî Rôgo	id=g:6712320
Soura Garin Daouré	id=g:6712321
Samâ'îla	id=g:6712322
Janjouna Dan Tanin	id=g:6712323
Fagagaou	id=g:6712324
Atchiri	id=g:6712325
Mamawa	id=g:6712326
Dogon Baouchi	id=g:6712767
Tabkin Mala	id=g:6712836
Bata Fadoua	id=g:6713277
May Kawa	id=g:6713278
Garin Dan Achi	id=g:6713279
Dan Tchado	id=g:6713280
Sakojiki	id=g:6713331
Guidan Koli	id=g:6713332
Garin Dan Bay	id=g:6713357
Kabouni	id=g:6713358
Dogon Itché	id=g:6713361
Guidan Massari	id=g:6713425
Dan Madotchi	id=g:6713426
Guidan Moton Day	id=g:6713427
Mijin Yawa	id=g:6713428
Guidan Alo	id=g:6713429
Dâd'in Kôwâ	id=g:6713430
Guidan Issouf	id=g:6713431
Dongozawa	id=g:6713432
Nâ-zama Ouban Dawâkî	id=g:6713434
Korén Madata Tchidadé	id=g:6713435
May Guijé	id=g:6713436
Guidan Ana	id=g:6713437
Guidan Zagui	id=g:6713438
Saraké Saboua	id=g:6713439
Tsaguié	id=g:6713440
Rafawa	id=g:6713441
Malamawa	id=g:6713442
Dan Outou	id=g:6713443
Garin Bâk'ô	id=g:6713444
Tâ-jaé	id=g:6713459
Tabkin Konkorey	id=g:6713460
Nagouida	id=g:6713461
Dan Bagari	id=g:6713462
Takalmavoa	id=g:6713463
Dan Goulbi	id=g:6713464
Maraké Jiji	id=g:6713465
Guidan Daladi	id=g:6713466
Régo	id=g:6713467
Garin Bara	id=g:6713468
Serkin Mak'éra	id=g:6713469
Malamowa	id=g:6713470
Garin Achia	id=g:6713471
Kaméso	id=g:6713472
Goulbi N Maradi	id=g:6713483
Tachako	id=g:6713484
Kachambo	id=g:6713485
Goulbi N' Kaba	id=g:6713562
Atalé	id=g:6713563
Bokaé	id=g:6713564
Gébi	id=g:6713624
Tapkin Alfari	id=g:6716094
Garin Boy	id=g:6716155
Doutchi Karoumba	id=g:6716464
Maydada	id=g:6716988
Amalaoula	id=g:6716989
Elamamad	id=g:6716990
Talras	id=g:6716991
Igri	id=g:6716992
Aréy	id=g:6716993
Chin Tébagot	id=g:6716994
Tafatéma	id=g:6716995
Edani	id=g:6716996
Elawak	id=g:6716997
I-n-Wara	id=g:6716998
Rani	id=g:6716999
Tatawassèn	id=g:6717000
I-n-Najat	id=g:6717001
Kouloukoulou	id=g:6717002
I-n-Tazét	id=g:6717003
Bagam	id=g:6717004
Soubarata	id=g:6717005
Abilétèn	id=g:6717006
Tagarzou	id=g:6717007
Korén Adwa	id=g:6717008
Korén Gadéji	id=g:6717009
Gadéji	id=g:6717010
Bîma	id=g:6717073
Sayao	id=g:6717074
Kori	id=g:6717075
Mahalbâ	id=g:6717076
Guidan Majé	id=g:6717077
Tourouba	id=g:6717078
Kalajé	id=g:6717079
Guidan Dâd'in Maroussa	id=g:6717080
Guidan Nakoti	id=g:6717081
Toné	id=g:6717082
Yak Kiaou	id=g:6717083
Garin Hamada	id=g:6717084
Kabao	id=g:6717085
Taka-sâba Saboua	id=g:6717086
Kabôbî	id=g:6717087
Garin Jiji	id=g:6717120
Kamal Masso	id=g:6717121
Garin Tabki	id=g:6717122
Aouna Dakanda	id=g:6717123
Dan Taro	id=g:6717622
Garin Rigaou	id=g:6717624
Kouchanou	id=g:6717626
Guidan Mâlam Abdou	id=g:6717628
Rissawa	id=g:6717629
Kassolé	id=g:6717630
May Guéro	id=g:6717631
Garin Galadima	id=g:6717632
Yola	id=g:6717633
Serkin Bindiga	id=g:6717634
Dan Takobo	id=g:6717635
Dan Aro	id=g:6717659
Dan Gaya	id=g:6718201
Bargaja	id=g:6718202
Saoulawa	id=g:6718204
Guidan Jido	id=g:6718205
Rougougoua	id=g:6718206
Dâd'in Kôwâ Magâjî	id=g:6718207
Gamji	id=g:6718209
Kankaré	id=g:6718210
Kabôbî	id=g:6718211
Kagara	id=g:6718213
Serkin Yâk'i Tanko	id=g:6718280
Garin Guéro	id=g:6718281
Goulbi	id=g:6718283
Garin Guizo	id=g:6718284
Rijia Bagouârî	id=g:6718285
Garin Salao	id=g:6718286
Guidan Moadi	id=g:6718676
Dan Marké	id=g:6718677
Karkin Fadama	id=g:6718678
Safo Nasserawa	id=g:6718680
Safo Dan Ali	id=g:6719284
Mougou Jaki	id=g:6719285
Kangon Toulou	id=g:6719286
Soumarana	id=g:6719287
Garin Dan Bermou	id=g:6719288
K'amchî Mîya	id=g:6719289
Bantché	id=g:6719291
Garin Kouzougou	id=g:6719293
Rijia Mâlam Salessou	id=g:6719621
Gadé	id=g:6719622
Gadén Gabas	id=g:6719623
Bakawa	id=g:6719624
Garin Mâlam	id=g:6719625
Kourfin Galadima	id=g:6719626
Dan Toudou	id=g:6719627
Saoulawa	id=g:6719628
Dilia Kandil Bouzou	id=g:6719633
Kiria	id=g:6719634
Dilia Achetinamou	id=g:6719636
Danja	id=g:6719637
Dilia Gololo	id=g:6719639
Doga	id=g:6719640
Bouboulaoua	id=g:6719642
Oromi	id=g:6719645
Korba	id=g:6719646
Yiwo	id=g:6719647
Loubous	id=g:6719648
Olomi	id=g:6719649
Bourlou Kaina	id=g:6719650
Nguèl Solaré	id=g:6719651
Garin Kaoura	id=g:6719656
Yibeuli	id=g:6719657
Tabadama	id=g:6719658
Boko Maïgao	id=g:6719659
Dyagalé	id=g:6719660
Bourtou	id=g:6719661
Nguèl Adoua	id=g:6719662
Dan Toudou	id=g:6719663
Nguèl Karami	id=g:6719664
Nguèl Dyabé	id=g:6719665
Madeyni Elhadji	id=g:6719666
Goulénga	id=g:6719667
Falaga Tyérok	id=g:6719668
Agangaro	id=g:6719670
Nguèl Choway	id=g:6719671
Bèlla Falassa	id=g:6719673
Tyiapli	id=g:6719674
Naré Allanoum	id=g:6719688
Kété Kété	id=g:6719690
Nguèl Djibo	id=g:6719691
Dilia Kossotori	id=g:6719694
Kossotori	id=g:6719695
Aneché Tyouwi	id=g:6719696
Ardo Bourrou	id=g:6719697
Rijya Guidé	id=g:6719698
Sélé Saranga	id=g:6719699
Rijya Baolou	id=g:6719701
Rijya Diadyi	id=g:6719705
Barno	id=g:6719706
Rijya Boulo	id=g:6719708
Boukari	id=g:6719709
Djongoy	id=g:6719710
Gololo	id=g:6719711
Rijya el Hadj Gari	id=g:6719712
Kormassawa	id=g:6721644
Louka	id=g:6721645
Rabon Daria	id=g:6721646
Maradou	id=g:6721647
Chantalawa	id=g:6721648
Gangaré	id=g:6721649
Wakili Dogon Dawa	id=g:6721650
Jamb'âlï	id=g:6721651
Rikiji	id=g:6721652
Dan Gari	id=g:6721653
Gangara	id=g:6721654
Yar Daji	id=g:6721655
Tchi-kaji Gajéré	id=g:6721656
Gahina	id=g:6721657
Bâ-kouâssâ	id=g:6721658
Tountchaé	id=g:6721659
Guidan Jaka	id=g:6721660
Baouchin Gojé	id=g:6721661
Tâ-jaé	id=g:6721662
Jira Dila	id=g:6721663
Jiran Dila	id=g:6721664
K'ôrama Gora	id=g:6721665
Doutchin Bêgoua	id=g:6721666
Garin Gonao	id=g:6721667
Kouroufawa	id=g:6721668
May Daboro	id=g:6721669
Dan Kéché	id=g:6721670
Dan Tamandé	id=g:6721671
Dan Kounkourou	id=g:6721672
Finandé	id=g:6721673
Zigahi	id=g:6721674
Diéma	id=g:6721675
Kania Serké	id=g:6721676
Makouna	id=g:6721677
Dan Bâ-Kouânâ	id=g:6721678
Kayma	id=g:6721679
May Tourou	id=g:6721680
Tâ-tchi	id=g:6721681
Guidan Mari	id=g:6721683
Dan Kano	id=g:6721684
Dan Fatchima	id=g:6721685
Dajin Biri	id=g:6721686
Guidan Tambari Bako	id=g:6721687
Dâd'in Serki	id=g:6721689
Gaba Lafia	id=g:6721690
Guidan Tari	id=g:6721691
Fargâ	id=g:6721692
Léproserie	id=g:6721693
Guidan Issa	id=g:6721694
Kouari	id=g:6721695
Matiga	id=g:6721696
Katogui	id=g:6721697
Karawa	id=g:6721698
Mak'éri	id=g:6721699
Ekokia	id=g:6721700
Tofa	id=g:6721701
Daoutawa	id=g:6721702
Togué May Waké	id=g:6721703
Akoumba	id=g:6722211
Guidan Kaza	id=g:6722234
Guidan Gobjé	id=g:6722302
Gayamba	id=g:6722307
Zangouna	id=g:6722308
Madatey	id=g:6722309
Agangaro	id=g:6722310
May Kasséri	id=g:6722312
Toudoun Bahari	id=g:6722345
Tcharaba	id=g:6722348
Sararaou Mikirdaji	id=g:6722349
Mak'érawa	id=g:6722350
Dan Askia Foulani	id=g:6722351
Sararaou Garba	id=g:6722352
May Diéyou	id=g:6722353
Sararaou Moussa	id=g:6722355
Karabaguié	id=g:6722357
D'akorou	id=g:6722411
Koufan May Dania	id=g:6722412
Binguirana	id=g:6722414
Angoual Mâlam Moussa	id=g:6722417
Ta Zabi	id=g:6722418
May Faroû	id=g:6722419
Broulé	id=g:6722421
Doutchin Maja	id=g:6722422
Guidan Mâlam Moussa	id=g:6722424
Toudoun Kiria	id=g:6722426
Ido Bissa Lali	id=g:6722427
Tôkâwa	id=g:6722428
Guidan Bawa	id=g:6722429
Baban Dawa	id=g:6722430
Damoussa	id=g:6722431
Dalabou	id=g:6722432
Ido Bissa Jâkî	id=g:6722433
Agama	id=g:6722479
Gamji	id=g:6722480
Rigajé Kaoré	id=g:6722482
Madawa	id=g:6722484
Derza	id=g:6722486
Kä-lék'o	id=g:6722487
Doumdayé	id=g:6722500
Afaram	id=g:6722506
Dan Mama	id=g:6722507
Tâ-baza Peul	id=g:6722509
Dan Makad'i	id=g:6722510
Baba Rotchi	id=g:6722512
Gafia	id=g:6722513
Kinin Mâchi	id=g:6722514
Katarama	id=g:6722515
Rijia Boutali	id=g:6722517
Rijia Batouré	id=g:6722519
Yaourawa	id=g:6722521
Batcha	id=g:6722604
Damao	id=g:6722606
Toumboudouhou	id=g:6722608
Béribéri	id=g:6722609
Rijia Roro	id=g:6722611
May Katari	id=g:6722612
Tâ-jaé	id=g:6722613
Kâ-dira	id=g:6722614
Tadéta	id=g:6722615
A-sayâ	id=g:6722616
Dogon Tabki	id=g:6722627
Rijia Madi	id=g:6722628
Tabkin Gao	id=g:6722629
