Ntambu	id=g:900486
Nathan Chanda	id=g:901510
Nathan	id=g:901511
Natebe Prison Camp	id=g:901512
Natebe	id=g:901513
Natan Kalunga	id=g:901514
Natani Kachepa	id=g:901515
Natani	id=g:901516
Natanga	id=g:901517
Natan	id=g:901518
Natamoyo	id=g:901519
Natamoyo	id=g:901520
Natamoyo	id=g:901521
Natamoyo	id=g:901522
Natalui	id=g:901523
Nata	id=g:901524
Nata	id=g:901525
Nasyongo	id=g:901526
Nasumpa	id=g:901527
Nasonda Falls	id=g:901528
Nasiwi	id=g:901529
Nasiwayo	id=g:901530
Nasiu	id=g:901531
Nasishemo	id=g:901532
Nasiongo	id=g:901533
Nasinyondo	id=g:901534
Nasimona	id=g:901535
Nasilimwe	id=g:901536
Nasilele	id=g:901537
Nasilele	id=g:901538
Nasilele	id=g:901539
Nasilele	id=g:901540
Nasilele	id=g:901541
Nasilele	id=g:901542
Nasilele	id=g:901543
Nasilele	id=g:901544
Nasilele	id=g:901545
Nasikweni	id=g:901546
Nasikungu	id=g:901547
Nasikoka	id=g:901548
Nasikelo	id=g:901549
Nasiankonga	id=g:901550
Nasiankonga	id=g:901551
Nashoro	id=g:901552
Nashon Jim Chilufiya	id=g:901553
Nashoni Chikwaba	id=g:901554
Nashimalombe	id=g:901555
Nashenga	id=g:901556
Nasegwa	id=g:901557
Nasando	id=g:901558
Nasande	id=g:901559
Nasanda	id=g:901560
Nasaioni	id=g:901561
Naruwumba	id=g:901562
Narashingi	id=g:901563
Napota Hill	id=g:901564
Napongo	id=g:901565
Naponga	id=g:901566
Napoleo Mambwe	id=g:901567
Napokolwe	id=g:901568
Napita	id=g:901569
Naphilipo	id=g:901570
Napeyo Court	id=g:901571
Napagwe	id=g:901572
Napagwe	id=g:901573
Naoli	id=g:901574
Nanzimba	id=g:901575
Nanzila Kabuku	id=g:901576
Nanzhila Rest Camp	id=g:901577
Nanzhila Plain	id=g:901578
Nanzhila Mission	id=g:901579
Nanzhila	id=g:901580
Nanzhila	id=g:901581
Nanzhila	id=g:901582
Nanzeki	id=g:901583
Nanzanzu Village	id=g:901584
Nanyundo	id=g:901585
Nanyundo	id=g:901586
Nanyundo	id=g:901587
Nanyundo	id=g:901588
Nanyundo	id=g:901589
Nanyota	id=g:901590
Nanyenzo	id=g:901591
Nanyati	id=g:901592
Nanyanga Hill	id=g:901593
Nanyanga	id=g:901594
Nanyama	id=g:901595
Nanya	id=g:901596
Nanwelufenga	id=g:901597
Nanvuvu Island	id=g:901598
Nantumba	id=g:901599
Nantoo	id=g:901600
Nantoo	id=g:901601
Nantoba	id=g:901602
Nantanga	id=g:901603
Nantali	id=g:901604
Nanswa	id=g:901605
Nansolo	id=g:901606
Nansolo	id=g:901607
Nansofwa	id=g:901608
Nansimba	id=g:901609
Nansengula	id=g:901610
Nansenga School	id=g:901611
Nansenga Donga	id=g:901612
Nansenga	id=g:901613
Nansenga	id=g:901614
Nansenga	id=g:901615
Nansenga	id=g:901616
Nansanzu	id=g:901617
Nansala	id=g:901618
Nansala	id=g:901619
Nansala	id=g:901620
Nanoma	id=g:901621
Nanoko Kuta	id=g:901622
Nankwezi	id=g:901623
Nankunko Hill	id=g:901624
Nankunko	id=g:901625
Nankunko	id=g:901626
Nankuluma	id=g:901627
Nankulu	id=g:901628
Nankolwe	id=g:901629
Nankoli	id=g:901630
Nankoli	id=g:901631
Nankole	id=g:901632
Nankankonko	id=g:901633
Nankanga	id=g:901634
Nankanga	id=g:901635
Nankanga	id=g:901636
Nankambwa	id=g:901637
Nanjuna	id=g:901638
Nanjucha	id=g:901639
Nanjo	id=g:901640
Nanjili	id=g:901641
Nanjili	id=g:901642
Nanjeko Lake	id=g:901643
Nanjeko	id=g:901644
Naniundu	id=g:901645
Nanimwene	id=g:901646
Nanikelako	id=g:901647
Nani	id=g:901648
Nangweshi Island	id=g:901649
Nangweshi	id=g:901650
Nangweshi	id=g:901651
Nangwe Pools	id=g:901652
Nangwende	id=g:901653
Nangwena	id=g:901654
Nangwe	id=g:901655
Nangwe	id=g:901656
Nanguva Rapids	id=g:901657
Nangunda	id=g:901658
Nangulwe Notulu	id=g:901659
Nangulwa	id=g:901660
Nangulive	id=g:901661
Nangula	id=g:901662
Nangula	id=g:901663
Nangula	id=g:901664
Nangula	id=g:901665
Nangula	id=g:901666
Nangula	id=g:901667
Nangombe Forest	id=g:901668
Nangombe	id=g:901669
Nangombe	id=g:901670
Nangombe	id=g:901671
Nangombe	id=g:901672
Nangombe	id=g:901673
Nangombe	id=g:901674
Nangombe	id=g:901675
Nangombe	id=g:901676
Nangombe	id=g:901677
Nangombe	id=g:901678
Nangombe	id=g:901679
Nangombe	id=g:901680
Nangombe	id=g:901681
Nangombe	id=g:901682
Nangombe	id=g:901683
Nangombe	id=g:901684
Nangoma Mission	id=g:901685
Nangoma Agricultural Station	id=g:901686
Nangoma	id=g:901687
Nangoma	id=g:901688
Nangoma	id=g:901689
Nangoma	id=g:901690
Nangoma	id=g:901691
Nangoma	id=g:901692
Nangoma	id=g:901693
Nangoko	id=g:901694
Nango	id=g:901695
Nangili	id=g:901696
Nangelela	id=g:901697
Nanganga	id=g:901698
Nangandwe	id=g:901699
Nangandu	id=g:901700
Nangandu	id=g:901701
Nangandu	id=g:901702
Nangando	id=g:901703
Nanganda	id=g:901704
Nangana	id=g:901705
Nangamba	id=g:901706
Nangamba	id=g:901707
Nangalala	id=g:901708
Nangabata	id=g:901709
Nanga	id=g:901710
Nanga	id=g:901711
Nanga	id=g:901712
Nanduwe	id=g:901713
Nandukala	id=g:901714
Nanduka Forest	id=g:901715
Nandopu	id=g:901716
Nandopo	id=g:901717
Nandombe	id=g:901718
Nandombe	id=g:901719
Nandolesha	id=g:901720
Nandoa	id=g:901721
Nandinga	id=g:901722
Nandila	id=g:901723
Nandia	id=g:901724
Nandavu	id=g:901725
Nandavu	id=g:901726
Nandavu	id=g:901727
Nanda	id=g:901728
Nanchili	id=g:901729
Nanangongole	id=g:901730
Nanama Hill	id=g:901731
Nanama	id=g:901732
Namzunga	id=g:901733
Namzunga	id=g:901734
Namyula	id=g:901735
Namyanji	id=g:901736
Namyamba	id=g:901737
Namyamba	id=g:901738
Namwinji	id=g:901739
Namwinji	id=g:901740
Namwinga	id=g:901741
Namwila	id=g:901742
Namwianga Mission	id=g:901743
Namwianga	id=g:901744
Namweshi	id=g:901745
Namwendwa	id=g:901746
Namwendwa	id=g:901747
Namwendwa	id=g:901748
Namwembwe	id=g:901749
Namwelwa Yotam	id=g:901750
Namwechevi	id=g:901751
Namwazi	id=g:901752
Namwa Sekeleti	id=g:901753
Namwape Njoni	id=g:901754
Namwape	id=g:901755
Namwanyi	id=g:901756
Namwanyi	id=g:901757
Namwani	id=g:901758
Namwandwe	id=g:901759
Namwande	id=g:901760
Namwana	id=g:901761
Namwala Pontoon Road	id=g:901762
Namwala Pontoon	id=g:901763
Namwala District	id=g:901764
Namwala Arm	id=g:901765
Namwala	id=g:901766
Namwaba	id=g:901767
Namvuvu	id=g:901768
Namuzingu	id=g:901769
Namuyundu	id=g:901770
Namuyowa	id=g:901771
Namuyamba	id=g:901772
Namuyamba	id=g:901773
Namutwi	id=g:901774
Namutulo	id=g:901775
Namutoya	id=g:901776
Namutekwa	id=g:901777
Namutapa	id=g:901778
Namutanja	id=g:901779
Namutai	id=g:901780
Namuswa	id=g:901781
Namusulwa	id=g:901782
Namusonde School	id=g:901783
Namusintu	id=g:901784
Namushi wa Ngonde	id=g:901785
Namushita	id=g:901786
Namushi	id=g:901787
Namushi	id=g:901788
Namushi	id=g:901789
Namushi	id=g:901790
Namushi	id=g:901791
Namushi	id=g:901792
Namushasal	id=g:901793
Namushalila	id=g:901794
Namushakende	id=g:901795
Namusengula	id=g:901796
Namusekwa	id=g:901797
Namuseba	id=g:901798
Namusasu	id=g:901799
Namusambila	id=g:901800
Namusa	id=g:901801
Namuono	id=g:901802
Namunji	id=g:901803
Namungwe	id=g:901804
Namungwa	id=g:901805
Namunda	id=g:901806
Namunda	id=g:901807
Namunandi	id=g:901808
Namumpu	id=g:901809
Namumbi	id=g:901810
Namulyonto	id=g:901811
Namulundu	id=g:901812
Namululobwe	id=g:901813
Namulula	id=g:901814
Namuluba	id=g:901815
Namulombwe	id=g:901816
Namulombwe	id=g:901817
Namuloli	id=g:901818
Namulimbwa	id=g:901819
Namulimbwa	id=g:901820
Namulilo	id=g:901821
Namulilo	id=g:901822
Namulilo	id=g:901823
Namule	id=g:901824
Namulazi	id=g:901825
Namukusi	id=g:901826
Namukungulu	id=g:901827
Namukumbo	id=g:901828
Namukuka	id=g:901829
Namukuka	id=g:901830
Namukuba	id=g:901831
Namuku	id=g:901832
Namukoya	id=g:901833
Namukonde	id=g:901834
Namukonde	id=g:901835
Namukolola	id=g:901836
Namukokoba	id=g:901837
Namukamba	id=g:901838
Namukamba	id=g:901839
Namuka katusi	id=g:901840
Namugwenda	id=g:901841
Namugwa	id=g:901842
Namucheswa	id=g:901843
Namuchana	id=g:901844
Namuchana	id=g:901845
Nampuyani	id=g:901846
Nampungu	id=g:901847
Nampundwi	id=g:901848
Nampongwe	id=g:901849
Nampongo	id=g:901850
Nampiu	id=g:901851
Nampeyo	id=g:901852
Nampengu	id=g:901853
Nampengu	id=g:901854
Nampansha	id=g:901855
Nampande	id=g:901856
Namowa	id=g:901857
Namota	id=g:901858
Namono	id=g:901859
Namonga	id=g:901860
Namoma	id=g:901861
Namokwana	id=g:901862
Namokula	id=g:901863
Namobiro	id=g:901864
Namoba	id=g:901865
Namluowe	id=g:901866
Namiyumbu	id=g:901867
Namiyowa	id=g:901868
Namitwe	id=g:901869
Namitondo	id=g:901870
Namitome Canal	id=g:901871
Namitome	id=g:901872
Namitome	id=g:901873
Namitobo	id=g:901874
Namitambo	id=g:901875
Namishuma	id=g:901876
Namishuma	id=g:901877
Namishakasha	id=g:901878
Namiselo	id=g:901879
Namipeto	id=g:901880
Namiowa Plain	id=g:901881
Naminzi	id=g:901882
Naminwe Plain	id=g:901883
Namintondwa	id=g:901884
Namini	id=g:901885
Namingele	id=g:901886
Namingele	id=g:901887
Namindi	id=g:901888
Namindi	id=g:901889
Namina	id=g:901890
Namimbwe	id=g:901891
Namimbwe	id=g:901892
Namiluko	id=g:901893
Namilongwe	id=g:901894
Namilongwe	id=g:901895
Namilenga	id=g:901896
Namilangi	id=g:901897
Namilale	id=g:901898
Namikuta Rapids	id=g:901899
Namikazi Mulapo	id=g:901900
Namikala	id=g:901901
Namihalane	id=g:901902
Namieye	id=g:901903
Namianji	id=g:901904
Namfulo	id=g:901905
Namengo	id=g:901906
Namenga	id=g:901907
Namenda	id=g:901908
Namenda	id=g:901909
Namenda	id=g:901910
Namenda	id=g:901911
Namenda	id=g:901912
Namenda	id=g:901913
Namena Forest	id=g:901914
Namena	id=g:901915
Namena	id=g:901916
Namembwa School	id=g:901917
Namembwa	id=g:901918
Namembo	id=g:901919
Namembo	id=g:901920
Namemba	id=g:901921
Namelika	id=g:901922
Nameleki	id=g:901923
Namele	id=g:901924
Namela	id=g:901925
Namebo	id=g:901926
Namebo	id=g:901927
Namebo	id=g:901928
Namebo	id=g:901929
Name	id=g:901930
Nambwinji	id=g:901931
Nambweza	id=g:901932
Nambwengo	id=g:901933
Nambwende	id=g:901934
Nambwele	id=g:901935
Nambwe	id=g:901936
Nambwai	id=g:901937
Nambwa	id=g:901938
Nambwa	id=g:901939
Nambuti	id=g:901940
Nambushi	id=g:901941
Nambunda	id=g:901942
Nambulumo	id=g:901943
Nambula	id=g:901944
Nambula	id=g:901945
Nambula	id=g:901946
Nambula	id=g:901947
Nambufu	id=g:901948
Nambubu	id=g:901949
Namboo	id=g:901950
Nambongwe Forest	id=g:901951
Namboma	id=g:901952
Namboma	id=g:901953
Namboma	id=g:901954
Namboma	id=g:901955
Namboma	id=g:901956
Namboma	id=g:901957
Nambo	id=g:901958
Nambo	id=g:901959
Nambira	id=g:901960
Nambindi	id=g:901961
Nambindi	id=g:901962
Nambila	id=g:901963
Nambezo	id=g:901964
Nambevwa	id=g:901965
Nambeju	id=g:901966
Nambaza	id=g:901967
Nambaza	id=g:901968
Nambaza	id=g:901969
Nambayo	id=g:901970
Nambayo	id=g:901971
Nambango Plain	id=g:901972
Nambanda	id=g:901973
Nambamba	id=g:901974
Nambala Ridge	id=g:901975
Nambala Protected Forest Area	id=g:901976
Nambala Mission	id=g:901977
Nambala	id=g:901978
Nambala	id=g:901979
Nambai	id=g:901980
Namba	id=g:901981
Namba	id=g:901982
Namba	id=g:901983
Namba	id=g:901984
Namazumbi Donga	id=g:901985
Namazumbi	id=g:901986
Namazuka	id=g:901987
Namazoka	id=g:901988
Namazoka	id=g:901989
Namazingu Lumino	id=g:901990
Namazambwe	id=g:901991
Namaza	id=g:901992
Namayuwa	id=g:901993
Namayula	id=g:901994
Namayula	id=g:901995
Namayula	id=g:901996
Namayonga	id=g:901997
Namayoko	id=g:901998
Namayawa	id=g:901999
Namayani	id=g:902000
Namayani	id=g:902001
Namayanga	id=g:902002
Namawano	id=g:902003
Namawa	id=g:902004
Namawa	id=g:902005
Namawa	id=g:902006
Namaundu	id=g:902007
Namaulungu	id=g:902008
Namatoya	id=g:902009
Namatoya	id=g:902010
Namatonga	id=g:902011
Namatompo	id=g:902012
Namatenge	id=g:902013
Namatemba	id=g:902014
Namatelo	id=g:902015
Namateba School	id=g:902016
Namate	id=g:902017
Namate	id=g:902018
Namatango	id=g:902019
Namatanda	id=g:902020
Namatanda	id=g:902021
Namatambo	id=g:902022
Namataha	id=g:902023
Namataa	id=g:902024
Namataa	id=g:902025
Namataa	id=g:902026
Namata	id=g:902027
Namata	id=g:902028
Namasupeli	id=g:902029
Namasongo	id=g:902030
Namasindi	id=g:902031
Namasindi	id=g:902032
Namasiku	id=g:902033
Namasiku	id=g:902034
Namasiku	id=g:902035
Namasiku	id=g:902036
Namasiku	id=g:902037
Namasiku	id=g:902038
Namasika	id=g:902039
Namasika	id=g:902040
Namasibi	id=g:902041
Namashuta	id=g:902042
Namashova	id=g:902043
Namashoke	id=g:902044
Namasheshe	id=g:902045
Namasasi	id=g:902046
Namasanga Plain	id=g:902047
Namaria	id=g:902048
Namarambu	id=g:902049
Namapombo	id=g:902050
Namaongula Island	id=g:902051
Namaokela Rapids	id=g:902052
Namanza	id=g:902053
Namanyevu	id=g:902054
Namanyesi	id=g:902055
Namanyesi	id=g:902056
Namanyenyesi	id=g:902057
Namanyela	id=g:902058
Namanyane	id=g:902059
Namanungo	id=g:902060
Namantumfwa	id=g:902061
Namantombwa	id=g:902062
Namansa	id=g:902063
Namankulumwa	id=g:902064
Namankalamba	id=g:902065
Namanjongo	id=g:902066
Namanjanga	id=g:902067
Namanja	id=g:902068
Namaninga	id=g:902069
Namangu	id=g:902070
Namangombwe	id=g:902071
Namangolwa	id=g:902072
Namangolwa	id=g:902073
Namanga	id=g:902074
Namanga	id=g:902075
Namanga	id=g:902076
Namanengo Vlei	id=g:902077
Namando	id=g:902078
Namando	id=g:902079
Namandi	id=g:902080
Namandevu Hill	id=g:902081
Namanda	id=g:902082
Namamvwa	id=g:902083
Namamono	id=g:902084
Namambwe Kandu	id=g:902085
Namambungwe	id=g:902086
Namambotwe	id=g:902087
Namambo	id=g:902088
Namaamba	id=g:902089
Namamba	id=g:902090
Namalyata	id=g:902091
Namalya	id=g:902092
Namalya	id=g:902093
Namalubi	id=g:902094
Namaluba	id=g:902095
Namaluba	id=g:902096
Namaluba	id=g:902097
Namalowa	id=g:902098
Namalonga	id=g:902099
Namalombwe	id=g:902100
Namalomba	id=g:902101
Namaloma	id=g:902102
Namaloba	id=g:902103
Namaloba	id=g:902104
Namalingi	id=g:902105
Namalindi	id=g:902106
Namaliko	id=g:902107
Namalianga	id=g:902108
Namalia	id=g:902109
Namalembula Ridge	id=g:902110
Namalati	id=g:902111
Namalambo	id=g:902112
Namakwanda	id=g:902113
Namakwa	id=g:902114
Namakusi	id=g:902115
Namakusi	id=g:902116
Namakuni	id=g:902117
Namakuni	id=g:902118
Namakune	id=g:902119
Namakuma	id=g:902120
Namakombwe	id=g:902121
Namakombo	id=g:902122
Namakolongo	id=g:902123
Namakolongo	id=g:902124
Namakolo	id=g:902125
Namako	id=g:902126
Namakena	id=g:902127
Namakaya	id=g:902128
Namakau	id=g:902129
Namakau	id=g:902130
Namakando	id=g:902131
Namakando	id=g:902132
Namakando	id=g:902133
Namakando	id=g:902134
Namakando	id=g:902135
Namakande	id=g:902136
Namakambo	id=g:902137
Namakala	id=g:902138
Namakala	id=g:902139
Namakaka	id=g:902140
Namakabwa Island	id=g:902141
Namajila	id=g:902142
Nama Ja Nda	id=g:902143
Namailo	id=g:902144
Namaila	id=g:902145
Namahokwe	id=g:902146
Namahande	id=g:902147
Namafuwa	id=g:902148
Namafula	id=g:902149
Namafu	id=g:902150
Namafe	id=g:902151
Namafa	id=g:902152
Namaenya Kuta	id=g:902153
Namadula	id=g:902154
Namachila	id=g:902155
Namachila	id=g:902156
Namachembele Forest	id=g:902157
Namabutu	id=g:902158
Namabunga	id=g:902159
Namabunga	id=g:902160
Namabunga	id=g:902161
Namabunga	id=g:902162
Namabunga	id=g:902163
Namabundo	id=g:902164
Namabimba	id=g:902165
Namabezhi	id=g:902166
Namabele	id=g:902167
Namabanda	id=g:902168
Namaanza	id=g:902169
Nama	id=g:902170
Nalwendo	id=g:902171
Nalwamba	id=g:902172
Nalwaba	id=g:902173
Naluze Forest	id=g:902174
Naluwe	id=g:902175
Naluwe	id=g:902176
Nalutana	id=g:902177
Nalutabi	id=g:902178
Nalusuku Pool	id=g:902179
Nalusoko	id=g:902180
Nalusinga	id=g:902181
Nalusika	id=g:902182
Nalushili	id=g:902183
Nalusheke	id=g:902184
Nalusheke	id=g:902185
Nalusheke	id=g:902186
Nalushefu	id=g:902187
Naluseko	id=g:902188
Nalusanga	id=g:902189
Nalusanga	id=g:902190
Nalusa Mission	id=g:902191
Nalusa	id=g:902192
Nalusa	id=g:902193
Nalupu	id=g:902194
Nalupako	id=g:902195
Nalungwana	id=g:902196
Nalungwana	id=g:902197
Nalungwana	id=g:902198
Nalungwana	id=g:902199
Nalungamba	id=g:902200
Nalunembwe	id=g:902201
Nalumwenene	id=g:902202
Nalumpa	id=g:902203
Nalumino	id=g:902204
Nalumino	id=g:902205
Nalumino	id=g:902206
Nalumbwa	id=g:902207
Nalumbe	id=g:902208
Nalumba	id=g:902209
Naluma School	id=g:902210
Nalumango	id=g:902211
Nalulembwe	id=g:902212
Nalula Lake	id=g:902213
Nalula	id=g:902214
Nalula	id=g:902215
Nalukui	id=g:902216
Nalukombo	id=g:902217
Naluchele	id=g:902218
Nalubutu	id=g:902219
Nalubutu	id=g:902220
Nalubi	id=g:902221
Nalubeni	id=g:902222
Nalube	id=g:902223
Nalube	id=g:902224
Nalubanji	id=g:902225
Nalubanje	id=g:902226
Nalubamba	id=g:902227
Naluando	id=g:902228
Naluama Forest	id=g:902229
Naluama	id=g:902230
Naluama	id=g:902231
Nalu	id=g:902232
Naloukova	id=g:902233
Nalopu	id=g:902234
Nalongo	id=g:902235
Nalongo	id=g:902236
Nalongo	id=g:902237
Nalongo	id=g:902238
Nalonge	id=g:902239
Nalonge	id=g:902240
Nalombwi	id=g:902241
Nalolo	id=g:902242
Nalolo	id=g:902243
Nalolo	id=g:902244
Nalolo	id=g:902245
Naliwanga	id=g:902246
Naliuni	id=g:902247
Nalitundu	id=g:902248
Nalitoya	id=g:902249
Nalitongo	id=g:902250
Nalishuwa	id=g:902251
Nalishevo	id=g:902252
Nalishebo	id=g:902253
Nalishebo	id=g:902254
Nalishebo	id=g:902255
Nalishebo	id=g:902256
Nalishebo	id=g:902257
Nalishebo	id=g:902258
Nalisa	id=g:902259
Nalionwa	id=g:902260
Naliomba	id=g:902261
Nalinowe	id=g:902262
Nalinanu	id=g:902263
Nalinanga	id=g:902264
Nalinanga	id=g:902265
Nalilungwe	id=g:902266
Naliluba	id=g:902267
Nalikwanda	id=g:902268
Naliele	id=g:902269
Naleza	id=g:902270
Nalandani	id=g:902271
Nalala	id=g:902272
Nakwesa	id=g:902273
Nakwassa	id=g:902274
Nakwanza	id=g:902275
Nakwale	id=g:902276
Nakupata Hills	id=g:902277
Nakumwe	id=g:902278
Nakulimba	id=g:902279
Nakula Bwalya	id=g:902280
Nakula	id=g:902281
Nakubandwa	id=g:902282
Nakoye	id=g:902283
Nakosolwa	id=g:902284
Nakosa	id=g:902285
Nakonjea	id=g:902286
Nakolwe	id=g:902287
Nakolwe	id=g:902288
Nakobe	id=g:902289
Nakete	id=g:902290
Nakempa School	id=g:902291
Nakayombo	id=g:902292
Nakayembe	id=g:902293
Nakayangwe	id=g:902294
Nakayambwe	id=g:902295
Nakaundo	id=g:902296
Nakatuwa	id=g:902297
Nakatuta	id=g:902298
Nakatuta	id=g:902299
Nakatundu	id=g:902300
Nakatoya	id=g:902301
Nakatoya	id=g:902302
Nakatoya	id=g:902303
Nakatontoka	id=g:902304
Nakatoia	id=g:902305
Nakato	id=g:902306
Nakato	id=g:902307
Nakato	id=g:902308
Nakatimba	id=g:902309
Nakatenge	id=g:902310
Nakatelo	id=g:902311
Nakatambo	id=g:902312
Nakatala	id=g:902313
Nakasonsa	id=g:902314
Nakasikili	id=g:902315
Nakashuwa	id=g:902316
Nakasheke	id=g:902317
Nakasheke	id=g:902318
Nakasanga	id=g:902319
Nakapila	id=g:902320
Nakapapula	id=g:902321
Nakapapa	id=g:902322
Nakapanya	id=g:902323
Nakapande Hills	id=g:902324
Nakapande	id=g:902325
Nakapaela	id=g:902326
Nakanyanga	id=g:902327
Nakantaula Hills	id=g:902328
Nakansaba	id=g:902329
Nakanjele	id=g:902330
Nakangoa	id=g:902331
Nakanga	id=g:902332
Nakanga	id=g:902333
Nakanega	id=g:902334
Nakando	id=g:902335
Nakandiana	id=g:902336
Nakanda	id=g:902337
Nakamulwa	id=g:902338
Nakamoyoyoma	id=g:902339
Nakambulwe	id=g:902340
Nakamboma	id=g:902341
Nakambanja	id=g:902342
Nakambala	id=g:902343
Nakambala	id=g:902344
Nakalya	id=g:902345
Nakalundu	id=g:902346
Nakalunda	id=g:902347
Nakalomo	id=g:902348
Nakalo	id=g:902349
Nakalityolole	id=g:902350
Nakalenge	id=g:902351
Nakalenge	id=g:902352
Nakalamba	id=g:902353
Nakalamaulwa	id=g:902354
Nakalala	id=g:902355
Nakala	id=g:902356
Nakakutulu	id=g:902357
Nakakena	id=g:902358
Nakakena	id=g:902359
Nakakena	id=g:902360
Nakake	id=g:902361
Nakainga	id=g:902362
Nakaibwe	id=g:902363
Nakafwaya	id=g:902364
Nakachenga	id=g:902365
Nakabwi	id=g:902366
Nakabwe	id=g:902367
Nakabwe	id=g:902368
Nakabuze	id=g:902369
Nakabule	id=g:902370
Nakabula	id=g:902371
Nakabeya	id=g:902372
Nakabanga School	id=g:902373
Nakabanga	id=g:902374
Nakabala	id=g:902375
Nakaba	id=g:902376
Naka	id=g:902377
Naka	id=g:902378
Najanda	id=g:902379
Naiyaiya	id=g:902380
Naishebo	id=g:902381
Naimbika	id=g:902382
Naimba	id=g:902383
Naifi	id=g:902384
Nai Esaia	id=g:902385
Nahunwa	id=g:902386
Nahumba	id=g:902387
Nahongo	id=g:902388
Nagompe	id=g:902389
Nagimburu	id=g:902390
Nagachele	id=g:902391
Nafulwe	id=g:902392
Nafulwe	id=g:902393
Nafuli	id=g:902394
Nafubu River	id=g:902395
Nafiyinga	id=g:902396
Nafisungwi	id=g:902397
Nafikungo	id=g:902398
Nafichenche	id=g:902399
Naesya	id=g:902400
Naesaya	id=g:902401
Nadoroba	id=g:902402
Nadongo	id=g:902403
Nadongo	id=g:902404
Nadeswi	id=g:902405
Nachushi	id=g:902406
Nachungwe	id=g:902407
Nachulu	id=g:902408
Nachongwe	id=g:902409
Nachondwe	id=g:902410
Nachomba	id=g:902411
Nacholwa	id=g:902412
Nacholola	id=g:902413
Nachiwele	id=g:902414
Nachiwale	id=g:902415
Nachiwa	id=g:902416
Nachiwa	id=g:902417
Nachitwe Forest	id=g:902418
Nachitula	id=g:902419
Nachitima	id=g:902420
Nachitete	id=g:902421
Nachitalo Hill	id=g:902422
Nachisulu	id=g:902423
Nachishila	id=g:902424
Nachisalama	id=g:902425
Nachinsaba	id=g:902426
Nachinika	id=g:902427
Nachinga	id=g:902428
Nachindwe	id=g:902429
Nachindu	id=g:902430
Nachinde	id=g:902431
Nachimbwe	id=g:902432
Nachilume	id=g:902433
Nachilevi	id=g:902434
Nachilamba	id=g:902435
Nachikwete	id=g:902436
Nachikulu	id=g:902437
Nachikufu Hills	id=g:902438
Nachikombwe	id=g:902439
Nachiko	id=g:902440
Nachikando	id=g:902441
Nachifinda	id=g:902442
Nachibwe	id=g:902443
Nachibunse	id=g:902444
Nachibona	id=g:902445
Nachibi	id=g:902446
Nachibesa	id=g:902447
Nachibanga	id=g:902448
Nachibanga	id=g:902449
Nachibanda	id=g:902450
Nachawewe	id=g:902451
Nacha Tioka	id=g:902452
Nachamangwa	id=g:902453
Nachala	id=g:902454
Nacemente Bwale	id=g:902455
Nabwando	id=g:902456
Nabwalya	id=g:902457
Nabwale	id=g:902458
Nabwale	id=g:902459
Nabwale	id=g:902460
Nabwale	id=g:902461
Nabuyuni	id=g:902462
Nabuyani	id=g:902463
Nabuyambo	id=g:902464
Nabuwe	id=g:902465
Nabuwe	id=g:902466
Nabutifa	id=g:902467
Nabusuta	id=g:902468
Nabushaka	id=g:902469
Nabusanga	id=g:902470
Nabulwe	id=g:902471
Nabulwe	id=g:902472
Nabulwe	id=g:902473
Nabulwe	id=g:902474
Nabululu	id=g:902475
Nabulonga	id=g:902476
Nabulimbwa	id=g:902477
Nabukuyu	id=g:902478
Nabukuyu	id=g:902479
Nabukuyu	id=g:902480
Nabukowa Hills	id=g:902481
Nabukowa	id=g:902482
Nabukobe	id=g:902483
Nabuguyu	id=g:902484
Nabu	id=g:902485
Nabowa	id=g:902486
Nabooko	id=g:902487
Naboma	id=g:902488
Nabola	id=g:902489
Nabola	id=g:902490
Nabiyoyo	id=g:902491
Nabanse	id=g:902492
Nabankam	id=g:902493
Nabanda	id=g:902494
Nabana	id=g:902495
Nabalungwa	id=g:902496
Nabachembele	id=g:902497
Nababi	id=g:902498
Na Akim	id=g:902499
Mzungunika	id=g:902500
Mzumwa	id=g:902501
Mzumwa	id=g:902502
Mzumbwa	id=g:902503
Mzuluwa	id=g:902504
Mzovya Hills	id=g:902505
Mzovya	id=g:902506
Mzoole	id=g:902507
Mzomwa	id=g:902508
Mzomu	id=g:902509
Mzole	id=g:902510
Mzimu	id=g:902511
Mzime	id=g:902512
Mzimba	id=g:902513
Mzimba	id=g:902514
Mzewe	id=g:902515
Mzenje School	id=g:902516
Mzenje	id=g:902517
Mzenje	id=g:902518
Mzenje	id=g:902519
Mzenje	id=g:902520
Mzembi	id=g:902521
Mzapawi	id=g:902522
Mzangwa	id=g:902523
Mzambara Island	id=g:902524
Mzama	id=g:902525
Myungwe	id=g:902526
Myunge Island	id=g:902527
Myumbe	id=g:902528
Myowa	id=g:902529
Myota	id=g:902530
Myota	id=g:902531
Myooye	id=g:902532
Myola	id=g:902533
Myengele	id=g:902534
Myenga	id=g:902535
Myemfu	id=g:902536
Myembe	id=g:902537
Myemba	id=g:902538
Myawe	id=g:902539
Myapi	id=g:902540
Myanga	id=g:902541
Myanda	id=g:902542
Mwuola	id=g:902543
Mwono	id=g:902544
Mwondela	id=g:902545
Mwona	id=g:902546
Mwomboshi	id=g:902547
Mwomboshi	id=g:902548
Mwomboshi	id=g:902549
Mwomboshi	id=g:902550
Mwomboshi	id=g:902551
Mwombezhi	id=g:902552
