Hogenweg	id=g:2795582
Haringebeek	id=g:2796530
Haringebeek	id=g:2796531
Haringe	id=g:2796532
Hargimont	id=g:2796533
Hargimont	id=g:2796534
Harfontaine	id=g:2796535
Harentbeekbos	id=g:2796536
Harent	id=g:2796537
Hareng	id=g:2796538
Harendijk	id=g:2796539
Haren	id=g:2796540
Haren	id=g:2796541
Harelbeke	id=g:2796542
Harelbeke	id=g:2796543
Harduemont	id=g:2796544
Hartberg	id=g:2796545
Hardinfosse	id=g:2796547
Hardimont	id=g:2796548
Hardigny	id=g:2796549
Hardie	id=g:2796550
Hardempont	id=g:2796551
Hardémont	id=g:2796552
Harchies	id=g:2796553
Harchies	id=g:2796554
Trou d'Haquin	id=g:2796555
Happerbos	id=g:2796556
Happeau	id=g:2796557
Haperstraathoeve	id=g:2796558
Ruisseau d'Hanzinne	id=g:2796559
Bois d'Hanzinne	id=g:2796560
Hanzinne	id=g:2796561
Hanzinne	id=g:2796562
Hanzinelle	id=g:2796563
Hanzinelle	id=g:2796564
Hantes-Wihéries	id=g:2796565
Hantes-Wihéries	id=g:2796566
Hantes	id=g:2796567
Hanswijkenhoek	id=g:2796568
Han-sur-Lesse	id=g:2796569
Han-sur-Lesse	id=g:2796570
Hanssevelde	id=g:2796571
Hansez	id=g:2796572
Hansbrug	id=g:2796573
Hansbekeveer	id=g:2796574
Hansbeke	id=g:2796575
Hansbeke	id=g:2796576
Hansadok	id=g:2796577
Hanret	id=g:2796578
Hanret	id=g:2796579
Hanonet	id=g:2796580
Bois d'Hanon	id=g:2796581
Hanogrune	id=g:2796582
Hannut	id=g:2796583
Hannut	id=g:2796584
Hannotelet	id=g:2796585
Hannonsart	id=g:2796586
Le Grand Courant	id=g:2796587
Hannekenshoek	id=g:2796589
Hannekenshoek	id=g:2796590
Hannekenshoek	id=g:2796591
Hannêche	id=g:2796592
Hannêche	id=g:2796593
Hanieveau	id=g:2796594
Ferme du Hangar	id=g:2796595
Hanewijk	id=g:2796596
Hanenberg	id=g:2796597
Hanegoor	id=g:2796598
Haneffe	id=g:2796599
Haneffe	id=g:2796600
Hanebeek	id=g:2796601
Hanebeek	id=g:2796602
Handzame	id=g:2796603
Handzame	id=g:2796604
Han-du-Han	id=g:2796605
Hand Kerselare	id=g:2796606
Handeuwez	id=g:2796607
Handelsdok	id=g:2796608
Handelaar	id=g:2796609
Hanaarden	id=g:2796610
Haie de Han	id=g:2796611
Han	id=g:2796612
Hamveld	id=g:2796613
Ham-sur-Sambre	id=g:2796614
Ham-sur-Sambre	id=g:2796615
Ham-sur-Heure	id=g:2796616
Ham-sur-Heure	id=g:2796617
Hamsehoeven	id=g:2796618
Hamrinne	id=g:2796619
Bois de Hampteau	id=g:2796620
Hampteau	id=g:2796621
Hampteau	id=g:2796622
Hampteau	id=g:2796623
Hamoul	id=g:2796624
Hamont	id=g:2796625
Hamont	id=g:2796626
Hamois	id=g:2796627
Hamois	id=g:2796628
Hamoir	id=g:2796629
Hamoir	id=g:2796630
Hammeveer	id=g:2796631
Hamme-Mille	id=g:2796632
Hamme-Mille	id=g:2796633
Hof te Hamme	id=g:2796634
Ferme de Hamme	id=g:2796635
Bois de Hamme	id=g:2796636
Hamme	id=g:2796637
Hamme	id=g:2796638
Hamme	id=g:2796639
Hamme	id=g:2796640
Hamme	id=g:2796641
Hamipré	id=g:2796642
Hamipré	id=g:2796643
Hamhoek	id=g:2796644
Hamerenne	id=g:2796645
Hamerdijk	id=g:2796646
Hamer	id=g:2796647
Hamen	id=g:2796648
Hamelse Vaart	id=g:2796649
Hamel	id=g:2796650
Hamel	id=g:2796651
Hameau du Bois	id=g:2796652
Hameau	id=g:2796653
Hameau	id=g:2796654
Hambresart	id=g:2796655
Hambraine	id=g:2796656
Hambos	id=g:2796657
Hamayde	id=g:2796658
Hamal	id=g:2796659
Bois des Hamaïdes	id=g:2796660
Bois de Hama	id=g:2796661
Kasteel van Ham	id=g:2796662
Château de Ham	id=g:2796663
Bois de Ham	id=g:2796664
Bois de Ham	id=g:2796665
Ham	id=g:2796666
Ham	id=g:2796667
Halvenweg	id=g:2796668
Halvedreef	id=g:2796669
Halve Barreel	id=g:2796670
Haltinne	id=g:2796671
Haltinne	id=g:2796672
Halsenhoek	id=g:2796673
Halsberg Rots	id=g:2796674
Halonreux	id=g:2796675
Halmaal	id=g:2796676
Halmaal	id=g:2796677
Bois de Halma	id=g:2796678
Halma	id=g:2796679
Halma	id=g:2796680
Halloy	id=g:2796681
Bois de Halleux	id=g:2796682
Halleux	id=g:2796683
Halleux	id=g:2796684
Halleux	id=g:2796685
Halleux	id=g:2796686
Halleux	id=g:2796687
Hallet	id=g:2796688
Hallembaye	id=g:2796689
Hallebos	id=g:2796690
Halle-Booienhoven	id=g:2796691
Halle-Booienhoven	id=g:2796692
Hallebast	id=g:2796693
Halle	id=g:2796694
Halle	id=g:2796695
Halle	id=g:2796696
Halle	id=g:2796697
Arrondissement Halle-Vilvoorde	id=g:2796698
Hallaardaard	id=g:2796699
Hallaar	id=g:2796700
Hallaar	id=g:2796701
Halinsart	id=g:2796702
Halines	id=g:2796703
Halheide	id=g:2796704
Halfwegloop	id=g:2796705
Half Ven Heide	id=g:2796706
Halfgalg	id=g:2796707
Halfbunder	id=g:2796708
Half	id=g:2796709
Halewijn	id=g:2796710
Halet	id=g:2796711
Halensebeek	id=g:2796712
Halensbroek	id=g:2796713
Halenfeld	id=g:2796714
Halen	id=g:2796715
Halen	id=g:2796716
Bois de Haledet	id=g:2796717
Halconreux	id=g:2796718
Halbosart	id=g:2796719
Halbosa	id=g:2796720
Halbeek	id=g:2796721
Halanzy	id=g:2796722
Halanzy	id=g:2796723
Hal	id=g:2796724
Hal	id=g:2796725
Haksberg	id=g:2796726
Hakendover	id=g:2796727
Hakendover	id=g:2796728
Bois du Haistreux	id=g:2796729
Haisette	id=g:2796730
Hairiamont	id=g:2796731
Bois d'Hainin	id=g:2796732
Hainin	id=g:2796733
Hainin	id=g:2796734
Haine-Saint-Pierre	id=g:2796735
Haine-Saint-Pierre	id=g:2796736
Haine-Saint-Paul	id=g:2796737
Haine-Saint-Paul	id=g:2796738
Haine	id=g:2796739
Haine	id=g:2796740
Province du Hainaut	id=g:2796741
Hain	id=g:2796742
Hain	id=g:2796743
Haillot	id=g:2796744
Haillot	id=g:2796745
Haillemont	id=g:2796746
Haies de Saint-Remy	id=g:2796747
Bois des Haies de Magery	id=g:2796748
Haies-de-Macon	id=g:2796749
Ferme la Haie Sainte	id=g:2796750
Ruisseau des Haies	id=g:2796751
Ferme des Haies	id=g:2796752
Haies	id=g:2796753
Haies	id=g:2796754
Haie Mayet	id=g:2796755
Bois de la Haie-le-Comte	id=g:2796756
Haie Jacquette	id=g:2796757
Haie du Roeulx	id=g:2796758
Haie du Pouhon	id=g:2796759
Haie du Postia	id=g:2796760
Haie du Capitaine	id=g:2796761
Haie des Saules	id=g:2796762
Haie des Pauvres	id=g:2796763
Haie des Loups	id=g:2796764
Haie de Rovy	id=g:2796765
Haie de Pourceau	id=g:2796766
Haie de Marloie	id=g:2796767
Bois Haie de Baclain	id=g:2796768
Hé d'Outrimont	id=g:2796769
Haie Curie	id=g:2796770
Ferme de la Haie au Cerf	id=g:2796771
Bois la Haie	id=g:2796773
Bois la Haie	id=g:2796774
Bois de la Haie	id=g:2796775
Bois de la Haie	id=g:2796776
Haie	id=g:2796777
Haie	id=g:2796778
Haid	id=g:2796779
Hahnheister	id=g:2796780
Hagenkasteel	id=g:2796781
Hagendoren	id=g:2796782
Hagenbroek	id=g:2796783
Hagelstein	id=g:2796784
Hagelboom	id=g:2796785
Hagebrug	id=g:2796786
Hagebroek	id=g:2796787
Hagbenden	id=g:2796788
Hagaardbos	id=g:2796789
Hagaard	id=g:2796790
Haelen	id=g:2796791
Hadschot	id=g:2796792
Hacquegnies	id=g:2796793
Hacquegnies	id=g:2796794
Hachy	id=g:2796795
Hachy	id=g:2796796
Hache	id=g:2796797
Haccourt	id=g:2796798
Haccourt	id=g:2796799
Hacboister	id=g:2796800
Ruisseau du Hac	id=g:2796801
Habinée	id=g:2796802
Habiemont	id=g:2796803
Habergy	id=g:2796804
Habergy	id=g:2796805
Habeloch	id=g:2796806
Habay-la-Vieille	id=g:2796807
Habay-la-Vieille	id=g:2796808
Habay-la-Neuve	id=g:2796809
Habay	id=g:2796810
Bois de Habausaut	id=g:2796811
Bois Habaru	id=g:2796812
Habaru	id=g:2796813
Haazebeek	id=g:2796814
Haaszakhoek	id=g:2796815
Haasrode	id=g:2796816
Haasrode	id=g:2796817
Haaselbeekstraat	id=g:2796818
Fort van Haasdonk	id=g:2796819
Haasdonk	id=g:2796820
Haasdonk	id=g:2796821
Haas	id=g:2796822
Haart	id=g:2796823
Haanven	id=g:2796824
Haantjeshoek	id=g:2796825
Haantjesberg	id=g:2796826
Haantje	id=g:2796827
Haantje	id=g:2796828
Haanhout	id=g:2796829
Haanhoek	id=g:2796830
Haanheuvelhoeve	id=g:2796831
Haandekot	id=g:2796832
Haaltert	id=g:2796833
Haaltert	id=g:2796834
Haaiershoek	id=g:2796835
Haaienhoek	id=g:2796836
Haagsmaal	id=g:2796837
Haaghoethoek	id=g:2796838
Haaghoek	id=g:2796839
Haagdoorn Heide	id=g:2796840
Haagbeek	id=g:2796841
Haag	id=g:2796842
Haag	id=g:2796843
Haacht	id=g:2796844
Haacht	id=g:2796845
Guvelingen	id=g:2796846
Gutschoven	id=g:2796847
Gutschoven	id=g:2796848
Gut Luft	id=g:2796849
Gussenhoven	id=g:2796850
Gunningen	id=g:2796851
Gulpenmeule	id=g:2796852
Gulpen	id=g:2796853
Gullegem	id=g:2796854
Gullegem	id=g:2796855
Gulkenrode	id=g:2796856
Gulde Delle	id=g:2796857
Guirsch	id=g:2796858
Guirsch	id=g:2796859
Heid Guiot	id=g:2796860
Guinaumont	id=g:2796861
Guigoven	id=g:2796862
Guigoven	id=g:2796863
Guignies	id=g:2796864
Guignies	id=g:2796865
Bois de Guéville	id=g:2796866
Gueuzaine	id=g:2796867
Guéronde	id=g:2796868
Guermignies	id=g:2796869
Guerlange	id=g:2796870
Guelff	id=g:2796871
Guéflenière	id=g:2796872
Guddegem	id=g:2796873
Guchte	id=g:2796874
Gucht	id=g:2796875
Gucht	id=g:2796876
Grupont	id=g:2796877
Grupont	id=g:2796878
Grupchy	id=g:2796879
Grüne Höhe	id=g:2796880
Haies de Grune	id=g:2796881
Bois de Grune	id=g:2796882
Grune	id=g:2796883
Grune	id=g:2796884
Gruitroderbos	id=g:2796885
Gruitrode	id=g:2796886
Gruitrode	id=g:2796887
Gruithuize	id=g:2796888
Grüfflingen	id=g:2796890
Groynne	id=g:2796891
Bois de Groumont	id=g:2796892
Groumont	id=g:2796893
Groumette	id=g:2796894
Grote Wittehoeve	id=g:2796895
Grote Wijtsbeek	id=g:2796896
Grote Weel	id=g:2796897
Grote Watergang	id=g:2796898
Grote Wal	id=g:2796899
Grote Vond	id=g:2796900
Grote Struisbeek	id=g:2796901
Grote Stove	id=g:2796902
Grote-Spouwen	id=g:2796903
Grote-Spouwen	id=g:2796904
Grote Schone Schijn	id=g:2796905
Grote Schijn	id=g:2796906
Grote Scheissingen	id=g:2796907
Grote Schamelweze	id=g:2796908
Grote Roost	id=g:2796909
Grote Renne	id=g:2796910
Grote Rede	id=g:2796911
Grotenkeer	id=g:2796912
Groten Haardinge	id=g:2796913
Groten Haak	id=g:2796914
Grote Nete	id=g:2796915
Groten Dries	id=g:2796916
Grotendries	id=g:2796917
Grotendijk	id=g:2796918
Groten Buisemont	id=g:2796919
Groten Brand	id=g:2796920
Grotenbos	id=g:2796921
Grotenberge	id=g:2796922
Grotenberge	id=g:2796923
Grotenberg	id=g:2796924
Hof ter Groten	id=g:2796925
Grote Motte	id=g:2796926
Grote Molenhoek	id=g:2796927
Grote Molenbeek	id=g:2796928
Grote Melselebeek	id=g:2796929
Grote Meersen	id=g:2796930
Grote Marre	id=g:2796931
Grote Marijve	id=g:2796932
Grote Madeleine	id=g:2796933
Grote Leidgracht	id=g:2796934
Grote Leibeek	id=g:2796935
Grote Landbeek	id=g:2796936
Grote Labeur	id=g:2796937
Grote Laak	id=g:2796938
Grote Laak	id=g:2796939
Grote Kil	id=g:2796940
Grote Kievit	id=g:2796941
Grote Hut	id=g:2796942
Grote Hostart	id=g:2796943
Grote Homo	id=g:2796944
Grote Hofstede	id=g:2796945
Grote Hofstede	id=g:2796946
Grote Hoeve	id=g:2796947
Grote Heidebeek	id=g:2796948
Grote Heide	id=g:2796949
Grote Heide	id=g:2796950
Grote Heide	id=g:2796951
Grote Heide	id=g:2796952
Groteheide	id=g:2796953
Groteheide	id=g:2796954
Grote Heide	id=g:2796955
Grote Heide	id=g:2796956
Grote Heide	id=g:2796957
Grote Heide	id=g:2796958
Grote Heide	id=g:2796959
Grote Heide	id=g:2796960
Grote Geule	id=g:2796961
Grote Geul	id=g:2796962
Grande Gette	id=g:2796963
Grote Caliebeek	id=g:2796964
Grote Burkel	id=g:2796965
Grote-Brogel	id=g:2796966
Grote-Brogel	id=g:2796967
Grote Bremelshoeve	id=g:2796968
Grote Beverdijkvaart	id=g:2796969
Grote Bergen	id=g:2796970
Grotebeek	id=g:2796971
Grotebeek	id=g:2796972
Grotebeek	id=g:2796973
Grotebeek	id=g:2796974
Grotebeek	id=g:2796975
Grote Baan	id=g:2796976
Grote Asdonkhoeve	id=g:2796977
Grote Aa	id=g:2796978
Gros Tienne	id=g:2796979
Gros Thenne du By	id=g:2796980
Grossweberbach	id=g:2796981
Fange de la Grosse Pierre	id=g:2796982
Grossen Busch	id=g:2796983
Grosse Jenesse	id=g:2796984
Grosse Haye	id=g:2796985
Grosse Have	id=g:2796986
Grosse Haie	id=g:2796987
Grosse Haie	id=g:2796988
Grosse Haie	id=g:2796989
Grosse Fontaine	id=g:2796990
Grosse Croix	id=g:2796991
Gross Bohlscheid	id=g:2796992
Grosmont	id=g:2796993
Bois du Gros Frêne	id=g:2796994
Grosfils	id=g:2796995
Gros Fays	id=g:2796996
Gros-Fays	id=g:2796997
Gros-Fays	id=g:2796998
Gros-Fays	id=g:2796999
Grosconfin	id=g:2797000
Ferme Gros Chêne	id=g:2797001
Gros Chêne	id=g:2797002
Gros Chêne	id=g:2797003
Gros Chêne	id=g:2797004
Gros Bois de Bièvre	id=g:2797005
Ferme du Grosbois	id=g:2797006
Gros Bois	id=g:2797007
Gros Bois	id=g:2797008
Gros Bois	id=g:2797009
Gros Bois	id=g:2797010
Gros Bois	id=g:2797011
Gros Bi	id=g:2797012
Grosage	id=g:2797013
Grosage	id=g:2797014
Groot Zand	id=g:2797015
Groot Walegeleed	id=g:2797016
Groot Veure	id=g:2797017
Grootveldbeek	id=g:2797018
Groot Veerle	id=g:2797019
Groot Stichelen	id=g:2797020
Groot Schoor	id=g:2797021
Groot Schaddeken Dries	id=g:2797022
Groot Rees	id=g:2797023
Groot Overlaar	id=g:2797024
Groot Noordhof	id=g:2797025
Groot Neerven	id=g:2797026
Groot Makelsveld	id=g:2797027
Groot-Loon	id=g:2797028
Groot-Loon	id=g:2797029
Grootlo	id=g:2797030
Groot Kluis	id=g:2797031
Groot Kievithof	id=g:2797032
Groot Kalkaartsteen	id=g:2797033
Grootijssel	id=g:2797034
Groothulle	id=g:2797035
Groothof	id=g:2797036
Grootheide	id=g:2797037
Groot Goor	id=g:2797038
Groot-Gelmen	id=g:2797039
Groot-Gelmen	id=g:2797040
Grootgeleed	id=g:2797041
Groot Gat	id=g:2797042
Groote Winterbeek	id=g:2797043
Grooten Vijver	id=g:2797044
Groot Eisterle	id=g:2797045
Grootdok	id=g:2797046
Groot Bos	id=g:2797047
Grootbos	id=g:2797048
Grootbos	id=g:2797049
Grootbos	id=g:2797050
Groot-Bijgaarden	id=g:2797051
Groot-Bijgaarden	id=g:2797052
Grootbeersel	id=g:2797053
Gronie	id=g:2797054
Gronenschild	id=g:2797055
Gronde	id=g:2797056
Grogneau	id=g:2797057
Grogeries	id=g:2797058
Groeselenberg	id=g:2797059
Groenstraat	id=g:2797060
Groenstraat	id=g:2797061
Groenstraat	id=g:2797062
Groenstraat	id=g:2797063
Groenstraat	id=g:2797064
Groenstraat	id=g:2797065
Groenplein	id=g:2797066
Groenlaren	id=g:2797067
Groen Kasteel	id=g:2797068
Groeningenhof	id=g:2797069
Groenhof	id=g:2797070
Groenhoeve	id=g:2797071
Groenheuvelhoeve	id=g:2797072
Groenheuvel	id=g:2797073
Groenenspriet	id=g:2797074
Groenenschild	id=g:2797075
Groenenhoek	id=g:2797076
Groenenhoek	id=g:2797077
Groenendries	id=g:2797078
Groenendijk Strand	id=g:2797079
Groenendijk	id=g:2797080
Groenendijk	id=g:2797081
Groenendaal	id=g:2797082
Groenendaal	id=g:2797083
Groenendaal	id=g:2797084
Groenenburg	id=g:2797085
Groenenbroek	id=g:2797086
Groenenbriel	id=g:2797087
Groenen Boomgaard	id=g:2797088
Groene Delle	id=g:2797089
Groeneborger	id=g:2797090
Groendaal	id=g:2797091
Groefbos	id=g:2797092
Groeben Gracht	id=g:2797093
Grobbendonk	id=g:2797094
Grobbendonk	id=g:2797095
Grivegnée	id=g:2797096
Grivegnée	id=g:2797097
La Grivarderie	id=g:2797098
Étang du Gris Moulin	id=g:2797099
Grippelotte	id=g:2797100
Grinvet	id=g:2797101
Gringertz	id=g:2797102
Ferme Grinchamps	id=g:2797103
Grinchamps	id=g:2797104
Grimonty	id=g:2797105
Grimonster	id=g:2797106
Grimminge	id=g:2797107
Grimminge	id=g:2797108
Grimde	id=g:2797109
Bois de Grimbiemont	id=g:2797110
Bois de Grimbiémont	id=g:2797111
Grimbiémont	id=g:2797112
Grimbergenhoeve	id=g:2797113
Grimbergen	id=g:2797114
Grimbergen	id=g:2797115
Grijzenberg	id=g:2797116
Grijspeerd Beek	id=g:2797117
Grijspaardmolen	id=g:2797118
Grijsersgracht	id=g:2797119
Grijkoort	id=g:2797120
Grifaumont	id=g:2797121
Grifaumont	id=g:2797122
Grietjensgalge	id=g:2797123
Griete	id=g:2797124
Gribomont	id=g:2797125
Griben	id=g:2797126
Gribelle	id=g:2797127
Grez-Doiceau	id=g:2797128
Grez-Doiceau	id=g:2797129
Greuneries	id=g:2797130
Grétry	id=g:2797131
Grenfaux	id=g:2797132
Grendelbach	id=g:2797133
Grendelbaan	id=g:2797134
Grendel	id=g:2797135
Gremelslo	id=g:2797136
Gremelange	id=g:2797137
Grembergen	id=g:2797138
Grembergen	id=g:2797139
Gremberg	id=g:2797140
Greesloop	id=g:2797141
Grees	id=g:2797142
Grazenwinning	id=g:2797143
Grazen	id=g:2797144
Grazen	id=g:2797145
Fort van 's Gravenwezel	id=g:2797146
Graven Kasteel	id=g:2797147
Gravenbos	id=g:2797148
Gravelinne	id=g:2797149
Graux	id=g:2797150
Graux	id=g:2797151
Hof ter Grauwensteen	id=g:2797152
Grauwensteen	id=g:2797153
Grauwensteen	id=g:2797154
Graty	id=g:2797155
Graty	id=g:2797156
Bois de la Grattière	id=g:2797157
Gratte-Pierre	id=g:2797158
Gratis	id=g:2797159
Gratière	id=g:2797160
Gras Ven	id=g:2797161
Graskamp	id=g:2797162
Grasheide	id=g:2797163
Grapfontaine	id=g:2797164
Grapfontaine	id=g:2797165
Grany	id=g:2797166
Gransvelde	id=g:2797167
Graningatevliet	id=g:2797168
Grange des Champs	id=g:2797169
Grange	id=g:2797170
Grandzée	id=g:2797171
Grandvoir	id=g:2797172
Grandvoir	id=g:2797173
Grand Vivier	id=g:2797174
Grand-Vivier	id=g:2797175
Grand Vivier	id=g:2797176
Grand Vivier	id=g:2797177
Grandville	id=g:2797178
Grandville	id=g:2797179
Grand Trixhe	id=g:2797180
Grand Trieu	id=g:2797181
Grand Trieu	id=g:2797182
Bois du Grand Taillis	id=g:2797183
Ruisseau des Grands Viviers	id=g:2797184
Grands-Trieux	id=g:2797186
Grands Sarts	id=g:2797187
Grands Sarts	id=g:2797188
Ferme Grand Scley	id=g:2797190
Grands Bois de Lahage	id=g:2797191
Grand Sart	id=g:2797192
Grand Saint-Martin	id=g:2797193
Grand Ry	id=g:2797194
Grandry	id=g:2797195
Heid du Grand Ruy	id=g:2797196
Grandrue	id=g:2797197
Ferme Grand Royal	id=g:2797198
Grand-Rosière-Hottomont	id=g:2797199
Grand-Rosière-Hottomont	id=g:2797200
Grand Rieux	id=g:2797201
Grandrieu	id=g:2797202
Grandrieu	id=g:2797203
Grandriaux	id=g:2797204
Grand-Reng	id=g:2797205
Grand-Reng	id=g:2797206
Grand Rejet	id=g:2797207
Grand Rejet	id=g:2797208
Grand-Rechain	id=g:2797209
Grand-Rechain	id=g:2797210
Bois de Grand Pré	id=g:2797211
Grand Pré	id=g:2797212
Grand Pré	id=g:2797213
Grand Plaquay	id=g:2797214
Grand Place	id=g:2797215
Ferme Grand'Peine	id=g:2797216
Grand'Peine	id=g:2797217
Bois du Grand Oupeau	id=g:2797218
Bois du Grand Mont	id=g:2797219
Grand Mont	id=g:2797220
Grand Mont	id=g:2797221
Bois du Grand-Moinil	id=g:2797222
Grandmetz	id=g:2797223
Grandmetz	id=g:2797224
Grand Merly	id=g:2797225
Grandmenil	id=g:2797226
Manhay	id=g:2797227
Grand Marais	id=g:2797228
Grand Marais	id=g:2797229
Grand Marais	id=g:2797230
Grand Marais	id=g:2797231
Grand Marais	id=g:2797232
Grand-Manil	id=g:2797233
Grand-Manil	id=g:2797234
Grand Lys	id=g:2797235
Bois de Grand-Leez	id=g:2797236
Grand-Leez	id=g:2797237
Grand-Leez	id=g:2797238
Grand Hubeaumel	id=g:2797239
Grand Houdron	id=g:2797240
Ferme de Grand Hez Haut	id=g:2797241
Ferme de Grand Hez Bas	id=g:2797242
Grand Hez	id=g:2797243
Grand Heid	id=g:2797244
Bois de Grandhan	id=g:2797246
Grandhan	id=g:2797247
Grandhan	id=g:2797248
Grand Hameau	id=g:2797249
Grand-Halleux	id=g:2797250
Grand-Halleux	id=g:2797251
Grand-Hallet	id=g:2797252
Grand-Hallet	id=g:2797253
Grand Haard	id=g:2797254
Grand Gotta	id=g:2797255
Grandglise	id=g:2797256
Grandglise	id=g:2797257
Bois du Grand Fréchi	id=g:2797258
Grand Faye	id=g:2797259
Bois Grand Fait	id=g:2797260
Grande-Trissogne	id=g:2797261
Grande Thiérache	id=g:2797262
Grand Étang de Fosse	id=g:2797263
Ferme de la Grande Taille	id=g:2797264
Grande Strument	id=g:2797265
Grandes Tombales	id=g:2797266
Fange des Grandes Fontaines	id=g:2797267
Ferme Grande Rosière	id=g:2797268
Grande Rosière	id=g:2797269
Bois de la Grande Namuroise	id=g:2797270
Grande Mormont	id=g:2797271
Grande Molscht	id=g:2797272
Grande-Masure	id=g:2797273
Grande Marbaise	id=g:2797274
Grande Huqueny	id=g:2797275
Grande Hoursinne	id=g:2797276
Grande Houe	id=g:2797277
Grande Honnelle	id=g:2797278
Grande Haie	id=g:2797279
Grande Frume	id=g:2797280
Grande Fontaine	id=g:2797281
Grande Fontaine	id=g:2797282
Grande Fonderie	id=g:2797283
Grande Fagne	id=g:2797284
Grande Fagne	id=g:2797285
Grande Espierres	id=g:2797286
Grande Erhope	id=g:2797287
Grande Eneille	id=g:2797288
Bois Grande Danseau	id=g:2797289
Grande Croix	id=g:2797290
Grande Cense	id=g:2797291
Grande Bruyère	id=g:2797292
Grand'Croix	id=g:2797293
Grandcourt	id=g:2797294
Grand Courant	id=g:2797295
Grand Corty	id=g:2797296
Grand Coret	id=g:2797297
Grand Coo	id=g:2797298
Ferme du Grand Chemin	id=g:2797300
Grandchamp	id=g:2797302
Grand Camp	id=g:2797303
Grand Bru	id=g:2797304
Grand Breucq	id=g:2797305
Grand Bois des Grandes Salles	id=g:2797306
Grand Bois de Sevry	id=g:2797307
Grand Bois de Jehay	id=g:2797308
Grand Bois d'Acren	id=g:2797309
Grand Bois	id=g:2797310
Grand Bois	id=g:2797311
Forêt Domaniale du Grand Bois	id=g:2797312
Grand Bermont	id=g:2797313
Grand Berleur	id=g:2797314
Grand Berceau	id=g:2797315
Bois du Grand Benoît	id=g:2797316
Bois de Grand Barse	id=g:2797317
Grand Baquet	id=g:2797318
Grandbais	id=g:2797319
Grand Bailly	id=g:2797320
Grand-Axhe	id=g:2797321
Waremme	id=g:2797322
Grand Aaz	id=g:2797323
Grand Aaz	id=g:2797324
Grand	id=g:2797325
Gramptinne	id=g:2797326
Grammene	id=g:2797327
Grammene	id=g:2797328
Bois de Grainchy	id=g:2797329
Graide	id=g:2797330
Graide	id=g:2797331
Château de Graf	id=g:2797332
Graesbeck	id=g:2797333
Graes	id=g:2797334
Gracht	id=g:2797335
Grâce-Berleur	id=g:2797336
Grâce-Hollogne	id=g:2797337
Graaf Jansdijk	id=g:2797338
Graaf Jansader	id=g:2797339
Gozin	id=g:2797340
Gozée	id=g:2797341
Gozée	id=g:2797342
Goyet	id=g:2797343
Gouy-lez-Piéton	id=g:2797344
Gouy-lez-Piéton	id=g:2797345
Gouvy	id=g:2797346
Gouverneurs Bos	id=g:2797347
Fange de la Goutte	id=g:2797348
Goutroux	id=g:2797349
Goutroux	id=g:2797350
Ry du Goût	id=g:2797351
Gourgues	id=g:2797352
Gourdinne	id=g:2797353
Gourdinne	id=g:2797354
Goumont	id=g:2797355
Bois du Goulot	id=g:2797356
Gougnies	id=g:2797357
Gougnies	id=g:2797358
Bois del Gouffe	id=g:2797359
Goudveerdegem	id=g:2797360
Goudinière	id=g:2797361
Gouden Leeuw	id=g:2797362
Gouden Hand	id=g:2797363
Goudberg	id=g:2797364
Gottignies	id=g:2797365
Gottignies	id=g:2797366
Bois des Gottes	id=g:2797367
Gottendijshof	id=g:2797368
Gottem	id=g:2797369
Gottem	id=g:2797370
Gottechain	id=g:2797371
Goteringen	id=g:2797372
Gotem	id=g:2797373
Gotem	id=g:2797374
Gotegem	id=g:2797375
Gosselies	id=g:2797376
Gosselies	id=g:2797377
Gosseau	id=g:2797378
Gospinal	id=g:2797379
Gortenloop	id=g:2797380
Gors-Opleeuw	id=g:2797381
Gors-Opleeuw	id=g:2797382
Gorsem	id=g:2797383
Gorsem	id=g:2797384
Goronne	id=g:2797386
Gorimont	id=g:2797387
Gorhez	id=g:2797388
Heid de Goreux	id=g:2797389
Goreux	id=g:2797390
Goreheide	id=g:2797391
Gootveld	id=g:2797392
Goot	id=g:2797393
Goos Einde	id=g:2797394
Goorveld	id=g:2797395
Goorstraat	id=g:2797396
Goorloop	id=g:2797397
Goorloop	id=g:2797398
Goorle Loop	id=g:2797399
Goorkens	id=g:2797400
Goorken	id=g:2797401
Goorken	id=g:2797402
Goorkasteel	id=g:2797403
Goorkant	id=g:2797404
Goorheide	id=g:2797405
Gooreinde	id=g:2797406
Gooreinde	id=g:2797407
Gooreind	id=g:2797408
Gooreind	id=g:2797409
Goorbergen	id=g:2797410
Goorbeek	id=g:2797411
Goor	id=g:2797412
Goor	id=g:2797413
Goor	id=g:2797414
Goolderbeek	id=g:2797415
Goolder	id=g:2797416
Gooik	id=g:2797417
Gooik	id=g:2797418
Gontrode	id=g:2797419
Gontrode	id=g:2797420
Bois de Gonrieux	id=g:2797421
Gonrieux	id=g:2797422
Gonrieux	id=g:2797423
Gonoy	id=g:2797424
Gondregnies	id=g:2797425
Gondregnies	id=g:2797426
Gomzé-Andoumont	id=g:2797427
Gomzé-Andoumont	id=g:2797428
Gompelhoeve	id=g:2797429
Gompel	id=g:2797430
Bois de Gommereux	id=g:2797431
Goumenpont	id=g:2797432
Gominroux	id=g:2797433
Gomezée	id=g:2797434
Gomery	id=g:2797435
Golzinne	id=g:2797436
Golmeerzouwbeek	id=g:2797437
Bois de Gola	id=g:2797438
Gohissart	id=g:2797439
