Quebrada de Ruitoque	id=g:3670564
Alto Pico de Gallo	id=g:3672341
Cerro Pichuelo	id=g:3672342
Pichúasahi	id=g:3672343
Pichón	id=g:3672344
Quebrada Pichinguá	id=g:3672345
Pichindé	id=g:3672346
Pichincha	id=g:3672347
Quebrada Pichimá	id=g:3672348
Pichimá	id=g:3672349
Río Pichidó	id=g:3672350
Istmo de Pichidó	id=g:3672351
Río Pichicora	id=g:3672352
Pichichí	id=g:3672353
Pichelo	id=g:3672354
Pichangal	id=g:3672355
Caño Cricapuyá	id=g:3672356
Caño Pica Pico	id=g:3672357
Caño Pica Pico	id=g:3672358
Caño Picapico	id=g:3672359
Picapico	id=g:3672360
Alto Pica Pica	id=g:3672361
Pica Pica	id=g:3672362
Estación Picaleña	id=g:3672363
Alto Picadero	id=g:3672364
Río Picacho	id=g:3672365
Laguna Picacho	id=g:3672366
Alto Picacho	id=g:3672367
Alto Picacho	id=g:3672368
Bajos de la Pica	id=g:3672369
Río Piavara	id=g:3672370
Piaramá	id=g:3672371
Caño Piapoco	id=g:3672372
Piapoco	id=g:3672373
Quebrada Piandara	id=g:3672374
Piamonte	id=g:3672375
Piamonte	id=g:3672376
Piamonte	id=g:3672377
Piagui	id=g:3672378
Piagua	id=g:3672379
Quebrada Piacun	id=g:3672380
Petróleo	id=g:3672381
Petróleo	id=g:3672382
Petróleo	id=g:3672383
Petocasaragua	id=g:3672384
Quebrada Peté	id=g:3672385
Peté	id=g:3672386
Petaqueros	id=g:3672387
Alto Petaquero	id=g:3672388
Petaquero	id=g:3672389
Paradero de Petaluma	id=g:3672390
Petaláca	id=g:3672391
Cerro Petacas	id=g:3672392
Punta Petaca	id=g:3672393
Arroyo Petaca	id=g:3672394
Alto Petaca	id=g:3672395
Río Pesquería	id=g:3672396
Ciénaga Pesquería	id=g:3672397
Pesquería	id=g:3672398
Ciénaga Pesquería	id=g:3672399
Quebrada La Pescana	id=g:3672400
Roca del Pescador	id=g:3672401
Río Pescador	id=g:3672402
Río Pescador	id=g:3672403
Quebrada del Pescador	id=g:3672404
Pescador	id=g:3672405
Río Pescado	id=g:3672406
Río Pescado	id=g:3672407
Quebrada el Pescado	id=g:3672408
Quebrada Pescado	id=g:3672409
Quebrada Pescado	id=g:3672410
Quebrada Pescado	id=g:3672411
Quebrada Pescado	id=g:3672412
Quebrada Pescado	id=g:3672413
Quebrada Pescada	id=g:3672414
Charco Pescado	id=g:3672415
Caño el Pescado	id=g:3672416
Caño el Pescado	id=g:3672417
Caño Pescado	id=g:3672418
Caño Pescado	id=g:3672419
Pescado	id=g:3672420
Pescado	id=g:3672421
Pescado	id=g:3672422
Pescadito	id=g:3672423
Pescadito	id=g:3672424
Pescadero	id=g:3672425
Pescadero	id=g:3672426
Río Pesca	id=g:3672427
Pesca	id=g:3672428
Pesca	id=g:3672429
Pesca	id=g:3672430
Peruétano	id=g:3672431
Pertenencia	id=g:3672432
Persia	id=g:3672433
Perruohu	id=g:3672434
Perruana	id=g:3672435
Poza Perroutarimahana	id=g:3672436
Isla Perro Flaco	id=g:3672437
Caño Perro de Agua	id=g:3672438
Caño Perro de Agua	id=g:3672439
Caño Perro de Agua	id=g:3672440
Caño Perro de Agua	id=g:3672441
Perro de Agua	id=g:3672442
Ciénaga El Perro	id=g:3672443
Ciénaga del Perro	id=g:3672444
Caño del Perro	id=g:3672445
Alto Perro	id=g:3672446
Río Perrillo	id=g:3672447
Pérrahin	id=g:3672448
Cuchilla Perrabrava	id=g:3672449
Caño La Perra	id=g:3672450
Perpetuo Socorro	id=g:3672451
Loma Peronillo	id=g:3672452
Ciénaga Peronillo	id=g:3672453
Río Pernambuco	id=g:3672454
Isla Pernambuco	id=g:3672455
Pernambuco	id=g:3672456
Pernambuco	id=g:3672457
Pernambuco	id=g:3672458
Periquitos	id=g:3672459
Isla Periquito	id=g:3672460
Periquito	id=g:3672461
Punta Periquillo	id=g:3672462
Cuchilla Periquilla	id=g:3672463
Peñas Periquera	id=g:3672464
Serranía de Perijá	id=g:3672465
Isla Perico	id=g:3672466
Ciénaga Perico	id=g:3672467
Boquerón de Perico	id=g:3672468
Arroyo Perico	id=g:3672469
Alto Perico	id=g:3672470
Alto Perico	id=g:3672471
Perico	id=g:3672472
Perico	id=g:3672473
Perico	id=g:3672474
Pérez Triana	id=g:3672475
Caño Perez	id=g:3672476
Perevere	id=g:3672477
Arroyo Perete	id=g:3672478
Perete	id=g:3672479
Perequétano	id=g:3672480
Sabanas Pereñas	id=g:3672481
Río Pereira	id=g:3672482
Río Pereira	id=g:3672483
Pereira	id=g:3672484
Pereira	id=g:3672485
Pereira	id=g:3672486
Pereira	id=g:3672487
Perdiguiz Grande	id=g:3672488
Río Perdido	id=g:3672489
Quebrada Perchíquez	id=g:3672490
Perca	id=g:3672491
Río Perancho	id=g:3672492
Ciénaga de Perancho	id=g:3672493
Río Peranchito	id=g:3672494
Cerro Peralta	id=g:3672495
Río Peralonso	id=g:3672496
Rio Peralonso	id=g:3672497
Quebrada Peralonso	id=g:3672498
Quebrada Peralonso	id=g:3672499
Quebrada Peralonso	id=g:3672500
Peralonso	id=g:3672501
Peralonso	id=g:3672502
Peralonso	id=g:3672503
Peralonso	id=g:3672504
Peralonso	id=g:3672505
Peralonso	id=g:3672506
Peralonso	id=g:3672507
Isla Perales	id=g:3672508
Ciénaga Peralejo	id=g:3672509
Ciénaga Peralejo	id=g:3672510
Arroyo Peralejo	id=g:3672511
Peque	id=g:3672512
Peque	id=g:3672513
Río Pepino	id=g:3672514
Pepino	id=g:3672515
Pepillo	id=g:3672516
Río Pepé	id=g:3672517
Río Pensilvania	id=g:3672518
Pensilvania	id=g:3672519
Pensilvania	id=g:3672520
Pensilvania	id=g:3672521
Pensilvania	id=g:3672522
Pensilvania	id=g:3672523
Pensilvania	id=g:3672524
Pensamiento	id=g:3672525
Quebrada Peñonosa	id=g:3672526
Quebrada Peñonosa	id=g:3672527
Peñones Altos	id=g:3672528
Río Peñones	id=g:3672529
Peñones	id=g:3672530
Peñón de Pita	id=g:3672531
Peñón de Opia	id=g:3672532
Peñón de Durán	id=g:3672533
Peñoncito	id=g:3672534
Peñoncito	id=g:3672535
Alto del Peñón	id=g:3672536
Peñón	id=g:3672537
Peñol Viejo	id=g:3672538
Embalse del Peñol	id=g:3672539
Peñol	id=g:3672540
Peñol	id=g:3672541
Pénjamo	id=g:3672542
Pénjamo	id=g:3672543
Penjamo	id=g:3672544
Alto Peñitas	id=g:3672545
Punta Peñita	id=g:3672546
Río Peneyita	id=g:3672547
Río Peneya	id=g:3672548
Río Peneya	id=g:3672549
Río Penderisco	id=g:3672550
Alto Penderisco	id=g:3672551
Caño Pendare	id=g:3672552
Caño Pendare	id=g:3672553
Caño Pendar	id=g:3672554
Pendales	id=g:3672555
Quebrada Peñas	id=g:3672556
Quebrada Peñaroja	id=g:3672557
Loma de Peña Negra	id=g:3672558
Laguna Peña Negra	id=g:3672559
Cuchilla Peña Negra	id=g:3672560
Cuchilla Peña Negra	id=g:3672561
Cuchilla Peñanegra	id=g:3672562
Cerro Peña Negra	id=g:3672563
Alto Peña Negra	id=g:3672564
Pena Negra	id=g:3672565
Quebrada Peñambicito	id=g:3672566
Cuchilla de la Peñalta	id=g:3672567
Peñalta	id=g:3672568
Quebrada Peñaliza	id=g:3672569
Peña Lisa	id=g:3672570
Peña Grande	id=g:3672571
Alto Penagos	id=g:3672572
Peña de Mompós	id=g:3672573
Peña de Barro	id=g:3672574
Peña Colorada	id=g:3672575
Peña Colorada	id=g:3672576
Peña Colorada	id=g:3672577
Loma Peña Blanca	id=g:3672578
Cuchilla de Peña Blanca	id=g:3672579
Alto Peña Blanca	id=g:3672580
Alto Peñablanca	id=g:3672581
Alto Peñablanca	id=g:3672582
Peña Blanca	id=g:3672583
Peñas Blancas	id=g:3672584
Peña Amarilla	id=g:3672585
Cuchilla Peña Alta	id=g:3672586
Quebrada Peña	id=g:3672587
Cerro Pempa	id=g:3672588
Ciénaga Remolino	id=g:3672589
Cañada la Peluda	id=g:3672590
Ciénaga Pelota	id=g:3672591
Morro Pelón	id=g:3672592
Morro Pelón	id=g:3672593
Cerro Pelón	id=g:3672594
Pellejo	id=g:3672595
Pelena	id=g:3672596
Pelechua	id=g:3672597
Pelayito	id=g:3672598
Pelaya	id=g:3672599
Alto Pelahuevos	id=g:3672600
Alto Morro Pelado	id=g:3672601
Morro Pelado	id=g:3672602
Islote Pelado	id=g:3672603
Cerro Pelado	id=g:3672604
Cerro Pelado	id=g:3672605
Cerro Pelado	id=g:3672606
Cerro Pelado	id=g:3672607
Boca Pelado	id=g:3672608
Arroyo Peladero	id=g:3672609
Loma Pelada	id=g:3672610
Ciénaga Pelada	id=g:3672611
Pekin	id=g:3672612
Pejenech	id=g:3672613
Loma del Peguecito	id=g:3672614
Río Pegadó	id=g:3672615
Pegadó	id=g:3672616
Peérpana	id=g:3672617
Pedrólea	id=g:3672618
Pedro Fernández	id=g:3672619
Pedro Dorado	id=g:3672620
Pedro Chico	id=g:3672621
Páramo del Pedrisco	id=g:3672622
Río Pedrera	id=g:3672623
Quebrada Pedrera	id=g:3672624
Cuchilla Pedregosa	id=g:3672625
Ciénaga Pedregosa	id=g:3672626
Punta Pedregal	id=g:3672627
Pedregal	id=g:3672628
Pedregal	id=g:3672629
Pedregal	id=g:3672630
Pedregal	id=g:3672631
Pedregal	id=g:3672632
Pedraza	id=g:3672633
Pedraza	id=g:3672634
Río Pedral	id=g:3672635
Río Pedernal	id=g:3672636
Filo de Pedernal	id=g:3672637
Ciénaga de Pedeguita	id=g:3672638
Caño Pedeguita	id=g:3672639
Ciénaga de Pedega	id=g:3672640
Caño Pedega	id=g:3672641
Pedega	id=g:3672642
Río Pecuca	id=g:3672643
Caño Pecuca	id=g:3672644
Pecuca	id=g:3672645
Quebrada Pecorá	id=g:3672646
Arroyo Pechelín	id=g:3672647
Pechelín	id=g:3672648
Río Peasbí	id=g:3672649
Paz Viejo	id=g:3672650
Paz de Río	id=g:3672651
Paz de Río	id=g:3672652
Paz de Ariporo	id=g:3672653
Paz de Ariporo	id=g:3672654
Paz de Ariporo	id=g:3672655
Cañada Payocó	id=g:3672656
Río Payoa	id=g:3672657
Río Payero	id=g:3672658
Payares	id=g:3672659
Payaraki	id=g:3672660
Raudal Payara	id=g:3672661
Payandé	id=g:3672662
Payandé	id=g:3672663
Payandé	id=g:3672664
Payán	id=g:3672665
Payán	id=g:3672666
Magui	id=g:3672667
Arroyo Payaló	id=g:3672668
Paya	id=g:3672669
Payá	id=g:3672670
Cerro Pax	id=g:3672671
Pavón	id=g:3672672
Pavito	id=g:3672673
Pavita	id=g:3672674
Quebrada Pavemei	id=g:3672675
Quebrada Pavasita	id=g:3672676
Pavasita	id=g:3672677
Quebrada Pavasa	id=g:3672678
Bocana Pavasa	id=g:3672679
Pavasa	id=g:3672680
Estación Pavas	id=g:3672681
Ciénaga de los Pavas	id=g:3672682
Caño Las Pavas	id=g:3672683
Pavas	id=g:3672684
Pavas	id=g:3672685
Pavas	id=g:3672686
Pavas	id=g:3672687
Pavas	id=g:3672688
Pavas	id=g:3672689
Río Pavarandocito	id=g:3672690
Pavarandocito	id=g:3672691
Río Pavarandó	id=g:3672692
Pavarandó	id=g:3672693
Mesa de Pava	id=g:3672694
Caño Pava	id=g:3672695
Río Pauto	id=g:3672696
Caño Pauto	id=g:3672697
Pauna	id=g:3672698
Pauna	id=g:3672699
Paumahana	id=g:3672700
Paula Verde	id=g:3672701
Quebrada de Paujil	id=g:3672702
Quebrada de Paujil	id=g:3672703
Arroyo Paujil	id=g:3672704
Arroyo Paujil	id=g:3672705
Caño Pauchí	id=g:3672706
Pauchí	id=g:3672707
Quebrada Pau	id=g:3672708
Quebrada Paturia	id=g:3672709
Paturia	id=g:3672710
Patuco	id=g:3672711
Patuca	id=g:3672712
Paluato	id=g:3672713
Pátsuohu	id=g:3672714
Arroyo Paisuarari	id=g:3672715
Arroyo Patsua	id=g:3672716
Patrocinio Córdoba	id=g:3672717
Patricio	id=g:3672718
Patria	id=g:3672719
Laguna Los Patos	id=g:3672720
Caño los Patos	id=g:3672721
Caño Patón	id=g:3672722
Caño Patón	id=g:3672723
Patolo	id=g:3672724
Río Pató	id=g:3672725
Río Pato	id=g:3672726
Quebrada Pató	id=g:3672727
Ciénaga Pato	id=g:3672728
Pató	id=g:3672729
Pato	id=g:3672730
Pativilca	id=g:3672731
Patio Grande	id=g:3672732
Patio Bonito Sur	id=g:3672733
Patio Bonito	id=g:3672734
Patio Bonito	id=g:3672735
Patio Bonito	id=g:3672736
Patio Bonito	id=g:3672737
Patio Bonito	id=g:3672738
Patio Bonito	id=g:3672739
Patio Bonito	id=g:3672740
Patio Bonito	id=g:3672741
Patio Bonito	id=g:3672742
Patio Barrido	id=g:3672743
Patiño	id=g:3672744
Patillal	id=g:3672745
Patillal	id=g:3672746
Patilla	id=g:3672747
Patilla	id=g:3672748
Isla Patico	id=g:3672749
Isla Patico	id=g:3672750
Brazo Patico	id=g:3672751
Patico	id=g:3672752
Patico	id=g:3672753
Alto Patiburro	id=g:3672754
Río Patía Viejo	id=g:3672755
Río Patía del Norte	id=g:3672756
Río Patía	id=g:3672757
Bocana Patía	id=g:3672758
Patía	id=g:3672759
Patía	id=g:3672760
Patía	id=g:3672761
Patía	id=g:3672762
Patebaco	id=g:3672763
Río Patasía	id=g:3672764
Patasía	id=g:3672765
Cerro Patascoy de Santa Lucía	id=g:3672766
Río Patascoy	id=g:3672767
Cuchilla Patarroy	id=g:3672768
Quebrada Patarrayo	id=g:3672769
Caño Patabá	id=g:3672770
Río Patá	id=g:3672771
Río Patá	id=g:3672772
Patá	id=g:3672773
Cordillera de Pasuncha	id=g:3672774
Pasuncha	id=g:3672775
Río Pasto	id=g:3672776
Macizo de Pasto	id=g:3672777
Pasto	id=g:3672778
Pasto	id=g:3672779
Pastales	id=g:3672780
Pasquilla	id=g:3672781
Paso Real de Ariporo	id=g:3672782
Paso Real	id=g:3672783
Paso Real	id=g:3672784
Paso Real	id=g:3672785
Paso Real	id=g:3672786
Paso Real	id=g:3672787
Paso Popayanero	id=g:3672788
Paso Nuevo	id=g:3672789
Paso Mantequera	id=g:3672790
Paso La Ramada	id=g:3672791
Paso el Tiempo	id=g:3672792
Cuchilla Paso de Maromas	id=g:3672793
Paso del Toro	id=g:3672794
Paso del Tigre	id=g:3672795
Paso del Sirivana	id=g:3672796
Cuchilla Paso de Los Muchachitos	id=g:3672797
Paso de Lora	id=g:3672798
Paso del Diablo	id=g:3672799
Paso de La Bolsa	id=g:3672800
Paso Real de Ariporo	id=g:3672801
Paso Cuiloto	id=g:3672802
Pasoclave	id=g:3672803
Paso Ancho	id=g:3672804
Paso Ancho	id=g:3672805
Quebrada Pasita	id=g:3672806
Pasirro	id=g:3672807
Pasirro	id=g:3672808
Pasimahana	id=g:3672809
Caño Pasifueres	id=g:3672810
Pasifueres	id=g:3672811
Pascuita	id=g:3672812
Pasca	id=g:3672813
Pasca	id=g:3672814
Caño Pasatiempo	id=g:3672815
Pasatiempo	id=g:3672816
Pasásanari	id=g:3672817
Pasánaka	id=g:3672818
Pasa Mona	id=g:3672819
Río Paságera	id=g:3672820
Pasacorriendo	id=g:3672821
Pasacorriendo	id=g:3672822
Bocana Pasacaballos	id=g:3672823
Pasacaballos	id=g:3672824
Pasacaballos	id=g:3672825
Quebrada Parumas	id=g:3672826
Parúmahu	id=g:3672827
Alto Partidas	id=g:3672828
Partidas	id=g:3672829
Río Partadó	id=g:3672830
Río Partadó	id=g:3672831
Parrualuohu	id=g:3672832
Parroquia	id=g:3672833
Río Párraga	id=g:3672834
Párraga	id=g:3672835
Párraga	id=g:3672836
Quebrada de Parra	id=g:3672837
Parórimaha	id=g:3672838
Parna	id=g:3672839
Parlamento	id=g:3672840
Pariyu	id=g:3672841
París	id=g:3672842
Pariruohu	id=g:3672843
Jagüey Parijein	id=g:3672844
Parijein	id=g:3672845
Paricuica	id=g:3672846
Pareza	id=g:3672847
Punta Parey	id=g:3672848
Parena	id=g:3672849
Pareja	id=g:3672850
Paredones	id=g:3672851
Paredón	id=g:3672852
Quebrada Paredes	id=g:3672853
Ciénaga de Paredes	id=g:3672854
Quebrada Pardú	id=g:3672855
Pardo	id=g:3672856
Pardillal	id=g:3672857
Pardillal	id=g:3672858
Par de Suse	id=g:3672859
Paraver	id=g:3672860
Paraver	id=g:3672861
Paraver	id=g:3672862
Cañada Paravare	id=g:3672863
Paravare	id=g:3672864
Caño Paravara	id=g:3672865
Parausain	id=g:3672866
Párauinkrein	id=g:3672867
Paráuanal	id=g:3672868
Parauaipoa	id=g:3672869
Paratebueno	id=g:3672870
Páratebueno	id=g:3672871
Paratebueno	id=g:3672872
Paratebueno	id=g:3672873
Paratebueno	id=g:3672874
Páratebien	id=g:3672875
Páratebien	id=g:3672876
Parástohu	id=g:3672877
Paráshjuna	id=g:3672878
Paráshirruhu	id=g:3672879
Serranía Parash	id=g:3672880
Parash	id=g:3672881
Parash	id=g:3672882
Parariuahu	id=g:3672883
Paráriru	id=g:3672884
Parárimah	id=g:3672885
Paraquimana	id=g:3672886
Punta Paranturero	id=g:3672887
Paránari	id=g:3672888
Quebrada de Paramón	id=g:3672889
Río del Páramo	id=g:3672890
Quebrada Páramo	id=g:3672891
Quebrada Páramo	id=g:3672892
Arroyo Páramo	id=g:3672893
Alto Páramo	id=g:3672894
Páramo	id=g:3672895
Páramo	id=g:3672896
Páramo	id=g:3672897
Páramo	id=g:3672898
Páramo	id=g:3672899
Páramo	id=g:3672900
Cerro de Paramillo	id=g:3672901
Cerro Paramillo	id=g:3672902
Alto Paramillo	id=g:3672903
Paramillo	id=g:3672904
Paramillo	id=g:3672905
Paramillo	id=g:3672906
Paramillo	id=g:3672907
Quebrada Paramera	id=g:3672908
Parajimaruhu	id=g:3672909
Parajimaruhu	id=g:3672910
Punta Paraíso	id=g:3672911
Molino Paraíso	id=g:3672912
Paraiso	id=g:3672913
Paraíso	id=g:3672914
Paraíso	id=g:3672915
Paraíso	id=g:3672916
Paraíso	id=g:3672917
Paraíso	id=g:3672918
Paraíso	id=g:3672919
Paraíso	id=g:3672920
Paraíso	id=g:3672921
Paraíso	id=g:3672922
Paraíso	id=g:3672923
Paraíso	id=g:3672924
Jagüey Paráishirro	id=g:3672925
Paragüito	id=g:3672926
Paraguay	id=g:3672927
Paraguay	id=g:3672928
Paraguachón	id=g:3672929
Alto Paradero	id=g:3672930
Paradero	id=g:3672931
Paradero	id=g:3672932
Ciénaga de Paraco	id=g:3672933
Paraco	id=g:3672934
Paraco	id=g:3672935
Quebrada Paquiló	id=g:3672936
Alto Paquiló	id=g:3672937
Paquiló	id=g:3672938
Rio Papuri	id=g:3672939
Papurí	id=g:3672940
Río Papunaua	id=g:3672941
Quebrada Papitas	id=g:3672942
Papitas	id=g:3672943
Papelito	id=g:3672944
Caño Papayito	id=g:3672945
Alto Papayito	id=g:3672946
Quebrada Papayal	id=g:3672947
Isla de Papayal	id=g:3672948
Estero Papayal	id=g:3672949
Ciénaga Papayal	id=g:3672950
Caño Papayal	id=g:3672951
Brazuelo Papayal	id=g:3672952
Brazo Papayal	id=g:3672953
Brazo Papayal	id=g:3672954
Papayal	id=g:3672955
Papayal	id=g:3672956
Papayal	id=g:3672957
Papayal	id=g:3672958
Papayal	id=g:3672959
Papayal	id=g:3672960
Punta de Papare	id=g:3672961
Papare	id=g:3672962
Río Papamene	id=g:3672963
Papagalá	id=g:3672964
Pao	id=g:3672965
Raudal Panumana	id=g:3672966
Río Pantanos	id=g:3672967
Pantanos	id=g:3672968
Pantano Redondo	id=g:3672969
Alto de Pantano Hondo	id=g:3672970
Pantano Grande	id=g:3672971
Pantanogrande	id=g:3672972
Pantano Grande	id=g:3672973
Pantano Arenas	id=g:3672974
Pantano	id=g:3672975
Río Pantanillo	id=g:3672976
Quebrada Pantanillo	id=g:3672977
Alto de Pantanillo	id=g:3672978
Alto Pantanillo	id=g:3672979
Pantanillo	id=g:3672980
Panqueba	id=g:3672981
Panqueba	id=g:3672982
Ciénaga Panjagua	id=g:3672983
Paniquitá	id=g:3672984
Quebrada Pánico	id=g:3672985
Pangús	id=g:3672986
Río Panguí	id=g:3672987
Laguna Pangui	id=g:3672988
Panguí	id=g:3672989
Pangote	id=g:3672990
Paneraca	id=g:3672991
Quebrada Panecillo	id=g:3672992
Cerro Pando	id=g:3672993
Caño el Pando	id=g:3672994
Pando	id=g:3672995
Pandiguando	id=g:3672996
Pandi	id=g:3672997
Pandi	id=g:3672998
Pan de Oro	id=g:3672999
Cerro Pan de Azúcar Miraflores	id=g:3673000
Quebrada de Pan de Azúcar	id=g:3673001
Laguna Pan de Azúcar	id=g:3673002
Cerro de Pan de Azúcar	id=g:3673003
Cerro Pan de Azúcar	id=g:3673004
Cerro Pan de Azúcar	id=g:3673005
Cerro Pan de Azúcar	id=g:3673006
Cerro Pan de Azúcar	id=g:3673007
Cerro Pan de Azúcar	id=g:3673008
Cerro Pan de Azúcar	id=g:3673009
Pan de Azúcar	id=g:3673010
Pan de Azúcar	id=g:3673011
Pan de Azúcar	id=g:3673012
Pan de Azúcar	id=g:3673013
Pan de Azúcar	id=g:3673014
Pan de Azúcar	id=g:3673015
Pan de Azúcar	id=g:3673016
Pan de Azúcar	id=g:3673017
Raudal Pancuope	id=g:3673018
Ciénaga Pancuichito	id=g:3673019
Ciénaga de Pancuiche	id=g:3673020
Punta de Pancú	id=g:3673021
Isla de Pancoger	id=g:3673022
Río Pancitará	id=g:3673023
Pancitará	id=g:3673024
Panchindo	id=g:3673025
Caño Pancequia	id=g:3673026
Caño Pancegüita	id=g:3673027
Pancegüita	id=g:3673028
Río Pance	id=g:3673029
Pance	id=g:3673030
Panán	id=g:3673031
Quebrada Panamera	id=g:3673032
Río Pañambí	id=g:3673033
Río Panambí	id=g:3673034
Quebrada Panamá	id=g:3673035
Panamá	id=g:3673036
Laguna de Pañales	id=g:3673037
Pañacira	id=g:3673038
Río Pamplonita	id=g:3673039
Pamplonita	id=g:3673040
Pamplonita	id=g:3673041
Pamplonita	id=g:3673042
Alto Pamplona	id=g:3673043
Pamplona	id=g:3673044
Pamplona	id=g:3673045
Pamplona	id=g:3673046
Pamperos	id=g:3673047
Pampanillo	id=g:3673048
Pampanilla	id=g:3673049
Pampán	id=g:3673050
Pamonal	id=g:3673051
Caño Paminari	id=g:3673052
Quebrada Pambil	id=g:3673053
Quebrada Pambil	id=g:3673054
Pambaná	id=g:3673055
Pamar	id=g:3673056
Río Pamá	id=g:3673057
Pamá	id=g:3673058
Palua	id=g:3673059
Paltapamba	id=g:3673060
Quebrada Palquera	id=g:3673061
Río Palpí	id=g:3673062
Palo Verde	id=g:3673063
Palo Verde	id=g:3673064
Palotal de Afuera	id=g:3673065
Palotal de Adentro	id=g:3673066
Quebrada Palotal	id=g:3673067
Ciénaga Palotal	id=g:3673068
Palotal	id=g:3673069
Palotal	id=g:3673070
Palotal	id=g:3673071
Palotal	id=g:3673072
Palos Prietos	id=g:3673073
Palos Prietos	id=g:3673074
Isla Palospino	id=g:3673075
Río Palosolo	id=g:3673076
Palosolo	id=g:3673077
Caño Palo Seco	id=g:3673078
Palo Seco	id=g:3673079
Paloquemado	id=g:3673080
Caño Paloprieto	id=g:3673081
Palonegro	id=g:3673082
Palo Negro	id=g:3673083
Palonegro	id=g:3673084
Palonegro	id=g:3673085
Palonegro	id=g:3673086
Palo Negro	id=g:3673087
Ciénaga de Palomoque	id=g:3673088
Palomo	id=g:3673089
Palomo	id=g:3673090
Río Palomino	id=g:3673091
Boca de Palomino	id=g:3673092
Palomino	id=g:3673093
Palomino	id=g:3673094
Palomino	id=g:3673095
Palomino	id=g:3673096
Pinillos	id=g:3673097
Río Palomero	id=g:3673098
Palomera	id=g:3673099
Caño Palomas	id=g:3673100
Palomas	id=g:3673101
Palomas	id=g:3673102
Palomas	id=g:3673103
Palomas	id=g:3673104
Paloma	id=g:3673105
Loma Palomar	id=g:3673106
Palomar	id=g:3673107
El PaLomar	id=g:3673108
Palomar	id=g:3673109
Palomar	id=g:3673110
Palomar	id=g:3673111
Palomar	id=g:3673112
Paloma Cima de la	id=g:3673113
Quebrada Paloma	id=g:3673114
Palo Herrado	id=g:3673115
Palo Herrado	id=g:3673116
Alto Palo Grande	id=g:3673117
Palogrande	id=g:3673118
Palo Gordo	id=g:3673119
Palogordo	id=g:3673120
Palo del Oso	id=g:3673121
Palo de Leche	id=g:3673122
Ciénaga Palo de Agua	id=g:3673123
Palo de Agua	id=g:3673124
Palocabildo	id=g:3673125
Palocabildo	id=g:3673126
Caño Palo Blanco	id=g:3673127
Alto Palo Blanco	id=g:3673128
Alto Palo Blanco	id=g:3673129
Palo Blanco	id=g:3673130
Palo Bajito	id=g:3673131
Palo Alto de Icotea	id=g:3673132
Palo Alto	id=g:3673133
Palo Alto	id=g:3673134
Paloalto	id=g:3673135
Río Palo	id=g:3673136
Caño del Palo	id=g:3673137
Palmito Picado	id=g:3673138
Palmito Picado	id=g:3673139
Cañada Palmarito	id=g:3673140
Caño Palmito	id=g:3673141
Palmito	id=g:3673142
Palmito	id=g:3673143
Palmito	id=g:3673144
Quebrada Palmitas	id=g:3673145
Palmitas	id=g:3673146
Palmital	id=g:3673147
Palmital	id=g:3673148
La Palmita	id=g:3673149
Palmira	id=g:3673150
Palmira	id=g:3673151
Palmira	id=g:3673152
Palmira	id=g:3673153
Palmira	id=g:3673154
Palmira	id=g:3673155
Palmira	id=g:3673156
Palmira	id=g:3673157
Palmira	id=g:3673158
Palmira	id=g:3673159
Palmira	id=g:3673160
Palmira	id=g:3673161
Palmira	id=g:3673162
Palmira	id=g:3673163
Palmira	id=g:3673164
Palmira	id=g:3673165
Palmichales	id=g:3673166
Quebrada Palmichal	id=g:3673167
Estero del Guadual	id=g:3673168
Cuchilla Palmichal	id=g:3673169
Alto Palmichal	id=g:3673170
Palmichal	id=g:3673171
Palmichal	id=g:3673172
Palmichal	id=g:3673173
Palmichal	id=g:3673174
Palmichal	id=g:3673175
Palmichal	id=g:3673176
Palmichal	id=g:3673177
Río Palmicha	id=g:3673178
Quebrada Palmesteral	id=g:3673179
Palmera	id=g:3673180
Palma Triste	id=g:3673181
Palmas Ralas	id=g:3673182
Palmasola	id=g:3673183
Palma Sola	id=g:3673184
Palmaseca	id=g:3673185
Palmas de Vino	id=g:3673186
Palmas del Socorro	id=g:3673187
Cañada de Las Palmas	id=g:3673188
Palmas	id=g:3673189
Palmas	id=g:3673190
Palmas del Socorro	id=g:3673191
Palmarrala	id=g:3673192
Palmarrala	id=g:3673193
Quebrada Palmarosa	id=g:3673194
Palma Rosa	id=g:3673195
Palmarosa	id=g:3673196
Punta Palmarito	id=g:3673197
Ensenada de Palmarito	id=g:3673198
Ciénaga Palmarito	id=g:3673199
Caño Palmarito	id=g:3673200
Palmarito	id=g:3673201
Palmarito	id=g:3673202
Palmarito	id=g:3673203
Palmarito	id=g:3673204
Palmarito	id=g:3673205
Palmarito	id=g:3673206
Palmarito	id=g:3673207
Palmarito	id=g:3673208
Palmarito	id=g:3673209
Palmarito	id=g:3673210
Palmarito	id=g:3673211
Palmarito	id=g:3673212
Palmarito	id=g:3673213
Palmarito	id=g:3673214
Palmarito	id=g:3673215
Palmarito	id=g:3673216
Palmarito	id=g:3673217
Palmaritico	id=g:3673218
Ciénaga Palmarita	id=g:3673219
Palmar de Varela	id=g:3673220
Palmar de Varela	id=g:3673221
Palmar de María	id=g:3673222
Palmar de Candelaria	id=g:3673223
Quebrada Palmar de Arriba	id=g:3673224
Quebrada Palmar de Abajo	id=g:3673225
Río Palmar	id=g:3673226
Quebrada Palmar	id=g:3673227
