Çayırköy	id=g:749477
Boyalılar	id=g:750444
Boyalık	id=g:750446
Boyalıca	id=g:750447
Boyalıca	id=g:750448
Boyalıca	id=g:750449
Boyalıca	id=g:750450
Boyalı	id=g:750451
Boyalı	id=g:750452
Boyalı	id=g:750453
Boyalı	id=g:750454
Boyalı	id=g:750455
Boyalı	id=g:750456
Boyalı	id=g:750457
Boyalı	id=g:750458
Boyalı	id=g:750459
Boyalı	id=g:750460
Boyalı	id=g:750461
Boyalı	id=g:750462
Boyacılı	id=g:750463
Boyacılar	id=g:750464
Boyacıköy	id=g:750465
Boyacı	id=g:750466
Boyabükü	id=g:750467
Boyabat	id=g:750468
Bostanyeri	id=g:750469
Bostanlı	id=g:750470
Bostanlı	id=g:750471
Bostanlı	id=g:750472
Bostanlar	id=g:750473
Bostankolu	id=g:750474
Bostankale	id=g:750475
Bostandere	id=g:750476
Bostancılı	id=g:750477
Bostancılar	id=g:750478
Bostancılar	id=g:750479
Bostancılar	id=g:750480
Bostancık	id=g:750481
Bostancı İstasyonu	id=g:750482
Bostancı	id=g:750483
Bostancı	id=g:750484
Bostancı	id=g:750485
Bostancı	id=g:750486
Bostancı	id=g:750487
Bostanbükü	id=g:750488
Bostan	id=g:750489
Bosna	id=g:750490
Boşdere	id=g:750491
Sesveren	id=g:750492
Borluk Dağı	id=g:750493
Borluk	id=g:750494
Börk	id=g:750495
Borçka	id=g:750496
Borcak	id=g:750497
Borcak	id=g:750498
Bonsuz Tepesi	id=g:750499
Bondika	id=g:750500
Boncuklu	id=g:750501
Boncuklar	id=g:750502
Bolu Ovası	id=g:750503
Bölümlü	id=g:750504
Bölükören	id=g:750505
Bölükören	id=g:750506
Bölükören	id=g:750507
Bölüklü	id=g:750508
Bölükbaş	id=g:750509
Bolu	id=g:750510
Bolu Dağları	id=g:750511
Bolu Dağı	id=g:750512
Bölücekova	id=g:750513
Bölücekkaya	id=g:750514
Bölücek	id=g:750515
Bolu	id=g:750516
Bölmepınar	id=g:750517
Bolluk	id=g:750518
Bolluca	id=g:750519
Bollu	id=g:750520
Bolkuş İstasyonu	id=g:750521
Boldacı	id=g:750522
Bölceağaç	id=g:750523
Bolçal	id=g:750524
Bolayır	id=g:750525
Bolatcık	id=g:750526
Bolaman Çayı	id=g:750527
Bolaman	id=g:750528
Bolaman	id=g:750529
Böke	id=g:750530
Böğürtlen Tepe	id=g:750531
Böğürtlen Dağı	id=g:750532
Boğuntu Tepeleri	id=g:750533
Boğoç Deresi	id=g:750534
Boğhisar	id=g:750535
Boğazyayla	id=g:750536
Boğazören	id=g:750537
Boğazönü	id=g:750538
Boğazköy	id=g:750539
Boğazköy	id=g:750540
Boğazköy	id=g:750541
Boğazköy	id=g:750542
Boğazköy	id=g:750543
Boğazköy	id=g:750544
Boğazköy	id=g:750545
Boğazköy	id=g:750546
Boğazkoru	id=g:750547
Boğazkaya	id=g:750548
Boğazkaya	id=g:750549
Boğazkale	id=g:750550
Boğaz Deresi	id=g:750551
Boğaz Dere	id=g:750552
Boğazbaşı Deresi	id=g:750553
Boğazbaşı	id=g:750554
Boğaz	id=g:750555
Boğa Tepe	id=g:750556
Boğarsuk Deresi	id=g:750557
Boğalı	id=g:750558
Boğaköy	id=g:750559
Boğaköy	id=g:750560
Boğakale	id=g:750561
Kazantaş	id=g:750562
Boğaç	id=g:750563
Boğabağı	id=g:750564
Boduroğlu	id=g:750565
Boduroğlu	id=g:750566
Boduroğlu	id=g:750567
Bodurlar	id=g:750568
Bodrum Burnu	id=g:750569
Bodollu	id=g:750570
Bodemiş Deresi	id=g:750571
Bodaç	id=g:750572
Toprakkale	id=g:750573
Böcüklü	id=g:750574
Boççalı	id=g:750575
Bocalar Tepesi	id=g:750576
Bizgili	id=g:750577
Bıyıklıoğlu	id=g:750578
Bıyıkaydın	id=g:750579
Bıyıkali	id=g:750580
Bitköy	id=g:750581
Bitik	id=g:750582
Birlik	id=g:750583
Birebir	id=g:750584
Binkılıç	id=g:750585
Bingöze	id=g:750586
Bıngıldayık Deresi	id=g:750587
Bıngıldayık	id=g:750588
Binbaşıoğlu	id=g:750589
Emirbey	id=g:750590
Binbaşar	id=g:750591
Binbaşak	id=g:750592
Binat	id=g:750593
Bilmece	id=g:750594
Bılık	id=g:750595
Bilgili	id=g:750596
Bileciler	id=g:750597
Bilecik	id=g:750598
Bıldırcın	id=g:750599
Bıldır	id=g:750600
Gökdağ	id=g:750601
Bilâlköy	id=g:750602
Bigalı Kalesi	id=g:750603
Biga Çayı	id=g:750604
Biga	id=g:750605
Bifera	id=g:750606
Bidan Yayla	id=g:750607
Bıçkıyanı	id=g:750608
Bıçkıyanı	id=g:750609
Bıçkı Dere	id=g:750610
Bıçkıdere	id=g:750611
Bıçkıbaşı	id=g:750612
Bicinlik	id=g:750613
Biçinlik	id=g:750614
Asarcık	id=g:750615
Bıçakçılı	id=g:750616
Bıçakcılar	id=g:750617
Biberos	id=g:750618
Biberci	id=g:750619
Bezören	id=g:750620
Bezirgân Tepesi	id=g:750621
Bezirgân	id=g:750622
Bezirgân	id=g:750623
Bezirci	id=g:750624
Bezikoğlu	id=g:750625
Bezcikuzören	id=g:750626
Beyyurdu	id=g:750627
Beyyenice	id=g:750628
Beyyayla	id=g:750629
Beytarla	id=g:750630
Beytarla	id=g:750631
Beyseki	id=g:750632
Beypınar Yaylası	id=g:750633
Beypınarı	id=g:750634
Beypınarı	id=g:750635
Beypınar	id=g:750636
Beypazarı	id=g:750637
Beyözü	id=g:750638
Beyoluk	id=g:750639
Beyoğlu	id=g:750640
Beyoğlu	id=g:750641
Beyoğlu	id=g:750642
Beyoğlan	id=g:750643
Beyoba	id=g:750644
Beynili	id=g:750645
Beymelik	id=g:750646
Beylikmera	id=g:750647
Beylik	id=g:750648
Beylik	id=g:750649
Beylik	id=g:750650
Beylice	id=g:750651
Beyli	id=g:750652
Beylerli	id=g:750653
Beylerce	id=g:750654
Beylerbeyi	id=g:750655
Beylerbeyi	id=g:750656
Beyler	id=g:750657
Beyler	id=g:750658
Beyler	id=g:750659
Beykoz Deresi	id=g:750660
Beykoz	id=g:750661
Beykoz	id=g:750662
Beyköy	id=g:750663
Beyköy	id=g:750664
Beyköy	id=g:750665
Beyköy	id=g:750666
Beyköy	id=g:750667
Beyköy	id=g:750668
Beyköy	id=g:750669
Beyköy	id=g:750670
Beyköy	id=g:750671
Beyköy	id=g:750672
Beyköy	id=g:750673
Beykonağı	id=g:750674
Beykonağı	id=g:750675
Beyler	id=g:750676
Beykaya	id=g:750677
Beykavağı	id=g:750678
Beygircioğlu	id=g:750679
Beydini	id=g:750680
Beydili	id=g:750681
Beydili	id=g:750682
Beydili	id=g:750683
Beydili	id=g:750684
Beyderesi	id=g:750685
Beydere	id=g:750686
Beydeğirmeni	id=g:750687
Bey Dağı	id=g:750688
Beycuma	id=g:750689
Beyciler	id=g:750690
Beyciler	id=g:750691
Beycik	id=g:750692
Beyceli	id=g:750693
Beyceler Deresi	id=g:750694
Beyceler	id=g:750695
Beyce	id=g:750696
Beyçayırı	id=g:750697
Beyçam	id=g:750698
Beybükü	id=g:750699
Beybesli	id=g:750700
Beybaş	id=g:750701
Beyazsu	id=g:750702
Beyazköy	id=g:750703
Beyazıt	id=g:750704
Beyaz Burun	id=g:750705
Beyardıç	id=g:750706
Beyalan	id=g:750707
Beyalan	id=g:750708
Beyağac	id=g:750709
Beşyol	id=g:750710
Beşyol	id=g:750711
Beş Tepe	id=g:750712
Beşpınar Tepe	id=g:750713
Beşpınarlar	id=g:750714
Beşpınar Dere	id=g:750715
Beşpınar	id=g:750716
Beşpınar	id=g:750717
Beşören	id=g:750718
Beşköprü	id=g:750719
Beşkız	id=g:750720
Beykaynak	id=g:750721
Beşkaya	id=g:750722
Beşkaya	id=g:750723
Beşkavak	id=g:750724
Beşir	id=g:750725
Besinli	id=g:750726
Beşiktepesuyu	id=g:750727
Beşiktepe	id=g:750728
Beşiktepe	id=g:750729
Beşik Tepe	id=g:750730
Beşik Tepe	id=g:750731
Beşiktaş Tepe	id=g:750732
Beşiktaş	id=g:750733
Beşiktaş	id=g:750734
Beşikdüzü	id=g:750735
Beşevler	id=g:750736
Beşevler	id=g:750737
Beşevler	id=g:750738
Beşdut Çayı	id=g:750739
Beşdut	id=g:750740
Beşdere	id=g:750741
Beşdeğirmen	id=g:750742
Beşdam	id=g:750743
Beşbıçak	id=g:750744
Beşağıl	id=g:750745
Beşağaç	id=g:750746
Okçular Deresi	id=g:750747
Berkköy	id=g:750748
Beriboru	id=g:750749
Bereketli	id=g:750750
Bereketli	id=g:750751
Bereketli	id=g:750752
Bereketli	id=g:750753
Bereketli	id=g:750754
Bereket	id=g:750755
Bereket	id=g:750756
Sağlıcak	id=g:750757
Berçinçatak	id=g:750758
Berber	id=g:750759
Beratlı	id=g:750760
Benlisultan	id=g:750761
Benli Dağı	id=g:750762
Benliahmet İstasyonu	id=g:750763
Benliahmet	id=g:750764
Benli	id=g:750765
Benli	id=g:750766
Benişli	id=g:750767
Bengübelen	id=g:750768
Bengü	id=g:750769
Bengisu	id=g:750770
Belyaka	id=g:750771
Beltepe	id=g:750772
Belsöğüt	id=g:750773
Belpınar	id=g:750774
Belpınar	id=g:750775
Belpınar	id=g:750776
Belpınar	id=g:750777
Belovacık	id=g:750778
Belören	id=g:750779
Belören	id=g:750780
Belören	id=g:750781
Bellitepe	id=g:750782
Belkese	id=g:750783
Belkaya	id=g:750784
Belkaya	id=g:750785
Belkavak	id=g:750786
Belkavak	id=g:750787
Belkavak	id=g:750788
Belkaraağaç	id=g:750789
Belgrat Deresi	id=g:750790
Belgrat	id=g:750791
Belgrad Ormanı	id=g:750792
Belevi	id=g:750793
Belenören	id=g:750794
Belenören	id=g:750795
Belenli	id=g:750796
Belenköy	id=g:750797
Belenköy	id=g:750798
Belenköy	id=g:750799
Belen Deresi	id=g:750800
Belen Dere	id=g:750801
Belencik	id=g:750802
Belence	id=g:750803
Belençayırı	id=g:750804
Belençal	id=g:750805
Belenalan	id=g:750806
Belenalan	id=g:750807
Belen	id=g:750808
Belen	id=g:750809
Belen	id=g:750810
Belen	id=g:750811
Belen	id=g:750812
Belen	id=g:750813
Belen	id=g:750814
Belen	id=g:750815
Belen	id=g:750816
Belen	id=g:750817
Belen	id=g:750818
Belen	id=g:750819
Beldibi Deresi	id=g:750820
Beldan	id=g:750821
Beldağı	id=g:750822
Belalan	id=g:750823
Belalan	id=g:750824
Belalan	id=g:750825
Bektüre	id=g:750826
Bektemür	id=g:750827
Bektaşyayla	id=g:750828
Bektaşi	id=g:750829
Bektaşağa	id=g:750830
Bektaş	id=g:750831
Bekler	id=g:750832
Bekişler	id=g:750833
Bekiröldü Tepe	id=g:750834
Bekıroğlu	id=g:750835
Bekirli	id=g:750836
Bekirli	id=g:750837
Bekirli	id=g:750838
Bekirli	id=g:750839
Bekirli	id=g:750840
Bekirindamı	id=g:750841
Bekirdede Tepe	id=g:750842
Bekir Çayı	id=g:750843
Beke	id=g:750844
Bekdiğin	id=g:750845
Bekdemir	id=g:750846
Bekceviz	id=g:750847
Bekâroğlu	id=g:750848
Behramlı	id=g:750849
Behram	id=g:750850
Behramköy	id=g:750851
Beğendik	id=g:750852
Beğendik	id=g:750853
Beğendik	id=g:750854
Bedrevans	id=g:750855
Bedirkale	id=g:750856
Bedirge	id=g:750857
Bediltahirbey	id=g:750858
Beditkadirbey	id=g:750859
Bedil	id=g:750860
Bedil	id=g:750861
Becekli	id=g:750862
Bebekderesi	id=g:750863
Bebek	id=g:750864
Bazlamaç	id=g:750865
Bazlamaç	id=g:750866
Bayramtepe	id=g:750867
Bayramtepe	id=g:750868
Bayramşah	id=g:750869
Bayramşah	id=g:750870
Bayramşah	id=g:750871
Bayrampaşa	id=g:750872
Bayrampaşa	id=g:750873
Bayramören	id=g:750874
Bayramoğlu	id=g:750875
Bayramoğlu	id=g:750876
Bayramoğlu	id=g:750877
Bayramlı	id=g:750878
Bayramlı	id=g:750879
Bayramlı	id=g:750880
Bayramlar	id=g:750881
Bayramköy	id=g:750882
Bayramiç	id=g:750883
Bayramiç	id=g:750884
Bayramgazi	id=g:750885
Bayram Deresi	id=g:750886
Bayramdere	id=g:750887
Bayramdere	id=g:750888
Bayram	id=g:750889
Bayram	id=g:750890
Bayram	id=g:750891
Bayraktar	id=g:750892
Bayraktar	id=g:750893
Bayraktar	id=g:750894
Bayraklı	id=g:750895
Bayraklı	id=g:750896
Bayraklı	id=g:750897
Baykent	id=g:750898
Baykara	id=g:750899
Bayıslar	id=g:750900
Bayıryüzü	id=g:750901
Bayıryüzü	id=g:750902
Bayırlı	id=g:750903
Bayırlı	id=g:750904
Bayırlı	id=g:750905
Bayırköy	id=g:750906
Bayırköy	id=g:750907
Bayırköy	id=g:750908
Bayırköy	id=g:750909
Bayırköy	id=g:750910
Bayırköy	id=g:750911
Bayırköy	id=g:750912
Bayırbaşı	id=g:750913
Bayırbağı	id=g:750914
Bayıralan	id=g:750915
Bayırakseki	id=g:750916
Bayır	id=g:750917
Bayır	id=g:750918
Bayır	id=g:750919
Bayındır	id=g:750920
Bayındır	id=g:750921
Bayındır	id=g:750922
Bayındır	id=g:750923
Bayındır	id=g:750924
Bayındır	id=g:750925
Bayındır	id=g:750926
Bayındır	id=g:750927
Bayındır	id=g:750928
Bayındır	id=g:750929
Bayındır	id=g:750930
Bayhasan	id=g:750931
Bayhalitçiftliği	id=g:750932
Baydurum Çayı	id=g:750933
Baydiğin	id=g:750934
Baydarlı	id=g:750935
Bayburt Ovası	id=g:750936
Bayburt	id=g:750937
Bayburt	id=g:750938
Bayatsekisi	id=g:750939
Bayatdoğanşalı	id=g:750940
Bayat Çayı	id=g:750941
Bayat Çayı	id=g:750942
Bayat	id=g:750943
Bayat	id=g:750944
Bayat	id=g:750945
Bayat	id=g:750946
Bayat	id=g:750947
Bayat	id=g:750948
Bayat	id=g:750949
Bayat	id=g:750950
Bayat	id=g:750951
Bayatköy	id=g:750952
Bayanpınar	id=g:750953
Bayan	id=g:750954
Bayamca	id=g:750955
Bayadı	id=g:750956
Bayadı	id=g:750957
Battalobası	id=g:750958
Battallar	id=g:750959
Battallar	id=g:750960
Batmaz Vortonos	id=g:750961
Batmantaş	id=g:750962
Batlama River	id=g:750963
Batkın	id=g:750964
Batıhüseyin	id=g:750965
Bataksu	id=g:750966
Başyellice	id=g:750967
Basya Tepesi	id=g:750968
Başyalak	id=g:750969
Baştoklu	id=g:750970
Baştimar	id=g:750971
Baştepe	id=g:750972
Baştarla	id=g:750973
Başsökü	id=g:750974
Başpınar	id=g:750975
Başpınar	id=g:750976
Başpınar	id=g:750977
Başpınar	id=g:750978
Başpelit	id=g:750979
Başovacık	id=g:750980
Başovacık	id=g:750981
Başörendoğancılar	id=g:750982
Başören	id=g:750983
Başören	id=g:750984
Başören	id=g:750985
Başören	id=g:750986
Başören	id=g:750987
Başören	id=g:750988
Başören	id=g:750989
Başören	id=g:750990
Başören	id=g:750991
Başoluk Köyü	id=g:750992
Baş Mezraa	id=g:750993
Başmakçı	id=g:750994
Başkurtdere	id=g:750995
Başköy Deresi	id=g:750996
Başköy	id=g:750997
Başköy	id=g:750998
Başköy	id=g:750999
Başköy	id=g:751000
Başköy	id=g:751001
Başköy	id=g:751002
Başköy	id=g:751003
Başköy	id=g:751004
Başköy	id=g:751005
Başköy	id=g:751006
Başköy	id=g:751007
Başköy	id=g:751008
Başköy	id=g:751009
Başköy	id=g:751010
Başköy	id=g:751011
Başköy	id=g:751012
Başköy	id=g:751013
Başköy	id=g:751014
Başköy	id=g:751015
Başköy	id=g:751016
Başköy	id=g:751017
Başköy	id=g:751018
Başkonat	id=g:751019
Başkesen	id=g:751020
Başkent	id=g:751021
Başkaya Burnu	id=g:751022
Başkaya	id=g:751023
Başkale	id=g:751024
Baş İskelesi	id=g:751025
Başiğdir	id=g:751026
Basibuyuk	id=g:751027
Başgelik	id=g:751028
Başgedikler	id=g:751029
Başgedik İstasyonu	id=g:751030
Başekin	id=g:751031
Başekin	id=g:751032
Başeğmez	id=g:751033
Başçoban	id=g:751034
Başçimağıl	id=g:751035
Başçiftlik	id=g:751036
Başboyunduruk	id=g:751037
Başbereket	id=g:751038
Başbağlar	id=g:751039
Başayaş	id=g:751040
Basat	id=g:751041
Basamaklar Deresi	id=g:751042
Basamak	id=g:751043
Başalan	id=g:751044
Başalan	id=g:751045
Başalan	id=g:751046
Başalan	id=g:751047
Başalan	id=g:751048
Başakpınartepe	id=g:751049
Başakpınar	id=g:751050
Başaklı	id=g:751051
Başakköy	id=g:751052
Başağıl	id=g:751053
Başağaç	id=g:751054
Bartın Çayı	id=g:751055
Bartın Boğazı	id=g:751056
Bartın	id=g:751057
Barkaçboz	id=g:751058
Barışlı	id=g:751059
Barhal	id=g:751060
Bardiz Çayı	id=g:751061
Gözebaşı	id=g:751062
Bardaklı	id=g:751063
Bardakçılı	id=g:751064
Barça	id=g:751065
Barbaros	id=g:751066
Baraman	id=g:751067
Baraklı Deresi	id=g:751068
Barakfakı	id=g:751069
Barak Deresi	id=g:751070
Barak	id=g:751071
Barağı	id=g:751072
Aktaş	id=g:751073
Bannar	id=g:751074
Bani Dere	id=g:751075
Bandırma Körfezi	id=g:751076
Bandırma	id=g:751077
Bandırlık	id=g:751078
Banaz	id=g:751079
Banarlı	id=g:751080
Baltaş Tepesi	id=g:751081
Baltaşı	id=g:751082
Baltalı	id=g:751083
Baltalı	id=g:751084
Baltalı	id=g:751085
Baltacımehmetpaşa	id=g:751086
Baltacık	id=g:751087
Baltacı Deresi	id=g:751088
Baltacı	id=g:751089
Balta	id=g:751090
Balören	id=g:751091
Baloğlu	id=g:751092
Ballıtaş	id=g:751093
Ballıpınar	id=g:751094
Ballıkaya	id=g:751095
Ballıkaya	id=g:751096
Ballıkaya	id=g:751097
Ballık	id=g:751098
Ballıhoca	id=g:751099
Ballıdut	id=g:751100
Ballıdere	id=g:751101
Ballı Dağ	id=g:751102
Ballıca	id=g:751103
Ballıca	id=g:751104
Ballıca	id=g:751105
Ballıca	id=g:751106
Ballıca	id=g:751107
Ballıca	id=g:751108
Ballıca	id=g:751109
Ballıca	id=g:751110
Ballıbağ	id=g:751111
Ballıardı	id=g:751112
Ballı	id=g:751113
Ballı	id=g:751114
Ballı	id=g:751115
Ballar	id=g:751116
Balkıyıs	id=g:751117
Balkaynak	id=g:751118
Balkaya	id=g:751119
Balkaya	id=g:751120
Balkaya	id=g:751121
Balkara	id=g:751122
Balıköyü	id=g:751123
Balıköy	id=g:751124
Balıklıihsaniye	id=g:751125
Balıklı Dere	id=g:751126
Balıklı Dağı	id=g:751127
Balıklıçeşme	id=g:751128
Balıklı	id=g:751129
Balıklı	id=g:751130
Balıklı	id=g:751131
Balıklı	id=g:751132
Balıklı	id=g:751133
Balıklı	id=g:751134
Balıklar	id=g:751135
Balıkköy	id=g:751136
Balıkısık İstasyonu	id=g:751137
Balıkhisar	id=g:751138
Balıkhisar	id=g:751139
Balıkhisar	id=g:751140
Balık Gölü	id=g:751141
Balık Deresi	id=g:751142
Balıkçılar	id=g:751143
Balikeievleri	id=g:751144
Balıkçı Adası	id=g:751145
Balıfakı	id=g:751146
Balıbağı	id=g:751147
Balı	id=g:751148
Balhibar	id=g:751149
Balh	id=g:751150
Balgöze	id=g:751151
Balgöze	id=g:751152
Balek	id=g:751153
Baldızı	id=g:751154
Baldırkanlı Tepe	id=g:751155
Baldıran Deresi	id=g:751156
Baldıran	id=g:751157
Baldıran	id=g:751158
Bal Deresi	id=g:751159
Bal Dağı	id=g:751160
Balcılar	id=g:751161
Balcılar	id=g:751162
Balcılar	id=g:751163
Balcıköy	id=g:751164
Balcıklı	id=g:751165
Balçıklı	id=g:751166
Balçıkhisar	id=g:751167
Balçıkhisar	id=g:751168
Balçıkhisar	id=g:751169
Balçık	id=g:751170
Balçık	id=g:751171
Balçiçek Çiftliği	id=g:751172
Balcı	id=g:751173
Balcı	id=g:751174
Balçeşme	id=g:751175
Balca	id=g:751176
Balca	id=g:751177
Balat	id=g:751178
Balalan	id=g:751179
Balahor	id=g:751180
Balaç	id=g:751181
Balabantaşı	id=g:751182
Balabantaş	id=g:751183
Balabanlı	id=g:751184
Balabanlar	id=g:751185
Balabankoru	id=g:751186
Balaban Dağları	id=g:751187
Balabandağları	id=g:751188
Balaban Dağı	id=g:751189
Balabancık	id=g:751190
Balabancık	id=g:751191
Balabancık	id=g:751192
Balabancık	id=g:751193
Balabanburun	id=g:751194
Balaban	id=g:751195
Balaban	id=g:751196
Balaban	id=g:751197
Balaban	id=g:751198
Bakla Tepesi	id=g:751199
Baklalı	id=g:751200
Bakla Burnu	id=g:751201
Bakla	id=g:751202
Bakışlar	id=g:751203
Bakırtepe	id=g:751204
Bakırpınarı	id=g:751205
Bakırlızaviye	id=g:751206
Bakırlıca	id=g:751207
Bakırlıboğazı	id=g:751208
Bakırlı	id=g:751209
Bakırlı	id=g:751210
Bakırlı	id=g:751211
Bakırlı	id=g:751212
Bakırköy	id=g:751213
Bakırköy	id=g:751214
Bakırköy	id=g:751215
Bakırköy	id=g:751216
Bakır Dağı	id=g:751217
Bakir Dağ	id=g:751218
Bakırcılar	id=g:751219
Bakırcık Deresi	id=g:751220
Bakırcı	id=g:751221
Bakırca	id=g:751222
Bakırboğazı	id=g:751223
Bakımlı Dağı	id=g:751224
Bakımlı	id=g:751225
Bakiler	id=g:751226
Bakdemirler	id=g:751227
Bakalı	id=g:751228
Bakacak Tepesi	id=g:751229
Bakacak Tepesi	id=g:751230
Bakacak Tepe	id=g:751231
Bakacak Tepe	id=g:751232
Bakacakliçiftliği	id=g:751233
Bakacakkule Tepesi	id=g:751234
Bakacakkadı	id=g:751235
Bakacak Dağı	id=g:751236
Bakacak Dağı	id=g:751237
Bakacak	id=g:751238
Bakacak	id=g:751239
Bakacak	id=g:751240
Bakacak	id=g:751241
Bakacak	id=g:751242
Bahtı	id=g:751243
Bahta	id=g:751244
Bahşiştepe	id=g:751245
Bahşioymak	id=g:751246
Bahşili	id=g:751247
Bahşi	id=g:751248
Bahşayış	id=g:751249
Bahşaşlı	id=g:751250
Bahıtlı Dağı	id=g:751251
Yaylacık	id=g:751252
Bahçesultan	id=g:751253
Bahçelikışla	id=g:751254
Bahçeli Kayaları	id=g:751255
Bahçelik	id=g:751256
Bahçeli	id=g:751257
Bahçeli	id=g:751258
Bahçeli	id=g:751259
Bahçeli	id=g:751260
Bahçeler	id=g:751261
Bahçeköy Dere	id=g:751262
Bahçeköy	id=g:751263
Bahçeköy	id=g:751264
Bahçeköy	id=g:751265
Bahçeköy	id=g:751266
Bahçeköy	id=g:751267
Bahçeköy	id=g:751268
Bahçeköy	id=g:751269
Bahçekonak	id=g:751270
Bahçedere	id=g:751271
Bahçedere	id=g:751272
Bahçecikılıcası	id=g:751273
Bahçecik Deresi	id=g:751274
Bahçecik	id=g:751275
Bahçecik	id=g:751276
Bahçecik	id=g:751277
Bahçecik	id=g:751278
Bahçecik	id=g:751279
Bahçecik	id=g:751280
Bahçecik	id=g:751281
Bahçebaşı	id=g:751282
Bahçeağıl	id=g:751283
Bahçe	id=g:751284
Bahaettinpaşa	id=g:751285
Bahadırlı	id=g:751286
Bahadır Deresi	id=g:751287
Bahadır	id=g:751288
Bağyüzü	id=g:751289
Bağyurdu	id=g:751290
Bağ Tepesi	id=g:751291
Bağsaray	id=g:751292
Bağpınarı	id=g:751293
Bağözü	id=g:751294
Bağören	id=g:751295
Bağlum	id=g:751296
Bağlısakderesi	id=g:751297
Bağlık	id=g:751298
Bağlıca	id=g:751299
Bağlıca	id=g:751300
Ballica	id=g:751301
Bağlıca	id=g:751302
Bağlıca	id=g:751303
Bahecik	id=g:751304
Bağlı	id=g:751305
Bağlarüstü	id=g:751306
Bağlar Tepesi	id=g:751307
Bağlarpınarı	id=g:751308
Bağlarca	id=g:751309
Bağlarbaşı	id=g:751310
Bağlarbaşı	id=g:751311
Bağlaraltı	id=g:751312
Bağlar	id=g:751313
Bağırsak Deresi	id=g:751314
Bağırganlı	id=g:751315
Bağinidara Suyu	id=g:751316
Bağ Deresi	id=g:751317
Bağdatlı	id=g:751318
Bağdatlı	id=g:751319
Bağdatlı	id=g:751320
Bağdaşan	id=g:751321
Bağcılı	id=g:751322
Bağcılar	id=g:751323
Bağcılar	id=g:751324
Bağcığaz	id=g:751325
Bağcığaz	id=g:751326
Bağçeşme Limanı	id=g:751327
Bağ Burnu	id=g:751328
Bağbaşı	id=g:751329
Bağbaşı	id=g:751330
Bağbaşı	id=g:751331
Bafra Ovası	id=g:751332
Bafracalı	id=g:751333
Bafra Burnu	id=g:751334
Bafra	id=g:751335
Badırlı	id=g:751336
Badırga	id=g:751337
Badıllı	id=g:751338
Badiğin Deresi	id=g:751339
Badicvan	id=g:751340
Bademli	id=g:751341
Bademli	id=g:751342
Bademli	id=g:751343
Bademli	id=g:751344
Bademci	id=g:751345
Bademce	id=g:751346
Bademçay	id=g:751347
Badembekdemir	id=g:751348
Badalankörfezi	id=g:751349
Bacıoğlu	id=g:751350
Bacılak	id=g:751351
Bacıköy	id=g:751352
Bacalı	id=g:751353
Bacakoğlu	id=g:751354
Bacaklıyayla Tepesi	id=g:751355
Babustan	id=g:751356
Babus	id=g:751357
Babuş	id=g:751358
Babasultan	id=g:751359
Babapınar	id=g:751360
Babaoğlu	id=g:751361
Babaoğlu	id=g:751362
Babalıoğlu	id=g:751363
Babalar	id=g:751364
Kuruyayla	id=g:751365
Babaköy	id=g:751366
Babaköy	id=g:751367
Babakonağı	id=g:751368
Babahızır	id=g:751369
Babaeski Deresi	id=g:751370
Babaeski	id=g:751371
Baba Deresi	id=g:751372
Baba Dere	id=g:751373
Baba Dağı	id=g:751374
Baba Dağı	id=g:751375
Babaçay	id=g:751376
Babacan	id=g:751377
Baba Burnu	id=g:751378
Baba Burnu	id=g:751379
Azmak Deresi	id=g:751381
Azmakağzı	id=g:751382
Azizler	id=g:751383
Aziziye	id=g:751384
Aziz	id=g:751385
Aziz	id=g:751386
Azı Tepesi	id=g:751387
Azdavay	id=g:751388
Azatlı Çiftliği	id=g:751389
Azatlı	id=g:751390
Azatlı	id=g:751391
Azat	id=g:751392
Azap İstasyonu	id=g:751393
Azap	id=g:751394
Azaklıhoca	id=g:751395
Azaklı	id=g:751396
Ayyıldız	id=g:751397
Ayvazpınarı	id=g:751398
Ayvazoğlu Deresi	id=g:751399
Ayvayeri	id=g:751400
Ayvatlı	id=g:751401
Ayvatlı	id=g:751402
Ayvatlar	id=g:751403
Ayvatlar	id=g:751404
Ayvatlar	id=g:751405
Ayvat	id=g:751406
Ayvat	id=g:751407
Ayvasul	id=g:751408
Ayvalıpınar	id=g:751409
Ayvalık Maaıhlamur	id=g:751410
Ayvalı Deresi	id=g:751411
Ucu Burun	id=g:751412
Ayvalı	id=g:751413
Ayvalı	id=g:751414
Ayvalı	id=g:751415
Ayvalı	id=g:751416
Ayvalı	id=g:751417
Ayvalı	id=g:751418
Ayvalı	id=g:751419
Ayvalı	id=g:751420
Ayvalar	id=g:751421
Ayvaköy	id=g:751422
Ayvadere	id=g:751423
Ayva Dağı	id=g:751424
Ayvaçukuru	id=g:751425
Ayvacık	id=g:751426
Ayvacık	id=g:751427
Ayvacık	id=g:751428
Ayvaca	id=g:751429
Ayvaca	id=g:751430
Ayva	id=g:751431
Ayva	id=g:751432
Ayvaköy	id=g:751433
Ay Tepesi	id=g:751434
Aytepeköy	id=g:751435
Aytaş	id=g:751436
Ayşeoğlu	id=g:751437
Ayseki	id=g:751438
Ayranpınar	id=g:751439
Ayrancı	id=g:751440
Ayne	id=g:751441
Aynalıkale	id=g:751442
Aynalı	id=g:751443
Aylı Dağı	id=g:751444
