Lyashchi	id=g:532830
Kolkhoz Luch	id=g:533782
Kolkhoz Luch	id=g:533783
Kolkhoz Luch	id=g:533784
Kolkhoz Luch	id=g:533785
Luch	id=g:533786
Luch	id=g:533787
Luch	id=g:533788
Luch	id=g:533789
Luch	id=g:533790
Lub’ye	id=g:533791
Lubyany	id=g:533792
Lubyany	id=g:533793
Lubyantsy	id=g:533794
Lubyanoye	id=g:533795
Lubyanki	id=g:533796
Lubyanki	id=g:533797
Lubyanki	id=g:533798
Lubyanka	id=g:533799
Lubyanka	id=g:533800
Lubyanka	id=g:533801
Lubyanka	id=g:533802
Lubyanka	id=g:533803
Lubyanka	id=g:533804
Lubyanka	id=g:533805
Lubyanka	id=g:533806
Lubyaniki	id=g:533807
Lubyaniki	id=g:533808
Lubyanaya	id=g:533809
Lubyagino	id=g:533810
Luppa	id=g:533811
Ozero Luboyarvi	id=g:533812
Luboshevo	id=g:533813
Luboshevo	id=g:533814
Lubosalma	id=g:533815
Lubonos	id=g:533816
Lubnya	id=g:533817
Lubnya	id=g:533818
Lubnishche	id=g:533819
Lubninka	id=g:533820
Lubniki	id=g:533821
Lubnik	id=g:533822
Lubna	id=g:533823
Lubloga	id=g:533824
Lubino	id=g:533825
Lubinka	id=g:533826
Lubinitsina	id=g:533827
Lubeyevo	id=g:533828
Lubet’	id=g:533829
Lubentsy	id=g:533830
Ozero Lubenskoye	id=g:533831
Lubenskoye	id=g:533832
Lubenskaya	id=g:533833
Lubenkino	id=g:533834
Lubenki	id=g:533835
Luben’ki	id=g:533836
Lubenka	id=g:533837
Lubenets	id=g:533838
Lubekerova	id=g:533839
Lubashino	id=g:533840
L’sta	id=g:533841
Lozyn’	id=g:533842
Lozymskaya	id=g:533843
Loz’yevo	id=g:533844
Lozy	id=g:533845
Lozy	id=g:533846
Ozero Lozskoye	id=g:533847
Ozero Lozskoye	id=g:533848
Lozovyy	id=g:533849
Lozovyy	id=g:533850
Lozovyy	id=g:533851
Lozovyy	id=g:533852
Lozovskoye	id=g:533853
Lozovskiy	id=g:533854
Lozovskaya	id=g:533855
Lozovoye	id=g:533856
Lozovoy	id=g:533857
Lozovoy	id=g:533858
Lozo-Vortsy	id=g:533859
Lozovka	id=g:533860
Lozovka	id=g:533861
Lozovka	id=g:533862
Lozovka	id=g:533863
Lozovka	id=g:533864
Stantsiya Lozovitsy	id=g:533865
Lozovaya	id=g:533866
Lozovaya	id=g:533867
Lozovaya	id=g:533868
Lozovaya	id=g:533869
Lozovaya	id=g:533870
Lozovoye	id=g:533871
Loznoye	id=g:533872
Loznoye	id=g:533873
Loznoy	id=g:533874
Loznoy	id=g:533875
Loznovskaya	id=g:533876
Loznitsy	id=g:533877
Loznëvo	id=g:533878
Loznaya	id=g:533879
Lozlivoye	id=g:533880
Lozki	id=g:533881
Lozinskogo	id=g:533882
Raz”yezd Lozinovskiy	id=g:533883
Lozinovaya Vershina	id=g:533884
Lozib	id=g:533885
Lozhkovo	id=g:533886
Lozhkino	id=g:533887
Lozhkino	id=g:533888
Lozhkina	id=g:533889
Stantsiya Lozhki	id=g:533890
Lozhki	id=g:533891
Lozhki	id=g:533892
Lozhki	id=g:533893
Lozhki	id=g:533894
Lozhkari	id=g:533895
Lozhitovskaya Kanava	id=g:533896
Lozhitovo	id=g:533897
Ostrov Lozhikino	id=g:533898
Lozhgolovo	id=g:533899
Loza-Udmurtskaya	id=g:533900
Loza	id=g:533901
Loza	id=g:533902
Loza	id=g:533903
Krasnaya Loza	id=g:533904
Ozero Layya	id=g:533905
Loynya	id=g:533906
Loyno	id=g:533907
Loyna	id=g:533908
Loymolan-Yoki	id=g:533909
Ozero Loymolan”yarvi	id=g:533910
Loymola	id=g:533911
Loymola	id=g:533912
Loymina	id=g:533913
Loyma	id=g:533914
Loyga	id=g:533915
Loyga	id=g:533916
Khutora Loyevo	id=g:533917
Loyevo	id=g:533918
Razvaliny Loyevka	id=g:533919
Loyda	id=g:533920
Loychino	id=g:533921
Ozero Loyanskoye	id=g:533922
Ozero Lovzhe-Ozero	id=g:533923
Lovygino	id=g:533924
Lovyagin	id=g:533925
Lovtsy	id=g:533926
Lovtsovo	id=g:533927
Lovtsovo	id=g:533928
Ostrov Lovtsin	id=g:533929
Lovozerskiy Rayon	id=g:533930
Lovozerskiye Tundry	id=g:533931
Ozero Lovozero	id=g:533932
Lovozero	id=g:533933
Ozero Lovno	id=g:533934
Lovno	id=g:533935
Lovnitsa	id=g:533936
Lovlya	id=g:533937
Lovlya	id=g:533938
Lovlinskiy	id=g:533939
Lovlinskaya	id=g:533940
Lovkolovo	id=g:533941
Livitsa	id=g:533942
Lovetskiye Borki	id=g:533943
Ostrov Lovetskiy	id=g:533944
Lovets	id=g:533945
Lovchikovo	id=g:533946
Lovchikovo	id=g:533947
Lovayarvi	id=g:533948
Lovatyanka	id=g:533949
Lovat’	id=g:533950
Lovatyanka	id=g:533951
Lovat’	id=g:533952
Stantsiya Lovasitsy	id=g:533953
Guba Lov	id=g:533954
Louzna	id=g:533955
Lout-Ostrov	id=g:533956
Ozero Lout	id=g:533957
Banka Lounatmatala	id=g:533958
Louksa	id=g:533959
Louko	id=g:533960
Ozero Loukhskoye	id=g:533961
Loukhskiy Rayon	id=g:533962
Loukhi-Yëki	id=g:533963
Loukhi	id=g:533964
Ozero Louka-Lambina	id=g:533965
Latynikha	id=g:533966
Lutto	id=g:533967
Lotta	id=g:533968
Ostrov Lotsmanskiy	id=g:533969
Lotrevo	id=g:533970
Lotra-Bagishi	id=g:533971
Lotovitsy	id=g:533972
Lotoshniki	id=g:533973
Lotoshinskiy Rayon	id=g:533974
Lotoshino	id=g:533975
Lotokovo	id=g:533976
Lotmozero	id=g:533977
Lotka	id=g:533978
Mys Loternyy	id=g:533979
Lotoshok	id=g:533980
Bol’shoy Lotoshok	id=g:533981
Lotaki	id=g:533982
Losvinka	id=g:533983
Losukovka	id=g:533984
Losta	id=g:533985
Ruchey Losruchey	id=g:533986
Lososkovshchina	id=g:533987
Lososkino	id=g:533988
Ozero Lososinskoye	id=g:533989
Ozero Lososinoye	id=g:533990
Lososinnoye	id=g:533991
Lososinka	id=g:533992
Lososinka	id=g:533993
Ruchey Lososenka	id=g:533994
Losochi	id=g:533995
Ozero Losno	id=g:533996
Losna	id=g:533997
Los’myanka	id=g:533998
Ostanovochnyy Punkt Los’mino	id=g:533999
Los’mino	id=g:534000
Los’minka	id=g:534001
Losmina	id=g:534002
Los’mena	id=g:534003
Loskutovo	id=g:534004
Loskutovo	id=g:534005
Loskov-Yaga	id=g:534006
Loskotovo	id=g:534007
Loske	id=g:534008
Loskatukhino	id=g:534009
Lositsy	id=g:534010
Losinskoye	id=g:534011
Boloto Losinoye	id=g:534012
Losinoye	id=g:534013
Losinoye	id=g:534014
Losino-Petrovskiy	id=g:534015
Sovkhoz Losinoostrovskiy	id=g:534016
Losinoostrovskiy	id=g:534017
Stantsiya Losinoostrovskaya	id=g:534018
Losino	id=g:534019
Losino	id=g:534020
Losinnovo	id=g:534021
Losinki	id=g:534022
Losinga	id=g:534023
Losinets	id=g:534024
Losinets	id=g:534025
Losinaya Gora	id=g:534026
Losinaya Gora	id=g:534027
Gora Losinaya	id=g:534028
Losi	id=g:534029
Ozero Loshnëvo	id=g:534030
Gora Loshkuta	id=g:534031
Lashkovitsy	id=g:534032
Loshkayeva	id=g:534033
Loshkarikha	id=g:534034
Loshkari	id=g:534035
Loshitsy	id=g:534036
Loshëvo	id=g:534037
Loshëvo	id=g:534038
Loshchitsy	id=g:534039
Loshchintsy	id=g:534040
Loshchinovskiy	id=g:534041
Loshchino	id=g:534042
Loshchinka	id=g:534043
Ozero Loshchinka	id=g:534044
Loshchinka	id=g:534045
Loshchina	id=g:534046
Loshchikhino	id=g:534047
Stantsiya Lashchi	id=g:534048
Loshchemlya	id=g:534049
Loshatovo	id=g:534050
Loshakovo	id=g:534051
Loshakovo	id=g:534052
Loshakovka	id=g:534053
Loshaikha	id=g:534054
Loshach’ye	id=g:534055
Losha	id=g:534056
Losevo	id=g:534057
Stantsiya Losevo	id=g:534058
Losevo	id=g:534059
Losevo	id=g:534060
Losevo	id=g:534061
Losevo	id=g:534062
Losevo	id=g:534063
Losevo	id=g:534064
Losevo	id=g:534065
Losevo	id=g:534066
Losevo	id=g:534067
Losevo	id=g:534068
Losevo	id=g:534069
Losevo	id=g:534070
Losevo	id=g:534071
Losevo	id=g:534072
Losevo	id=g:534073
Losevo	id=g:534074
Losevka	id=g:534075
Losevka	id=g:534076
Losevka	id=g:534077
Losevskiy	id=g:534078
Losevka	id=g:534079
Ostanovochnyy Punkt Los’	id=g:534080
Ostrova Los’	id=g:534081
Los’	id=g:534082
Raz”yezd Loris	id=g:534083
Loriny	id=g:534084
Lorgino	id=g:534085
Lep’yuvozh	id=g:534086
Lop”yuvad	id=g:534087
Lop”yu	id=g:534088
Lop’-Yu	id=g:534089
Lop’yu	id=g:534090
Lep”yu	id=g:534091
Lep”yu	id=g:534092
Lep’yu	id=g:534093
Lep”yu	id=g:534094
Lop’yu	id=g:534095
Lopyshi	id=g:534096
Lopyri	id=g:534097
Lopydino	id=g:534098
Ozero Lopyavr	id=g:534099
Lopyavara	id=g:534100
Lop’yal	id=g:534101
Lop’ya	id=g:534102
Lop'ya	id=g:534103
Lop’ya	id=g:534104
Lop’ya	id=g:534105
Lopvador	id=g:534106
Lopva	id=g:534107
Lopva	id=g:534108
Lopva	id=g:534109
Lopuznya	id=g:534110
Lopuskoye	id=g:534111
Lopush’	id=g:534112
Lopukhovka	id=g:534113
Lopukhovka	id=g:534114
Lopukhovka	id=g:534115
Lopukhovka	id=g:534116
Lopukhovka	id=g:534117
Lopukhovka	id=g:534118
Lopukhovka	id=g:534119
Lopukhovka	id=g:534120
Lopukhovatyy	id=g:534121
Ozero Lopukhovatoye	id=g:534122
Ozero Lopukhovatka	id=g:534123
Lopukhinovka	id=g:534124
Lopukhino	id=g:534125
Lopukhino	id=g:534126
Lopukhinka	id=g:534127
Lopukhinka	id=g:534128
Lopukhi	id=g:534129
Lopukhi	id=g:534130
Loptyuga	id=g:534131
Loptyuga	id=g:534132
Loptyuga	id=g:534133
Ozero Lopskoye	id=g:534134
Mys Lopskiy	id=g:534135
Lopskaya	id=g:534136
Lopshen’ga	id=g:534137
Lopshen’ga	id=g:534138
Ozero Lopozero	id=g:534139
Lopovka	id=g:534140
Lopotovo	id=g:534141
Lopotovo	id=g:534142
Lopoten’	id=g:534143
Lopino	id=g:534144
Lopino	id=g:534145
Lopino	id=g:534146
Lopin	id=g:534147
Liman Lopilovskiy	id=g:534148
Lopets	id=g:534149
Lopenyarskoye Ozero	id=g:534150
Boloto Lopenyarskoye	id=g:534151
Lopazna	id=g:534152
Lopaukhi	id=g:534153
Lopat’yevo	id=g:534154
Lopat-Ozero	id=g:534155
Lopatovo	id=g:534156
Lopatovo	id=g:534157
Lopatnitsy	id=g:534158
Lopatni	id=g:534159
Lopatkino	id=g:534160
Lopatkino	id=g:534161
Ostrova Lopatkina	id=g:534162
Bol’shiye Lopatki	id=g:534163
Lopatki	id=g:534164
Gora Lopatka	id=g:534165
Lopatka	id=g:534166
Lopatki	id=g:534167
Lopatishchi	id=g:534168
Lopatishche	id=g:534169
Lopatiny	id=g:534170
Lopatiny	id=g:534171
Lopatinskiy Rayon	id=g:534172
Ozëra Lopatinskiye	id=g:534173
Lopatinskiy	id=g:534174
Lopatinskiy	id=g:534175
Stantsiya Lopatino	id=g:534176
Stantsiya Lopatino	id=g:534177
Lopatino	id=g:534178
Lopatino	id=g:534179
Lopatino	id=g:534180
Lopatino	id=g:534181
Lopatino	id=g:534182
Lopatino	id=g:534183
Lopatino	id=g:534184
Lopatino	id=g:534185
Lopatino	id=g:534186
Lopatino	id=g:534187
Lopatino	id=g:534188
Lopatino	id=g:534189
Lopatino	id=g:534190
Lopatino	id=g:534191
Lopatino	id=g:534192
Lopatino	id=g:534193
Lopatino	id=g:534194
Lopatino	id=g:534195
Lopatino	id=g:534196
Lopatino	id=g:534197
Lopatino	id=g:534198
Lopatino	id=g:534199
Lopatino	id=g:534200
Lopatino	id=g:534201
Lopatino	id=g:534202
Lopatino	id=g:534203
Lopatino	id=g:534204
Lopatino	id=g:534205
Lopatino	id=g:534206
Lopatino	id=g:534207
Lopatino	id=g:534208
Lopatino	id=g:534209
Lopatino	id=g:534210
Lopatinki	id=g:534211
Lopatina	id=g:534212
Ostrov Lopatin	id=g:534213
Ostrov Lopatin	id=g:534214
Lopatin	id=g:534215
Lopatin	id=g:534216
Kutan Lopatin	id=g:534217
Urochishche Lopatikha	id=g:534218
Lopatikha	id=g:534219
Lopatikha	id=g:534220
Lopatikha	id=g:534221
Lopatchikha	id=g:534222
Ozero Lopata	id=g:534223
Lopata	id=g:534224
Lopata	id=g:534225
Lopata	id=g:534226
Lopata	id=g:534227
Lopata	id=g:534228
Lopasy	id=g:534229
Ozero Lopastnoye	id=g:534230
Lopastino	id=g:534231
Lopastino	id=g:534232
Lopastino	id=g:534233
Lapastino	id=g:534234
Lopastikha	id=g:534235
Lopasnya	id=g:534236
Lopashino	id=g:534237
Lopashino	id=g:534238
Lopas	id=g:534239
Loparskaya	id=g:534240
Lopari	id=g:534241
Lopari	id=g:534242
Loparëvo	id=g:534243
Lopanka	id=g:534244
Lopandino	id=g:534245
Lopan	id=g:534246
Lopan’	id=g:534247
Mys Lopalakhta	id=g:534249
Lopakovo	id=g:534250
Lopaikha	id=g:534251
Lopa	id=g:534252
Stantsiya Loo	id=g:534253
Lonnitsa	id=g:534254
Lonnitsa	id=g:534255
Ruchey Lonna	id=g:534256
Lonna	id=g:534257
Lonna	id=g:534258
Lonki-Vortsy	id=g:534259
Lonka	id=g:534260
Lonikha	id=g:534261
Longonvara	id=g:534262
Longaner	id=g:534263
Ozero Lonëv	id=g:534264
Lonenka	id=g:534265
Gora Londush-Vara	id=g:534266
Londonskaya Otmel’	id=g:534267
Lomy Pokrovskiye	id=g:534268
Lomy	id=g:534269
Lomy	id=g:534270
Lomy	id=g:534271
Urochishche Lomy	id=g:534272
Lomy	id=g:534273
Lomy	id=g:534274
Lomy	id=g:534275
Lomy	id=g:534276
Lomy	id=g:534277
Lomy	id=g:534278
Lomy	id=g:534279
Lomy	id=g:534280
Urochishche Lomy	id=g:534281
Lomy	id=g:534282
Lomy	id=g:534283
Lomy	id=g:534284
Grachëvka	id=g:534285
Ostrova Lomtishnyye	id=g:534286
Lomtevo	id=g:534287
Lomtevo	id=g:534288
Stantsiya Lompad’	id=g:534289
Lomozero	id=g:534290
Lom-Ozero	id=g:534291
Lomovyye	id=g:534292
Lomovtsev	id=g:534293
Lomy	id=g:534294
Lomovskiy	id=g:534295
Stantsiya Lomovoye	id=g:534296
Lomovoye	id=g:534297
Lomovoye	id=g:534298
Lomovoye	id=g:534299
Lomovo	id=g:534300
Lomovo	id=g:534301
Lomovo	id=g:534302
Lomoviki	id=g:534303
Lomovka	id=g:534304
Lomovka	id=g:534305
Lomovka	id=g:534306
Lomovka	id=g:534307
Lomovka	id=g:534308
Lomovka	id=g:534309
Lomovka	id=g:534310
Lomovka	id=g:534311
Lomovka	id=g:534312
Lomovka	id=g:534313
Lomovka	id=g:534314
Lomovka	id=g:534315
Lomovka	id=g:534316
Lomovka	id=g:534317
Lomovka	id=g:534318
Lomovka	id=g:534319
Lomovka	id=g:534320
Stantsiya Lomovis	id=g:534321
Lomovis	id=g:534322
Lomovets	id=g:534323
Lomovets	id=g:534324
Lomovaya	id=g:534325
Lomovoye	id=g:534326
Ozero Lomovatoye	id=g:534327
Lomovatova	id=g:534328
Lomovatka	id=g:534329
Lomovatka	id=g:534330
Lomova	id=g:534331
Lomonosovskiy Rayon	id=g:534332
Lomonosovskiy Rayon	id=g:534333
Lomonosovo	id=g:534334
Lomonosovo	id=g:534335
Lomonosovo	id=g:534336
Lomonosovo	id=g:534337
Lomonosovo	id=g:534338
Lomonosovka	id=g:534339
Lomonosova	id=g:534340
Lomonosov	id=g:534341
Lomok	id=g:534342
Lomnya	id=g:534343
Lomnoye	id=g:534344
Lomnik	id=g:534345
Lom-Komary	id=g:534346
Lomki	id=g:534347
Lomki	id=g:534348
Lomki	id=g:534349
Lomki	id=g:534350
Lomipolzovo	id=g:534351
Lomintsevskiy	id=g:534352
Lomintsevo	id=g:534353
Lomenka	id=g:534354
Lomikha	id=g:534355
Lomik	id=g:534356
Lomigory	id=g:534357
Lomeykovo	id=g:534358
Lomchezërka	id=g:534359
Lomaty	id=g:534360
Topki	id=g:534361
Lomatka	id=g:534362
Lomanchino	id=g:534363
Lomanaya Noga	id=g:534364
Lomakovka	id=g:534365
Lomakov	id=g:534366
Lomakino	id=g:534367
Lomakino	id=g:534368
Lomakino	id=g:534369
Lomakino	id=g:534370
Lomakino	id=g:534371
Lomakin	id=g:534372
Lamakin	id=g:534373
Lomakin	id=g:534374
Lomakin	id=g:534375
Lomakin	id=g:534376
Lom	id=g:534377
Lom	id=g:534378
Lom	id=g:534379
Lom	id=g:534380
Lom	id=g:534381
Lom	id=g:534382
Lom	id=g:534383
Lom’	id=g:534384
Lom	id=g:534385
Lom	id=g:534386
Lolym	id=g:534387
Loloshur-Vozzhi	id=g:534388
Lologonitl’	id=g:534389
Lolog	id=g:534390
Lollez-Zhik’ya	id=g:534391
Lollez’ Udmurtskaya	id=g:534392
Loktionovo	id=g:534393
Loktevo	id=g:534394
Loktevo	id=g:534395
Lokteva	id=g:534396
Loktevo	id=g:534397
Loktev	id=g:534398
Loktev	id=g:534399
Loksha	id=g:534401
Stantsiya Lokottsy	id=g:534402
Lokottsy	id=g:534403
Lokottsy	id=g:534404
Lokotsko	id=g:534405
Lokotok	id=g:534406
Lokotnya	id=g:534407
Lokotki	id=g:534408
Lokotets	id=g:534409
Lokotenka	id=g:534410
Stantsiya Lokot’	id=g:534411
Lokot’	id=g:534412
Lokot’	id=g:534413
Lokot’	id=g:534414
Stantsiya Lokomotivstroy	id=g:534415
Loknyanskiy Rayon	id=g:534416
Loknya	id=g:534417
Loknya	id=g:534418
Loknya	id=g:534419
Loknya	id=g:534420
Loknya	id=g:534421
Loknya	id=g:534423
Loknya	id=g:534424
Lokna	id=g:534425
Ozero Loknovo	id=g:534426
Ozero Lokno	id=g:534427
Lokno	id=g:534428
Lokna	id=g:534429
Lokno	id=g:534430
Ozero Loki-Lambina	id=g:534431
Lokh’yansel’kya	id=g:534432
Ozero Lokht-Yarvi	id=g:534433
Loptunovo	id=g:534434
Loktiny	id=g:534435
Ozero Lokhta	id=g:534436
Lokhta	id=g:534437
Lokhta	id=g:534438
Lokhovskoye	id=g:534439
Raz”yezd Lokhovo	id=g:534440
Lokhovo	id=g:534441
Lokhovo	id=g:534442
Lokhovka	id=g:534443
Lakhava	id=g:534444
Lokhoma	id=g:534445
Lokhoma	id=g:534446
Lokhodomovo	id=g:534447
Lokhny	id=g:534448
Lokhnovo	id=g:534449
Lokhmatovka	id=g:534450
Lokhivaara	id=g:534451
Lokhioya	id=g:534452
Lokhino	id=g:534453
Lokhini	id=g:534454
Lokhguba	id=g:534455
Lokh	id=g:534456
Lokh	id=g:534457
Lokchim	id=g:534458
Lokanvara	id=g:534459
Lokanlakhti	id=g:534460
Loinskaya	id=g:534462
Loino	id=g:534463
Logviny	id=g:534464
Logvinovka	id=g:534465
Logvino	id=g:534466
Logush	id=g:534467
Logunovo	id=g:534468
Logunovo	id=g:534469
Log-Ruchey	id=g:534470
Logozovichi	id=g:534471
Logovskoy	id=g:534472
Logovskiy	id=g:534473
Logovskiy	id=g:534474
Logovskiy	id=g:534475
Logovoye	id=g:534476
Logovoy	id=g:534477
Logovo	id=g:534478
Logovo	id=g:534479
Logovo	id=g:534480
Logovitsy	id=g:534481
Logovino	id=g:534482
Logovezh'	id=g:534483
Logovaya	id=g:534484
Logovaya	id=g:534485
Logovatoye	id=g:534486
Logovaarakka	id=g:534487
Logovaarakka	id=g:534488
Logoshur	id=g:534489
Ozero Logonovitsa	id=g:534490
Logolyuk	id=g:534491
Mys Lognavolok	id=g:534492
Ozero Logmozero	id=g:534493
Logmo-Ruchey	id=g:534494
Logmanova	id=g:534495
Ozero Logi-Yarvi	id=g:534496
Logirëvka	id=g:534497
Login”yag	id=g:534498
Logintsevo	id=g:534499
Loginskoye Tovarishchestvo	id=g:534500
Loginsel’ga	id=g:534501
Ozero Loginovskoye	id=g:534502
Loginovskaya	id=g:534503
Ozero Loginovo	id=g:534504
Loginovo	id=g:534505
Loginovo	id=g:534506
Loginovo	id=g:534507
Loginovo	id=g:534508
Loginovo	id=g:534509
Loginovo	id=g:534510
Loginovo	id=g:534511
Loginovo	id=g:534512
Loginovo	id=g:534513
Loginovo	id=g:534514
Loginovo	id=g:534515
Loginovo	id=g:534516
Loginovo	id=g:534517
Loginovo	id=g:534518
Loginovka	id=g:534519
Loginovka	id=g:534520
Guba Loginova	id=g:534521
Loginova	id=g:534522
Loginovo	id=g:534523
Loginova	id=g:534524
Logi	id=g:534525
Logduz	id=g:534526
Gora Logau-Khokh	id=g:534527
Logachikha	id=g:534528
Logachevskiy	id=g:534529
Logachëvo	id=g:534530
Logachëvka	id=g:534531
Logachëvka	id=g:534532
Logachëvka	id=g:534533
Loga	id=g:534534
Log	id=g:534535
Log	id=g:534536
Log	id=g:534537
Log	id=g:534538
Ozëra Lofturskiye	id=g:534539
Loftura	id=g:534540
Mys Lofli	id=g:534541
Lofitskoye	id=g:534542
Lofitskiy	id=g:534543
Lodyzhino	id=g:534544
Lodyzhenskaya	id=g:534545
Lodygino	id=g:534546
Lodygina	id=g:534547
Lodva	id=g:534548
Ozero Lodovo	id=g:534549
Lodozera	id=g:534550
Ostrov Lodochnyy	id=g:534551
Lodochnoye	id=g:534552
Ozero Lod’mozero	id=g:534553
Lod’mozero	id=g:534554
Lodma	id=g:534555
Lod’ma	id=g:534556
Ozëra Lodeynyye	id=g:534557
Ostrov Lodeynyy	id=g:534558
Mys Lodeynyy	id=g:534559
Lodeynoye Pole	id=g:534560
Lodeynoye	id=g:534561
Lodeynopol’skiy Rayon	id=g:534562
Guba Lodeynaya	id=g:534563
Lodeynaya	id=g:534564
Lodeyno	id=g:534565
Lodeyka	id=g:534566
Loch'-Say	id=g:534567
Lochkina	id=g:534568
Loch'	id=g:534569
Lobzha	id=g:534570
Lobyr'	id=g:534571
Lobyntsevo	id=g:534572
Lobynshchina	id=g:534573
Lyubyni	id=g:534574
Ozero Lobynets	id=g:534575
Lobynets	id=g:534576
Lobtsovo	id=g:534577
Lobskoye	id=g:534578
Lobozovo	id=g:534579
Loboykov	id=g:534580
Lobovskiye Dvory	id=g:534581
Ostrov Lobovoy	id=g:534582
Lobovo	id=g:534583
Lobovka	id=g:534584
Lobovka	id=g:534585
Lobovka	id=g:534586
Lobova Balka	id=g:534587
Lobov	id=g:534588
Loboshur	id=g:534589
Lobonovo	id=g:534590
Lobok	id=g:534591
Lobok	id=g:534592
Lobodin	id=g:534593
Loboda	id=g:534594
Lobnya	id=g:534595
Ozero Lobno	id=g:534596
Lobno	id=g:534597
Lobkovo	id=g:534598
Lobkovo	id=g:534599
Lobkovo	id=g:534600
Lobkovo	id=g:534601
Lobkovo	id=g:534602
Lobkovo	id=g:534603
Lobkovo	id=g:534604
Lobkovo	id=g:534605
Lobki Vtoryye	id=g:534606
Lobki Tret’i	id=g:534607
Lobki Pervyye	id=g:534608
Lobki	id=g:534609
Lobki	id=g:534610
Lobki	id=g:534611
Lobka	id=g:534612
Lobdin	id=g:534613
Lobdin	id=g:534614
Urochishche Lobbozh	id=g:534615
Lobazy	id=g:534616
Labazy	id=g:534617
Lobazovo	id=g:534618
Labastovo	id=g:534619
Ostrov Lobaskoy	id=g:534620
Lobaski	id=g:534621
Lobaski	id=g:534622
Lobashkino	id=g:534623
Ozero Lobash	id=g:534624
Lobash	id=g:534625
Lobany	id=g:534626
Lobany	id=g:534627
Lobany	id=g:534628
Lobany	id=g:534629
Lobantsevo	id=g:534630
Lobanskiy	id=g:534631
Lobanovskiye Vyselki	id=g:534632
Sovkhoz Lobanovskiy	id=g:534633
Lobanovskaya	id=g:534634
Lobanovo	id=g:534635
Stantsiya Lobanovo	id=g:534636
Lobanovo	id=g:534637
Lobanovo	id=g:534638
Lobanovo	id=g:534639
Lobanovo	id=g:534640
Lobanovo	id=g:534641
Lobanovo	id=g:534642
Lobanovo	id=g:534644
Lobanovo	id=g:534645
Lobanovo	id=g:534646
Lobanovo	id=g:534647
Lobanovo	id=g:534648
Lobanovo	id=g:534649
Lobanovo	id=g:534650
Lobanovo	id=g:534651
Lobanovo	id=g:534652
Lobanovo	id=g:534653
Malyy Utrish	id=g:534654
Lobanovka	id=g:534655
Lobanovka	id=g:534656
Lobanovka	id=g:534657
Lobanovka	id=g:534658
Lobanova	id=g:534659
Lobanova	id=g:534660
Lobanikha	id=g:534661
Loban’	id=g:534662
Loban	id=g:534663
Loban’	id=g:534664
Lobakin	id=g:534665
Lobachi	id=g:534666
Lobachi	id=g:534667
Lobachevskiy	id=g:534668
Lobachëv	id=g:534669
Lobachëv	id=g:534670
Lob’	id=g:534671
Stantsiya L’nyanaya	id=g:534672
L’nyanaya	id=g:534673
L’nozavod	id=g:534674
Ozero L’nyanoye	id=g:534675
Gora Lkha	id=g:534676
Leshkas-Aslamasy	id=g:534677
Lizunovo	id=g:534678
Lizunovka	id=g:534679
Lizogubovka	id=g:534680
Lizinovka	id=g:534681
Ozero Lizhmozero	id=g:534682
Lizhmozero	id=g:534683
Ozero Lizhmenskoye	id=g:534684
Stantsiya Lizhma	id=g:534685
Lizhma	id=g:534686
Lizhma	id=g:534687
Lizhma	id=g:534688
Lizhma	id=g:534689
Lizhemskaya Guba	id=g:534690
Lizanovo	id=g:534691
Liza	id=g:534692
Liz	id=g:534693
Liyete	id=g:534694
Liyada	id=g:534695
Ozero Livozero	id=g:534696
Livornoye	id=g:534697
Livonskoye	id=g:534698
Ozero Livo	id=g:534699
Livo	id=g:534700
Livny	id=g:534701
Livna	id=g:534702
Ozero Livlinskoye	id=g:534703
Ozero Livinskoye	id=g:534704
Livinka	id=g:534705
Livervary	id=g:534706
Liven’ye	id=g:534707
Livenskoye	id=g:534708
Livenskiy Rayon	id=g:534709
Livenskaya	id=g:534710
Livenskaya	id=g:534711
Livenka	id=g:534712
Livenka	id=g:534713
Livenka	id=g:534714
Livenka	id=g:534715
Livenka	id=g:534716
Livenka	id=g:534717
Urochishche Liva-Tundra	id=g:534718
Livanskiye Dvory	id=g:534719
Livanovka	id=g:534720
Livana	id=g:534721
Stantsiya Livamyae	id=g:534722
Livadka	id=g:534723
Ozero Liva	id=g:534724
Liva	id=g:534725
Liva	id=g:534726
Liusvara	id=g:534727
Banka Lius	id=g:534728
Litvintsevo	id=g:534729
Litvinovskaya Buda	id=g:534730
Litvinovskaya	id=g:534731
Ozero Litvinovo	id=g:534732
Litvino	id=g:534733
Litvinovo	id=g:534734
Litvinovo	id=g:534735
Litvinovo	id=g:534736
Litvinovo	id=g:534737
Litvinovo	id=g:534738
Litvinovo	id=g:534739
Litvinovo	id=g:534740
Litvinovo	id=g:534741
Litvinovo	id=g:534742
Litvinovo	id=g:534743
Litvinovka	id=g:534744
Litvinovka	id=g:534745
Litvinovka	id=g:534746
Litvinovka	id=g:534747
Litvinovka	id=g:534748
Litvinovo	id=g:534749
Litvinovka	id=g:534750
Litvinov	id=g:534751
Litvinov	id=g:534752
Litvinki	id=g:534753
Litvinovo	id=g:534754
Litva	id=g:534755
Litunovka	id=g:534756
Ostrov Littrov	id=g:534757
Ostrova Litskiye	id=g:534758
Mys Litskiy	id=g:534759
Ozero Litsa	id=g:534760
Litruchey	id=g:534761
Ozero Litovskoye	id=g:534762
