Estancia Las Dalias	id=g:3848480
Puesto La Manija	id=g:3850181
Lomadas de La Maniera	id=g:3850182
Puesto La Manga	id=g:3850183
Puesto La Manga	id=g:3850184
Puesto La Manga	id=g:3850185
Arroyo La Manga	id=g:3850186
La Manga	id=g:3850187
La Manga	id=g:3850188
La Manga	id=g:3850189
La Manga	id=g:3850190
Estancia La Manea	id=g:3850191
Cerro La Manea	id=g:3850192
La Manchuria	id=g:3850193
Estancia La Mancha Verde	id=g:3850194
Estancia La Mancha Blanca	id=g:3850195
Estancia La Mancha	id=g:3850196
Cerro La Mancha	id=g:3850197
Estancia La Mañana	id=g:3850198
Estancia La Mallina	id=g:3850199
Estancia La Maleta	id=g:3850200
La Maleta	id=g:3850201
Laguna La Malaguita	id=g:3850202
Estancia La Málaga	id=g:3850203
La Maladilla	id=g:3850204
La Majadilla	id=g:3850205
Puesto La Majada	id=g:3850206
Cerro La Majada	id=g:3850207
La Majada	id=g:3850208
La Majada	id=g:3850209
Estancia La Magnolia	id=g:3850210
Estancia La Maggie	id=g:3850211
Fábrica La Magdalena	id=g:3850212
Estancia La Magdalena	id=g:3850213
Estancia La Magdalena	id=g:3850214
Estancia La Magdalena	id=g:3850215
Estancia La Magdalena	id=g:3850216
Estancia La Magdalena	id=g:3850217
Estancia La Magdalena	id=g:3850218
Estancia La Magdalena	id=g:3850219
Estancia La Magdalena	id=g:3850220
Estancia La Magdalena	id=g:3850221
Estancia La Magdalena	id=g:3850222
Estancia La Magdalena	id=g:3850223
Estancia La Magdalena	id=g:3850224
Estancia La Magdalena	id=g:3850225
Estancia La Magdalena	id=g:3850226
Estancia La Magdalena	id=g:3850227
Estancia La Magdalena	id=g:3850228
Chacra La Magdalena	id=g:3850229
Cabaña La Magdalena	id=g:3850230
Estancia La Madura	id=g:3850231
Estancia La Madrugada	id=g:3850232
Estancia La Madrugada	id=g:3850233
Estancia La Madrugada	id=g:3850234
Estancia La Madrugada	id=g:3850235
Estancia La Madrugada	id=g:3850236
Estancia La Madrugada	id=g:3850237
Estancia La Madrugada	id=g:3850238
Estancia La Madrugada	id=g:3850239
La Madrugada	id=g:3850240
La Madrid	id=g:3850241
Estancia La Madreselva	id=g:3850242
Estancia La Madreselva	id=g:3850243
La Madreselva	id=g:3850244
Arroyo La Madera	id=g:3850245
Estancia La Maciega	id=g:3850246
Laguna La Machuca	id=g:3850247
Estancia La Machuca	id=g:3850248
Estancia La Macareña	id=g:3850249
La Macana	id=g:3850250
Estancia La Mabel	id=g:3850251
La Lyda	id=g:3850252
Estancia La Luz	id=g:3850253
Estancia La Luz	id=g:3850254
La Lusitana	id=g:3850255
Estancia La Luna	id=g:3850256
Estancia La Luna	id=g:3850257
Estancia La Luna	id=g:3850258
La Luna	id=g:3850259
Arroyo La Lumbrera	id=g:3850260
Estancia La Lujanera	id=g:3850261
Estancia La Luisita	id=g:3850262
Estancia La Luisa Sur	id=g:3850263
Estancia La Luisa	id=g:3850264
Estancia La Luisa	id=g:3850265
Estancia La Luisa	id=g:3850266
Estancia La Luisa	id=g:3850267
Estancia La Luisa	id=g:3850268
Estancia La Luisa	id=g:3850269
Estancia La Luisa	id=g:3850270
Estancia La Luisa	id=g:3850271
Estancia La Luisa	id=g:3850272
Estancia La Luisa	id=g:3850273
Estancia La Luisa	id=g:3850274
Estancia La Luisa	id=g:3850275
Estancia La Luisa	id=g:3850276
La Luisa	id=g:3850277
La Luisa	id=g:3850278
Estancia La Lucita	id=g:3850279
Colonia La Lucinda	id=g:3850280
Puesto La Lucila	id=g:3850281
Estancia La Lucila	id=g:3850282
Estancia La Lucila	id=g:3850283
Estancia La Lucila	id=g:3850284
Estancia La Lucila	id=g:3850285
La Lucila	id=g:3850286
La Lucila	id=g:3850287
Estancia La Lucía	id=g:3850288
Estancia La Lucía	id=g:3850289
Estancia La Lucía	id=g:3850290
Estancia La Lucía	id=g:3850291
Estancia La Lucía	id=g:3850292
Chacras La Lucía	id=g:3850293
Río La Lucha	id=g:3850294
Estancia La Lucha	id=g:3850295
Estancia La Lucha	id=g:3850296
Estancia La Lucha	id=g:3850297
Estancia La Lucha	id=g:3850298
Estancia La Lucha	id=g:3850299
Estancia La Luca	id=g:3850300
Estancia L. Altuna	id=g:3850301
Estancia La Lorenza	id=g:3850302
Estancia La Lorenza	id=g:3850303
Laguna La Loquita	id=g:3850304
Puesto La Lonja	id=g:3850305
Puesto La Lonja	id=g:3850306
Estancia La Lonja	id=g:3850307
Estancia La Lonja	id=g:3850308
Estancia La Lonja	id=g:3850309
Colonia La Lonja	id=g:3850310
Colonia La Lonja	id=g:3850311
La Lonja	id=g:3850312
La Lonja	id=g:3850313
Estancia La Lomita	id=g:3850314
Estancia La Lomita	id=g:3850315
La Lomita	id=g:3850316
La Lomita	id=g:3850317
La Lomita	id=g:3850318
Estancia La Loma Redonda	id=g:3850319
La Lomada	id=g:3850320
Puesto La Loma	id=g:3850321
Estancia La Loma	id=g:3850322
Estancia La Loma	id=g:3850323
Estancia La Loma	id=g:3850324
Estancia La Loma	id=g:3850325
Cerro La Loma	id=g:3850326
La Loma	id=g:3850327
La Loma	id=g:3850328
Estancia La Lolilla	id=g:3850329
La Lolilla	id=g:3850330
Estancia La Lola	id=g:3850331
Estancia La Lola	id=g:3850332
Estancia La Lola	id=g:3850333
Estancia La Lola	id=g:3850334
Estancia La Lola	id=g:3850335
La Lola	id=g:3850336
La Lola	id=g:3850337
Estancia La Lochiel	id=g:3850338
Laguna La Loca	id=g:3850339
La Lobería	id=g:3850340
Colonia La Llave Vieja	id=g:3850341
Colonia La Llave Sur	id=g:3850342
Colonia La Llave Nueva	id=g:3850343
Puesto La Llanura	id=g:3850344
Estancia La Llaneza	id=g:3850345
Chacra La Lita	id=g:3850346
Estancia La Lisa	id=g:3850347
Estancia La Liria	id=g:3850348
La Lipela	id=g:3850349
La Línea	id=g:3850350
Puesto La Linda	id=g:3850351
Laguna La Linda	id=g:3850352
Estancia La Linda	id=g:3850353
Estancia La Linda	id=g:3850354
La Limpia	id=g:3850355
Estancia La Liliana	id=g:3850356
Estancia La Liliana	id=g:3850357
Chacra La Liliana	id=g:3850358
Estancia La Lila	id=g:3850359
Cerro La Liga	id=g:3850360
Loma La Liebre Colgada	id=g:3850361
Laguna La Liebre	id=g:3850362
La Liebre	id=g:3850363
Estancia La Lid ia	id=g:3850364
Estancia La Lid ia	id=g:3850365
La Lidia	id=g:3850366
La Libia	id=g:3850367
Puesto La Libertad	id=g:3850368
Puente La Libertad	id=g:3850369
Estancia La Libertad	id=g:3850370
Estancia La Libertad	id=g:3850371
Estancia La Libertad	id=g:3850372
La Libertad	id=g:3850373
Puesto La Liberata	id=g:3850374
La Libanesa	id=g:3850375
Estancia La Lía	id=g:3850376
Estancia La Levadura	id=g:3850377
Estancia La Lérida	id=g:3850378
La Lérida	id=g:3850379
Estancia La Leopoldina	id=g:3850380
Cremería La Leopoldina	id=g:3850381
Estancia La Leontine	id=g:3850382
Estancia La Leontina	id=g:3850383
Estancia La Leonor	id=g:3850384
Estancia La Leonor	id=g:3850385
Estancia La Leonor	id=g:3850386
Estancia La Leonor	id=g:3850387
Estancia La Leonor	id=g:3850388
La Leonor	id=g:3850389
Estancia La Leonia	id=g:3850390
Estancia La Leonesa	id=g:3850391
Colonia La Leoncita	id=g:3850392
Cerro La Leoncita	id=g:3850393
Vega La Leona	id=g:3850394
Río La Leona	id=g:3850395
Puesto La Leona	id=g:3850396
Laguna La Leona	id=g:3850397
Laguna La Leona	id=g:3850398
Laguna La Leona	id=g:3850399
Estancia La Leona	id=g:3850400
Estancia La Leona	id=g:3850401
Cerro La Leona	id=g:3850402
Bajo La Leona	id=g:3850403
La Leona	id=g:3850404
La Leona	id=g:3850405
Cerro La Leña	id=g:3850406
Cerro La Leña	id=g:3850407
Cerro La Leña	id=g:3850408
La Leña	id=g:3850409
Cerro L. Alemán	id=g:3850410
Estancia La Lela	id=g:3850411
La Lejía	id=g:3850412
La Leila	id=g:3850413
Estancia La Legua	id=g:3850414
Estancia La Legua	id=g:3850415
Estancia La Legua	id=g:3850416
Estancia La Legua	id=g:3850417
Estancia La Legua	id=g:3850418
Colonia La Legua	id=g:3850419
La Legua	id=g:3850420
La Legua	id=g:3850421
La Legua	id=g:3850422
Cuchilla de La Lechuza	id=g:3850423
La Lechuza	id=g:3850424
La Lechiguana	id=g:3850425
Arroyo La Lechera	id=g:3850426
La Lechera	id=g:3850427
Laguna La Leche	id=g:3850428
Arroyo La Leche	id=g:3850429
Estancia La Lealtad	id=g:3850430
Estancia La Laurita	id=g:3850431
Estancia La Laurita	id=g:3850432
Estancia La Laurita	id=g:3850433
La Laurentina	id=g:3850434
Estancia La Laura	id=g:3850435
Estancia La Laura	id=g:3850436
Estancia La Laura	id=g:3850437
Estancia La Laura	id=g:3850438
Estancia La Laura	id=g:3850439
Estancia La Laura	id=g:3850440
La Laura	id=g:3850441
La Lata de Rosario	id=g:3850442
Almacén La Lata	id=g:3850443
La Lata	id=g:3850444
La Lata	id=g:3850445
Laguna La Larga	id=g:3850446
Laguna La Larga	id=g:3850447
Laguna La Larga	id=g:3850448
Laguna La Larga	id=g:3850449
Laguna La Larga	id=g:3850450
Estancia La Larga	id=g:3850451
Estancia La Larga	id=g:3850452
Estancia La Larga	id=g:3850453
La Larga	id=g:3850454
La Larga	id=g:3850455
Estancia La Lanza	id=g:3850456
Estancia La Langosta	id=g:3850457
Almacén La Lama	id=g:3850458
La Laja	id=g:3850459
Estancia La Laida	id=g:3850460
Estancia La Lagunita	id=g:3850461
Cerro La Lagunita	id=g:3850462
Arroyo La Lagunita	id=g:3850463
La Lagunita	id=g:3850464
La Lagunita	id=g:3850465
Quebrada de La Laguna	id=g:3850466
Puesto La Laguna	id=g:3850467
Puesto La Laguna	id=g:3850468
Puesto La Laguna	id=g:3850469
Puesto La Laguna	id=g:3850470
Puesto La Laguna	id=g:3850471
Puesto La Laguna	id=g:3850472
Portillo de La Laguna	id=g:3850473
Obraje La Laguna	id=g:3850474
Estancia La Laguna	id=g:3850475
Estancia La Laguna	id=g:3850476
Cerro de La Laguna	id=g:3850477
Cerro La Laguna	id=g:3850478
Cerro La Laguna	id=g:3850479
Arroyo de La Laguna	id=g:3850480
La Laguna	id=g:3850481
La Laguna	id=g:3850482
La Laguna	id=g:3850483
La Laguna	id=g:3850484
La Laguna	id=g:3850485
La Laguna	id=g:3850486
La Laguna	id=g:3850487
La Laguna	id=g:3850488
La Laguna	id=g:3850489
La Laguna	id=g:3850490
La Laguna	id=g:3850491
La Laguna	id=g:3850492
La Laguna	id=g:3850493
La Laguna	id=g:3850494
La Laguna	id=g:3850495
La Laguna	id=g:3850496
Arroyo La Lágrima	id=g:3850497
Laguna La Kika	id=g:3850498
Estancia La Jutlandia	id=g:3850499
Estancia La Justina	id=g:3850500
Estancia La Justa	id=g:3850501
Estancia La Justa	id=g:3850502
Cerros de La Junta	id=g:3850503
La Junta	id=g:3850504
La Junta	id=g:3850505
La Junta	id=g:3850506
La Junta	id=g:3850507
La Junta	id=g:3850508
La Junta	id=g:3850509
Almacén La Juliana	id=g:3850510
La Juliana	id=g:3850511
Estancia La Julia	id=g:3850512
Estancia La Julia	id=g:3850513
Estancia La Julia	id=g:3850514
Estancia La Julia	id=g:3850515
Estancia La Julia	id=g:3850516
Estancia La Julia	id=g:3850517
Estancia La Julia	id=g:3850518
Estancia La Julia	id=g:3850519
Estancia La Julia	id=g:3850520
Estancia La Julia	id=g:3850521
Colonia La Julia	id=g:3850522
La Julia	id=g:3850523
Estancia La Juli	id=g:3850524
Cerro Lajudo	id=g:3850525
Puesto La Juanita	id=g:3850526
Puesto La Juanita	id=g:3850527
Puesto La Juanita	id=g:3850528
Puesto La Juanita	id=g:3850529
Estancia La Juanita	id=g:3850530
Estancia La Juanita	id=g:3850531
Estancia La Juanita	id=g:3850532
Estancia La Juanita	id=g:3850533
Estancia La Juanita	id=g:3850534
Estancia La Juanita	id=g:3850535
Estancia La Juanita	id=g:3850536
Estancia La Juanita	id=g:3850537
Estancia La Juanita	id=g:3850538
Estancia La Juanita	id=g:3850539
Estancia La Juanita	id=g:3850540
Estancia La Juanita	id=g:3850541
Estancia La Juanita	id=g:3850542
Estancia La Juanita	id=g:3850543
Estancia La Juanita	id=g:3850544
Estancia La Juanita	id=g:3850545
Estancia La Juanita	id=g:3850546
Estancia La Juanita	id=g:3850547
Colonia La Juanita	id=g:3850548
La Juanita	id=g:3850549
La Juanita	id=g:3850550
La Juanita	id=g:3850551
La Juanita	id=g:3850552
La Juanita	id=g:3850553
La Juana Rosa	id=g:3850554
La Juana María	id=g:3850555
Estancia La Juana	id=g:3850556
Estancia La Juana	id=g:3850557
La Juana	id=g:3850558
Estancia La Joyita	id=g:3850559
Estancia La Joya	id=g:3850560
Estancia La Jovita	id=g:3850561
La Jovita	id=g:3850562
La Jovita	id=g:3850563
Isla La Josefina	id=g:3850564
Estancia La Josefina	id=g:3850565
Estancia La Josefina	id=g:3850566
Estancia La Josefina	id=g:3850567
Estancia La Josefina	id=g:3850568
Estancia La Josefina	id=g:3850569
Estancia La Josefina	id=g:3850570
Estancia La Josefina	id=g:3850571
Estancia La Josefina	id=g:3850572
Estancia La Josefina	id=g:3850573
Estancia La Josefina	id=g:3850574
Estancia La Josefina	id=g:3850575
Estancia La Josefina	id=g:3850576
Estancia La Josefina	id=g:3850577
Estancia La Josefina	id=g:3850578
Estancia La Josefina	id=g:3850579
Estancia La Josefina	id=g:3850580
Estancia La Josefina	id=g:3850581
Estancia La Josefina	id=g:3850582
Estancia La Josefina	id=g:3850583
Estancia La Josefina	id=g:3850584
Estancia La Josefina	id=g:3850585
Colonia La Josefina	id=g:3850586
Cabaña La Josefina	id=g:3850587
La Josefina	id=g:3850588
La Josefina	id=g:3850589
La Josefina	id=g:3850590
La Josefina	id=g:3850591
Puesto La Josefa	id=g:3850592
Estancia La Josefa	id=g:3850593
Estancia La Josefa	id=g:3850594
Estancia La Josefa	id=g:3850595
Estancia La Josefa	id=g:3850596
La Josefa	id=g:3850597
Estancia La Jorgelina	id=g:3850598
Estancia La Jorgelina	id=g:3850599
Estancia La Joaquina	id=g:3850600
Estancia La Joaquina	id=g:3850601
Cerro Lajitas	id=g:3850602
Arroyo Lajitas	id=g:3850603
Estancia La Jesusa	id=g:3850604
La Jaya	id=g:3850605
La Jaula	id=g:3850606
La Jaula	id=g:3850607
Cumbre de las Lajas	id=g:3850608
Cordón de las Lajas	id=g:3850609
Cerro las Lajas	id=g:3850610
Cerro de las Lajas	id=g:3850611
Cerro de las Lajas	id=g:3850612
Estancia La Jarilla	id=g:3850613
Estancia La Jarilla	id=g:3850614
Cerro La Jarilla	id=g:3850615
La Jarilla	id=g:3850616
La Jarilla	id=g:3850617
Estancia La Jacinta	id=g:3850618
Estancia La Jacinta	id=g:3850619
La Jacinta	id=g:3850620
Estancia La Italo Argentina	id=g:3850621
Estancia La Itala	id=g:3850622
Estancia La Isolina	id=g:3850623
Estancia La Isleta del Lobo	id=g:3850624
Puesto La Isleta	id=g:3850625
Estancia La Isleta	id=g:3850626
Estancia La Isleta	id=g:3850627
La Isleta	id=g:3850628
Puesto La Isla Verde	id=g:3850629
Puesto La Isla de las Flores	id=g:3850630
Estancia La Isla	id=g:3850631
Estancia La Isla	id=g:3850632
Estancia La Isla	id=g:3850633
Estancia La Isla	id=g:3850634
Estación La Isla	id=g:3850635
Cerro La Isla	id=g:3850636
La Isla	id=g:3850637
La Isla	id=g:3850638
La Isla	id=g:3850639
La Isla	id=g:3850640
La Isla	id=g:3850641
La Isla	id=g:3850642
La Isla	id=g:3850643
La Isla	id=g:3850644
La Isla	id=g:3850645
La Isla	id=g:3850646
La Isla	id=g:3850647
La Isla	id=g:3850648
La Isla	id=g:3850649
La Isla	id=g:3850650
La Isla	id=g:3850651
La Isla	id=g:3850652
Estancia La Isidora	id=g:3850653
Estancia La Isaura	id=g:3850654
Estancia La Isaura	id=g:3850655
La Isabela	id=g:3850656
Estancia La Isabel	id=g:3850657
Estancia La Isabel	id=g:3850658
Estancia La Isabel	id=g:3850659
Estancia La Isabel	id=g:3850660
Estancia La Isabel	id=g:3850661
Estancia La Isabel	id=g:3850662
Estancia La Isabel	id=g:3850663
Estancia La Isabel	id=g:3850664
Estancia La Isabel	id=g:3850665
Estancia La Isabel	id=g:3850666
Estancia La Isabel	id=g:3850667
Estancia La Isabel	id=g:3850668
Almacén La Isabel	id=g:3850669
La Isabel	id=g:3850670
La Isabel	id=g:3850671
La Isabel	id=g:3850672
Estancia La Irma	id=g:3850673
Estancia La Irma	id=g:3850674
La Irma	id=g:3850675
Estancia La Irene	id=g:3850676
Estancia La Irene	id=g:3850677
La Irene	id=g:3850678
La Irene	id=g:3850679
Túnel La Invernada Norte	id=g:3850680
Túnel La Invernada	id=g:3850681
Puesto La Invernada	id=g:3850682
Puesto La Invernada	id=g:3850683
Puesto La Invernada	id=g:3850684
Puesto La Invernada	id=g:3850685
Isla La Invernada	id=g:3850686
Estancia La Invernada	id=g:3850687
Estancia La Invernada	id=g:3850688
Estancia La Invernada	id=g:3850689
Estancia La Invernada	id=g:3850690
Estancia La Invernada	id=g:3850691
Estancia La Invernada	id=g:3850692
Estancia La Invernada	id=g:3850693
Estancia La Invernada	id=g:3850694
Cerro La Invernada	id=g:3850695
La Invernada	id=g:3850696
La Invernada	id=g:3850697
La Invernada	id=g:3850698
La Invernada	id=g:3850699
La Invernada	id=g:3850700
La Invernada	id=g:3850701
La Invencible	id=g:3850702
Estancia La Intermedia	id=g:3850703
Estancia La Inocencia	id=g:3850704
La Inglesa	id=g:3850705
Río Láinez	id=g:3850706
Puesto La Inés	id=g:3850707
Estancia La Inés	id=g:3850708
Estancia La Inés	id=g:3850709
Colonia La Inés	id=g:3850710
La Inés	id=g:3850711
Estancia La Indiana	id=g:3850712
Estancia La Indiana	id=g:3850713
Colonia La Indiana	id=g:3850714
Chacra La Indiana	id=g:3850715
Estancia La Independencia	id=g:3850716
Estancia La Ilda	id=g:3850717
Puesto La Iguana	id=g:3850718
La Iguana	id=g:3850719
La Idra	id=g:3850720
Estancia La Ideal	id=g:3850721
Estancia La Idalina	id=g:3850722
Estancia La Ida	id=g:3850723
Estancia La Ibérica	id=g:3850724
La Iberica	id=g:3850725
Estancia La Iberia	id=g:3850726
Cerro Lai Aike	id=g:3850727
Cañadón Lai Aike	id=g:3850728
Lai Aike	id=g:3850729
Lahusen	id=g:3850730
Puesto La Humildad	id=g:3850731
La Humada	id=g:3850732
Estación La Hullera	id=g:3850733
La Hullera	id=g:3850734
Cerro La Huitrera	id=g:3850735
Estancia La Huinco	id=g:3850736
Puesto de La Huerta	id=g:3850737
La Huerta	id=g:3850738
La Huerta	id=g:3850739
La Huerta	id=g:3850740
La Huerta	id=g:3850741
La Huerta	id=g:3850742
La Huerta	id=g:3850743
Puesto La Huella	id=g:3850744
Estancia La Huella	id=g:3850745
Estancia La Huella	id=g:3850746
Estancia La Huella	id=g:3850747
Estancia La Huella	id=g:3850748
La Huayquería	id=g:3850749
Quebrada La Hoyada	id=g:3850750
Puesto La Hoyada	id=g:3850751
Estancia La Hoyada	id=g:3850752
Cerro La Hoyada	id=g:3850753
Cerro La Hoyada	id=g:3850754
La Hoyada	id=g:3850755
La Hoyada	id=g:3850756
La Hoyada	id=g:3850757
La Hoyada	id=g:3850758
La Hoyada	id=g:3850759
La Hoyada	id=g:3850760
La Hoyada	id=g:3850761
La Hoyada	id=g:3850762
La Hoyada	id=g:3850763
Estancia La Hoya	id=g:3850764
La Hoya	id=g:3850765
La Hortiguera	id=g:3850766
Puesto La Hortensia	id=g:3850767
La Horqueta Sur	id=g:3850768
La Horqueta Norte	id=g:3850769
Quebrada La Horqueta	id=g:3850770
Puesto La Horqueta	id=g:3850771
Puesto La Horqueta	id=g:3850772
Puesto La Horqueta	id=g:3850773
Puesto La Horqueta	id=g:3850774
Médano de La Horqueta	id=g:3850775
Estancia La Horqueta	id=g:3850776
Estancia La Horqueta	id=g:3850777
Cerro La Horqueta	id=g:3850778
Cerro La Horqueta	id=g:3850779
Cerro La Horqueta	id=g:3850780
Cañadón La Horqueta	id=g:3850781
Arroyo La Horqueta	id=g:3850782
La Horqueta	id=g:3850783
La Horqueta	id=g:3850784
La Horqueta	id=g:3850785
La Horqueta	id=g:3850786
La Horqueta	id=g:3850787
La Horqueta	id=g:3850788
La Horqueta	id=g:3850789
La Horqueta	id=g:3850790
La Horqueta	id=g:3850791
La Hornilla	id=g:3850792
Estancia La Hormiga	id=g:3850793
Estancia La Honradez	id=g:3850794
Estancia La Honoria	id=g:3850795
Estancia La Honoria	id=g:3850796
Estancia La Honoria	id=g:3850797
Río La Hondura	id=g:3850798
Arroyo La Hondura	id=g:3850799
La Holandesa	id=g:3850800
Estancia La Holanda	id=g:3850801
Estancia La Holanda	id=g:3850802
La Holanda	id=g:3850803
La Holanda	id=g:3850804
Estancia La Himalaya	id=g:3850805
Colonia La Himalaya	id=g:3850806
Sierra La Higuerita	id=g:3850807
La Higuera del Alumbre	id=g:3850808
Río La Higuera	id=g:3850809
La Higuera	id=g:3850810
La Higuera	id=g:3850811
La Higuera	id=g:3850812
La Higuera	id=g:3850813
La Higuera	id=g:3850814
La Hiedra	id=g:3850815
Estancia La Hibernia	id=g:3850816
La Herrería	id=g:3850817
La Herrería	id=g:3850818
Isla de La Herradura	id=g:3850819
Estancia La Herradura	id=g:3850820
Estancia La Herradura	id=g:3850821
Estancia La Herradura	id=g:3850822
Estancia La Herradura	id=g:3850823
La Herradura	id=g:3850824
Laguna La Herminia	id=g:3850825
Estancia La Herminia	id=g:3850826
Estancia La Herminia	id=g:3850827
Chacra La Herminia	id=g:3850828
Estancia La Hermina	id=g:3850829
Estancia La Herencia	id=g:3850830
Estancia La Helvética	id=g:3850831
Estancia La Helvecia	id=g:3850832
Estancia La Helenita	id=g:3850833
Estancia La Helada	id=g:3850834
La Hediondita	id=g:3850835
La Hediondita	id=g:3850836
La Hedionda	id=g:3850837
Estancia La Hebilla	id=g:3850838
Estancia La Hebe	id=g:3850839
Estancia La Haydée Segunda	id=g:3850840
Estancia La Haydée	id=g:3850841
Estancia La Haydée	id=g:3850842
La Hanza	id=g:3850843
Estancia La Hansa	id=g:3850844
Estancia La Gurelda	id=g:3850845
Cerro las Lagunitas	id=g:3850846
Cerro de las Lagunitas	id=g:3850847
Cerro Lagunitas	id=g:3850848
Arroyo Lagunitas	id=g:3850849
Lagunitas	id=g:3850850
Cerro Lagunita del Tolar	id=g:3850851
Cerro Lagunita Colorada	id=g:3850852
Puesto de la Lagunita	id=g:3850853
Puesto Lagunita	id=g:3850854
Puesto Lagunita	id=g:3850855
Ex Fortín Lagunita	id=g:3850856
Estancia Lagunita	id=g:3850857
Estancia Lagunita	id=g:3850858
Estancia Lagunita	id=g:3850859
Cerro de la Lagunita	id=g:3850860
Cerro de la Lagunita	id=g:3850861
Cerro Lagunita	id=g:3850862
Cerro Lagunita	id=g:3850863
Cerro Lagunita	id=g:3850864
Arroyo Lagunita	id=g:3850865
Alto de la Lagunita	id=g:3850866
Abra de la Lagunita	id=g:3850867
Abra Lagunita	id=g:3850868
Lagunita	id=g:3850869
Lagunita	id=g:3850870
Lagunita	id=g:3850871
Lagunita	id=g:3850872
Lagunita	id=g:3850873
Lagunita	id=g:3850874
Cerros Lagunillos	id=g:3850875
Cerro Lagunillas	id=g:3850877
Alto de Lagunillas	id=g:3850878
Lagunillas	id=g:3850879
Estancia Lagunilla	id=g:3850880
Cerro la Lagunilla	id=g:3850881
Arroyo Lagunilla	id=g:3850882
Lagunilla	id=g:3850883
Lagunilla	id=g:3850884
Lagunilla	id=g:3850885
Lagunilla	id=g:3850886
Lagunilla	id=g:3850887
Laguna Yema	id=g:3850888
Salina de la Laguna Verde	id=g:3850889
Quebrada Laguna Verde	id=g:3850890
Estancia Laguna Verde	id=g:3850891
Estancia Laguna Verde	id=g:3850892
Cerros Laguna Verde	id=g:3850893
Cerro de la Laguna Verde	id=g:3850894
Cerro de la Laguna Verde	id=g:3850895
Cerro Laguna Verde	id=g:3850896
Cañadón de la Laguna Verde	id=g:3850897
Cerro Laguna Tanquis	id=g:3850898
Cerro Lagunas Turbias	id=g:3850899
Meseta de las Lagunas Sin Fondo	id=g:3850900
Arroyo Lagunas Largas	id=g:3850901
Lagunas Largas	id=g:3850902
Cerro de Lagunas Frías	id=g:3850904
Estancia Laguna Seca	id=g:3850905
Estación Laguna Seca	id=g:3850906
Paso Laguna de Teno	id=g:3850907
Quebrada de Lagunas Blancas	id=g:3850908
Estancia Laguna Sarmiento	id=g:3850909
Puesto Laguna Salada	id=g:3850910
Río de las Lagunas	id=g:3850911
Portezuelo de Lagunas	id=g:3850912
Mallín de las Lagunas	id=g:3850913
Estancia Lagunas	id=g:3850914
Cordón de las Lagunas	id=g:3850915
Cerro las Lagunas	id=g:3850916
Cerro de las Lagunas	id=g:3850917
Cerro Laguna Pedernal	id=g:3850918
Estación Laguna Paiva	id=g:3850919
Laguna Paiva	id=g:3850920
Laguna Oscura	id=g:3850921
Paso Laguna Negra	id=g:3850922
Cerro Laguna Negra	id=g:3850923
Laguna Miranda	id=g:3850924
Puesto Laguna La Tagua	id=g:3850925
Estancia Laguna Larga	id=g:3850926
Estancia Laguna Larga	id=g:3850927
Cerro Laguna Larga	id=g:3850928
Laguna Larga	id=g:3850929
Laguna Larga	id=g:3850930
Salitral Laguna La Josefina	id=g:3850931
Laguna Helada	id=g:3850932
Estancia Laguna Guitarra	id=g:3850933
Laguna Guanacache	id=g:3850934
Salitral Laguna Grande	id=g:3850935
Puesto Laguna Grande	id=g:3850936
Estancia Laguna Grande	id=g:3850937
Estancia Laguna Grande	id=g:3850938
Estancia Laguna Grande	id=g:3850939
Laguna Grande	id=g:3850940
Laguna Grande	id=g:3850941
Laguna Grande	id=g:3850942
Portezuelo los Cristales	id=g:3850943
Cerro Laguna Esperanza	id=g:3850944
Cerro Laguna Escondida	id=g:3850945
Bajo de la Laguna Escondida	id=g:3850946
Quebrada de la Laguna Escarchada	id=g:3850947
Estancia Laguna El Zorro	id=g:3850948
Laguna de Robles	id=g:3850949
Estancia Laguna de Piedra	id=g:3850950
Bajo Laguna del Zorro	id=g:3850951
Estancia Laguna del Zaino	id=g:3850952
Cerro Laguna del Torro	id=g:3850953
Salitral Laguna del Telégrafo	id=g:3850954
Laguna del Suncho	id=g:3850955
Paso de la Laguna del Pelado	id=g:3850956
Alto de la Laguna de los Ontiveros	id=g:3850957
Estancia Laguna de los Cisnes	id=g:3850958
Estancia Laguna del Oro	id=g:3850959
Estancia Laguna del Moro	id=g:3850960
Laguna del Monte	id=g:3850961
Estancia Laguna del Molle Pillahuinco	id=g:3850962
Estancia Laguna del Medio	id=g:3850963
Salitral Laguna del Incendio	id=g:3850964
Bajo de la Laguna del Diablo	id=g:3850965
Puesto Laguna del Cencerro	id=g:3850966
Estancia Laguna del Boer	id=g:3850967
Paso de la Laguna Intermedio	id=g:3850968
Laguna de Gomez	id=g:3850969
Paso Laguna de Epulafquén	id=g:3850970
Salina Laguna Colorada Chica	id=g:3850971
Estancia Laguna Colorada	id=g:3850972
Estancia Laguna Colorada	id=g:3850973
Alto de Laguna Colorada	id=g:3850974
Chacra Laguna Clara	id=g:3850975
Estancia Laguna Cifré	id=g:3850976
Estancia Laguna Chica	id=g:3850977
Puesto Laguna Cercana	id=g:3850978
Portezuelo Laguna Campana	id=g:3850979
Cerro Laguna Blanca Norte	id=g:3850980
Sierra Laguna Blanca	id=g:3850981
Puesto Laguna Blanca	id=g:3850982
Parque Nacional Laguna Blanca	id=g:3850983
Pampa de la Laguna Blanca	id=g:3850984
