Tunanitas	id=g:3791117
La Guayana	id=g:3796014
Guinima	id=g:3796015
Punta Guinima	id=g:3796016
Gunimita	id=g:3796017
Quebrada Guire	id=g:3796018
Cerro de Guiria	id=g:3796019
La Guiria	id=g:3796020
Punta Guiria	id=g:3796021
Río Guiria	id=g:3796022
Punta El Gusano	id=g:3796023
Hacienda Gutierrez	id=g:3796024
Hamacas	id=g:3796025
El Hato	id=g:3796026
Arroyo de La Herbarda	id=g:3796027
Ensenada Hicacos	id=g:3796028
Cerro El Hombre	id=g:3796029
Quebrada Honda	id=g:3796030
Hondonada Cogollal	id=g:3796031
Caño La Horqueta	id=g:3796032
Cerro La Horqueta	id=g:3796033
Cerro La Horqueta	id=g:3796034
Fila La Horqueta	id=g:3796035
Isla La Horqueta	id=g:3796036
La Horqueta	id=g:3796037
La Horqueta	id=g:3796038
La Horqueta	id=g:3796039
La Horqueta	id=g:3796040
Paso La Horqueta	id=g:3796041
Quebrada La Horqueta	id=g:3796042
La Hoyada	id=g:3796043
El Hoyo	id=g:3796044
Los Hoyos	id=g:3796045
Quebrada El Hoyo	id=g:3796046
Hueco de Humo	id=g:3796047
Hueco de Piedra	id=g:3796048
Hueco Hondo	id=g:3796049
Hueco Oscuro	id=g:3796050
Hueso de Mato	id=g:3796051
Hueso de Mula	id=g:3796052
Humo	id=g:3796053
El Imposible	id=g:3796054
Quebrada Imposible	id=g:3796055
Cerro El Indio	id=g:3796056
El Indio	id=g:3796057
Punta El Infierno	id=g:3796058
Cerro Los Ipures	id=g:3796059
Los Ipures	id=g:3796060
Quebrada Irene	id=g:3796061
La Isla	id=g:3796062
Punta El Isleño	id=g:3796063
El Islote	id=g:3796064
Jabillal	id=g:3796065
Jabillal	id=g:3796066
Jabillal	id=g:3796067
Quebrada Jabillal	id=g:3796068
Jerusalén	id=g:3796069
Cerro El Jobal	id=g:3796070
El Jobal	id=g:3796071
El Jobo	id=g:3796072
Los Jobos	id=g:3796073
Lomas de José Barreto	id=g:3796074
Punta José María	id=g:3796075
Cerro Juan Burro	id=g:3796076
Punta Juan Diego	id=g:3796077
Juan Franco	id=g:3796078
Juan Pedro	id=g:3796079
Juan Sánchez	id=g:3796080
Punta de Juancito	id=g:3796081
Juasjuillar	id=g:3796082
Kennedy	id=g:3796083
La Ladera	id=g:3796084
Laguna	id=g:3796085
Morro de Laguna Chica	id=g:3796086
Arroyo Laguna Grande	id=g:3796087
Caño La Laguna	id=g:3796088
Cerro La Laguna	id=g:3796089
Hacienda La Laguna	id=g:3796090
Isla La Laguna	id=g:3796091
La Laguna	id=g:3796092
La Laguna	id=g:3796093
La Laguna	id=g:3796094
Quebrada La Laguna	id=g:3796095
Hacienda La Lagunita	id=g:3796096
La Lagunita	id=g:3796097
Las Lagunitas	id=g:3796098
Quebrada Las Lagunitas	id=g:3796099
Punta Larga	id=g:3796100
El Latal	id=g:3796101
Lechozal	id=g:3796102
Cerro El León	id=g:3796103
Rí El León	id=g:3796104
Cerro de La Leona	id=g:3796105
Limón	id=g:3796106
Cerro El Limón	id=g:3796107
El Limón	id=g:3796108
El Limón	id=g:3796109
El Limón	id=g:3796110
Loma El Limón	id=g:3796111
Quebrada El Limón	id=g:3796112
Quebrada El Limón	id=g:3796113
Cerro La Llanada	id=g:3796114
La Llanada	id=g:3796115
Quebrada La Llanada	id=g:3796116
El Llano	id=g:3796117
Cerro Llorón	id=g:3796118
Cerro El Llorón	id=g:3796119
Punta El Loco	id=g:3796120
Loma de Chuparipal	id=g:3796121
Loma de Gran Pobre	id=g:3796122
Loma de Marín	id=g:3796123
Loma del Carmen	id=g:3796124
La Loma	id=g:3796125
La Loma	id=g:3796126
La Loma	id=g:3796127
Fila Lomo de Caballo	id=g:3796128
Londres	id=g:3796129
Londres Arriba	id=g:3796130
Cerro El Loro	id=g:3796131
Lucía	id=g:3796132
La Macanilla	id=g:3796133
Quebrada La Macanilla	id=g:3796134
Macanillal	id=g:3796135
Macanillal	id=g:3796136
Macanillal	id=g:3796137
Macanillal	id=g:3796138
Macanillal Afuera	id=g:3796139
Fila Macanillar	id=g:3796140
Cerro El Macho	id=g:3796141
El Maco	id=g:3796142
Punta Macurito	id=g:3796143
La Magnifica	id=g:3796144
Quebrada Majagua	id=g:3796145
Majagual	id=g:3796146
Majagual	id=g:3796147
Cerro Majagual	id=g:3796148
Cerro Las Majaguas	id=g:3796149
Las Majaguas	id=g:3796150
Quebrada Mal Paso	id=g:3796151
Malagueño	id=g:3796152
Cabo Malapascua	id=g:3796153
Quebrada Malave	id=g:3796154
Punta Malecón	id=g:3796155
Malvascual	id=g:3796156
Mamural	id=g:3796157
Mana Hambre	id=g:3796158
Manacal	id=g:3796159
Manacal	id=g:3796160
Río Manacal	id=g:3796161
Manacalito	id=g:3796162
Cerro Manatial	id=g:3796163
Punta de Manantial	id=g:3796164
Los Manantiales	id=g:3796165
Los Manantiales	id=g:3796166
Manare	id=g:3796167
Cerro Manare	id=g:3796168
Quebrada Manare	id=g:3796169
Manglillo	id=g:3796170
El Manglillo	id=g:3796171
Punta Manglillo	id=g:3796172
El Mango	id=g:3796173
Hacienda Los Mangos	id=g:3796174
Los Mangos	id=g:3796175
Los Mangos	id=g:3796176
Los Mangos	id=g:3796177
Los Mangos	id=g:3796178
Los Mangos	id=g:3796179
Quebrada Los Mangos	id=g:3796180
Manguito	id=g:3796181
Manicuare	id=g:3796182
Cerro Manuelita	id=g:3796183
Río Manazanares	id=g:3796184
Manazanillo	id=g:3796185
Punta de Manazanillo	id=g:3796186
Quebrada Manzanillo	id=g:3796187
Ensenada Manzanillos	id=g:3796188
Los Manzanillos	id=g:3796189
Cerro Mapire	id=g:3796190
Río Mapire	id=g:3796191
Mapuey	id=g:3796192
Mapurite	id=g:3796193
Cerro Mapurite	id=g:3796194
Maraca	id=g:3796195
Río Maraval	id=g:3796196
Cerro La Maravilla	id=g:3796197
Cerro La Maravilla	id=g:3796198
Río Maremare	id=g:3796199
Acueducto de Margarita	id=g:3796200
Quebrada Margarita	id=g:3796201
Las Margaritas	id=g:3796202
Río Mariano	id=g:3796203
Las Marias	id=g:3796204
Las Marias	id=g:3796205
Quebrada Las Marias	id=g:3796206
Limonal Marichal	id=g:3796207
Marín Arriba	id=g:3796208
Cerro Marín	id=g:3796209
Los Marín	id=g:3796210
Cerro Las Maritas	id=g:3796211
Mariticual	id=g:3796212
Marivela	id=g:3796213
Río Marivela	id=g:3796214
Más Nunca	id=g:3796215
Mata de Mango	id=g:3796216
Mata Redonda	id=g:3796217
Cerro Mata Redonda	id=g:3796218
Laguna Mata Redonda	id=g:3796219
Punta Mata Redonda	id=g:3796220
Quebrada Mata Redonda	id=g:3796221
Matacual	id=g:3796222
Ensenada Matacual	id=g:3796223
Fila de Matacual	id=g:3796224
Quebrada Matacual	id=g:3796225
Matapalo	id=g:3796226
Maturín	id=g:3796227
Maturín	id=g:3796228
Maturincito	id=g:3796229
Maturincito	id=g:3796230
Mauraquito	id=g:3796231
Quebrada Maurati	id=g:3796232
El Mayal	id=g:3796233
Mayalito	id=g:3796234
Cerro Los Maza	id=g:3796235
Bajo del Medio	id=g:3796236
Morro del Medio	id=g:3796237
Punta del Medio	id=g:3796238
Punta del Medio	id=g:3796239
Punta el Medio	id=g:3796240
Quebrada El Medio	id=g:3796241
Río del Medio	id=g:3796242
Río El Medio	id=g:3796243
Las Melenas	id=g:3796244
Quebrada Merced	id=g:3796245
Las Mercedes	id=g:3796246
Las Mercedes	id=g:3796247
Quebrada Mereyal	id=g:3796248
Los Mereyes	id=g:3796249
La Meseta	id=g:3796250
La Meseta	id=g:3796251
La Meseta	id=g:3796252
La Meseta	id=g:3796253
Mijagual	id=g:3796254
Los Miles	id=g:3796255
Quebrada Los Miles	id=g:3796256
Arroyo Las Minas	id=g:3796257
Cerro Las Minas	id=g:3796258
Las Minas	id=g:3796259
Las Minas	id=g:3796260
Cerro El Mirador	id=g:3796261
Miraflores	id=g:3796262
Cerro Miramar	id=g:3796263
Los Mirtos	id=g:3796264
Las Misiones	id=g:3796265
Mochimita	id=g:3796266
Punta La Mona	id=g:3796267
Punta La Mona	id=g:3796268
El Mono	id=g:3796269
Quebrada Mono	id=g:3796270
Cerro de La Montaña	id=g:3796271
Cerro La Montaña	id=g:3796272
La Montaña	id=g:3796273
La Montaña	id=g:3796274
La Montaña	id=g:3796275
Quebrada La Montaña	id=g:3796276
Quebrada de La Montaña	id=g:3796277
Montañas Negras	id=g:3796278
Montañas Negras	id=g:3796279
Monte Bonito	id=g:3796280
Quebrada Monte Bonito	id=g:3796281
Monte Oscuro	id=g:3796282
Monte Oscuro	id=g:3796283
Quebrada Monte Oscuro	id=g:3796284
Punta El Montón de Piedra	id=g:3796285
Cerro Morahal	id=g:3796286
Cerro El Moral	id=g:3796287
Morichal	id=g:3796288
Río Morichal	id=g:3796289
La Morisima	id=g:3796290
Morro de Puerto Santo	id=g:3796291
Morro del Tunal	id=g:3796292
Ensenada El Morro	id=g:3796293
Ensenada Morrocoycito	id=g:3796294
Caño Morrocoy	id=g:3796295
Ensenada Morrococoy	id=g:3796296
Cerro Los Morrocoyes	id=g:3796297
Montaña de Muchima	id=g:3796298
Muchurapo	id=g:3796299
Muchurapo	id=g:3796300
Portachuelo Muchurapo	id=g:3796301
El Muco	id=g:3796302
El Muco	id=g:3796303
Cerro Mucubina	id=g:3796304
El Muerto	id=g:3796305
Loma del Muerto	id=g:3796306
Punta El Muerto	id=g:3796307
Los Muertos	id=g:3796308
Quebrada Los Muertos	id=g:3796309
Mulas Adentro	id=g:3796310
Mulas Afuera	id=g:3796311
Las Mulas	id=g:3796312
Mundo Nuevo	id=g:3796313
Mundo Nuevo	id=g:3796314
Mundo Nuevo	id=g:3796315
Mundo Nuevo	id=g:3796316
Mundo Nuevo	id=g:3796317
Barrio Mundo Nuevo	id=g:3796318
Fila Mundo Nuevo	id=g:3796319
Munegro	id=g:3796320
Cerro Munegro	id=g:3796321
La Naranja	id=g:3796322
Cerro Negro	id=g:3796323
Río Negro	id=g:3796324
Río Negro	id=g:3796325
Neveri de las Cabeceras	id=g:3796326
La Noria	id=g:3796327
Nueva Aldea	id=g:3796328
Nueva Colombia	id=g:3796329
Río Nueva Colombia	id=g:3796330
Nuevo Mundo	id=g:3796331
Río Nuevo	id=g:3796332
Ña Bartola	id=g:3796333
Ño Gabriel	id=g:3796334
Quebrada Ño Mateo	id=g:3796335
Quebrada El Oculto	id=g:3796336
Cerro Olivete	id=g:3796337
Quebrada Oreganal	id=g:3796338
Orinoco	id=g:3796339
Quebrada Orinoco	id=g:3796340
Ortíz	id=g:3796341
Quebrada Oscura	id=g:3796342
La Oscuridad	id=g:3796343
Rí Oscuro	id=g:3796344
Pabellón	id=g:3796345
Pacholí	id=g:3796346
Quebrada Pailitas	id=g:3796347
Hacienda Paima	id=g:3796348
Punta Paima	id=g:3796349
El Palenque	id=g:3796350
El Palmar	id=g:3796351
Cerro El Palmar	id=g:3796352
El Palmar	id=g:3796353
El Palmar	id=g:3796354
Quebrada El Palmar	id=g:3796355
Los Palmares	id=g:3796356
Palmarito	id=g:3796357
Palmarito	id=g:3796358
Palmarito	id=g:3796359
Palmarito Abajo	id=g:3796360
Río Palmarito	id=g:3796361
Ensenada Palmas	id=g:3796362
La Palmera	id=g:3796363
Cerro La Paloma	id=g:3796364
La Paloma	id=g:3796365
Serranía de La Paloma	id=g:3796366
Las Palomas	id=g:3796367
Las Palomas	id=g:3796368
Quebrada Las Palomas	id=g:3796369
La Palomera	id=g:3796370
Palosanal	id=g:3796371
Pan de Año	id=g:3796372
Pandeo	id=g:3796373
Panecillo	id=g:3796374
Cerro Papelón	id=g:3796376
Cerro Papelón	id=g:3796377
El Papelón	id=g:3796378
Cerro Los Papelones	id=g:3796379
Paracua	id=g:3796380
Quebrada de Paracua	id=g:3796381
Paradero	id=g:3796382
Paradero	id=g:3796383
Paraíso	id=g:3796384
Paraíso	id=g:3796385
Cerro El Paraíso	id=g:3796386
Cerro Paraminal	id=g:3796387
Cerro de Paraminal	id=g:3796388
Hacienda Parapara	id=g:3796389
Punta Paraparito	id=g:3796390
Paraparo	id=g:3796391
Punta Parasol	id=g:3796392
Cerro La Pared	id=g:3796393
Ensenada Pargo	id=g:3796394
Punta Pargo	id=g:3796395
Ensenada Parguito	id=g:3796396
Península de Paria	id=g:3796397
Promontorio de Paria	id=g:3796398
Serranía de Paria	id=g:3796399
Punta Pariche	id=g:3796400
La Parima	id=g:3796401
La Pascuala	id=g:3796402
La Pascuala	id=g:3796403
Paso Curi	id=g:3796404
Paso La Pared	id=g:3796405
Paso Largo	id=g:3796406
Río Paso Largo	id=g:3796407
Paso Maluco	id=g:3796408
La Pastora	id=g:3796409
Pata de Gallina	id=g:3796410
Patao	id=g:3796411
Punta Patao	id=g:3796412
Roca Los Paticos	id=g:3796413
Cerro El Pato	id=g:3796414
El Pato	id=g:3796415
Isla de Patos	id=g:3796416
Patucutal	id=g:3796417
El Paují	id=g:3796418
Paujicillo	id=g:3796419
Punta Paujicito	id=g:3796420
Cerro La Pava	id=g:3796421
La Pava	id=g:3796422
La Pava	id=g:3796423
Río La Pava	id=g:3796424
La Peña de Pata	id=g:3796425
La Peña de Zulia	id=g:3796426
Cerro La Peña	id=g:3796427
La Peña	id=g:3796428
La Peña	id=g:3796429
Peñas Negras	id=g:3796430
Peñas Negras	id=g:3796431
Punta Peñas Negras	id=g:3796432
Punta Peñas	id=g:3796433
Cerro El Peñón	id=g:3796434
Punta El Peñón	id=g:3796435
Cerro La Pedrera	id=g:3796436
La Peineta	id=g:3796437
Quebrada Pekín	id=g:3796438
Alto Pele El Ojo	id=g:3796439
Loma La Pelona	id=g:3796440
Morro La Pelona	id=g:3796441
La Peluca	id=g:3796442
Cerro Peonia	id=g:3796443
Las Peonias	id=g:3796444
Las Peonias	id=g:3796445
La Pepita	id=g:3796446
Quebrada La Pepita	id=g:3796447
Quebrada Pequín	id=g:3796448
La Pereza	id=g:3796449
Perfecto	id=g:3796450
Punta Perico	id=g:3796451
Cerro Periquitero	id=g:3796452
Periquito	id=g:3796453
Periquito	id=g:3796454
Cerro Periteño	id=g:3796455
La Perla	id=g:3796456
Cerro Perro de Agua	id=g:3796457
Quebrada Perro de Agua	id=g:3796458
Loma de Perro	id=g:3796459
El Perú	id=g:3796460
Quebrada El Perú	id=g:3796461
Punta Pescadores	id=g:3796462
Punta Petaquita	id=g:3796463
Petarito	id=g:3796464
El Piñal	id=g:3796465
El Piñal	id=g:3796466
Piñatal	id=g:3796467
Piñones	id=g:3796468
Pica Verde	id=g:3796469
La Pica	id=g:3796470
La Pica	id=g:3796471
La Pica	id=g:3796472
Quebrada La Pica	id=g:3796473
El Picacho	id=g:3796474
Cerro Picones	id=g:3796475
Punta Picua	id=g:3796476
Pie de Cuesta Arriba	id=g:3796477
Pie del Salto	id=g:3796478
Cerro de Piedra Abajo	id=g:3796479
Cerro de Piedra Afuera	id=g:3796480
Loma Piedra Blanca	id=g:3796481
Piedra de Moler de Naranjal	id=g:3796482
Cerro de Piedra	id=g:3796483
Cerro de Piedra	id=g:3796484
Punta de Piedra	id=g:3796485
Quebrada de Piedra	id=g:3796486
Las Piedras	id=g:3796487
Las Piedras	id=g:3796488
Punta Piedras	id=g:3796489
Punta Las Piedras	id=g:3796490
Río Las Piedras	id=g:3796491
Quebrada Piritu	id=g:3796492
Quebrada Piscual	id=g:3796493
Pitotan	id=g:3796494
Plan de la Mesa	id=g:3796495
Playa de Plata	id=g:3796496
Ensenada Platanal	id=g:3796497
Platanito Arriba	id=g:3796498
Playa Colorada	id=g:3796499
Ensenada Playa Colorada	id=g:3796500
Punta de Playa Colorada	id=g:3796501
Punta Playa de Caballos	id=g:3796502
Quebrada Playa de Robalo	id=g:3796503
Playa Grande Arriba	id=g:3796504
Playa Iguana	id=g:3796505
Punta Playa Iguana	id=g:3796506
La Playita	id=g:3796507
Las Playitas	id=g:3796508
Ensenada Las Playuelas	id=g:3796509
La Portada	id=g:3796510
Quebrada La Portada	id=g:3796511
Cerro Los Portillos	id=g:3796512
Los Portillos	id=g:3796513
Quebrada Los Portillos	id=g:3796514
Potrerito	id=g:3796515
Potrerito	id=g:3796516
Cerro El Potrero	id=g:3796517
El Potrero	id=g:3796518
Quebrada El Potrero	id=g:3796519
Poza Amarilla	id=g:3796520
Poza Honda	id=g:3796521
Cerro Pozo Azul	id=g:3796522
El Pozo	id=g:3796523
Los Pozos Adentro	id=g:3796524
Los Pozos Afuera	id=g:3796525
Los Pozos	id=g:3796526
Quebrada Los Pozos	id=g:3796527
Pucheri	id=g:3796528
Pueblo Nuevo	id=g:3796529
Pueblo Nuevo	id=g:3796530
Pueblo Nuevo	id=g:3796531
Pueblo Nuevo	id=g:3796532
Pueblo Viejo	id=g:3796533
Pueblo Viejo Arriba	id=g:3796534
Las Puertas	id=g:3796535
Puerto Carenero	id=g:3796536
Puerto de Chacaracual	id=g:3796537
Puerto de Madera	id=g:3796538
Puerto Escondido	id=g:3796539
Quebrada Puerto Escondido	id=g:3796540
Puerto Escondido	id=g:3796541
Quebrada Puerto Escondido	id=g:3796542
Puerto Escondido	id=g:3796543
Quebrada Puerto Escondido	id=g:3796544
Puerto Nuevo	id=g:3796545
Puerto Real	id=g:3796546
Arroyo Puerto Real	id=g:3796547
Ensenada Puerto Real	id=g:3796548
Puerto Viejo	id=g:3796549
Ensenada Puerto Viejo	id=g:3796550
Playa de Puipuy	id=g:3796551
Cerro Punta Amarilla	id=g:3796552
Punta Brava	id=g:3796553
Punta Brava	id=g:3796554
Punta Brava	id=g:3796555
Punta Brava	id=g:3796556
Punta Gorda	id=g:3796557
Punta Salina	id=g:3796558
Pupui	id=g:3796559
Morro de El Pupui	id=g:3796560
Putucual	id=g:3796561
Quebrada Blanca	id=g:3796562
Quebrada de Agua	id=g:3796563
Quebrada de Guaranache	id=g:3796564
Quebrada de la Niña	id=g:3796565
Quebrada de Mono	id=g:3796566
Quebrada Grande	id=g:3796567
Quebrada Honda	id=g:3796568
Punta Quebrada Oscura	id=g:3796569
Quebrada Seca	id=g:3796570
Quebrada Seca	id=g:3796571
Quebrada Seca	id=g:3796572
Queremene	id=g:3796573
Querepare	id=g:3796574
Quetepe	id=g:3796575
Cerro Quetepe	id=g:3796576
Los Ramales	id=g:3796577
Punta Ramon Patao	id=g:3796578
Ranchería	id=g:3796579
Cerro Los Rastrojos	id=g:3796580
Los Rastrojos	id=g:3796581
La Recta	id=g:3796582
Cerro Redondo	id=g:3796583
Arroyo La Represa	id=g:3796584
Resbaladero	id=g:3796585
Revilla	id=g:3796586
Los Rieles	id=g:3796587
Riito Abajo	id=g:3796588
Riito Arriba	id=g:3796589
Río El Riito	id=g:3796590
Río Rincón Frío	id=g:3796591
El Rincón	id=g:3796592
El Rincón	id=g:3796593
El Rincón	id=g:3796594
Ensenada El Rincón	id=g:3796595
Ensenada El Rincón	id=g:3796596
Ensenada El Rincón	id=g:3796597
Punta Rincón	id=g:3796598
Punta El Rincon	id=g:3796599
Rinconada	id=g:3796600
Hacienda La Rinconada	id=g:3796601
La Rinconada	id=g:3796602
La Rinconada	id=g:3796603
Quebrada La Rinconada	id=g:3796604
Río Arriba	id=g:3796605
Río Arriba	id=g:3796606
Río Bautista	id=g:3796607
Río Blanco	id=g:3796608
Loma del Rí Blanco	id=g:3796609
Río Chiquito	id=g:3796610
Río Chiquito	id=g:3796611
Río Chiquito	id=g:3796612
Río Chiquito Abajo	id=g:3796613
Río Chiquito Arriba	id=g:3796614
Río Colorado	id=g:3796615
Río de Agua	id=g:3796616
Río de Guirria	id=g:3796617
Rí del Medio	id=g:3796618
Rí del Medio	id=g:3796619
Hacienda Rí El Pilar	id=g:3796620
Río Grande	id=g:3796621
Río Grande	id=g:3796622
Río Grande Abajo	id=g:3796623
Hacienda Río Grande	id=g:3796624
Río Laima	id=g:3796625
Río Nuevo	id=g:3796626
Quebrada Río Nuevo	id=g:3796627
Río Perdido	id=g:3796628
Río Pobre	id=g:3796629
Río Santiago	id=g:3796630
Río Seco	id=g:3796631
Rivilla	id=g:3796632
Roma	id=g:3796633
Cerro Rompe Ropa	id=g:3796634
Rompillal	id=g:3796635
Cerro La Rosa	id=g:3796636
Russian	id=g:3796638
Sabana de la Concepción	id=g:3796639
Sabana de Pío	id=g:3796640
Sabana Redonda	id=g:3796641
La Sabana	id=g:3796642
La Sabana	id=g:3796643
La Sabana	id=g:3796644
La Sabana	id=g:3796645
La Sabana	id=g:3796646
La Sabana	id=g:3796647
La Sabana	id=g:3796648
Sabaneta	id=g:3796649
Sabaneta	id=g:3796650
Sabaneta	id=g:3796651
Sabaneta	id=g:3796652
Sabilar	id=g:3796653
Saca Manteca	id=g:3796654
Saca Manteca	id=g:3796655
Cerro Sacamanteca	id=g:3796656
Río Saco de Noche	id=g:3796657
El Saco	id=g:3796658
El Saco	id=g:3796659
Salada	id=g:3796660
Río Salado	id=g:3796661
Loma de Salazar	id=g:3796662
La Salineta	id=g:3796663
Punta La Salineta	id=g:3796664
Salobre	id=g:3796665
Salsipuedes	id=g:3796666
Quebrada El Salto	id=g:3796667
San Agustín	id=g:3796668
San Agustín	id=g:3796669
San Agustín	id=g:3796670
Cerro San Agustín	id=g:3796671
San Antonio	id=g:3796672
San Antonio	id=g:3796673
Quebrada San Antonio	id=g:3796674
Río San Antonio	id=g:3796675
San Basilio	id=g:3796676
Cumbres de San Bonifacio	id=g:3796677
Parcelamiento Agrícola San Bonifacio	id=g:3796678
San Francisco	id=g:3796679
Cabo San Francisco	id=g:3796680
Hacienda San Javier	id=g:3796681
San José	id=g:3796682
Hacienda San José	id=g:3796683
Río San José	id=g:3796684
San Juan	id=g:3796685
Río San Juan	id=g:3796686
San Juan	id=g:3796687
San Juan	id=g:3796688
San Juan	id=g:3796689
San Juan	id=g:3796690
San Juan de las Galdonas	id=g:3796691
San Juan Viejo	id=g:3796692
Quebrada San Juan Viejo	id=g:3796693
Cerro San Juan	id=g:3796694
Quebrada San Juan	id=g:3796695
Río San Juan	id=g:3796696
San Juanillo	id=g:3796697
Playa de San Luis	id=g:3796698
Río San Miguel	id=g:3796699
Hacienda San Pablo	id=g:3796700
San Pedrito	id=g:3796701
San Pedro	id=g:3796702
Río San Pedro	id=g:3796703
Río San Pedro	id=g:3796704
Quebrada San Pedro	id=g:3796705
San Rafael	id=g:3796706
San Ramón	id=g:3796707
San Salvador	id=g:3796708
Cerro San Vicente	id=g:3796709
El Sanche	id=g:3796710
Quebrada de Sánchez	id=g:3796711
Sanguijuela	id=g:3796712
Quebrada Sanguijuela	id=g:3796713
Sanguijuelas	id=g:3796714
Río Santa Agua	id=g:3796715
Santa Bárbara	id=g:3796716
Santa Bárbara	id=g:3796717
Quebrada Santa Bárbara	id=g:3796718
Santa Catalina	id=g:3796719
Santa Cruz	id=g:3796720
Santa Cruz	id=g:3796721
Cerro Santa Cruz	id=g:3796722
Cerro Santa Cruz	id=g:3796723
Ensenada Santa Cruz	id=g:3796724
Santa Elena	id=g:3796725
Santa Elena Abajo	id=g:3796726
Cerro Santa Elena	id=g:3796727
Hacienda Santa Ines	id=g:3796728
Santa Isabel	id=g:3796729
Punta Santa Isabel	id=g:3796730
Río Santa Isabel	id=g:3796731
Santa María	id=g:3796732
Santa María	id=g:3796733
Cerro Santa María	id=g:3796734
Río Santa Marian	id=g:3796735
Santa Rita	id=g:3796736
Santa Rosa	id=g:3796737
Santa Rosa	id=g:3796738
Urbanización Santa Rosa	id=g:3796739
Santa Tecla	id=g:3796740
Quebrada Santa Tecla	id=g:3796741
Río Santiago	id=g:3796742
Santo Domingo	id=g:3796743
Santo Domingo	id=g:3796744
Quebrada Seca	id=g:3796745
Quebrada Seca	id=g:3796746
Quebrada Seca	id=g:3796748
Río Seco	id=g:3796749
Río Seco	id=g:3796750
Quebrada Sereno	id=g:3796751
Si Dios Quiere	id=g:3796752
Cerro Siempre Hay	id=g:3796753
Punta Siete Copas	id=g:3796754
Cerro La Silleta	id=g:3796755
La Silleta	id=g:3796756
Punta Sirial	id=g:3796757
El Sitio de Agua Blanca	id=g:3796758
Punta Sivisa	id=g:3796759
La Soledad	id=g:3796760
La Soledad	id=g:3796761
La Soledad	id=g:3796762
Río Soledad	id=g:3796763
Parcelamiento Solis	id=g:3796764
Quebrada El Sordo	id=g:3796765
Soro	id=g:3796766
Puerto Soro	id=g:3796767
La Sortija	id=g:3796768
Sotillo	id=g:3796769
Cerro Sotillo	id=g:3796770
Río Sotillo	id=g:3796771
Tacarigua	id=g:3796772
Tacarigua	id=g:3796773
Tacarigua	id=g:3796774
Tacarigua	id=g:3796775
Río Tacarigua	id=g:3796776
Río Tacarigua	id=g:3796777
Tacarigual	id=g:3796778
Playa Tacariguita	id=g:3796779
Arroyo Taguapire	id=g:3796780
El Tamarindo	id=g:3796781
Tanque	id=g:3796782
Cerro El Tanque	id=g:3796783
El Taparo	id=g:3796784
Cerro Tapasol	id=g:3796785
Los Taques	id=g:3796786
Las Tarimas	id=g:3796787
Las Tarimbas	id=g:3796788
Los Teques	id=g:3796789
Tierra Amarilla	id=g:3796790
Tierra Blanca	id=g:3796791
La Tigra	id=g:3796792
La Tigra	id=g:3796793
El Tigre	id=g:3796794
El Tigre	id=g:3796795
El Tigre	id=g:3796796
Quebrada de Tigre	id=g:3796797
Quebrada El Tigre	id=g:3796798
Quebrada El Tigre	id=g:3796799
Quebrada El Tigre	id=g:3796800
Río Tigre	id=g:3796801
Tigrillo	id=g:3796802
Cerro El Tigual	id=g:3796803
El Tinaco	id=g:3796804
El Tintero	id=g:3796805
Tolete	id=g:3796806
La Toma	id=g:3796807
Quebrada La Toma	id=g:3796808
Tonoro	id=g:3796809
Cerro Toporo	id=g:3796810
El Toporo	id=g:3796811
Toribia	id=g:3796812
Hato Toribia	id=g:3796813
Punta El Toro	id=g:3796814
Las Toscanas	id=g:3796815
El Totumo	id=g:3796816
Cerro La Trampa	id=g:3796817
La Trampa	id=g:3796818
La Trampa	id=g:3796819
El Trancadero	id=g:3796820
Quebrada El Trapiche	id=g:3796821
Quebrada Tremaria	id=g:3796822
Topo Las Tres Aguas	id=g:3796823
Tres Picos	id=g:3796824
Tres Picos	id=g:3796825
Las Tres Puertas	id=g:3796826
Las Trincheras	id=g:3796827
Quebrada Las Trincheras	id=g:3796828
Quebrada Las Trincheras	id=g:3796829
Cerro La Trinidad	id=g:3796830
La Trinidad	id=g:3796831
La Trinidad	id=g:3796832
Quebrada El Triste	id=g:3796833
La Troja	id=g:3796834
Trompillar	id=g:3796835
El Tronco	id=g:3796836
El Tropezón	id=g:3796837
Punta de Trozo	id=g:3796838
La Tubería	id=g:3796839
Tucuchire	id=g:3796840
Cerro Tumba	id=g:3796841
Quebrada Tumba	id=g:3796842
Río Tunantal	id=g:3796843
Tunapuicito	id=g:3796844
Boca Tunapuy	id=g:3796845
Río Tunapuy	id=g:3796846
Turimiquire	id=g:3796847
Cerro Turimiquire	id=g:3796848
Serranía de Turimiquire	id=g:3796849
Cerro Turmero	id=g:3796850
Quebrada Turmero	id=g:3796851
Caño Turuepano	id=g:3796852
Río Unare	id=g:3796853
Universidad de Oriente	id=g:3796854
Cerro La Uquira	id=g:3796855
Uquire	id=g:3796856
Ensenada Uquire	id=g:3796857
Punta Uquire	id=g:3796858
Uquirito	id=g:3796859
Urubay	id=g:3796860
Vaca	id=g:3796861
Quebrada Vaca	id=g:3796862
Valencia	id=g:3796863
La Valeriana	id=g:3796864
El Vallado	id=g:3796865
Valle Grande	id=g:3796866
Valle Hondo	id=g:3796867
Hacienda El Valle Pastrán	id=g:3796868
Punta Valle Seco	id=g:3796869
Valle Solo	id=g:3796870
Valle Solo	id=g:3796871
Valle Solo	id=g:3796872
