City of Macon	id=g:7164125
Village of Grandview	id=g:7165925
Village of Granger	id=g:7165926
Village of Grant Park	id=g:7165927
Village of Grantfork	id=g:7165928
Village of Granville	id=g:7165929
Village of Granville	id=g:7165930
Village of Grass Lake	id=g:7165931
Village of Gratiot	id=g:7165932
Village of Gratis	id=g:7165933
Village of Grayslake	id=g:7165934
Village of Graysville	id=g:7165935
Village of Greeley Center	id=g:7165936
Village of Green Camp	id=g:7165937
Village of Green Oaks	id=g:7165938
Village of Green Valley	id=g:7165939
Village of Greenup	id=g:7165940
Village of Greenview	id=g:7165941
Village of Greenwich	id=g:7165942
Village of Greenwood	id=g:7165943
Village of Greenwood	id=g:7165944
Village of Gresham	id=g:7165945
Village of Gridley	id=g:7165946
Village of Gross	id=g:7165947
Village of Grosse Pointe Shores	id=g:7165948
Village of Groveport	id=g:7165949
Village of Grover Hill	id=g:7165950
Village of Guide Rock	id=g:7165951
Village of Gulf Port	id=g:7165952
Village of Gunn City	id=g:7165953
Village of Gurley	id=g:7165954
Village of Hadar	id=g:7165955
Village of Haigler	id=g:7165956
Village of Hainesville	id=g:7165957
Village of Halfway	id=g:7165958
Village of Hallam	id=g:7165959
Village of Halltown	id=g:7165960
Village of Halsey	id=g:7165961
Village of Hamburg	id=g:7165962
Village of Hamden	id=g:7165963
Village of Hamel	id=g:7165964
Village of Hamersville	id=g:7165965
Village of Hamler	id=g:7165966
Village of Hamlet	id=g:7165967
Village of Hammond	id=g:7165968
Village of Hampshire	id=g:7165969
Village of Hampton	id=g:7165970
Village of Hampton	id=g:7165971
Village of Hanaford	id=g:7165972
Village of Hanging Rock	id=g:7165973
Village of Hanley Hills	id=g:7165974
Village of Hanna City	id=g:7165975
Village of Hanover	id=g:7165976
Village of Hanover	id=g:7165977
Village of Hanover	id=g:7165978
Village of Hanoverton	id=g:7165979
Village of Harbine	id=g:7165980
Village of Hardin	id=g:7165981
Village of Hardy	id=g:7165982
Village of Harmon	id=g:7165983
Village of Harpster	id=g:7165984
Village of Harrietta	id=g:7165985
Village of Harristown	id=g:7165986
Village of Harrisville	id=g:7165987
Village of Harrod	id=g:7165988
Village of Hartford	id=g:7165989
Village of Hartford	id=g:7165990
Village of Hartsburg	id=g:7165991
Village of Hartville	id=g:7165992
Village of Harvel	id=g:7165993
Village of Harveysburg	id=g:7165994
Village of Harwood	id=g:7165995
Village of Haskins	id=g:7165996
Village of Haviland	id=g:7165997
Village of Hawthorn Woods	id=g:7165998
Village of Hay Springs	id=g:7165999
Village of Hayes Center	id=g:7166000
Village of Hayesville	id=g:7166001
Village of Haywood City	id=g:7166002
Village of Ipava	id=g:7166003
Village of Irena	id=g:7166004
Village of Irondale	id=g:7166005
Village of Iroquois	id=g:7166006
Village of Irving	id=g:7166007
Village of Irvington	id=g:7166008
Village of Irwin	id=g:7166009
Village of Island Lake	id=g:7166010
Village of Ithaca	id=g:7166011
Village of Ithaca	id=g:7166012
Village of Iuka	id=g:7166013
Village of Ivesdale	id=g:7166014
Village of Jackson	id=g:7166015
Village of Jackson Center	id=g:7166016
Village of Jacksonburg	id=g:7166017
Village of Jacksonville	id=g:7166018
Village of Jacksonville	id=g:7166019
Village of Jamestown	id=g:7166020
Village of Jansen	id=g:7166021
Village of Jefferson	id=g:7166022
Village of Jeffersonville	id=g:7166023
Village of Jeffersonville	id=g:7166024
Village of Jeisyville	id=g:7166025
Village of Jenera	id=g:7166026
Village of Jerico Springs	id=g:7166027
Village of Jerome	id=g:7166028
Village of Jeromesville	id=g:7166029
Village of Jerry City	id=g:7166030
Village of Jerusalem	id=g:7166031
Village of Jewett	id=g:7166032
Village of Jewett	id=g:7166033
Village of Johnsburg	id=g:7166034
Village of Johnson	id=g:7166035
Village of Johnsonville	id=g:7166036
Village of Johnstown	id=g:7166037
Village of Johnstown	id=g:7166038
Village of Jonesville	id=g:7166039
Village of Joppa	id=g:7166040
Village of Josephville	id=g:7166041
Village of Joy	id=g:7166042
Village of Julian	id=g:7166043
Village of Junction	id=g:7166044
Village of Junction City	id=g:7166045
Village of Junction City	id=g:7166046
Village of Junction City	id=g:7166047
Village of Juniata	id=g:7166048
Village of Justice	id=g:7166049
Village of Kaleva	id=g:7166050
Village of Kalida	id=g:7166051
Village of Kalkaska	id=g:7166052
Village of Kampsville	id=g:7166053
Village of Kane	id=g:7166054
Village of Kaneville	id=g:7166055
Village of Kangley	id=g:7166056
Village of Kansas	id=g:7166057
Village of Kappa	id=g:7166058
Village of Karnak	id=g:7166059
Village of Kaskaskia	id=g:7166060
Village of Keenes	id=g:7166061
Village of Keensburg	id=g:7166062
Village of Kell	id=g:7166063
Village of Kelso	id=g:7166064
Village of Kempton	id=g:7166065
Village of Kenesaw	id=g:7166066
Village of Kennard	id=g:7166067
Village of Kenney	id=g:7166068
Village of Kent City	id=g:7166069
Village of Kettlersville	id=g:7166070
Village of Keyesport	id=g:7166071
Village of Kilbourne	id=g:7166072
Village of Kildeer	id=g:7166073
Village of Kilgore	id=g:7166074
Village of Killbuck	id=g:7166075
Village of Kincaid	id=g:7166076
Village of Kinde	id=g:7166077
Village of Kinderhook	id=g:7166078
Village of Kingdom City	id=g:7166079
Village of Kingsley	id=g:7166080
Village of Kingston	id=g:7166081
Village of Kingston	id=g:7166082
Village of Kingston	id=g:7166083
Village of Kingston Mines	id=g:7166084
Village of Kinsman	id=g:7166085
Village of Kipton	id=g:7166086
Village of Kirby	id=g:7166087
Village of Kirbyville	id=g:7166088
Village of Kirkersville	id=g:7166089
Village of Kirkland	id=g:7166090
Village of Kirkwood	id=g:7166091
Village of La Due	id=g:7166092
Village of La Fayette	id=g:7166093
Village of La Moille	id=g:7166094
Village of La Prairie	id=g:7166095
Village of La Rose	id=g:7166096
Village of La Rue	id=g:7166097
Village of La Tour	id=g:7166098
Village of Ladd	id=g:7166099
Village of Lafayette	id=g:7166100
Village of LaGrange	id=g:7166101
Village of Lake Ann	id=g:7166102
Village of Lake Bluff	id=g:7166103
Village of Lake Ka-Ho	id=g:7166104
Village of Lake Mykee Town	id=g:7166105
Village of Lake Odessa	id=g:7166106
Village of Lake Orion	id=g:7166107
Village of Lake Villa	id=g:7166108
Village of Lake Zurich	id=g:7166109
Village of Lakemoor	id=g:7166110
Village of Lakeview	id=g:7166111
Village of Lakeview	id=g:7166112
Village of Lakewood Club	id=g:7166113
Village of Lamar	id=g:7166114
Village of Lambert	id=g:7166115
Village of L'Anse	id=g:7166116
Village of Lansing	id=g:7166117
Village of Latham	id=g:7166118
Village of Latty	id=g:7166119
Village of Laura	id=g:7166121
Village of Laurelville	id=g:7166122
City of Laurie	id=g:7166123
Village of Lawrence	id=g:7166124
Village of Lawrence	id=g:7166125
Village of Lawton	id=g:7166126
Village of Le Roy	id=g:7166127
Village of Leaf River	id=g:7166128
Village of Leasburg	id=g:7166129
Village of Leawood	id=g:7166130
Village of Lebanon	id=g:7166131
Village of Lee	id=g:7166132
Village of Leesburg	id=g:7166133
Village of Leesville	id=g:7166134
Village of Leetonia	id=g:7166135
Village of Leigh	id=g:7166136
Village of Leipsic	id=g:7166137
Village of Leland	id=g:7166138
Village of Lemont	id=g:7166139
Village of Lena	id=g:7166140
Village of Lennon	id=g:7166141
Village of Lenzburg	id=g:7166142
Village of Leonard	id=g:7166143
Village of Leonard	id=g:7166144
Village of Leonore	id=g:7166145
Village of Lerna	id=g:7166146
Village of Leshara	id=g:7166147
Village of Leslie	id=g:7166148
Village of Lewellen	id=g:7166149
Village of Lewisburg	id=g:7166150
Village of Lewiston	id=g:7166151
Village of Lewisville	id=g:7166152
Village of Lexington	id=g:7166153
Village of Lexington	id=g:7166154
Village of Liberty	id=g:7166155
Village of Liberty	id=g:7166156
Village of Liberty Center	id=g:7166157
Village of Lily Lake	id=g:7166158
Village of Lima	id=g:7166159
Village of Limaville	id=g:7166160
Village of Limestone	id=g:7166161
Village of Lincoln	id=g:7166162
Village of Lindenhurst	id=g:7166163
Village of Lindsay	id=g:7166164
Village of Lindsey	id=g:7166165
Village of Linwood	id=g:7166166
Village of Lisbon	id=g:7166167
Village of Lisbon	id=g:7166168
Village of Litchfield	id=g:7166169
Village of Lithium	id=g:7166170
Village of Lithopolis	id=g:7166171
Village of Little York	id=g:7166172
Village of Littleton	id=g:7166173
Village of Liverpool	id=g:7166174
Village of Livingston	id=g:7166175
Village of Livonia	id=g:7166176
Village of Loami	id=g:7166177
Village of Lock Springs	id=g:7166178
Village of Lockbourne	id=g:7166179
Village of Lockington	id=g:7166180
Village of Loda	id=g:7166181
Village of Lodgepole	id=g:7166182
Village of Lodi	id=g:7166183
Village of Lomax	id=g:7166184
Village of Lombard	id=g:7166185
Village of London Mills	id=g:7166186
Village of Long Creek	id=g:7166187
Village of Long Point	id=g:7166188
Village of Longview	id=g:7166189
Village of Loomis	id=g:7166190
Village of Loraine	id=g:7166191
Village of Lore City	id=g:7166192
Village of Lorton	id=g:7166193
Village of Hazard	id=g:7166194
Village of Hazel Crest	id=g:7166195
Village of Heartwell	id=g:7166196
Village of Hebron	id=g:7166197
Village of Hebron	id=g:7166198
Village of Hecker	id=g:7166199
Village of Helena	id=g:7166200
Village of Hemingford	id=g:7166201
Village of Hemlock	id=g:7166202
Village of Henderson	id=g:7166203
Village of Hendley	id=g:7166204
Village of Hennepin	id=g:7166205
Village of Henning	id=g:7166206
Village of Henry	id=g:7166207
Village of Herman	id=g:7166208
Village of Herrick	id=g:7166209
Village of Herscher	id=g:7166210
Village of Hersey	id=g:7166211
Village of Hershey	id=g:7166212
Village of Hesperia	id=g:7166213
Village of Hettick	id=g:7166214
Village of Heyworth	id=g:7166215
Village of Hicksville	id=g:7166216
Village of Hidalgo	id=g:7166217
Village of Higginsport	id=g:7166218
Village of Highland	id=g:7166219
Village of Hildreth	id=g:7166220
Village of Hillcrest	id=g:7166221
Village of Hillman	id=g:7166222
Village of Hills and Dales	id=g:7166223
Village of Hillsdale	id=g:7166224
Village of Hillsdale	id=g:7166225
Village of Hillview	id=g:7166226
Village of Hinckley	id=g:7166227
Village of Hindsboro	id=g:7166228
Village of Hiram	id=g:7166229
Village of Hoberg	id=g:7166230
Village of Hodgkins	id=g:7166231
Village of Hoffman	id=g:7166232
Village of Hoffman Estates	id=g:7166233
Village of Holbrook	id=g:7166234
Village of Holgate	id=g:7166235
Village of Holiday City	id=g:7166236
Village of Holiday Hills	id=g:7166237
Village of Holland	id=g:7166238
Village of Hollansburg	id=g:7166239
Village of Holliday	id=g:7166240
Village of Holloway	id=g:7166241
Village of Hollowayville	id=g:7166242
Village of Holly	id=g:7166243
Village of Holmesville	id=g:7166244
Village of Holstein	id=g:7166245
Village of Homer	id=g:7166246
Village of Homer	id=g:7166247
Village of Homer	id=g:7166248
Village of Homer Glen	id=g:7166249
Village of Homestead	id=g:7166250
Village of Honor	id=g:7166251
Village of Hooppole	id=g:7166252
Village of Hopedale	id=g:7166253
Village of Hopedale	id=g:7166254
Village of Hopewell	id=g:7166255
Village of Hopkins	id=g:7166256
Village of Hopkins Park	id=g:7166257
Village of Hordville	id=g:7166258
Village of Hoskins	id=g:7166259
Village of Howard City	id=g:7166260
Village of Howard City	id=g:7166261
Village of Howells	id=g:7166262
Village of Hoyleton	id=g:7166263
Village of Hoytville	id=g:7166264
Village of Hubbard	id=g:7166266
Village of Hubbardston	id=g:7166267
Village of Hubbell	id=g:7166268
Village of Hudson	id=g:7166269
Village of Huey	id=g:7166270
Village of Hughesville	id=g:7166271
Village of Hull	id=g:7166272
Village of Humboldt	id=g:7166273
Village of Hume	id=g:7166274
Village of Humphreys	id=g:7166275
Village of Huntley	id=g:7166276
Village of Huntley	id=g:7166277
Village of Huntsville	id=g:7166278
Village of Hutsonville	id=g:7166279
Village of Hyannis	id=g:7166280
Village of Iatan	id=g:7166281
Village of Illiopolis	id=g:7166282
Village of Ina	id=g:7166283
Village of Indian Head Park	id=g:7166284
Village of Indian Point	id=g:7166285
Village of Indianola	id=g:7166286
Village of Industry	id=g:7166287
Village of Inglewood	id=g:7166288
Village of Inman	id=g:7166289
Village of Innsbrook	id=g:7166290
Village of Inverness	id=g:7166291
Village of Iola	id=g:7166292
Village of Climax	id=g:7166293
Village of Climax Springs	id=g:7166294
Village of Clinton	id=g:7166295
Village of Clinton	id=g:7166296
Village of Cloverdale	id=g:7166297
Village of Clyde	id=g:7166298
Village of Coal City	id=g:7166299
Village of Coal Grove	id=g:7166300
Village of Coal Valley	id=g:7166301
Village of Coalton	id=g:7166302
Village of Coalton	id=g:7166303
Village of Coatsburg	id=g:7166304
Village of Cobden	id=g:7166305
Village of Cody	id=g:7166306
Village of Coldwater	id=g:7166307
Village of Coleta	id=g:7166308
Village of Colfax	id=g:7166309
Village of College Corner	id=g:7166310
Village of Collins	id=g:7166311
Village of Colon	id=g:7166312
Village of Colon	id=g:7166313
Village of Colp	id=g:7166314
Village of Columbiaville	id=g:7166315
Village of Columbus	id=g:7166316
Village of Columbus Grove	id=g:7166317
Village of Commerce	id=g:7166318
Village of Commercial Point	id=g:7166319
Village of Compton	id=g:7166320
Village of Comstock	id=g:7166321
Village of Concord	id=g:7166322
Village of Concord	id=g:7166323
Village of Concord	id=g:7166324
Village of Conesville	id=g:7166325
Village of Coney Island	id=g:7166326
Village of Congerville	id=g:7166327
Village of Congress	id=g:7166328
Village of Constantine	id=g:7166329
Village of Continental	id=g:7166330
Village of Convoy	id=g:7166331
Village of Cook	id=g:7166332
Village of Cooksville	id=g:7166333
Village of Coolville	id=g:7166334
Village of Copemish	id=g:7166335
Village of Copper City	id=g:7166336
Village of Cordova	id=g:7166337
Village of Cordova	id=g:7166338
Village of Cornell	id=g:7166339
Village of Corning	id=g:7166340
Village of Cornlea	id=g:7166341
Village of Cortland	id=g:7166342
Village of Corwin	id=g:7166343
Village of Cosby	id=g:7166344
Village of Coulterville	id=g:7166345
Village of Country Life Acres	id=g:7166346
Village of Covington	id=g:7166347
Village of Cowden	id=g:7166348
Village of Cowles	id=g:7166349
Village of Crab Orchard	id=g:7166350
Village of Craig	id=g:7166351
Village of Craig Beach	id=g:7166352
Village of Crainville	id=g:7166353
Village of Crescent City	id=g:7166354
Village of Creston	id=g:7166355
Village of Creston	id=g:7166356
Village of Creston	id=g:7166357
Village of Cridersville	id=g:7166358
Village of Crookston	id=g:7166359
Village of Crooksville	id=g:7166360
Village of Crossville	id=g:7166361
Village of Crown City	id=g:7166362
Village of Culbertson	id=g:7166363
Village of Cullom	id=g:7166364
Village of Cumberland	id=g:7166365
Village of Curran	id=g:7166366
Village of Cushing	id=g:7166367
Village of Custar	id=g:7166368
Village of Custer	id=g:7166369
Village of Cutler	id=g:7166370
Village of Cygnet	id=g:7166371
Village of Cypress	id=g:7166372
Village of Dadeville	id=g:7166373
Village of Daggett	id=g:7166374
Village of Dahlgren	id=g:7166375
Village of Dakota	id=g:7166376
Village of Dalton	id=g:7166377
Village of Dalton	id=g:7166378
Village of Dalton City	id=g:7166379
Village of Dalzell	id=g:7166380
Village of Damiansville	id=g:7166381
Village of Dana	id=g:7166382
Village of Danbury	id=g:7166383
Village of Danforth	id=g:7166384
Village of Dannebrog	id=g:7166385
Village of Dansville	id=g:7166386
Village of Danvers	id=g:7166387
Village of Danville	id=g:7166388
Village of Darbyville	id=g:7166390
Village of Darlington	id=g:7166391
Village of Davenport	id=g:7166392
Village of Davey	id=g:7166393
Village of Davis	id=g:7166394
Village of Davis Junction	id=g:7166395
Village of Dawson	id=g:7166396
Village of Dawson	id=g:7166397
Village of Daykin	id=g:7166398
Village of De Graff	id=g:7166399
Village of De Land	id=g:7166400
Village of De Soto	id=g:7166401
Village of De Witt	id=g:7166402
Village of De Witt	id=g:7166403
Village of Decatur	id=g:7166404
Village of Decatur	id=g:7166405
Village of Deckerville	id=g:7166406
Village of Deer Creek	id=g:7166407
Village of Deer Grove	id=g:7166408
Village of Deer Park	id=g:7166409
Village of Deerfield	id=g:7166410
Village of Deerfield	id=g:7166411
Village of Deerfield	id=g:7166412
Village of Deersville	id=g:7166413
Village of Dellroy	id=g:7166414
Village of Delta	id=g:7166415
Village of Dennis Acres	id=g:7166416
Village of Dennison	id=g:7166417
Village of Denton	id=g:7166418
Village of Denver	id=g:7166419
Village of Des Arc	id=g:7166420
Village of Deshler	id=g:7166421
Village of Detroit	id=g:7166422
Village of Deweese	id=g:7166423
Village of Dexter	id=g:7166424
Village of Dexter City	id=g:7166425
Village of Diamond	id=g:7166426
Village of Diehlstadt	id=g:7166427
Village of Dieterich	id=g:7166428
Village of Diggins	id=g:7166429
Village of Diller	id=g:7166430
Village of Dillonvale	id=g:7166431
Village of Dimondale	id=g:7166432
Village of Divernon	id=g:7166433
Village of Dix	id=g:7166434
Village of Dix	id=g:7166435
Village of Dixon	id=g:7166436
Village of Dodge	id=g:7166437
Village of Dolton	id=g:7166438
Village of Dongola	id=g:7166439
Village of Doniphan	id=g:7166440
Village of Donnellson	id=g:7166441
Village of Donnelsville	id=g:7166442
Village of Donovan	id=g:7166443
Village of Dorchester	id=g:7166444
Village of Dorchester	id=g:7166445
Village of Douglas	id=g:7166446
Village of Dover	id=g:7166447
Village of Dowell	id=g:7166448
Village of Downs	id=g:7166449
Village of Doylestown	id=g:7166450
Village of Dryden	id=g:7166451
Village of Du Bois	id=g:7166452
Village of Du Bois	id=g:7166453
Village of Dunbar	id=g:7166454
Village of Duncan	id=g:7166455
Village of Dundee	id=g:7166456
Village of Dunfermline	id=g:7166457
Village of Dunkirk	id=g:7166458
Village of Dunlap	id=g:7166459
Village of Dunning	id=g:7166460
Village of Dupo	id=g:7166461
Village of Dupont	id=g:7166462
Village of Duquesne	id=g:7166463
Village of Durand	id=g:7166464
Village of Dutchtown	id=g:7166465
Village of Dwight	id=g:7166466
Village of Eagarville	id=g:7166467
Village of Eagle	id=g:7166468
Village of Eagle	id=g:7166469
Village of East Alton	id=g:7166470
Village of East Brooklyn	id=g:7166471
Village of East Canton	id=g:7166472
Village of East Cape Girardeau	id=g:7166473
Village of East Carondelet	id=g:7166474
Village of East Dundee	id=g:7166475
Village of East Galesburg	id=g:7166476
Village of East Gillespie	id=g:7166477
Village of East Hazel Crest	id=g:7166478
Village of East Sparta	id=g:7166479
Village of Eastlake	id=g:7166480
Village of Easton	id=g:7166481
Village of Eau Claire	id=g:7166482
Village of Eddyville	id=g:7166483
Village of Eddyville	id=g:7166484
Village of Edgerton	id=g:7166485
Village of Edgewood	id=g:7166486
Village of Edinburg	id=g:7166487
Village of Edison	id=g:7166488
Village of Edison	id=g:7166489
Village of Edmore	id=g:7166490
Village of Edon	id=g:7166491
Village of Edwardsburg	id=g:7166492
Village of El Dara	id=g:7166493
Village of Elba	id=g:7166494
Village of Elberta	id=g:7166495
Village of Elburn	id=g:7166496
Village of Eldorado	id=g:7166497
Village of Eldred	id=g:7166498
Village of Elgin	id=g:7166499
Village of Elida	id=g:7166500
Village of Elizabeth	id=g:7166501
Village of Elizabethtown	id=g:7166502
Village of Elk Creek	id=g:7166503
Village of Elk Rapids	id=g:7166504
Village of Elkhart	id=g:7166505
Village of Elkton	id=g:7166506
Village of Elkville	id=g:7166507
Village of Elliott	id=g:7166508
Village of Ellis Grove	id=g:7166509
Village of Ellisville	id=g:7166510
Village of Ellsworth	id=g:7166511
Village of Ellsworth	id=g:7166512
Village of Elm Creek	id=g:7166513
Village of Elmira	id=g:7166514
Village of Elmore	id=g:7166515
Village of Elmwood	id=g:7166516
Village of Elsah	id=g:7166517
Village of Elsie	id=g:7166518
Village of Elsie	id=g:7166519
Village of Elvaston	id=g:7166520
Village of Elwood	id=g:7166521
Village of Elwood	id=g:7166522
Village of Elyria	id=g:7166523
Village of Emden	id=g:7166524
Village of Emerald Beach	id=g:7166525
Village of Emerson	id=g:7166526
Village of Emington	id=g:7166527
Village of Emmet	id=g:7166528
Village of Emmett	id=g:7166529
Village of Empire	id=g:7166530
Village of Empire	id=g:7166531
Village of Endicott	id=g:7166532
Village of Energy	id=g:7166533
Village of Enon	id=g:7166534
Village of Eolia	id=g:7166535
Village of Ericson	id=g:7166536
Village of Erie	id=g:7166537
Village of Essex	id=g:7166538
Village of Estral Beach	id=g:7166539
Village of Eustis	id=g:7166540
Village of Evansville	id=g:7166541
Village of Evergreen	id=g:7166542
Village of Ewing	id=g:7166543
Village of Excelsior Estates	id=g:7166544
Village of Exeter	id=g:7166545
Village of Exeter	id=g:7166546
Village of Fairgrove	id=g:7166547
Village of Fairmont	id=g:7166548
Village of Fairmont City	id=g:7166549
Village of Fairmount	id=g:7166550
Village of Fairport Harbor	id=g:7166551
Village of Fairview	id=g:7166552
Village of Fairview	id=g:7166553
Village of Farina	id=g:7166554
Village of Farley	id=g:7166555
Village of Farmersville	id=g:7166556
Village of Farmersville	id=g:7166557
Village of Farnam	id=g:7166558
Village of Farwell	id=g:7166559
Village of Farwell	id=g:7166560
Village of Fayette	id=g:7166561
Village of Fayetteville	id=g:7166562
Village of Fayetteville	id=g:7166563
Village of Felicity	id=g:7166564
Village of Ferrelview	id=g:7166565
Village of Ferris	id=g:7166566
Village of Fidelity	id=g:7166567
Village of Fieldon	id=g:7166568
Village of Fife Lake	id=g:7166569
Village of Filley	id=g:7166570
Village of Fillmore	id=g:7166571
Village of Findlay	id=g:7166572
Village of Firth	id=g:7166573
Village of Fisher	id=g:7166574
Village of Fithian	id=g:7166575
Village of Flanagan	id=g:7166576
Village of Flat Rock	id=g:7166577
Village of Flemington	id=g:7166578
Village of Fletcher	id=g:7166579
Village of Florence	id=g:7166580
Village of Florida	id=g:7166581
Village of Florida	id=g:7166582
Village of Flushing	id=g:7166583
Village of Foosland	id=g:7166584
Village of Fordyce	id=g:7166585
Village of Forest	id=g:7166586
Village of Forest City	id=g:7166587
Village of Forestville	id=g:7166588
Village of Forrest	id=g:7166589
Village of Forreston	id=g:7166590
Village of Fort Jennings	id=g:7166591
Village of Fort Loramie	id=g:7166592
Village of Fort Recovery	id=g:7166593
Village of Fort Shawnee	id=g:7166594
Village of Foster	id=g:7166595
Village of Foster	id=g:7166596
Village of Fountain	id=g:7166597
Village of Fountain N' Lakes	id=g:7166598
Village of Fowler	id=g:7166599
Village of Fowlerville	id=g:7166600
Village of Fox Lake	id=g:7166601
Village of Fox River Grove	id=g:7166602
Village of Frankfort	id=g:7166603
Village of Frankfort	id=g:7166604
Village of Franklin	id=g:7166605
Village of Franklin Grove	id=g:7166606
Village of Frazeysburg	id=g:7166607
Village of Fredericksburg	id=g:7166608
Village of Free Soil	id=g:7166609
Village of Freeburg	id=g:7166610
Village of Freeburg	id=g:7166611
Village of Freeman Spur	id=g:7166612
Village of Freeport	id=g:7166613
Village of Freeport	id=g:7166614
Village of Freistatt	id=g:7166615
Village of Fruitport	id=g:7166616
Village of Fulton	id=g:7166617
Village of Fultonham	id=g:7166618
Village of Fults	id=g:7166619
Village of Funk	id=g:7166620
Village of Gagetown	id=g:7166621
Village of Gaines	id=g:7166622
Village of Galatia	id=g:7166623
Village of Galien	id=g:7166624
Village of Gallipolis	id=g:7166625
Village of Gambier	id=g:7166626
Village of Gandy	id=g:7166627
Village of Gann	id=g:7166628
Village of Garden	id=g:7166629
Village of Gardner	id=g:7166630
Village of Garland	id=g:7166631
Village of Garrett	id=g:7166632
Village of Garrison	id=g:7166633
Village of Gays	id=g:7166634
Village of Geneva-on-the-Lake	id=g:7166635
Village of Genoa	id=g:7166636
Village of Gentry	id=g:7166637
Village of Georgetown	id=g:7166638
Village of German Valley	id=g:7166639
Village of Germantown	id=g:7166640
Village of Germantown	id=g:7166641
Village of Germantown Hills	id=g:7166642
Village of Gettysburg	id=g:7166643
Village of Gibbs	id=g:7166644
Village of Gibsonburg	id=g:7166645
Village of Gifford	id=g:7166646
Village of Gilberts	id=g:7166647
Village of Gilboa	id=g:7166648
Village of Gilead	id=g:7166649
Village of Giltner	id=g:7166650
Village of Ginger Blue	id=g:7166651
Village of Gladstone	id=g:7166652
Village of Glandorf	id=g:7166653
Village of Glasford	id=g:7166654
Village of Glasgow	id=g:7166655
Village of Glen Carbon	id=g:7166656
Village of Glen Echo Park	id=g:7166657
Village of Glencoe	id=g:7166658
Village of Glendale Heights	id=g:7166659
Village of Glenford	id=g:7166660
Village of Glenmont	id=g:7166661
Village of Glenview	id=g:7166662
Village of Glenvil	id=g:7166663
Village of Glenwood	id=g:7166664
Village of Glenwood	id=g:7166665
Village of Gloria Glens Park	id=g:7166666
Village of Glouster	id=g:7166667
Village of Gnadenhutten	id=g:7166668
Village of Godfrey	id=g:7166669
Village of Godley	id=g:7166670
Village of Pleasanton	id=g:7166671
Village of Pleasantville	id=g:7166672
Village of Plymouth	id=g:7166673
Village of Plymouth	id=g:7166674
Village of Plymouth	id=g:7166675
Village of Pocahontas	id=g:7166676
Village of Polk	id=g:7166677
Village of Polk	id=g:7166678
Village of Pollock	id=g:7166679
Village of Pomeroy	id=g:7166680
Village of Pontoon Beach	id=g:7166681
Village of Pontoosuc	id=g:7166682
Village of Poplar Grove	id=g:7166683
Village of Port Austin	id=g:7166684
Village of Port Barrington	id=g:7166685
Village of Port Byron	id=g:7166686
Village of Port Hope	id=g:7166687
Village of Port Jefferson	id=g:7166688
Village of Port Sanilac	id=g:7166689
Village of Port Washington	id=g:7166690
Village of Port William	id=g:7166691
Village of Portage	id=g:7166692
Village of Posen	id=g:7166693
Village of Potomac	id=g:7166694
Village of Potsdam	id=g:7166695
Village of Potter	id=g:7166696
Village of Powers	id=g:7166697
Village of Powersville	id=g:7166698
Village of Powhatan Point	id=g:7166699
Village of Prague	id=g:7166700
Village of Prairie City	id=g:7166701
Village of Prairie du Rocher	id=g:7166702
Village of Prairie Grove	id=g:7166703
Village of Prathersville	id=g:7166704
Village of Prescott	id=g:7166705
Village of Preston	id=g:7166706
Village of Primrose	id=g:7166707
Village of Princeville	id=g:7166708
Village of Proctorville	id=g:7166709
Village of Prospect	id=g:7166710
Village of Prosser	id=g:7166711
Village of Pulaski	id=g:7166712
Village of Put-in-Bay	id=g:7166713
Village of Quaker City	id=g:7166714
Village of Quincy	id=g:7166715
Village of Quincy	id=g:7166716
Village of Racine	id=g:7166717
Village of Radom	id=g:7166718
Village of Ragan	id=g:7166719
Village of Raleigh	id=g:7166720
Village of Ramsey	id=g:7166721
Village of Randolph	id=g:7166722
Village of Rankin	id=g:7166723
Village of Ransom	id=g:7166724
Village of Rantoul	id=g:7166725
Village of Rapids City	id=g:7166726
Village of Rarden	id=g:7166727
Village of Raritan	id=g:7166728
Village of Ravenna	id=g:7166729
Village of Rawson	id=g:7166730
Village of Rayland	id=g:7166731
Village of Raymond	id=g:7166732
Village of Raymond	id=g:7166733
Village of Rayville	id=g:7166734
Village of Reddick	id=g:7166735
Village of Redings Mill	id=g:7166736
Village of Redmon	id=g:7166737
Village of Reese	id=g:7166738
Village of Rendville	id=g:7166739
Village of Renick	id=g:7166740
Village of Rensselaer	id=g:7166741
Village of Republic	id=g:7166742
Village of Republican City	id=g:7166743
Village of Reynolds	id=g:7166744
Village of Reynolds	id=g:7166745
Village of Richfield	id=g:7166746
Village of Richland	id=g:7166747
Village of Richland	id=g:7166748
Village of Richmond	id=g:7166749
Village of Richmond	id=g:7166750
Village of Richton Park	id=g:7166751
Village of Richview	id=g:7166752
Village of Richwood	id=g:7166753
Village of Ridge Farm	id=g:7166754
Village of Ridgely	id=g:7166755
Village of Ridgeway	id=g:7166756
Village of Ridgway	id=g:7166757
Village of Ridott	id=g:7166758
Village of Ringwood	id=g:7166759
Village of Rio	id=g:7166760
Village of Rio Grande	id=g:7166761
Village of Ripley	id=g:7166762
Village of Ripley	id=g:7166763
Village of Rising City	id=g:7166764
Village of Risingsun	id=g:7166765
Village of River Bend	id=g:7166766
Village of Riverdale	id=g:7166767
Village of Riverlea	id=g:7166768
