Algarga	id=g:3130388
Punta Niño do Corvo	id=g:3213665
Punta do Crego	id=g:3213666
Cantera	id=g:3213670
Playa Borna	id=g:3213671
Punta Lagoa	id=g:3213674
Punta de la Guía	id=g:3213675
Playa Areiño	id=g:3213676
Punta Areiño	id=g:3213677
Punta Domayo	id=g:3213678
Puerto de Domayo	id=g:3213679
Punta Río Seco	id=g:3213680
Punta Concheira	id=g:3213681
Longra	id=g:3213686
Monte Prados	id=g:3232501
Punta Faluchos	id=g:3232502
Illa Percebellosa	id=g:3232503
Illa Castelo	id=g:3232504
Cala de Portonovo	id=g:3232505
Illa Centolo	id=g:3232506
Baixos Delgados	id=g:3232507
Monte Campelo	id=g:3232508
Monte Lagoa	id=g:3232509
Pedreira	id=g:3232510
Punta Santa Comba	id=g:3232511
Baixos do Cabalo	id=g:3232512
Punta Cela	id=g:3232513
Punta Branca	id=g:3232514
Illa Branca	id=g:3232515
Illa Erbosa	id=g:3232516
Punta Erbosa	id=g:3232517
Monte San Xurxo	id=g:3232518
Xubia	id=g:3232519
Illas Gabeiras	id=g:3232520
Punta Lavadoiro	id=g:3232521
Punta do Castro	id=g:3232522
Punta da Parede	id=g:3232523
Baixos Tarracidos	id=g:3232524
Baixo Cabaleiro	id=g:3232525
A Cabana	id=g:3232526
A Malata	id=g:3232527
Punta de Caranza	id=g:3232528
Punta Pena del Ramo	id=g:3232529
O Seixo	id=g:3232530
Punta Leiras	id=g:3232531
Enseada de Chanteiro	id=g:3232533
Banco das Laixiñas	id=g:3232534
Punta de Ares	id=g:3232535
Punta Promontorio	id=g:3232536
Punta Promontorio	id=g:3232537
Illas da Miranda	id=g:3232538
Enseada de Ares	id=g:3232539
Punta Camouco	id=g:3232540
Illote do Mouron	id=g:3232541
Redes	id=g:3232542
Punta Modias	id=g:3232543
Punta Sentroña	id=g:3232544
Punta Lousada	id=g:3232545
Punta Crebitas	id=g:3232546
Punta Monteventoso	id=g:3232547
Punta de San Pedro	id=g:3232548
Telle	id=g:3232549
Punta Bañobre	id=g:3232550
Punta dos Curbeiros de Miño	id=g:3232551
Punta Curbeiros	id=g:3232552
Playa Gandario	id=g:3232553
Sada d'Arriba	id=g:3232554
Navarre	id=g:3301576
La Rioja	id=g:3336897
Comunidad Autónoma de Cantabria	id=g:3336898
Comunidad Autónoma de Aragón	id=g:3336899
Castilla y León	id=g:3336900
Catalunya	id=g:3336901
Galicia	id=g:3336902
Euskal Autonomia Erkidegoa	id=g:3336903
Valdesalor	id=g:6251998
Erandio Goikoa - La Campa, Erandio	id=g:6252000
Arrollo del Villar	id=g:6252002
Embalse del Salor	id=g:6252003
Arrollo del Puerto	id=g:6252004
La veguilla	id=g:6252005
Parque de Leganés	id=g:6252039
Parque de los estados	id=g:6252040
Parque Liana	id=g:6252041
Parque de Los Rosales	id=g:6252042
Pantano de San Juan	id=g:6252043
Pantano de San Juan	id=g:6252044
Nus de la Trinitat	id=g:6252064
Nou Barris	id=g:6252065
Palau del Parlament de Catalunya	id=g:6252066
Su	id=g:6254870
Pantà de Sant Ponç	id=g:6254871
Torrent del Lluc	id=g:6254872
El Puig	id=g:6254873
El Puig	id=g:6254874
el Pèlag	id=g:6254875
Castell d'Ulldecona	id=g:6254895
Pantà d'Ulldecona	id=g:6254896
Riu Sènia	id=g:6254897
Sol-de-Riu	id=g:6254899
Platja del Marjal	id=g:6254900
Badia del Fangar	id=g:6254901
C.N. Vandellós II	id=g:6254902
C.N. Vandellós I	id=g:6254903
Camp de golf Panoràmica	id=g:6254904
Castell de Peníscola	id=g:6254906
Cementiri d'Ulldecona	id=g:6254907
La Cogula	id=g:6254908
Plaza de Toros de Móstoles	id=g:6254909
L'Estanyet	id=g:6254913
Pintures Rupestres d'Ulldecona	id=g:6254915
Ermita Mare de Déu de la Pietat	id=g:6254917
Bassa del Montsià	id=g:6254918
CompuMarket	id=g:6254920
IBM	id=g:6254921
Edificio ATICA	id=g:6255004
Ermita de la Sang	id=g:6255028
Estación Móstoles Central	id=g:6255029
Estación Móstoles-El soto	id=g:6255030
Parque del Retiro	id=g:6255078
Palacio de Oriente	id=g:6255079
Templo de Debod	id=g:6255080
Plaza de España	id=g:6255081
Kilómetro 0	id=g:6255082
Plaza Mayor	id=g:6255083
Numantia	id=g:6255084
Estadio de San Mamés	id=g:6255085
Lagunas de Rabasa	id=g:6255086
Monte Benacantil	id=g:6255087
Universidad de Alicante	id=g:6255088
Estadio José Rico Pérez - Hércules C.F.	id=g:6255089
Estación Término de Alicante (RENFE)	id=g:6255090
Hospital General de Alicante	id=g:6255091
Colegio Maristas	id=g:6255092
Colegio Salesianos	id=g:6255093
I.E.S. Miguel Hernández	id=g:6255094
I.E.S. Jorge Juan	id=g:6255095
Mercado Central de Abastos	id=g:6255096
Castillo de Santa Bárbara	id=g:6255097
Concatedral de San Nicolás de Bari	id=g:6255098
Iglesia de Santa María	id=g:6255099
MELIA ALICANTE Hotel	id=g:6255100
Castillo de San Fernando	id=g:6255101
Base Militar de Rabasa	id=g:6255102
Parque Lo Morant	id=g:6255103
Polígono Industrial de Rabasa	id=g:6255104
Polígono Industrial El Canastell	id=g:6255105
Parqeu Lo Torrent	id=g:6255106
Cementerio Municipal de Sant Vicent del Raspeig	id=g:6255107
Polígono Industrial Llano del Espartal	id=g:6255108
Polígono Industrial Plá de la Vallonga	id=g:6255109
Polígono Industrial Las Atalayas	id=g:6255110
Depósitos de C.H.L.	id=g:6255111
Aeropuerto Internacional de Alicante - El Altet	id=g:6255112
Torrellano	id=g:6255113
Elche Parque Industrial	id=g:6255114
Polígono Industrial de Babel	id=g:6255115
Playa del Postiguet	id=g:6255116
Playa del Cocó	id=g:6255117
Estación de la Marina (Trenet)	id=g:6255118
Playa de la Albufereta	id=g:6255119
Hospital Universitario de Sant Joan	id=g:6255120
Playa de Mutxavista	id=g:6255121
Cala Cantalar	id=g:6255122
Hotel Hesperia Alicante *****	id=g:6255123
CC Puerta de Alicante - Carrefour	id=g:6255124
El Corte Inglés - Maissonave	id=g:6255125
El Corte Inglés - Federico Soto	id=g:6255126
Estación de Autobuses	id=g:6255127
Museo de La Asegurada	id=g:6255128
MUBAG	id=g:6255129
Mezquita de Alicante	id=g:6255130
MARQ - Museo Arqueológico	id=g:6255131
CC Plaza Mar2 - Alcampo	id=g:6255132
CC Gran Vía - Carrefour	id=g:6255133
CC Vistahermosa	id=g:6255134
Mediamarkt	id=g:6255135
Leroy Merlin	id=g:6255136
CC San Vicente	id=g:6255137
Helados Alacant	id=g:6255138
Cementerio Municipal de Alicante	id=g:6255139
Juzgados	id=g:6255140
CC Panoramis	id=g:6255141
Hotel Amérigo *****	id=g:6255142
Tryp Gran Sol	id=g:6255143
Gaztelugatxe	id=g:6269127
San Juan de Gaztelugatxe	id=g:6269128
Model	id=g:6269129
Ocata	id=g:6269130
Platja de Santa Cistina	id=g:6269135
Museu Marítim	id=g:6269136
Plaça de les Glòries Catalanes	id=g:6269137
Consellería de Medio Ambiente e Desenvolvemento Sostible	id=g:6269185
esglèsia Sant Rafel	id=g:6269205
escola Sant Rafel	id=g:6269206
CF Sant Rafel	id=g:6269207
cementiri Sant Rafel	id=g:6269208
Sant Rafel de Forca	id=g:6269209
miramira	id=g:6269210
Cap Blanc	id=g:6269211
Punta de la Creu	id=g:6269212
Punta de la Galera	id=g:6269213
Punta de la Ferrera	id=g:6269214
la Trona	id=g:6269215
Morro de l'Espunya	id=g:6269216
Punta de la Maçana	id=g:6269217
Punta Prima	id=g:6269218
Badia de Cadaqués	id=g:6269219
s'Arenella	id=g:6269220
Punta des Bou Marí	id=g:6269221
sa Farnera	id=g:6269222
Illa de Portlligat	id=g:6269223
Cap d'en Roig	id=g:6269224
Badia de Guillola	id=g:6269225
Punta d'en Codera	id=g:6269226
ses Ielles	id=g:6269227
Illa de Cullaró	id=g:6269228
Punta dels Tres Frares	id=g:6269229
Illes Sardina	id=g:6269230
Punta dels Farallons	id=g:6269231
Cap Ravener	id=g:6269232
el Golfet	id=g:6269233
Cap Gros	id=g:6269234
Palacio de El Escorial	id=g:6269236
Palacio de la Magdalena	id=g:6269237
Palacio de Aranjuez	id=g:6269239
Camp Nou	id=g:6269240
Maremagnum	id=g:6269241
Marina Port Vell	id=g:6269242
Oteiza	id=g:6269243
Larrache	id=g:6269244
Sollaondi	id=g:6269245
San Cristóbal	id=g:6269246
Moll d'Espanya	id=g:6269247
Santiago Bernabéu	id=g:6269276
Saint James's Way	id=g:6269277
Montcau	id=g:6269285
Puig Agut	id=g:6269286
Puig Drau	id=g:6269287
Tagamanent	id=g:6269288
Fageda del Samont	id=g:6269289
Turó del Samont	id=g:6269290
Parc Natural del Montseny	id=g:6269291
Balaguer	id=g:6269401
el Segre	id=g:6269402
la Noguera Ribagorçana	id=g:6269403
Pantà de Santa Anna	id=g:6269404
el Boix	id=g:6269405
Gàrzola	id=g:6269406
Lluçars	id=g:6269407
Parlament de Catalunya	id=g:6269421
Urb Entre Naranjas	id=g:6269442
Urb Jardin Del Mar Fase V	id=g:6269443
Urb Jardin Del Mar Fase X	id=g:6269444
S60 Delfin Submarine Museum	id=g:6269451
Fun Fair	id=g:6269452
Night Market	id=g:6269453
Water Fountain	id=g:6269454
Torrevieja Marina	id=g:6269455
Salt Loading Pier	id=g:6269457
Salt Piles	id=g:6269458
Old Railway Station	id=g:6269459
Underground Car Park	id=g:6269460
Church Square	id=g:6269461
Park of Nation	id=g:6269462
Aquopolis Water Park	id=g:6269463
Carrefour	id=g:6269464
Habaneras Shopping Centre	id=g:6269465
Ozone Leisure Complex	id=g:6269466
Mercadona	id=g:6269467
Vall de Núria	id=g:6269472
Santuari de Núria	id=g:6269473
Llac de Núria	id=g:6269474
Estació del cremallera de Núria	id=g:6269475
Pedra Dreta	id=g:6269476
La Vall de Núria	id=g:6269477
riu Núria	id=g:6269478
camí de Núria	id=g:6269479
Coma de Font Negra	id=g:6269480
Pic de l'Àliga	id=g:6269481
Puig de Torreneules	id=g:6269482
Puig de la Font Negra	id=g:6269483
Coma d'Eina	id=g:6269488
Coma de les Mulleres	id=g:6269489
Coma de Noucreus	id=g:6269490
Pic de Noufonts	id=g:6269491
Roc del Dui	id=g:6269496
estació de Queralbs del cremallera de Núria	id=g:6269497
Estació de la Vila del cremallera de Núria	id=g:6269498
riu Núria	id=g:6269499
Estació de Ribes de Freser del cremallera de Núria	id=g:6269500
Embalse de Eugui	id=g:6269511
La Morea	id=g:6269512
Plaça de Catalunya	id=g:6269513
Plaça de Francesc Macià	id=g:6269514
Universitat de Barcelona	id=g:6269515
Cal ros de bosc	id=g:6269589
Bar Can Franc	id=g:6269590
Yerri	id=g:6269610
Parada do Courel	id=g:6284964
Plaza Santa Ana	id=g:6285780
Fuerteventura / Aeropuerto	id=g:6297185
Hierro / Aeropuerto	id=g:6297186
La Palma / Aeropuerto	id=g:6297187
Gran Canaria - Canary Islands	id=g:6297188
Lanzarote / Aeropuerto	id=g:6297189
Tenerife Sur	id=g:6297190
Tenerife / Los Rodeos	id=g:6297191
Melilla	id=g:6297192
Albacete / Los Llanos	id=g:6299323
Almeria / Aeropuerto	id=g:6299325
Asturias / Aviles	id=g:6299326
Cordoba / Aeropuerto	id=g:6299327
Bilbao / Sondica	id=g:6299328
Burgos / Villafria	id=g:6299329
Badajoz / Talavera La Real	id=g:6299330
Calamocha	id=g:6299331
A Coruña / Alvedro	id=g:6299332
Madri-Colmenar	id=g:6299333
Granada / Armilla	id=g:6299334
Aeroport de Girona - Costa Brava	id=g:6299335
Granada / Aeropuerto	id=g:6299336
Madrid / Getafe	id=g:6299337
Hinojosa Del Duque	id=g:6299338
Ibiza / Es Codola	id=g:6299339
Jerez De La Fronteraaeropuerto	id=g:6299340
Murcia / San Javier	id=g:6299341
Sabadell	id=g:6299342
Leon / Virgen Del Camino	id=g:6299343
Logrono / Agoncillo	id=g:6299344
Madrid / Barajas	id=g:6299345
Malaga / Aeropuerto	id=g:6299346
Aeroport de Menorca - Maó	id=g:6299347
Morón de la Frontera	id=g:6299348
Palma de Mallorca / Son San Juan	id=g:6299349
Pamplona / Noain	id=g:6299350
Murcia / Alcantarilla	id=g:6299351
Aeroport de Reus	id=g:6299352
Rota	id=g:6299353
Salamanca / Matacan	id=g:6299354
San Sebastián / Fuenterrabía	id=g:6299355
Santiago / Labacolla	id=g:6299356
Valencia / Aeropuerto	id=g:6299357
Valladolid / Villanubla	id=g:6299358
Vitoria	id=g:6299359
Vigo / Peinador	id=g:6299360
Santander / Parayas	id=g:6299361
Zaragoza United States Air Force Operated Base In Foreign Country	id=g:6299362
Sevilla / San Pablo	id=g:6299363
Madrid / Torrejon	id=g:6301767
Madrid / Cuatro Vientos	id=g:6301768
Zaragoza / Aeropuerto	id=g:6301769
Blancafort	id=g:6301900
GTD (www.gtd.es)	id=g:6301938
Palacio de la Zarzuela	id=g:6301955
Nuevo Guadiaro	id=g:6316273
Puerto Sotogrande	id=g:6316274
San Roque Club	id=g:6316275
Alcaidesa	id=g:6316276
Torre Guadiaro	id=g:6316277
La Berzosa	id=g:6324373
Estación de Chamartín	id=g:6324375
Pinar de Chamartín	id=g:6324376
PAU de Sanchinarro	id=g:6324377
Grifeu	id=g:6324400
Las Tablas	id=g:6324402
Puig dels Quatre Termes	id=g:6324404
Puig d'Estela	id=g:6324409
Coll de la Farella	id=g:6324410
Coll dels Belitres	id=g:6324411
Punta del Falcó	id=g:6324412
Badia de Portbou	id=g:6324413
Puig del Falcó	id=g:6324415
Platja del Cau del Llop	id=g:6324416
Badia del Port de la Selva	id=g:6324417
Sant Pere de Rodes	id=g:6324418
Castell de Verdera	id=g:6324419
Cala Culip	id=g:6324420
Cala Jugadora	id=g:6324421
Cala de Portlligat	id=g:6324423
Cala Jóncols	id=g:6324424
Cala Montjoi	id=g:6324425
Puig Rom	id=g:6324426
Platja de Canyelles Petites	id=g:6324427
Platja de Canyelles Grosses	id=g:6324428
Puig Pení	id=g:6324429
Coll Forcat	id=g:6324430
Coll del Pla de l'Arca	id=g:6324431
Coll de Panissars	id=g:6324432
Coll del Pou de la Neu	id=g:6324433
Riu Major	id=g:6324434
Hostal de la Muga	id=g:6324437
Añelarra	id=g:6324447
Mesa de los Tres Reyes	id=g:6324448
Los Ángeles de San Rafael	id=g:6324449
piscina municipal St.Vicenç de Montalt	id=g:6324486
Sotogrande	id=g:6324487
Santa Ponça	id=g:6324533
Goiballea	id=g:6324553
Olaskoagaegia	id=g:6324554
Santxolopeztegi	id=g:6324555
Arkolla	id=g:6324556
Beballea	id=g:6324557
Buruntzaspi	id=g:6324558
Errekaballea	id=g:6324559
Lasturbea	id=g:6324560
Mehatz-Erreka	id=g:6324561
San Roke	id=g:6324562
Altzolarats	id=g:6324563
Arroabea	id=g:6324564
Izaskun	id=g:6324565
San Migel	id=g:6324566
Ezama	id=g:6324567
Santiago Errioa	id=g:6324568
Valdelacalzada	id=g:6324599
Gimenells	id=g:6324665
el Pla de la Font	id=g:6324666
el Pont de Montanyana / Puente de Montañana	id=g:6324667
Areny de Noguera / Arén	id=g:6324668
el Campament d'Areny	id=g:6324669
Sobrecastell	id=g:6324670
Berganui	id=g:6324671
Ribera d'Avall	id=g:6324672
el Sas	id=g:6324673
Suerri	id=g:6324674
Claravalls	id=g:6324675
Soliva	id=g:6324676
Colls	id=g:6324677
Puifel	id=g:6324678
Sant Martí del Sas	id=g:6324679
Soperuny	id=g:6324680
Ovís	id=g:6324681
Betesa	id=g:6324682
Santa Olària	id=g:6324683
Els Molins	id=g:6324684
Pallerol	id=g:6324685
Sopeira	id=g:6324686
Pas d'Escales	id=g:6324687
Aulet	id=g:6324688
la Lleitera	id=g:6324691
la Lleitera	id=g:6324692
Mont-ral	id=g:6324693
Vensilló / Vencillón	id=g:6324694
San Miguel	id=g:6324695
Torre de Santolària	id=g:6324696
Molinot de Tamarit	id=g:6324697
la Melusa	id=g:6324698
el Torricó / Altorricon	id=g:6324699
Miporquet	id=g:6324700
Barranc de la Lliberola	id=g:6324702
Serreta Negra	id=g:6324703
Plana Cega	id=g:6324704
Castell de Mequinensa	id=g:6324705
Serreta del Castell	id=g:6324706
Ventafarines	id=g:6324707
Mas de Carlets	id=g:6324708
Congost de Mont-rebei	id=g:6324709
Castell de Girbeta	id=g:6324710
Mont-rebei	id=g:6324711
Barranc de la Maçana	id=g:6324712
Pont de la Maçana	id=g:6324713
la Pertusa	id=g:6324714
Barranc de la Pardina	id=g:6324715
l'Estall	id=g:6324716
Montgai	id=g:6324717
la Pardina	id=g:6324721
Escairón	id=g:6324722
Montegrande	id=g:6324723
SanXumil	id=g:6324724
Monte do faro	id=g:6324726
O Regato	id=g:6324727
Cidade da Cultura	id=g:6324730
Monte do Gaiás	id=g:6324731
Encoro de Portodemouros	id=g:6324732
Serra de la Gessa	id=g:6324734
Pelegrinyó	id=g:6324735
Rocafort de Llitera	id=g:6324736
Pinyana	id=g:6324737
Montpedró	id=g:6324738
Serra de Pinyana	id=g:6324739
Serra del Solà	id=g:6324741
Serra de la Volteria	id=g:6324742
lo Picot	id=g:6324743
Serra del Volterol	id=g:6324744
Riu Pedrissa	id=g:6324745
Seganta	id=g:6324746
Serra de Sant Quilis	id=g:6324747
Quatrecorts	id=g:6324748
Gavasa	id=g:6324749
Sosa de Peralta	id=g:6324750
Tossal Gros	id=g:6324751
Montdevalls	id=g:6324752
la Móra	id=g:6324753
Girbeta	id=g:6324754
Encoro do Con	id=g:6324766
Estación hidrobiolóxica do Con	id=g:6324767
Monte de San Pedro de Cea	id=g:6324768
Miradoiro dos Torgás	id=g:6324777
Encoro de San Estevo	id=g:6324778
Pena-roia	id=g:6324780
Roca Foradada	id=g:6324781
Las Pueblas	id=g:6324783
Serra Blanca	id=g:6324784
Serra de les Forques	id=g:6324785
Agaraitz	id=g:6324786
Agirre	id=g:6324787
Agirre	id=g:6324788
Agustinas	id=g:6324789
Aiestaran Erreka	id=g:6324790
Aiete	id=g:6324791
Aintzerga	id=g:6324792
Aita Mari	id=g:6324793
Aixola	id=g:6324794
Aizkorri Haundi	id=g:6324795
Aizkorri Txiki	id=g:6324796
Aizpea	id=g:6324797
Aizpea	id=g:6324798
Aiztunalde	id=g:6324799
Ajoain	id=g:6324800
Akartegi	id=g:6324801
Akerregi	id=g:6324802
Akezkoa	id=g:6324803
Akua	id=g:6324804
Alaberga	id=g:6324805
Alai	id=g:6324806
Aldaba Erreka	id=g:6324807
Aldaiegia	id=g:6324808
Aldapa	id=g:6324809
Aldapeta	id=g:6324810
Alderdi Eder	id=g:6324811
Alkorta	id=g:6324812
Alkortiaga	id=g:6324813
Alkuene	id=g:6324814
Altamira	id=g:6324815
Altamira	id=g:6324816
Altamira	id=g:6324817
Altunegi	id=g:6324818
Altzai	id=g:6324819
Altzin Etxadia	id=g:6324820
Amaña	id=g:6324821
Amara Behekoa	id=g:6324822
Amara Berria	id=g:6324823
Amara Goikoa	id=g:6324824
Amara Zaharra	id=g:6324825
Amaroz	id=g:6324826
Amategi Aldea	id=g:6324827
Amenabar	id=g:6324828
Amerialde	id=g:6324829
Amillaga	id=g:6324830
Amiñaldea	id=g:6324831
Amute	id=g:6324832
Anakar	id=g:6324833
Andra	id=g:6324834
Andra Mari Ermita	id=g:6324835
Ani	id=g:6324836
Anoeta Kirol Esparrua	id=g:6324837
Añorga Txiki	id=g:6324838
Antigua	id=g:6324839
Antzaran	id=g:6324840
Antziola	id=g:6324841
Antzizar	id=g:6324842
Anzuategi	id=g:6324843
Arana	id=g:6324844
Arana Goikoa	id=g:6324845
Arane	id=g:6324846
Aranerreka	id=g:6324847
Aranerreka	id=g:6324848
Aranguren	id=g:6324849
Aranguren	id=g:6324850
Aranguren	id=g:6324851
Aranibar	id=g:6324852
Aranibar	id=g:6324853
Arbes	id=g:6324854
Arbestain	id=g:6324855
Arbiskoa	id=g:6324856
Ardantza	id=g:6324857
Ardantzabidea	id=g:6324858
Argindegi	id=g:6324859
Argixao	id=g:6324860
Argoin	id=g:6324861
Arin	id=g:6324862
Aritz	id=g:6324863
Aritzeta	id=g:6324864
Arria	id=g:6324865
Arriaga	id=g:6324866
Arriola	id=g:6324867
Arroa	id=g:6324868
Arroka	id=g:6324869
Arrota	id=g:6324870
Arruegi	id=g:6324871
Arrutiegia	id=g:6324872
Artaleku	id=g:6324873
Artzain Erreka	id=g:6324874
Artzalluz	id=g:6324875
Arzabal	id=g:6324876
Asentzio	id=g:6324877
Astarbe	id=g:6324878
Asti	id=g:6324879
Astigarraga	id=g:6324880
Astizaldea	id=g:6324881
Asuraldea	id=g:6324882
Ategorrieta	id=g:6324883
Atotxa	id=g:6324884
Atsobakar	id=g:6324885
Atxegalde	id=g:6324886
Atxuripea	id=g:6324887
Auzo	id=g:6324888
Auzokalte	id=g:6324889
Azaldegi	id=g:6324890
Azaldegi	id=g:6324891
Azitain	id=g:6324892
Azkarruntz	id=g:6324893
Azken	id=g:6324894
Azken Portu	id=g:6324895
Azkoneta Errekalde	id=g:6324896
Baldanaldea	id=g:6324897
Barrenaldea	id=g:6324898
Barrenetxe	id=g:6324899
Basadi	id=g:6324900
Basaitzaldea	id=g:6324901
Basalde	id=g:6324902
Basaundi	id=g:6324903
Basterola	id=g:6324904
Bazkardo	id=g:6324905
Baztarkalealdea	id=g:6324906
Beasainmendi	id=g:6324907
Beistin Auzoa	id=g:6324908
Belabieta	id=g:6324909
Belaskoenea	id=g:6324910
Belorrieta	id=g:6324911
Bentaberri	id=g:6324912
Berabera	id=g:6324913
Beraun	id=g:6324914
Beraun	id=g:6324915
Berazubi	id=g:6324916
Berezao	id=g:6324917
Berio	id=g:6324918
Berostegi	id=g:6324919
Bidarte	id=g:6324920
Bidasoa	id=g:6324921
Bidebieta	id=g:6324922
Bidebieta	id=g:6324923
Bikamiota	id=g:6324924
Bordalaborda	id=g:6324925
Bordaundi	id=g:6324926
Buena Vista	id=g:6324927
Burumendi	id=g:6324928
Buruntza	id=g:6324929
Dike	id=g:6324930
Don Bosco	id=g:6324931
Donibanealde Bailara	id=g:6324932
Dorleta	id=g:6324933
Dunboa	id=g:6324934
Egialde	id=g:6324935
Egileor	id=g:6324936
Egileor	id=g:6324937
Egileor	id=g:6324938
Egotxeaga	id=g:6324939
Eguzki	id=g:6324940
Eguzkialde	id=g:6324941
Eguzkibar	id=g:6324942
Eitzaga	id=g:6324943
Eizagirre	id=g:6324944
Elbarren	id=g:6324945
Elbarrena	id=g:6324946
Elbarrena	id=g:6324947
Elbarrena	id=g:6324948
Elbarrena	id=g:6324949
Elduainalde	id=g:6324950
Eliz Bailara	id=g:6324951
Elizalde	id=g:6324952
Elizalde	id=g:6324953
Elizatxo	id=g:6324954
Elizondo	id=g:6324955
Elola	id=g:6324956
Elorregi	id=g:6324957
Elosiaga	id=g:6324958
Endoia	id=g:6324959
Enparantza	id=g:6324960
Ergoena	id=g:6324961
Ergoena	id=g:6324962
Ergoien	id=g:6324963
Ergoien Bailara	id=g:6324964
Ermitalde	id=g:6324965
Ernio	id=g:6324966
Erregenea	id=g:6324967
Erreka	id=g:6324968
Errekalde	id=g:6324969
Errekalde	id=g:6324970
Errekalde	id=g:6324971
Errekalde	id=g:6324972
Errekalde	id=g:6324973
Errekalde	id=g:6324974
Errekalde Bailara	id=g:6324975
Errekaldea	id=g:6324976
Errota Etxadia	id=g:6324977
Errotaburu	id=g:6324978
Errotaldea	id=g:6324979
Eskalantegi	id=g:6324980
Eskortza	id=g:6324981
Esnaola	id=g:6324982
Estarta Etxadia	id=g:6324983
Estaziño	id=g:6324984
Etorra	id=g:6324985
Etxabe	id=g:6324986
Etxabemendi	id=g:6324987
Etxadi	id=g:6324988
Etxe	id=g:6324989
Etxebarri	id=g:6324990
Etxeberri	id=g:6324991
Etxeberrieta	id=g:6324992
Etxeondo	id=g:6324993
Etxeta Bailara	id=g:6324994
Etxetamendi	id=g:6324995
Etxezarreta	id=g:6324996
Etxezarreta	id=g:6324997
Euskalerria	id=g:6324998
Eutera	id=g:6324999
Fanderia	id=g:6325000
Gabierrota	id=g:6325001
Gainera	id=g:6325002
Gaiztarro	id=g:6325003
Galdona	id=g:6325004
Galtzaraborda	id=g:6325005
Garagaltza	id=g:6325006
Garmendi	id=g:6325007
Gaztaño	id=g:6325008
Gibeleta	id=g:6325009
Goenbolu	id=g:6325010
Goi Bailara	id=g:6325011
Goialdea	id=g:6325012
Goierri	id=g:6325013
Goiherri	id=g:6325014
Goiko Auzoa	id=g:6325015
Goikoa Bailara	id=g:6325016
Goimendi	id=g:6325017
Gomistegi	id=g:6325018
Goribar	id=g:6325019
Gorosmendi	id=g:6325020
Gorospealdea	id=g:6325021
Gorosta	id=g:6325022
Gros	id=g:6325023
Guadalupe	id=g:6325024
Gudugarreta	id=g:6325025
Herrera	id=g:6325026
Herriondo	id=g:6325027
Ibaeta	id=g:6325028
Ibaiondo	id=g:6325029
Ibarre	id=g:6325030
Ibarrondo	id=g:6325031
Ibiri	id=g:6325032
Igara	id=g:6325033
Igartza	id=g:6325034
Igartza	id=g:6325035
Igerain	id=g:6325036
Igorre	id=g:6325037
Ikaitzaldea	id=g:6325038
Ilarraldea	id=g:6325039
Intxaurpe	id=g:6325040
Intxaurrondo	id=g:6325041
Intxausti	id=g:6325042
Intxusti	id=g:6325043
Iñurritza	id=g:6325044
Iparragirre	id=g:6325045
Ipintza	id=g:6325046
Ipintza	id=g:6325047
Ipuliño	id=g:6325048
Ipurua	id=g:6325049
Irimo Barrena	id=g:6325050
Irimo Goena	id=g:6325051
Iriondo	id=g:6325052
Iru	id=g:6325053
Irukarate	id=g:6325054
Iruntxi Etxeberri	id=g:6325055
Irunzubi	id=g:6325056
Irure	id=g:6325057
Iruretaegia	id=g:6325058
Istillago	id=g:6325059
Isusigarra	id=g:6325060
Itabarrara	id=g:6325061
Itrun	id=g:6325062
Itsasmendi	id=g:6325063
Iturralde	id=g:6325064
Iturrin	id=g:6325065
Itxaspe	id=g:6325066
San Blas	id=g:6325067
Iurre	id=g:6325068
Iza	id=g:6325069
Izaro	id=g:6325070
Izarraitz	id=g:6325071
Izarre	id=g:6325072
Izotzalde	id=g:6325073
Iztieta	id=g:6325074
Jadarre	id=g:6325075
Jai	id=g:6325076
Jaizubia	id=g:6325077
Jauregi	id=g:6325078
Jausoro	id=g:6325079
Juin	id=g:6325080
Kaleras	id=g:6325081
Kaletxiki	id=g:6325082
Kareaga	id=g:6325083
Katategi	id=g:6325084
Koate	id=g:6325085
Konporta	id=g:6325086
Kosta	id=g:6325087
Kostorbe	id=g:6325088
Kotxeta	id=g:6325089
Kukuerri	id=g:6325090
Kurpidea	id=g:6325091
Floreaga	id=g:6325092
Laiotz	id=g:6325093
Lanberri	id=g:6325094
Landeta	id=g:6325095
Langaurrealdea	id=g:6325096
Laranga	id=g:6325097
Larragibel	id=g:6325098
Larraña	id=g:6325099
Larreaundi	id=g:6325100
Larrekoetxe	id=g:6325101
Larretxo	id=g:6325102
Lartzalde	id=g:6325103
Lasartealdea	id=g:6325104
Laskibar	id=g:6325105
Lastur Goia	id=g:6325106
Lategi	id=g:6325107
Latxunbe	id=g:6325108
Lauztierreka	id=g:6325109
Lazkaibar	id=g:6325110
Legarreta	id=g:6325111
Legasa	id=g:6325112
Legorretazahar	id=g:6325113
Leitzalde	id=g:6325114
Leitzaran	id=g:6325115
Leizotz	id=g:6325116
Lete Auzoa	id=g:6325117
Letea	id=g:6325118
Lili	id=g:6325119
Lizarraga	id=g:6325120
Loinatz	id=g:6325121
Lorea	id=g:6325122
Lugaritz	id=g:6325123
Magdalena	id=g:6325124
Maintzia	id=g:6325125
Mandiola	id=g:6325126
Mandubia	id=g:6325127
Mantxola	id=g:6325128
Mardari	id=g:6325129
Marieluts	id=g:6325130
