Goldmine Hollow	id=g:4537702
Indiahoma Wye	id=g:4539286
Township of Indiahoma	id=g:4539287
Indian Avenue Southern Baptist Church	id=g:4539288
Indian Camp School	id=g:4539289
Indian Campground	id=g:4539290
Indian Capital Baptist Church	id=g:4539291
Indian Capital Vo-Tech School	id=g:4539292
Indian Cemetery	id=g:4539293
Indian Cemetery	id=g:4539294
Indian Cemetery	id=g:4539295
Indian Cemetery	id=g:4539296
Indian Cemetery	id=g:4539297
Indian Cemetery	id=g:4539298
Indian Cemetery	id=g:4539299
Indian Church	id=g:4539300
Indian City	id=g:4539301
Indian Community Center	id=g:4539302
Indian Creek	id=g:4539303
Independence	id=g:4539304
Indian Creek	id=g:4539305
Indian Creek	id=g:4539306
Indian Creek	id=g:4539307
Indian Hill	id=g:4539308
Indian Hills	id=g:4539309
Indian Hills	id=g:4539310
Indian Hills Country Club	id=g:4539311
Indian Hills Lake	id=g:4539312
Indian Hills Shopping Center	id=g:4539313
Indian Home Church	id=g:4539314
Indian Meadows	id=g:4539315
Indian Memorial Church	id=g:4539316
Indian Meridian Area Vocational College	id=g:4539317
Indian Meridian Elementary School	id=g:4539318
Indian Mission	id=g:4539319
Indian Mission	id=g:4539320
Indian Mission	id=g:4539321
Indian Mission Church	id=g:4539322
Indian Nations National Scenic and Wildlife Area	id=g:4539323
Indian Nations Presbyterian Church	id=g:4539324
Indian Pentecostal Church-God	id=g:4539325
Indian Spring Park	id=g:4539326
Indian Springs	id=g:4539327
Indian Springs Baptist Church	id=g:4539328
Indian Springs Elementary School	id=g:4539329
Indian Springs Plaza	id=g:4539330
Indian Village	id=g:4539331
Township of Indian	id=g:4539332
Indian-Mennonite Cemetery	id=g:4539333
Indiana Place	id=g:4539334
Indianapolis	id=g:4539335
Indianola	id=g:4539336
Indianola Cemetery	id=g:4539337
Indianola Cemetery	id=g:4539338
Indianola First Baptist Church	id=g:4539339
Indogco	id=g:4539340
Indonesian Full Gospel Fellowship	id=g:4539341
Industrial School	id=g:4539342
Ingall Cemetery	id=g:4539343
Ingalls	id=g:4539344
Ingersoll	id=g:4539345
Ingersoll Creek	id=g:4539346
Indian Hill	id=g:4539347
Ingram	id=g:4539348
Inner City Church of God	id=g:4539349
Inner-City Church	id=g:4539350
Inola	id=g:4539351
Inola Creek	id=g:4539352
Ingham Park	id=g:4539353
Inola Lake	id=g:4539354
Inola Lake Dam	id=g:4539355
Township of Inola	id=g:4539356
Inspirational Temple Church	id=g:4539357
Interchange 128B	id=g:4539358
Interchange 129	id=g:4539359
Interchange 130	id=g:4539360
Interchange 130	id=g:4539361
Interchange 132A	id=g:4539362
Interchange 134	id=g:4539363
Interchange 135	id=g:4539364
Interchange 136	id=g:4539365
Interchange 137	id=g:4539366
Interchange 138A	id=g:4539367
Interchange 138B	id=g:4539368
Interchange 139	id=g:4539369
Interchange 278	id=g:4539370
Intercity Worship Center	id=g:4539371
International Gospel Center	id=g:4539372
International Slavic Christian College	id=g:4539373
International Word Fellowship	id=g:4539374
Into All the World Church	id=g:4539375
Ioland Cemetery	id=g:4539376
Iona	id=g:4539377
Ione School	id=g:4539378
Ionine Creek	id=g:4539379
Ionine Creek Site 101 Dam	id=g:4539380
Ionine Creek Site 101 Reservoir	id=g:4539381
Ionine Creek Site 102 Dam	id=g:4539382
Ionine Creek Site 102 Reservoir	id=g:4539383
Iowa Chapel Cemetery	id=g:4539384
Iowa Indian Cemetery	id=g:4539385
Iowa Mission Cemetery	id=g:4539386
Iowa Oklahoma Tribal Statistical Area	id=g:4539387
Township of Iowa	id=g:4539388
Township of Iowa	id=g:4539389
Iowa-Sac and Fox Tribal Jurisdiction Statistical Area (historical)	id=g:4539390
Iranian Christian-Central United States Church	id=g:4539391
Ireton Cemetery	id=g:4539392
Iron Chapel	id=g:4539393
Iron Chapel Oil Field	id=g:4539394
Township of Iron Mound	id=g:4539395
Iron Post	id=g:4539396
Iron Post	id=g:4539397
Iron Post Church	id=g:4539398
Iron Post Mountain	id=g:4539399
Iron Spring Hollow	id=g:4539400
Inola Hill	id=g:4539401
Iron Springs Trail	id=g:4539402
Iron Stob Church	id=g:4539403
Iron Stob Church	id=g:4539404
Iron Stob Corner	id=g:4539405
Iron Stob School	id=g:4539406
Ironbridge	id=g:4539407
Ironside School	id=g:4539408
Irving	id=g:4539409
Irving Elementary School	id=g:4539410
Irving Middle School	id=g:4539411
Irving Neighborhood Center	id=g:4539412
Irving School	id=g:4539413
Irving School	id=g:4539414
Irving School	id=g:4539415
Irving School	id=g:4539416
Irving School	id=g:4539417
Irving School	id=g:4539418
Township of Irwin	id=g:4539419
Isabel Loosen Rein Dam	id=g:4539420
Isabel Loosen Rein Reservoir	id=g:4539421
Isabella	id=g:4539422
Isabella Cemetery	id=g:4539423
Isadore Cemetery	id=g:4539424
Isenbart Number 1 Dam	id=g:4539425
Isenbart Number 1 Reservoir	id=g:4539426
Islamic Center of Oklahoma City	id=g:4539427
Island Bayou	id=g:4539428
Iron Springs	id=g:4539429
The Islands	id=g:4539430
Isles' End Cove	id=g:4539431
Isom 3 Lake	id=g:4539432
Isom 3 Lake Dam	id=g:4539433
Isom I Lake	id=g:4539434
Isom I Lake Dam	id=g:4539435
Isom Lake	id=g:4539436
Isom Lake Dam	id=g:4539437
Isom Springs Cemetery	id=g:4539438
Isom Springs Oil Field	id=g:4539439
Isparhecher Cemetery	id=g:4539440
Israel Chapel Church	id=g:4539441
Ituna	id=g:4539442
Ivanhoe Creek	id=g:4539443
Township of Ivanhoe	id=g:4539444
Ives Airport	id=g:4539445
Ivy Branch	id=g:4539446
J B Hollis Dam	id=g:4539447
J B Hollis Reservoir	id=g:4539448
J B Rivers Dam	id=g:4539449
J B Rivers Reservoir	id=g:4539450
J E McSpadden Dam	id=g:4539451
J E McSpadden Reservoir	id=g:4539452
J L Briscoe Dam	id=g:4539453
J L Briscoe Reservoir	id=g:4539454
J P Wilson Dam	id=g:4539455
J P Wilson Reservoir	id=g:4539456
J W Quillian 209 Dam	id=g:4539457
J W Quillian Reservoir	id=g:4539458
J-M Ranch Dam	id=g:4539459
J-M Ranch Lake	id=g:4539460
J-N Creek	id=g:4539461
J. H. Lilly Correctional Center	id=g:4539462
J. Leland Burkett Ministries Church	id=g:4539463
Jack Coppedge Dam	id=g:4539464
Jack Coppedge Reservoir	id=g:4539465
Jack Creek	id=g:4539466
The Islands	id=g:4539467
Jack Creek	id=g:4539468
Jack Creek	id=g:4539469
Jack Creek Site 1 Dam	id=g:4539470
Jack Creek Site 2 Dam	id=g:4539471
Jack Creek Site 2 Reservoir	id=g:4539472
Jack Creek Site 2a Dam	id=g:4539473
Jack Creek Site 2a Reservoir	id=g:4539474
Jack Creek Site 2b Dam	id=g:4539475
Jack Creek Site 2b Reservoir	id=g:4539476
Jack Creek Site 3 Dam	id=g:4539477
Jack Creek Site 3 Reservoir	id=g:4539478
Jack Creek Site 4 Dam	id=g:4539479
Jack Creek Site 4 Reservoir	id=g:4539480
Jack Creek Site 5 Dam	id=g:4539481
Jack Creek Site 5 Reservoir	id=g:4539482
Jack Creek Site 7 Dam	id=g:4539483
Jack Creek Site 7 Reservoir	id=g:4539484
Jack Creek Site 8 Dam	id=g:4539485
Jack Creek Site 8 Reservoir	id=g:4539486
Jack Creek Site 9 Dam	id=g:4539487
Jack Creek Site 9 Reservoir	id=g:4539488
Jack Fork Creek	id=g:4539489
Jack Creek Site 1 Reservoir	id=g:4539490
Jack Hollow Creek	id=g:4539491
Jack Hills	id=g:4539492
Jack McDearman Reservoir	id=g:4539493
Jackfork Creek	id=g:4539494
Jack Laughter Park	id=g:4539495
Jacks	id=g:4539496
Jackson Bay	id=g:4539497
Jackson Bay Recreation Area	id=g:4539498
Jackson County	id=g:4539499
Jackson Creek	id=g:4539500
Jackfork Mountain	id=g:4539501
Jackson Creek	id=g:4539502
Jackson Creek	id=g:4539503
Jackson Grove Cemetery	id=g:4539504
Jackson Middle School	id=g:4539505
Jackson Lake	id=g:4539506
Jackson Lake Dam	id=g:4539507
Jackson Mountain	id=g:4539508
Jackson Mountain	id=g:4539509
Jackson Plaza	id=g:4539510
Jackson Prairie	id=g:4539511
Jackson School	id=g:4539512
Jackson School	id=g:4539513
Jackson School	id=g:4539514
Jackson School	id=g:4539515
Jackson School	id=g:4539516
Jackson School	id=g:4539517
Township of Jackson	id=g:4539518
Township of Jackson	id=g:4539519
Township of Jackson	id=g:4539520
Jacktown	id=g:4539521
Jacob Hollow	id=g:4539522
Jacob Morey Cemetery	id=g:4539523
Jacobs Acres Dam	id=g:4539524
Jacobs Acres Lake	id=g:4539525
Jacobs Creek	id=g:4539526
Jackson Grove Church	id=g:4539527
Jadie Lookout	id=g:4539528
James A Manning State Fish Hatchery	id=g:4539529
James Arthur Manning State Fish Hatchery	id=g:4539530
James Cemetery	id=g:4539531
James Chapel	id=g:4539532
James Crabtree Correctional Center	id=g:4539533
James Dula Pond 6	id=g:4539534
James Dula Pond 6 Dam	id=g:4539535
James Fork	id=g:4539536
James Pasture Airport	id=g:4539537
James Travis Dam	id=g:4539538
James Travis Reservoir	id=g:4539539
Jamestown	id=g:4539540
Jamestown Shopping Center	id=g:4539541
Jamesville	id=g:4539542
Jamison Cemetery	id=g:4539543
Jamison Cemetery	id=g:4539544
Jane Dennis Creek	id=g:4539545
Township of Jacobs	id=g:4539546
Jane Phillips School	id=g:4539547
Jantzen Number 2 Dam	id=g:4539548
Jantzen Number 2 Reservoir	id=g:4539549
Japanese Beaver Lake Dam	id=g:4539550
Jarman Junior High School	id=g:4539551
Jarvis Church	id=g:4539552
Township of Jarvis	id=g:4539553
Jasper	id=g:4539554
Javine Cemetery	id=g:4539555
Javine Oil Field	id=g:4539556
Jay	id=g:4539557
Jay Buckle Spring	id=g:4539558
Jay Elementary School	id=g:4539559
Jay Heliport	id=g:4539560
Jaybird Church	id=g:4539561
Jaybird Creek	id=g:4539562
Jane Phillips Heliport	id=g:4539563
Jean	id=g:4539564
Jech Creek	id=g:4539565
Jaydee	id=g:4539566
Jed Johnston Lake	id=g:4539567
Jed Johnston Lake Dam	id=g:4539568
Jefferson	id=g:4539569
Jefferson Church	id=g:4539570
Jefferson County	id=g:4539571
Jefferson County Airport	id=g:4539572
Jefferson Creek	id=g:4539573
Jed Flat	id=g:4539574
Jefferson Middle School	id=g:4539575
Jefferson School	id=g:4539576
Jefferson School	id=g:4539577
Jefferson School	id=g:4539578
Jefferson School	id=g:4539579
Jefferson School	id=g:4539580
Jefferson School	id=g:4539581
Jefferson School	id=g:4539582
Jefferson School	id=g:4539583
Jefferson School	id=g:4539584
Jefferson School	id=g:4539585
Jefferson School	id=g:4539586
Jefferson School	id=g:4539587
Jefferson School	id=g:4539588
Jefferson School	id=g:4539589
Jefferson School	id=g:4539590
Jefferson School	id=g:4539591
Jefferson School	id=g:4539592
Jefferson Street First Baptist	id=g:4539593
Township of Jefferson	id=g:4539594
Township of Jefferson	id=g:4539595
Township of Jefferson	id=g:4539596
Township of Jefferson	id=g:4539597
Township of Jefferson	id=g:4539598
Township of Jefferson	id=g:4539599
Township of Jefferson	id=g:4539600
Jeffrey Ecd 4 Dam	id=g:4539601
Jeffrey Ecd 4 Reservoir	id=g:4539602
Jeffrey Park	id=g:4539603
Jehovah Church	id=g:4539604
Jehovah Witnesses Church	id=g:4539605
Jehovahs Witnesses	id=g:4539606
Jehovahs Witnesses Church	id=g:4539607
Jehovahs Witnesses Church	id=g:4539608
Jehovahs Witnesses Church	id=g:4539609
Jehovahs Witnesses Church	id=g:4539610
Jehovahs Witnesses Church	id=g:4539611
Jehovahs Witnesses East Congregation	id=g:4539612
Jenkins Creek	id=g:4539613
Jefferson Heights Baptist Church	id=g:4539614
Jenks	id=g:4539615
Jenks Free Will Baptist Church	id=g:4539616
Jenks Levee	id=g:4539617
Jenks Plaza Shopping Center	id=g:4539618
Township of Jenks	id=g:4539619
Jenks United Methodist Church	id=g:4539620
Jennings	id=g:4539621
Jennings Cemetery	id=g:4539622
Jennings Elementary School	id=g:4539623
Jennings Ranch Airport	id=g:4539624
Jenny Hill	id=g:4539625
Jent Cemetery	id=g:4539626
Jernigan Drilling Heliport	id=g:4539627
Jernigan Memorial Church	id=g:4539628
Jerome Airport	id=g:4539629
Jerry Branch	id=g:4539630
Jerusalem Cemetery	id=g:4539631
Jess Dunn Correctional Center	id=g:4539632
Jesse	id=g:4539633
Jesse James Hill	id=g:4539634
Jesse McGaha Dam	id=g:4539635
Jesse McGaha Reservoir	id=g:4539636
Jessie Creek	id=g:4539637
Jenkins Reilly Slough	id=g:4539638
Jester Cemetery	id=g:4539639
Township of Jester	id=g:4539640
Jesus Alive Evangelistic Church	id=g:4539641
Jesus Church	id=g:4539642
Jesus Name Church	id=g:4539643
Jesus Name Church	id=g:4539644
Jesus Today Revival Church Incorporated	id=g:4539645
Jet	id=g:4539646
Township of Jeter	id=g:4539647
Jim Blue Creek	id=g:4539648
Jester	id=g:4539649
Jim Brown Hollow	id=g:4539650
Jim Conrad Reservoir	id=g:4539651
Jim Creek	id=g:4539652
Jim Creek	id=g:4539653
Jim Thorpe Memorial Park	id=g:4539654
Jim Thorpe Park	id=g:4539655
Jimmy Creek	id=g:4539656
Jim Day Lake	id=g:4539657
Jobes	id=g:4539658
Jocelyn Ridge	id=g:4539659
Joe Branch	id=g:4539660
Jimtown	id=g:4539661
Joe Creek	id=g:4539662
Joe Greenlee Dam	id=g:4539663
Joe Harp Field	id=g:4539664
Joe Mayse Lake	id=g:4539665
Joe Mayse Lake Dam	id=g:4539666
John Adams School	id=g:4539667
John Calvin Presbyterian Church	id=g:4539668
John Eyster Dam	id=g:4539669
John Eyster Reservoir	id=g:4539670
John F Kennedy Memorial	id=g:4539671
John Heath Dam	id=g:4539672
John Heath Reservoir	id=g:4539673
John Knox Presbyterian Church	id=g:4539674
John Noah Mountain	id=g:4539675
John O'Banion 10 Dam	id=g:4539676
John O'Banion 10 Reservoir	id=g:4539677
John Old Crow Cemetery	id=g:4539678
John Reid Airport	id=g:4539679
John Seabolt Cemetery	id=g:4539680
John Shawyer Dam	id=g:4539681
John Shawyer Reservoir	id=g:4539682
John Tom Island	id=g:4539683
John Watie Hollow	id=g:4539684
Joe Greenlee Reservoir	id=g:4539685
Johnny Iron Hill	id=g:4539686
Johns Creek	id=g:4539687
John Wells Park	id=g:4539688
Johns Valley	id=g:4539689
Johnson	id=g:4539690
Johnson Cemetery	id=g:4539691
Johnson Cemetery	id=g:4539692
Johnson Chapel	id=g:4539693
Johnson Creek	id=g:4539694
Johns Park	id=g:4539695
Johnson Dam	id=g:4539696
Johnson Elementary School	id=g:4539697
Johnson Hollow	id=g:4539698
Johnson Creek Public Use Area	id=g:4539699
Johnson Lake	id=g:4539700
Johnson Lake Dam	id=g:4539701
Johnson Number 1 Dam	id=g:4539702
Johnson Number 1 Reservoir	id=g:4539703
Johnson Number 2 Dam	id=g:4539704
Johnson Number 2 Reservoir	id=g:4539705
Johnson Number 2b Dam	id=g:4539706
Johnson Number 2b Reservoir	id=g:4539707
Johnson Park	id=g:4539708
Johnson Park	id=g:4539709
Johnson Prairie Church	id=g:4539710
Johnson Reservoir	id=g:4539711
Johnson School	id=g:4539712
Township of Johnson	id=g:4539713
Township of Johnson	id=g:4539714
Johnsonville	id=g:4539715
Johnston County	id=g:4539716
Johnston Dam	id=g:4539717
Johnston Reservoir	id=g:4539718
Johnstone Park	id=g:4539719
Jointer Creek	id=g:4539720
Johnson Lake	id=g:4539721
Jolly Bob Downs Dam	id=g:4539722
Jolly Bob Downs Reservoir	id=g:4539723
Jollyville	id=g:4539724
Jonah	id=g:4539725
Jones	id=g:4539726
Jones Air Park	id=g:4539727
Jones Cemetery	id=g:4539728
Jones Cemetery	id=g:4539729
Jones Cemetery	id=g:4539730
Jones Cemetery	id=g:4539731
Jones Creek	id=g:4539732
Jones Creek	id=g:4539733
Joliff Inlet Public Use Area	id=g:4539734
Jones Creek	id=g:4539735
Jones Elementary School	id=g:4539736
Jones Gss Number 1 Dam	id=g:4539737
Jones Gss Number 1 Reservoir	id=g:4539738
Jones High School	id=g:4539739
Jones Lake	id=g:4539740
Jones Lake Dam	id=g:4539741
Jones Memorial Airport	id=g:4539742
Jones Middle School	id=g:4539743
Jones Pond	id=g:4539744
Jones Pond Dam	id=g:4539745
Jones Ridge	id=g:4539746
Jones School	id=g:4539747
Township of Jones	id=g:4539748
Jordan Baptist Church	id=g:4539749
Jordan Cemetery	id=g:4539750
Township of Jordan Valley	id=g:4539751
Joseph Harp Moffatt Corrections Facility	id=g:4539752
Joy	id=g:4539753
Joy Lutheran Church	id=g:4539754
Joy Mennonite Church	id=g:4539755
Joy Primary School	id=g:4539756
Joyful Life Church	id=g:4539757
Jubilee Christian Center	id=g:4539758
Jubilee Worship Center	id=g:4539759
Jubys	id=g:4539760
Judah Fellowship Church	id=g:4539761
Judge Cox Branch	id=g:4539762
Jones Full Gospel Bible Church	id=g:4539763
Julian Creek	id=g:4539764
Judy Hill	id=g:4539765
July Spring	id=g:4539766
Jumbo	id=g:4539767
Jump Pond	id=g:4539768
Jumper Cemetery	id=g:4539769
Jumper Creek	id=g:4539770
Julius Cemetery	id=g:4539771
Jumper Creek	id=g:4539772
Jumper Shopping Center	id=g:4539773
Juniper Point Recreation Area	id=g:4539774
Justice	id=g:4539775
Justice School	id=g:4539776
Justus School	id=g:4539777
K Street Baptist Church	id=g:4539778
K Trail	id=g:4539779
KADA-AM (Ada)	id=g:4539780
KADA-FM (Ada)	id=g:4539781
KADS-AM (Elk City)	id=g:4539782
KAEZ	id=g:4539783
KAKC-AM (Tulsa)	id=g:4539784
KALU-FM (Langston)	id=g:4539785
KALV-AM (Alva)	id=g:4539786
KATT-FM (Oklahoma City)	id=g:4539787
KAUT-TV (Oklahoma City)	id=g:4539788
KAYE-FM (Tonkawa)	id=g:4539789
KAYI-FM (Muskogee)	id=g:4539790
KBEL-AM (Idabel)	id=g:4539791
KBEL-FM (Idabel)	id=g:4539792
KBEZ-FM (Tulsa)	id=g:4539793
KBIX-AM (Muskogee)	id=g:4539794
KBIX-FM (Wagoner)	id=g:4539795
KBLK-AM (Sapulpa)	id=g:4539796
KBLP-FM (Lindsay)	id=g:4539797
KBVV-FM (Enid)	id=g:4539798
KBXR-FM (Weatherford)	id=g:4539799
KBYE-AM (Oklahoma City)	id=g:4539800
KBZQ-FM (Lawton)	id=g:4539801
KCCU-FM (Lawton)	id=g:4539802
KCCX-FM (Commerce)	id=g:4539803
KCES-FM (Eufaula)	id=g:4539804
KCFO-AM (Tulsa)	id=g:4539805
KCLI-FM (Clinton)	id=g:4539806
KCMA-FM (Broken Arrow)	id=g:4539807
KCMA-FM (Broken Arrow)	id=g:4539808
KCMA-FM (Broken Arrow)	id=g:4539809
KCNN Radio Tower	id=g:4539810
KCRC-AM (Enid)	id=g:4539811
KCSC-FM (Edmond)	id=g:4539812
KDDQ-FM (Comanche)	id=g:4539813
KDLB-AM (Henryetta)	id=g:4539814
KDOR-TV (Bartlesville)	id=g:4539815
KEBC Radio Tower	id=g:4539816
KEBC-FM (Oklahoma City)	id=g:4539817
KECO-FM (Elk City)	id=g:4539818
KEMC	id=g:4539819
KEMX-FM (Locust Grove)	id=g:4539820
KEOK-FM (Tahlequah)	id=g:4539821
KEOR-AM (Atoka)	id=g:4539822
KETA-TV (Oklahoma City)	id=g:4539823
KEYB-FM (Altus)	id=g:4539824
KFNC-FM (Sulphur)	id=g:4539825
KFOM-FM (Sulphur)	id=g:4539826
KFOR-TV (Oklahoma City)	id=g:4539827
KFSA Radio Tower	id=g:4539828
KFXI-FM (Marlow)	id=g:4539829
KGCT-TV (Tulsa)	id=g:4539830
KGCV	id=g:4539831
KGFF-AM (Shawnee)	id=g:4539832
KGLB-TV (Okmulgee)	id=g:4539833
KGLB-TV (Okmulgee)	id=g:4539834
KGLC-AM (Miami)	id=g:4539835
KGND-FM (Ketchum)	id=g:4539836
KGOK-FM (Pauls Valley)	id=g:4539837
KGOU-FM (Norman)	id=g:4539838
KGPD-FM (Lahoma)	id=g:4539839
KGTO-AM (Tulsa)	id=g:4539840
KGVE-FM (Grove)	id=g:4539841
KGWA-AM (Enid)	id=g:4539842
KHIB-FM (Durant)	id=g:4539843
KHIQ-FM (Alva)	id=g:4539844
KHJM-FM (Taft)	id=g:4539845
KHKC-FM (Atoka)	id=g:4539846
KICM-FM (Healdton)	id=g:4539847
KICZ-FM (Elk City)	id=g:4539848
KIHN-AM (Hugo)	id=g:4539849
KIMY-FM (Watonga)	id=g:4539850
KITO-FM (Vinita)	id=g:4539851
KITX-FM (Hugo)	id=g:4539852
KIXR-FM (Ponca City)	id=g:4539853
KJFK-FM (Perry)	id=g:4539854
KJIL Radio Tower	id=g:4539855
KJRH-TV (Tulsa)	id=g:4539856
KJYO-FM (Oklahoma City)	id=g:4539857
KKAJ-FM (Ardmore)	id=g:4539858
KKBI-FM (Broken Bow)	id=g:4539859
KKBI-FM (Broken Bow)	id=g:4539860
KKID-AM (Sallisaw)	id=g:4539861
KKID-FM (Sallisaw)	id=g:4539862
KKND-FM (Stillwater)	id=g:4539863
KKNG-FM (Oklahoma City)	id=g:4539864
KKRX-AM (Lawton)	id=g:4539865
KKRX-FM (Lawton)	id=g:4539866
KKVO-FM (Altus)	id=g:4539867
KLAW-FM (Lawton)	id=g:4539868
KLBC-FM (Durant)	id=g:4539869
KLBC-FM (Durant)	id=g:4539870
KLCO	id=g:4539871
KLMK-FM (Poteau)	id=g:4539872
KLOR-FM (Ponca City)	id=g:4539873
KMAD-AM (Madill)	id=g:4539874
KMAD-FM (Madill)	id=g:4539875
KMART Shopping Center	id=g:4539876
KMCO-FM (McAlester)	id=g:4539877
KMGL-FM (Oklahoma City)	id=g:4539878
KMGZ-FM (Lawton)	id=g:4539879
KMGZ-FM (Lawton)	id=g:4539880
KMNZ-TV (Oklahoma City)	id=g:4539881
KMNZ-TV (Oklahoma City)	id=g:4539882
KMOD-FM (Tulsa)	id=g:4539883
KMSI-FM (Moore)	id=g:4539884
KMUS-AM (Muskogee)	id=g:4539885
KMYB-FM (Pawhuska)	id=g:4539886
KMYZ-AM (Pryor)	id=g:4539887
KMYZ-FM (Pryor)	id=g:4539888
KMZE-FM (Woodward)	id=g:4539889
KMZE-FM (Woodward)	id=g:4539890
KNED-AM (McAlester)	id=g:4539891
KNED-AM (McAlester)	id=g:4539892
KNFB-FM (Nowata)	id=g:4539893
KNFB-FM (Nowata)	id=g:4539894
KNGX-FM (Claremore)	id=g:4539895
KNID-FM (Enid)	id=g:4539896
KNOR-AM (Norman)	id=g:4539897
KNTL-FM (Bethany)	id=g:4539898
KNYD-FM (Broken Arrow)	id=g:4539899
KOCB-TV (Oklahoma City)	id=g:4539900
KOCC-FM (Oklahoma City)	id=g:4539901
KOCO-TV (Oklahoma City)	id=g:4539902
KOED-TV (Tulsa)	id=g:4539903
KOET-TV (Eufaula)	id=g:4539904
KOFM-FM (Enid)	id=g:4539905
KOKB-AM (Blackwell)	id=g:4539906
KOKC-AM (Guthrie)	id=g:4539907
KOKF-FM (Edmond)	id=g:4539908
KOKF-FM (Edmond)	id=g:4539909
KOKH-TV (Oklahoma City)	id=g:4539910
KOKI-TV (Tulsa)	id=g:4539911
KOKL-AM (Okmulgee)	id=g:4539912
KOMA-AM (Oklahoma City)	id=g:4539913
KOQL-FM (Oklahoma City)	id=g:4539914
KOSU-FM (Stillwater)	id=g:4539915
KOSU-FM (Stillwater)	id=g:4539916
KOTV-TV (Tulsa)	id=g:4539917
KPNC-FM (Ponca City)	id=g:4539918
KPRV-AM (Poteau)	id=g:4539919
KPRV-FM (Heavener)	id=g:4539920
KPRW-AM (Oklahoma City)	id=g:4539921
KQCV-AM (Oklahoma City)	id=g:4539922
KQCV-AM (Oklahoma City)	id=g:4539923
KQLI-FM (Lawton)	id=g:4539924
KQLL-AM (Tulsa)	id=g:4539925
KQLL-FM (Owasso)	id=g:4539926
KQMJ-FM (Henryetta)	id=g:4539927
KQTZ-FM (Hobart)	id=g:4539928
KRAD-AM (Perry)	id=g:4539929
KRAF-AM (Holdenville)	id=g:4539930
KRAV-FM (Tulsa)	id=g:4539931
KRDM-FM (Ardmore)	id=g:4539932
KREK-FM (Bristow)	id=g:4539933
KRHD-AM (Duncan)	id=g:4539934
KRHD-FM (Duncan)	id=g:4539935
KRKZ-FM (Altus)	id=g:4539936
KRMC Radio Towers	id=g:4539937
KRMG-AM (Tulsa)	id=g:4539938
KRMK-FM (Cordell)	id=g:4539939
KROU-FM (Spencer)	id=g:4539940
KROU-FM (Spencer)	id=g:4539941
KRPT-AM (Anadarko)	id=g:4539942
KRPT-FM (Anadarko)	id=g:4539943
KRXO-FM (Oklahoma City)	id=g:4539944
KSBI-TV (Oklahoma City)	id=g:4539945
KSEO-AM (Durant)	id=g:4539946
KSIW-AM (Woodward)	id=g:4539947
KSLE-FM (Seminole)	id=g:4539948
KSPI-AM (Stillwater)	id=g:4539949
KSPI-FM (Stillwater)	id=g:4539950
KSPI-FM (Stillwater)	id=g:4539951
KSSM-FM (Miami)	id=g:4539952
KSWO-AM (Lawton)	id=g:4539953
KSWO-TV (Lawton)	id=g:4539954
KSWR-FM (Clinton)	id=g:4539955
KSYE-FM (Frederick)	id=g:4539956
KTAT-AM (Frederick)	id=g:4539957
KTBO-TV (Oklahoma City)	id=g:4539958
KTDA-TV (Lawton)	id=g:4539959
KTEN	id=g:4539960
KTEN-TV (Ada)	id=g:4539961
KTFX-FM (Tulsa)	id=g:4539962
KTHK-FM (Okmulgee)	id=g:4539963
KTHK-FM (Okmulgee)	id=g:4539964
KTIJ-FM (Elk City)	id=g:4539965
KTJS-AM (Hobart)	id=g:4539966
KTLQ-AM (Tahlequah)	id=g:4539967
KTLS-FM (Ada)	id=g:4539968
KTLV-AM (Midwest City)	id=g:4539969
KTMC-AM (McAlester)	id=g:4539970
KTMC-FM (McAlester)	id=g:4539971
KTNT-FM (Edmond)	id=g:4539972
KTOK-AM (Oklahoma City)	id=g:4539973
KTOW-AM (Sand Springs)	id=g:4539974
KTOW-AM (Sand Springs)	id=g:4539975
KTOW-FM (Sand Springs)	id=g:4539976
KTRT-AM (Claremore)	id=g:4539977
KTRT-AM (Claremore)	id=g:4539978
KTSH-FM (Tishomingo)	id=g:4539979
KTTL-FM (Alva)	id=g:4539980
KTUL-TV (Tulsa)	id=g:4539981
KTVY	id=g:4539982
KUHD-FM (Holdenville)	id=g:4539983
KUSH-AM (Cushing)	id=g:4539984
KVAZ-FM (Henryetta)	id=g:4539985
KVIJ-TV (Sayre)	id=g:4539986
KVIN-AM (Vinita)	id=g:4539987
KVLH-AM (Pauls Valley)	id=g:4539988
KVOO-AM (Tulsa)	id=g:4539989
KVOO-FM (Tulsa)	id=g:4539990
KVRS-FM (Lawton)	id=g:4539991
KVRW-FM (Lawton)	id=g:4539992
KVSO-AM (Ardmore)	id=g:4539993
KWCO-AM (Chickasha)	id=g:4539994
KWDQ-FM (Woodward)	id=g:4539995
KWEN-FM (Tulsa)	id=g:4539996
KWET-TV (Cheyenne)	id=g:4539997
KWEY-AM (Weatherford)	id=g:4539998
KWFX-FM (Woodward)	id=g:4539999
KWGS-FM (Tulsa)	id=g:4540000
KWHB-TV (Tulsa)	id=g:4540001
KWHW-AM (Altus)	id=g:4540002
KWON-AM (Bartlesville)	id=g:4540003
KWOX-FM (Woodward)	id=g:4540004
KWSH-AM (Wewoka)	id=g:4540005
KWSQ-FM (Muskogee)	id=g:4540006
KWTV Heliport	id=g:4540007
KWTV-TV (Oklahoma City)	id=g:4540008
KXII-TV (Ardmore)	id=g:4540009
KXLS-FM (Alva)	id=g:4540010
KXOJ-FM (Sapulpa)	id=g:4540011
