Gokpār	id=g:1202196
Dhulāsar	id=g:1204172
Dhulandi	id=g:1204173
Dhulandi	id=g:1204174
Dhulanda	id=g:1204175
Dhukutia	id=g:1204176
Dhukuria	id=g:1204177
Dhukuria	id=g:1204178
Dhukuria	id=g:1204179
Dhukure	id=g:1204180
Dhubulia	id=g:1204181
Dubla Khāl	id=g:1204182
Dhubipāthar	id=g:1204183
Dhubil Kātārmahal	id=g:1204184
Dhubāria	id=g:1204185
Dhubaria	id=g:1204186
Dhosaricho	id=g:1204187
Dhora	id=g:1204188
Dhopātita	id=g:1204189
Dhopāpāra	id=g:1204190
Dhopāpāra	id=g:1204191
Dhobāpāra	id=g:1204192
Dhopāpāra	id=g:1204193
Dhopāpāra	id=g:1204194
Dhopākuri	id=g:1204195
Dhopākhola	id=g:1204196
Dhopākhola	id=g:1204197
Dhopākella	id=g:1204198
Dhopākāti	id=g:1204199
Dhopākāti	id=g:1204200
Dhopa Kāndi	id=g:1204201
Dhopa Jāngālia	id=g:1204202
Dhopāipur	id=g:1204203
Dhopāibāri	id=g:1204204
Dhopa Hogla	id=g:1204205
Dhopāgul	id=g:1204206
Dhopāgāti	id=g:1204207
Dhopāgānti	id=g:1204208
Dhopādihi	id=g:1204209
Dhopādi	id=g:1204210
Dhopādānga	id=g:1204211
Dhopādānga	id=g:1204212
Dhopādahar	id=g:1204213
Dhopāchari	id=g:1204214
Dhopuail	id=g:1204215
Dhonsahadda	id=g:1204216
Dhon Boālia	id=g:1204217
Dhol Simul	id=g:1204218
Dholpur	id=g:1204219
Dholjāni	id=g:1204220
Dholāsādhukhān	id=g:1204221
Dholāi	id=g:1204222
Dholādia	id=g:1204223
Dhola	id=g:1204224
Dhobrākol	id=g:1204225
Dhobaura	id=g:1204226
Dhobāruhi	id=g:1204227
Dhobār Char	id=g:1204228
Dhobārai	id=g:1204229
Dhobāpukur	id=g:1204230
Dhobāpāra	id=g:1204231
Dhobāhāla	id=g:1204232
Dhobāghāt	id=g:1204233
Dhoāir	id=g:1204235
Dhoāil	id=g:1204236
Dhitua	id=g:1204237
Dhitpurkānu	id=g:1204238
Dhitpur Goda	id=g:1204239
Dhitpur Barāil	id=g:1204240
Dhītpur	id=g:1204241
Dhitpur	id=g:1204242
Dhitpur	id=g:1204243
Dhitpur	id=g:1204244
Dhitpur	id=g:1204245
Dhitpur	id=g:1204246
Dhitpur	id=g:1204247
Dhitpur	id=g:1204248
Dhitpur	id=g:1204249
Dhitpur	id=g:1204250
Dhitpur	id=g:1204251
Dhitpur	id=g:1204252
Dhitpur	id=g:1204253
Dhitpur	id=g:1204254
Dhista	id=g:1204255
Dhiruāil	id=g:1204256
Dhirāsrām	id=g:1204257
Dhipur	id=g:1204258
Dhipur	id=g:1204259
Dhipahati	id=g:1204260
Dhiar Char	id=g:1204261
Dheul	id=g:1204262
Dheukhāli	id=g:1204263
Dherua Kareha	id=g:1204264
Dherra	id=g:1204265
Dherera	id=g:1204266
Depa Nadi	id=g:1204267
Dhepa	id=g:1204268
Dhenkipāra	id=g:1204269
Dhemshīmāri	id=g:1204270
Dhemsākhāli	id=g:1204271
Dhelna	id=g:1204272
Dhekura	id=g:1204273
Dhekuncha	id=g:1204274
Dhekra	id=g:1204275
Dhekipāra	id=g:1204276
Dhekia	id=g:1204277
Dhechuāpālong	id=g:1204278
Dhawa Pikson	id=g:1204279
Dhāwāpāra	id=g:1204280
Dhāwāpāra	id=g:1204281
Dhawākol	id=g:1204282
Dhawākāndi	id=g:1204283
Dhāwāgīr	id=g:1204284
Dhāwa Bīl	id=g:1204285
Dhauria Khuti	id=g:1204286
Dhāuria	id=g:1204287
Dhaur	id=g:1204288
Dhātma	id=g:1204289
Dharubāndha	id=g:1204290
Dhārra	id=g:1204291
Dharpāra	id=g:1204292
Dharpāra	id=g:1204293
Dhārpāra	id=g:1204294
Dharmodāsgānti	id=g:1204295
Dharmmasi	id=g:1204296
Dharmmapur	id=g:1204297
Dharmmapur	id=g:1204298
Dharmmahāti	id=g:1204299
Dharmasur	id=g:1204300
Dharmāpur	id=g:1204301
Dharmapur	id=g:1204302
Dharmapur	id=g:1204303
Dharmapur	id=g:1204304
Dharmapur	id=g:1204305
Dharmapur	id=g:1204306
Dharmapur	id=g:1204307
Dharmapur	id=g:1204308
Dharmapur	id=g:1204309
Dharmapur	id=g:1204310
Dharmapur	id=g:1204311
Dharmapur	id=g:1204312
Dharmapur	id=g:1204313
Dharmapāra	id=g:1204314
Dharmapāl	id=g:1204315
Dharmāndi	id=g:1204316
Dharmandal	id=g:1204317
Dharmānagar	id=g:1204318
Dharmajain	id=g:1204319
Dharmātha	id=g:1204320
Dharmahāta	id=g:1204321
Dharmaghar	id=g:1204322
Dharmaganj River	id=g:1204323
Dharmaganj	id=g:1204324
Dharma Gācha	id=g:1204325
Dharmādi	id=g:1204326
Dharmadi	id=g:1204327
Dharmadaha	id=g:1204328
Dharla River	id=g:1204329
Dharkula	id=g:1204330
Dhāriswar	id=g:1204331
Dhārichora	id=g:1204332
Dhāribon	id=g:1204333
Dhāria	id=g:1204334
Dharia	id=g:1204335
Dhargrām	id=g:1204336
Dhargaon	id=g:1204337
Dharenda	id=g:1204338
Dharbila	id=g:1204339
Dharbarsha	id=g:1204340
Dhārārhāt	id=g:1204341
Dhārābāsāil	id=g:1204342
Dhāra	id=g:1204343
Dhāra	id=g:1204344
Dharmapur	id=g:1204345
Dharanibāri	id=g:1204346
Dharanda	id=g:1204347
Dharanji	id=g:1204348
Dhārāpathia	id=g:1204349
Dharampur	id=g:1204350
Dharampur	id=g:1204351
Dharanpur	id=g:1204352
Dharampur	id=g:1204353
Dhārām	id=g:1204354
Dhāraki	id=g:1204355
Dharākhān	id=g:1204356
Dhārākāndi	id=g:1204357
Dhārākāndi	id=g:1204358
Dharāil Mallikpāt	id=g:1204359
Dharāil	id=g:1204360
Dhopgrām	id=g:1204361
Dhāpar	id=g:1204362
Dhāpa Khāl	id=g:1204363
Dhāp	id=g:1204364
Dhāora	id=g:1204365
Dhāoāpāra	id=g:1204366
Dhawa	id=g:1204367
Dhanyāpur	id=g:1204368
Dhānyahāti	id=g:1204369
Dhanu River	id=g:1204370
Dhānuria	id=g:1204371
Dhanun	id=g:1204372
Dhānuka	id=g:1204373
Dhānuka	id=g:1204374
Dhānuākhola	id=g:1204375
Dhānua	id=g:1204376
Dhānua	id=g:1204377
Dhānua	id=g:1204378
Dhanua	id=g:1204379
Dhāntara	id=g:1204380
Dhanta	id=g:1204381
Dhansidhya	id=g:1204382
Dhānsail	id=g:1204383
Dhānsa	id=g:1204384
Dhanpur Nullah	id=g:1204385
Dhānpur	id=g:1204386
Dhānpur	id=g:1204387
Dhanpur	id=g:1204388
Dhanpur	id=g:1204389
Dhanpur	id=g:1204390
Dhanpara	id=g:1204391
Dhanpaddi	id=g:1204392
Dhainagar Pratāppur	id=g:1204393
Dhanmanikya Chatra	id=g:1204394
Dhānkuta	id=g:1204395
Dhankura	id=g:1204396
Dhānkunia	id=g:1204397
Dhankunda	id=g:1204398
Dhānkora	id=g:1204399
Dhānkora	id=g:1204400
Dhankora	id=g:1204401
Dhankīpāra	id=g:1204402
Dhānkhola	id=g:1204403
Dhānkhāli Don	id=g:1204404
Dhankhāli	id=g:1204405
Dhānkhāli	id=g:1204406
Dhānjuri Kālisahar	id=g:1204407
Dhanjail	id=g:1204408
Dhaniswar	id=g:1204409
Dhanisara	id=g:1204410
Dhanirāmpur	id=g:1204411
Dhanīrām	id=g:1204412
Dhānikhola	id=g:1204413
Dhani Gāgla	id=g:1204414
Dhānibhānga	id=g:1204415
Dhaniāsur	id=g:1204416
Dhaniāgaon	id=g:1204417
Dhania	id=g:1204418
Dhania	id=g:1204419
Dhangmari Forest Office	id=g:1204420
Dhānghora	id=g:1204421
Dhāngauri	id=g:1204422
Dhāngar Khāl	id=g:1204423
Dhāngara	id=g:1204424
Dhangaon	id=g:1204425
Dhaneswargati	id=g:1204426
Dhāneswar	id=g:1204427
Dhaneswar	id=g:1204428
Dhanertek	id=g:1204429
Dhandi Udaydi	id=g:1204430
Dhandi	id=g:1204431
Dhāndi	id=g:1204432
Dhandhania	id=g:1204433
Dhāndār Char	id=g:1204434
Dhanda Khāli	id=g:1204435
Dhāndāo	id=g:1204436
Dhanārpār	id=g:1204437
Dhanār Chak	id=g:1204438
Dhanapatikhola	id=g:1204439
Dhananjoy	id=g:1204440
Dhananjoypur	id=g:1204441
Dhananjaypur	id=g:1204442
Dhananjaypur	id=g:1204443
Dhananjaypāra	id=g:1204444
Dhananjoypāra	id=g:1204445
Dhananjaya	id=g:1204446
Dhanālibāid	id=g:1204447
Dhanāldaha	id=g:1204448
Dhānakāti	id=g:1204449
Dhanāitari	id=g:1204450
Dhanāitali	id=g:1204451
Dhanair Char	id=g:1204452
Dhanāid	id=g:1204453
Dhanāia	id=g:1204454
Dhanai	id=g:1204455
Dhāmusa	id=g:1204456
Dhāmura	id=g:1204457
Dhāmti	id=g:1204458
Dhāmsur	id=g:1204459
Dhāmsunda	id=g:1204460
Dhāmsreni	id=g:1204461
Dhāmsi	id=g:1204462
Dhāmsār	id=g:1204463
Dhāmsār	id=g:1204464
Dhāmsāna	id=g:1204465
Dhāmrihāla	id=g:1204466
Dhāmrāil	id=g:1204467
Dhāmra	id=g:1204468
Dhāmna	id=g:1204469
Dhāmlai	id=g:1204470
Dhāmin Kāmnagar	id=g:1204471
Dhāmila	id=g:1204472
Dhāmghar	id=g:1204473
Dhāmgar	id=g:1204474
Dhāmdi	id=g:1204475
Dhāmdhum	id=g:1204476
Dhāmdhara	id=g:1204477
Dhāmda	id=g:1204478
Dhāmchandrapur	id=g:1204479
Dhāmāran	id=g:1204480
Dhāmāran	id=g:1204481
Dhāmār	id=g:1204482
Dhamanpura	id=g:1204483
Dhāmālkot	id=g:1204484
Dhamalia River	id=g:1204485
Dhamalia	id=g:1204486
Dhāmālia	id=g:1204487
Dhāmālia	id=g:1204488
Dhāmāil Jāleswar	id=g:1204489
Dhāma Bāsuri	id=g:1204490
Dhaluābāri	id=g:1204491
Dhālua	id=g:1204492
Dhalua	id=g:1204493
Dhalthopa	id=g:1204494
Dhālpur	id=g:1204495
Dhalpur	id=g:1204496
Dhalpur	id=g:1204497
Dhalmohini	id=g:1204498
Dhalla	id=g:1204499
Dhalla	id=g:1204500
Dhalkunda	id=g:1204501
Dhalkhetra	id=g:1204502
Dhālkarpāra	id=g:1204503
Dhāljora	id=g:1204504
Dhalirkānda	id=g:1204505
Dhālikāndi	id=g:1204506
Dhali Kachua	id=g:1204507
Dhali Gaurnagar	id=g:1204508
Dhalibila	id=g:1204509
Dhali Bīl	id=g:1204510
Dhalia	id=g:1204511
Dhali	id=g:1204512
Dhalhara Sambhu	id=g:1204513
Dhalhara Chandra	id=g:1204514
Dhalhara	id=g:1204515
Dhalgrām	id=g:1204516
Dhalghāta	id=g:1204517
Dhalghāt	id=g:1204518
Dhalfa Bagura	id=g:1204519
Dhaleswari River	id=g:1204520
Dhaleswari River	id=g:1204521
Dhāldaha	id=g:1204522
Dhalchhatra	id=g:1204523
Dhalbāria Rāmchandrapur	id=g:1204524
Dhalāpāta	id=g:1204525
Dhalāpāra	id=g:1204526
Dhālapāra	id=g:1204527
Dhala Mulgaon	id=g:1204528
Dhalai Tea Garden	id=g:1204529
Dhalai River	id=g:1204530
Dhalai River	id=g:1204531
Dhalai Gāng	id=g:1204532
Dhalāhār	id=g:1204533
Dhalahar	id=g:1204534
Dhala Bīl	id=g:1204535
Dhala Āmiān	id=g:1204536
Dhala	id=g:1204537
Dhala	id=g:1204538
Dhala	id=g:1204539
Dhākurkāti	id=g:1204540
Dhākuria	id=g:1204541
Dhākuria	id=g:1204542
Dhakunta	id=g:1204543
Dhākuli	id=g:1204544
Dhākuāpāra	id=g:1204545
Dhākua	id=g:1204546
Dhakrākol	id=g:1204547
Dhākpāra	id=g:1204548
Dhākirkānda	id=g:1204549
Dhākirgaon	id=g:1204550
Dhāki Nullah	id=g:1204551
Dhākijora	id=g:1204552
Dhāki	id=g:1204553
Dhākārgaon	id=g:1204554
Dhākanta	id=g:1204555
Dhākā Jhālpāra	id=g:1204556
Dhākairhāti	id=g:1204557
Dhākadakshin	id=g:1204558
Dhāka Chandragāthi	id=g:1204559
Dhaji Khāli Chak	id=g:1204560
Dhaji	id=g:1204561
Dhāirgaon	id=g:1204562
Dhāirgaon	id=g:1204563
Dhāir	id=g:1204564
Dhainākhola	id=g:1204565
Dhāidia	id=g:1204566
Dhadda	id=g:1204567
Dhadas	id=g:1204568
Dhubāil	id=g:1204569
Dhabalsati	id=g:1204570
Dhabalguri	id=g:1204571
Dewānpur	id=g:1204572
Dewānpur	id=g:1204573
Dewānpāra	id=g:1204574
Dewānibāri	id=g:1204575
Dewānbāri	id=g:1204576
Dewāli	id=g:1204577
Dewabāri	id=g:1204578
Deuti	id=g:1204579
Deuti	id=g:1204580
Deutāhār	id=g:1204581
Deuri	id=g:1204582
Deulpāra	id=g:1204583
Deulkāti	id=g:1204584
Deuli Lakshmidia	id=g:1204585
Deulia	id=g:1204586
Deulia	id=g:1204587
Deulia	id=g:1204588
Deuli	id=g:1204589
Deuli	id=g:1204590
Deuli	id=g:1204591
Deuli	id=g:1204592
Deuli	id=g:1204593
Deuli	id=g:1204594
Deuli	id=g:1204595
Deuli	id=g:1204596
Deuli	id=g:1204597
Deulia	id=g:1204598
Deulgrām	id=g:1204599
Deuldia	id=g:1204600
Deuldāngra	id=g:1204601
Deulbāri Dobra Bīl	id=g:1204602
Deulbari Dobra	id=g:1204603
Dewlia	id=g:1204604
Deulia	id=g:1204605
Deula	id=g:1204606
Deul	id=g:1204607
Deul	id=g:1204608
Deul	id=g:1204609
Deuātali	id=g:1204610
Desua	id=g:1204611
Dashama	id=g:1204612
Deshkhirsin	id=g:1204613
Desīura	id=g:1204614
Desipara	id=g:1204615
Deshma	id=g:1204616
Desgaon	id=g:1204617
Desgaon	id=g:1204618
Des Bhuāi	id=g:1204619
Debipāra	id=g:1204620
Dergaon	id=g:1204621
Derai	id=g:1204622
Dephulia	id=g:1204623
Depāsāi	id=g:1204624
Depāra	id=g:1204625
Deothān	id=g:1204626
Deothān	id=g:1204627
Deotala	id=g:1204628
Deotala	id=g:1204629
Deoshiri	id=g:1204630
Deosh	id=g:1204631
Deosālia	id=g:1204632
Deorpār	id=g:1204633
Deora	id=g:1204634
Deora	id=g:1204635
Deora	id=g:1204636
Deora	id=g:1204637
Deora	id=g:1204638
Deor	id=g:1204639
Deopura	id=g:1204640
Deopura	id=g:1204641
Deopuro	id=g:1204642
Deopur	id=g:1204643
Deopāsa	id=g:1204644
Deopāra Gārāund	id=g:1204645
Deopura	id=g:1204646
Deopāra	id=g:1204647
Deopāra	id=g:1204648
Deopāra	id=g:1204649
Deopāra	id=g:1204650
Deopāra	id=g:1204651
Deopāra	id=g:1204652
Deopāra	id=g:1204653
Deopāra	id=g:1204654
Deopāra	id=g:1204655
Deonāpāra	id=g:1204656
Deonāi	id=g:1204657
Deonāi	id=g:1204658
Deonai Nadi	id=g:1204659
Deonai	id=g:1204660
Deona	id=g:1204661
Deoli	id=g:1204662
Deoldia	id=g:1204663
Deola	id=g:1204664
Deol	id=g:1204665
Deokuri	id=g:1204666
Deokul	id=g:1204667
Deokol	id=g:1204668
Deokhola	id=g:1204669
Deokhola	id=g:1204670
Deokhāli	id=g:1204671
Deokāndi	id=g:1204672
Deokāmta	id=g:1204673
Deojuri	id=g:1204674
Deogrām	id=g:1204675
Deoghar	id=g:1204676
Deogaon Gobindapur	id=g:1204677
Deogaon	id=g:1204678
Deogaon	id=g:1204679
Deogaon	id=g:1204680
Deogaon	id=g:1204681
Deogāchha	id=g:1204682
Deodukān	id=g:1204683
Deodron	id=g:1204684
Deodāsa	id=g:1204685
Deodānga	id=g:1204686
Deochāndi	id=g:1204687
Deobhog	id=g:1204688
Deobhog	id=g:1204689
Deobhog	id=g:1204690
Deobhog	id=g:1204691
Deobhog	id=g:1204692
Deobāri Gajāria	id=g:1204693
Deobāria	id=g:1204694
Deobāria	id=g:1204695
Dengurkāndi	id=g:1204696
Dengārgar	id=g:1204697
Dengar Bepārir Kāndi	id=g:1204698
Denga	id=g:1204699
Demrān	id=g:1204700
Demra	id=g:1204701
Demra	id=g:1204702
Demnāmāra	id=g:1204703
Demarpāra	id=g:1204704
Demargaon	id=g:1204705
Demākuri	id=g:1204706
Demājāni	id=g:1204707
Deluti	id=g:1204708
Delunja	id=g:1204709
Deluākāndi	id=g:1204710
Delua Chak	id=g:1204711
Deluabāti	id=g:1204712
Deluābāri	id=g:1204713
Deluabāri	id=g:1204714
Delua	id=g:1204715
Delua	id=g:1204716
Delua	id=g:1204717
Delta	id=g:1204718
Deli Gāngāil	id=g:1204719
Deliāi	id=g:1204720
Delduār	id=g:1204721
Deldhā	id=g:1204722
Dekrikhola	id=g:1204723
Dekra	id=g:1204724
Deilpāra	id=g:1204725
Deilla	id=g:1204726
Deichar	id=g:1204727
Dehergati	id=g:1204728
Dehara	id=g:1204729
Dehar	id=g:1204730
Dehānkhila	id=g:1204731
Dehāla	id=g:1204732
Dehala	id=g:1204733
Digha	id=g:1204734
Degerchāla	id=g:1204735
Defulia	id=g:1204736
Decreer Tek	id=g:1204737
Decree Narottampur	id=g:1204738
Decree Char Chāndpur	id=g:1204739
Decree Char Bārakhāda	id=g:1204740
Decree Char	id=g:1204741
Decree Char	id=g:1204742
Debuār Char	id=g:1204743
Debsri	id=g:1204744
Debrāmpur	id=g:1204745
Debrāj	id=g:1204746
Debrāj	id=g:1204747
Debra	id=g:1204748
Debpur	id=g:1204749
Debpur	id=g:1204750
Debpur	id=g:1204751
Debpur	id=g:1204752
Debpur	id=g:1204753
Debpāra	id=g:1204754
Debottār Ismail	id=g:1204755
Debottar Binodpur	id=g:1204756
Debnagar	id=g:1204757
Debnagar	id=g:1204758
Debkhanda	id=g:1204759
Debkara	id=g:1204760
Debkānda	id=g:1204761
Debi Teghari	id=g:1204762
Debīsinhāpur	id=g:1204763
Debīshahar	id=g:1204764
Debir Char	id=g:1204765
Debīpur	id=g:1204766
Debipur	id=g:1204767
Debīpur	id=g:1204768
Debīpur	id=g:1204769
Debīpur	id=g:1204770
Debipur	id=g:1204771
Debipur	id=g:1204772
Debipur	id=g:1204773
Debipur	id=g:1204774
Debipur	id=g:1204775
Debipur	id=g:1204776
Debipur	id=g:1204777
Debipur	id=g:1204778
Debipur	id=g:1204779
Debipur	id=g:1204780
Debipur	id=g:1204781
Debipur	id=g:1204782
Debinagar	id=g:1204783
Debīnagar	id=g:1204784
Debinagar	id=g:1204785
Debinagar	id=g:1204786
Debigāchha	id=g:1204787
Debidaspur	id=g:1204788
Debi	id=g:1204789
Debduār	id=g:1204790
Debdhitpur	id=g:1204791
Debāsthān	id=g:1204792
Debāsram	id=g:1204793
Debāsram	id=g:1204794
Debāria Chāndkāti	id=g:1204795
Debānanda Rāyerkhil	id=g:1204796
Debalchari	id=g:1204797
Debālay	id=g:1204798
Debai	id=g:1204799
Debagrām	id=g:1204800
Deābai	id=g:1204801
Dayrākāndi	id=g:1204802
Dayhāta	id=g:1204803
Dayārāmpur	id=g:1204804
Dayārāmpur	id=g:1204805
Dayārāmpur	id=g:1204806
Dayārāmpur	id=g:1204807
Dayārāmbāri	id=g:1204808
Dayāpur	id=g:1204809
Dayamir	id=g:1204810
Dayālpur	id=g:1204811
Dayalbanda	id=g:1204812
Dayākānda	id=g:1204813
Dayāhār	id=g:1204814
Dayāganj	id=g:1204815
Dāutia Chākirgāti	id=g:1204816
Dāutia	id=g:1204817
Dāutia	id=g:1204818
Daulkhār	id=g:1204819
Daulgaon	id=g:1204820
Daulbāri	id=g:1204821
Daulbāri	id=g:1204822
Daulatrāmdi	id=g:1204823
Daulatpur Thotālia	id=g:1204824
Daulatpur	id=g:1204825
Daulatpur	id=g:1204826
Daulatpur	id=g:1204827
Daulatpur	id=g:1204828
Daulatpur	id=g:1204829
Daulatpur	id=g:1204830
Daulatpur	id=g:1204831
Daulatpur	id=g:1204832
Daulatpur	id=g:1204833
Daulatpur	id=g:1204834
Daulatpur	id=g:1204835
Daulatpur	id=g:1204836
Daulātpur	id=g:1204837
Daulatpur	id=g:1204838
Daulatpur	id=g:1204839
Daulatpur	id=g:1204840
Gāchhia Daulatpur	id=g:1204841
Daulatpur	id=g:1204842
Daulatpur	id=g:1204843
Daulatpur	id=g:1204844
Daulatpur	id=g:1204845
Daulatpur	id=g:1204846
Daulatpur	id=g:1204847
Daulatpur	id=g:1204848
Daulatpur	id=g:1204849
Daulatpur	id=g:1204850
Daulatpur	id=g:1204851
Daulatpur	id=g:1204852
Daulatpur	id=g:1204853
Daulatpur	id=g:1204854
Daulatpur	id=g:1204855
Daulatpur	id=g:1204856
Daulatpur	id=g:1204857
Daulatpur	id=g:1204858
Daulatpur	id=g:1204859
Daulatpur	id=g:1204860
Daulatpur	id=g:1204861
Daulatpur	id=g:1204862
Daulatpur	id=g:1204863
Daulatpur	id=g:1204864
Daulat Khānbāri	id=g:1204865
Daulatkhāli	id=g:1204866
Daulatganj	id=g:1204867
Daulatdihi	id=g:1204868
Daulatdi	id=g:1204869
Daulatābād	id=g:1204870
Daulardi	id=g:1204871
Daulār Char	id=g:1204872
Daula	id=g:1204873
Dāul	id=g:1204874
Dāukiā	id=g:1204875
Dāuki	id=g:1204876
Dāuki	id=g:1204877
Daukār Char	id=g:1204878
Daukādi	id=g:1204879
Dauhātali	id=g:1204880
Daugachhi	id=g:1204881
Dāudpur	id=g:1204882
Dāudpur	id=g:1204883
Dāudpur	id=g:1204884
Dāudpur	id=g:1204885
Dāudpur	id=g:1204886
Daudpur	id=g:1204887
Daudkhāli Khāl	id=g:1204888
Dāudkhāli	id=g:1204889
Dāud	id=g:1204890
Dauātala	id=g:1204891
Dauatala	id=g:1204892
Dauākhala	id=g:1204893
Datter Pashurbunia	id=g:1204894
Datter Noāpāra	id=g:1204895
Datter Kāpāshāti	id=g:1204896
Datterkāndi	id=g:1204897
Datterkāndi	id=g:1204898
Datterhāt	id=g:1204899
Datter Dānguri	id=g:1204900
Datterābād	id=g:1204901
Datterābād	id=g:1204902
Datta Solla	id=g:1204903
Dattasār	id=g:1204904
Dattapur	id=g:1204905
Dattapur	id=g:1204906
Dattapāra	id=g:1204907
Dattapāra	id=g:1204908
Dattapāra	id=g:1204909
Dattapāra	id=g:1204910
Dattapāra	id=g:1204911
Dattapara	id=g:1204912
Dattapāra	id=g:1204913
Dattapāra	id=g:1204914
Datta Pākutia	id=g:1204915
Datta Nālāi	id=g:1204916
Dattanagar	id=g:1204917
Datta Mājhāil	id=g:1204918
Datta Kunia	id=g:1204919
Dattakhola	id=g:1204920
Datta Khanda	id=g:1204921
Datta Kendua	id=g:1204922
Dattagrām	id=g:1204923
Dattagāti	id=g:1204924
Dattagaon	id=g:1204925
Dattagaon	id=g:1204926
Dattagaon	id=g:1204927
Dattabāri	id=g:1204928
Dātra	id=g:1204929
Datra	id=g:1204930
Dātmandal	id=g:1204931
Dātikāra	id=g:1204932
Dātiadaha	id=g:1204933
Dātārātia	id=g:1204934
Dātāra	id=g:1204935
Dātara	id=g:1204936
Dāsuria	id=g:1204937
Dasturdia	id=g:1204938
Dasturdi	id=g:1204939
Dāstanābād	id=g:1204940
Dāstān	id=g:1204941
Das Rasia	id=g:1204942
Dāshārāi	id=g:1204943
Dāsra	id=g:1204944
Dāspatti	id=g:1204945
Daspāra	id=g:1204946
Dāspara	id=g:1204947
Dāspāra	id=g:1204948
Dāspāra	id=g:1204949
Dāspāra	id=g:1204950
Dashpākhia	id=g:1204951
Daspakhia	id=g:1204952
Dasottar	id=g:1204953
Dāsnaogaon	id=g:1204954
Dasnagar	id=g:1204955
Dāsnagar	id=g:1204956
Dasmina Khāl	id=g:1204957
Das Mauza Sāhāpur	id=g:1204958
Dās Māria	id=g:1204959
Dāsmantāra	id=g:1204960
Dāskāti	id=g:1204961
Daskania	id=g:1204962
Dāshkāndi	id=g:1204963
Dāskāndi	id=g:1204964
Dāskāndi	id=g:1204965
Daskāhania	id=g:1204966
Dashtika	id=g:1204967
Dasher Hāt	id=g:1204968
Dashālia	id=g:1204969
Dashāl	id=g:1204970
Dashājār	id=g:1204971
Dasgharia	id=g:1204972
Daser Mobārakdia	id=g:1204973
Dāserjangal	id=g:1204974
Daserhāti	id=g:1204975
Dāserhāt	id=g:1204976
Dāsergaon	id=g:1204977
Dāsergaon	id=g:1204978
Dāsergaon	id=g:1204979
Dāserdia	id=g:1204980
Dāserāti	id=g:1204981
Dasdonār Chak	id=g:1204982
Dasdona	id=g:1204983
Dasdona	id=g:1204984
Dāsdi	id=g:1204985
Dasdhār	id=g:1204986
Dasdhār	id=g:1204987
Daschira	id=g:1204988
Dasbasi	id=g:1204989
Dasbāria	id=g:1204990
Dāsbāri	id=g:1204991
Dāsāsia	id=g:1204992
Dāsārta	id=g:1204993
Dasara	id=g:1204994
Dasara	id=g:1204995
Dāsār	id=g:1204996
Dasāni	id=g:1204997
Dasanākanda	id=g:1204998
Dasālia	id=g:1204999
Dasalia	id=g:1205000
Dasadron	id=g:1205001
Dāsādi	id=g:1205002
Darzigāti	id=g:1205003
Darwani	id=g:1205004
Darun Singjāni	id=g:1205005
Darun Sāhata	id=g:1205006
Dārunmallik	id=g:1205007
Darun Lālma	id=g:1205008
Dārunkara	id=g:1205009
Darun Hāsāmpur	id=g:1205010
Darun Barabhāg	id=g:1205011
Darun Bairāti	id=g:1205012
Daruna	id=g:1205013
Darun	id=g:1205014
Dārugola	id=g:1205015
Darshanpara	id=g:1205016
Darsana Halt Railway Station	id=g:1205017
Darsana	id=g:1205018
Darpat Thotālia	id=g:1205019
Darsa	id=g:1205020
Darpāra	id=g:1205021
Darpanārāyanpur	id=g:1205022
Dārora	id=g:1205023
Dārora	id=g:1205024
Dāroāri	id=g:1205025
Dārkhi	id=g:1205026
Darjjipāra	id=g:1205027
Darjipāra	id=g:1205028
Dari Teghari	id=g:1205029
Darisom	id=g:1205030
Dari Sibpur	id=g:1205031
Dari Sāpmāra	id=g:1205032
Dari Sāldha	id=g:1205033
Dari Saidālipur	id=g:1205034
Dārirpār	id=g:1205035
Darir Gāng	id=g:1205036
Dari Rāmsankar	id=g:1205037
Dari Rāmdia	id=g:1205038
Daripāra	id=g:1205039
Daripāra	id=g:1205040
Dari Pānchāsi	id=g:1205041
Dari Pādmabila	id=g:1205042
Dari Nāsra	id=g:1205043
Dari Mithāpur	id=g:1205044
Dari Merun	id=g:1205045
Dāri Māmudpur	id=g:1205046
Darilla	id=g:1205047
Dari Latibnagar	id=g:1205048
Dari Lakshmīpur	id=g:1205049
Darila	id=g:1205050
Dari Kushtia	id=g:1205051
Darikulla	id=g:1205052
Dari Krishnapur	id=g:1205053
Dari Krishnapur	id=g:1205054
Darikumārpur	id=g:1205055
Dari Khozekhāni	id=g:1205056
Dari Kharsila	id=g:1205057
Dari Khāga	id=g:1205058
Dari Kātbaola	id=g:1205059
Darikāndi Chak	id=g:1205060
Dārikāndi	id=g:1205061
Darikāndi	id=g:1205062
Darikāndi	id=g:1205063
Darikāndi	id=g:1205064
Darikāndi	id=g:1205065
Darikāndi	id=g:1205066
Darikāndi	id=g:1205067
Dārikāmāri	id=g:1205068
Dari Jaypur	id=g:1205069
Dari Jahāngīrpur	id=g:1205070
Darijāgi	id=g:1205071
Dari Jagannāthpur	id=g:1205072
Dari Hayātpur	id=g:1205073
Dari Hātil	id=g:1205074
Dari Hāsil	id=g:1205075
Dari Hariharnagar	id=g:1205076
Darihāola	id=g:1205077
Dari Hāmidpur	id=g:1205078
Dari Gobindapur	id=g:1205079
Darigaon	id=g:1205080
