Karabekaul’skiy Rayon	id=g:1219147
Skobelevo	id=g:727147
Skobelevo	id=g:727148
Skobelevo	id=g:727149
Sklave	id=g:727150
Skandalska	id=g:727151
Skandaloto	id=g:727152
Skalsko	id=g:727153
Skalni Kladenets	id=g:727154
Skalna Glava	id=g:727155
Skalitsa Obshtina	id=g:727156
Skalitsa	id=g:727157
Skalishte	id=g:727158
Skalina	id=g:727159
Skalensko Ezero	id=g:727160
Skalen Dol	id=g:727161
Skalak	id=g:727162
Skalak	id=g:727163
Skala	id=g:727164
Skala	id=g:727165
Skakavets	id=g:727166
Sivritepe	id=g:727167
Sivogushka	id=g:727168
Sivkovska Reka	id=g:727169
Siv Kladenets	id=g:727170
Sivino	id=g:727171
Siva Reka	id=g:727172
Siva Kobila	id=g:727173
Obshtina Sitovo	id=g:727174
Sitovo	id=g:727175
Sitovo	id=g:727176
Sitovo	id=g:727177
Sirmanite	id=g:727178
Sirishtnishka Rudina	id=g:727179
Sirishtnik	id=g:727180
Siratsite	id=g:727181
Sirakovtsi	id=g:727182
Sirakovo	id=g:727183
Sirakovo	id=g:727184
Sirakovo	id=g:727185
Sipey	id=g:727186
Sipets	id=g:727187
Sip	id=g:727188
Sinya Voda	id=g:727189
Sin’o Kamene	id=g:727190
Sin’o Bŭrdo	id=g:727191
Sini Vrŭkh	id=g:727192
Sini Vrŭkh	id=g:727193
Sini Vir	id=g:727194
Sinitovo	id=g:727195
Sinite Kamŭni	id=g:727196
Sini Rid	id=g:727197
Siniger	id=g:727198
Sinemorets	id=g:727199
Sinemorets	id=g:727200
Sinemorets	id=g:727201
Sindzhirtsi	id=g:727202
Sindeltsi	id=g:727203
Sindel	id=g:727204
Sindel	id=g:727205
Sinchets	id=g:727206
Sinapovska Reka	id=g:727207
Sinapovo	id=g:727208
Sinanitsa	id=g:727209
Sinagovtsi	id=g:727210
Obshtina Simitli	id=g:727211
Simitli	id=g:727212
Simeonovo	id=g:727213
Tsar Simeonovo	id=g:727214
Simeonovo	id=g:727215
Obshtina Simeonovgrad	id=g:727216
Simeonovgrad	id=g:727217
Simeonovets	id=g:727218
Silnji Vrh	id=g:727219
Obshtina Silistra	id=g:727220
Silistra	id=g:727221
Silista Dere	id=g:727222
Silen	id=g:727223
Sigmen	id=g:727224
Shuven	id=g:727225
Shushnya	id=g:727226
Shupatsi	id=g:727227
Shumnatitsa	id=g:727228
Shumnatitsa	id=g:727229
Shumentsi	id=g:727230
Shumensko Plato	id=g:727231
Obshtina Shumen	id=g:727232
Shumen	id=g:727233
Shumelite	id=g:727234
Shumeli	id=g:727235
Shumata	id=g:727236
Shumanska	id=g:727237
Shumaka	id=g:727238
Shuma	id=g:727239
Shuma	id=g:727240
Shuglevtsi	id=g:727241
Shubetsi	id=g:727242
Shtŭrkovo	id=g:727243
Shtŭrbets	id=g:727244
Shtruklevo Obshtina	id=g:727245
Shtrŭklevo	id=g:727246
Shtodenski Vrŭkh	id=g:727247
Shtit	id=g:727248
Shtipsko	id=g:727249
Shterna	id=g:727250
Shoptsi	id=g:727251
Shopite	id=g:727252
Shondrovi	id=g:727253
Shoevtsi	id=g:727254
Shodekovtsi	id=g:727255
Shkorpilovtsi	id=g:727256
Shkorpilovska Reka	id=g:727257
Shiyakovtsi	id=g:727258
Shiyakovo	id=g:727259
Shivarovo	id=g:727260
Shivachevo	id=g:727261
Shishmantsi	id=g:727262
Shishmanovo	id=g:727263
Tsar Shishmanovo	id=g:727264
Shishmanovo	id=g:727265
Shishman	id=g:727266
Shishkovtsi	id=g:727267
Shishkovtsi	id=g:727268
Shishkovitsa	id=g:727269
Shishentsi	id=g:727270
Shirokovo	id=g:727271
Shiroko Pole	id=g:727272
Shirokolŭshki Snezhnik	id=g:727273
Shirokolŭshka Reka	id=g:727274
Shiroki Rŭt	id=g:727275
Shiroki Dol Obshtina	id=g:727276
Shiroki Dol	id=g:727277
Yazovir Shiroka Polyana	id=g:727278
Shiroka Polyana	id=g:727279
Shiroka Planina	id=g:727280
Shiroka Laka Obshtina	id=g:727281
Shiroka Laka	id=g:727282
Shipot	id=g:727283
Shipok	id=g:727284
Shipochanski Rid	id=g:727285
Shipochano	id=g:727286
Shipochane	id=g:727287
Shipkovo	id=g:727288
Shipkovo	id=g:727289
Shipkovitsa	id=g:727290
Shipka	id=g:727291
Shipka	id=g:727292
Shipikova Makhala	id=g:727293
Shipchenski Prokhod	id=g:727294
Shipchenska Planina	id=g:727295
Shipchenite	id=g:727296
Shipa	id=g:727297
Shilkovtsi	id=g:727298
Shiliveri	id=g:727299
Shilenata Chuka	id=g:727300
Sheynovo	id=g:727301
Sheynovets	id=g:727302
Shevreva Stoka	id=g:727303
Sheremetya	id=g:727304
Sheremetovo	id=g:727305
Shenini	id=g:727306
Shemshevo	id=g:727307
Shekhtova	id=g:727308
Shavarna	id=g:727309
Shatrovo	id=g:727310
Shatkovitsa	id=g:727311
Shatarova	id=g:727312
Shashka	id=g:727313
Shashintsi	id=g:727314
Sharotintsi	id=g:727315
Sharkovo	id=g:727316
Sharenska	id=g:727317
Sharennos	id=g:727318
Sharen Bryag	id=g:727319
Sharbanska	id=g:727320
Vrŭkh Sharban	id=g:727321
Sharanite	id=g:727322
Shapkarevo	id=g:727323
Shanovo	id=g:727324
Shablensko Ezero	id=g:727325
Shablenska Tuzla	id=g:727326
Shabla	id=g:727327
Obshtina Shabla	id=g:727328
Shabla	id=g:727329
Seymenite	id=g:727330
Seykovtsi	id=g:727331
Seydol	id=g:727332
Seyachi	id=g:727333
Sevoto Kalesi	id=g:727334
Sevlievski Visochini	id=g:727335
Obshtina Sevlievo	id=g:727336
Sevlievo	id=g:727337
Severtsi	id=g:727338
Severoiztochni Rodopi	id=g:727339
Severnyak	id=g:727340
Sevdalina	id=g:727341
Sevar	id=g:727342
Sestrinsko	id=g:727343
Sestrino	id=g:727344
Sestrimo	id=g:727345
Seslavtsi	id=g:727346
Seslav	id=g:727347
Sergyuvets	id=g:727348
Septemvriytsi	id=g:727349
Septemvriytsi	id=g:727350
Septemvriytsi	id=g:727351
Septemvriyski Rid	id=g:727352
Obshtina Septemvri	id=g:727353
Septemvri	id=g:727354
Sentse	id=g:727355
Senovo Obshtina	id=g:727356
Senovo	id=g:727357
Senovo	id=g:727358
Senokos	id=g:727359
Senokos	id=g:727360
Senoklas	id=g:727361
Sennik	id=g:727362
Seniova	id=g:727363
Semkovtsi	id=g:727364
Semkovtsi	id=g:727365
Semiza	id=g:727366
Semiza	id=g:727367
Semertsi	id=g:727368
Semerdzhiite	id=g:727369
Semerdzhievo	id=g:727370
Semchinovo	id=g:727371
Selyank	id=g:727372
Selyanin	id=g:727373
Seltsi	id=g:727374
Seltse	id=g:727375
Seltse	id=g:727376
Seltse	id=g:727377
Selskiyabayir	id=g:727378
Selski Kladenets	id=g:727379
Selska Reka	id=g:727380
Selska Reka	id=g:727381
Selska Reka	id=g:727382
Selska Reka	id=g:727383
Selska Reka	id=g:727384
Selska Polyana	id=g:727385
Seliştot	id=g:727386
Selishten Dol	id=g:727387
Selishte	id=g:727388
Selishte	id=g:727389
Selishte	id=g:727390
Seliminovo	id=g:727391
Selcha	id=g:727392
Selanovtsi	id=g:727393
Sekulovo	id=g:727394
Sekirovo	id=g:727395
Sekirka	id=g:727396
Sedyankovtsi	id=g:727397
Sedlovina	id=g:727398
Sedlova Polyana	id=g:727399
Sedlartsi	id=g:727400
Sedlari	id=g:727401
Sedlarevo	id=g:727402
Sedelets	id=g:727403
Sedefche	id=g:727404
Sechishte	id=g:727405
Sechen Kamŭk	id=g:727406
Sboryanovo	id=g:727407
Sborsko	id=g:727408
Sborishte	id=g:727409
Sborino	id=g:727410
Sbor	id=g:727411
Sbor	id=g:727412
Sazliyka	id=g:727413
Sazliyka	id=g:727414
Sazhdevo	id=g:727415
Sazhdenik	id=g:727416
Savoyski	id=g:727417
Savino	id=g:727418
Savin	id=g:727419
Savchovtsi	id=g:727420
Sava	id=g:727421
Obshtina Satovcha	id=g:727422
Satovcha	id=g:727423
Sashevo	id=g:727424
Sarŭyar	id=g:727425
Sarp Assan	id=g:727426
Sarovtsi	id=g:727427
Sarkovo Makhala	id=g:727428
Saraya	id=g:727429
Sarantsi	id=g:727430
Saransko	id=g:727431
Saranite	id=g:727432
Gara Sarafovo	id=g:727433
Sarafovo	id=g:727434
Saraevo	id=g:727435
Sapunare	id=g:727436
Saplama	id=g:727437
Sap Dere	id=g:727438
Saparevo	id=g:727439
Obshtina Sapareva Banya	id=g:727440
Sapareva Banya	id=g:727441
Sanur Dere	id=g:727442
San Stefano	id=g:727443
Sandzhak	id=g:727444
Sandrovo	id=g:727445
Obshtina Sandanski	id=g:727446
Sandanski	id=g:727447
Sanadinovo	id=g:727448
Samuilovski Visochini	id=g:727449
Samuilovo	id=g:727450
Samuilovo	id=g:727451
Samuilovo	id=g:727452
Samuilova Krepost	id=g:727453
Obshtina Samuil	id=g:727454
Samuil	id=g:727455
Samsiite	id=g:727456
Samovodene	id=g:727457
Samovila	id=g:727458
Samotino	id=g:727459
Samoranovo	id=g:727460
Obshtina Samokov	id=g:727461
Samokov	id=g:727462
Samokitka	id=g:727463
Samodivets	id=g:727464
Samodiva	id=g:727465
Saltŭk Dere	id=g:727466
Salmanovo	id=g:727467
Salasuka	id=g:727468
Salash	id=g:727469
Sakhat Tepe	id=g:727470
Sakartsi	id=g:727471
Sakartsi	id=g:727472
Sakartepe	id=g:727473
Sakar	id=g:727474
Sadŭkovtsi	id=g:727475
Obshtina Sadovo	id=g:727476
Sadovo	id=g:727477
Sadovo	id=g:727478
Sadovo	id=g:727479
Sadovo	id=g:727480
Sadovitsa	id=g:727481
Sadovik	id=g:727482
Sadovets	id=g:727483
Sadina Obshtina	id=g:727484
Sadina	id=g:727485
Sadina	id=g:727486
Rzhana	id=g:727487
Ryaskovtsi	id=g:727488
Ryakhovtsite	id=g:727489
Ryakhovo	id=g:727490
Ruzhitsa	id=g:727491
Rŭzhitsa	id=g:727492
Ruzhitsa	id=g:727493
Obshtina Ruzhintsi	id=g:727494
Ruzhintsi	id=g:727495
Rŭzhevo Konare	id=g:727496
Rŭzhevo	id=g:727497
Rŭzhenovo	id=g:727498
Rŭzhena	id=g:727499
Rŭzhdavitsa	id=g:727500
Rŭzhdak	id=g:727501
Rŭzhavets	id=g:727502
Planina Rzhana	id=g:727503
Rŭzhana	id=g:727504
Ruyno	id=g:727505
Ruyno	id=g:727506
Ruychovtsi	id=g:727507
Ruy	id=g:727508
Rŭtlina	id=g:727509
Rŭtlina	id=g:727510
Rŭtlina	id=g:727511
Rŭt	id=g:727512
Rustan	id=g:727513
Rŭsovo	id=g:727514
Rusokastro	id=g:727515
Rusokastrenska Reka	id=g:727516
Ruskovtsi	id=g:727517
Ruska Bela	id=g:727518
Rusinovtsi	id=g:727519
Rusevtsi	id=g:727520
Rusenski Lom	id=g:727521
Obshtina Ruse	id=g:727522
Ruse	id=g:727523
Oblast Ruse	id=g:727524
Rusalya	id=g:727525
Rusalsko	id=g:727526
Rusalka	id=g:727527
Rusalka	id=g:727528
Rusaliyski Prokhod	id=g:727529
Rusalina	id=g:727530
Ruptsi	id=g:727531
Ruptsi	id=g:727532
Rupkite	id=g:727533
Rupchos	id=g:727534
Rupcha	id=g:727535
Rupcha	id=g:727536
Runya	id=g:727537
Rumyantsevo	id=g:727538
Rumeliya	id=g:727539
Rumelia	id=g:727540
Rumanya	id=g:727541
Rukhovtsi	id=g:727542
Rŭglevtsi	id=g:727543
Ruevtsi	id=g:727544
Ruets	id=g:727545
Obshtina Ruen	id=g:727546
Ruen	id=g:727547
Ruen	id=g:727548
Ruen	id=g:727549
Ruen	id=g:727550
Obshtina Rudozem	id=g:727551
Rudozem	id=g:727552
Rudnitsa	id=g:727553
Rudnik	id=g:727554
Rudnik	id=g:727555
Rudney	id=g:727556
Rudina	id=g:727557
Rudina	id=g:727558
Rudartsi	id=g:727559
Ruda	id=g:727560
Ruchey	id=g:727561
Rŭchenitsa	id=g:727562
Rozovo	id=g:727563
Rozovo	id=g:727564
Rozov Kladenets	id=g:727565
Rozovets	id=g:727566
Rozova Dolina	id=g:727567
Rozino	id=g:727568
Rozino	id=g:727569
Rozhenski Manastir	id=g:727570
Rozhen	id=g:727571
Rozhen	id=g:727572
Rozhden	id=g:727573
Roza	id=g:727574
Royaksko Plato	id=g:727575
Royak	id=g:727576
Rovina	id=g:727577
Roudka	id=g:727578
Rosoman	id=g:727579
Rosno	id=g:727580
Rositsa	id=g:727581
Rositsa	id=g:727582
Rositsa	id=g:727583
Rositsa	id=g:727584
Rosina	id=g:727585
Roshkovets	id=g:727586
Rosenovo	id=g:727587
Rosenovo	id=g:727588
Rosen	id=g:727589
Rosen	id=g:727590
Rosen	id=g:727591
Rosen	id=g:727592
Ropotamo	id=g:727593
Ropotamo	id=g:727594
Ropot	id=g:727595
Ropolska	id=g:727596
Obshtina Roman	id=g:727597
Roman	id=g:727598
Rokhleva	id=g:727599
Rokhi	id=g:727600
Rogulyat	id=g:727601
Rogozovo	id=g:727602
Rogozinovo	id=g:727603
Rogozina	id=g:727604
Rogozen	id=g:727605
Rogozche	id=g:727606
Rogozari	id=g:727607
Rogosh	id=g:727608
Roglets	id=g:727609
Rogachevo	id=g:727610
Rogach	id=g:727611
Rodopsko	id=g:727612
Rodopi	id=g:727613
Rodina	id=g:727614
Robovo	id=g:727615
Robino	id=g:727616
Ritya	id=g:727617
Risimanovo	id=g:727618
Rishki Prokhod	id=g:727619
Rish	id=g:727620
Riltsi	id=g:727621
Riltsi	id=g:727622
Rilski Manastir	id=g:727623
Rilska Reka	id=g:727624
Rilo-Rodopski Masiv	id=g:727625
Rilets	id=g:727626
Obshtina Rila	id=g:727627
Rila	id=g:727628
Rila	id=g:727629
Ridovo	id=g:727630
Ridino	id=g:727631
Ribnovo	id=g:727632
Ribnitsa	id=g:727633
Ribnik	id=g:727634
Ribnik	id=g:727635
Ribni Ezera	id=g:727636
Ribino	id=g:727637
Ribine	id=g:727638
Riben Dol	id=g:727639
Riben	id=g:727640
Ribartsi	id=g:727641
Ribartsi	id=g:727642
Ribarsko	id=g:727643
Ribaritsa	id=g:727644
Ribaritsa	id=g:727645
Ribarishki Prokhod	id=g:727646
Mutlu Dere	id=g:727647
Rezovo	id=g:727648
Rezovo	id=g:727649
Rezhintsi	id=g:727650
Rezhantsi	id=g:727651
Rezbartsi	id=g:727652
Rezach	id=g:727653
Reyanovtsi	id=g:727654
Retizhe	id=g:727655
Resilovo	id=g:727656
Resen	id=g:727657
Resen	id=g:727658
Reselets	id=g:727659
Republikata	id=g:727660
Replyana	id=g:727661
Rel’ovo	id=g:727662
Rekichka	id=g:727663
Reka Devnya	id=g:727664
Reka	id=g:727665
Reka	id=g:727666
Redova	id=g:727667
Redina	id=g:727668
Redeshkovtsi	id=g:727669
Rechnitsi	id=g:727670
Rechnitsa	id=g:727671
Rechka	id=g:727672
Rechitsa	id=g:727673
Rechitsa	id=g:727674
Rechitsa	id=g:727675
Rechitsa	id=g:727676
Rechani	id=g:727677
Rebŭrkovo	id=g:727678
Rebrovo	id=g:727679
Rebro	id=g:727680
Rebrevtsi	id=g:727681
Razvigorovo	id=g:727682
Razvalatsi	id=g:727683
Razsokha	id=g:727684
Razpopovtsi	id=g:727685
Razmetanitsa	id=g:727686
Razlozhka Kotlovina	id=g:727687
Obshtina Razlog	id=g:727688
Razlog	id=g:727689
Razliv	id=g:727690
Razhishte	id=g:727691
Razgradski Visochini	id=g:727692
Obshtina Razgrad	id=g:727693
Razgrad	id=g:727694
Razgrad	id=g:727695
Razgrad	id=g:727696
Razdolata	id=g:727697
Razdol	id=g:727698
Razdeltsi	id=g:727699
Razdelna	id=g:727700
Razdelna	id=g:727701
Razdelna	id=g:727702
Razdel	id=g:727703
Razdel	id=g:727704
Razboyna	id=g:727705
Razboyna	id=g:727706
Razboyna	id=g:727707
Razboyna	id=g:727708
Razboishte	id=g:727709
Rayuvtsi	id=g:727710
Rayovo	id=g:727711
Raynushkovtsi	id=g:727712
Raynovtsi	id=g:727713
Raynovtsi	id=g:727714
Raynovo	id=g:727715
Raynino	id=g:727716
Raynezh	id=g:727717
Raylovo	id=g:727718
Raykovtsi	id=g:727719
Raykovtsi	id=g:727720
Raykovska	id=g:727721
Raykovo	id=g:727722
Raykovbayiri	id=g:727723
Raykova Mogila	id=g:727724
Rayantsi	id=g:727725
Rayanovtsi	id=g:727726
Rayanovtsi	id=g:727727
Ravnovo	id=g:727728
Ravno Selo	id=g:727729
Ravno Pole	id=g:727730
Ravno Nivishte	id=g:727731
Ravnogorska Reka	id=g:727732
Ravnogor	id=g:727733
Ravnogor	id=g:727734
Ravno	id=g:727735
Ravnishte	id=g:727736
Ravnishte	id=g:727737
Ravnishta	id=g:727738
Ravni Rŭt	id=g:727739
Ravni Rŭt	id=g:727740
Ravninata	id=g:727741
Ravnil	id=g:727742
Ravnik	id=g:727743
Ravnets	id=g:727744
Ravnets	id=g:727745
Ravnets	id=g:727746
Ravnatabuka	id=g:727747
Ravna Gora	id=g:727748
Ravna Gora	id=g:727749
Ravna Gora	id=g:727750
Ravna	id=g:727751
Ravna	id=g:727752
Ravna	id=g:727753
Ravna	id=g:727754
Ravna	id=g:727755
Raven	id=g:727756
Ravda	id=g:727757
Ravda	id=g:727758
Ravda	id=g:727759
Ravadinovo	id=g:727760
Rat’ovitsa	id=g:727761
Rastnik	id=g:727762
Rasovo	id=g:727763
Rasnik	id=g:727764
Rashovitsa	id=g:727765
Rashovite	id=g:727766
Rashkovo	id=g:727767
Rashka Grashtitsa	id=g:727768
Rashevtsi	id=g:727769
Rapitsa	id=g:727770
Ranitsa	id=g:727771
Ranintsi	id=g:727772
Ranintsi	id=g:727773
Rani Lug	id=g:727774
Rani List	id=g:727775
Ramadanova Chuka	id=g:727776
Ralitsa	id=g:727777
Ralitsa	id=g:727778
Ralitsa	id=g:727779
Ralinovtsi	id=g:727780
Ralichevo	id=g:727781
Ralevtsi	id=g:727782
Ralevo	id=g:727783
Ralchovska	id=g:727784
Ralchovska	id=g:727785
Rakovskovo	id=g:727786
Obshtina Rakovski	id=g:727787
Rakovski	id=g:727788
Rakovski	id=g:727789
Rakovski	id=g:727790
Rakovski	id=g:727791
Rakovo Dere	id=g:727792
Rakovo	id=g:727793
Rakovo	id=g:727794
Rakovitsa	id=g:727795
Rakovitsa	id=g:727796
Rakov Dol	id=g:727797
Raklitsa	id=g:727798
Raklinovo	id=g:727799
Obshtina Rakitovo	id=g:727800
Rakitovo	id=g:727801
Syuyutliyka	id=g:727802
Rakitnitsa	id=g:727803
Rakitnitsa	id=g:727804
Rakitna	id=g:727805
Rakita	id=g:727806
Rakita	id=g:727807
Rakilovtsi	id=g:727808
Rakhovtsi	id=g:727809
Rakhmanliyska Reka	id=g:727810
Rakhman Ashiklar	id=g:727811
Rakevo	id=g:727812
Rakadere	id=g:727813
Raevtsi	id=g:727814
Raetska	id=g:727815
Radyuva Planina	id=g:727816
Raduy	id=g:727817
Raduntsi	id=g:727818
Radulovtsi	id=g:727819
Raduil	id=g:727820
Radoynovo	id=g:727821
Radoykovo	id=g:727822
Radovtsi	id=g:727823
Radovtsi	id=g:727824
Radovo	id=g:727825
Radovets	id=g:727826
Radovene	id=g:727827
Radova	id=g:727828
Radotina	id=g:727829
Radomirtsi	id=g:727830
Obshtina Radomir	id=g:727831
Radomir	id=g:727832
Radoevtsi	id=g:727834
Radoevskoto	id=g:727835
Radnevtsi	id=g:727836
Obshtina Radnevo	id=g:727837
Radnevo	id=g:727838
Radlovtsi	id=g:727839
Radkovtsi	id=g:727840
Radko Dimitrievo	id=g:727841
Radishevo	id=g:727842
Radinovo	id=g:727843
Radino	id=g:727844
Radinka	id=g:727845
Radin Grad	id=g:727846
Radilovo	id=g:727847
Radievo	id=g:727848
Radibosh	id=g:727849
Radevtsi	id=g:727850
Radevtsi	id=g:727851
Radevo	id=g:727852
Radevo	id=g:727853
Radetski	id=g:727854
Radetski	id=g:727855
Radetski	id=g:727856
Radan Voyvoda	id=g:727857
Radantsi	id=g:727858
Radanovo	id=g:727859
Radancheto	id=g:727860
Rada	id=g:727861
Rachovtsi	id=g:727862
Rachevtsi	id=g:727863
Rabrovska Reka	id=g:727864
Rabrovo	id=g:727865
Rabovo	id=g:727866
Rabishka Mogila	id=g:727867
Yazovir Rabisha	id=g:727868
Rabisha	id=g:727869
Pyasŭchnik	id=g:727870
Pyasŭchnik	id=g:727871
Pyasŭchnik	id=g:727872
Pyasŭchevo	id=g:727873
Pŭtnikovo	id=g:727874
Pŭstrovo	id=g:727875
Pŭstrook	id=g:727876
Pŭstrook	id=g:727877
Pŭstrogor	id=g:727878
Pŭstrina	id=g:727879
Pŭstrina	id=g:727880
Pŭstren	id=g:727881
Pushevo	id=g:727882
Pŭrzhigrakh	id=g:727883
Pŭrvomaytsi	id=g:727884
Obshtina Pŭrvomay	id=g:727885
Pŭrvomay	id=g:727886
Pŭrvomay	id=g:727887
Pŭrvitsa	id=g:727888
Pŭrventsi	id=g:727889
Pŭrvenetska Reka	id=g:727890
Pŭrvenets	id=g:727891
Pŭrvenets	id=g:727892
Pŭrvan	id=g:727893
Pŭrtevtsi	id=g:727894
Pŭrsha	id=g:727895
Pŭrovtsi	id=g:727896
Pŭrlichevo	id=g:727897
Pŭrchovtsi	id=g:727898
Pungovtsi	id=g:727899
Pŭnevo	id=g:727900
Pŭnchevo	id=g:727901
Pudriya	id=g:727902
Pŭdartsi	id=g:727903
Pŭdarsko	id=g:727904
Pŭdarino	id=g:727905
Pŭdarevo	id=g:727906
Ptichevo	id=g:727907
Ptichari	id=g:727908
Ptichar	id=g:727909
Pshenichevo	id=g:727910
Pryaporets	id=g:727911
Pryaporets	id=g:727912
Proynovtsi	id=g:727913
Proynovtsi	id=g:727914
Provalenitsa	id=g:727915
Provadiysko Plato	id=g:727916
Provadiyski Mineralen Izvor	id=g:727917
Provadiyska Reka	id=g:727918
Obshtina Provadiya	id=g:727919
Provadiya	id=g:727920
Provadiya	id=g:727921
Protopopintsi	id=g:727922
Prostorno	id=g:727923
Proslav	id=g:727924
Prosenik	id=g:727925
Prosena	id=g:727926
Prosechen	id=g:727927
Propast	id=g:727928
Propadeto	id=g:727929
Prolom	id=g:727930
Prolez	id=g:727931
Prolesha	id=g:727932
Prolaznitsa	id=g:727933
Prolaz	id=g:727934
Prokhorovo	id=g:727935
Prokhod	id=g:727936
Prokhlada	id=g:727937
Progled	id=g:727938
Profesor Zlatarski	id=g:727939
Profesor-Ishirkovo Obshtina	id=g:727940
Profesor-Ishirkovo	id=g:727941
Prodimchets	id=g:727942
Prodanovtsi	id=g:727943
Prodanovtsi	id=g:727944
Prodanovtsi	id=g:727945
Prodancha	id=g:727946
Probuda	id=g:727947
Pristoe	id=g:727948
Pristan	id=g:727949
Prisoyna	id=g:727950
Prisovo	id=g:727951
Prisoeto	id=g:727952
Priseltsi	id=g:727953
Priseltsi	id=g:727954
Prisadets	id=g:727955
Prisad	id=g:727956
Prisad	id=g:727957
Pripekska Reka	id=g:727958
Pripek	id=g:727959
Pripek	id=g:727960
Pripek	id=g:727961
Pripechene	id=g:727962
Primortsi	id=g:727963
Primorsko	id=g:727964
Prileptsi	id=g:727965
Prilep	id=g:727966
Prilep	id=g:727967
Pridvoritsa	id=g:727968
Priboy	id=g:727969
Prezhda	id=g:727970
Prevalska Reka	id=g:727971
Prevala	id=g:727972
Prevala	id=g:727973
Presyaka	id=g:727974
Presyak	id=g:727975
Prestoy	id=g:727976
Prespa	id=g:727977
Prespa	id=g:727978
Prespa	id=g:727979
Prespa	id=g:727980
Presoka	id=g:727981
Preslavtsi	id=g:727982
Preslavska Planina	id=g:727983
Preslavets	id=g:727984
Preslaven	id=g:727985
Obshtina Veliki Preslav	id=g:727986
Veliki Preslav	id=g:727987
Presiyan	id=g:727988
Preselka	id=g:727989
Preselets	id=g:727990
Preselentsi	id=g:727991
Preseka	id=g:727992
Preobrazhentsi	id=g:727993
Preobrazhenski Manastir	id=g:727994
Prelom	id=g:727995
Prelog	id=g:727996
Prelin Ra	id=g:727997
Prelez	id=g:727998
Prekrŭste	id=g:727999
Prekolnitsa	id=g:728000
Predela	id=g:728001
Predel	id=g:728002
Predel	id=g:728003
Predel	id=g:728004
Predbalkan	id=g:728005
Pravoslaven	id=g:728006
Pravoslav	id=g:728007
Pravo Bŭrdo	id=g:728008
Pravnitsi	id=g:728009
Pravishte	id=g:728010
Pravets	id=g:728011
Praveshka Lakavitsa	id=g:728012
Pravdolyub	id=g:728013
Pravdino	id=g:728014
Pravda	id=g:728015
Pravda	id=g:728016
Prauzhda	id=g:728017
Prangiyska Reka	id=g:728018
Prakhovo	id=g:728019
Prakhavitsa	id=g:728020
Prakhalite	id=g:728021
Pozlata	id=g:728022
Pozhernik	id=g:728023
Pozharevo	id=g:728024
Pozharevo	id=g:728025
Povien	id=g:728026
Povet	id=g:728027
Povelyanovo	id=g:728028
Povelya	id=g:728029
Povalirŭzh	id=g:728030
Potsŭrnentsi	id=g:728031
Potop	id=g:728032
Potoka	id=g:728033
Potoka	id=g:728034
Potok	id=g:728035
Potok	id=g:728036
Potochnitsa	id=g:728037
Potoche	id=g:728038
Potocharka	id=g:728039
Postnik	id=g:728040
Posiek	id=g:728041
Poshevo	id=g:728042
Posev	id=g:728043
Posabina	id=g:728044
Poruchik-Kŭrdzhievo	id=g:728045
Poruchik-Chunchevo	id=g:728046
Portitovtsi	id=g:728047
Poroyno	id=g:728048
Poroyno	id=g:728049
Poroyna	id=g:728050
Poroy	id=g:728051
Poroy	id=g:728052
Porominovo	id=g:728053
Poroishte	id=g:728054
Obshtina Pordim	id=g:728055
Pordim	id=g:728056
Popsko	id=g:728057
Popska	id=g:728058
Popska	id=g:728059
Pop Rusevtsi	id=g:728060
Poprusanovo	id=g:728061
Poprelka	id=g:728062
Popraykovtsi	id=g:728063
Popovyane	id=g:728064
Popovtsi	id=g:728065
Popovtsi	id=g:728066
Popovtsi	id=g:728067
Popovtsi	id=g:728068
Popovski Visochini	id=g:728069
Popovski Lom	id=g:728070
Popovska Reka	id=g:728071
Popovska Reka	id=g:728072
Popovska	id=g:728073
Obshtina Popovo	id=g:728074
Popovo	id=g:728075
Popovo	id=g:728076
Popovitsa	id=g:728077
Popovi Livadi	id=g:728078
Popovich	id=g:728079
Popovets	id=g:728080
Popov Dyal	id=g:728081
Popova Shapka	id=g:728082
Popnikolaevo	id=g:728083
Popkralevo	id=g:728084
Popitsa	id=g:728085
Popintsi	id=g:728086
Popina Lŭka	id=g:728087
Popina	id=g:728088
Popgruevo	id=g:728089
Popgrigorovo	id=g:728090
Popgergevtsi	id=g:728091
Popdimitrovtsi	id=g:728092
Popbobchevtsi	id=g:728093
Popari	id=g:728094
Pop	id=g:728095
Ponor	id=g:728096
Ponor	id=g:728097
Pomoshtnik	id=g:728098
Pomoshtitsa	id=g:728099
Pomoriysko Ezero	id=g:728100
Pomoriyski Zaliv	id=g:728101
Pomoriyski Rif	id=g:728102
Pristanishte Pomorie	id=g:728103
Pomoriyski Poluostrov	id=g:728104
Pomorie	id=g:728105
Obshtina Pomorie	id=g:728106
Pomorie	id=g:728107
Pomorie	id=g:728108
Pomezhdin	id=g:728109
Pomen	id=g:728110
Polyatsite	id=g:728111
Polyantsi	id=g:728112
Polyanovo	id=g:728113
Polyanovo	id=g:728114
Polyanets	id=g:728115
Polyana	id=g:728116
Polyana	id=g:728117
Polyana	id=g:728118
Polyana	id=g:728119
Polyak	id=g:728120
Polsko Pŭdarevo	id=g:728121
Polsko Kosovo	id=g:728122
Obshtina Polski Trŭmbesh	id=g:728123
Polski Trŭmbesh	id=g:728124
Polski Senovets	id=g:728125
