Bollatawa	id=g:1249682
Ampaddailuppai Kulam	id=g:1251478
Ammunu Wewa	id=g:1251479
Ammuduwa	id=g:1251480
Ammivaittan Kulam	id=g:1251481
Ammivaittan	id=g:1251482
Ammattottam	id=g:1251483
Ammanthanaveli	id=g:1251484
Amman Kulam	id=g:1251485
Ammanamulla	id=g:1251486
Ammal Kulam	id=g:1251487
Amjadeenmulla	id=g:1251488
Amitirigala	id=g:1251489
Amitirigala	id=g:1251490
Amirthakaly	id=g:1251491
Amirthakaly	id=g:1251492
Aminichchiya	id=g:1251493
Amichchi Kulam	id=g:1251494
Amherst	id=g:1251495
Amen Kulam	id=g:1251496
Ambu Wewu	id=g:1251497
Abuwangala	id=g:1251498
Ambuwakka	id=g:1251499
Ambulugala	id=g:1251500
Ambulugala	id=g:1251501
Ambulgama	id=g:1251502
Ambokudena	id=g:1251503
Ambokka New	id=g:1251504
Ambokka Ganga	id=g:1251505
Ambokka	id=g:1251506
Ambokka	id=g:1251507
Ambetenna	id=g:1251508
Ambepussa Government Farm	id=g:1251509
Ambepussa	id=g:1251510
Ambepussa	id=g:1251511
Ambepitiya	id=g:1251512
Ambelaperumal Kulam	id=g:1251513
Ambelaperumal Aru	id=g:1251514
Ambehela	id=g:1251515
Ambegoda	id=g:1251516
Ambawinne Ela	id=g:1251517
Ambawera Oya	id=g:1251518
Ambawela	id=g:1251519
Ambawela	id=g:1251520
Ambawala	id=g:1251521
Ambawala	id=g:1251522
Ambawagama	id=g:1251523
Ambawa	id=g:1251524
Ambatenna	id=g:1251525
Ambatenna	id=g:1251526
Ambatenna	id=g:1251527
Ambathenna	id=g:1251528
Ambatenna	id=g:1251529
Ambatamarutan Kulam	id=g:1251530
Ambatale	id=g:1251531
Ambatale	id=g:1251532
Ambatalawa	id=g:1251533
Ambatalawa	id=g:1251534
Ambatalawa	id=g:1251535
Ambaoruwa	id=g:1251536
Ambanwita	id=g:1251537
Ambanwala	id=g:1251538
Ambantattivu	id=g:1251539
Ambanporuwa	id=g:1251540
Ambanpola	id=g:1251541
Ambanpola	id=g:1251542
Ambanpola	id=g:1251543
Ambanpitiyawatta	id=g:1251544
Ambanpitiya	id=g:1251545
Ambanmukalana Forest Reserve	id=g:1251546
Ambankoil Kulam	id=g:1251547
Amban Ganga	id=g:1251548
Ambanella	id=g:1251549
Amban Ela	id=g:1251550
Ambana Channel	id=g:1251551
Ambana	id=g:1251552
Ambana	id=g:1251553
Ambana	id=g:1251554
Ambana	id=g:1251555
Ambamulla	id=g:1251556
Ambamalla	id=g:1251557
Ambaliyadda	id=g:1251558
Ambaliyaddagama	id=g:1251559
Ambalewewa	id=g:1251560
Ambale	id=g:1251561
Ambalayaya	id=g:1251562
Ambalawa	id=g:1251563
Ambalaveli	id=g:1251564
Ambalaveli	id=g:1251565
Ambalapitiya	id=g:1251566
Ambalanyaya	id=g:1251567
Ambalantota	id=g:1251568
Ambalanpitiya	id=g:1251569
Ambalanpitiya	id=g:1251570
Ambalanmulla	id=g:1251571
Ambalangoda Rocky Islets Sanctuary	id=g:1251572
Ambalangoda	id=g:1251573
Ambalangoda	id=g:1251574
Ambalangoda	id=g:1251575
Ambalanduwa	id=g:1251576
Ambalanda	id=g:1251577
Ambalam Vattakandal	id=g:1251578
Ambalamulla	id=g:1251579
Ambalampitiya Oya	id=g:1251580
Ambalampitiya	id=g:1251581
Ambalam Oya Reservoir	id=g:1251582
Ambalam Oya	id=g:1251583
Ambalam Oya	id=g:1251584
Ambalam Oya	id=g:1251585
Ambalama	id=g:1251586
Ambalam	id=g:1251587
Ambalam	id=g:1251588
Ambalam	id=g:1251589
Ambalam	id=g:1251590
Ambalam	id=g:1251591
Ambalakanda	id=g:1251592
Ambala	id=g:1251593
Ambakumbura	id=g:1251594
Ambakumbura	id=g:1251595
Ambakumbura	id=g:1251596
Ambakote	id=g:1251597
Ambakolawewa Colony	id=g:1251598
Ambakola Wewa	id=g:1251599
Ambakele South	id=g:1251600
Ambakele North	id=g:1251601
Ambakandavila	id=g:1251602
Ambakandawila	id=g:1251603
Ambakala Wewa	id=g:1251604
Ambakadawara	id=g:1251605
Ambahera	id=g:1251606
Ambahera	id=g:1251607
Ambehenwewa	id=g:1251608
Ambaha Wewa	id=g:1251609
Ambaha Wewa	id=g:1251610
Ambagolle Kandura	id=g:1251611
Ambagolla	id=g:1251612
Ambagolla	id=g:1251613
Ambagolla	id=g:1251614
Ambagoda	id=g:1251615
Ambagaswewa Ela	id=g:1251616
Ambagas Wewa	id=g:1251617
Ambagas Wewa	id=g:1251618
Ambagas Wewa	id=g:1251619
Ambagaswewa	id=g:1251620
Ambagaswewa	id=g:1251621
Ambagaswewa	id=g:1251622
Ambagaswewa	id=g:1251623
Ambagaswewa	id=g:1251624
Ambagaswewa	id=g:1251625
Ambagastenna	id=g:1251626
Ambagassewa	id=g:1251627
Ambagassewa	id=g:1251628
Ambagassewa	id=g:1251629
Ambagaspitiya	id=g:1251630
Ambagaspitiya	id=g:1251631
Ambagasmulla	id=g:1251632
Ambagasdowa	id=g:1251633
Ambagasdowa	id=g:1251634
Ambagasara	id=g:1251635
Ambagamuwa	id=g:1251636
Ambagamuwa	id=g:1251637
Ambagammana Wewa	id=g:1251638
Ambagammana Ela	id=g:1251639
Ambagammana	id=g:1251640
Ambagammana	id=g:1251641
Ambagala	id=g:1251642
Ambagala	id=g:1251643
Ambagaha Wewa	id=g:1251644
Ambagaha Wewa	id=g:1251645
Ambagaha Wewa	id=g:1251646
Ambagaha Wewa	id=g:1251647
Ambagaha Wewa	id=g:1251648
Ambagaha Wewa	id=g:1251649
Ambagaha Wewa	id=g:1251650
Ambagahawewa	id=g:1251651
Ambagehewa	id=g:1251652
Ambagahawewa	id=g:1251653
Ambagahawewa	id=g:1251654
Ambagahawewa	id=g:1251655
Ambagahawewa	id=g:1251656
Ambagahawewa	id=g:1251657
Ambagahawewa	id=g:1251658
Ambagahawewa	id=g:1251659
Ambagahawewa	id=g:1251660
Ambagahawela	id=g:1251661
Ambagahawatta	id=g:1251662
Ambagahawala	id=g:1251663
Ambagaha Wadiya	id=g:1251664
Ambagahatota Duwa	id=g:1251665
Ambagahatota	id=g:1251666
Ambagaha Oya	id=g:1251667
Ambagahamulawatta	id=g:1251668
Ambagahalandahena	id=g:1251669
Ambagahalanda	id=g:1251670
Ambagahakotuwa	id=g:1251671
Ambagahakandura	id=g:1251672
Ambagahakanda	id=g:1251673
Ambagahahena	id=g:1251674
Ambagahahena	id=g:1251675
Ambagahagedara	id=g:1251676
Ambagahagedara	id=g:1251677
Ambagahagama	id=g:1251678
Ambagahagama	id=g:1251679
Ambagaha Dalupota Wewa	id=g:1251680
Ambadeniya Ela	id=g:1251681
Ambadeniya	id=g:1251682
Ambadandegama	id=g:1251683
Ambecotta	id=g:1251684
Amba	id=g:1251685
Amarivayal Tank	id=g:1251686
Amarivayal Kulam	id=g:1251687
Amarivayal	id=g:1251688
Amaratungama	id=g:1251689
Amarakoonmulla	id=g:1251690
Amarakongama	id=g:1251691
Amangalakanda	id=g:1251692
Amane	id=g:1251693
Amane	id=g:1251694
Amanadowa Division	id=g:1251695
Amandoluwa	id=g:1251696
Amanawala	id=g:1251697
Amanakkattuwa	id=g:1251698
Amanakatuwa	id=g:1251699
Amakuliya	id=g:1251700
Amakuli	id=g:1251701
Amaiyan Kulam	id=g:1251702
Amaiyan Kulam	id=g:1251703
Amaikuli	id=g:1251704
Amadarapitiya	id=g:1251705
Alwis Town	id=g:1251706
Alwatta	id=g:1251707
Alveddi Kulam	id=g:1251708
Alvan Kulam	id=g:1251709
Alvai West	id=g:1251710
Alvai South	id=g:1251711
Alvai North	id=g:1251712
Aluwihare	id=g:1251713
Aluwihare	id=g:1251714
Aluwaketuwala	id=g:1251715
Aluvihare Colony	id=g:1251716
Alut Wewa	id=g:1251717
Alut Wewa	id=g:1251718
Alut Wewa	id=g:1251719
Alut Wewa	id=g:1251720
Alut Wewa	id=g:1251721
Alut Wewa	id=g:1251722
Alut Wewa	id=g:1251723
Alut Wewa	id=g:1251724
Alut Wewa	id=g:1251725
Alut Wewa	id=g:1251726
Alut Wewa	id=g:1251727
Alut Wewa	id=g:1251728
Alut Wewa	id=g:1251729
Alut Wewa	id=g:1251730
Alut Wewa	id=g:1251731
Alut Wewa	id=g:1251732
Alut Wewa	id=g:1251733
Alut Wewa	id=g:1251734
Alut Wewa	id=g:1251735
Alut Wewa	id=g:1251736
Alut Wewa	id=g:1251737
Alutwewa	id=g:1251738
Aluthwewa	id=g:1251739
Alutwewa	id=g:1251740
Alutwewa	id=g:1251741
Alutwewa	id=g:1251742
Alutwewa	id=g:1251743
Alutwewa	id=g:1251744
Aluthwewa	id=g:1251745
Alutwewa	id=g:1251746
Aluthwewa	id=g:1251747
Aluthwewa	id=g:1251748
Alutwewa	id=g:1251749
Alutwewa	id=g:1251750
Alutwewa	id=g:1251751
Alutwewa	id=g:1251752
Alutwewa	id=g:1251753
Alutwewa	id=g:1251754
Aluthwewa	id=g:1251755
Alutwewa	id=g:1251756
Alutwewa	id=g:1251757
Alutwewa	id=g:1251758
Alutwelagama	id=g:1251759
Alutwela	id=g:1251760
Alulwela	id=g:1251761
Alutwela	id=g:1251762
Alutwela	id=g:1251763
Alutwegedara	id=g:1251764
Alutwatta	id=g:1251765
Alutwatta Orzabedia	id=g:1251766
Alutwala	id=g:1251767
Aluttota	id=g:1251768
Aluttewa	id=g:1251769
Aluttarama Wewa	id=g:1251770
Aluttarama Oya	id=g:1251771
Aluttarama	id=g:1251772
Aluttanayangoda Pahala	id=g:1251773
Aluttanayangoda Ihala	id=g:1251774
Alutsalmulla	id=g:1251775
Alutpotagama	id=g:1251776
Alut Oya	id=g:1251777
Alutoya	id=g:1251778
Alutoya	id=g:1251779
Alutnuwara	id=g:1251780
Alutnuwara	id=g:1251781
Alutnuwara	id=g:1251782
Alutment	id=g:1251783
Alutkumbura Tank	id=g:1251784
Alutkotelinda	id=g:1251785
Alutkaranamullegoda	id=g:1251786
Alutkade Tunmanhandiya	id=g:1251787
Aluth Wewa	id=g:1251788
Aluth Wewa	id=g:1251789
Aluth Wewa	id=g:1251790
Aluth Wewa	id=g:1251791
Aluth Wewa	id=g:1251792
Aluth Wewa	id=g:1251793
Aluth Wewa	id=g:1251794
Aluth Wewa	id=g:1251795
Aluth Wewa	id=g:1251796
Aluthwewa	id=g:1251797
Aluth Wewa	id=g:1251798
Aluthwewa	id=g:1251799
Aluthwewa	id=g:1251800
Aluthwewa	id=g:1251801
Aluthwewa	id=g:1251802
Aluthwegedara Wewa	id=g:1251803
Aluth Punchikulama Wewa	id=g:1251804
Aluth Punchikulama	id=g:1251805
Aluthkurumulla	id=g:1251806
Aluth Golumaradankulama	id=g:1251807
Aluthgoda	id=g:1251808
Aluthgoda	id=g:1251809
Aluthgamgoda	id=g:1251810
Aluthgamawewa	id=g:1251811
Aluthgama	id=g:1251812
Aluthgama	id=g:1251813
Aluthgama	id=g:1251814
Alut Hammillewa	id=g:1251815
Aluthabendiwewa	id=g:1251816
Alut Ground	id=g:1251817
Alutgoda	id=g:1251818
Alutgoda	id=g:1251819
Alutgedara Wewa	id=g:1251820
Alut Gantiriyagama	id=g:1251821
Alutgang Wewa	id=g:1251822
Alutgangoda	id=g:1251823
Alutgamwidiya	id=g:1251824
Alutgama Wewa	id=g:1251825
Alutgama Wewa	id=g:1251826
Alutgama Wewa	id=g:1251827
Alutgama Wewa	id=g:1251828
Alutgama Wewa	id=g:1251829
Alutgama Wewa	id=g:1251830
Alutgama West	id=g:1251831
Mahakumbura	id=g:1251832
Alutgama East	id=g:1251833
Alutgama Bogomuwa	id=g:1251834
Alutgama	id=g:1251835
Alutgama	id=g:1251836
Alutgama	id=g:1251837
Aluthgama	id=g:1251838
Aluthgama	id=g:1251839
Alutgama	id=g:1251840
Alutgama	id=g:1251841
Alutgama	id=g:1251842
Alutgama	id=g:1251843
Alutgama	id=g:1251844
Alutgama	id=g:1251845
Alutgama	id=g:1251846
Alutgama	id=g:1251847
Alutgama	id=g:1251848
Alutgama	id=g:1251849
Alutgama	id=g:1251850
Aluthgama	id=g:1251851
Alut Gala	id=g:1251852
Alutepola	id=g:1251853
Alut Ela	id=g:1251854
Alupotdeniya	id=g:1251855
Alupotdeniya	id=g:1251856
Alupotawela	id=g:1251857
Alupotawa	id=g:1251858
Alupota	id=g:1251859
Alupota	id=g:1251860
Alupota	id=g:1251861
Alupota	id=g:1251862
Alupota	id=g:1251863
Alupotta	id=g:1251864
Alupolla	id=g:1251865
Alupola	id=g:1251866
Alupathgala	id=g:1251867
Alul Wewa	id=g:1251868
Alulena	id=g:1251869
Alukkan Kulam	id=g:1251870
Aluketiyawa	id=g:1251871
Aluketiya	id=g:1251872
Alukalawita	id=g:1251873
Alugolla	id=g:1251874
Alugolla	id=g:1251875
Alugolla	id=g:1251876
Alugolla	id=g:1251877
Alugolla	id=g:1251878
Alugalwana Ela	id=g:1251879
Alugalge	id=g:1251880
Alugalge	id=g:1251881
Alugalge	id=g:1251882
Alu Gala	id=g:1251883
Aludeniya	id=g:1251884
Aludeniya	id=g:1251885
Aludeniya	id=g:1251886
Aludeniya	id=g:1251887
Aludeniya	id=g:1251888
Alubowila	id=g:1251889
Alubomulla	id=g:1251890
Alubogolla	id=g:1251891
Alubewala	id=g:1251892
Alubendiyaya	id=g:1251893
Aluata Wewa	id=g:1251894
Alton	id=g:1251895
Alpitiya	id=g:1251896
Alpitiya	id=g:1251897
Alpitiya	id=g:1251898
Alpitiya	id=g:1251899
Alpitakanda	id=g:1251900
Alpha	id=g:1251901
Alnwick	id=g:1251902
Allington	id=g:1251903
Alligator Rock	id=g:1251904
Alliawatte	id=g:1251905
Allia Kulam	id=g:1251906
Elliyaddawatta	id=g:1251907
Allerton	id=g:1251908
Allen Valley	id=g:1251909
Allebe	id=g:1251910
Allaw Wewa	id=g:1251911
Allarai	id=g:1251912
Allaperumandaluwa	id=g:1251913
Allamweli	id=g:1251914
Alamvillu	id=g:1251915
Allanolla	id=g:1251916
Allai Tank	id=g:1251917
Allaippiddy	id=g:1251918
Allagolla	id=g:1251919
Alagala	id=g:1251920
Allagalla	id=g:1251921
Alagalla	id=g:1251922
Alladuwa	id=g:1251923
Alladi Kulam	id=g:1251924
Alladi Kulam	id=g:1251925
Allacollawewa	id=g:1251926
Alkemada	id=g:1251927
Alkegama	id=g:1251928
Alkaddiveli Kulam	id=g:1251929
Alkaddiveli	id=g:1251930
Aliyawetunu Wewa	id=g:1251931
Aliyawetunuwewa	id=g:1251932
Aliyawetunuwewa	id=g:1251933
Aliyawetunna Wewa	id=g:1251934
Aliyawetuna Wewa	id=g:1251935
Aliyawetunawewa	id=g:1251936
Aliyawetunawewa	id=g:1251937
Aliyawetunawala	id=g:1251938
Aliyawetichchagala	id=g:1251939
Aliyawala Oya	id=g:1251940
Aliyarvaddai	id=g:1251941
Aliyarappar Kulam	id=g:1251942
Aliyansaintakulam	id=g:1251943
Aliyamalagala	id=g:1251944
Aliyakada	id=g:1251945
Aliyagale Wewa	id=g:1251946
Aliwelapalla	id=g:1251947
Aliwalathena	id=g:1251948
Alittana	id=g:1251949
Alipalai	id=g:1251950
Ali Olu Ara	id=g:1251951
Alinchipotana Villu	id=g:1251952
Alinchipotana	id=g:1251953
Alikola Oya	id=g:1251954
Alikimbulagala	id=g:1251955
Alikimbula Ela	id=g:1251956
Alikatuwa	id=g:1251957
Alikahena	id=g:1251958
Alige Oya	id=g:1251959
Aligalge Tank	id=g:1251960
Aligalge Ara	id=g:1251961
Aliawa Wewa	id=g:1251962
Aliawatte	id=g:1251963
Aliyavalai	id=g:1251964
Ali Adi Odai	id=g:1251965
Alhentennawatta	id=g:1251966
Algoda	id=g:1251967
Algan Oya	id=g:1251968
Algama Medagama	id=g:1251969
Algama Ihalagama	id=g:1251970
Algama Egodagama	id=g:1251971
Algama	id=g:1251972
Algama	id=g:1251973
Alexandra	id=g:1251974
Alexandra	id=g:1251975
Alewettuwan Kulam	id=g:1251976
Alesgarden	id=g:1251977
Aldourie	id=g:1251978
Aldora	id=g:1251979
Aldie	id=g:1251980
Albion	id=g:1251981
Albion	id=g:1251982
Alayaya	id=g:1251983
Aladiwembu	id=g:1251984
Alayadimaduchchenai	id=g:1251985
Alawwegama	id=g:1251986
Alawwa	id=g:1251987
Alawwa	id=g:1251988
Alawwa	id=g:1251989
Alawgedara	id=g:1251990
Alawa Wewa	id=g:1251991
Alawatura Oya	id=g:1251992
Alawatura	id=g:1251993
Alawatupitiya	id=g:1251994
Alawatugoda	id=g:1251995
Alawatugoda	id=g:1251996
Alawatugoda	id=g:1251997
Alawatugama	id=g:1251998
Alawattegama	id=g:1251999
Alawattegama	id=g:1252000
Alawathuwala	id=g:1252001
Alawala	id=g:1252002
Alawala	id=g:1252003
Alawala	id=g:1252004
Alawachi Kulam	id=g:1252005
Alavi	id=g:1252006
Alavi	id=g:1252007
Alavedduvan	id=g:1252008
Alaveddi	id=g:1252009
Alavakkaisirukkulam	id=g:1252010
Alavakka	id=g:1252011
Alathevely	id=g:1252012
Alasedu Kandura	id=g:1252013
Alapat Wewa	id=g:1252014
Alapath Wewa	id=g:1252015
Alapalawala Oya	id=g:1252016
Alapalawala	id=g:1252017
Alapalawala	id=g:1252018
Alapalawa	id=g:1252019
Alapaladeniya	id=g:1252020
Alapaladeniya	id=g:1252021
Alantha Kulam	id=g:1252022
Alanmulla	id=g:1252023
Alankulama	id=g:1252024
Alankulama	id=g:1252025
Alankulama	id=g:1252026
Alan Kulam	id=g:1252027
Alan Kulam	id=g:1252028
Alan Kulam	id=g:1252029
Alan Kulam	id=g:1252030
Alan Kulam	id=g:1252031
Alan Kulam	id=g:1252032
Alan Kulam	id=g:1252033
Alan Kulam	id=g:1252034
Alan Kulam	id=g:1252035
Alan Kulam	id=g:1252036
Alan Kulam	id=g:1252037
Alan Kulam	id=g:1252038
Alan Kulam	id=g:1252039
Alankulam	id=g:1252040
Alankulam	id=g:1252041
Alankulam	id=g:1252042
Alankulam	id=g:1252043
Alankulam	id=g:1252044
Alankulam	id=g:1252045
Alankuda	id=g:1252046
Alankerni	id=g:1252047
Alanken	id=g:1252048
Alankeni	id=g:1252049
Alankare	id=g:1252050
Alankarayagama	id=g:1252051
Alankarapanguwa	id=g:1252052
Alang Kulam	id=g:1252053
Alanduwaka	id=g:1252054
Alam Villu	id=g:1252055
Alam Villu	id=g:1252056
Alampil Kulam	id=g:1252057
Alampil	id=g:1252058
Alampil	id=g:1252059
Alaluwa	id=g:1252060
Alaladi Odai Anicut	id=g:1252061
Alakutti Kulam	id=g:1252062
Alakola Wewa	id=g:1252063
Alakolawewa	id=g:1252064
Alakolawewa	id=g:1252065
Alakolawatta	id=g:1252066
Alakolawala Water Hole	id=g:1252067
Alakolamaditta	id=g:1252068
Alakolamada	id=g:1252069
Alakolamada	id=g:1252070
Alakolagala Oya	id=g:1252071
Alakolagalagama	id=g:1252072
Alakolaella	id=g:1252073
Alakola-ela	id=g:1252074
Alakoladeniya	id=g:1252075
Alakoladeniya	id=g:1252076
Alakoladeniya	id=g:1252077
Alakola Ara	id=g:1252078
Alakolaanga	id=g:1252079
Alakkangama	id=g:1252080
Alakkadi Kulam	id=g:1252081
Alakandupitiya	id=g:1252082
Alakalluppoddu Kulam	id=g:1252083
Alakagama	id=g:1252084
Alaikkalluppoddakulam	id=g:1252085
Alaikallupoddakulam	id=g:1252086
Alaikallupodda Alankulam	id=g:1252087
Alahitiyawa	id=g:1252088
Alahenpita	id=g:1252089
Alahenegama	id=g:1252090
Alahena Tank	id=g:1252091
Alahena	id=g:1252092
Alahapperumagama	id=g:1252093
Alagollewa	id=g:1252094
Alagoda	id=g:1252095
Alagiauru Kulam	id=g:1252096
Alagalla Pahalagama	id=g:1252097
Kondagama	id=g:1252098
Alagala	id=g:1252099
Alagalla	id=g:1252100
Alagalla	id=g:1252101
Alagalkanda	id=g:1252102
Ala Gala	id=g:1252103
Aladippallam Villu	id=g:1252104
Aladimuruppu Kulam	id=g:1252105
Aladimurippu Kulam	id=g:1252106
Aladi Kulam	id=g:1252107
Aladi Kulam	id=g:1252108
Aladi Kulam	id=g:1252109
Aladi Kulam	id=g:1252110
Aladikulam	id=g:1252111
Aladikollan Kulam	id=g:1252112
Aladi Kerni	id=g:1252113
Aladikattaikatu	id=g:1252114
Aladeniya	id=g:1252115
Akwatta	id=g:1252116
Akurumullegedara	id=g:1252117
Akurumulla	id=g:1252118
Akurukalawita	id=g:1252119
Akurukaduwa	id=g:1252120
Akurugoda	id=g:1252121
Akurugoda	id=g:1252122
Akurugoda	id=g:1252123
Akurugegangoda	id=g:1252124
Akuressa	id=g:1252125
Akuressa	id=g:1252126
Akureliya	id=g:1252127
Akurawa	id=g:1252128
Akuratiya	id=g:1252129
Akuranmulla	id=g:1252130
Akuranayagama	id=g:1252131
Akurana Wewa	id=g:1252132
Akuranooratiyawa	id=g:1252133
Akurana	id=g:1252134
Akurana	id=g:1252135
Akurana	id=g:1252136
Akurambodwatta	id=g:1252137
Akuramboda Oya	id=g:1252138
Akuramboda	id=g:1252139
Akurala Point	id=g:1252140
Akuraladuwa	id=g:1252141
Akurala	id=g:1252142
Akunadiwela	id=g:1252143
Akulobekandiya Wewa	id=g:1252144
Akulobe	id=g:1252145
Akmimana	id=g:1252146
Akkuranai	id=g:1252147
Akkiriyan Forest Reserve	id=g:1252148
Akkara Five Hundred	id=g:1252149
Akkarayan Kulam	id=g:1252150
Akkarayankotuwa	id=g:1252151
Akkarayan Aru	id=g:1252152
Akkarawelliya Wewa	id=g:1252153
Akkarawelliya	id=g:1252154
Akarawatta	id=g:1252155
Akkarapotane Wewa	id=g:1252156
Akkara Panaha	id=g:1252157
Akkarapanaha	id=g:1252158
Akkarapahala	id=g:1252159
Akkaraipattu	id=g:1252160
Akkaraheta	id=g:1252161
Akkaragoda	id=g:1252162
Akkaithankai Kulam	id=g:1252163
Akirikanda	id=g:1252164
Akattimurippu Tank	id=g:1252165
Akattimurippu	id=g:1252166
Akattik Kulam	id=g:1252167
Akattikulam	id=g:1252168
Akattikkulam	id=g:1252169
Akasachetiya	id=g:1252170
Akarella	id=g:1252171
Akarawita	id=g:1252172
Akarawita	id=g:1252173
Akkarawatta	id=g:1252174
Akarangaha	id=g:1252175
Akarahediya	id=g:1252176
Akarahaduwa	id=g:1252177
Akaragama	id=g:1252178
Akaragama	id=g:1252179
Akamadi Vaikal	id=g:1252180
Akalagamuwa	id=g:1252181
Akade	id=g:1252182
Akada Wewa	id=g:1252183
Akadagoda	id=g:1252184
Aiyiliyadichchenai	id=g:1252185
Aiyatayagama	id=g:1252186
Aiyankernitalawai	id=g:1252187
Aiyankerni	id=g:1252188
Aiyanatidal	id=g:1252189
Aiyamperumal	id=g:1252190
Aiyamperumal	id=g:1252191
Aislaby	id=g:1252192
Ahupiniella Falls	id=g:1252193
Ahungalla Point	id=g:1252194
Ahungalla Middaramulla	id=g:1252195
Ahungalla	id=g:1252196
Ahuliyadda	id=g:1252197
Ahugoda	id=g:1252198
Ahugammana	id=g:1252199
Ahubodagama	id=g:1252200
Ahorande Wewa	id=g:1252201
Ahilandiya Kulam	id=g:1252202
Ahatuwewe	id=g:1252203
Ahatulla Wewa	id=g:1252204
Ahasyanapitiya	id=g:1252205
Ahaspokuna	id=g:1252206
Ahangama West	id=g:1252207
Ahangama	id=g:1252208
Ahangama East	id=g:1252209
Ahangama Central	id=g:1252210
Ahangama	id=g:1252211
Ahalandewatte	id=g:1252212
Ahabadawila	id=g:1252213
Agunawila Wewa	id=g:1252214
Agulgomuwa	id=g:1252215
Agroc	id=g:1252216
Agrawatta	id=g:1252217
Agratenna	id=g:1252218
Agrapatana	id=g:1252219
Agra Oya	id=g:1252220
Agra Oya	id=g:1252221
Agra Ouvah	id=g:1252222
Agrakande	id=g:1252223
Agra Elbedde	id=g:1252224
Agra Bopats Proposed Forest Reserve	id=g:1252225
Agra	id=g:1252226
Agnespenis	id=g:1252227
Aggarahere	id=g:1252228
Aggala Wan Oya	id=g:1252229
Aggalaulpota	id=g:1252230
Agars Land	id=g:1252231
Agare Wewa	id=g:1252232
Agaregedera	id=g:1252233
Agaregama	id=g:1252234
Agare	id=g:1252235
Narangoda Agare	id=g:1252236
Agare	id=g:1252237
Agara Wewa	id=g:1252238
Agarawatta	id=g:1252239
Agarauda	id=g:1252240
Agaragadane Wewa	id=g:1252241
Agara Eliya	id=g:1252242
Agara Ara	id=g:1252243
Agara	id=g:1252244
Agappola	id=g:1252245
Agampodigama	id=g:1252246
Agaliya	id=g:1252247
Agale Oya	id=g:1252248
Agalekumbura	id=g:1252249
Agalegedara	id=g:1252250
Agalegama	id=g:1252251
Agalawatta	id=g:1252252
Agalawatta	id=g:1252253
Agalawatta	id=g:1252254
Agalakumbura	id=g:1252255
Agalagedara	id=g:1252256
Agalagamuwa	id=g:1252257
Agalagama	id=g:1252258
Agalaboda	id=g:1252259
Aekofarm Wewa	id=g:1252260
Adurapothe	id=g:1252261
Adukkupar	id=g:1252262
Adukkanewatuyaya	id=g:1252263
Adukkane	id=g:1252264
Adiyakulam	id=g:1252265
Adippola Wewa	id=g:1252266
Adippola	id=g:1252267
Adikkandiya	id=g:1252268
Adhikariya	id=g:1252269
Adikariwatta	id=g:1252270
Adikarimulla	id=g:1252271
Adikarigoda	id=g:1252272
Adikarigama	id=g:1252273
Adikarigala	id=g:1252274
Adhikarigama	id=g:1252275
Adembe Kulam	id=g:1252276
Addigari Villu	id=g:1252277
Addetkalle Wewa	id=g:1252278
Addarawellana	id=g:1252279
Addalachenai	id=g:1252280
Addaitivu Kulam	id=g:1252281
Addaippallam	id=g:1252282
Adawikanda	id=g:1252283
Adawatte	id=g:1252284
Adapparawatta	id=g:1252285
Adapparagama	id=g:1252286
Aduppan Oya	id=g:1252287
Adappan Kulam	id=g:1252288
Adappankulam	id=g:1252289
Adappanavillu	id=g:1252290
Adams Peak Falls	id=g:1252291
Adams Peak	id=g:1252292
Adam’s Peak	id=g:1252293
Adam’s Bridge	id=g:1252294
Adampen Kulam	id=g:1252295
Adampantalvu Villu	id=g:1252296
Adampantalvu	id=g:1252297
Adampamoddai	id=g:1252298
Adampan Kulam	id=g:1252299
Adampan Kulam	id=g:1252300
Adampan Kulam	id=g:1252301
Adampan Kulam	id=g:1252302
Adampan Kulam	id=g:1252303
Adampan Kulam	id=g:1252304
Adampankulam	id=g:1252305
Adampane Wewa	id=g:1252306
Adampane	id=g:1252307
Adampane	id=g:1252308
Adampana Wewa	id=g:1252309
Adampan Aru	id=g:1252310
Adampana	id=g:1252311
Adampan	id=g:1252312
Adampan	id=g:1252313
Adampamoddai	id=g:1252314
Adammana Wewa	id=g:1252315
Adammana	id=g:1252316
Adamban Kulam	id=g:1252317
Adamba Kulam	id=g:1252318
Adaikkalamoddai	id=g:1252319
Adaikaththa Kulam	id=g:1252320
Adaichakal	id=g:1252321
Achiriyakotuwa	id=g:1252322
Achiriyagama	id=g:1252323
Achirigama Wewa	id=g:1252324
Achirigama	id=g:1252325
Achirigama	id=g:1252326
Acirigama	id=g:1252327
Achirigama	id=g:1252328
Achchuveli	id=g:1252329
Achchithotem	id=g:1252330
Achchirikulama	id=g:1252331
Achchelu	id=g:1252332
Achchariyagama Wewa	id=g:1252333
Acharigama Wewa	id=g:1252334
Achchankulam	id=g:1252335
Achchamulai	id=g:1252336
Achariyakulama	id=g:1252337
Achari Wewa	id=g:1252338
Achari Madatugama	id=g:1252339
Acharikonwewa	id=g:1252340
Acharikelegama	id=g:1252341
Ihalagama	id=g:1252342
Achari Ihalagama	id=g:1252343
Achari Hinukwewa	id=g:1252344
Acharigoda	id=g:1252345
Acharigama Wewa	id=g:1252346
