Ostanovochnyy Punkt Roshchitsa	id=g:501292
Regachëvo	id=g:502243
Reflektor	id=g:502244
Refandy	id=g:502245
Sovkhoz Refandinskiy	id=g:502246
Redezha	id=g:502247
Ozero Red-Yarvi	id=g:502248
Stantsiya Red’ya	id=g:502249
Red’ya	id=g:502250
Raz”yezd Redutskiy	id=g:502251
Redtsy	id=g:502252
Ozero Redrovo	id=g:502253
Redrikovy Gory	id=g:502254
Redra	id=g:502255
Redogoshch’	id=g:502256
Redkoye Kuz’mino	id=g:502257
Redkovo	id=g:502258
Redkodub’ye	id=g:502259
Redkodub	id=g:502260
Redkodub	id=g:502261
Redkiy Dub	id=g:502262
Redkino	id=g:502263
Redkino	id=g:502264
Redkino	id=g:502265
Red’kino	id=g:502266
Red’kino	id=g:502267
Red’kino	id=g:502268
Red’kino	id=g:502269
Red’kino	id=g:502270
Red’kino	id=g:502271
Redkino	id=g:502272
Red’kino	id=g:502273
Red’kino	id=g:502274
Red’kino	id=g:502275
Red’kino	id=g:502276
Red’kino	id=g:502277
Red’kino	id=g:502278
Red’kino	id=g:502279
Red’kino	id=g:502280
Red’ki	id=g:502281
Rediska	id=g:502282
Radio	id=g:502283
Redino	id=g:502284
Redikor	id=g:502285
Redbuzh	id=g:502286
Redav-Oya	id=g:502287
Redant Vtoroy	id=g:502288
Redant Pervyy	id=g:502289
Redant	id=g:502290
Redal’	id=g:502291
Rechnyye Kottsy	id=g:502292
Rechnoye	id=g:502293
Rechnoye	id=g:502294
Rechnoye	id=g:502295
Ostrov Rechnoy	id=g:502296
Kolkhoz Rechnoy	id=g:502297
Rechnoy	id=g:502298
Rechnoy	id=g:502299
Rechnoy	id=g:502300
Rechnoy	id=g:502301
Rechnoy	id=g:502302
Rechnoy	id=g:502303
Rechnoy	id=g:502304
Rechnoy	id=g:502305
Rechnoy	id=g:502306
Rechnoye	id=g:502307
Rechnovka	id=g:502308
Rechnaya	id=g:502309
Rechnaya Sel’ga	id=g:502310
Rechnaya	id=g:502311
Rechnaya	id=g:502312
Rechma	id=g:502313
Rechkur’ye	id=g:502314
Rechki Vavenkovskiye	id=g:502315
Rechki Orlovy	id=g:502316
Rechki	id=g:502317
Rechki	id=g:502318
Rechki	id=g:502319
Urochishche Rechki	id=g:502320
Rechki	id=g:502321
Rechki	id=g:502322
Rechki	id=g:502323
Rechka-Osinovka	id=g:502324
Rechka-Mogino	id=g:502325
Rechka Krapivenka	id=g:502326
Rechka Kochety Vtoraya	id=g:502327
Ruchey Rechka	id=g:502328
Rechka	id=g:502330
Rechka	id=g:502331
Rechka	id=g:502332
Rechka	id=g:502333
Rechka	id=g:502334
Rechka	id=g:502335
Rechka	id=g:502336
Rechka	id=g:502337
Rechka	id=g:502338
Rechka	id=g:502339
Rechka	id=g:502340
Rechka	id=g:502341
Rechka	id=g:502342
Rechka	id=g:502343
Rechitsy	id=g:502344
Rechitsy	id=g:502345
Rechitsy	id=g:502346
Rechitsy	id=g:502347
Rechitsy	id=g:502348
Rechitsy	id=g:502349
Rechitsa	id=g:502350
Rechitsa	id=g:502351
Rechitsa	id=g:502352
Rechitsa	id=g:502353
Rechitsa	id=g:502354
Rechitsa	id=g:502355
Rechitsa	id=g:502356
Rechitsa	id=g:502357
Rechitsa	id=g:502358
Rechitsa	id=g:502359
Rechitsa	id=g:502360
Rechitsa	id=g:502361
Rechevo	id=g:502362
Rechenskiy	id=g:502363
Rechechka	id=g:502364
Rechane	id=g:502365
Rebtsovo	id=g:502366
Rebrovo	id=g:502367
Rebrovo	id=g:502368
Rebrovo	id=g:502369
Rebrovo	id=g:502370
Rebrovo	id=g:502371
Rebrovka	id=g:502372
Rebrikovskiy	id=g:502373
Rëbrikovo	id=g:502374
Rebrichanskiy	id=g:502375
Reboyla	id=g:502376
Ryabov Konets	id=g:502377
Reboly	id=g:502378
Rebolovo	id=g:502379
Reble	id=g:502380
Rebalda	id=g:502381
Ozero Rdeyskoye	id=g:502382
Rdeyskiy Monastyr’	id=g:502383
Razzhivino	id=g:502384
Razvumchorr	id=g:502385
Razvil’ye	id=g:502386
Razvily	id=g:502387
Razvil’nyy	id=g:502388
Razvil’noye	id=g:502389
Stantsiya Razvil’naya	id=g:502390
Razvilka	id=g:502391
Razvilinskiy	id=g:502392
Razvilina	id=g:502393
Razvet’ye	id=g:502394
Razvedka	id=g:502395
Gora Razvalka	id=g:502396
Razuvayev	id=g:502397
Razvaliny Razuma	id=g:502398
Sovkhoz Razumovskiy	id=g:502399
Razumnoye	id=g:502400
Razumnaya	id=g:502401
Razsokhovets	id=g:502402
Razrytoye	id=g:502403
Ostrov Razostrov	id=g:502404
Razorënnyye Bychki	id=g:502405
Raznomoyka	id=g:502406
Raznochinovka	id=g:502407
Raznezh’ye	id=g:502408
Mys Raz-Navolok	id=g:502409
Mys Raz-Navolok	id=g:502410
Raznavolok	id=g:502411
Razmetelevo	id=g:502412
Razmety	id=g:502413
Razmetnyy	id=g:502414
Razmetnyy	id=g:502415
Razmekeyevo	id=g:502416
Razmazley	id=g:502417
Razmalinnik	id=g:502418
Razlukina	id=g:502419
Razlovo	id=g:502420
Razlivka	id=g:502421
Stantsiya Razliv	id=g:502422
Razliv	id=g:502423
Razliv	id=g:502424
Razliv	id=g:502425
Razliv	id=g:502426
Razliv	id=g:502427
Razinskiy	id=g:502428
Razino	id=g:502429
Razino	id=g:502430
Urochishche Razino	id=g:502431
Razin’kovo	id=g:502432
Razin’kovo	id=g:502433
Razinki	id=g:502434
Razinino	id=g:502435
Razina	id=g:502436
Razim	id=g:502437
Ozero Razi-Lambi	id=g:502438
Orazgulaul	id=g:502439
Stantsiya Razgulyayevka	id=g:502440
Razgort	id=g:502441
Razgort	id=g:502442
Razdzog	id=g:502443
Ostanovochnyy Punkt Razdory	id=g:502444
Razdory	id=g:502445
Razdory	id=g:502446
Razdorskiy	id=g:502447
Razdorskiy	id=g:502448
Razdorskaya	id=g:502449
Razdor	id=g:502450
Razdor	id=g:502451
Razdol’yevka	id=g:502452
Kolkhoz Razdol’ye	id=g:502453
Razdol’ye	id=g:502454
Razdol’ye	id=g:502455
Razdol'ye	id=g:502456
Razdol’ye	id=g:502457
Razdol’ye	id=g:502458
Razdol’ye	id=g:502459
Razdol’ye	id=g:502460
Razdol’ye	id=g:502461
Razdol’ye	id=g:502462
Razdol’ye	id=g:502463
Razdol’ye	id=g:502464
Razdol’ye	id=g:502465
Razdol’ye	id=g:502466
Razdol’ye	id=g:502467
Razdol’ye	id=g:502468
Razdol’skoye	id=g:502469
Razdol’nyy	id=g:502470
Razdol’nyy	id=g:502471
Razdol’nyy	id=g:502472
Razdol’nyy	id=g:502473
Razdol’nyy	id=g:502474
Razdol’nyy	id=g:502475
Razdol’nyy	id=g:502476
Razdol’noye	id=g:502477
Razdol’noye	id=g:502478
Razdol’noye	id=g:502479
Razdol’noye	id=g:502480
Razdol’noye	id=g:502481
Razdol’noye	id=g:502482
Razdol'noye	id=g:502483
Razdol’naya	id=g:502484
Razdol’naya	id=g:502485
Razdol’noye	id=g:502486
Razdol’naya	id=g:502487
Razdol’naya	id=g:502488
Ozero Razdolinskoye	id=g:502489
Razdobarino	id=g:502490
Razderikha	id=g:502491
Ostrov Razdel’nyy	id=g:502492
Razdel’nyy	id=g:502493
Razdel	id=g:502494
Novyy Razdel	id=g:502495
Razbuy	id=g:502496
Razbugor’ye	id=g:502497
Stantsiya Razboyshchina	id=g:502498
Razboynyy Bor	id=g:502499
Razboynitsa	id=g:502500
Ostrov Razboynik	id=g:502501
Kamen' Razboynik	id=g:502502
Razberdeyevo	id=g:502503
Razbegayevka	id=g:502504
Razbegayevka	id=g:502505
Razbegayevo	id=g:502506
Razazovka	id=g:502507
Razayevka	id=g:502508
Rayëvo	id=g:502509
Raytsy	id=g:502510
Raytsy	id=g:502511
Raytsy	id=g:502512
Rayskiy	id=g:502513
Raysemënovskoye	id=g:502514
Raypol’ye	id=g:502515
Ostrov Raypiot-Sari	id=g:502516
Raynovskiy	id=g:502517
Stantsiya Raynovskaya	id=g:502518
Raynovo	id=g:502519
Ostrov Raynera	id=g:502520
Raymanovo	id=g:502521
Raymonovo	id=g:502522
Raylovo	id=g:502523
Raykovo	id=g:502524
Raykovo	id=g:502525
Raykovo	id=g:502526
Raykosen-Myaki	id=g:502527
Raykonkoski	id=g:502528
Raykolovo	id=g:502529
Rayki	id=g:502530
Rayki	id=g:502531
Rayki	id=g:502532
Rayki	id=g:502533
Raykan	id=g:502534
Raygorod	id=g:502535
Royga	id=g:502536
Rayevskoye	id=g:502537
Rayevskoye	id=g:502538
Sovkhoz Rayevskiy	id=g:502539
Rayevskiy	id=g:502540
Rayevskiy	id=g:502541
Rayevskaya	id=g:502542
Rayëvo Vtoroye	id=g:502543
Rayëvo-Voskresenskiy	id=g:502544
Rayëvo Pervoye	id=g:502545
Rayëvo	id=g:502546
Rayëvo	id=g:502547
Rayëvo	id=g:502548
Rayëvo	id=g:502549
Rayëvo	id=g:502550
Rayëvo	id=g:502551
Rayëvo	id=g:502552
Rayëvka	id=g:502553
Rayëvka	id=g:502554
Rayëvka	id=g:502555
Rayëvka	id=g:502556
Rayëvka	id=g:502557
Rayëvka	id=g:502558
Rayëvka	id=g:502559
Rayëvka	id=g:502560
Rayëvka	id=g:502561
Rayëvka	id=g:502562
Rayëvka	id=g:502563
Rayëvka	id=g:502564
Rayëva	id=g:502565
Rayd-Ostrov	id=g:502566
Rayda	id=g:502567
Rayasuo	id=g:502568
Rayasel’kya	id=g:502569
Rayasel’kya	id=g:502570
Raya-Sel’ga	id=g:502571
Rayakoski	id=g:502572
Raya	id=g:502573
Ray	id=g:502574
Ray	id=g:502575
Rai	id=g:502576
Ozero Ravt”yavr	id=g:502577
Raon’	id=g:502578
Ravnopol’ye	id=g:502579
Ravnopol’	id=g:502580
Ravna	id=g:502581
Ravninnyy	id=g:502582
Ravninnyy	id=g:502583
Ravninnyy	id=g:502584
Ostrov Ravluda	id=g:502585
Ostrov Ravitsa	id=g:502586
Ravilovo	id=g:502587
Ravenstvo	id=g:502588
Ravenstvo	id=g:502589
Ravenstvo	id=g:502590
Ravenskaya	id=g:502591
Ravdoya	id=g:502592
Rovdino	id=g:502593
Ravan’	id=g:502594
Gora Rautvaara	id=g:502595
Rautinsel’kya	id=g:502596
Rautalakhti	id=g:502597
Rautalakhti	id=g:502598
Rautakorpi	id=g:502599
Rautakangas	id=g:502600
Ozero Raut	id=g:502601
Ozero Rau-Lampi	id=g:502602
Raudoy	id=g:502603
Ratynya	id=g:502604
Ratynya	id=g:502605
Kolkhoz Ratushino	id=g:502606
Yatus	id=g:502607
Ratt’yechey	id=g:502608
Rattsa	id=g:502609
Rattalya	id=g:502610
Ratsitl’	id=g:502611
Sovkhoz Ratsionalizator	id=g:502612
Ratsionalizator	id=g:502613
Ratovskoye	id=g:502614
Ratovo	id=g:502615
Ratovo	id=g:502616
Ratovka	id=g:502617
Ratnovo	id=g:502618
Ratnitsy	id=g:502619
Ratnik	id=g:502620
Ratnoye	id=g:502621
Ratmirovo	id=g:502622
Ratmino	id=g:502623
Ratmanovo	id=g:502624
Ratmanovo	id=g:502625
Ratmanovo	id=g:502626
Mys Ratmanova	id=g:502627
Bil’ty	id=g:502628
Ratlub	id=g:502629
Ozero Ratkovo	id=g:502630
Ratkovo	id=g:502631
Ratkovo	id=g:502632
Rat’kovo	id=g:502633
Rat’kovo	id=g:502634
Rat’kovo	id=g:502635
Rat’kovo	id=g:502636
Rat’kovina	id=g:502637
Rat’kino	id=g:502638
Ratkevshchina	id=g:502639
Ratitsy	id=g:502640
Ratislovo	id=g:502641
Ratino	id=g:502642
Ratilovo	id=g:502643
Ratigora	id=g:502644
Rategovo	id=g:502645
Ratchino	id=g:502646
Ratchino	id=g:502647
Ratchino	id=g:502648
Ratchino	id=g:502649
Ratchino	id=g:502650
Sovkhoz Ratcha	id=g:502651
Ratcha	id=g:502652
Ratcha	id=g:502653
Ratayevskaya Gorka	id=g:502654
Ratanovka	id=g:502655
Mys Rata	id=g:502657
Rat’	id=g:502658
Ras”yulunvozh	id=g:502659
Ras”yu	id=g:502660
Ras’yu	id=g:502661
Ras'ya	id=g:502662
Rasulevo	id=g:502663
Rastyapino	id=g:502664
Rastvorovo	id=g:502665
Rastunovo	id=g:502666
Rassvet	id=g:502667
Rastrizheno	id=g:502668
Rastrigin	id=g:502669
Rasstrigin	id=g:502670
Rastrelina	id=g:502671
Rastovtsy	id=g:502672
Rastovka	id=g:502673
Rastovik	id=g:502674
Rastovitsy	id=g:502675
Rastovets	id=g:502676
Rastov	id=g:502677
Rastoropovo	id=g:502678
Rastorog	id=g:502679
Rastorog	id=g:502680
Rastorguyevo	id=g:502681
Rastopchino	id=g:502682
Rastochina	id=g:502683
Rastislayevka	id=g:502684
Rastimyarvi	id=g:502685
Bol’shoye Rastilkovo	id=g:502686
Rastilakshi	id=g:502687
Rastess	id=g:502688
Ozero Rastas-Lambi	id=g:502689
Guba Rastas	id=g:502690
Rastas	id=g:502691
Rassypnyye	id=g:502692
Rassypnoye	id=g:502693
Urochishche Rassypnoy	id=g:502694
Rassypnoy	id=g:502695
Rassypnaya	id=g:502696
Rassypnaya	id=g:502697
Rassyl’naya	id=g:502698
Rassyl’naya	id=g:502699
Sovkhoz Rassvet	id=g:502700
Rassvet Kolkhoz	id=g:502701
Rassvet Kolkhoz	id=g:502702
Kolkhoz Rassvet	id=g:502703
Kolkhoz Rassvet	id=g:502704
Kolkhoz Rassvet	id=g:502705
Kolkhoz Rassvet	id=g:502706
Kolkhoz Rassvet	id=g:502707
Kolkhoz Rassvet	id=g:502708
Kolkhoz Rassvet	id=g:502709
Kolkhoz Rassvet	id=g:502710
Kolkhoz Rassvet	id=g:502711
Kolkhoz Rassvet	id=g:502712
Kolkhoz Rassvet	id=g:502713
Kolkhoz Rassvet	id=g:502714
Kolkhoz Rassvet	id=g:502715
Kolkhoz Rassvet	id=g:502716
Kolkhoz Rassvet	id=g:502717
Kolkhoz Rassvet	id=g:502718
Kolkhoz Rassvet	id=g:502719
Rassvet	id=g:502720
Rassvet	id=g:502721
Rassvet	id=g:502722
Rassvet	id=g:502723
Rassvet	id=g:502724
Rassvet	id=g:502725
Rassvet	id=g:502726
Rassvet	id=g:502727
Rassvet	id=g:502728
Rassvet	id=g:502729
Rassvet	id=g:502730
Rassvet	id=g:502731
Rassvet	id=g:502732
Rassvet	id=g:502733
Rassvet	id=g:502734
Rassvet	id=g:502735
Rassvet	id=g:502736
Rassvet	id=g:502737
Rassvet	id=g:502738
Rassvet	id=g:502739
Rassvet	id=g:502740
Rassvet	id=g:502741
Rassvet	id=g:502742
Rassvet	id=g:502743
Rassvet	id=g:502744
Rassvet	id=g:502745
Rassvet	id=g:502746
Stantsiya Rassukha	id=g:502747
Rassukha	id=g:502748
Rassukha	id=g:502749
Stantsiya Rassudovo	id=g:502750
Rassudovo	id=g:502751
Rassudovo	id=g:502752
Ozero Rasstrigino	id=g:502753
Rasstrigino	id=g:502754
Rasstrigino	id=g:502755
Rasstrigina	id=g:502756
Rasstrelyayevo	id=g:502757
Rossazha	id=g:502758
Rassoshnoye	id=g:502759
Rassoshki	id=g:502760
Rassoshka	id=g:502761
Rassoshka	id=g:502762
Rassolov	id=g:502763
Rassol'naya	id=g:502764
Rassol'naya	id=g:502765
Rassol'naya	id=g:502766
Stantsiya Rassolenki	id=g:502767
Rassokhinskiy	id=g:502768
Rassokhino	id=g:502769
Rassokhino	id=g:502770
Rassokhino	id=g:502771
Rossokhi	id=g:502772
Rassokhi	id=g:502773
Rassokhi	id=g:502774
Rossokhi	id=g:502775
Rassokhi	id=g:502776
Rassokhi	id=g:502777
Rassokha Porsy	id=g:502778
Rassokha-Chetsa	id=g:502779
Rassokha	id=g:502780
Rassokha	id=g:502781
Poludennaya Rassokha	id=g:502782
Rassokha	id=g:502783
Rassokha	id=g:502784
Rassokha	id=g:502785
Rassokha	id=g:502786
Rassokha	id=g:502787
Rassokha	id=g:502788
Rassokha	id=g:502789
Rasskazovskiy Rayon	id=g:502790
Rasskazovo	id=g:502791
Rasskazovka	id=g:502792
Rasskazovo	id=g:502793
Rasskazovka	id=g:502794
Rasskazan’	id=g:502795
Rasskazan’	id=g:502796
Rasshevatskaya	id=g:502797
Stantsiya Rasshevatka	id=g:502798
Rasshevatka	id=g:502799
Rasselenets	id=g:502800
Rassadniki	id=g:502801
Rassadino	id=g:502802
Raspopovskiye Dvoriki	id=g:502803
Raspopinskiy	id=g:502804
Raspaikha	id=g:502805
Rasmikeyevo	id=g:502806
Raslovo-Monastyrskoye	id=g:502807
Raslovo	id=g:502808
Raslovo	id=g:502809
Raslovka	id=g:502810
Raslovka Pervaya	id=g:502811
Roslavka	id=g:502812
Raslovka	id=g:502813
Ras-Kur’ya-Yël’	id=g:502814
Raskulitsy	id=g:502815
Raskovalikha	id=g:502816
Raskopel’	id=g:502817
Raskolinskaya	id=g:502818
Raskil’dino	id=g:502819
Stantsiya Raskhovets	id=g:502820
Raskhovets	id=g:502821
Raskhovets	id=g:502822
Raskaty	id=g:502823
Raskatovo	id=g:502824
Stantsiya Rasik	id=g:502825
Rashutino	id=g:502826
Rashucha	id=g:502827
Rashtanovka	id=g:502828
Rashpilevskiy	id=g:502829
Rashpilevskiy	id=g:502830
Rashpil’	id=g:502831
Rashpil’	id=g:502832
Rashpyli	id=g:502833
Rashpil'	id=g:502834
Rashkiy	id=g:502835
Rashchinino	id=g:502836
Rashchep	id=g:502837
Zaliv Rasa-Lakhti	id=g:502838
Rasalakhti	id=g:502839
Rapyushka	id=g:502840
Ozero Rap”yavr	id=g:502841
Rapti	id=g:502842
Raptanga	id=g:502843
Rappolovo	id=g:502844
Raponovo	id=g:502845
Raplya	id=g:502846
Raplya	id=g:502847
Rapida	id=g:502848
Rapatovo	id=g:502849
Rany	id=g:502850
Rantue	id=g:502851
Rantsevo	id=g:502852
Rantsevo	id=g:502853
Rantsera	id=g:502854
Ostrov Ranta-Sari	id=g:502855
Rantamak	id=g:502856
Rantala	id=g:502857
Rantala	id=g:502858
Ranta-Kyulya	id=g:502859
Ranta	id=g:502860
Rano-Verkhi	id=g:502861
Ranova	id=g:502862
Ranolovo	id=g:502863
Kolkhoz Rannyaya Zarya	id=g:502864
Urochishche Rannyaya Zarya	id=g:502865
Rannitsa	id=g:502866
Rannitsa	id=g:502867
Ranneye Utro	id=g:502868
Ranneye	id=g:502869
Ranino	id=g:502870
Rangiley	id=g:502871
Rangazar	id=g:502872
Stantsiya Ranenburg	id=g:502873
Ozero Randozero	id=g:502874
Randozerka	id=g:502875
Ozero Randogskoye	id=g:502876
Randoga	id=g:502877
Gora Randis-Vara	id=g:502878
Randach	id=g:502879
Ramzinka	id=g:502880
Stantsiya Ramzay	id=g:502881
Ramzay	id=g:502882
Ramza	id=g:502883
Ramushki	id=g:502884
Ramushëvo	id=g:502885
Ramtsy	id=g:502886
Ozero Ramozero	id=g:502887
Ramoye	id=g:502888
Ramovskiy	id=g:502889
Ramon’ye	id=g:502890
Ramony	id=g:502891
Ramonskiy Rayon	id=g:502892
Ramonovo	id=g:502893
Stantsiya Ramon’	id=g:502894
Ramon’	id=g:502895
Rameno	id=g:502896
Rameyevskiy	id=g:502897
Rameshkovskiy Rayon	id=g:502898
Rameshki	id=g:502899
Rameshki	id=g:502900
Rameshki	id=g:502901
Rameshki	id=g:502902
Rameshki	id=g:502903
Khutor Ramen’ye	id=g:502904
Boloto Ramen’ye	id=g:502905
Ramen’ye	id=g:502906
Ramen’ye	id=g:502907
Ramen’ye	id=g:502908
Ramen’ye	id=g:502909
Ramen’ye	id=g:502910
Ramen’ye	id=g:502911
Ramen’ye	id=g:502912
Ramen’ye	id=g:502913
Ramen’ye	id=g:502914
Ramen’ye	id=g:502915
Ramen’ye	id=g:502916
Ramen’ye	id=g:502917
Ramen’ye	id=g:502918
Ramen’ye	id=g:502919
Ramen'ye	id=g:502920
Ramen’ye	id=g:502921
Ramen’ye	id=g:502922
Ramen’ye	id=g:502923
Ramen’ye	id=g:502924
Ramen’ye	id=g:502925
Ramen’ye	id=g:502926
Ramen’ye	id=g:502927
Staroye Ramen’ye	id=g:502928
Ramen’ye	id=g:502929
Ramen’ye	id=g:502930
Ramen’ye	id=g:502931
Ramen’ye	id=g:502932
Ramen’ye	id=g:502933
Ramen’ye	id=g:502934
Ramen’ye	id=g:502935
Ramen’ye	id=g:502936
Ramen’ye	id=g:502937
Ramen’ye	id=g:502938
Ramen’ye	id=g:502939
Ramen’ye	id=g:502940
Ramen’ye	id=g:502941
Ramen’ye	id=g:502942
Ramen’ye	id=g:502943
Ramen’ye	id=g:502944
Ramen’ye	id=g:502945
Ramen’ye	id=g:502946
Ramen’ye	id=g:502947
Ramen’ye	id=g:502948
Ramen’ye	id=g:502949
Ramen’ye	id=g:502950
Ramen’ye	id=g:502951
Ramen’ye	id=g:502952
Ramen’ye	id=g:502953
Ramen’ye	id=g:502954
Ramen’ye	id=g:502955
Ramen’ye	id=g:502956
Ramen’ye	id=g:502957
Ramen’ye	id=g:502958
Ramen’ye	id=g:502959
Ramen’ye	id=g:502960
Ramen’ye	id=g:502961
Ramentsy	id=g:502962
Ramenskoye	id=g:502963
Ramenskoye	id=g:502964
Ramenskoye	id=g:502965
Ramenskiy Rayon	id=g:502966
Ramenskiy	id=g:502967
Rameno	id=g:502968
Ramennitsy	id=g:502969
Ramennaya	id=g:502970
Ramenki	id=g:502971
Ramenki	id=g:502972
Ramenki	id=g:502973
Ramenki	id=g:502974
Ramenki	id=g:502975
Ramenka	id=g:502976
Ramenka	id=g:502977
Ramenka	id=g:502978
Ramenka	id=g:502979
Ramenka	id=g:502980
Ramenka	id=g:502981
Ramennoye	id=g:502982
Rameni	id=g:502983
Ramen’	id=g:502984
Ramen’	id=g:502985
Rambolovskoye Boloto	id=g:502986
Rambolovo	id=g:502987
Ramazan-Aul	id=g:502988
Ramazanovo	id=g:502989
Ramasukha	id=g:502990
Ramasukha	id=g:502991
Ozero Rama	id=g:502992
Ral’nikovy	id=g:502993
Ral’niki	id=g:502994
Ral’niki	id=g:502995
Rakzino	id=g:502996
Rakzinka	id=g:502997
Ostrova Rakushki	id=g:502998
Rakushino	id=g:502999
Banka Rakushechnaya	id=g:503000
Rakunovo	id=g:503001
Ozero Rakul’skoye	id=g:503002
Rakul’skoye	id=g:503003
Rakulka	id=g:503004
Rakula	id=g:503005
Rakula	id=g:503006
Rakshina	id=g:503007
Rakshino	id=g:503008
Raksher	id=g:503009
Raksha Vtoraya	id=g:503010
Raksha Pervaya	id=g:503011
Stantsiya Raksha	id=g:503012
Raksha	id=g:503013
Mys Rakovyy	id=g:503014
Rakovskiy	id=g:503015
Rakovskaya	id=g:503016
Rakovskaya	id=g:503017
Rakovo-Tavricheskiy	id=g:503018
Rakovo	id=g:503019
Rakovo	id=g:503020
Rakovo	id=g:503021
Rakovo	id=g:503022
Rakovo	id=g:503023
Rakovo	id=g:503024
Rakovo	id=g:503025
Rakovo	id=g:503026
Rakovo	id=g:503027
Rakovo	id=g:503028
Rakovo	id=g:503029
Stantsiya Rakovka	id=g:503030
Rakovka	id=g:503031
Rakovka	id=g:503032
Rakovka	id=g:503033
Rakovka	id=g:503034
Rakovka	id=g:503035
Rakovitsa	id=g:503036
Ozero Rakovichskoye	id=g:503037
Rakovina	id=g:503038
Rakovichi	id=g:503039
Rakovenskoye	id=g:503040
Rakovaya Ryasa	id=g:503041
Ostrova Rakovaya Ludka	id=g:503042
Guba Rakovaya	id=g:503043
Rakova	id=g:503044
Rakov	id=g:503045
Rakov	id=g:503046
Rakov	id=g:503047
Rakov	id=g:503048
Rakopezhi	id=g:503049
Rakoma	id=g:503050
Rakobol’	id=g:503051
Ozero Rakko-Yarvi	id=g:503052
Ozero Rakk	id=g:503054
Rakityanskiy Rayon	id=g:503055
Rakityanka	id=g:503056
Rakitino	id=g:503057
Rakitovka	id=g:503058
Rakitnyy	id=g:503059
Rakitnyy	id=g:503060
Rakitnya	id=g:503061
Rakitnya	id=g:503062
Rakitnya	id=g:503063
Rakitnya	id=g:503064
Rakitnya	id=g:503065
Rakitnya	id=g:503066
Rakitnoye	id=g:503067
Ozero Rakitno	id=g:503068
Rakitno	id=g:503069
Rakitno	id=g:503070
Rakitnoye	id=g:503071
Rakitnaya	id=g:503072
Rakitna	id=g:503073
Ozero Rakitinskoye	id=g:503074
Rakitinskiy	id=g:503075
Stantsiya Rakitino	id=g:503076
Rakitino	id=g:503077
Rakitino	id=g:503078
Rakitino	id=g:503079
Rakitino	id=g:503080
Rakitino	id=g:503081
Rakitino	id=g:503082
Rakitinka	id=g:503083
Rakitinka	id=g:503084
Rakitina	id=g:503085
Rakita	id=g:503086
Rakishevo	id=g:503087
Rakina	id=g:503088
Rakino	id=g:503089
Iskra	id=g:503090
Rakh’ya	id=g:503091
Rakhtino	id=g:503092
Rakhovo	id=g:503093
Rakhovo	id=g:503094
Gora Rakhova	id=g:503095
Rakhnovo	id=g:503096
Rakhnovo	id=g:503097
Rakhnevo	id=g:503098
Rakhmyzha	id=g:503099
Rakhmozero	id=g:503100
Rakhmetovo	id=g:503101
Ostrov Rakhmansari	id=g:503102
Rakhmanovo	id=g:503103
Rakhmanovo	id=g:503104
Rakhmanovo	id=g:503105
Rakhmanovo	id=g:503106
Rakhmanovo	id=g:503107
Rakhmanovo	id=g:503108
Rakhmanovo	id=g:503109
Rakhmanovo	id=g:503110
Rakhmanovka	id=g:503111
Rakhmanovka	id=g:503112
Rakhmanovka	id=g:503113
Guba Rakhmanova	id=g:503114
Rakhmanino	id=g:503115
Rakhmanino	id=g:503116
Rakhmanino	id=g:503117
Mys Rakhmanina	id=g:503118
Rakhlitsy	id=g:503119
Stantsiya Rakhleyevo	id=g:503120
Rakhleyevo	id=g:503121
Rakhkoyla	id=g:503122
Rakhkovichi	id=g:503123
Ozero Rakhkhe-Lambi	id=g:503124
Rakhkayarvi	id=g:503125
Rakhinskiy	id=g:503126
Rakhino	id=g:503127
Rakhinka	id=g:503128
Rakhimkulovo	id=g:503129
Rakhiman’	id=g:503130
Ozero Rakhe-Lambi	id=g:503131
Rakhata	id=g:503132
Rakha	id=g:503133
Rakashëvo	id=g:503134
Rakalovo	id=g:503135
Raka	id=g:503136
Raisovka	id=g:503137
Ozero Rain Kivi-Yarvi	id=g:503138
Raykuzi	id=g:503139
Raifa	id=g:503140
Rai	id=g:503141
Fëdorovka	id=g:503142
Raguzina	id=g:503143
Ragutchane	id=g:503144
Ragusha	id=g:503145
Raguozero	id=g:503146
Ragunovo	id=g:503147
Ragulovo	id=g:503148
Raguli	id=g:503149
Raguli	id=g:503150
Ragozskoye Boloto	id=g:503151
Ragozino	id=g:503152
Ragozino	id=g:503153
Ragozino	id=g:503154
Ragozino	id=g:503155
Ragozino	id=g:503156
Ragozino	id=g:503157
Rogozino	id=g:503158
Ragozinka	id=g:503159
Ragozinka	id=g:503160
Rogozinki	id=g:503161
Ragozina Gora	id=g:503162
Ragozina	id=g:503163
Ostrov Rogozina	id=g:503164
Ragoza	id=g:503165
Ragoza	id=g:503166
Ragovitsy	id=g:503167
Ozero Rago-Lambi	id=g:503168
Rogodino	id=g:503169
Rogozina	id=g:503170
Ragnuksa	id=g:503171
Ragnuksa	id=g:503172
Ozero Ragnozero	id=g:503173
Ragnozero	id=g:503174
Raglitsy	id=g:503175
Raglitsy	id=g:503176
Raglitsy	id=g:503177
Ragarven-Vuara	id=g:503178
Rafikova	id=g:503179
Rafikova	id=g:503180
Rafikovo	id=g:503181
Radzha	id=g:503182
Radyukino	id=g:503183
Radyshkovo	id=g:503184
Radyshka	id=g:503185
Radyshevo	id=g:503186
Rodyki	id=g:503187
Raduzhnoye	id=g:503188
