La Salina	id=g:3677769
La Celia	id=g:3679542
La Celia	id=g:3679543
La Celda	id=g:3679544
La Cejita	id=g:3679545
La Ceja del Mango	id=g:3679546
Filo de la Ceja	id=g:3679547
Alto La Ceja	id=g:3679548
La Ceja	id=g:3679549
La Ceja	id=g:3679550
La Ceja	id=g:3679551
La Ceja	id=g:3679552
La Ceja	id=g:3679553
La Ceja	id=g:3679554
La Ceja	id=g:3679555
La Ceibita	id=g:3679556
La Ceibita	id=g:3679557
La Ceibita	id=g:3679558
La Ceibita	id=g:3679559
La Ceibita	id=g:3679560
La Ceibita	id=g:3679561
Quebrada La Ceiba	id=g:3679562
Punta de Ceiba	id=g:3679563
Isla La Ceiba	id=g:3679564
Ciénaga La Ceiba	id=g:3679565
Ciénaga La Ceiba	id=g:3679566
Ciénaga La Ceiba	id=g:3679567
Ciénaga La Ceiba	id=g:3679568
Caño La Ceiba	id=g:3679569
Arroyo La Ceiba	id=g:3679570
La Ceiba	id=g:3679571
La Ceiba	id=g:3679572
La Ceiba	id=g:3679573
La Ceiba	id=g:3679574
La Ceiba	id=g:3679575
La Ceiba	id=g:3679576
La Ceiba	id=g:3679577
La Ceiba	id=g:3679578
La Ceiba	id=g:3679579
La Ceiba	id=g:3679580
La Ceiba	id=g:3679581
La Ceiba	id=g:3679582
La Ceiba	id=g:3679583
La Ceiba	id=g:3679584
La Ceiba	id=g:3679585
La Ceiba	id=g:3679586
La Ceiba	id=g:3679587
La Ceiba	id=g:3679588
La Ceiba	id=g:3679589
La Ceiba	id=g:3679590
La Ceiba	id=g:3679591
La Ceiba	id=g:3679592
La Ceiba	id=g:3679593
La Ceiba	id=g:3679594
La Ceiba	id=g:3679595
La Cecilia	id=g:3679596
La Cecilia	id=g:3679597
La Castillera	id=g:3679598
La Castillera	id=g:3679599
Isla de La Castilla	id=g:3679600
La Castilla	id=g:3679601
La Castellana	id=g:3679602
La Casirba	id=g:3679603
Peña de La Cascada	id=g:3679604
La Cascada	id=g:3679605
La Cascada	id=g:3679606
Ranchera	id=g:3679607
Quebrada La Carrera	id=g:3679608
La Carrera	id=g:3679609
La Carrera	id=g:3679610
La Carrancara	id=g:3679611
La Carolina	id=g:3679612
La Carolina	id=g:3679613
La Carolina	id=g:3679614
Estación La Caro	id=g:3679615
La Carmelita	id=g:3679616
Estación La Capilla	id=g:3679617
Estación La Capilla	id=g:3679618
La Capilla	id=g:3679619
La Capilla	id=g:3679620
La Capilla	id=g:3679621
La Capilla	id=g:3679622
La Capilla	id=g:3679623
La Capilla	id=g:3679624
La Capilla	id=g:3679625
La Capilla	id=g:3679626
La Capilla	id=g:3679627
La Capilla	id=g:3679628
La Capilla	id=g:3679629
La Cantillera	id=g:3679630
La Cantera	id=g:3679631
La Candelarita	id=g:3679632
Quebrada La Candelaria	id=g:3679633
Ciénaga La Candelaria	id=g:3679634
La Candelaria	id=g:3679635
La Candelaria	id=g:3679636
La Candelaria	id=g:3679637
La Candelaria	id=g:3679638
La Candelaria	id=g:3679639
La Candelaria	id=g:3679640
Hato La Candelaria	id=g:3679641
La Candelaria	id=g:3679642
La Candelaria	id=g:3679643
La Candelaria	id=g:3679644
La Cañada	id=g:3679645
La Cañada	id=g:3679646
La Cañada	id=g:3679647
La Caña	id=g:3679648
La Campiña	id=g:3679649
La Campiña	id=g:3679650
La Campiña	id=g:3679651
La Campero	id=g:3679652
Alto de La Campana	id=g:3679653
La Camorra	id=g:3679654
La Cámara	id=g:3679655
La Calma	id=g:3679656
La Calle	id=g:3679657
La Calle	id=g:3679658
Quebrada La Calera	id=g:3679659
La Calera	id=g:3679660
La Calera	id=g:3679661
La Calera	id=g:3679662
La Calera	id=g:3679663
La Calentura	id=g:3679664
Ensenada de La Caldera	id=g:3679665
La Caldera	id=g:3679666
La Caldera	id=g:3679667
La Caldera	id=g:3679668
Río La Cal	id=g:3679669
La Cal	id=g:3679670
La Cajita	id=g:3679671
Cerro La Caja	id=g:3679672
La Caja	id=g:3679673
Ciénaga La Caimanera	id=g:3679674
Ciénaga La Caimanera	id=g:3679675
La Caimanera	id=g:3679676
La Caimana	id=g:3679677
La Cadena	id=g:3679678
La Cachaca	id=g:3679679
La Cacaotera	id=g:3679680
La Cabuya	id=g:3679681
Peña La Cabrera	id=g:3679682
La Cabrera	id=g:3679683
La Cabrera	id=g:3679684
Caño La Cabra	id=g:3679685
La Cabeza	id=g:3679686
Estación La Cabaña	id=g:3679687
La Cabaña	id=g:3679688
La Cabaña	id=g:3679689
La Cabaña	id=g:3679690
La Cabaña	id=g:3679691
La Cabaña	id=g:3679692
Caserío Indígena La Cabaña	id=g:3679693
La Cabaña	id=g:3679694
La Cabaña	id=g:3679695
La Cabaña	id=g:3679696
La Cabaña	id=g:3679697
La Cabaña	id=g:3679698
La Cabaña	id=g:3679699
La Cabaña	id=g:3679700
La Cabaña	id=g:3679701
La Cabaña	id=g:3679702
La Cabaña	id=g:3679703
La Cabaña	id=g:3679704
La Cabaña	id=g:3679705
La Cabaña	id=g:3679706
La Busaca	id=g:3679707
Ciénaga La Burra	id=g:3679708
La Burra	id=g:3679709
La Bulla	id=g:3679710
La Buitrera	id=g:3679711
La Buena Fe	id=g:3679712
La Brisa	id=g:3679713
Quebrada La Brea	id=g:3679714
La Brea	id=g:3679715
Labranzagrande	id=g:3679716
Labranzagrande	id=g:3679717
Quebrada Labranza	id=g:3679718
Labrador	id=g:3679719
Ciénaga de La Botija	id=g:3679720
Alto La Botija	id=g:3679721
La Botica	id=g:3679722
Quebrada La Botella	id=g:3679723
La Borrachera	id=g:3679724
La Borra	id=g:3679725
Labores	id=g:3679726
Ciénaga La Borda	id=g:3679727
Punta La Boquita	id=g:3679728
Boca La Boquilla	id=g:3679729
La Boquilla	id=g:3679730
La Bonguita	id=g:3679731
La Bongo	id=g:3679732
Bonga	id=g:3679733
La Bonanza	id=g:3679734
Punta La Bomba	id=g:3679735
Loma La Bomba	id=g:3679736
La Bomba	id=g:3679737
La Bolsita	id=g:3679738
Quebrada de La Bolsa	id=g:3679739
Cerro La Bolsa	id=g:3679740
La Bolsa	id=g:3679741
La Bolsa	id=g:3679742
La Bolsa	id=g:3679743
La Bolsa	id=g:3679744
La Bogotana	id=g:3679745
La Bodega	id=g:3679746
La Bodega	id=g:3679747
La Bodega	id=g:3679748
La Bodega	id=g:3679749
La Bodega	id=g:3679750
La Bocana	id=g:3679751
La Boca de las Gaviotas	id=g:3679752
La Boca	id=g:3679753
La Boca	id=g:3679754
Quebrada La Boba	id=g:3679755
La Blanquita	id=g:3679756
La Biche	id=g:3679757
Betulia	id=g:3679758
La Bernarda	id=g:3679759
La Bermeja	id=g:3679760
La Bermeja	id=g:3679761
Laberinto	id=g:3679762
Laberinto	id=g:3679763
Laberinto	id=g:3679764
La Beneda	id=g:3679765
Caño La Bendición	id=g:3679766
La Bendición	id=g:3679767
La Bendición	id=g:3679768
La Bendición	id=g:3679769
Arroyo La Belleza	id=g:3679770
La Belleza	id=g:3679771
La Belleza	id=g:3679772
La Belleza	id=g:3679773
La Belleza	id=g:3679774
La Belleza	id=g:3679775
La Belleza	id=g:3679776
La Belleza	id=g:3679777
La Bella Suiza	id=g:3679778
La Beatriz	id=g:3679779
Labateca	id=g:3679780
Labateca	id=g:3679781
La Batalla	id=g:3679782
Loma La Bartola	id=g:3679783
La Barrita	id=g:3679784
La Barrialosa	id=g:3679785
Cuchilla La Barra	id=g:3679786
La Barquerena	id=g:3679787
La Barquerena	id=g:3679788
La Barquerena	id=g:3679789
Ciénaga de La Barcés	id=g:3679790
La Barcés	id=g:3679791
Isla La Barca	id=g:3679792
La Barca	id=g:3679793
Quebrada La Barbona	id=g:3679794
La Banqueta	id=g:3679795
La Balvanera	id=g:3679796
La Balsita	id=g:3679797
Caño La Balsa	id=g:3679798
La Balsa	id=g:3679799
La Balsa	id=g:3679800
La Balsa	id=g:3679801
La Balsa	id=g:3679802
La Balsa	id=g:3679803
La Balsa	id=g:3679804
La Balsa	id=g:3679805
La Balsa	id=g:3679806
La Balsa	id=g:3679807
La Ballesta	id=g:3679808
La Balastrera	id=g:3679809
La Baja	id=g:3679810
Ciénaga La Bahía	id=g:3679811
La Barquereña	id=g:3679812
La Badea	id=g:3679813
La Avileña	id=g:3679814
La Aventura	id=g:3679815
Ciénaga de La Auyama	id=g:3679816
Alto de La Aurora	id=g:3679817
La Aurora	id=g:3679818
La Aurora	id=g:3679819
La Aurora	id=g:3679820
La Aurora	id=g:3679821
La Aurora	id=g:3679822
La Aurora	id=g:3679823
La Aurora	id=g:3679824
La Aurora	id=g:3679825
La Aurora	id=g:3679826
La Aurora	id=g:3679827
La Atravesada	id=g:3679828
Ciénaga La Atascosa	id=g:3679829
La Atascosa	id=g:3679830
La Asamblea	id=g:3679831
La Asamblea	id=g:3679832
La Arrobleda	id=g:3679833
La Armenia	id=g:3679834
La Armenia	id=g:3679835
La Armenia	id=g:3679836
La Armenia	id=g:3679837
La Armenia	id=g:3679838
La Armenia	id=g:3679839
La Argentina	id=g:3679840
La Argentina	id=g:3679841
La Argentina	id=g:3679842
La Argentina	id=g:3679843
La Argentina	id=g:3679844
La Argentina	id=g:3679845
La Argentina	id=g:3679846
La Argentina	id=g:3679847
La Argentina	id=g:3679848
La Argentina	id=g:3679849
La Argentina	id=g:3679850
La Argentina	id=g:3679851
La Argentina	id=g:3679852
Argentina	id=g:3679853
La Argentina	id=g:3679854
La Argentina	id=g:3679855
Cuchilla La Argelia	id=g:3679856
La Argelia	id=g:3679857
La Argelia	id=g:3679858
La Argelia	id=g:3679859
Quebrada La Arenosa	id=g:3679860
Quebrada La Arenosa	id=g:3679861
Quebrada La Arenosa	id=g:3679862
Quebrada La Arenosa	id=g:3679863
Quebrada La Arenosa	id=g:3679864
La Arenosa	id=g:3679865
La Arenosa	id=g:3679866
La Arenosa	id=g:3679867
La Arenosa	id=g:3679868
La Arenosa	id=g:3679869
La Arenosa	id=g:3679870
Arroyo La Arena	id=g:3679871
La Arena	id=g:3679872
La Arena	id=g:3679873
La Arena	id=g:3679874
La Arena	id=g:3679875
La Arena	id=g:3679876
Inspección de Policía La Arcadia	id=g:3679877
La Arada	id=g:3679878
La Arabia	id=g:3679879
La Arabia	id=g:3679880
La Arabia	id=g:3679881
Quebrada La Apicalá	id=g:3679882
La Antioqueña	id=g:3679883
La Antigua	id=g:3679884
La Antigua	id=g:3679885
La Angostura	id=g:3679886
La Angostura	id=g:3679887
La Angostura	id=g:3679888
La Angostura	id=g:3679889
La Andrea	id=g:3679890
Hacienda América	id=g:3679891
La Amapola	id=g:3679892
La Amalia	id=g:3679893
La Alsacia	id=g:3679894
La Alondra	id=g:3679895
La Alicia	id=g:3679896
La Alianza	id=g:3679897
La Alianza	id=g:3679898
La Alianza	id=g:3679899
Palmira	id=g:3679900
La Alegria	id=g:3679901
La Alegría	id=g:3679902
La Aldea	id=g:3679903
La Albania	id=g:3679904
La Albania	id=g:3679905
La Alameda	id=g:3679906
Quebrada La Ahuyama	id=g:3679907
Punta de La Ahumadera	id=g:3679908
La Agustina	id=g:3679909
La Agustina	id=g:3679910
Punta de La Aguja	id=g:3679911
Isla de La Aguja	id=g:3679912
Cuchilla La Aguja	id=g:3679913
Cabo de La Aguja	id=g:3679914
Quebrada La Aguilita	id=g:3679915
La Aguaita	id=g:3679916
La Aguadita	id=g:3679917
La Aguadita	id=g:3679918
La Aguadita	id=g:3679919
La Aguadita	id=g:3679920
La Aguada	id=g:3679921
La Aguada	id=g:3679922
La Aguada	id=g:3679923
La Aguada	id=g:3679924
La Aguada	id=g:3679925
La Aguada	id=g:3679926
La Aguada	id=g:3679927
Aguada	id=g:3679928
La Aduanilla	id=g:3679929
La Aduanilla	id=g:3679930
La Aduana	id=g:3679931
La Aduana	id=g:3679932
La Acequia	id=g:3679933
Arroyo Kutamahana	id=g:3679934
Kutamahana	id=g:3679935
Arroyo Kúspil	id=g:3679936
Kusinamahana	id=g:3679937
Kushéme	id=g:3679938
Kururasmahana	id=g:3679939
Cerro Kuritpa	id=g:3679940
Laguna Kurit	id=g:3679941
Kurit	id=g:3679942
Kurisi	id=g:3679943
Kurino	id=g:3679944
Kurijirrapohu	id=g:3679945
Kureyo	id=g:3679946
Arroyo Kurésiömahana	id=g:3679947
Kuresiamahana	id=g:3679948
Kuópohi	id=g:3679949
Kukurumahana	id=g:3679950
Jagüey Kuísaruhu	id=g:3679951
Kuísaruhu	id=g:3679952
Laguna de Kuisa	id=g:3679953
Kuinaima	id=g:3679954
Kuarraru	id=g:3679955
Kristiansand	id=g:3679956
Koyomahana	id=g:3679957
Punta Kówshochom	id=g:3679958
Cerro Koushotpa	id=g:3679959
Laguna Kousepo	id=g:3679960
Kóusepo	id=g:3679961
Kotimpa	id=g:3679962
Kosopain	id=g:3679963
Kosinamahana	id=g:3679964
Korotto	id=g:3679965
Kopoyomahana	id=g:3679966
Kókomahana	id=g:3679967
Kimpa	id=g:3679968
Kilómetro 96	id=g:3679969
Kilómetro 20	id=g:3679970
Punta Kijóuru	id=g:3679971
Jagüey Kijotchom	id=g:3679972
Keuírarimahana	id=g:3679973
Río Kerosén	id=g:3679974
Kepispa	id=g:3679975
Kepérroinporu	id=g:3679976
Kepéchiru	id=g:3679977
Salina Kémirri	id=g:3679978
Kémirri	id=g:3679979
Keminehe	id=g:3679980
Jagüey Kejípaha	id=g:3679981
Kéipohus	id=g:3679982
Keinana	id=g:3679983
Kazeta	id=g:3679984
Kayútsahin	id=g:3679985
Poza de Kayúshuaru	id=g:3679986
Kayúshpanau	id=g:3679987
Kayushi	id=g:3679988
Kayushi	id=g:3679989
Káytunari	id=g:3679990
Kaushuri	id=g:3679991
Arroyo Kausharain	id=g:3679992
Kaushamhana	id=g:3679993
Kaurimahana	id=g:3679994
Kauayans	id=g:3679995
Kauaráisemahana	id=g:3679996
Kauarainshimana	id=g:3679997
Katérruohu	id=g:3679998
Katapochpana	id=g:3679999
Kasúushi	id=g:3680000
Kasuuo	id=g:3680001
Kasúuchi	id=g:3680002
Arroyo Kasútoru	id=g:3680003
Kasutoru	id=g:3680004
Kasuto	id=g:3680005
Kasútay	id=g:3680006
Kasútarain	id=g:3680007
Kasusujunain	id=g:3680008
Kásuso	id=g:3680009
Kasushika	id=g:3680010
Cementerio Kasushi	id=g:3680011
Kasushi	id=g:3680012
Kasurapa	id=g:3680013
Kasúchom	id=g:3680014
Kaspagre	id=g:3680015
Kasivolvin	id=g:3680016
Kasíposh	id=g:3680017
Jagüey Kasipoch	id=g:3680018
Salina Kasimesh	id=g:3680019
Kasimesh	id=g:3680020
Arroyo Kasichi	id=g:3680021
Kasichi	id=g:3680022
Laguna Kashushikan	id=g:3680023
Kashurop	id=g:3680024
Kashure	id=g:3680025
Kashúa	id=g:3680026
Kashichom	id=g:3680027
Karruitpana	id=g:3680028
Karróuyechon	id=g:3680029
Karrapatamahana	id=g:3680030
Karraisira	id=g:3680031
Karraisira	id=g:3680032
Karráipia	id=g:3680033
Karraipia	id=g:3680034
Karonka	id=g:3680035
Karíyauahain	id=g:3680036
Kariusein	id=g:3680037
Kariuatain	id=g:3680038
Karímajaya	id=g:3680039
Molino Kariehe	id=g:3680040
Arroyo Karemé	id=g:3680041
Karemé	id=g:3680042
Cerro Karauyechon	id=g:3680043
Karáunairru	id=g:3680044
Karasúa B	id=g:3680045
Karasúa A	id=g:3680046
Laguna Karasua	id=g:3680047
Karasua	id=g:3680048
Karario	id=g:3680049
Laguna Karariana	id=g:3680050
Jagüey Karapaso	id=g:3680051
Karalouptamahana	id=g:3680052
Cerro Karairapiau	id=g:3680053
Kapútchirrap	id=g:3680054
Punta Kanejerru	id=g:3680055
Cementerio Kamusenta	id=g:3680056
Kamúchisain	id=g:3680057
Kamuchipa	id=g:3680058
Kamáraparrari	id=g:3680059
Kalaraumaha	id=g:3680060
Kajú	id=g:3680061
Arroyo Kaiuaha	id=g:3680062
Jagüey Kaittamahana	id=g:3680063
Kaittamahana	id=g:3680064
Kaisaipana	id=g:3680065
Kaimita	id=g:3680066
Káhurashirra	id=g:3680067
Káhinsheupparehu	id=g:3680068
Kaátains	id=g:3680069
Juyacirain	id=g:3680070
Juts	id=g:3680071
Jutéterrain	id=g:3680072
Juskare	id=g:3680073
Júrura	id=g:3680074
Júrura	id=g:3680075
Río Jurubidá	id=g:3680076
Punta Jurubidá	id=g:3680077
Jurubidá	id=g:3680078
Jurúaitpa	id=g:3680079
Juruáippaha	id=g:3680080
Júruaipa	id=g:3680081
Juríuohu	id=g:3680082
Jurioka	id=g:3680083
Caño Juriepito	id=g:3680084
Juriepe	id=g:3680085
Juráiriruhu	id=g:3680086
Alto Juraguay	id=g:3680087
Río Juradó	id=g:3680088
Río Juradó	id=g:3680089
Juradó	id=g:3680090
Juradó	id=g:3680091
Quebrada Jurachira	id=g:3680092
Río Jupuro	id=g:3680093
Júptui	id=g:3680094
Jupa	id=g:3680095
Jununtuy	id=g:3680096
Juntas de Uramita	id=g:3680097
Juntas de Tamaná	id=g:3680098
Juntas de Guachicas	id=g:3680099
Río Juntas	id=g:3680100
Quebrada Juntas	id=g:3680101
Quebrada Juntas	id=g:3680102
Juntas	id=g:3680103
Juntas	id=g:3680104
Juntas	id=g:3680105
Juntas	id=g:3680106
Arroyo Juniö	id=g:3680107
Junio	id=g:3680108
Arroyo Junín	id=g:3680109
Junín	id=g:3680110
Junín	id=g:3680111
Junín	id=g:3680112
Junín	id=g:3680113
Junín	id=g:3680114
Junín	id=g:3680115
Junín	id=g:3680116
Alto El Junco	id=g:3680117
Junco	id=g:3680118
Juncalito	id=g:3680119
Juncalejo	id=g:3680120
Río Juncal	id=g:3680121
Quebrada Juncal	id=g:3680122
Lomas de Juncal	id=g:3680123
Ciénaga el Juncal	id=g:3680124
Junain	id=g:3680125
Julumito	id=g:3680126
Julio Arroyo	id=g:3680127
Julio	id=g:3680128
Julepe	id=g:3680129
Caño Jujú	id=g:3680130
Quebrada Juí	id=g:3680131
Judea	id=g:3680132
Ciénaga de Jubilado	id=g:3680133
Juaruco	id=g:3680134
Juan y Medio	id=g:3680135
Juan Viejo	id=g:3680136
Juanuta	id=g:3680137
Ciénaga Juan Torres	id=g:3680138
Juan Tapias	id=g:3680139
Ciénaga de Juan Polo	id=g:3680140
Juan Pedro	id=g:3680141
Cerro Juanoy	id=g:3680142
Juanoy	id=g:3680143
Alto Juan Nieto	id=g:3680144
Punta Juan Moreno Sur	id=g:3680145
Punta Juan Moreno Norte	id=g:3680146
Juan Mina	id=g:3680147
Arroyo Juanmieles	id=g:3680148
Caño Juan Mesa	id=g:3680149
Juan Mechas	id=g:3680150
Juan Martín	id=g:3680151
Juan Luis	id=g:3680152
Arroyo Juan Lucas	id=g:3680153
Quebrada Juan Lopitos	id=g:3680154
Río Juan López	id=g:3680155
Juan López	id=g:3680156
Caleta de Juan José	id=g:3680157
Juan José	id=g:3680158
Juanito	id=g:3680159
Juan Ignacio	id=g:3680160
Quebrada Juanico	id=g:3680161
Juan Huaitoto	id=g:3680162
Ciénaga Juan Gomez	id=g:3680163
Quebrada Juan Garcia	id=g:3680164
Juan García	id=g:3680165
Isla Juan Gabriel	id=g:3680166
Juan Frío	id=g:3680167
Quebrada Juanes	id=g:3680168
Ciénaga Juan Díaz	id=g:3680169
Juan de Tupe	id=g:3680170
Caño Juan de Torres	id=g:3680171
Punta Juan de Dios	id=g:3680172
Canal de Juan de Dios	id=g:3680173
Juan de Amaya	id=g:3680174
Arroyo Juan de Acosta	id=g:3680175
Juan de Acosta	id=g:3680176
Juan de Acosta	id=g:3680177
Loma de Juan Congo	id=g:3680178
Juan Congo	id=g:3680179
Juancito	id=g:3680180
Juanchito	id=g:3680181
Juan Chiquito	id=g:3680182
Arroyo Juanchero	id=g:3680183
Canal de Juanchaco	id=g:3680184
Alto Juan Cabezas	id=g:3680185
Caño Juan Brito	id=g:3680186
Juan Brito	id=g:3680187
Juan Bran	id=g:3680188
Juan Blanco	id=g:3680189
Teta de Juanbeima	id=g:3680190
Juanavieja	id=g:3680191
Juana Sánchez	id=g:3680192
Arroyo Juan Arias	id=g:3680193
Juan Arias	id=g:3680194
Hacienda Andrés	id=g:3680195
Juan Andrea	id=g:3680196
Río Juanambú	id=g:3680197
Río Juanambú	id=g:3680198
Juana Agustina	id=g:3680199
Quebrada de Juana	id=g:3680200
Arroyo Juahin	id=g:3680201
Joyúyamahana	id=g:3680202
Isla Jovito	id=g:3680203
Joumasira	id=g:3680204
Brazo Jotomahana	id=g:3680205
Jotómahana	id=g:3680206
Jotomahana	id=g:3680207
Jotohumahana	id=g:3680208
Jotogüey	id=g:3680209
Joté	id=g:3680210
Quebrada Jotabeyá	id=g:3680211
Caño Jota	id=g:3680212
José María Hernández	id=g:3680213
José María	id=g:3680214
José Manuel	id=g:3680215
José Díaz	id=g:3680216
Sabana de José	id=g:3680217
Jorúppana	id=g:3680218
Punta de Jorota	id=g:3680219
Jagüey Jororo	id=g:3680220
Jororo	id=g:3680221
Jorónjoromahana	id=g:3680222
Jorojóromahana	id=g:3680223
Jorobado	id=g:3680224
Jorobado	id=g:3680225
Jorge Isaacs	id=g:3680226
Jorge	id=g:3680227
Jordán Bajo	id=g:3680228
Jordán Alto	id=g:3680229
Río Jordán	id=g:3680230
Río Jordán	id=g:3680231
Quebrada Jordán	id=g:3680232
Arroyo Jordán	id=g:3680233
Jordán	id=g:3680234
Jordán	id=g:3680235
Jordán	id=g:3680236
Jordán	id=g:3680237
Jongovito	id=g:3680238
Joney	id=g:3680239
Jones Point	id=g:3680240
Jomunaipa	id=g:3680241
Río Jolí	id=g:3680242
Jolí	id=g:3680243
Jojoromahana	id=g:3680244
Johumansirro	id=g:3680245
Cayo Sucre	id=g:3680246
Quebrada Jogajoga	id=g:3680247
Jobo-Tablón	id=g:3680248
Río Jobo	id=g:3680249
Río Jobo	id=g:3680250
Ciénaga Jobo	id=g:3680251
Caño del Jobo	id=g:3680252
Caño Jobo	id=g:3680253
Jobo	id=g:3680254
Ciénaga de Jobito	id=g:3680255
Arroyo Jobito	id=g:3680256
Jobito	id=g:3680257
Río Jobí	id=g:3680258
Jobalito	id=g:3680259
Sabana del Jobal	id=g:3680260
Jobal	id=g:3680261
Hato El Jobal	id=g:3680262
Estero Joaquín Grande	id=g:3680263
Estero Joaquín Chico	id=g:3680264
Jiuaranain	id=g:3680265
Jíuahu	id=g:3680266
Río Jitusunuy	id=g:3680267
Jishpaha	id=g:3680268
Cayo Jirrúa	id=g:3680269
Jirripta	id=g:3680270
Caño Jiro	id=g:3680271
Jirjitpa	id=g:3680272
Raudal Jirijirimo	id=g:3680273
Jirabubo	id=g:3680274
Punta Jir	id=g:3680275
Jípohu	id=g:3680276
Jipahin	id=g:3680277
Jinútariki	id=g:3680278
Serranía de Jinete	id=g:3680279
Río Jiménez	id=g:3680280
Ciénaga de Jiménez	id=g:3680281
Caño Jiménez	id=g:3680282
Jiménez	id=g:3680283
Arroyo Jimenero	id=g:3680284
Jijón	id=g:3680285
Jijipa	id=g:3680286
Punta Jija	id=g:3680287
Río Jiguamiandó	id=g:3680288
Alto Jiguales	id=g:3680289
Jiguales	id=g:3680290
Jidina	id=g:3680291
Cayo Jeyupsi	id=g:3680292
Jevila	id=g:3680293
Jetsu	id=g:3680294
Jetémetirra	id=g:3680295
Cerro Jesús Nazareno	id=g:3680296
Jesús María	id=g:3680297
Jesús María	id=g:3680298
Jesús del Río	id=g:3680299
Jesus del Río	id=g:3680300
Jesus del Monte	id=g:3680301
Jesús del Monte	id=g:3680302
Jesús del Mar	id=g:3680303
Quebrada Jesús	id=g:3680304
Caño Jesus	id=g:3680305
Jerusalén	id=g:3680306
Jerusalén	id=g:3680307
Jerusalén	id=g:3680308
Jerusalén	id=g:3680309
Jerusalén	id=g:3680310
Río Jerú	id=g:3680311
Caño Jeringas	id=g:3680312
Mesa de Jéridas	id=g:3680313
Estación Jericó	id=g:3680314
Jericó	id=g:3680315
Jericó	id=g:3680316
Jericó	id=g:3680317
Jericó	id=g:3680318
Jericó	id=g:3680319
Jericó	id=g:3680320
Jerez del Río	id=g:3680321
Río Jerez	id=g:3680322
Jeren	id=g:3680323
Jepúrrarahu	id=g:3680324
Jepujain	id=g:3680325
Jepisimah	id=g:3680326
Jepirrot	id=g:3680327
Jepirraruhu	id=g:3680328
Jepirraparuhu	id=g:3680329
Jepipa	id=g:3680330
Jepino	id=g:3680331
Jepí	id=g:3680332
Río Jengamecoda	id=g:3680333
Río Jenesano	id=g:3680334
Jenesano	id=g:3680335
Jenesano	id=g:3680336
Río Jella	id=g:3680337
Quebrada Jella	id=g:3680338
Cerro Jejenal	id=g:3680339
Arroyo Jején	id=g:3680340
Jején	id=g:3680341
Jegua	id=g:3680342
Jechipa	id=g:3680343
Jaypárehin	id=g:3680344
Jayparehín	id=g:3680345
Jaypapehin	id=g:3680346
Jayap	id=g:3680347
Caño Javari	id=g:3680348
Java	id=g:3680349
Jaurama	id=g:3680350
Jauairruhu	id=g:3680351
Quebrada Jato	id=g:3680352
Jasunaipaha	id=g:3680354
Jashirrop	id=g:3680355
Jasayshirruhu	id=g:3680356
Arroyo Jasarechi	id=g:3680357
Jasapen	id=g:3680358
Jasáishiuohu	id=g:3680359
Jasáinapu	id=g:3680360
Jarrari	id=g:3680361
Alto Jariguaque	id=g:3680362
Jaretui	id=g:3680363
Jarésapatuhu	id=g:3680364
Cerro Jaresapatu	id=g:3680365
Jardín	id=g:3680366
Jardín	id=g:3680367
Jarashoohu	id=g:3680368
Serranía de Jarara	id=g:3680369
Jaraquiel	id=g:3680370
Río Jarapetó	id=g:3680371
Alto Jaramillo	id=g:3680372
Quebrada Jaraguay	id=g:3680373
Jaraguay	id=g:3680374
Ciénaga de Jaraba	id=g:3680375
Jaraba	id=g:3680376
Jar	id=g:3680377
Río Japurú	id=g:3680378
Jagüey Jápuohu	id=g:3680379
Japón	id=g:3680380
Japon	id=g:3680381
Japón	id=g:3680382
Japio	id=g:3680383
Cerro Japín	id=g:3680384
Janeiro	id=g:3680385
Río Jamundí	id=g:3680386
Jamundí	id=g:3680387
Jamundí	id=g:3680388
Arroyo Jamuchrruju	id=g:3680389
Río Jampavadó	id=g:3680390
Jamondino	id=g:3680391
Río Jambaló	id=g:3680392
Jambaló	id=g:3680393
Jambaló	id=g:3680394
Quebrada Jamarraya	id=g:3680395
Jamarraya	id=g:3680396
Jamaicamana	id=g:3680397
Jalisco	id=g:3680398
Jalisco	id=g:3680399
Jalima	id=g:3680400
Jalalao	id=g:3680401
Mompos	id=g:3680402
Jaihuaniahana	id=g:3680403
Jagüito	id=g:3680404
Jaguirí	id=g:3680405
Rincón del Jaguey	id=g:3680406
Jaguatá	id=g:3680407
Quebrada Jaguas	id=g:3680408
Quebrada de Jagual	id=g:3680409
Jagual	id=g:3680410
Río Jagua	id=g:3680411
Jagua	id=g:3680412
Jacomi	id=g:3680413
Jácome	id=g:3680414
Jacob	id=g:3680415
Ciénaga Jacinto	id=g:3680416
Jacinto	id=g:3680417
Raudal Jacamiyá	id=g:3680418
Jacalle	id=g:3680419
Jacal	id=g:3680420
Quebrada Jabonosa	id=g:3680421
Isla Jabonero	id=g:3680422
Caño Jabón	id=g:3680423
Jabara	id=g:3680424
Alto Izema	id=g:3680425
Iza	id=g:3680426
Iza	id=g:3680427
Iyuto	id=g:3680428
Iuráurarain	id=g:3680429
Cayo Iuárule	id=g:3680430
Iuanaki	id=g:3680431
Itúrumahana	id=g:3680432
Río Ituango	id=g:3680433
Ituango	id=g:3680434
Ituango	id=g:3680435
Jagüey Ittu	id=g:3680436
Arroyo Ittu	id=g:3680437
Río Itruadó	id=g:3680438
Loma Itpaha	id=g:3680439
Río Itoco	id=g:3680440
Itiquines	id=g:3680441
