Anjiabitira Rivière	id=g:1073626
Andranobe Rivière	id=g:1075437
Andranobe Rivière	id=g:1075438
Andranobe Rivière	id=g:1075439
Andranobe Ouest	id=g:1075440
Lac Andranobe	id=g:1075441
Farihy Andranobe	id=g:1075442
Farihy Andranobe	id=g:1075443
Andranobe	id=g:1075444
Andranobe	id=g:1075445
Andranobe	id=g:1075446
Andranobe	id=g:1075447
Andranobe	id=g:1075448
Andranobe	id=g:1075449
Andranobe	id=g:1075450
Andranobe	id=g:1075451
Andranobe	id=g:1075452
Andranobe	id=g:1075453
Andranobe	id=g:1075454
Andranobe	id=g:1075455
Andranobe	id=g:1075456
Andranobe	id=g:1075457
Andranobe	id=g:1075458
Andranobe	id=g:1075459
Andranobe	id=g:1075460
Andranobe	id=g:1075461
Andranobe	id=g:1075462
Andranobe	id=g:1075463
Andranobe	id=g:1075464
Andranobe	id=g:1075465
Andranobahatra	id=g:1075466
Andranoato	id=g:1075467
Baie Andranoaomby	id=g:1075468
Andranoampototra	id=g:1075469
Andranoampango	id=g:1075470
Andranoampandrana	id=g:1075471
Andranoambolava	id=g:1075472
Andranoambobe	id=g:1075473
Andranoambo	id=g:1075474
Andranoamba	id=g:1075475
Andranoaionjy	id=g:1075476
Andranoadalo Rivière	id=g:1075477
Andranoadala	id=g:1075478
Andranoabo Avaratra	id=g:1075479
Andranoabo Atsimo	id=g:1075480
Andranoabo	id=g:1075481
Nosy Andrano	id=g:1075482
Farihy Andrano	id=g:1075483
Andrano	id=g:1075484
Andranjomanga	id=g:1075485
Andranjomanga	id=g:1075486
Andranjama	id=g:1075487
Pointe Andranizany	id=g:1075488
Andranivoro	id=g:1075489
Andranivoro	id=g:1075490
Pointe d’ Andranirany	id=g:1075491
Pointe Andranira	id=g:1075492
Baie d’ Andranira	id=g:1075493
Andranira	id=g:1075494
Andraniaomby	id=g:1075495
Andranialamihamba	id=g:1075496
Andraniala	id=g:1075497
Andrangy	id=g:1075498
Andrangy	id=g:1075499
Andrangovato	id=g:1075500
Andrangory	id=g:1075501
Andrangory	id=g:1075502
Andrangorona	id=g:1075503
Andrangonala Andrefana	id=g:1075504
Andrangolaoka	id=g:1075505
Andrangeda	id=g:1075506
Andrangazaha	id=g:1075507
Andrangazaha	id=g:1075508
Andrangavolo	id=g:1075509
Andrangatiky	id=g:1075510
Andrangaranga	id=g:1075511
Andrangaranga	id=g:1075512
Andrangaranga	id=g:1075513
Andrangaranga	id=g:1075514
Andrangaranga	id=g:1075515
Andrangaranga	id=g:1075516
Andrangaranga	id=g:1075517
Andrangany	id=g:1075518
Andranganala Ouest	id=g:1075519
Andranganala	id=g:1075520
Andranganala	id=g:1075521
Andrangana	id=g:1075522
Andrangana	id=g:1075523
Andrangabitika	id=g:1075524
Andrandromotso	id=g:1075525
Andrandava	id=g:1075526
Andranatsiritra	id=g:1075527
Andranataly	id=g:1075528
Andranata	id=g:1075529
Andranaomby	id=g:1075530
Farihy Andranany	id=g:1075531
Andrananja	id=g:1075532
Andranamena	id=g:1075533
Canal d’ Andranamby	id=g:1075534
Andranamby	id=g:1075535
Andranamby	id=g:1075536
Andranambomaro	id=g:1075537
Andranambolava	id=g:1075538
Andranamba	id=g:1075539
Andranaly	id=g:1075540
Andranakanga	id=g:1075541
Andranaka	id=g:1075542
Andranabolava	id=g:1075543
Andramy Rivière	id=g:1075544
Andramy Rivière	id=g:1075545
Andramy Avaratra	id=g:1075546
Andramy Atsimo	id=g:1075547
Andramy	id=g:1075548
Andramy	id=g:1075549
Andramy	id=g:1075550
Andramy	id=g:1075551
Andramy	id=g:1075552
Andramy	id=g:1075553
Andramy	id=g:1075554
Andramy	id=g:1075555
Andramy	id=g:1075556
Andramy	id=g:1075557
Andramy	id=g:1075558
Andramy	id=g:1075559
Andramy	id=g:1075560
Andramy	id=g:1075561
Andramy	id=g:1075562
Andrampiloha	id=g:1075563
Andrampia	id=g:1075564
Andrampamonjy	id=g:1075565
Andramosabe	id=g:1075566
Andramoro	id=g:1075567
Nosy Andramona	id=g:1075568
Canal Andramoma et Fandroambazaha	id=g:1075569
Andramizaha	id=g:1075570
Andramita	id=g:1075571
Andramita	id=g:1075572
Andramita	id=g:1075573
Andramirava	id=g:1075574
Andramiory	id=g:1075575
Andramikely	id=g:1075576
Andrambovato	id=g:1075577
Andrambotsivilehina	id=g:1075578
Andramboro	id=g:1075579
Andrambontany	id=g:1075580
Andrambonivory	id=g:1075581
Andrambola	id=g:1075582
Andramboeto	id=g:1075583
Andrambobe	id=g:1075584
Andrambo	id=g:1075585
Andrambita	id=g:1075586
Andrambita	id=g:1075587
Andrambato	id=g:1075588
Andrambalo	id=g:1075589
Andramba	id=g:1075590
Andramasy	id=g:1075591
Andramasina	id=g:1075592
Andramasay	id=g:1075593
Andramasay	id=g:1075594
Andramaray	id=g:1075595
Andramanoetsabe	id=g:1075596
Andramanjezika	id=g:1075597
Andramanalina	id=g:1075598
Andramanalana	id=g:1075599
Andramalaza	id=g:1075600
Andramalao	id=g:1075601
Andramaka	id=g:1075602
Andramaimbo	id=g:1075603
Baie Andramaimba	id=g:1075604
Andramaikona Rivière	id=g:1075605
Andramahimbo	id=g:1075606
Andramadinika	id=g:1075607
Andrama	id=g:1075608
Andralomotra	id=g:1075609
Andralandy	id=g:1075610
Andralandy	id=g:1075611
Andraky	id=g:1075612
Andrakoy	id=g:1075613
Andrakombo	id=g:1075614
Andrakodia	id=g:1075615
Andrakodavaka	id=g:1075616
Lac Andrakiry	id=g:1075617
Andrakia	id=g:1075618
Andraketalahy	id=g:1075619
Andraketalahy	id=g:1075620
Andraketalahy	id=g:1075621
Andraketa	id=g:1075622
Andraketa	id=g:1075623
Andrakea	id=g:1075624
Andrakavitra	id=g:1075625
Andrakavitra	id=g:1075626
Andrakata	id=g:1075627
Lagune Andrakasy	id=g:1075628
Andrakarakabe	id=g:1075629
Andrakaraka	id=g:1075630
Andrakalavao	id=g:1075631
Péninsule Andrakaka	id=g:1075632
Andrakaka	id=g:1075633
Andrakaka	id=g:1075634
Andrakadila	id=g:1075635
Andraja	id=g:1075636
Andraizaha	id=g:1075637
Andraivoroka	id=g:1075638
Andraitsintsina	id=g:1075639
Andraisoro	id=g:1075640
Andrairay	id=g:1075641
Andrairay	id=g:1075642
Andraiolona	id=g:1075643
Andrainjato	id=g:1075644
Andrainjato	id=g:1075645
Andrainjato	id=g:1075646
Andrainjato	id=g:1075647
Andrainibe	id=g:1075648
Andrainarivo	id=g:1075649
Andraina	id=g:1075650
Andraimavo	id=g:1075651
Andraimasina	id=g:1075652
Lac Andraikiba	id=g:1075653
Andraiketamalemy	id=g:1075654
Andraijoro	id=g:1075655
Andraidoka	id=g:1075656
Andraibo	id=g:1075657
Andrahosoa	id=g:1075658
Pointe Andrahompotsy	id=g:1075659
Crique d’ Andrahomanana	id=g:1075660
Andrahomana	id=g:1075661
Andraholava Nord	id=g:1075662
Andrahibo Rivière	id=g:1075663
Andrahibokely	id=g:1075664
Andrahibobe	id=g:1075665
Pointe Andrahibo	id=g:1075666
Andrahibo	id=g:1075667
Andrahibo	id=g:1075668
Andrahibo	id=g:1075669
Andrahavy	id=g:1075670
Andrahavia	id=g:1075671
Tangorombohitr’ Andrahary	id=g:1075672
Andrahary	id=g:1075673
Andraharikely	id=g:1075674
Andraharibe	id=g:1075675
Andrahanjo	id=g:1075676
Andrahangy	id=g:1075677
Andrahalana	id=g:1075678
Andrahabarana	id=g:1075679
Andrahabarana	id=g:1075680
Andraha	id=g:1075681
Andrafra	id=g:1075682
Andrafitatra	id=g:1075683
Andrafiezinara	id=g:1075684
Andrafiavoroka	id=g:1075685
Andrafiavelo	id=g:1075686
Andrafiavelo	id=g:1075687
Andrafiatsimikiso	id=g:1075688
Andrafiatsimikiso	id=g:1075689
Andrafiatokana	id=g:1075690
Andrafiatokana	id=g:1075691
Andrafiatokana	id=g:1075692
Andrafiatokana	id=g:1075693
Andrafiatokana	id=g:1075694
Andrafiatokana	id=g:1075695
Andrafiatoka	id=g:1075696
Andrafiaraiky	id=g:1075697
Andrafianimaromena	id=g:1075698
Andrafianampela	id=g:1075699
Andrafianahoany	id=g:1075700
Andrafiamivory	id=g:1075701
Andrafiamirantina	id=g:1075702
Andrafiameniaba	id=g:1075703
Tandavan Andrafiamena	id=g:1075704
Andrafiamena	id=g:1075705
Andrafiamena	id=g:1075706
Andrafiamba	id=g:1075707
Andrafiamaty	id=g:1075708
Andrafiamanjera	id=g:1075709
Andrafiamadiniky	id=g:1075710
Andrafiamadinika	id=g:1075711
Andrafiamadinika	id=g:1075712
Andrafiamadinika	id=g:1075713
Andrafialava Atsimo	id=g:1075714
Andrafialava	id=g:1075715
Andrafialava	id=g:1075716
Andrafialava	id=g:1075717
Andrafialava	id=g:1075718
Andrafialava	id=g:1075719
Andrafialava	id=g:1075720
Andrafialava	id=g:1075721
Andrafialava	id=g:1075722
Andrafialatsaka	id=g:1075723
Andrafiakely	id=g:1075724
Andrafiafaly	id=g:1075725
Andrafiafaly	id=g:1075726
Andrafiafaly	id=g:1075727
Andrafiafaly	id=g:1075728
Andrafiafaly	id=g:1075729
Andrafiabe	id=g:1075730
Andrafiabe	id=g:1075731
Andrafiabe	id=g:1075732
Andrafiabe	id=g:1075733
Andrafiabe	id=g:1075734
Andrafiabe	id=g:1075735
Andrafiabe	id=g:1075736
Andrafiabe	id=g:1075737
Andrafiabe	id=g:1075738
Andrafiabe	id=g:1075739
Andrafiabe	id=g:1075740
Andrafiabe	id=g:1075741
Andrafiabe	id=g:1075742
Andrafiabe	id=g:1075743
Andrafiabe	id=g:1075744
Andrafiabe	id=g:1075745
Andrafiabe	id=g:1075746
Andrafiabe	id=g:1075747
Andrafiabe	id=g:1075748
Andrafia	id=g:1075749
Andrafia	id=g:1075750
Andrafia	id=g:1075751
Andrafia	id=g:1075752
Andrafia	id=g:1075753
Andrafia	id=g:1075754
Andrafia	id=g:1075755
Andrafia	id=g:1075756
Andrafia	id=g:1075757
Andrafia	id=g:1075758
Andrafia	id=g:1075759
Andrafia	id=g:1075760
Andrafanandriana	id=g:1075761
Andrafainkona	id=g:1075762
Andraetoko	id=g:1075763
Andradany	id=g:1075764
Andraboraina	id=g:1075765
Andraboba Ruisseau	id=g:1075766
Andrabo	id=g:1075767
Andrabetany	id=g:1075768
Andrabay	id=g:1075769
Andrabanga	id=g:1075770
Andrabaka	id=g:1075771
Andraanovoribe	id=g:1075772
Andozokavaky	id=g:1075773
Andovotsifefy	id=g:1075774
Andovotroatsy	id=g:1075775
Andovomena	id=g:1075776
Andovolava	id=g:1075777
Lac Andovolallna	id=g:1075778
Andovolalina	id=g:1075779
Farihy Andovoky	id=g:1075780
Andovoky	id=g:1075781
Baie d’ Andovokonko	id=g:1075782
Andovokonko	id=g:1075783
Andovokobe	id=g:1075784
Andovoko	id=g:1075785
Andovokabe Rivière	id=g:1075786
Andovokabe	id=g:1075787
Andovoka	id=g:1075788
Andovoka	id=g:1075789
Andovoka	id=g:1075790
Andovoka	id=g:1075791
Andovoka	id=g:1075792
Andovoka	id=g:1075793
Baie d’ Andovo Honkou	id=g:1075794
Andovohatany	id=g:1075795
Andovodava	id=g:1075796
Andovodava	id=g:1075797
Baie Andovobazaha	id=g:1075798
Baie Andovobatofotsy	id=g:1075799
Andovia	id=g:1075800
Andovaky	id=g:1075801
Andova	id=g:1075802
Andotsy	id=g:1075803
Andotsy	id=g:1075804
Andosonomby	id=g:1075805
Andoromby	id=g:1075806
Andorisa	id=g:1075807
Andopitaly	id=g:1075808
Andonhavary	id=g:1075809
Andongy	id=g:1075810
Andongozahely	id=g:1075811
Andongozabe	id=g:1075812
Andongozabe	id=g:1075813
Andongozabe	id=g:1075814
Andongozabe	id=g:1075815
Andongoza	id=g:1075816
Andongoza	id=g:1075817
Andongoza	id=g:1075818
Andongondongo	id=g:1075819
Andongona	id=g:1075820
Andongona	id=g:1075821
Andongona	id=g:1075822
Andongona	id=g:1075823
Andongona	id=g:1075824
Andongona	id=g:1075825
Andongoly Rivière	id=g:1075826
Andongokely	id=g:1075827
Andongokely	id=g:1075828
Andongoambo	id=g:1075829
Andongirotsy	id=g:1075830
Andondona	id=g:1075831
Andondona	id=g:1075832
Andondona	id=g:1075833
Andondona	id=g:1075834
Andondahe	id=g:1075835
Andondabe	id=g:1075836
Andonakely	id=g:1075837
Andonakaomby	id=g:1075838
Andonaka	id=g:1075839
Andonaka	id=g:1075840
Andonaka	id=g:1075841
Andonadraty	id=g:1075842
Andonabe-Ranomena	id=g:1075843
Andonabe Atsimo	id=g:1075844
Andonabe	id=g:1075845
Andonabe	id=g:1075846
Andonabe	id=g:1075847
Andonabe	id=g:1075848
Andonabe	id=g:1075849
Andonabe	id=g:1075850
Andonabe	id=g:1075851
Andonabe	id=g:1075852
Andona	id=g:1075853
Andona	id=g:1075854
Andomotra Atsimo	id=g:1075855
Andomotra	id=g:1075856
Andomboka	id=g:1075857
Andombiry Anavora	id=g:1075858
Andombiry	id=g:1075859
Andombiry	id=g:1075860
Andombiry	id=g:1075861
Andombiry	id=g:1075862
Andombiry	id=g:1075863
Andombiry	id=g:1075864
Andombiry	id=g:1075865
Andombirolava	id=g:1075866
Andomaty	id=g:1075867
Andolotsimanofy	id=g:1075868
Andolotokana	id=g:1075869
Bouche Andolopanahi	id=g:1075870
Banc d’ Andolopanahi	id=g:1075871
Andolonizimirahalahy	id=g:1075872
Andolonitovo	id=g:1075873
Andolonitako	id=g:1075874
Andolonijamala	id=g:1075875
Andolonambivy	id=g:1075876
Toraka Andolompanahy	id=g:1075877
Andolomitahy	id=g:1075878
Andolomitahy	id=g:1075879
Andolomirohaka	id=g:1075880
Andolomikaiky	id=g:1075881
Andolomasy	id=g:1075882
Andolomahery	id=g:1075883
Andololoaky	id=g:1075884
Andolokova	id=g:1075885
Andolohazo	id=g:1075886
Andolohabo	id=g:1075887
Andolofotsy	id=g:1075888
Andolobory	id=g:1075889
Andolobetroka	id=g:1075890
Andolobe Ruisseau	id=g:1075891
Lac Andolobe	id=g:1075892
Andolobe	id=g:1075893
Andolobe	id=g:1075894
Andolobe	id=g:1075895
Andolobe	id=g:1075896
Andolobe	id=g:1075897
Andolobe	id=g:1075898
Andolobe	id=g:1075899
Andolobe	id=g:1075900
Andolobe	id=g:1075901
Andolobe	id=g:1075902
Andolobe	id=g:1075903
Andolobe	id=g:1075904
Andoloabo	id=g:1075905
Andoloabo	id=g:1075906
Andolamosa	id=g:1075907
Andokombikely	id=g:1075908
Andokobe	id=g:1075909
Andokobe	id=g:1075910
Andokanga	id=g:1075911
Andoka	id=g:1075912
Andoimby	id=g:1075913
Andohorano	id=g:1075914
Andohonko	id=g:1075915
Andohoho	id=g:1075916
Andohobe	id=g:1075917
Andoho	id=g:1075918
Anse Andohazompona	id=g:1075919
Andohazompo	id=g:1075920
Andohavovo	id=g:1075921
Andohavondrona	id=g:1075922
Andohavondrona	id=g:1075923
Andohavondro	id=g:1075924
Andohavondro	id=g:1075925
Andohavondro	id=g:1075926
Andohavolo	id=g:1075927
Andohaviana	id=g:1075928
Andohavary	id=g:1075929
Andohatona	id=g:1075930
Andohatany	id=g:1075931
Andohatanibe	id=g:1075932
Andohatanety	id=g:1075933
Andohasifaka	id=g:1075934
Andohasatra	id=g:1075935
Andohasandra	id=g:1075936
Andohasakoa	id=g:1075937
Andohasakoa	id=g:1075938
Andohasahanala	id=g:1075939
Andohasahabe	id=g:1075940
Andohasaha	id=g:1075941
Andoharotsy	id=g:1075942
Andoharotsy	id=g:1075943
Andoharimbo	id=g:1075944
Andoharimbo	id=g:1075945
Andohariana	id=g:1075946
Andohariana	id=g:1075947
Andohariana	id=g:1075948
Andohariana	id=g:1075949
Andohariana	id=g:1075950
Andohariana	id=g:1075951
Andohariana	id=g:1075952
Andohariana	id=g:1075953
Andoharanomaitso	id=g:1075954
Andoharanofotsy	id=g:1075955
Andoharanofotsy	id=g:1075956
Andoharanodoalo	id=g:1075957
Andoharano	id=g:1075958
Andoharano	id=g:1075959
Andoharano	id=g:1075960
Andoharano	id=g:1075961
Andoharano	id=g:1075962
Andoharano	id=g:1075963
Andoharano	id=g:1075964
Andoharano	id=g:1075965
Andoharano	id=g:1075966
Andoharano	id=g:1075967
Andoharano	id=g:1075968
Andoharano	id=g:1075969
Andoharano	id=g:1075970
Andoharano	id=g:1075971
Andoharano	id=g:1075972
Andoharano	id=g:1075973
Andoharano	id=g:1075974
Andoharano	id=g:1075975
Andoharano	id=g:1075976
Andoharano	id=g:1075977
Andoharano	id=g:1075978
Andoharano	id=g:1075979
Andoharano	id=g:1075980
Andoharano	id=g:1075981
Andoharano	id=g:1075982
Andoharano	id=g:1075983
Andoharano	id=g:1075984
Andoharano	id=g:1075985
Andoharano	id=g:1075986
Andoharano	id=g:1075987
Andoharano	id=g:1075988
Andoharano	id=g:1075989
Andoharano	id=g:1075990
Andoharano	id=g:1075991
Andoharano	id=g:1075992
Andoharano	id=g:1075993
Andoharano	id=g:1075994
Andoharano	id=g:1075995
Andoharano	id=g:1075996
Andoharano	id=g:1075997
Andoharano	id=g:1075998
Andoharano	id=g:1075999
Andoharano	id=g:1076000
Andoharano	id=g:1076001
Andoharano	id=g:1076002
Andoharano	id=g:1076003
Andoharano	id=g:1076004
Andohara	id=g:1076005
Andohara	id=g:1076006
Andohapatsakana	id=g:1076007
Andohaomby	id=g:1076008
Andohaomby	id=g:1076009
Andohany	id=g:1076010
Andohanosy	id=g:1076011
Andohanonoka Rivière	id=g:1076012
Andohankary	id=g:1076013
Andohanizengitra	id=g:1076014
Andohanitsitakatra	id=g:1076015
Andohanitrema	id=g:1076016
Andohanisoa	id=g:1076017
Andohanisambirano	id=g:1076018
Andohanisaly	id=g:1076019
Andohanimendranomavo	id=g:1076020
Andohanimaroamalona	id=g:1076021
Andohanimarerano	id=g:1076022
Andohanimangana	id=g:1076023
Andohanimanga	id=g:1076024
Andohanimahapapia	id=g:1076025
Andohanilaka	id=g:1076026
Andohanilaka	id=g:1076027
Andohanikorika	id=g:1076028
Andohanikety	id=g:1076029
Andohanibevotro	id=g:1076030
Andohanibesahonjo	id=g:1076031
Andohanibelambo	id=g:1076032
Andohanibeandrarezo	id=g:1076033
Andohaniavoreana	id=g:1076034
Andohaniantsoa	id=g:1076035
Andohaniantanimena	id=g:1076036
Andohanianjafy	id=g:1076037
Andohaniangaty	id=g:1076038
Andohaniandranomena	id=g:1076039
Andohaniandrafainkona	id=g:1076040
Andohaniandalibe	id=g:1076041
Andohaniambaremba	id=g:1076042
Andohandambo	id=g:1076043
Andohandambo	id=g:1076044
Andohanapaja	id=g:1076045
Andohanaomby	id=g:1076046
Andohanankokaly Rivière	id=g:1076047
Andohanankivoka	id=g:1076048
Andohanankivoka	id=g:1076049
Andohanankay	id=g:1076050
Andohanandravany	id=g:1076051
Andohanampivalanana	id=g:1076052
Andohanambodimanga	id=g:1076053
Andohana	id=g:1076054
Andohamboay	id=g:1076055
Andohamboay	id=g:1076056
Andohambatokel	id=g:1076057
Andohambato	id=g:1076058
Andohamaroilo	id=g:1076059
Andohamambala	id=g:1076060
Andohamaho	id=g:1076061
Andohamahatao	id=g:1076062
Andohamafia	id=g:1076063
Andohalo	id=g:1076064
Andohalo	id=g:1076065
Andohalo	id=g:1076066
Andohalampy	id=g:1076067
Farihy Andohalambo	id=g:1076068
Andohalafy	id=g:1076069
Andohala	id=g:1076070
Andohakaomby	id=g:1076071
Andohakaolo	id=g:1076072
Andohakaolo	id=g:1076073
Andohajango	id=g:1076074
Andohahoraka	id=g:1076075
Andohahela	id=g:1076076
Andohafasy Rivière	id=g:1076077
Andohafary	id=g:1076078
Andohafary	id=g:1076079
Andohafarihy	id=g:1076080
Andohady	id=g:1076081
Andohady	id=g:1076082
Andohady	id=g:1076083
Andohadranofito	id=g:1076084
Andohaboba	id=g:1076085
Farihy Andohabe	id=g:1076086
Andohabe	id=g:1076087
Andohabato	id=g:1076088
Andobotolava	id=g:1076089
Andobotoka	id=g:1076090
Andobondaitsara	id=g:1076091
Andobomana	id=g:1076092
Andobokely Rivière	id=g:1076093
Lac Andobokely	id=g:1076094
Andobokala	id=g:1076095
Andoboka	id=g:1076096
Andobodobo	id=g:1076097
Lac Andobobe	id=g:1076098
Andobobe	id=g:1076099
Andobo	id=g:1076100
Andobo	id=g:1076101
Andoba	id=g:1076102
Andoba	id=g:1076103
Andoavondro	id=g:1076104
Andoany	id=g:1076105
Andoaka Rivière	id=g:1076106
Andoabatomanga	id=g:1076107
Andlamenakely Rivière	id=g:1076108
Lac Andjavibe	id=g:1076109
Andjamen	id=g:1076110
Anditsaka	id=g:1076111
Andisaka	id=g:1076112
Andiroga	id=g:1076113
Andiolava	id=g:1076114
Andiolava	id=g:1076115
Andiolava	id=g:1076116
Andiobe	id=g:1076117
Andio	id=g:1076118
Andio	id=g:1076119
Andingoza	id=g:1076120
Andingoza	id=g:1076121
Andingoza	id=g:1076122
Andingolingo	id=g:1076123
Andingilingy Avaratra	id=g:1076124
Andingilingy Atsimo	id=g:1076125
Andingilingy	id=g:1076126
Andingadingana	id=g:1076127
Andingadingana	id=g:1076128
Andindo Rivière	id=g:1076129
Andindo	id=g:1076130
Andina-Firaisana	id=g:1076131
Andina	id=g:1076132
Andimby Rivière	id=g:1076133
Andimbinimafy	id=g:1076134
Andimaky	id=g:1076135
Andimaky	id=g:1076136
Andimaky	id=g:1076137
Andimaky	id=g:1076138
Andimaky	id=g:1076139
Andimaky	id=g:1076140
Andimaka Rivière	id=g:1076141
Andimaka Mahatsoa	id=g:1076142
Andimaka I	id=g:1076143
Andimakabo	id=g:1076144
Andimaka	id=g:1076145
Andimaka	id=g:1076146
Andimaka	id=g:1076147
Andimaka	id=g:1076148
Andimaka	id=g:1076149
Andimaka	id=g:1076150
Andimaka	id=g:1076151
Andimaka	id=g:1076152
Andimaka	id=g:1076153
Andimaka	id=g:1076154
Andimaka	id=g:1076155
Andimaka	id=g:1076156
Andimaka	id=g:1076157
Andimaka	id=g:1076158
Andimaka	id=g:1076159
Andimaka	id=g:1076160
Andimaka	id=g:1076161
Andimaka	id=g:1076162
Andimaka	id=g:1076163
Andimaka	id=g:1076164
Andimaka	id=g:1076165
Andimaka	id=g:1076166
Andimaka	id=g:1076167
Andimadoa	id=g:1076168
Andily	id=g:1076169
Andilmboay	id=g:1076170
Andilingibany	id=g:1076171
Andilanomby	id=g:1076172
Andilankely	id=g:1076173
Andilankaka	id=g:1076174
Andilandrana	id=g:1076175
Andilandambo	id=g:1076176
Andilandalina	id=g:1076177
Andilanatoby	id=g:1076178
Andilanaomby	id=g:1076179
Andilanamboa	id=g:1076180
Andilanala	id=g:1076181
Andilana Avaratra	id=g:1076182
Andilana Atsimo	id=g:1076183
Andilana	id=g:1076184
Andilana	id=g:1076185
Andilana	id=g:1076186
Andilana	id=g:1076187
Andilana	id=g:1076188
Andilana	id=g:1076189
Andilampany	id=g:1076190
Andilamimahoatra	id=g:1076191
Andilamihoatra	id=g:1076192
Andilamenakely	id=g:1076193
Andilamena	id=g:1076194
Andilambolo	id=g:1076195
Andilamboay	id=g:1076196
Andilamboay	id=g:1076197
Andilamboahangy	id=g:1076198
Andilambe	id=g:1076199
Andilambe	id=g:1076200
Andilambe	id=g:1076201
Andilambe	id=g:1076202
Andilambe	id=g:1076203
Andilambe	id=g:1076204
Andilambe	id=g:1076205
Andilambe	id=g:1076206
Andilamba	id=g:1076207
Andilamavo	id=g:1076208
Andilamavo	id=g:1076209
Andilamavo	id=g:1076210
Andilakanka	id=g:1076211
Pointe Andilah	id=g:1076212
Mont Andilah	id=g:1076213
Banc d’ Andilah	id=g:1076214
Andika Sur mer	id=g:1076215
Andihona	id=g:1076216
Andigolinga	id=g:1076217
Andienalavoka	id=g:1076218
Andidy	id=g:1076219
Andidy	id=g:1076220
Andidy	id=g:1076221
Andidimiady	id=g:1076222
Andibonara	id=g:1076223
Andianasadava	id=g:1076224
Andiambiby	id=g:1076225
Pointe Andiako	id=g:1076226
Andovoranto	id=g:1076227
Andevonomby	id=g:1076228
Andetribe	id=g:1076229
Andetribe	id=g:1076230
Andesomby	id=g:1076231
Anderika	id=g:1076232
Andepandambo	id=g:1076233
Andeo	id=g:1076234
Andengondroy	id=g:1076235
Andengo	id=g:1076236
Andengo	id=g:1076237
Andengimboay	id=g:1076238
Andengilengy	id=g:1076239
Andempona	id=g:1076240
Andempona	id=g:1076241
Andempombe	id=g:1076242
Andempo	id=g:1076243
Andemodemoky	id=g:1076244
Andemodemoka	id=g:1076245
Andemobe	id=g:1076246
Andemobe	id=g:1076247
Andemobe	id=g:1076248
Andemby-Tanamasy	id=g:1076249
Lohatanjon’ Andemby	id=g:1076250
Andemby	id=g:1076251
Andemby	id=g:1076252
Andemby	id=g:1076253
Andemby	id=g:1076254
Andemby	id=g:1076255
Andemby	id=g:1076256
Andemby	id=g:1076257
Andembilemisy	id=g:1076258
Andembe	id=g:1076259
Andemba	id=g:1076260
Andemaky Est	id=g:1076261
Andemaky Andrefana	id=g:1076262
Andemaky	id=g:1076263
Andemaky	id=g:1076264
Andemaky	id=g:1076265
Andemaka Avaratra	id=g:1076266
Andemaka Atsimo	id=g:1076267
Andemaka	id=g:1076268
Andemaka	id=g:1076269
Andemaka	id=g:1076270
Andemaka	id=g:1076271
Andemaka	id=g:1076272
Andemaka	id=g:1076273
Andemaka	id=g:1076274
Andemaka	id=g:1076275
Andemaka	id=g:1076276
Andemaka	id=g:1076277
Andemabe	id=g:1076278
Andelandranomaro	id=g:1076279
Andelakaka	id=g:1076280
Andekarimbo	id=g:1076281
Andekaleka	id=g:1076282
Andekaleka	id=g:1076283
Andeka	id=g:1076284
Andejo	id=g:1076285
Andeja	id=g:1076286
Andehona	id=g:1076287
Andefopaly	id=g:1076288
Tanjona Ankaboa	id=g:1076289
Lohatanjona Andefitra	id=g:1076290
Andebodatsaka	id=g:1076291
Andebodatsaka	id=g:1076292
Andebadebakely	id=g:1076293
Andebadeba	id=g:1076294
Andebadeba	id=g:1076295
Andebadeba	id=g:1076296
Andebabe	id=g:1076297
Andaza	id=g:1076298
Andaza	id=g:1076299
Andaza	id=g:1076300
Anday	id=g:1076301
Andaveno Rivière	id=g:1076302
Andavenoky	id=g:1076303
Andaveno	id=g:1076304
Andaveno	id=g:1076305
Andaveno	id=g:1076306
Andavatsiotra	id=g:1076307
Andavatsifotra	id=g:1076308
Andavatsangomby	id=g:1076309
Andavaravina	id=g:1076310
Andavaravina	id=g:1076311
Andavarangana	id=g:1076312
Andavaposa	id=g:1076313
Andavamanavy	id=g:1076314
Andavakonko	id=g:1076315
Andavakonko	id=g:1076316
Andavakomby	id=g:1076317
Andavakomby	id=g:1076318
Andavakomby	id=g:1076319
Andavakomby	id=g:1076320
Andavakolovoka	id=g:1076321
Andavakoera	id=g:1076322
Andavakoera	id=g:1076323
Andavakoera	id=g:1076324
Andavakoana	id=g:1076325
Andavakarefo	id=g:1076326
Andavakantsantsa	id=g:1076327
Andavakamenarana	id=g:1076328
Andavakakoho	id=g:1076329
Andavakaka	id=g:1076330
Andavakaka	id=g:1076331
Andavakaka	id=g:1076332
Tanjon’ Andavaka	id=g:1076333
Andavaka	id=g:1076334
Andavadrovia	id=g:1076335
Andavadrafia	id=g:1076336
Andavadoaka	id=g:1076337
Andavadambo	id=g:1076338
Andavabosy	id=g:1076339
Andavaboay	id=g:1076340
Andavaboay	id=g:1076341
Andavaboay	id=g:1076342
Andavaboay	id=g:1076343
Andavabiby	id=g:1076344
Andavabiby	id=g:1076345
Andavabaza	id=g:1076346
Andavabaza	id=g:1076347
Gare d’ Andavabato	id=g:1076348
Andavabato	id=g:1076349
Andavabato	id=g:1076350
Andavabary	id=g:1076351
Andaty	id=g:1076352
